schema,generated_local
FASTENER_ANALYTIC_CHECKS_V1,2026-08-22T01:29:31+08:00
joint_id,case_id,case_variant,check_id,demand,capacity,demand_over_capacity,unit,basis,status,notes
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,SLIP_FRICTION,0.00506998,586.798,8.64008e-06,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,SEPARATION,0.116012,2660.6,4.36036e-05,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BOLT_ADDITIONAL_TENSION_PROOF,8854.5,9287.9,0.953337,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BOLT_TENSION_ULTIMATE,8854.5,13683.7,0.647084,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BOLT_SHEAR,0.000258212,377.935,6.83218e-07,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BEARING_PLATE_6061T6,0.000126749,310,4.08869e-07,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,NET_SECTION_PLATE_6061T6,0.000332698,310,1.07322e-06,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,HEAD_PULL_THROUGH,268.426,276,0.972559,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,THREAD_SHEAR_EXTERNAL_BOLT,111.844,377.935,0.295935,MPa,tau=F_b_max/(pi*d2*L_e*0.75) vs 0.577*S_proof A286; L_e candidate declared,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_A_TO_B_8XM5_R62P5MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,THREAD_SHEAR_INTERNAL_MEMBER,100.212,159.252,0.62927,MPa,Stage A 6061-T6 candidate; wire-thread-insert candidate L_e=1.5d; tau_allow=0.577*Fty_typ ASSUMPTION on typical,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,SLIP_FRICTION,0.0101251,831.785,1.21728e-05,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,SEPARATION,0.112618,3722.55,3.0253e-05,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BOLT_ADDITIONAL_TENSION_PROOF,12551.1,13165.5,0.953336,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BOLT_TENSION_ULTIMATE,12551.1,19396.5,0.647083,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BOLT_SHEAR,0.000358104,377.935,9.47527e-07,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,BEARING_PLATE_6061T6,0.000156979,310,5.06384e-07,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,NET_SECTION_PLATE_6061T6,0.000165238,310,5.33026e-07,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,HEAD_PULL_THROUGH,283.143,276,1.02588,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,THREAD_SHEAR_EXTERNAL_BOLT,191.476,377.935,0.506638,MPa,tau=F_b_max/(pi*d2*L_e*0.75) vs 0.577*S_proof A286; L_e candidate declared,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-010_ARM_NOMINAL_SLEW,EXACT_WRENCH_CONTROLLING_SAMPLE,THREAD_SHEAR_INTERNAL_MEMBER,170.733,377.935,0.451753,MPa,through-bolt + A286-class nut candidate; nut thread shear vs 0.577*S_proof A286 ASSUMPTION,DESIGN_ANALYSIS_NOT_QUALIFICATION,DERIVED inertial wrench from URDF RNE; microgravity fixed-base ASSUMPTION
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SLIP_FRICTION,0,337.014,0,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SEPARATION,254.878,1668.06,0.152799,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_ADDITIONAL_TENSION_PROOF,5561.89,5750.9,0.967133,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_TENSION_ULTIMATE,5561.89,8472.7,0.656448,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_SHEAR,0,377.935,0,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BEARING_PLATE_6061T6,0,310,0,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,NET_SECTION_PLATE_6061T6,0.715146,310,0.00230692,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,HEAD_PULL_THROUGH,254.368,276,0.921624,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_EXTERNAL_BOLT,,,,MPa,engagement length as-built unknown,HOLD_AS_BUILT_ENGAGEMENT_UNKNOWN,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
B601_TO_STAGE_A_4XM4_HM4_75_64MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_INTERNAL_MEMBER,,,,MPa,B601 vendor tapped holes; material and engagement unknown,HOLD_NO_B601_MATERIAL_OR_ENGAGEMENT_AUTHORITY,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SLIP_FRICTION,0,572.376,0,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SEPARATION,141.487,2660.6,0.0531786,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_ADDITIONAL_TENSION_PROOF,8899.73,9287.9,0.958207,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_TENSION_ULTIMATE,8899.73,13683.7,0.650389,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_SHEAR,0,377.935,0,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BEARING_PLATE_6061T6,0,310,0,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,NET_SECTION_PLATE_6061T6,0.405757,310,0.00130889,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,HEAD_PULL_THROUGH,269.797,276,0.977526,MPa,head bearing pressure vs 6061-T6 Fty TYPICAL 276MPa reference; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_EXTERNAL_BOLT,112.416,377.935,0.297447,MPa,tau=F_b_max/(pi*d2*L_e*0.75) vs 0.577*S_proof A286; L_e candidate declared,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_A_TO_B_8XM5_R62P5MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,THREAD_SHEAR_INTERNAL_MEMBER,100.724,159.252,0.632484,MPa,Stage A 6061-T6 candidate; wire-thread-insert candidate L_e=1.5d; tau_allow=0.577*Fty_typ ASSUMPTION on typical,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SLIP_FRICTION,0,817.09,0,N,"Q_max vs mu_min*(Fp_min-(1-PHI)*N_max); mu candidate band [0.15,0.30] ASSUMPTION",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,SEPARATION,146.053,3722.55,0.0392347,N,N_max vs Fp_min*(1-PHI); separation predicted when ratio>=1,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_ADDITIONAL_TENSION_PROOF,12599.1,13165.5,0.95698,N,"Fp_max+PHI*N_max vs S_proof*As (candidate material proof, A286 655MPa MIN distributor ref)",DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_TENSION_ULTIMATE,12599.1,19396.5,0.649556,N,Fp_max+PHI*N_max vs S_u*As (candidate A286 965MPa MIN distributor ref),DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BOLT_SHEAR,0,377.935,0,MPa,Q_max/A_shank vs 0.577*S_proof; SHANK_IN_SHEAR_PLANE_ASSUMPTION; shear allowable ASSUMPTION_NO_SOURCE,DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,BEARING_PLATE_6061T6,0,310,0,MPa,p=Q/(d*t_plate) vs 6061-T6 Ftu TYPICAL 310MPa reference level; INDICATIVE_NOT_AN_ALLOWABLE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
STAGE_B_TO_SPACECRAFT_4XM6_140MM,LC-013_CAPTURE_22KG,NORMAL_TENSION_BENDING,NET_SECTION_PLATE_6061T6,0.214295,310,0.000691274,MPa,sigma_net=N_max/((tributary-hole)*t_plate) conservative tributary model vs Ftu typical; INDICATIVE,INDICATIVE_REFERENCE_DESIGN_ANALYSIS_NOT_QUALIFICATION,half-sine pulse ASSUMPTION tc=5ms; F_peak=pi*J/(2tc)=113.3N; DERIVED impulse is NOT_STRUCTURAL_DESIGN_AUTHORITY; BOUNDING scenario
