state,instance_id,parent_group,quantity,expected_solid_count,representation_role,integration_lineage,source_status,step_path,step_sha256,step_current_sha256,T_S_local_mm_json,native_path,native_file_exists,native_current_sha256,native_geometry_status,native_increment_geometry_cold_verified,native_geometry_hash_chain_verified,native_geometry_receipt,candidate_material,candidate_material_id,material_status,candidate_density_kg_m3,native_material_cold_verified,native_material_decision_cold_recorded,native_material_receipt,native_material_receipt_sha256,candidate_uniform_geometry_mass_kg,mass_basis,source_geometry_candidate_mass_kg,source_geometry_mass_basis,procurement_material_note,as_built_mass_kg,as_built_material_certified,whole_assembly_fit_verified
released,P60_HOST_1_TN,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C008.step,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,"[[1,0,0,-51.75],[0,1,0,-11.175],[0,0,1,55.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_cec554fc84a9900dfa2f.SLDPRT,True,8fc623f8026b5a1a707cc7ed9ee7a3facd266098d0c4d7ca1354464092e53a27,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.0003567157739871866,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_1_TW,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C007.step,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,"[[1,0,0,-52.5],[0,1,0,-11.5],[0,0,1,55.0],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_d18a51fe46a47b04db32.SLDPRT,True,9ed19436bc4dcdd1d4df11dd7e9e96129eff5fab76b973edf153df2d75c00383,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.00012024602961247626,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_2_BN,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C008.step,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,"[[1,0,0,-156.75],[0,1,0,76.825],[0,0,1,-14.400000000000002],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_cec554fc84a9900dfa2f.SLDPRT,True,8fc623f8026b5a1a707cc7ed9ee7a3facd266098d0c4d7ca1354464092e53a27,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.0003567157739871866,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_2_BW,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C007.step,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,"[[1,0,0,-157.5],[0,1,0,76.5],[0,0,1,-12.0],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_d18a51fe46a47b04db32.SLDPRT,True,9ed19436bc4dcdd1d4df11dd7e9e96129eff5fab76b973edf153df2d75c00383,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.00012024602961247626,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_2_POST,DPG_55abd656d4e7,1,1,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C009.step,4430743deb644e5249347ad84b049ff8a6b88b181b6157910b71d58179ad38a2,4430743deb644e5249347ad84b049ff8a6b88b181b6157910b71d58179ad38a2,"[[1,0,0,-158.0],[0,1,0,76.0],[0,0,1,-8.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_c471d76061f4e6d31037.SLDPRT,True,41ce63c2b1df17b316144d8823ebe555b70b0bea18a3921d901caa975dfa8d66,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_6061_T6_CANDIDATE_D2700,REFMAT-AL6061-T6-T651,PRESERVE_LEGACY_DENSITY_CANDIDATE,2700,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.006838981742285752,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,Preserve existing 2700 kg/m3 uniform aluminium geometry density. 6061-T6/T651 identity is a new ground-design candidate; no allowables or certified temper implied.,,False,False
released,P60_HOST_2_ROD,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C010.step,064ff16923218ba2b3166b0f134a6f39f480e76d56de7d083a494eabc7e97236,064ff16923218ba2b3166b0f134a6f39f480e76d56de7d083a494eabc7e97236,"[[1,0,0,-155.5],[0,1,0,78.5],[0,0,1,-17.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_63147789ef81567eaba7.SLDPRT,True,85347a8966cdf9b92a1594dd22a8b5ed21f038dde8356f977aaaf106abc93a22,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.004411502943987128,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Ground 304/1.4301 candidate for separately modelled guide/tie rod. Fit, wear, strength and surface finish remain open; no load release inferred.",,False,False
released,P60_HOST_2_TN,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C008.step,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,"[[1,0,0,-156.75],[0,1,0,76.825],[0,0,1,55.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_cec554fc84a9900dfa2f.SLDPRT,True,8fc623f8026b5a1a707cc7ed9ee7a3facd266098d0c4d7ca1354464092e53a27,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.0003567157739871866,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_2_TW,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C007.step,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,"[[1,0,0,-157.5],[0,1,0,76.5],[0,0,1,55.0],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_d18a51fe46a47b04db32.SLDPRT,True,9ed19436bc4dcdd1d4df11dd7e9e96129eff5fab76b973edf153df2d75c00383,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.00012024602961247626,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_3_BN,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C008.step,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,"[[1,0,0,-54.75],[0,1,0,76.825],[0,0,1,-14.400000000000002],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_cec554fc84a9900dfa2f.SLDPRT,True,8fc623f8026b5a1a707cc7ed9ee7a3facd266098d0c4d7ca1354464092e53a27,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.0003567157739871866,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_3_BW,DPG_55abd656d4e7,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C007.step,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,"[[1,0,0,-55.5],[0,1,0,76.5],[0,0,1,-12.0],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_d18a51fe46a47b04db32.SLDPRT,True,9ed19436bc4dcdd1d4df11dd7e9e96129eff5fab76b973edf153df2d75c00383,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.00012024602961247626,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_3_POST,DPG_4009f615f953,1,1,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C009.step,4430743deb644e5249347ad84b049ff8a6b88b181b6157910b71d58179ad38a2,4430743deb644e5249347ad84b049ff8a6b88b181b6157910b71d58179ad38a2,"[[1,0,0,-56.0],[0,1,0,76.0],[0,0,1,-8.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_c471d76061f4e6d31037.SLDPRT,True,41ce63c2b1df17b316144d8823ebe555b70b0bea18a3921d901caa975dfa8d66,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_6061_T6_CANDIDATE_D2700,REFMAT-AL6061-T6-T651,PRESERVE_LEGACY_DENSITY_CANDIDATE,2700,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.006838981742285752,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,Preserve existing 2700 kg/m3 uniform aluminium geometry density. 6061-T6/T651 identity is a new ground-design candidate; no allowables or certified temper implied.,,False,False
released,P60_HOST_3_ROD,DPG_4009f615f953,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C010.step,064ff16923218ba2b3166b0f134a6f39f480e76d56de7d083a494eabc7e97236,064ff16923218ba2b3166b0f134a6f39f480e76d56de7d083a494eabc7e97236,"[[1,0,0,-53.5],[0,1,0,78.5],[0,0,1,-17.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_63147789ef81567eaba7.SLDPRT,True,85347a8966cdf9b92a1594dd22a8b5ed21f038dde8356f977aaaf106abc93a22,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.004411502943987128,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Ground 304/1.4301 candidate for separately modelled guide/tie rod. Fit, wear, strength and surface finish remain open; no load release inferred.",,False,False
released,P60_HOST_3_TN,DPG_4009f615f953,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C008.step,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,0e70700e3c4b87617a4264e0f4f1d5774c607861bc7cb4c78a1acdb8a80bfef9,"[[1,0,0,-54.75],[0,1,0,76.825],[0,0,1,55.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_cec554fc84a9900dfa2f.SLDPRT,True,8fc623f8026b5a1a707cc7ed9ee7a3facd266098d0c4d7ca1354464092e53a27,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.0003567157739871866,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_HOST_3_TW,DPG_4009f615f953,1,1,SIMPLIFIED_PROXY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C007.step,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,f0eb231572bc594fb814ea5d211a0d5955d5f889dc2300005ff5c3441a976c9b,"[[1,0,0,-55.5],[0,1,0,76.5],[0,0,1,55.0],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_d18a51fe46a47b04db32.SLDPRT,True,9ed19436bc4dcdd1d4df11dd7e9e96129eff5fab76b973edf153df2d75c00383,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_304_14301_CANDIDATE_D7900,REFMAT-SS304-14301,NEW_GROUND_DESIGN_ASSUMPTION,7900,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.00012024602961247626,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,"Select 304/1.4301 at 7900 kg/m3 for ground digital hardware geometry. This is not an A2-70/80 strength designation or procurement approval; threading, preload, locking and bearing remain unverified.",,False,False
released,P60_REFERENCE_B,DPG_4009f615f953,1,1,FUNCTIONAL_ENVELOPE,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C003.step,8b1755d3bfb9408088c7453962e1e2313e7fa4d3e863b52c47f8d82e331f82b3,8b1755d3bfb9408088c7453962e1e2313e7fa4d3e863b52c47f8d82e331f82b3,"[[1,0,0,-151.0],[0,1,0,-2.0],[0,0,1,57.5],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_c71e2c129b8f2957ecff.SLDPRT,True,847ce3285f94f1046b3182d132be5c34cd9eb54900725d52e478a5d907681626,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,"Composite equipment, harness, actuator, sensor, enclosure envelope or unresolved purchased component. Require exact MPN/ICD or body-level materials; preserve budget/reference mass without fictitious bulk material.",,False,False
released,P60_TRAY_B,DPG_4009f615f953,1,1,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\canonical\C004.step,2070586d8aa2729933f11ea7b33af9ecc1bef14896f67ed825cf5321a3e530f1,2070586d8aa2729933f11ea7b33af9ecc1bef14896f67ed825cf5321a3e530f1,"[[1,0,0,-158.0],[0,1,0,-13.0],[0,0,1,53.0],[0,0,0,1]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_e08e710d777e72d68d4a.SLDPRT,True,5e7ad01542ac91164da095e8e3e194651199c57a8813f13071f3584f5307bd3f,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,GROUND_6061_T6_CANDIDATE_D2700,REFMAT-AL6061-T6-T651,PRESERVE_LEGACY_DENSITY_CANDIDATE,2700,True,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,0.06813548922019236,NATIVE_UNIFORM_CANDIDATE_COLD_READ_NOT_AS_BUILT,,UNKNOWN,Preserve existing 2700 kg/m3 uniform aluminium geometry density. 6061-T6/T651 identity is a new ground-design candidate; no allowables or certified temper implied.,,False,False
