sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,gripper_state,jaw_travel_m,authority_class,released_for_mission_gate
17,0.170000000000,-0.000814343544827209,-1.0487328048698,-1.39880373588514,-1.21938901036838,-0.000262871636480095,1.83864470307346e-05,-0.0138371942416601,-0.00921605093007684,0.00309891319043153,0.0107472100220012,-0.00461247660574253,-1.6205083539174e-07,-0.156399206752632,-0.104167292131829,0.0350264335611878,0.121473695670493,-0.0521339564730035,-1.83163014598462e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
18,0.180000000000,-0.000960669697500108,-1.04883026315881,-1.39877096536557,-1.21927536031281,-0.000311647851095919,1.83847333686391e-05,-0.0154414082694218,-0.010284513070912,0.00345818544780425,0.0119931869719155,-0.00514722371880807,-1.80838186266909e-07,-0.164422402868843,-0.109511018810637,0.0368232709719897,0.127705231645396,-0.0548084007095304,-1.92559179821246e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
19,0.190000000000,-0.00112343703321707,-1.04893867184553,-1.39873451275568,-1.21914894055523,-0.000365904553362424,1.83828271597453e-05,-0.0171252194019103,-0.0114059896421465,0.00383528389981224,0.0133009861949511,-0.00570850365182432,-2.00557718702188e-07,-0.172318729847039,-0.114770246246535,0.0385916953650664,0.133838229632919,-0.0574405545134111,-2.0180676542997e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
20,0.200000000000,-0.00130343518978338,-1.04905855685612,-1.39869420121189,-1.21900913779187,-0.000425904960362511,1.8380719156408e-05,-0.0188873620122172,-0.012579637692396,0.00422992510258301,0.014669624691379,-0.00629589452197283,-2.21194610624965e-07,-0.180088800581606,-0.119945382648427,0.0403318440013729,0.139873165661986,-0.0600306221862526,-2.10906489200548e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
21,0.210000000000,-0.00150144117937994,-1.04919043570763,-1.39864985671819,-1.21885534852515,-0.000491908080565978,1.83784002588435e-05,-0.0207265766023782,-0.0138046183523647,0.00464182698485365,0.0160981242217591,-0.00690897648945126,-2.42734111740223e-07,-0.187733227966929,-0.125036836225215,0.0420438541418645,0.145810515761521,-0.0625788080296618,-2.19859068908893e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
22,0.220000000000,-0.00171821944985273,-1.04933481754879,-1.39860130807241,-1.21868697901611,-0.00056416873425968,1.83758615144123e-05,-0.0226416098033729,-0.0150800968348463,0.00507070884797077,0.0175855113069407,-0.00754733175747332,-2.65161543530533e-07,-0.195252624897396,-0.130045015185803,0.0437278630474965,0.151650755960449,-0.0650853163452457,-2.28665222330918e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
23,0.230000000000,-0.00195452194600226,-1.04949220320093,-1.39854838687253,-1.21850344523676,-0.000642937573977688,1.83730941169011e-05,-0.0246312143751246,-0.0164052424347231,0.00551629136589056,0.0191308172280625,-0.00821054457226878,-2.8846229925606e-07,-0.202647604267393,-0.134970327739093,0.0453840079792239,0.157394362287694,-0.0675503514346113,-2.37325667242538e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
24,0.240000000000,-0.00221108817087297,-1.04966308519868,-1.39849092750291,-1.21830417282249,-0.000728461104931451,1.83700894058052e-05,-0.0266941492065005,-0.0177792285289668,0.00597829658517875,0.0207330780265521,-0.00889820122308351,-3.12621843954557e-07,-0.209918778971307,-0.139813182093988,0.0470124261980019,0.163041810772182,-0.0699741175993656,-2.45841121419664e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
25,0.250000000000,-0.00248864524704273,-1.0498479478309,-1.39842876712058,-1.21808859702449,-0.00082098170543996,1.83668388656107e-05,-0.0288291793153117,-0.0192012325766379,0.00645644792501062,0.0223913345041267,-0.00960989004217941,-3.37625714441373e-07,-0.217066761903523,-0.144573986459391,0.0486132549647858,0.168593577442836,-0.0723568191411156,-2.5421230263821e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
26,0.260000000000,-0.00278790797791218,-1.05004726718141,-1.39836174564152,-1.21785616266213,-0.000920737647359902,1.83633341250764e-05,-0.0310350758483133,-0.020670436118886,0.00695047017717101,0.0241046322227925,-0.0103452014048345,-3.63459519309444e-07,-0.22409216595843,-0.149253149044206,0.0501866315405309,0.174050138328581,-0.0746986603614682,-2.62439928674091e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
27,0.270000000000,-0.00310957890899429,-1.05026151116988,-1.39828970572693,-1.21760632407535,-0.00102796311651583,1.83595669565166e-05,-0.0333106160812039,-0.0221860247789498,0.00746008950605429,0.025872021504845,-0.0111037277293428,-3.90108938929299e-07,-0.230995604030413,-0.153851078057335,0.0517326931861921,0.179411969458342,-0.0769998455620305,-2.70524717303218e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
28,0.280000000000,-0.00345434838920371,-1.05049113959261,-1.3982124927695,-1.21733854507708,-0.0011428882331303,1.83555292750828e-05,-0.0356545834186264,-0.0237471882621568,0.00798503344866442,0.0276925574328691,-0.0118850634770145,-4.1755972544906e-07,-0.237777689013859,-0.158368181707681,0.0532515771627248,0.184679546861043,-0.0792605790444095,-2.78467386301506e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
29,0.290000000000,-0.00382289463214622,-1.05073660416337,-1.3981299548797,-1.21705229890559,-0.00126573907225408,1.83512131380462e-05,-0.0380657673941672,-0.0253531203559238,0.00852503091461487,0.0295652998497387,-0.0126888051521757,-4.45797702794436e-07,-0.244439033803154,-0.162804868204146,0.0547434207310841,0.189853346565609,-0.081481065110212,-2.86268653444867e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
30,0.300000000000,-0.00421588377740822,-1.05099834855421,-1.39804194287201,-1.21674706817697,-0.00139673768419625,1.83466107440798e-05,-0.0405429636703569,-0.0270030189297564,0.00907981218612871,0.0314893133586172,-0.0135145513021688,-4.74808766668732e-07,-0.250980251292686,-0.167161545755635,0.0562083611522253,0.194933844600964,-0.0836615080610452,-2.93929236509215e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
31,0.310000000000,-0.00463396995184611,-1.05127680843629,-1.39794831025126,-1.21642234483743,-0.00153610211495442,1.83417144325408e-05,-0.0430849740386697,-0.0286960859352496,0.00964910891803851,0.0334636673229571,-0.0143619025173521,-5.04578884552843e-07,-0.25740195437684,-0.17143862257105,0.0576465356871036,0.199921516996033,-0.0858021121985159,-3.01449853270464e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
32,0.320000000000,-0.00507779533087576,-1.05157241152068,-1.39784891319885,-1.21607763011578,-0.00168404642664484,1.83365166827525e-05,-0.0456906064195238,-0.0304315274060869,0.0102326541377864,0.0354874358665,-0.0152304614311,-5.35094095705252e-07,-0.263704755950003,-0.175636506859293,0.059058081596674,0.20481683977974,-0.0879030818242313,-3.08831221504527e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
33,0.330000000000,-0.00554799019976194,-1.05188557759922,-1.39774361055903,-1.21571243447575,-0.0018407807179326,1.8331010113287e-05,-0.0483586748622811,-0.0322085534580412,0.0108301822454241,0.0375596978732771,-0.0161198327198029,-5.66340511162039e-07,-0.269889268906561,-0.179755606829268,0.0604431361418919,0.20962028898101,-0.0899646212397982,-3.16074058987316e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
34,0.340000000000,-0.00604517301490775,-1.05221671858532,-1.39763226382522,-1.21532627756848,-0.00200651114446177,1.83251874812469e-05,-0.0510879995452476,-0.0340263782889744,0.0114414290136129,0.0396795369876085,-0.0170296231028675,-5.9830431373687e-07,-0.275956106140902,-0.183796330689878,0.0618018365837124,0.214332340628768,-0.0919869347468237,-3.23179083494746e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
35,0.350000000000,-0.00656995046514409,-1.05256623855475,-1.39751473712623,-1.21491868818482,-0.00218143993928556,1.83190416815478e-05,-0.053877406775673,-0.0358842201788372,0.0120661315876236,0.0418460416141038,-0.0179594413427163,-6.30971758021006e-07,-0.281905880547411,-0.187759086650026,0.0631343201830907,0.218953470751937,-0.0939702266469147,-3.3014701280273e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
36,0.360000000000,-0.00712291753301906,-1.05293453378651,-1.39739089721254,-1.2144892042078,-0.0023657654332965,1.83125657462008e-05,-0.056725728989751,-0.0377813014896697,0.0127040284853365,0.0440583049176617,-0.018908898244788,-6.64329170383298e-07,-0.287739205020476,-0.191644282918614,0.064440724200982,0.223484155379443,-0.0959147012416783,-3.3697856468718e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
37,0.370000000000,-0.00770465755608742,-1.05332199280364,-1.39726061344262,-1.21403737256499,-0.00255968207565658,1.83057528435941e-05,-0.059631804752619,-0.0397168486656006,0.0133548595972415,0.0463154248234702,-0.0198776066575374,-6.98362948970188e-07,-0.293456692454483,-0.195452327704546,0.0657211858983416,0.227924870540211,-0.0978205628327213,-3.43674456924011e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
38,0.380000000000,-0.00831574228820002,-1.05372899641401,-1.39712375776916,-1.2135627491809,-0.00276338045422741,1.82985962777756e-05,-0.0625944787583584,-0.0416900922328481,0.014018366186438,0.0486165040170065,-0.0208651814724354,-7.33059563705711e-07,-0.299058955743818,-0.199183629216724,0.0669758425361245,0.232276092263164,-0.0996880157216509,-3.50235407289136e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
39,0.390000000000,-0.00895673196079325,-1.05415591775117,-1.39698020472534,-1.2130648989294,-0.00297704731600041,1.82910894877351e-05,-0.0656126018299944,-0.043700266799719,0.0146942908886352,0.0509606499440372,-0.0218712396239688,-7.68405556291489e-07,-0.304546607782868,-0.202838595664052,0.068204831375286,0.236538296577227,-0.101517264210074,-3.56662133558468e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
40,0.400000000000,-0.00962817534417847,-1.05460312231518,-1.39682983141113,-1.21254339558609,-0.00320086558752691,1.82832260466866e-05,-0.0686850309194961,-0.0457466110566093,0.0153823777121515,0.0533469748106178,-0.0228954000896405,-8.04387540206741e-07,-0.309920261466019,-0.206417635255432,0.0694082896767813,0.240711959511324,-0.103308512599598,-3.6295535350792e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
41,0.410000000000,-0.0103306098088314,-1.05507096801339,-1.39667251747957,-1.2119978217807,-0.00343501439534841,1.82749996613503e-05,-0.0718106291077764,-0.0478283677760041,0.0160823720379151,0.0557745955830935,-0.0239372838899697,-8.40992200708275e-07,-0.315180529687658,-0.209921156199768,0.0705863547015656,0.244797557094382,-0.105061965191829,-3.69115784913406e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
42,0.420000000000,-0.0110645613866818,-1.0555598052013,-1.39650814512301,-1.21142776894951,-0.00367966908642661,1.8266404171235e-05,-0.0749882656046922,-0.0499447838124775,0.0167940206194637,0.0582426339880984,-0.0249965140884915,-8.78206294830487e-07,-0.320328025342172,-0.213349566705961,0.0717391637105941,0.248795565355322,-0.106777826288374,-3.75144145550838e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
43,0.430000000000,-0.0118305448324024,-1.05606997672337,-1.3963365990594,-1.21083283728773,-0.00393500124857371,1.82574335479202e-05,-0.0782168157490441,-0.0520951101026926,0.0175170715829443,0.060750216512556,-0.026072715791757,-9.16016651385371e-07,-0.325363361323948,-0.216703274982916,0.0728668539648219,0.252706460323072,-0.108456300190841,-3.81041153196132e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
44,0.440000000000,-0.0126290636846989,-1.05660181795381,-1.39615776651857,-1.2102126357019,-0.00420117873088246,1.82480818943385e-05,-0.0814951610085766,-0.0542786016654014,0.0182512744271139,0.063296474403679,-0.0271655161493334,-9.54410170962506e-07,-0.330287150527371,-0.219982689239535,0.0739695627252043,0.256530718026554,-0.110097591200836,-3.86807525625198e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
45,0.450000000000,-0.0134606103275992,-1.05715565683747,-1.3959715372285,-1.20956678176228,-0.00447836566415636,1.82383434440577e-05,-0.0848221889799783,-0.0564945176014452,0.0189963800233388,0.0658805436689693,-0.0282745443538041,-9.93373825929067e-07,-0.335100005846828,-0.223188217684722,0.0750474272526964,0.260268814494693,-0.111701903619967,-3.92443980613952e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
46,0.460000000000,-0.0143256660517425,-1.05773181393058,-1.3957778034016,-1.20889490165524,-0.00476672248133985,1.82282125605628e-05,-0.0881967933888813,-0.0587421210937541,0.0197521406155948,0.0685015650762181,-0.0293994316407685,-1.03289466042982e-06,-0.339802540176706,-0.226320268527378,0.0761005848082536,0.263921225756415,-0.11326944174984,-3.97951235938306e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
47,0.470000000000,-0.0152247011156694,-1.05833060244163,-1.39557645972097,-1.20819663013571,-0.00506640593794843,1.82176837365389e-05,-0.0916178740898617,-0.0610206794073473,0.0205183098204673,0.0711586841535059,-0.0305398112888421,-1.07295979038711e-06,-0.344395366411391,-0.229379249976407,0.0771291726528309,0.267488427840643,-0.114800409892063,-4.03330009374174e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
48,0.480000000000,-0.0161581748071107,-1.05895232827216,-1.39536740332667,-1.20747161047951,-0.00537756913249882,1.82067515931525e-05,-0.0950843370664397,-0.0633294638893331,0.0212946426271513,0.0738510511892024,-0.0316953186196563,-1.1135564035009e-06,-0.34887909744527,-0.232365570240712,0.0781333280473835,0.270970896776302,-0.116295012348241,-4.08581018697469e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
49,0.490000000000,-0.0171265355042774,-1.05959729005762,-1.39515053380203,-1.20671949443577,-0.00570036152693918,1.81954108793347e-05,-0.0985950944310791,-0.0656677499689088,0.0220808953974514,0.0765778212319665,-0.0328655909978588,-1.15467175924872e-06,-0.35325434617273,-0.235279637529196,0.0791131882528666,0.274369108592317,-0.117753453419984,-4.13704981684104e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
50,0.500000000000,-0.0181302207371496,-1.06026577920812,-1.39492575315988,-1.20593994217934,-0.00603492896707917,1.81836564710626e-05,-0.102149064425188,-0.0680348171573606,0.0228768258657816,0.0793381540907464,-0.0340502678311132,-1.1962931888857e-06,-0.357521725488156,-0.238121860050762,0.0800688905302355,0.277683539317612,-0.119175937408896,-4.18702616109993e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
51,0.510000000000,-0.0191696572487662,-1.06095807994932,-1.39469296582885,-1.2051326222632,-0.00638141370302021,1.81714833706419e-05,-0.105745171419117,-0.070429949048064,0.0236821931391656,0.0821312143347794,-0.0352489905700993,-1.23840809544455e-06,-0.361681848285937,-0.240892646014313,0.0810005721404454,0.280914664981112,-0.120562668616586,-4.23574639751049e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
52,0.520000000000,-0.0202452610565146,-1.06167446936322,-1.39445207863963,-1.2042972115708,-0.00673995440958558,1.81588867059892e-05,-0.109382345912162,-0.0728524333164832,0.0244967576972365,0.0849561712935924,-0.0364614027085129,-1.28100395373561e-06,-0.365735327460457,-0.243592403628751,0.0819083703444513,0.284062961611741,-0.12191385134466,-4.28321770383185e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
53,0.530000000000,-0.0213574375134197,-1.06241521742898,-1.39420300081127,-1.20343339526851,-0.0071106862067506,1.81458617299141e-05,-0.113059524532563,-0.0753015617201717,0.0253202813922371,0.0878121990570011,-0.0376871497830658,-1.32406831034676e-06,-0.369682775906104,-0.24622154110298,0.0827924224032086,0.287128905238424,-0.123229689894726,-4.32944725782315e-06,SYMBOLIC_LOCK_REQUIRED_BUT_UNCONFIRMED,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
