sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,gripper_state,jaw_travel_m,authority_class,released_for_mission_gate
31,0.310000000000,-1.570796,-2.094395,-2.08455745451948,-1.03736044512531,-0.523599,0,0,0,0.0899024067338728,0.0899024925843926,0,0,0,0,0.51317358922321,0.513174079268148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
32,0.320000000000,-1.570796,-2.094395,-2.08363260107698,-1.03643559079964,-0.523599,0,0,0,0.0950851980047803,0.0950852888045037,0,0,0,0,0.523323384541235,0.523323884278519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
33,0.330000000000,-1.570796,-2.094395,-2.08265541834712,-1.03545840713664,-0.523599,0,0,0,0.1003676539877,0.1003677498318,0,0,0,0,0.53310704876,0.53310755784,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
34,0.340000000000,-1.570796,-2.094395,-2.08162492793762,-1.0344279157431,-0.523599,0,0,0,0.105746128885669,0.105746229865837,0,0,0,0,0.542527684685432,0.542528202761482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
35,0.350000000000,-1.570796,-2.094395,-2.08054018775904,-1.03334317452866,-0.523599,0,0,0,0.111217007929784,0.111217114134259,0,0,0,0,0.551588395123457,0.551588921851852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
36,0.360000000000,-1.570796,-2.094395,-2.07940029171446,-1.03220327739556,-0.523599,0,0,0,0.1167767073792,0.1167768188928,0,0,0,0,0.56029228288,0.56029281792,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
37,0.370000000000,-1.570796,-2.094395,-2.07820436938926,-1.03100735392834,-0.523599,0,0,0,0.122421674521132,0.122421791425281,0,0,0,0,0.568642450760988,0.568642993774815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
38,0.380000000000,-1.570796,-2.094395,-2.07695158574079,-1.02975456908355,-0.523599,0,0,0,0.128148387670854,0.128148510043615,0,0,0,0,0.576642001572346,0.576642552225185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
39,0.390000000000,-1.570796,-2.094395,-2.07564114078812,-1.02844412287949,-0.523599,0,0,0,0.1339533561717,0.1339534840878,0,0,0,0,0.58429403812,0.58429459608,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
40,0.400000000000,-1.570796,-2.094395,-2.07427226930173,-1.02707525008593,-0.523599,0,0,0,0.139833120395062,0.139833253925926,0,0,0,0,0.591601663209877,0.591602228148148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
41,0.410000000000,-1.570796,-2.094395,-2.07284424049326,-1.02564721991379,-0.523599,0,0,0,0.145784251740391,0.14578439095417,0,0,0,0,0.598567979647901,0.598568551238519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
42,0.420000000000,-1.570796,-2.094395,-2.0713563577052,-1.02415933570491,-0.523599,0,0,0,0.1518033526352,0.1518034975968,0,0,0,0,0.60519609024,0.60519666816,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
43,0.430000000000,-1.570796,-2.094395,-2.06980795810065,-1.02261093462174,-0.523599,0,0,0,0.157887056535058,0.15788720730617,0,0,0,0,0.611489097792099,0.611489681721481,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
44,0.440000000000,-1.570796,-2.094395,-2.06819841235299,-1.02100138733708,-0.523599,0,0,0,0.164032027923595,0.164032184562726,0,0,0,0,0.617450105110124,0.617450694731852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
45,0.450000000000,-1.570796,-2.094395,-2.06652712433563,-1.01933009772375,-0.523599,0,0,0,0.1702349623125,0.170235124875,0,0,0,0,0.623082215,0.62308281,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
46,0.460000000000,-1.570796,-2.094395,-2.06479353081172,-1.01759650254438,-0.523599,0,0,0,0.176492586241521,0.176492754779615,0,0,0,0,0.628388530267654,0.628389130334815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
47,0.470000000000,-1.570796,-2.094395,-2.06299710112388,-1.01580007114108,-0.523599,0,0,0,0.182801657278465,0.182801831841282,0,0,0,0,0.633372153719012,0.633372758545185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
48,0.480000000000,-1.570796,-2.094395,-2.06113733688392,-1.01394030512517,-0.523599,0,0,0,0.1891589640192,0.1891591446528,0,0,0,0,0.63803618816,0.63803679744,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
49,0.490000000000,-1.570796,-2.094395,-2.05921377166252,-1.0120167380669,-0.523599,0,0,0,0.195561326087651,0.195561512835059,0,0,0,0,0.642383736396543,0.642384349828148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
50,0.500000000000,-1.570796,-2.094395,-2.05722597067901,-1.01002893518519,-0.523599,0,0,0,0.202005594135802,0.202005787037037,0,0,0,0,0.646417901234568,0.646418518518519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
51,0.510000000000,-1.570796,-2.094395,-2.05517353049105,-1.00797649303729,-0.523599,0,0,0,0.2084886498437,0.2084888489358,0,0,0,0,0.65014178548,0.65014240632,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
52,0.520000000000,-1.570796,-2.094395,-2.05305607868436,-1.00585903920858,-0.523599,0,0,0,0.215007405919447,0.215007611236504,0,0,0,0,0.653558491938765,0.653559116041482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
53,0.530000000000,-1.570796,-2.094395,-2.05087327356243,-1.00367623200222,-0.523599,0,0,0,0.221558806099206,0.221559017672393,0,0,0,0,0.65667112341679,0.656671750491852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
54,0.540000000000,-1.570796,-2.094395,-2.04862480383626,-1.00142776012892,-0.523599,0,0,0,0.2281398251472,0.2281400430048,0,0,0,0,0.65948278272,0.65948341248,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
55,0.550000000000,-1.570796,-2.094395,-2.04631038831407,-0.99911334239662,-0.523599,0,0,0,0.23474746885571,0.234747693023148,0,0,0,0,0.661996572654321,0.661997204814815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
56,0.560000000000,-1.570796,-2.094395,-2.04392977559099,-0.996732727400228,-0.523599,0,0,0,0.241378774045077,0.241379004544948,0,0,0,0,0.664215596025679,0.664216230305185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
57,0.570000000000,-1.570796,-2.094395,-2.04148274373885,-0.994285693211339,-0.523599,0,0,0,0.2480308085637,0.2480310454158,0,0,0,0,0.66614295564,0.66614359176,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
58,0.580000000000,-1.570796,-2.094395,-2.03896909999581,-0.991772047067951,-0.523599,0,0,0,0.25470067128804,0.254700914509393,0,0,0,0,0.66778175430321,0.667782391988148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
59,0.590000000000,-1.570796,-2.094395,-2.03638868045617,-0.989191625064184,-0.523599,0,0,0,0.261385492122614,0.261385741727504,0,0,0,0,0.669135094821234,0.669135733798518,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
60,0.600000000000,-1.570796,-2.094395,-2.03374134976,-0.98654429184,-0.523599,0,0,0,0.268082432,0.268082688,0,0,0,0,0.67020608,0.67020672,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
61,0.610000000000,-1.570796,-2.094395,-2.03102700078294,-0.983829940270923,-0.523599,0,0,0,0.274788682880836,0.274788945284837,0,0,0,0,0.670997812645432,0.670998453401482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
62,0.620000000000,-1.570796,-2.094395,-2.02824555432586,-0.981048491157756,-0.523599,0,0,0,0.281501467753817,0.281501736568059,0,0,0,0,0.671513395563457,0.671514036811852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
63,0.630000000000,-1.570796,-2.094395,-2.02539695880461,-0.978199892916301,-0.523599,0,0,0,0.2882180406357,0.2882183158638,0,0,0,0,0.67175593156,0.67175657304,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
64,0.640000000000,-1.570796,-2.094395,-2.02248118993974,-0.975284121267079,-0.523599,0,0,0,0.294935686571299,0.294935968214282,0,0,0,0,0.671728523440987,0.671729164894815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
65,0.650000000000,-1.570796,-2.094395,-2.01949825044621,-0.972301178925046,-0.523599,0,0,0,0.301651721633488,0.301652009689815,0,0,0,0,0.671434274012346,0.671434915185185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
66,0.660000000000,-1.570796,-2.094395,-2.0164481697231,-0.969251095289319,-0.523599,0,0,0,0.3083634929232,0.3083637873888,0,0,0,0,0.67087628608,0.67087692672,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
67,0.670000000000,-1.570796,-2.094395,-2.01333100354334,-0.966133926132885,-0.523599,0,0,0,0.315068378569428,0.315068679437726,0,0,0,0,0.670057662449877,0.670058302308148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
68,0.680000000000,-1.570796,-2.094395,-2.01014683374344,-0.96294975329233,-0.523599,0,0,0,0.321763787729225,0.32176409499117,0,0,0,0,0.668981505927901,0.668982144758519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
69,0.690000000000,-1.570796,-2.094395,-2.00689576791321,-0.959698684357552,-0.523599,0,0,0,0.3284471605877,0.3284474742318,0,0,0,0,0.66765091932,0.66765155688,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
70,0.700000000000,-1.570796,-2.094395,-2.00357793908543,-0.956380852361482,-0.523599,0,0,0,0.335115968358025,0.33511628837037,0,0,0,0,0.666069005432099,0.666069641481482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
71,0.710000000000,-1.570796,-2.094395,-2.00019350542565,-0.952996415469803,-0.523599,0,0,0,0.341767713281428,0.341768039645726,0,0,0,0,0.664238867070123,0.664239501371852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
72,0.720000000000,-1.570796,-2.094395,-1.99674264992184,-0.949545556670669,-0.523599,0,0,0,0.3483999286272,0.3484002613248,0,0,0,0,0.66216360704,0.66216423936,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
73,0.730000000000,-1.570796,-2.094395,-1.99322558007416,-0.946028483464425,-0.523599,0,0,0,0.355010178692688,0.355010517702615,0,0,0,0,0.659846328147654,0.659846958254815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
74,0.740000000000,-1.570796,-2.094395,-1.98964252758462,-0.942445427553325,-0.523599,0,0,0,0.361596058803299,0.361596404102281,0,0,0,0,0.657290133199012,0.657290760865185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
75,0.750000000000,-1.570796,-2.094395,-1.98599374804688,-0.93879664453125,-0.523599,0,0,0,0.3681551953125,0.368155546875,0,0,0,0,0.654498125,0.65449875,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
76,0.760000000000,-1.570796,-2.094395,-1.98227952063588,-0.935082413573431,-0.523599,0,0,0,0.374685245601817,0.374685603400059,0,0,0,0,0.651473406356543,0.651474028468148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
77,0.770000000000,-1.570796,-2.094395,-1.97850014779765,-0.931303037126164,-0.523599,0,0,0,0.381183898080836,0.381184262084837,0,0,0,0,0.648219080074568,0.648219699078519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
78,0.780000000000,-1.570796,-2.094395,-1.97465595493896,-0.927458840596531,-0.523599,0,0,0,0.3876488721872,0.3876492423648,0,0,0,0,0.64473824896,0.64473886464,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
79,0.790000000000,-1.570796,-2.094395,-1.97074729011705,-0.92355017204212,-0.523599,0,0,0,0.394077918386614,0.394078294703504,0,0,0,0,0.641034015818765,0.641034627961482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
80,0.800000000000,-1.570796,-2.094395,-1.96677452372938,-0.919577401860741,-0.523599,0,0,0,0.400468818172839,0.400469200592593,0,0,0,0,0.63710948345679,0.637110091851852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
81,0.810000000000,-1.570796,-2.094395,-1.96273804820334,-0.915540922480148,-0.523599,0,0,0,0.4068193840677,0.4068197725518,0,0,0,0,0.63296775468,0.63296835912,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
82,0.820000000000,-1.570796,-2.094395,-1.95863827768595,-0.911441148047759,-0.523599,0,0,0,0.413127459621077,0.413127854128948,0,0,0,0,0.628611932294321,0.628612532574815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
83,0.830000000000,-1.570796,-2.094395,-1.95447564773358,-0.907278514120371,-0.523599,0,0,0,0.41939091941091,0.419391319899948,0,0,0,0,0.624045119105679,0.624045715025185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
84,0.840000000000,-1.570796,-2.094395,-1.9502506150017,-0.903053477353882,-0.523599,0,0,0,0.4256076690432,0.4256080754688,0,0,0,0,0.61927041792,0.61927100928,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
85,0.850000000000,-1.570796,-2.094395,-1.94596365693458,-0.898766515193009,-0.523599,0,0,0,0.431775645152006,0.431776057467593,0,0,0,0,0.61429093154321,0.614291518148148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
86,0.860000000000,-1.570796,-2.094395,-1.94161527145498,-0.89441812556101,-0.523599,0,0,0,0.437892815399447,0.437893233556504,0,0,0,0,0.609109762781234,0.609110344438519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
87,0.870000000000,-1.570796,-2.094395,-1.93720597665394,-0.890008826549399,-0.523599,0,0,0,0.4439571784757,0.4439576024238,0,0,0,0,0.60373001444,0.60373059096,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
88,0.880000000000,-1.570796,-2.094395,-1.93273631048042,-0.885539156107666,-0.523599,0,0,0,0.449966764099002,0.449967193785837,0,0,0,0,0.598154789325432,0.598155360521482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
89,0.890000000000,-1.570796,-2.094395,-1.92820683043109,-0.881009671732999,-0.523599,0,0,0,0.455919633015651,0.455920068387059,0,0,0,0,0.592387190243457,0.592387755931852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
90,0.900000000000,-1.570796,-2.094395,-1.92361811324,-0.87642095016,-0.523599,0,0,0,0.461813877,0.461814318,0,0,0,0,0.58643032,0.58643088,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
91,0.910000000000,-1.570796,-2.094395,-1.91897075456831,-0.871773587050406,-0.523599,0,0,0,0.467647618854465,0.467648065425282,0,0,0,0,0.580287281400987,0.580287835534815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
92,0.920000000000,-1.570796,-2.094395,-1.91426536869402,-0.867068196682805,-0.523599,0,0,0,0.473419012409521,0.473419464491615,0,0,0,0,0.573961177252346,0.573961725345185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
93,0.930000000000,-1.570796,-2.094395,-1.9095025882017,-0.862305411642361,-0.523599,0,0,0,0.4791262425237,0.4791267000558,0,0,0,0,0.56745511036,0.56745565224,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
94,0.940000000000,-1.570796,-2.094395,-1.90468306367218,-0.857485882510527,-0.523599,0,0,0,0.484767525083595,0.484767988002726,0,0,0,0,0.560772183529876,0.560772719028148,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
95,0.950000000000,-1.570796,-2.094395,-1.89980746337228,-0.852610277554769,-0.523599,0,0,0,0.490341107003858,0.49034157524537,0,0,0,0,0.553915499567901,0.553916028518519,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
96,0.960000000000,-1.570796,-2.094395,-1.89487647294454,-0.847679282418278,-0.523599,0,0,0,0.4958452662272,0.4958457397248,0,0,0,0,0.54688816128,0.54688868352,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
97,0.970000000000,-1.570796,-2.094395,-1.88989079509693,-0.8426935998097,-0.523599,0,0,0,0.501278311724391,0.50127879041017,0,0,0,0,0.539693271472099,0.539693786841482,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
98,0.980000000000,-1.570796,-2.094395,-1.88485114929259,-0.837653949192845,-0.523599,0,0,0,0.506638583494262,0.506639067298726,0,0,0,0,0.532333932950124,0.532334441291852,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
99,0.990000000000,-1.570796,-2.094395,-1.8797582714395,-0.832561066476412,-0.523599,0,0,0,0.5119244525637,0.5119249414158,0,0,0,0,0.52481324852,0.52481374968,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
100,1.000000000000,-1.570796,-2.094395,-1.87461291358025,-0.827415703703704,-0.523599,0,0,0,0.517134320987654,0.517134814814815,0,0,0,0,0.517134320987654,0.517134814814815,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
101,1.010000000000,-1.570796,-2.094395,-1.86941584358173,-0.822218628742351,-0.523599,0,0,0,0.522266621849132,0.522267120577282,0,0,0,0,0.509300253159012,0.509300739505185,0,0,UNBOUND,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
