sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,gripper_state,jaw_travel_m,authority_class,released_for_mission_gate
10,0.100000000000,-1.57062931826412,-1.0471981063505,-2.09432120709721,-0.523672898898184,3.89779570485757e-10,1.95205141096423e-09,0.00494401471817908,-3.15450532727923e-06,0.00218880128383971,-0.00219194525637652,1.1561410272107e-08,5.79005903420676e-08,0.0966330149462274,-6.16562404877303e-05,0.0427811160023215,-0.0428425663746319,2.25973018954819e-07,1.13169335668587e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
11,0.110000000000,-1.57057489711098,-1.04719814107366,-2.09429711390642,-0.523697026696193,5.17041586237237e-10,2.58939111837947e-09,0.00595509662813869,-3.79962138236612e-06,0.00263642482639295,-0.00264021176096337,1.39257909315671e-08,6.97416229457101e-08,0.105561456071375,-6.7352990335585e-05,0.0467338921390011,-0.0468010202398973,2.46851874868947e-07,1.23625655915361e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
12,0.120000000000,-1.57050992090523,-1.04719818253142,-2.09426834781031,-0.523725834111643,6.68986233544001e-10,3.35034368137294e-09,0.00705480664161084,-4.50128618186694e-06,0.00312328557146488,-0.0031277718279989,1.64974253968421e-08,8.26206013902914e-08,0.114358737797801,-7.2966054546245e-05,0.0506286017292252,-0.0507013241524936,2.67424018989906e-07,1.33928372116682e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
13,0.130000000000,-1.57043350991359,-1.04719823128509,-2.09423451933565,-0.523759711177189,8.47670738761752e-10,4.24521187596064e-09,0.00824183622908026,-5.25866482468164e-06,0.00364880421028594,-0.00365404531660018,1.92732537161636e-08,9.6522201160062e-08,0.123025473019892,-7.84958241740896e-05,0.0544655161119958,-0.0545437498411714,2.87690884550374e-07,1.44078202048464e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
14,0.140000000000,-1.57034479745742,-1.04719828788766,-2.09419524478875,-0.523799042137666,1.05512180039014e-09,5.284145591889e-09,0.00951488298997552,-6.07092632025395e-06,0.00421240414747662,-0.00421845480317177,2.22502302700902e-08,1.11431169516863e-07,0.131562274632034,-8.39426902734982e-05,0.058244906626315,-0.0583285690346817,3.07653904783029e-07,1.5407586348662e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
15,0.150000000000,-1.57024292985146,-1.04719835288381,-2.09415014622828,-0.523844205477256,1.29333573239604e-09,6.47714255041083e-09,0.0108726506526691,-6.93724358857141e-06,0.00481351150104741,-0.00482042558140575,2.5425323771507e-08,1.27332325500129e-07,0.139969755528613,-8.93070438988504e-05,0.0619670446111851,-0.0620560534617752,3.27314512920551e-07,1.63922074207062e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
16,0.160000000000,-1.57012706634252,-1.04719842680997,-2.0940988514382,-0.523895573946668,1.56427860753681e-09,7.83404902206125e-09,0.0123138490744772,-7.85679346016536e-06,0.00545155510239883,-0.00545938566228172,2.87955172656263e-08,1.44210559926883e-07,0.148248528604017,-9.45892761045254e-05,0.0656322014056081,-0.0657264748512027,3.46674142195616e-07,1.73617551985705e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
17,0.170000000000,-1.56999637904817,-1.04719851019439,-2.09404099390056,-0.523953514590303,1.86988640068356e-09,9.36456054443354e-09,0.0138371942416601,-8.82875667611093e-06,0.00612596649632142,-0.00613476577406676,3.23578081299868e-08,1.6205083539174e-07,0.156399206752632,-9.97897779449028e-05,0.0692406483485861,-0.069340104931715,3.65734225840905e-07,1.83163014598462e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
18,0.180000000000,-1.5698500528955,-1.0471986035571,-2.09397621276841,-0.524018388773435,2.21206513214442e-09,1.10782226399551e-08,0.0154414082694218,-9.85231788802703e-06,0.00683617994099575,-0.00684599936231547,3.61092080744541e-08,1.80838186266909e-07,0.164422402868843,-0.000104908940474362,0.0727926567791214,-0.0728972154320629,3.84496197089094e-07,1.92559179821246e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
19,0.190000000000,-1.56968728555978,-1.04719870741003,-2.09390415283863,-0.524090552209379,2.59269101098782e-09,1.29844315336635e-08,0.0171252194019103,-1.09266656580764e-05,0.00758163240799238,-0.00759252258986997,4.00467431412206e-08,2.00557718702188e-07,0.172318729847039,-0.000109947154747282,0.0762884980362159,-0.0763980780809971,4.02961489172863e-07,2.0180676542997e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
20,0.200000000000,-1.56950728740321,-1.04719882225701,-2.09382446452486,-0.524170354986662,3.01361057836575e-09,1.50924348709819e-08,0.0188873620122172,-1.20509924589655e-05,0.00836176358227194,-0.00837377433685987,4.41674537048055e-08,2.21194610624965e-07,0.180088800581606,-0.000114904811818043,0.079728443458872,-0.0798429646072686,4.2113153532489e-07,2.10906489200548e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
21,0.210000000000,-1.56930928141362,-1.0471989485938,-2.09373680383027,-0.524258141596203,3.476640850837e-09,1.74113324354957e-08,0.0207265766023782,-1.32244946739446e-05,0.00917601586218503,-0.0091891962007023,4.84683944720548e-08,2.42734111740223e-07,0.187733227966929,-0.000119782302741024,0.0831127643860915,-0.0832321467396279,4.39007768777853e-07,2.19859068908893e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
22,0.220000000000,-1.56909250314314,-1.04719908690815,-2.09364083232052,-0.524354250958479,3.98356946369049e-09,1.99500768667279e-08,0.0226416098033729,-1.44463725968079e-05,0.0100238343594723,-0.0100382324961019,5.29466344821413e-08,2.65161543530533e-07,0.195252624897396,-0.000124580018570604,0.0864417321568769,-0.086565896206826,4.5659162276443e-07,2.28665222330918e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
23,0.230000000000,-1.56885620064699,-1.04719923767985,-2.09353621709658,-0.524459016450702,4.53615481426847e-09,2.27174743779152e-08,0.0246312143751246,-1.57158304318933e-05,0.0109046668992645,-0.0109203302550508,5.75992571065644e-08,2.8846229925606e-07,0.202647604267393,-0.000129298350361163,0.08971561811023,-0.0898444847376137,4.738845305173e-07,2.37325667242538e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
24,0.240000000000,-1.56859963442212,-1.04719940138072,-2.09342263076757,-0.524572765933988,5.13612620528984e-09,2.57221854737837e-08,0.0266941492065005,-1.70320762940824e-05,0.0118179640200822,-0.0118349392268286,6.24233600491506e-08,3.12621843954557e-07,0.209918778971307,-0.00013393768916708,0.0929346935851531,-0.0930681840607416,4.90887925269142e-07,2.45841121419664e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
25,0.250000000000,-1.56832207734595,-1.04719957847471,-2.0932997514237,-0.524695821780535,5.78518398817339e-09,2.89727256683254e-08,0.0288291793153117,-1.83943222088007e-05,0.0127631789738361,-0.0127815118780026,6.74160553460528e-08,3.37625714441373e-07,0.217066761903523,-0.000138498426042735,0.0960992299206483,-0.0962372659049607,5.07603240252633e-07,2.5421230263821e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
26,0.260000000000,-1.56802281461508,-1.04719976941789,-2.09316726260907,-0.52482850090079,6.48499970636107e-09,3.24774662025734e-08,0.0310350758483133,-1.98017841120175e-05,0.013739767725827,-0.0137595033924273,7.2574469365751e-08,3.63459519309444e-07,0.22409216595843,-0.000142980952042506,0.0992094984557177,-0.0993520019990217,5.24031908700452e-07,2.62439928674091e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
27,0.270000000000,-1.567701143684,-1.04719997465851,-2.09302485329456,-0.524971114770629,7.23721623864127e-09,3.62446347623783e-08,0.0333106160812039,-2.12536818502458e-05,0.0147471889547457,-0.014768371671245,7.78957428090518e-08,3.90108938929299e-07,0.230995604030413,-0.000147385658220775,0.102265770529363,-0.102412664071675,5.40175363845277e-07,2.70524717303218e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
28,0.280000000000,-1.56735637420379,-1.04720019463705,-2.09287221785071,-0.525123969458523,8.04344794247208e-09,4.02823161961838e-08,0.0356545834186264,-2.27492391805426e-05,0.0157849040526729,-0.0158075773328853,8.33770307090888e-08,4.1755972544906e-07,0.237777689013859,-0.000151712935631919,0.105268317480588,-0.105419523851673,5.56035038919787e-07,2.78467386301506e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
29,0.290000000000,-1.56698782796085,-1.04720042978625,-2.09270905602056,-0.525287365652713,8.90528079730455e-09,4.45984532328029e-08,0.0380657673941672,-2.42876837705084e-05,0.0168523771250794,-0.0168765837130654,8.90155024313221e-08,4.45797702794436e-07,0.244439033803154,-0.000155963175330318,0.108217410648393,-0.108372853067764,5.71612367156659e-07,2.86268653444867e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
30,0.300000000000,-1.56659483881559,-1.04720068053113,-2.09253507289253,-0.525461598688387,9.82427254790598e-09,4.92008471991936e-08,0.0405429636703569,-2.58682471982877e-05,0.017949074990826,-0.0179748568647901,9.48083416735388e-08,4.74808766668732e-07,0.250980251292686,-0.000160136768370352,0.11111332137178,-0.1112729234487,5.86908781788573e-07,2.93929236509215e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
31,0.310000000000,-1.56617675264115,-1.04720094728904,-2.09234997887329,-0.525646958574847,1.08019528476832e-08,5.4097158738235e-08,0.0430849740386697,-2.74901649525688e-05,0.0190744671821636,-0.0191018655583514,1.00752746465853e-07,5.04578884552843e-07,0.25740195437684,-0.000164234105806401,0.113956320989753,-0.114120006723233,6.01925716048207e-07,3.01449853270464e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
32,0.320000000000,-1.56573292726212,-1.04720123046974,-2.09215348966062,-0.525843730022684,1.18398234020057e-08,5.92949085265029e-08,0.0456906064195238,-2.91526764325837e-05,0.020228025944733,-0.0202570812813292,1.06845929170704e-07,5.35094095705252e-07,0.263704755950003,-0.000168255578692842,0.116746680841312,-0.116914374620112,6.16664603168239e-07,3.08831221504527e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
33,0.330000000000,-1.56526273239323,-1.04720153047536,-2.09194532621627,-0.526052192470952,1.29393581115291e-08,6.4801477992046e-08,0.0483586748622811,-3.08550249481082e-05,0.0214092262375652,-0.0214399782385907,1.13085116482861e-07,5.66340511162039e-07,0.269889268906561,-0.000172201578084057,0.119484672265461,-0.119656298868088,6.31126876381348e-07,3.16074058987316e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
34,0.340000000000,-1.56476554957809,-1.04720184770052,-2.09172521473883,-0.526272620114342,1.41020032155184e-08,7.06241100321619e-08,0.0510879995452476,-3.2596457719462e-05,0.0226175457330809,-0.0226500333522905,1.19467549429417e-07,5.9830431373687e-07,0.275956106140902,-0.000176072495034424,0.1221705666012,-0.122346051195913,6.45313968920211e-07,3.23179083494746e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
35,0.350000000000,-1.56424077212785,-1.0472021825323,-2.09149288663661,-0.526505281930349,1.53291774351711e-08,7.67699097311725e-08,0.053877406775673,-3.43762258775085e-05,0.0238524648170911,-0.0238867262618709,1.25990483369793e-07,6.30971758021006e-07,0.281905880547411,-0.000179868720598323,0.124804635187534,-0.124983903332337,6.59227314017507e-07,3.3014701280273e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
36,0.360000000000,-1.56368780505998,-1.04720253535033,-2.09124807850049,-0.526750441706453,1.66222721169404e-08,8.32458450782006e-08,0.056725728989751,-3.61935844636548e-05,0.0251134665887969,-0.0251495393240617,1.32651187995738e-07,6.64329170383298e-07,0.287739205020476,-0.000183590645830133,0.127387149363462,-0.12757012700611,6.72868344905915e-07,3.3697856468718e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
37,0.370000000000,-1.56310606503691,-1.04720290652682,-2.0909905320768,-0.527008358067284,1.79826513758588e-08,9.00587476849452e-08,0.059631804752619,-3.80477924298521e-05,0.026400036860789,-0.0264379576128801,1.39446947331324e-07,6.98362948970188e-07,0.293456692454483,-0.000187238661784234,0.129918380467989,-0.130104993945984,6.86238494818113e-07,3.43674456924011e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
38,0.380000000000,-1.5624949803048,-1.04720329642656,-2.09071999424016,-0.527279284501801,1.94116522388612e-08,9.72153135034578e-08,0.0625944787583584,-3.99381126385951e-05,0.0277116641590487,-0.0277514689196309,1.46375059732955e-07,7.33059563705711e-07,0.299058955743818,-0.000190813159515005,0.132398599840115,-0.13258877588071,6.99339196986779e-07,3.50235407289136e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
39,0.390000000000,-1.5618539906322,-1.047203705407,-2.09043621696637,-0.527563469390463,2.0910584788108e-08,1.04722103543918e-07,0.0656126018299944,-4.18638118629224e-05,0.0290478397229467,-0.0290895637529063,1.53432837889357e-07,7.68405556291489e-07,0.304546607782868,-0.000194314530076825,0.134828078818843,-0.135021744539037,7.12171884644592e-07,3.56662133558468e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
40,0.400000000000,-1.56118254724882,-1.04720413381829,-2.09013895730527,-0.527861156032399,2.24807323043086e-08,1.12585544592411e-07,0.0686850309194961,-4.38241607864163e-05,0.0304080575052442,-0.0304517353385861,1.60617608821586e-07,8.04387540206741e-07,0.309920261466019,-0.000197743164524074,0.137207088743175,-0.137404171649718,7.24737991024229e-07,3.6295535350792e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
41,0.410000000000,-1.56048011278416,-1.0472045820033,-2.08982797735362,-0.528172582672585,2.41233514100446e-08,1.20811929928699e-07,0.0718106291077764,-4.58184340032032e-05,0.0317918141720922,-0.0318374796198377,1.67926713883023e-07,8.40992200708275e-07,0.315180529687658,-0.000201099453911131,0.139535900952113,-0.139736328941502,7.3703894935837e-07,3.69115784913406e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
42,0.420000000000,-1.55974616120631,-1.04720505029765,-2.08950304422792,-0.528497982529014,2.5839672213093e-08,1.29407420044003e-07,0.0749882656046922,-4.78459100179529e-05,0.0331986091030318,-0.0332462952571157,1.75357508759377e-07,8.78206294830487e-07,0.320328025342172,-0.000204383789292376,0.14181478678466,-0.142018488143141,7.49076192879693e-07,3.75144145550838e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
43,0.430000000000,-1.55898017776059,-1.04720553902978,-2.08916393003734,-0.528837583819871,2.76308984497495e-08,1.38378043358775e-07,0.0782168157490441,-4.99058712458793e-05,0.0346279443909941,-0.0346776836281625,1.82907363468683e-07,9.16016651385371e-07,0.325363361323948,-0.000207596561722188,0.144044017579817,-0.144250920983386,7.60851154820876e-07,3.81041153196132e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
44,0.440000000000,-1.5581816589083,-1.04720604852098,-2.08881041185652,-0.529191609790705,2.94982076281519e-08,1.47729696940476e-07,0.0814951610085766,-5.19976040127399e-05,0.0360793248423002,-0.0361311488280079,1.90573662361303e-07,9.54410170962506e-07,0.330287150527371,-0.000210738162254947,0.146223864676586,-0.146433899190986,7.72365268414597e-07,3.86807525625198e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
45,0.450000000000,-1.5573501122654,-1.0472065790854,-2.08844227169851,-0.5295602787416,3.14427511716031e-08,1.57468147221348e-07,0.0848221889799783,-5.4120398554836e-05,0.0375522579766612,-0.0376061976689693,1.98353804119926e-07,9.93373825929067e-07,0.335100005846828,-0.000213808981945031,0.14835459941397,-0.148567694494693,7.83619966893535e-07,3.92443980613952e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
46,0.460000000000,-1.55648505654125,-1.04720713103013,-2.08805929648757,-0.529943804054351,3.34656545618946e-08,1.67599030716196e-07,0.0881967933888813,-5.62735490190128e-05,0.0390462540271783,-0.0391023396806513,2.06245201759567e-07,1.03289466042982e-06,0.339802540176706,-0.000216809411846821,0.150436493130971,-0.150652578623259,7.94616683490368e-07,3.97951235938306e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
47,0.470000000000,-1.55558602147733,-1.04720770465523,-2.08766127803206,-0.530342394219636,3.55680174826298e-08,1.78127854740158e-07,0.0916178740898617,-5.84563534626593e-05,0.0405608259403427,-0.0406190871099465,2.14245282627569e-07,1.07295979038711e-06,0.344395366411391,-0.000219739843014695,0.152469817166591,-0.152688823305432,8.05356851437774e-07,4.03330009374174e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
48,0.480000000000,-1.55465254778588,-1.04720830025372,-2.08724801299732,-0.530756252864187,3.77509139625469e-08,1.89059998126485e-07,0.0950843370664397,-6.06681138537083e-05,0.0420954893760355,-0.0421559549210345,2.223514884036e-07,1.1135564035009e-06,0.34887909744527,-0.000222600666503034,0.154454842859832,-0.154676700269965,8.15841903968433e-07,4.08581018697469e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
49,0.490000000000,-1.55368418708872,-1.04720891811171,-2.08681930287853,-0.531185578777966,4.00153925188427e-08,2.00400711944314e-07,0.0985950944310791,-6.29081360706362e-05,0.0436497627075281,-0.0437124607953828,2.30561275099657e-07,1.15467175924872e-06,0.35325434617273,-0.000225392273366216,0.156391841549696,-0.156616481245608,8.26073274315021e-07,4.13704981684104e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
50,0.500000000000,-1.55268050185585,-1.04720955850835,-2.08637495397353,-0.531630565941333,4.23624763004954e-08,2.12155120216447e-07,0.102149064425188,-6.51757299024633e-05,0.0452231670214815,-0.0452881251317462,2.38872113060062e-07,1.1962931888857e-06,0.357521725488156,-0.000228115054658622,0.158281084575185,-0.158508437961112,8.36052395710218e-07,4.18702616109993e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
51,0.510000000000,-1.55164106534423,-1.04721022171593,-2.08591477735579,-0.532091403552226,4.47931632315882e-08,2.24328220637126e-07,0.105745171419117,-6.7470209048754e-05,0.0468152261179472,-0.0468824710461671,2.47281486961466e-07,1.23840809544455e-06,0.361681848285937,-0.000230769401434629,0.160122843275302,-0.160352842145227,8.45780701386703e-07,4.23574639751049e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
52,0.520000000000,-1.55056546153648,-1.04721090799987,-2.08543858884716,-0.532568276053326,4.73084261546322e-08,2.36924885289804e-07,0.109382345912162,-6.97908911196159e-05,0.0484254665103663,-0.0484950243719753,2.55786895812843e-07,1.28100395373561e-06,0.365735327460457,-0.000233355704748619,0.161917388989049,-0.162149965526705,8.55259624577152e-07,4.28321770383185e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
53,0.530000000000,-1.54945328507958,-1.04721161761883,-2.08494620899081,-0.533061363159237,4.99092129738901e-08,2.49949861364929e-07,0.113059524532563,-7.21370976357009e-05,0.0500534174255703,-0.0501253136597882,2.64385852955498e-07,1.32406831034676e-06,0.369682775906104,-0.00023587435565497,0.163664993055427,-0.163900079834296,8.64490598514245e-07,4.32944725782315e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
54,0.540000000000,-1.54830414122356,-1.04721235082466,-2.08443746302407,-0.533570839883653,5.25964467986994e-08,2.63407771877716e-07,0.116775650037503,-7.45081540282044e-05,0.0516986108037803,-0.0517728701775108,2.73075886063059e-07,1.3675887836435e-06,0.373524806517264,-0.000238325745208061,0.165365926813439,-0.165603456796752,8.7347505643066e-07,4.37444223724352e-06,SYMBOLIC_PREGRASP_SEED_ONLY,,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
