path,bytes,sha256,role
04_validation/verify_fresh_process_determinism.py,5098,81EB9095493DEE3421008D3FB4C847A6934A1A15E6CDB1BC1F1A5716BDC825E7,VALIDATION_SOURCE
05_results/BUILDER_EVIDENCE_V1.json,2679,FA231271259A223D26703D486EDBA0572FCE23220BA74C963DCB7400E6576E20,MACHINE_EVIDENCE
05_results/CAD_INSPECT_REFS_SUMMARY_V1.json,4997,B2AC896C1176C3FFE6681EC88E8BD016840858776777C58F92808F56F30AF10D,MACHINE_EVIDENCE
05_results/FRAME_AND_UNIT_TRANSFORM_AUDIT_V1.json,2745,51ABCD0AAC4D47F38991BD96EE602E31F8B1FE15FA9816810AFB54289E3CD68A,MACHINE_EVIDENCE
05_results/FRESH_PROCESS_DETERMINISM_RECEIPT_V1.json,2502,C0A2F75183D68D7862A1346BBD225CC6138598BD03AAA05AB88FBB6FCF6B0667,MACHINE_EVIDENCE
05_results/F_LOAD_BRIDGE_GEOMETRY_RECEIPT_V1.json,4958,740DED088F55A045C0C7425E6DBB385C5FC1BF21E447730B8492C1D984550179,MACHINE_EVIDENCE
05_results/F_M3R_STAGE_A_GEOMETRY_RECEIPT_V1.json,5028,C0C3CF19D91B3B3D1D784906252E9F5BF75690C7667B2346A1C1755E9F6DCF16,MACHINE_EVIDENCE
05_results/F_M3R_STAGE_B_GEOMETRY_RECEIPT_V1.json,4974,C4CBBA48A7E65C5A8B9E8C08E6D57029D12DDC0420B5630AD0CE441613672A66,MACHINE_EVIDENCE
05_results/INDEPENDENT_STEP_REOPEN_VALIDATION_V1.json,27873,177FAF15E49FA497BD876E684E3DE94FE6DDBEF1F6DDE076906EA1120073BEFB,MACHINE_EVIDENCE
05_results/NEGATIVE_CONTROLS_V1.json,21230,A1EFBB0C48D3EADC8A2C0AEB9DEDBF5096C222B4EFEF95CFBECB47823360749E,MACHINE_EVIDENCE
05_results/PYTEST_RECEIPT_V1.json,855,9BB0A5A499EDD47FE24A9CB0E4867B070CFC577C93F1CF5344713F62A8C246BB,MACHINE_EVIDENCE
05_results/RUNTIME_SIDECAR_DERIVATION_RECEIPT_V1.json,4928,2E0E6BC0645A09FB620BD563E2697A63F1FBDB436B2EE94B58D518DA246F679F,MACHINE_EVIDENCE
05_results/SOURCE_PIN_RECHECK_V1.json,1374,7FD083706B91F0BD106A1F0B48E67A95C05DE46444A8F0B5DD0571E5E7C72494,MACHINE_EVIDENCE
05_results/THREE_STEP_BUILD_RECEIPT_V1.json,2361,F13C348A44F0436B708DE9AA23DBB4DBB74B4D009221E699347132F2D704AA73,MACHINE_EVIDENCE
06_tests/test_fixed_platform_candidate.py,15812,C094821E1EBCEC460D003D6DD0D04597D70B26EE80CA9D514F7CBD193BBCFDE7,VALIDATION_SOURCE
07_reviews/CAD_SNAPSHOT_REVIEW_V1.json,3471,306774E40367F414EF06D9D19ACFE8EC00E0185C3A13F2913FF9CCCA1217861C,CAD_REVIEW_EVIDENCE
07_reviews/CAD_VIEWER_STARTUP_RECEIPT_V1.json,1260,31637BE210724C93D3F1374EC32770D56B01C7950D83166577E3116811D1918A,CAD_REVIEW_EVIDENCE
07_reviews/load_bridge_front_20260827T183310Z.png,46288,4F721F055E7BEEE8BAB5A9C0105DE60EA672A9F590B410FF28B31C115AFC3CAF,CAD_REVIEW_EVIDENCE
07_reviews/load_bridge_iso_20260827T183234Z.png,193641,5847B38DEE66B8CFC2777E30490D4B3938EEE0EC100FD49C80BE4D3085241809,CAD_REVIEW_EVIDENCE
07_reviews/load_bridge_top_20260827T183310Z.png,50216,24029589BD9FEF642A663DE458599438C6E67685CAD7BA97DC331BB4D959FBB9,CAD_REVIEW_EVIDENCE
07_reviews/m3r_stage_a_front_20260827T183319Z.png,49423,6E6F9372515EABEB3FE01AD63CB0C79570594FBF018139B82EBF1C683F775C05,CAD_REVIEW_EVIDENCE
07_reviews/m3r_stage_a_iso_20260827T183319Z.png,235944,337205928F24845F1AC6DB5EB62CE5DA8AEE0EE540A38F8C177C9BD96A7BAC0C,CAD_REVIEW_EVIDENCE
07_reviews/m3r_stage_a_top_20260827T183330Z.png,61816,CD555660D2A59436C4B1080CCC4453306E3D4F2B60258B0457CFBEB6AB0835E4,CAD_REVIEW_EVIDENCE
07_reviews/m3r_stage_b_front_20260827T183338Z.png,48671,C1EE36F19335DC9035712585485A1A3EB78428BBA8DC450DE9FECB4A2B7C87A2,CAD_REVIEW_EVIDENCE
07_reviews/m3r_stage_b_iso_20260827T183330Z.png,282615,834B8769B2AFBB0AA65AA7E4520E4D3261F2EBD3085148FF94EB9459BEAD36A7,CAD_REVIEW_EVIDENCE
07_reviews/m3r_stage_b_top_20260827T183338Z.png,54156,69A34ADEF494CD94CFD53F7784BB185E8B9AA9864B7FF7BEDA2C3315FECCCABC,CAD_REVIEW_EVIDENCE
README.md,1545,37DEE06116C579B0D714183A2977ADCEB92A363C1CCE7D63582548D16275B9A6,PACKAGE_DOCUMENTATION_OR_BUILDER
