path,bytes,sha256,role,authority
03_runtime/C_SEG_07A_WRIST_TAIL_DATA_A0_MM_V1.json,3695,E60266575ACE132859DB93600A7FA9CAEEB158DC71C8F03D9C78AC67722C2E81,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_07A_WRIST_TAIL_DATA_A0_MM_V1.npz,2700,2FA1850BF7F4E7BDA300698B84FA74BC9EB7CE54B9D105CCCD249012AEB3A6CF,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_07B_WRIST_TAIL_POWER_A0_MM_V1.json,3699,DD1D5C808639E46155ABB4967E3E29FBEC8353A8FB73AF5788E665DBEF488841,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_07B_WRIST_TAIL_POWER_A0_MM_V1.npz,2704,44A201AAA6376435184D10BA519CD3C3163DF491F6C664E1855BFC73F198F69A,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
04_validation/finalize_c9_gate.py,21491,3AA7D2015F2D415A8846386C85A066E1EEE7ACAF6533E4B13BC7DEE70E5853AB,VALIDATION_SOURCE,INDEPENDENT_OR_REPLAY_IMPLEMENTATION
04_validation/run_pytest_and_write_receipt.py,3803,6ABD0686A8FA315D3D69DC0BC75B88389A9E2EA471360BE496C3E02867A59C47,VALIDATION_SOURCE,INDEPENDENT_OR_REPLAY_IMPLEMENTATION
04_validation/validate_c9_independent.py,58274,731EA71A868D77590BE2BD5CAEDB0D4453720CF7184DF655294BF7B90039CCB7,VALIDATION_SOURCE,INDEPENDENT_OR_REPLAY_IMPLEMENTATION
04_validation/verify_fresh_process_determinism.py,6153,57ABFD7B6B1D50C1461492EB7C0B5FC9D26894C232EA8E330C42FC26B4EDF5A2,VALIDATION_SOURCE,INDEPENDENT_OR_REPLAY_IMPLEMENTATION
05_results/C9_BUILD_RECEIPT_V1.json,7942,1D65BBF266AA16F2B32C41A287E939330E559DA7070C6335798F1714108AEA80,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/C9_CAPSULE_INDEX_V1.json,10165,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/FRESH_PROCESS_DETERMINISM_RECEIPT_V1.json,20282,A1D84A5E62CCF27AF9795C66E02F2B685CD765EFD6BB62B88B716EDA300FAD28,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/INDEPENDENT_VALIDATION_V1.json,21722,6B86CE4EE001AB6BE2E7508A64496BD25E6AA3116A20AC98C2DB3E6DB9365AE0,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/LOCAL_CANDIDATE_GATE_V1.json,9876,6046847D0104177626FBBD0CBC3B66482224F8B3FEB5AA3A06AF2BBF8A121073,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/NEGATIVE_CONTROLS_V1.json,4404,5EF351DDF6FF2DDB414AF9FF52C15F39EABC6E62339C1AE5E2DC8A966B1E2073,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/POSE_ADAPTER_SELF_CHECK_V1.json,5503,FC03C8923EBB37D20809FD921CAE7A4F3D087A5110E13F41FD3454AA53D1A6EB,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
05_results/PYTEST_RECEIPT_V1.json,1102,7DBBB5943F0BEC291DE541DEF50CD24EA07FEE7730DAC153552DDE1AAB9080CB,EVIDENCE_RECEIPT,LOCAL_CANDIDATE_EVIDENCE
06_tests/test_c9_capsule_candidate.py,11663,8E50C0A48A8681E6AB9A2FC12C602CE10CE73C986799AB38893992DF459B6455,TEST_SOURCE,LOCAL_VERIFICATION
07_reviews/C9_PRE_REPAIR_NOT_CLEAN_PASS_V1.json,1949,DCF60DC96A75A220E022283A73CADF1B927A63CC385C1E5F05585C61DE4B8E47,SUPERSEDED_REVIEW_LINEAGE,DIAGNOSTIC_ZERO_CREDIT
README.md,3453,FC1B2D0E7D4F9BB9E516F390B6E33B4BD61A74198459D024E925CE5D1FD13643,PACKAGE_DOCUMENT,NAVIGATION_ONLY
