t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.2000,19.295954,0.474976,19.287871,0.390153,1.594585,0.444945,1.835030,-1.807902,1.398555,-5.67178876e-04,-3.32124583e-05,4.10802301e-07,4.33630296e-04,2.06940833e-05,-1.88726786e-07,6.32081600e-01,9.33100723e-02,1.99567526e-02,2.99950335e+00,3.41646183e-07,4.319e-16,4.441e-16
0.2200,19.306155,0.519742,19.296444,0.429119,1.594638,0.444273,1.835118,-1.888086,1.463152,-5.84345845e-04,-2.26080997e-05,4.51764268e-06,4.48835898e-04,1.44193472e-05,-2.60485574e-06,6.32067962e-01,9.33019156e-02,2.00686327e-02,2.99941714e+00,3.51804687e-07,1.256e-15,1.776e-15
0.2400,19.316463,0.564517,19.304976,0.468095,1.594683,0.443597,1.835210,-2.029736,1.560718,-5.92083963e-04,1.28222605e-06,-5.65809504e-06,4.57167998e-04,-1.52293956e-07,3.28534866e-06,6.32052029e-01,9.32932461e-02,2.01918354e-02,2.99932302e+00,3.75951624e-07,3.730e-16,1.776e-15
0.2600,19.326877,0.609303,19.313464,0.507082,1.594752,0.442928,1.835288,-2.074922,1.598146,-5.90280860e-04,2.43387411e-05,2.25977012e-06,4.58505444e-04,-1.44056297e-05,-1.25950592e-06,6.32042438e-01,9.32860955e-02,2.02820294e-02,2.99925283e+00,3.97005759e-07,1.055e-15,1.332e-15
0.2800,19.337398,0.654100,19.321911,0.546079,1.594889,0.442291,1.835324,-2.063872,1.596351,-5.78988456e-04,3.30351457e-05,2.92485912e-06,4.52829457e-04,-1.99845483e-05,-1.69213627e-06,6.32051650e-01,9.32833771e-02,2.02756287e-02,2.99925201e+00,4.04212487e-07,5.291e-16,8.882e-16
0.3000,19.348025,0.698908,19.330316,0.585086,1.594986,0.441632,1.835385,-1.986894,1.549119,-5.58399143e-04,2.23807476e-05,-5.60078255e-06,4.40237136e-04,-1.36846803e-05,3.26070328e-06,6.32049375e-01,9.32779851e-02,2.03276652e-02,2.99920941e+00,4.16500357e-07,8.379e-16,3.109e-15
0.3200,19.358758,0.743727,19.338680,0.624103,1.595064,0.440967,1.835456,-1.775094,1.416722,-5.28840364e-04,-1.21743063e-06,3.74966038e-06,4.20940846e-04,7.07660325e-07,-2.12405694e-06,6.32042254e-01,9.32714444e-02,2.04048733e-02,2.99914871e+00,4.42745837e-07,2.307e-16,8.882e-16
0.3400,19.369598,0.788555,19.347001,0.663130,1.595145,0.440305,1.835526,-1.578507,1.287303,-4.90791453e-04,-2.38136218e-05,1.12218922e-06,3.95251719e-04,1.46841026e-05,-6.53396813e-07,6.32036292e-01,9.32651566e-02,2.04766913e-02,2.99909179e+00,4.67235307e-07,1.110e-15,8.882e-16
0.3600,19.380542,0.833394,19.355279,0.702168,1.595163,0.439613,1.835634,-1.415141,1.173832,-4.44856107e-04,-3.21551147e-05,-4.94135517e-06,3.63586634e-04,2.00501721e-05,2.88989703e-06,6.32012740e-01,9.32547454e-02,2.06387103e-02,2.99897039e+00,4.84718956e-07,2.776e-16,3.553e-15
0.3800,19.391592,0.878242,19.363515,0.741217,1.595207,0.438933,1.835725,-1.238679,1.050489,-3.91762659e-04,-2.14569893e-05,4.74156301e-06,3.26455745e-04,1.37271317e-05,-2.70380198e-06,6.31996519e-01,9.32460691e-02,2.07629661e-02,2.99887619e+00,5.08875062e-07,1.110e-16,8.882e-16
0.4000,19.402747,0.923100,19.371709,0.780275,1.595305,0.438275,1.835785,-1.134788,0.966786,-3.32367883e-04,1.84967255e-06,-6.85839643e-07,2.84445370e-04,-4.87139225e-07,3.89593065e-07,6.31994690e-01,9.32408171e-02,2.08123629e-02,2.99883575e+00,5.44756434e-07,5.274e-16,5.551e-16
0.4200,19.414007,0.967968,19.379861,0.819344,1.595400,0.437609,1.835845,-1.000939,0.862850,-2.67618032e-04,2.39909515e-05,-3.79228512e-06,2.38223581e-04,-1.41915359e-05,2.23286052e-06,6.31991476e-01,9.32353074e-02,2.08674408e-02,2.99879162e+00,5.81790483e-07,9.315e-16,1.332e-15
0.4400,19.425372,1.012848,19.387971,0.858422,1.595555,0.436969,1.835869,-0.763640,0.694346,-1.98544234e-04,3.19839538e-05,5.15951449e-06,1.88523033e-04,-1.93505882e-05,-2.95542091e-06,6.32004709e-01,9.32337080e-02,2.08369612e-02,2.99880880e+00,6.13533034e-07,5.187e-16,2.220e-15
0.4600,19.436843,1.057739,19.396039,0.897509,1.595724,0.436331,1.835884,-0.507579,0.509819,-1.26250267e-04,2.12457862e-05,-2.30270853e-06,1.36126746e-04,-1.30075205e-05,1.32563183e-06,6.32021224e-01,9.32329176e-02,2.07889159e-02,2.99883874e+00,6.47661564e-07,4.875e-16,1.776e-15
0.4800,19.448418,1.102640,19.404065,0.936605,1.595837,0.435666,1.835933,-0.177570,0.278598,-5.18723350e-05,-1.77276297e-06,-2.30565317e-06,8.18690156e-05,1.02870066e-06,1.38061126e-06,6.32022291e-01,9.32285192e-02,2.08198856e-02,2.99881231e+00,6.91702151e-07,8.726e-16,8.882e-16
0.5000,19.460098,1.147553,19.412049,0.975710,1.595964,0.435008,1.835974,0.175807,0.031428,2.34187649e-05,-2.34680770e-05,4.99808658e-06,2.66102536e-05,1.44641570e-05,-2.87090767e-06,6.32027047e-01,9.32249849e-02,2.08320526e-02,2.99879927e+00,7.37246380e-07,3.504e-16,1.776e-15
0.5200,19.471882,1.192476,19.419991,1.014824,1.596070,0.434339,1.836028,0.426906,-0.156329,9.84334397e-05,-3.11224003e-05,-3.56553725e-06,-2.87778604e-05,1.94204497e-05,2.06173134e-06,6.32026025e-01,9.32201113e-02,2.08735961e-02,2.99876533e+00,7.72816837e-07,2.585e-16,1.332e-15
0.5400,19.483770,1.237409,19.427891,1.053948,1.596158,0.433659,1.836091,0.649501,-0.325423,1.71996751e-04,-2.03515029e-05,-6.64635685e-07,-8.34172729e-05,1.30589008e-05,4.36091979e-07,6.32019772e-01,9.32140450e-02,2.09413008e-02,2.99871291e+00,8.06083243e-07,1.112e-15,2.220e-15
0.5600,19.495762,1.282352,19.435748,1.093081,1.596320,0.433011,1.836110,0.829738,-0.468048,2.42944921e-04,2.37800469e-06,4.30877496e-06,-1.36450389e-04,-8.01170293e-07,-2.48297809e-06,6.32033670e-01,9.32127639e-02,2.09042977e-02,2.99873545e+00,8.48564497e-07,3.331e-16,4.441e-16
0.5800,19.507858,1.327307,19.443563,1.132222,1.596504,0.432366,1.836115,0.956061,-0.577879,3.10152832e-04,2.36321772e-05,-4.36375203e-06,-1.87048091e-04,-1.39722696e-05,2.52971141e-06,6.32052850e-01,9.32127963e-02,2.08386418e-02,2.99877882e+00,8.89062988e-07,8.465e-16,8.882e-16
0.6000,19.520057,1.372274,19.451337,1.171371,1.596700,0.431722,1.836113,1.160720,-0.732494,3.72566650e-04,3.09532324e-05,9.43212764e-07,-2.34414259e-04,-1.87315724e-05,-4.94012272e-07,6.32074880e-01,9.32135557e-02,2.07572191e-02,2.99883375e+00,9.14355576e-07,7.078e-16,4.441e-16
0.6200,19.532361,1.417252,19.459068,1.210528,1.596938,0.431097,1.836085,1.396872,-0.905741,4.29202030e-04,2.01522275e-05,3.20108098e-06,-2.77809399e-04,-1.23547779e-05,-1.85164319e-06,6.32108647e-01,9.32171035e-02,2.06151286e-02,2.99893223e+00,9.36888465e-07,1.480e-15,5.551e-16
0.6400,19.544768,1.462242,19.466758,1.249692,1.597129,0.430448,1.836086,1.615682,-1.067974,4.79173784e-04,-2.29136725e-06,-4.63816942e-06,-3.16553795e-04,1.32971935e-06,2.69859484e-06,6.32129030e-01,9.32175219e-02,2.05416023e-02,2.99898177e+00,9.68205056e-07,1.124e-15,4.441e-16
0.6600,19.557279,1.507244,19.474406,1.288865,1.597289,0.429785,1.836105,1.854053,-1.238748,5.21713184e-04,-2.31132903e-05,2.34956211e-06,-3.50036148e-04,1.42395491e-05,-1.30885734e-06,6.32140984e-01,9.32159521e-02,2.05116029e-02,2.99900011e+00,9.93871528e-07,8.951e-16,1.332e-15
0.6800,19.569892,1.552256,19.482012,1.328046,1.597466,0.429131,1.836114,1.992687,-1.347235,5.56157825e-04,-3.01104217e-05,1.82198701e-06,-3.77735982e-04,1.88060983e-05,-1.05966621e-06,6.32157659e-01,9.32154913e-02,2.04575804e-02,2.99903562e+00,1.00453806e-06,7.633e-16,1.332e-15
0.7000,19.582607,1.597279,19.489576,1.367235,1.597614,0.428462,1.836140,2.022428,-1.386096,5.81976492e-04,-1.92851570e-05,-4.39422533e-06,-3.99222785e-04,1.24162212e-05,2.56833527e-06,6.32166258e-01,9.32131564e-02,2.04445314e-02,2.99904190e+00,1.01579136e-06,1.141e-15,4.441e-16
0.7200,19.595425,1.642313,19.497097,1.406432,1.597797,0.427808,1.836144,2.030722,-1.406188,5.98774779e-04,2.87230779e-06,3.41292793e-06,-4.14164259e-04,-1.09442217e-06,-1.93041325e-06,6.32184592e-01,9.32131441e-02,2.03809801e-02,2.99908452e+00,1.03554025e-06,1.110e-16,1.332e-15
0.7400,19.608346,1.687359,19.504576,1.445636,1.598038,0.427177,1.836113,1.976641,-1.385168,6.06287846e-04,2.32678015e-05,3.34754771e-07,-4.22339304e-04,-1.37469820e-05,-2.04221710e-07,6.32218468e-01,9.32168320e-02,2.02370690e-02,2.99918498e+00,1.05010538e-06,3.834e-16,1.332e-15
0.7600,19.621369,1.732416,19.512014,1.484847,1.598264,0.426536,1.836092,1.933987,-1.366649,6.04406718e-04,2.99479940e-05,-3.69222070e-06,-4.23628342e-04,-1.81254501e-05,2.17150112e-06,6.32247613e-01,9.32194446e-02,2.01168713e-02,2.99926872e+00,1.05498999e-06,8.205e-16,3.553e-15
0.7800,19.634495,1.777485,19.519410,1.524066,1.598504,0.425903,1.836061,1.958886,-1.384490,5.93174577e-04,1.91020137e-05,4.04220671e-06,-4.18018538e-04,-1.17252223e-05,-2.30325665e-06,6.32281155e-01,9.32230943e-02,1.99744824e-02,2.99936848e+00,1.06383759e-06,1.594e-15,2.220e-15
0.8000,19.647722,1.822566,19.526764,1.563291,1.598731,0.425265,1.836038,1.946493,-1.377729,5.72777235e-04,-2.77067694e-06,-1.09062097e-06,-4.05608993e-04,1.61296562e-06,6.20838527e-07,6.32311222e-01,9.32259104e-02,1.98505570e-02,2.99945494e+00,1.08182246e-06,3.088e-16,8.882e-16
0.8200,19.661051,1.867658,19.534076,1.602524,1.598889,0.424598,1.836057,1.909938,-1.352113,5.43557280e-04,-2.27462519e-05,-2.63449254e-06,-3.86598737e-04,1.40122400e-05,1.56958494e-06,6.32322674e-01,9.32243168e-02,1.98224431e-02,2.99947228e+00,1.09889543e-06,6.297e-16,2.220e-15
0.8400,19.674482,1.912761,19.541345,1.641765,1.599051,0.423936,1.836073,1.827392,-1.294040,5.05992543e-04,-2.91169876e-05,4.19821642e-06,-3.61292809e-04,1.82071271e-05,-2.40274375e-06,6.32335650e-01,9.32230483e-02,1.97874521e-02,2.99949435e+00,1.11113294e-06,5.621e-16,2.665e-15
0.8600,19.688013,1.957874,19.548572,1.681013,1.599213,0.423276,1.836089,1.615014,-1.153996,4.60682381e-04,-1.82535225e-05,-2.30604176e-06,-3.30100500e-04,1.17995024e-05,1.32781497e-06,6.32348738e-01,9.32217992e-02,1.97521931e-02,2.99951655e+00,1.12804865e-06,1.202e-15,4.441e-16
0.8800,19.701645,2.002997,19.555757,1.720269,1.599365,0.422611,1.836111,1.367751,-0.987089,4.08353848e-04,3.33664213e-06,-1.36058760e-06,-2.93519372e-04,-1.36709341e-06,8.38309570e-07,6.32359146e-01,9.32199277e-02,1.97305468e-02,2.99952898e+00,1.15549214e-06,6.280e-16,3.553e-15
0.9000,19.715377,2.048131,19.562900,1.759532,1.599573,0.421972,1.836099,1.120978,-0.816121,3.49835538e-04,2.28997513e-05,3.89191474e-06,-2.52136062e-04,-1.35165735e-05,-2.23747537e-06,6.32385202e-01,9.32217505e-02,1.96290789e-02,2.99959894e+00,1.18529916e-06,2.220e-16,1.776e-15
0.9200,19.729211,2.093276,19.570000,1.798803,1.599783,0.421334,1.836085,0.860265,-0.634425,2.86050145e-04,2.89702521e-05,-3.19479788e-06,-2.06613580e-04,-1.75314300e-05,1.84786028e-06,6.32411865e-01,9.32237252e-02,1.95246034e-02,2.99967116e+00,1.21020493e-06,3.331e-16,1.332e-15
0.9400,19.743144,2.138432,19.577059,1.838080,1.599962,0.420683,1.836090,0.677342,-0.496361,2.18014941e-04,1.80947493e-05,-2.00891215e-08,-1.57672101e-04,-1.11182937e-05,6.55306509e-08,6.32430191e-01,9.32237165e-02,1.94632157e-02,2.99971217e+00,1.23816463e-06,2.567e-16,4.441e-16
0.9600,19.757178,2.183599,19.584075,1.877365,1.600141,0.420038,1.836094,0.519138,-0.372068,1.46808894e-04,-3.21268038e-06,3.18870499e-06,-1.06087577e-04,1.87850493e-06,-1.84014170e-06,6.32449227e-01,9.32238291e-02,1.93994108e-02,2.99975464e+00,1.27698566e-06,1.169e-15,3.553e-15
0.9800,19.771312,2.228776,19.591050,1.916656,1.600262,0.419370,1.836134,0.312580,-0.217940,7.35621312e-05,-2.23674063e-05,-3.67959326e-06,-5.26753361e-05,1.37829491e-05,2.13885152e-06,6.32452766e-01,9.32202425e-02,1.94155772e-02,2.99973901e+00,1.31666539e-06,4.198e-16,2.665e-15
1.0000,19.785545,2.273961,19.597981,1.955957,1.600346,0.418689,1.836196,0.097670,-0.056111,-5.57473500e-07,-2.81432334e-05,1.23907085e-06,1.72556382e-06,1.76225356e-05,-6.62657767e-07,6.32446649e-01,9.32143310e-02,1.94820383e-02,2.99968674e+00,1.34748151e-06,1.216e-15,6.661e-16
1.0200,19.799877,2.319156,19.604870,1.995265,1.600455,0.418024,1.836243,-0.186147,0.148338,-7.43820543e-05,-1.72573630e-05,2.18827176e-06,5.62544052e-05,1.12069237e-05,-1.26932321e-06,6.32447894e-01,9.32101259e-02,1.95117500e-02,2.99966082e+00,1.37930434e-06,4.580e-16,4.441e-16
1.0400,19.814308,2.364360,19.611716,2.034581,1.600553,0.417354,1.836296,-0.522691,0.385777,-1.46750503e-04,3.77145993e-06,-3.73685597e-06,1.10049535e-04,-1.62034402e-06,2.18223284e-06,6.32446316e-01,9.32052545e-02,1.95559546e-02,2.99962442e+00,1.41992432e-06,3.331e-16,1.332e-15
1.0600,19.828838,2.409574,19.618520,2.073905,1.600673,0.416695,1.836335,-0.802256,0.590511,-2.16523289e-04,2.25260600e-05,2.28404145e-06,1.62263798e-04,-1.32830841e-05,-1.27264129e-06,6.32451002e-01,9.32018599e-02,1.95683223e-02,2.99961095e+00,1.45662674e-06,3.920e-16,1.332e-15
1.0800,19.843466,2.454796,19.625281,2.113236,1.600827,0.416053,1.836353,-1.049090,0.773992,-2.82611771e-04,2.80169405e-05,1.01672292e-06,2.12070998e-04,-1.69507487e-05,-5.97852640e-07,6.32465305e-01,9.32007303e-02,1.95318530e-02,2.99963264e+00,1.48124301e-06,3.903e-16,8.882e-16
1.1000,19.858193,2.500029,19.632000,2.152574,1.600941,0.415394,1.836397,-1.235043,0.918980,-3.43977891e-04,1.71269440e-05,-3.38632867e-06,2.58689065e-04,-1.05340729e-05,1.99026130e-06,6.32468529e-01,9.31969707e-02,1.95523298e-02,2.99961313e+00,1.50587867e-06,1.386e-15,5.551e-16
1.1200,19.873018,2.545270,19.638677,2.191920,1.601034,0.414730,1.836452,-1.331682,1.008255,-3.99653398e-04,-3.62307572e-06,3.01872115e-06,3.01390370e-04,2.12522268e-06,-1.70455256e-06,6.32466734e-01,9.31919823e-02,1.95994548e-02,2.99957410e+00,1.53620400e-06,4.372e-16,1.332e-15
1.1400,19.887941,2.590520,19.645311,2.231274,1.601107,0.414061,1.836519,-1.446754,1.104798,-4.48767092e-04,-2.19814047e-05,-1.86421046e-07,3.39506157e-04,1.35507921e-05,9.74078854e-08,6.32460091e-01,9.31858045e-02,1.96724012e-02,2.99951618e+00,1.55960565e-06,1.169e-15,4.441e-16
1.1600,19.902961,2.635778,19.651902,2.270637,1.601128,0.413370,1.836618,-1.579146,1.209635,-4.90545613e-04,-2.71924823e-05,-2.69124734e-06,3.72444850e-04,1.70511438e-05,1.59902367e-06,6.32439333e-01,9.31762624e-02,1.98182807e-02,2.99940558e+00,1.57158999e-06,6.245e-17,1.776e-15
1.1800,19.918078,2.681044,19.658450,2.310008,1.601166,0.412691,1.836706,-1.709969,1.311769,-5.24336185e-04,-1.63005844e-05,3.38237417e-06,3.99695053e-04,1.06357186e-05,-1.92449065e-06,6.32423907e-01,9.31679595e-02,1.99375203e-02,2.99931414e+00,1.58406295e-06,3.018e-16,3.109e-15
1.2000,19.933291,2.726318,19.664955,2.349387,1.601232,0.412024,1.836777,-1.880867,1.434733,-5.49623073e-04,4.17426299e-06,-1.29225508e-06,4.20829992e-04,-1.85622470e-06,7.38370446e-07,6.32415817e-01,9.31614005e-02,2.00190841e-02,2.99924989e+00,1.60111549e-06,3.331e-16,1.332e-15
1.2200,19.948602,2.771599,19.671418,2.388773,1.601297,0.411355,1.836848,-1.998866,1.523540,-5.66019182e-04,2.21437285e-05,-1.75087658e-06,4.35523742e-04,-1.30481955e-05,1.06164008e-06,6.32407536e-01,9.31548195e-02,2.01012385e-02,2.99918539e+00,1.61300610e-06,2.776e-16,2.220e-15
1.2400,19.964010,2.816890,19.677837,2.428168,1.601402,0.410704,1.836895,-2.022893,1.551933,-5.73280871e-04,2.70829193e-05,3.35899025e-06,4.43550670e-04,-1.63852564e-05,-1.92279971e-06,6.32410165e-01,9.31508276e-02,2.01272919e-02,2.99916122e+00,1.61707841e-06,4.215e-16,1.332e-15
1.2600,19.979514,2.862188,19.684215,2.467569,1.601499,0.410049,1.836947,-1.998109,1.545191,-5.71309920e-04,1.61939453e-05,-2.18643647e-06,4.44789818e-04,-9.97281269e-06,1.26076612e-06,6.32410704e-01,9.31463482e-02,2.01640444e-02,2.99912941e+00,1.62324992e-06,7.720e-16,8.882e-16
1.2800,19.995114,2.907495,19.690550,2.506979,1.601553,0.409376,1.837025,-1.886712,1.481845,-5.60142080e-04,-4.00710327e-06,-6.79547259e-07,4.39234098e-04,2.35278086e-06,4.47049267e-07,6.32399478e-01,9.31390759e-02,2.02615495e-02,2.99905394e+00,1.63616729e-06,2.671e-16,8.882e-16
1.3000,20.010810,2.952810,19.696842,2.546396,1.601606,0.408705,1.837103,-1.746349,1.395867,-5.39961657e-04,-2.15935424e-05,2.97815062e-06,4.26981206e-04,1.33146508e-05,-1.71224871e-06,6.32388520e-01,9.31318446e-02,2.03583032e-02,2.99897892e+00,1.64835443e-06,6.540e-16,1.776e-15
1.3200,20.026602,2.998133,19.703091,2.585821,1.601634,0.408022,1.837196,-1.652238,1.332853,-5.11097138e-04,-2.62673535e-05,-2.78565100e-06,4.08233055e-04,1.64923634e-05,1.61646028e-06,6.32370696e-01,9.31229881e-02,2.04905504e-02,2.99887854e+00,1.65585932e-06,1.150e-15,6.661e-16
1.3400,20.042489,3.043462,19.709297,2.625254,1.601657,0.407337,1.837292,-1.552657,1.264000,-4.74009537e-04,-1.53853336e-05,3.97490878e-07,3.83296283e-04,1.00843213e-05,-1.74898397e-07,6.32351499e-01,9.31138204e-02,2.06297436e-02,2.99877336e+00,1.66730355e-06,6.488e-16,2.220e-15
1.3600,20.058471,3.088799,19.715459,2.664694,1.601734,0.406674,1.837355,-1.462237,1.197172,-4.29299583e-04,4.54324837e-06,2.30113570e-06,3.52568703e-04,-2.07653124e-06,-1.33067665e-06,6.32346863e-01,9.31081299e-02,2.06932894e-02,2.99872250e+00,1.68863409e-06,1.665e-16,1.332e-15
1.3800,20.074548,3.134145,19.721580,2.704142,1.601827,0.406014,1.837408,-1.363788,1.121993,-3.77688329e-04,2.17521297e-05,-3.04647967e-06,3.16538734e-04,-1.28122990e-05,1.77637216e-06,6.32345971e-01,9.31033789e-02,2.07364331e-02,2.99868652e+00,1.71166461e-06,7.945e-16,1.110e-16
1.4000,20.090720,3.179498,19.727657,2.743597,1.601937,0.405360,1.837451,-1.168326,0.985617,-3.19998592e-04,2.61659440e-05,1.36334242e-06,2.75781421e-04,-1.58353672e-05,-7.37297727e-07,6.32349657e-01,9.30997523e-02,2.07551363e-02,2.99866822e+00,1.73035287e-06,7.268e-16,7.772e-16
1.4200,20.106987,3.224860,19.733693,2.783058,1.602072,0.404714,1.837478,-0.918340,0.811685,-2.57152517e-04,1.52931610e-05,1.42130346e-06,2.30942767e-04,-9.43416706e-06,-8.28920890e-07,6.32359989e-01,9.30977255e-02,2.07390696e-02,2.99867489e+00,1.75370632e-06,8.257e-16,4.441e-16
1.4400,20.123349,3.270231,19.739686,2.822525,1.602169,0.404050,1.837528,-0.639524,0.616389,-1.90145397e-04,-4.36614881e-06,-2.95990688e-06,1.82736278e-04,2.56255604e-06,1.73770448e-06,6.32359774e-01,9.30932205e-02,2.07771052e-02,2.99864300e+00,1.78743723e-06,4.458e-16,4.441e-16
1.4600,20.139804,3.315609,19.745635,2.862000,1.602251,0.403379,1.837588,-0.327669,0.398725,-1.20031746e-04,-2.12053937e-05,2.12328128e-06,1.31930458e-04,1.30748653e-05,-1.18205450e-06,6.32355297e-01,9.30877092e-02,2.08371601e-02,2.99859538e+00,1.82100045e-06,7.112e-17,1.332e-15
1.4800,20.156354,3.360996,19.751543,2.901482,1.602342,0.402711,1.837641,-0.074909,0.213857,-4.79217921e-05,-2.53674202e-05,4.46898582e-07,7.93290726e-05,1.59464829e-05,-2.68226818e-07,6.32353414e-01,9.30828271e-02,2.08835856e-02,2.99855758e+00,1.84818762e-06,9.766e-16,1.332e-15
1.5000,20.172997,3.406390,19.757407,2.940970,1.602422,0.402035,1.837701,0.125359,0.060069,2.50464325e-05,-1.45091128e-05,-2.55897358e-06,2.57648041e-05,9.55315529e-06,1.51624476e-06,6.32348249e-01,9.30772056e-02,2.09462071e-02,2.99850842e+00,1.87881363e-06,7.164e-16,1.332e-15
1.5200,20.189734,3.451792,19.763228,2.980465,1.602544,0.401376,1.837735,0.323409,-0.091846,9.77201608e-05,4.88049967e-06,2.60609085e-06,-2.79168808e-05,-2.28168464e-06,-1.47076290e-06,6.32354360e-01,9.30743014e-02,2.09495884e-02,2.99850177e+00,1.91670172e-06,7.824e-16,2.665e-15
1.5400,20.206564,3.497203,19.769007,3.019965,1.602713,0.400733,1.837742,0.498357,-0.230457,1.68944676e-04,2.13541375e-05,-5.13201256e-07,-8.08742493e-05,-1.25747475e-05,2.85949366e-07,6.32372441e-01,9.30742942e-02,2.08898494e-02,2.99854046e+00,1.95037821e-06,2.776e-16,5.551e-16
1.5600,20.223488,3.542623,19.774743,3.059471,1.602881,0.400085,1.837748,0.712990,-0.392468,2.37596840e-04,2.52686201e-05,-1.90744804e-06,-1.32273690e-04,-1.52995425e-05,1.14717790e-06,6.32390100e-01,9.30742421e-02,2.08312166e-02,2.99857866e+00,1.97546719e-06,1.386e-15,4.441e-16
1.5800,20.240505,3.588052,19.780437,3.098983,1.603069,0.399444,1.837741,0.985857,-0.589484,3.02597018e-04,1.44256641e-05,2.77899165e-06,-1.81306570e-04,-8.91677174e-06,-1.58133984e-06,6.32412957e-01,9.30754510e-02,2.07452765e-02,2.99863653e+00,2.00160261e-06,1.351e-15,8.882e-16
1.6000,20.257615,3.633491,19.786089,3.138500,1.603245,0.398796,1.837743,1.241062,-0.776568,3.62923430e-04,-4.69801350e-06,-1.35397877e-06,-2.27203458e-04,2.75687415e-06,7.76320824e-07,6.32432236e-01,9.30758308e-02,2.06775792e-02,2.99868146e+00,2.03114258e-06,8.483e-16,4.441e-16
