t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.1100,19.256190,0.295986,19.253129,0.234402,1.594362,0.447346,1.834808,-1.520047,1.125332,-4.11581446e-04,3.36040132e-05,-3.41726356e-06,3.09828850e-04,-2.03245824e-05,1.95931152e-06,6.32068467e-01,9.33304136e-02,1.96025070e-02,2.99984551e+00,2.06455227e-07,3.816e-16,3.331e-16
0.1200,19.261060,0.318347,19.257502,0.253862,1.594415,0.447016,1.834836,-1.606182,1.192659,-4.37895122e-04,3.07407628e-05,-5.38736166e-06,3.30147463e-04,-1.87044610e-05,3.13065682e-06,6.32068106e-01,9.33279253e-02,1.96237324e-02,2.99982774e+00,2.14985151e-07,2.220e-16,8.882e-16
0.1300,19.265958,0.340712,19.261865,0.273325,1.594467,0.446685,1.834865,-1.650405,1.234381,-4.62416582e-04,2.32179021e-05,-1.44003971e-06,3.49205763e-04,-1.42029615e-05,8.87033813e-07,6.32067296e-01,9.33253227e-02,1.96474653e-02,2.99980810e+00,2.26705992e-07,1.318e-16,9.992e-16
0.1400,19.270882,0.363079,19.266217,0.292791,1.594525,0.446358,1.834889,-1.671172,1.261040,-4.85050705e-04,1.22030733e-05,4.05032967e-06,3.66928926e-04,-7.51953673e-06,-2.28484382e-06,6.32068594e-01,9.33232006e-02,1.96607982e-02,2.99979588e+00,2.42958955e-07,6.384e-16,5.551e-16
0.1500,19.275833,0.385449,19.270559,0.312259,1.594584,0.446033,1.834914,-1.694304,1.287659,-5.05710059e-04,-6.07136963e-07,5.07274039e-06,3.83247332e-04,3.15611429e-07,-2.91218544e-06,6.32070161e-01,9.33211294e-02,1.96730592e-02,2.99978435e+00,2.56848308e-07,9.593e-16,8.882e-16
0.1600,19.280811,0.407822,19.274891,0.331730,1.594626,0.445702,1.834948,-1.729800,1.320322,-5.24313753e-04,-1.32477951e-05,5.60170325e-07,3.98097724e-04,8.10081141e-06,-3.37923002e-07,6.32067379e-01,9.33180296e-02,1.97076767e-02,2.99975666e+00,2.72262422e-07,5.065e-16,9.992e-16
0.1700,19.285815,0.430197,19.279212,0.351204,1.594644,0.445359,1.834997,-1.767054,1.353224,-5.40787625e-04,-2.37868822e-05,-4.49973362e-06,4.11423526e-04,1.46472754e-05,2.59286955e-06,6.32057811e-01,9.33133316e-02,1.97770310e-02,2.99970391e+00,2.85064265e-07,4.614e-16,8.882e-16
0.1800,19.290846,0.452575,19.283522,0.370680,1.594647,0.445011,1.835056,-1.792538,1.378711,-5.55065999e-04,-3.06211399e-05,-4.57650011e-06,4.23174199e-04,1.89601733e-05,2.67708425e-06,6.32044088e-01,9.33076507e-02,1.98678086e-02,2.99963572e+00,2.90361844e-07,1.863e-15,1.221e-15
0.1900,19.295904,0.474955,19.287822,0.390160,1.594653,0.444665,1.835112,-1.809454,1.398629,-5.67093484e-04,-3.27205557e-05,3.59128025e-07,4.33304521e-04,2.03893287e-05,-1.45931121e-07,6.32031546e-01,9.33022373e-02,1.99528483e-02,2.99957166e+00,2.95963557e-07,5.326e-16,8.882e-16
0.2000,19.300989,0.497337,19.292111,0.409642,1.594674,0.444326,1.835159,-1.837118,1.424095,-5.76825218e-04,-2.97835249e-05,4.86358818e-06,4.41774766e-04,1.87272172e-05,-2.76262937e-06,6.32023178e-01,9.32977965e-02,2.00167756e-02,2.99952278e+00,3.00734078e-07,1.110e-16,8.882e-16
0.2100,19.306100,0.519722,19.296390,0.429127,1.594704,0.443992,1.835201,-1.890467,1.463768,-5.84225595e-04,-2.22793486e-05,4.02368731e-06,4.48551726e-04,1.42394777e-05,-2.31887204e-06,6.32017317e-01,9.32939447e-02,2.00679139e-02,2.99948311e+00,3.05018030e-07,5.933e-16,2.220e-16
0.2200,19.311238,0.542110,19.300658,0.448614,1.594730,0.443655,1.835244,-1.962154,1.513444,-5.89267075e-04,-1.13728274e-05,-1.18508646e-06,4.53609614e-04,7.62294246e-06,6.67285035e-07,6.32010415e-01,9.32898564e-02,2.01242388e-02,2.99943977e+00,3.15812297e-07,8.188e-16,8.882e-16
0.2300,19.316402,0.564500,19.304915,0.468105,1.594750,0.443315,1.835292,-2.026994,1.558465,-5.91930513e-04,1.25635800e-06,-5.02815600e-06,4.56930016e-04,-1.02633183e-07,2.90809431e-06,6.32001691e-01,9.32853505e-02,2.01897020e-02,2.99938996e+00,3.26985469e-07,1.346e-15,4.441e-16
0.2400,19.321593,0.586893,19.309162,0.487598,1.594776,0.442977,1.835336,-2.064226,1.586514,-5.92206659e-04,1.36716314e-05,-3.32492024e-06,4.58501095e-04,-7.75220674e-06,1.96547011e-06,6.31994448e-01,9.32811994e-02,2.02474630e-02,2.99934573e+00,3.36216415e-07,1.108e-15,5.551e-16
0.2500,19.326811,0.609288,19.313398,0.507093,1.594821,0.442648,1.835368,-2.073937,1.597218,-5.90097157e-04,2.39759818e-05,2.00403056e-06,4.58317053e-04,-1.41575480e-05,-1.09684049e-06,6.31992586e-01,9.32783154e-02,2.02776078e-02,2.99932134e+00,3.46271007e-07,7.667e-16,1.332e-15
0.2600,19.332055,0.631686,19.317624,0.526592,1.594885,0.442328,1.835389,-2.070705,1.598687,-5.85613875e-04,3.06020303e-05,5.10072973e-06,4.56378551e-04,-1.83454518e-05,-2.91283442e-06,6.31996153e-01,9.32767102e-02,2.02798796e-02,2.99931696e+00,3.50650034e-07,1.093e-15,8.882e-16
0.2700,19.337326,0.654087,19.321839,0.546092,1.594954,0.442009,1.835406,-2.062588,1.595480,-5.78777194e-04,3.25510824e-05,2.60865028e-06,4.52693674e-04,-1.96850826e-05,-1.51387081e-06,6.32000839e-01,9.32753744e-02,2.02763087e-02,2.99931681e+00,3.52610826e-07,5.343e-16,2.220e-15
0.2800,19.342623,0.676490,19.326044,0.565595,1.595011,0.441683,1.835432,-2.039308,1.581703,-5.69615005e-04,2.95439687e-05,-2.69013434e-06,4.47278432e-04,-1.79826972e-05,1.53764971e-06,6.32002000e-01,9.32732183e-02,2.02906561e-02,2.99930384e+00,3.58036244e-07,2.394e-16,1.332e-15
0.2900,19.347948,0.698896,19.330239,0.585101,1.595052,0.441350,1.835466,-1.982906,1.547005,-5.58163344e-04,2.20604961e-05,-4.97968955e-06,4.40156225e-04,-1.35098184e-05,2.89254365e-06,6.31998893e-01,9.32700629e-02,2.03268250e-02,2.99927525e+00,3.63382481e-07,3.331e-16,2.220e-15
0.3000,19.353298,0.721305,19.334423,0.604609,1.595089,0.441016,1.835504,-1.889114,1.488891,-5.44467831e-04,1.12623510e-05,-1.79322344e-06,4.31356808e-04,-6.96049618e-06,1.09046403e-06,6.31994619e-01,9.32666299e-02,2.03690768e-02,2.99924227e+00,3.73112627e-07,1.665e-16,2.220e-15
0.3100,19.358675,0.743717,19.338596,0.624119,1.595131,0.440685,1.835537,-1.775748,1.417684,-5.28584175e-04,-1.18745127e-06,3.33044397e-06,4.20915772e-04,6.56163504e-07,-1.86667735e-06,6.31992031e-01,9.32635855e-02,2.04028831e-02,2.99921532e+00,3.87661380e-07,9.819e-16,6.661e-16
0.3200,19.364079,0.766131,19.342759,0.643633,1.595176,0.440356,1.835570,-1.668519,1.348466,-5.10577088e-04,-1.33802343e-05,4.77633591e-06,4.08874929e-04,8.17177042e-06,-2.73800935e-06,6.31990208e-01,9.32607157e-02,2.04329119e-02,2.99919104e+00,3.99399975e-07,9.263e-16,1.776e-15
0.3300,19.369509,0.788547,19.346912,0.663148,1.595210,0.440022,1.835608,-1.579195,1.288439,-4.90518647e-04,-2.34536115e-05,1.00637911e-06,3.95282966e-04,1.44383322e-05,-5.95108187e-07,6.31985421e-01,9.32571492e-02,2.04781747e-02,2.99915586e+00,4.10944729e-07,2.338e-15,1.776e-15
0.3400,19.374966,0.810966,19.351054,0.682667,1.595225,0.439679,1.835658,-1.499091,1.232977,-4.68487747e-04,-2.98757726e-05,-3.80611552e-06,3.80195405e-04,1.85037002e-05,2.18984916e-06,6.31975488e-01,9.32523771e-02,2.05497978e-02,2.99910183e+00,4.21250931e-07,8.674e-16,1.332e-15
0.3500,19.380448,0.833388,19.355185,0.702188,1.595231,0.439332,1.835714,-1.413939,1.174040,-4.44571003e-04,-3.16788811e-05,-4.39545218e-06,3.63673648e-04,1.97558504e-05,2.56976454e-06,6.31962705e-01,9.32469379e-02,2.06360488e-02,2.99903738e+00,4.27313792e-07,1.115e-15,2.220e-15
0.3600,19.385957,0.855811,19.359306,0.721712,1.595244,0.438988,1.835766,-1.322910,1.111144,-4.18863854e-04,-2.86054805e-05,-1.64527525e-07,3.45783885e-04,1.80145440e-05,1.56285392e-07,6.31952071e-01,9.32420054e-02,2.07112761e-02,2.99898087e+00,4.36817792e-07,3.053e-16,6.661e-16
0.3700,19.391493,0.878237,19.363415,0.741238,1.595276,0.438652,1.835805,-1.240531,1.052622,-3.91470309e-04,-2.11451115e-05,4.21447926e-06,3.26596761e-04,1.35571296e-05,-2.38541337e-06,6.31946695e-01,9.32383129e-02,2.07594113e-02,2.99894376e+00,4.49824778e-07,6.956e-16,2.665e-15
0.3800,19.397054,0.900666,19.367515,0.760767,1.595322,0.438323,1.835836,-1.179457,1.005792,-3.62501243e-04,-1.04559162e-05,3.95889569e-06,3.06187872e-04,7.07484263e-06,-2.27945275e-06,6.31945287e-01,9.32355638e-02,2.07869161e-02,2.99892146e+00,4.64299150e-07,9.749e-16,8.882e-16
0.3900,19.402642,0.923097,19.371604,0.780298,1.595371,0.437993,1.835865,-1.133387,0.967056,-3.32072622e-04,1.81563586e-06,-6.01588388e-07,2.84638242e-04,-4.33967251e-07,3.29341759e-07,6.31944329e-01,9.32329372e-02,2.08117515e-02,2.99890115e+00,4.84305484e-07,7.043e-16,1.332e-15
0.4000,19.408256,0.945531,19.375682,0.799832,1.595417,0.437660,1.835897,-1.079323,0.923059,-3.00305065e-04,1.37882596e-05,-4.44092675e-06,2.62033971e-04,-7.81762158e-06,2.56557409e-06,6.31942390e-01,9.32300982e-02,2.08412448e-02,2.99887762e+00,5.03995058e-07,5.898e-16,4.885e-15
0.4100,19.413897,0.967967,19.379750,0.819369,1.595469,0.437329,1.835925,-0.997322,0.862028,-2.67324599e-04,2.36336440e-05,-3.37552768e-06,2.38465140e-04,-1.39481713e-05,1.99207000e-06,6.31941798e-01,9.32275901e-02,2.08635061e-02,2.99885934e+00,5.20181230e-07,3.886e-16,8.882e-16
0.4200,19.419563,0.990407,19.383807,0.838907,1.595537,0.437004,1.835942,-0.886883,0.783346,-2.33263139e-04,2.98551453e-05,1.37745492e-06,2.14024871e-04,-1.78940332e-05,-7.34434869e-07,6.31945844e-01,9.32261822e-02,2.08616915e-02,2.99885829e+00,5.36785385e-07,7.407e-16,4.441e-16
0.4300,19.425256,1.012849,19.387854,0.858448,1.595623,0.436687,1.835949,-0.763017,0.695492,-1.98257520e-04,3.15154161e-05,4.58825276e-06,1.88809224e-04,-1.90614112e-05,-2.61410302e-06,6.31954668e-01,9.32259066e-02,2.08351184e-02,2.99887496e+00,5.50489289e-07,5.551e-16,8.882e-16
0.4400,19.430976,1.035293,19.391890,0.877991,1.595712,0.436371,1.835954,-0.637214,0.605157,-1.62447496e-04,2.83781767e-05,2.76826150e-06,1.62917677e-04,-1.72831745e-05,-1.60435478e-06,6.31964411e-01,9.32258571e-02,2.08036397e-02,2.99889520e+00,5.64165245e-07,2.220e-16,2.665e-15
0.4500,19.436722,1.057741,19.395916,0.897536,1.595790,0.436049,1.835966,-0.504725,0.509808,-1.25974278e-04,2.09420225e-05,-2.04027374e-06,1.36453268e-04,-1.28423885e-05,1.16090600e-06,6.31970632e-01,9.32249898e-02,2.07900837e-02,2.99890268e+00,5.83351460e-07,5.638e-16,3.109e-15
0.4600,19.442494,1.080192,19.399932,0.917084,1.595851,0.435718,1.835988,-0.352042,0.401842,-8.89805804e-05,1.03610368e-05,-4.55461398e-06,1.09521808e-04,-6.42751820e-06,2.64389766e-06,6.31972352e-01,9.32230707e-02,2.07995501e-02,2.99889374e+00,6.03768260e-07,3.521e-16,3.331e-16
0.4700,19.448292,1.102645,19.403937,0.936634,1.595906,0.435385,1.836013,-0.175964,0.279532,-5.16115411e-05,-1.73488928e-06,-2.05467618e-06,8.22305847e-05,9.73827951e-07,1.23992422e-06,6.31972423e-01,9.32207646e-02,2.08175028e-02,2.99887873e+00,6.26311396e-07,9.194e-17,5.551e-16
0.4800,19.454116,1.125100,19.407931,0.956186,1.595966,0.435054,1.836035,0.007291,0.152391,-1.40149376e-05,-1.34913945e-05,2.67532581e-06,5.46874871e-05,8.22670938e-06,-1.48663552e-06,6.31973963e-01,9.32188016e-02,2.08279770e-02,2.99886905e+00,6.50781328e-07,1.183e-15,4.441e-16
0.4900,19.459966,1.147559,19.411915,0.975740,1.596031,0.434726,1.836055,0.173556,0.034674,2.36600526e-05,-2.31135720e-05,4.44697361e-06,2.70009833e-05,1.42231187e-05,-2.54479498e-06,6.31976855e-01,9.32171567e-02,2.08315190e-02,2.99886432e+00,6.70388151e-07,7.008e-16,1.332e-15
0.5000,19.465842,1.170020,19.415889,0.995297,1.596090,0.434395,1.836077,0.310929,-0.066307,6.12647113e-05,-2.91393863e-05,1.35859622e-06,-7.19541918e-07,1.80516675e-05,-7.97642026e-07,6.31978146e-01,9.32151410e-02,2.08431917e-02,2.99885380e+00,6.87774562e-07,3.331e-16,2.220e-15
0.5100,19.471745,1.192484,19.419852,1.014856,1.596137,0.434057,1.836108,0.427443,-0.154794,9.86517547e-05,-3.06615912e-05,-3.16460532e-06,-2.83639924e-05,1.91362289e-05,1.81689518e-06,6.31975831e-01,9.32122862e-02,2.08732303e-02,2.99883021e+00,7.04638305e-07,4.875e-16,8.882e-16
0.5200,19.477673,1.214950,19.423804,1.034418,1.596177,0.433716,1.836142,0.538658,-0.239593,1.35674926e-04,-2.74646851e-05,-4.16856163e-06,-5.58225871e-05,1.73222940e-05,2.43522583e-06,6.31971767e-01,9.32090294e-02,2.09120852e-02,2.99880037e+00,7.19091258e-07,1.683e-15,2.665e-15
0.5300,19.483627,1.237418,19.427745,1.053982,1.596228,0.433379,1.836169,0.649381,-0.323529,1.72188256e-04,-2.00557851e-05,-5.95859593e-07,-8.29870719e-05,1.28984417e-05,4.04199692e-07,6.31970437e-01,9.32064241e-02,2.09366972e-02,2.99878075e+00,7.37102860e-07,3.053e-16,8.882e-16
0.5400,19.489608,1.259890,19.431676,1.073548,1.596299,0.433051,1.836184,0.749628,-0.400956,2.08046421e-04,-9.58439668e-06,3.60255601e-06,-1.09751263e-04,6.55042409e-06,-2.03012827e-06,6.31974828e-01,9.32051750e-02,2.09316331e-02,2.99878236e+00,7.58272978e-07,5.031e-16,9.992e-16
0.5500,19.495614,1.282364,19.435597,1.093116,1.596388,0.432729,1.836189,0.828824,-0.465811,2.43106468e-04,2.33634704e-06,3.83589065e-06,-1.36010778e-04,-7.44763463e-07,-2.20610121e-06,6.31983833e-01,9.32050264e-02,2.09024952e-02,2.99880123e+00,7.78358490e-07,1.665e-16,1.332e-15
0.5600,19.501646,1.304841,19.439507,1.112686,1.596481,0.432408,1.836191,0.891976,-0.520968,2.77229675e-04,1.38786725e-05,-1.07316649e-07,-1.61662686e-04,-7.86884950e-06,4.34784784e-08,6.31993896e-01,9.32051460e-02,2.08675153e-02,2.99882437e+00,7.99421660e-07,3.886e-16,8.882e-16
0.5700,19.507704,1.327320,19.443406,1.132259,1.596572,0.432084,1.836194,0.959343,-0.578183,3.10282240e-04,2.32803853e-05,-3.87634251e-06,-1.86605846e-04,-1.37336895e-05,2.23620182e-06,6.32002999e-01,9.32050583e-02,2.08370990e-02,2.99884434e+00,8.17270426e-07,4.961e-16,8.882e-16
0.5800,19.513788,1.349803,19.447296,1.151833,1.596664,0.431760,1.836197,1.049263,-0.648253,3.42134732e-04,2.91133640e-05,-3.35831628e-06,-2.10741963e-04,-1.74478326e-05,1.97896218e-06,6.32012594e-01,9.32051001e-02,2.08038782e-02,2.99886640e+00,8.29614157e-07,1.277e-15,1.332e-15
0.5900,19.519898,1.372289,19.451174,1.171409,1.596769,0.431441,1.836191,1.162208,-0.731708,3.72661611e-04,3.04999886e-05,8.34060423e-07,-2.33976560e-04,-1.84523410e-05,-4.20640024e-07,6.32025438e-01,9.32059154e-02,2.07537938e-02,2.99890055e+00,8.41694310e-07,7.234e-16,2.665e-15
0.6000,19.526035,1.394777,19.455042,1.190988,1.596887,0.431128,1.836178,1.282782,-0.819770,4.01741967e-04,2.72452139e-05,4.08330499e-06,-2.56219198e-04,-1.66048038e-05,-2.31968016e-06,6.32041821e-01,9.32075697e-02,2.06854464e-02,2.99894780e+00,8.52471640e-07,3.209e-16,1.332e-15
0.6100,19.532197,1.417269,19.458900,1.210568,1.597005,0.430815,1.836165,1.396867,-0.904143,4.29261243e-04,1.98643187e-05,2.85234986e-06,-2.77383084e-04,-1.21990002e-05,-1.65057606e-06,6.32058429e-01,9.32092833e-02,2.06158917e-02,2.99899596e+00,8.63514945e-07,1.527e-16,2.220e-15
0.6200,19.538385,1.439763,19.462748,1.230150,1.597110,0.430494,1.836159,1.504943,-0.984801,4.55112564e-04,9.50181327e-06,-1.46562254e-06,-2.97384896e-04,-5.91796912e-06,8.28195814e-07,6.32071185e-01,9.32100966e-02,2.05660505e-02,2.99903007e+00,8.78787433e-07,2.134e-16,4.441e-16
0.6300,19.544599,1.462261,19.466585,1.249734,1.597197,0.430166,1.836165,1.617354,-1.067435,4.79196680e-04,-2.24617037e-06,-4.12232671e-06,-3.16145398e-04,1.27172098e-06,2.39103344e-06,6.32079049e-01,9.32097611e-02,2.05413107e-02,2.99904621e+00,8.93356957e-07,2.949e-16,4.441e-16
0.6400,19.550838,1.484761,19.470411,1.269320,1.597276,0.429834,1.836175,1.737451,-1.153808,5.01420989e-04,-1.35782518e-05,-2.23528081e-06,-3.33590558e-04,8.26828964e-06,1.34207843e-06,6.32084701e-01,9.32089031e-02,2.05280057e-02,2.99905414e+00,9.06122298e-07,4.996e-16,3.109e-15
0.6500,19.557104,1.507264,19.474227,1.288908,1.597358,0.429504,1.836183,1.851928,-1.236091,5.21699046e-04,-2.27643101e-05,2.08560107e-06,-3.49652327e-04,1.40033385e-05,-1.14485815e-06,6.32091469e-01,9.32083038e-02,2.05091010e-02,2.99906607e+00,9.17734882e-07,3.764e-16,2.665e-15
0.6600,19.563395,1.529769,19.478032,1.308498,1.597447,0.429177,1.836187,1.939715,-1.301868,5.39951386e-04,-2.84093455e-05,4.09630443e-06,-3.64268592e-04,1.76051755e-05,-2.33912714e-06,6.32099897e-01,9.32080943e-02,2.04817359e-02,2.99908403e+00,9.23843710e-07,1.324e-15,8.882e-16
0.6700,19.569712,1.552278,19.481827,1.328090,1.597533,0.428849,1.836193,1.990344,-1.344741,5.56107019e-04,-2.96647456e-05,1.62700217e-06,-3.77382711e-04,1.85316878e-05,-9.51155508e-07,6.32107678e-01,9.32077366e-02,2.04576404e-02,2.99909968e+00,9.27835390e-07,1.284e-16,5.551e-16
0.6800,19.576054,1.574789,19.485611,1.347684,1.597610,0.428516,1.836204,2.012314,-1.369321,5.70104198e-04,-2.63555681e-05,-2.57722458e-06,-3.88943438e-04,1.66520711e-05,1.47561688e-06,6.32112893e-01,9.32067823e-02,2.04465762e-02,2.99910602e+00,9.33180147e-07,2.220e-16,1.776e-15
0.6900,19.582422,1.597303,19.489385,1.367280,1.597683,0.428181,1.836217,2.022835,-1.385484,5.81889898e-04,-1.90050104e-05,-3.90732601e-06,-3.98905583e-04,1.22649170e-05,2.28064365e-06,6.32116882e-01,9.32055473e-02,2.04416559e-02,2.99910800e+00,9.38142045e-07,1.874e-16,4.441e-15
0.7000,19.588816,1.619819,19.493148,1.386879,1.597766,0.427850,1.836225,2.030427,-1.398321,5.91418832e-04,-8.75230787e-06,-9.42779451e-07,-4.07230895e-04,6.05045842e-06,6.02829952e-07,6.32123491e-01,9.32049359e-02,2.04231726e-02,2.99911974e+00,9.46255381e-07,1.249e-15,8.882e-16
0.7100,19.595235,1.642338,19.496900,1.406479,1.597868,0.427527,1.836221,2.029187,-1.404671,5.98653353e-04,2.82364309e-06,3.03250995e-06,-4.13888361e-04,-1.03497794e-06,-1.69918964e-06,6.32135434e-01,9.32055882e-02,2.03771946e-02,2.99915120e+00,9.56481434e-07,7.112e-16,2.220e-15
0.7200,19.601680,1.664861,19.500642,1.426081,1.597985,0.427211,1.836207,2.010285,-1.399592,6.03564589e-04,1.39477903e-05,3.66713490e-06,-4.18853732e-04,-7.90582993e-06,-2.10576844e-06,6.32151685e-01,9.32072653e-02,2.03089575e-02,2.99919869e+00,9.63858016e-07,7.477e-16,3.109e-15
0.7300,19.608150,1.687386,19.504374,1.445685,1.598106,0.426895,1.836191,1.977191,-1.385144,6.06133810e-04,2.29215792e-05,3.04700319e-07,-4.22108882e-04,-1.35132400e-05,-1.93974376e-07,6.32168675e-01,9.32091291e-02,2.02367413e-02,2.99924913e+00,9.70161527e-07,6.800e-16,2.220e-15
0.7400,19.614646,1.709914,19.508095,1.465290,1.598221,0.426576,1.836179,1.947079,-1.371331,6.06352734e-04,2.83823365e-05,-3.34004969e-06,-4.23641747e-04,-1.70051105e-05,1.92373282e-06,6.32183940e-01,9.32105971e-02,2.01732154e-02,2.99929340e+00,9.73929089e-07,1.041e-16,2.220e-16
0.7500,19.621168,1.732445,19.511806,1.484897,1.598333,0.426255,1.836169,1.936229,-1.367755,6.04222631e-04,2.95097199e-05,-3.28483388e-06,-4.23446939e-04,-1.78558920e-05,1.93331014e-06,6.32198240e-01,9.32118432e-02,2.01145865e-02,2.99933421e+00,9.74393560e-07,5.898e-16,1.776e-15
0.7600,19.627715,1.754979,19.515506,1.504507,1.598449,0.425936,1.836156,1.944857,-1.374787,5.99753316e-04,2.61484470e-05,3.69469731e-07,-4.21526350e-04,-1.59459788e-05,-1.52590596e-07,6.32213947e-01,9.32134204e-02,2.00488480e-02,2.99938013e+00,9.77226986e-07,7.425e-16,2.220e-16
0.7700,19.634288,1.777516,19.519196,1.524117,1.598573,0.425621,1.836139,1.957574,-1.383636,5.92963164e-04,1.88294435e-05,3.59375761e-06,-4.17889099e-04,-1.15783633e-05,-2.03394003e-06,6.32231600e-01,9.32154526e-02,1.99733277e-02,2.99943308e+00,9.82153633e-07,4.701e-16,4.441e-15
0.7800,19.640887,1.800056,19.522876,1.543730,1.598693,0.425305,1.836123,1.958721,-1.385111,5.83880086e-04,8.68654029e-06,2.87266561e-06,-4.12550856e-04,-5.43028234e-06,-1.65916825e-06,6.32248539e-01,9.32173133e-02,1.99016341e-02,2.99948329e+00,9.88732340e-07,5.239e-16,6.661e-16
0.7900,19.647511,1.822599,19.526544,1.563344,1.598798,0.424982,1.836117,1.945953,-1.377546,5.72542255e-04,-2.71873976e-06,-9.63081695e-07,-4.05533280e-04,1.55205476e-06,5.38005751e-07,6.32261201e-01,9.32181629e-02,1.98519442e-02,2.99951766e+00,9.99077486e-07,9.489e-16,3.997e-15
0.8000,19.654160,1.845144,19.530203,1.582960,1.598883,0.424651,1.836122,1.927811,-1.365607,5.58997601e-04,-1.36376624e-05,-3.69134225e-06,-3.96864138e-04,8.29898743e-06,2.13925732e-06,6.32268622e-01,9.32177718e-02,1.98291926e-02,2.99953258e+00,1.00843930e-06,6.072e-16,3.109e-15
