t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.5100,19.480432,1.225942,19.425574,1.044187,1.596310,0.433121,1.836272,0.592094,-0.276503,1.53719219e-04,-2.24021608e-05,-1.37997136e-06,-6.81014954e-05,1.42761426e-05,7.75011005e-07,6.31898029e-01,9.31964828e-02,2.09136707e-02,2.99889492e+00,5.70664255e-07,3.539e-16,2.665e-15
0.5200,19.486395,1.248413,19.429506,1.063753,1.596372,0.432789,1.836293,0.693742,-0.355049,1.89852086e-04,-1.40154562e-05,8.72638770e-07,-9.50391095e-05,9.29462935e-06,-4.49688609e-07,6.31899938e-01,9.31946480e-02,2.09216026e-02,2.99888719e+00,5.87942863e-07,1.306e-15,2.220e-15
0.5300,19.492384,1.270887,19.433428,1.083321,1.596449,0.432463,1.836305,0.782434,-0.425670,2.25259499e-04,-3.49356184e-06,2.16205398e-06,-1.21529451e-04,2.94157479e-06,-1.15448903e-06,6.31905757e-01,9.31937424e-02,2.09092153e-02,2.99889401e+00,6.06482030e-07,7.772e-16,2.220e-15
0.5400,19.498399,1.293364,19.437339,1.102891,1.596536,0.432140,1.836310,0.858436,-0.488735,2.59801069e-04,7.54668841e-06,1.09088690e-06,-1.47468820e-04,-3.80715998e-06,-5.75856392e-07,6.31914229e-01,9.31934758e-02,2.08828658e-02,2.99891087e+00,6.25026747e-07,3.521e-16,1.332e-15
0.5500,19.504440,1.315844,19.441239,1.122464,1.596627,0.431818,1.836313,0.931062,-0.549586,2.93340563e-04,1.74159303e-05,-1.14568225e-06,-1.72755347e-04,-9.91883401e-06,6.40367779e-07,6.31923704e-01,9.31934646e-02,2.08509517e-02,2.99893180e+00,6.42156164e-07,3.331e-16,2.665e-15
0.5600,19.510507,1.338326,19.445129,1.142038,1.596721,0.431495,1.836314,1.013276,-0.615565,3.25746191e-04,2.46105915e-05,-2.09319278e-06,-1.97289556e-04,-1.44619652e-05,1.15944256e-06,6.31933865e-01,9.31936332e-02,2.08151352e-02,2.99895561e+00,6.55630305e-07,7.529e-16,8.882e-16
0.5700,19.516600,1.360812,19.449009,1.161615,1.596822,0.431175,1.836311,1.111794,-0.690571,3.56890530e-04,2.80416258e-05,-7.31432263e-07,-2.20975136e-04,-1.67485097e-05,4.22306910e-07,6.31945685e-01,9.31942047e-02,2.07705469e-02,2.99898576e+00,6.66309779e-07,2.689e-16,8.882e-16
0.5800,19.522719,1.383300,19.452878,1.181193,1.596931,0.430858,1.836303,1.222804,-0.772671,3.86650805e-04,2.71991968e-05,1.42745982e-06,-2.43719467e-04,-1.64381338e-05,-7.52640711e-07,6.31959747e-01,9.31953104e-02,2.07143464e-02,2.99902425e+00,6.75914861e-07,1.606e-15,8.882e-16
0.5900,19.528864,1.405791,19.456737,1.200774,1.597044,0.430542,1.836293,1.337399,-0.857005,4.14909833e-04,2.22285423e-05,2.01770332e-06,-2.65433696e-04,-1.35886815e-05,-1.07800890e-06,6.31974858e-01,9.31966678e-02,2.06527200e-02,2.99906666e+00,6.85376043e-07,2.220e-16,1.776e-15
0.6000,19.535034,1.428286,19.460585,1.220356,1.597152,0.430224,1.836286,1.450453,-0.940604,4.41557127e-04,1.39055331e-05,4.12156629e-07,-2.86032684e-04,-8.64552265e-06,-2.07881022e-07,6.31988590e-01,9.31977071e-02,2.05981036e-02,2.99910409e+00,6.96634504e-07,4.181e-16,3.109e-15
0.6100,19.541231,1.450783,19.464423,1.239940,1.597249,0.429900,1.836285,1.563280,-1.023869,4.66489449e-04,3.51568874e-06,-1.61206354e-06,-3.05435262e-04,-2.37192569e-06,8.94893589e-07,6.31999245e-01,9.31980293e-02,2.05591818e-02,2.99913033e+00,7.09315449e-07,1.088e-15,1.776e-15
0.6200,19.547454,1.473283,19.468251,1.259526,1.597336,0.429572,1.836290,1.677649,-1.107362,4.89610625e-04,-7.34456744e-06,-1.84020076e-06,-3.23564913e-04,4.26860960e-06,1.02408541e-06,6.32007191e-01,9.31977171e-02,2.05341311e-02,2.99914666e+00,7.21202780e-07,1.270e-15,6.661e-16
0.6300,19.553702,1.495786,19.472068,1.279114,1.597420,0.429242,1.836297,1.788406,-1.187843,5.10831201e-04,-1.70134483e-05,-4.27191079e-08,-3.40350506e-04,1.02601062e-05,4.94606763e-08,6.32014187e-01,9.31971793e-02,2.05140423e-02,2.99915941e+00,7.31401697e-07,1.556e-15,4.441e-16
0.6400,19.559976,1.518292,19.475874,1.298704,1.597505,0.428913,1.836304,1.883554,-1.258348,5.30068639e-04,-2.40180831e-05,1.79584156e-06,-3.55726663e-04,1.46895179e-05,-9.52871242e-07,6.32021491e-01,9.31967100e-02,2.04925029e-02,2.99917318e+00,7.38471894e-07,2.776e-16,2.220e-15
0.6500,19.566276,1.540800,19.479670,1.318297,1.597589,0.428584,1.836310,1.952447,-1.312695,5.47248110e-04,-2.72986106e-05,1.66781554e-06,-3.69633699e-04,1.68860375e-05,-8.88386840e-07,6.32028820e-01,9.31962461e-02,2.04708855e-02,2.99918699e+00,7.42303781e-07,7.286e-16,1.776e-15
0.6600,19.572601,1.563311,19.483455,1.337891,1.597671,0.428253,1.836319,1.993757,-1.349871,5.62303283e-04,-2.63682653e-05,-2.65414496e-07,-3.82017544e-04,1.65228474e-05,1.60851753e-07,6.32035230e-01,9.31955711e-02,2.04538999e-02,2.99919751e+00,7.45361498e-07,2.776e-16,2.220e-15
0.6700,19.578952,1.585825,19.487230,1.357487,1.597749,0.427921,1.836329,2.015045,-1.373852,5.75176504e-04,-2.13855500e-05,-1.87340953e-06,-3.92829992e-04,1.36656809e-05,1.03867271e-06,6.32040841e-01,9.31947171e-02,2.04408404e-02,2.99920527e+00,7.48903795e-07,1.407e-15,8.882e-16
0.6800,19.585328,1.608341,19.490994,1.377085,1.597832,0.427589,1.836337,2.024713,-1.389251,5.85818428e-04,-1.31277742e-05,-1.40424578e-06,-4.02029261e-04,8.76101005e-06,7.88657384e-07,6.32047412e-01,9.31940975e-02,2.04227020e-02,2.99921670e+00,7.53911664e-07,2.724e-16,2.665e-15
0.6900,19.591731,1.630860,19.494747,1.396686,1.597925,0.427263,1.836338,2.025129,-1.397549,5.94187777e-04,-2.87005706e-06,6.06928964e-07,-4.09580422e-04,2.56615459e-06,-3.04008783e-07,6.32057030e-01,9.31942011e-02,2.03888465e-02,2.99923942e+00,7.60959958e-07,3.938e-16,3.109e-15
0.7000,19.598158,1.653382,19.498491,1.416288,1.598032,0.426942,1.836330,2.014024,-1.397802,6.00251736e-04,7.81160652e-06,1.94726731e-06,-4.15455391e-04,-3.96758034e-06,-1.03744436e-06,6.32070263e-01,9.31951622e-02,2.03363658e-02,2.99927552e+00,7.67883189e-07,5.846e-16,3.109e-15
0.7100,19.604612,1.675907,19.502223,1.435892,1.598147,0.426625,1.836318,1.991923,-1.390624,6.03986795e-04,1.72827269e-05,1.16059937e-06,-4.19632594e-04,-9.84076859e-06,-6.15084375e-07,6.32085738e-01,9.31966609e-02,2.02722500e-02,2.99932003e+00,7.73135617e-07,4.996e-16,3.553e-15
0.7200,19.611091,1.698435,19.505945,1.455498,1.598263,0.426307,1.836305,1.966656,-1.380601,6.05379344e-04,2.41005754e-05,-8.71018721e-07,-4.22096746e-04,-1.41585929e-05,4.89247798e-07,6.32101548e-01,9.31982504e-02,2.02062325e-02,2.99936598e+00,7.76393905e-07,1.178e-15,8.882e-16
0.7300,19.617596,1.720966,19.509657,1.475105,1.598379,0.425988,1.836292,1.949266,-1.374029,6.04425544e-04,2.72338138e-05,-1.91594347e-06,-4.22839027e-04,-1.62672448e-05,1.06251286e-06,6.32116945e-01,9.31997532e-02,2.01421778e-02,2.99941060e+00,7.77244744e-07,1.424e-15,1.110e-16
0.7400,19.624126,1.743500,19.513358,1.494714,1.598495,0.425669,1.836279,1.945175,-1.374064,6.01130773e-04,2.62181932e-05,-8.44203049e-07,-4.21857475e-04,-1.58531095e-05,4.84730733e-07,6.32132533e-01,9.32013051e-02,2.00771370e-02,2.99945597e+00,7.77657221e-07,4.441e-16,2.220e-15
0.7500,19.630682,1.766036,19.517049,1.514325,1.598614,0.425351,1.836265,1.949806,-1.378296,5.95509310e-04,2.12251247e-05,1.15090782e-06,-4.19157169e-04,-1.29894639e-05,-6.00744834e-07,6.32148844e-01,9.32030252e-02,2.00085353e-02,2.99950390e+00,7.79843506e-07,1.180e-16,4.441e-16
0.7600,19.637263,1.788576,19.520729,1.533938,1.598731,0.425034,1.836251,1.953186,-1.381214,5.87584602e-04,1.30331517e-05,1.88112562e-06,-4.14750000e-04,-8.12363289e-06,-1.00336911e-06,6.32164989e-01,9.32047014e-02,1.99409801e-02,2.99955107e+00,7.84101039e-07,1.665e-16,2.220e-16
0.7700,19.643870,1.811119,19.524399,1.553553,1.598841,0.424713,1.836242,1.948488,-1.378871,5.77389729e-04,2.90687512e-06,5.63227699e-07,-4.08654269e-04,-2.00694507e-06,-2.91020370e-07,6.32178961e-01,9.32058624e-02,1.98846833e-02,2.99959014e+00,7.90791684e-07,1.046e-15,2.220e-15
0.7800,19.650503,1.833664,19.528059,1.573169,1.598937,0.424387,1.836241,1.935538,-1.370844,5.64967395e-04,-7.59813993e-06,-1.34129012e-06,-4.00894520e-04,4.42132854e-06,7.46594317e-07,6.32189346e-01,9.32061758e-02,1.98468186e-02,2.99961593e+00,7.98642316e-07,1.665e-16,4.441e-16
0.7900,19.657161,1.856212,19.531708,1.592787,1.599022,0.424055,1.836246,1.916133,-1.357755,5.50369245e-04,-1.68744796e-05,-1.74649647e-06,-3.91501752e-04,1.01780551e-05,9.73365681e-07,6.32196623e-01,9.32057520e-02,1.98249724e-02,2.99963015e+00,8.05330887e-07,1.195e-15,2.220e-15
0.8000,19.663844,1.878763,19.535346,1.612407,1.599102,0.423723,1.836255,1.887130,-1.337570,5.33654971e-04,-2.35090641e-05,-2.26284258e-07,-3.80513708e-04,1.43863940e-05,1.50744839e-07,6.32202669e-01,9.32050298e-02,1.98096370e-02,2.99963963e+00,8.10679009e-07,6.939e-16,4.441e-16
