t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.1000,19.246548,0.251302,19.244367,0.195490,1.594150,0.448271,1.834693,-1.264131,0.943819,-3.54569948e-04,2.51702694e-05,6.66464156e-06,2.67475378e-04,-1.48993933e-05,-3.83096560e-06,6.32108810e-01,9.33408118e-02,1.96175260e-02,2.99977391e+00,0.00000000e+00,3.504e-16,3.997e-15
0.1100,19.251367,0.273657,19.248764,0.214945,1.594234,0.447954,1.834702,-1.403254,1.043926,-3.84417381e-04,3.25252169e-05,2.80826897e-06,2.90194569e-04,-1.95191322e-05,-1.62580265e-06,6.32116851e-01,9.33402901e-02,1.95958949e-02,2.99978708e+00,0.00000000e+00,1.648e-16,3.109e-15
0.1200,19.256213,0.296015,19.253151,0.234402,1.594302,0.447629,1.834721,-1.530694,1.136210,-4.12702167e-04,3.49256414e-05,-4.11703984e-06,3.11822189e-04,-2.11215639e-05,2.37932934e-06,6.32120594e-01,9.33387644e-02,1.95960920e-02,2.99978452e+00,0.00000000e+00,5.187e-16,3.109e-15
0.1300,19.261086,0.318375,19.257527,0.253861,1.594354,0.447298,1.834750,-1.619062,1.204654,-4.39310858e-04,3.20048898e-05,-6.50862777e-06,3.32273876e-04,-1.94606871e-05,3.78818598e-06,6.32119719e-01,9.33361549e-02,1.96198318e-02,2.99976496e+00,0.00000000e+00,7.806e-17,2.220e-15
0.1400,19.265986,0.340739,19.261893,0.273324,1.594404,0.446966,1.834780,-1.660619,1.244609,-4.64137517e-04,2.42106130e-05,-1.74092297e-06,3.51469354e-04,-1.47905072e-05,1.05437320e-06,6.32118509e-01,9.33334579e-02,1.96454965e-02,2.99974397e+00,0.00000000e+00,4.233e-16,4.885e-15
0.1500,19.270913,0.363105,19.266248,0.292789,1.594464,0.446640,1.834804,-1.676814,1.268406,-4.87084851e-04,1.27358663e-05,4.95217809e-06,3.69332332e-04,-7.82640296e-06,-2.82125444e-06,6.32120238e-01,9.33314364e-02,1.96565284e-02,2.99973343e+00,0.00000000e+00,7.650e-16,1.776e-15
0.1600,19.275867,0.385474,19.270593,0.312256,1.594526,0.446317,1.834826,-1.698191,1.293835,-5.08063269e-04,-6.62899612e-07,6.22311926e-06,3.85791602e-04,3.64902524e-07,-3.58448474e-06,6.32122825e-01,9.33296025e-02,1.96635197e-02,2.99972574e+00,0.00000000e+00,4.510e-16,7.772e-16
0.1700,19.280848,0.407846,19.274928,0.331726,1.594571,0.445987,1.834859,-1.736146,1.327765,-5.26989399e-04,-1.39338566e-05,6.76876937e-07,4.00782417e-04,8.52935344e-06,-3.97398801e-07,6.32120630e-01,9.33266379e-02,1.96950878e-02,2.99970026e+00,0.00000000e+00,1.249e-16,2.665e-15
0.1800,19.285855,0.430221,19.279251,0.351199,1.594586,0.445643,1.834910,-1.776675,1.362379,-5.43786192e-04,-2.50438514e-05,-5.59760610e-06,4.14246880e-04,1.54176617e-05,3.24185768e-06,6.32110509e-01,9.33218080e-02,1.97671924e-02,2.99964554e+00,0.00000000e+00,9.801e-16,4.441e-15
0.1900,19.290889,0.452597,19.283565,0.370674,1.594584,0.445293,1.834971,-1.801974,1.387538,-5.58384966e-04,-3.22905904e-05,-5.71195878e-06,4.26133142e-04,1.99759502e-05,3.33878027e-06,6.32095506e-01,9.33158252e-02,1.98644192e-02,2.99957272e+00,0.00000000e+00,2.776e-16,2.220e-15
0.2000,19.295950,0.474977,19.287867,0.390153,1.594587,0.444945,1.835029,-1.815181,1.405087,-5.70727608e-04,-3.45642514e-05,4.59470041e-07,4.36394480e-04,2.15064146e-05,-2.12948357e-07,6.32082091e-01,9.33102049e-02,1.99538482e-02,2.99950553e+00,0.00000000e+00,1.473e-15,5.329e-15
0.2100,19.301037,0.497358,19.292159,0.409634,1.594609,0.444607,1.835076,-1.840268,1.428892,-5.80766878e-04,-3.15174551e-05,6.14165845e-06,4.44989447e-04,1.97741448e-05,-3.51476272e-06,6.32073895e-01,9.33058018e-02,2.00168408e-02,2.99945733e+00,0.00000000e+00,9.315e-16,4.885e-15
0.2200,19.306151,0.519742,19.296440,0.429118,1.594641,0.444274,1.835116,-1.896661,1.470218,-5.88464814e-04,-2.36175565e-05,5.09659680e-06,4.51883102e-04,1.50437550e-05,-2.94246723e-06,6.32068704e-01,9.33021040e-02,2.00645110e-02,2.99942017e+00,0.00000000e+00,8.309e-16,1.776e-15
0.2300,19.311292,0.542129,19.300711,0.448605,1.594667,0.443938,1.835160,-1.976271,1.524390,-5.93791208e-04,-1.20742454e-05,-1.52855669e-06,4.57048138e-04,8.03948260e-06,8.75672892e-07,6.32061856e-01,9.32980252e-02,2.01205151e-02,2.99937708e+00,0.00000000e+00,6.349e-16,8.882e-16
0.2400,19.316459,0.564518,19.304971,0.468094,1.594684,0.443597,1.835209,-2.048393,1.573504,-5.96723967e-04,1.34555182e-06,-6.46082318e-06,4.60464825e-04,-1.65801090e-07,3.74855145e-06,6.32052172e-01,9.32932917e-02,2.01908276e-02,2.99932380e+00,0.00000000e+00,1.769e-16,1.332e-15
0.2500,19.321652,0.586910,19.309221,0.487587,1.594706,0.443257,1.835256,-2.087677,1.602573,-5.97251031e-04,1.45872989e-05,-4.28572648e-06,4.62120003e-04,-8.31554169e-06,2.52259911e-06,6.32043794e-01,9.32888729e-02,2.02543166e-02,2.99927550e+00,0.00000000e+00,1.185e-15,8.882e-16
0.2600,19.326873,0.609304,19.313460,0.507081,1.594750,0.442927,1.835289,-2.095341,1.611904,-5.95371710e-04,2.56227795e-05,2.60867620e-06,4.62006352e-04,-1.51623802e-05,-1.45667729e-06,6.32041833e-01,9.32859643e-02,2.02848805e-02,2.99925083e+00,0.00000000e+00,1.679e-15,2.220e-15
0.2700,19.332120,0.631701,19.317689,0.526579,1.594819,0.442609,1.835307,-2.091334,1.612745,-5.91095926e-04,3.27610367e-05,6.65346462e-06,4.60122888e-04,-1.96588584e-05,-3.82155690e-06,6.32046577e-01,9.32846334e-02,2.02810428e-02,2.99925085e+00,0.00000000e+00,4.319e-16,6.661e-16
0.2800,19.337394,0.654101,19.321907,0.546078,1.594893,0.442292,1.835321,-2.087061,1.611582,-5.84442051e-04,3.49083449e-05,3.40811998e-06,4.56476204e-04,-2.11170261e-05,-1.97630606e-06,6.32052659e-01,9.32836230e-02,2.02702533e-02,2.99925590e+00,0.00000000e+00,2.481e-16,3.109e-15
0.2900,19.342694,0.676504,19.326115,0.565581,1.594951,0.441968,1.835346,-2.069422,1.600845,-5.75435617e-04,3.17362911e-05,-3.56461587e-06,4.51081164e-04,-1.93133306e-05,2.05362306e-06,6.32054173e-01,9.32815479e-02,2.02827187e-02,2.99924432e+00,0.00000000e+00,1.126e-15,1.332e-15
0.3000,19.348021,0.698909,19.330312,0.585085,1.594989,0.441634,1.835382,-2.014242,1.566555,-5.64110155e-04,2.37315855e-05,-6.60995520e-06,4.43960267e-04,-1.45231990e-05,3.84482130e-06,6.32050253e-01,9.32782006e-02,2.03229565e-02,2.99921283e+00,0.00000000e+00,3.868e-16,1.332e-15
0.3100,19.353374,0.721317,19.334499,0.604593,1.595023,0.441298,1.835422,-1.914496,1.504631,-5.50509120e-04,1.21205034e-05,-2.38457613e-06,4.35142341e-04,-7.47962650e-06,1.43126357e-06,6.32045128e-01,9.32745667e-02,2.03694755e-02,2.99917682e+00,0.00000000e+00,1.665e-16,3.109e-15
0.3200,19.358754,0.743727,19.338676,0.624102,1.595066,0.440968,1.835455,-1.792107,1.427824,-5.34686670e-04,-1.31935094e-06,4.47302931e-06,4.24661878e-04,7.38714257e-07,-2.53769285e-06,6.32042744e-01,9.32715679e-02,2.04021714e-02,2.99915069e+00,0.00000000e+00,3.296e-16,1.332e-15
0.3300,19.364161,0.766141,19.342841,0.643615,1.595114,0.440640,1.835485,-1.679770,1.355297,-5.16706315e-04,-1.45306515e-05,6.43471503e-06,4.12559592e-04,8.87306044e-06,-3.70538352e-06,6.32041963e-01,9.32689391e-02,2.04268235e-02,2.99913028e+00,0.00000000e+00,1.769e-16,1.332e-15
0.3400,19.369594,0.788556,19.346997,0.663130,1.595150,0.440307,1.835523,-1.591876,1.295778,-4.96638800e-04,-2.54904213e-05,1.34712241e-06,3.98883368e-04,1.56779876e-05,-7.89946787e-07,6.32037703e-01,9.32654923e-02,2.04693610e-02,2.99909706e+00,0.00000000e+00,8.205e-16,4.441e-15
0.3500,19.375053,0.810975,19.351141,0.682647,1.595162,0.439963,1.835575,-1.515451,1.242137,-4.74561394e-04,-3.25195657e-05,-5.20437796e-06,3.83688330e-04,2.01122624e-05,3.00861122e-06,6.32026770e-01,9.32604815e-02,2.05460830e-02,2.99903938e+00,0.00000000e+00,8.309e-16,1.776e-15
0.3600,19.380538,0.833395,19.355275,0.702167,1.595160,0.439612,1.835635,-1.430061,1.182752,-4.50559179e-04,-3.45407687e-05,-6.02739265e-06,3.67035679e-04,2.14976845e-05,3.52087263e-06,6.32011962e-01,9.32545633e-02,2.06426962e-02,2.99896753e+00,0.00000000e+00,1.029e-15,2.220e-15
0.3700,19.386050,0.855818,19.359399,0.721690,1.595167,0.439266,1.835690,-1.334017,1.116661,-4.24726677e-04,-3.12444324e-05,-2.18402421e-07,3.48991298e-04,1.96222097e-05,1.84554259e-07,6.31999837e-01,9.32492772e-02,2.07255541e-02,2.99890558e+00,0.00000000e+00,2.949e-16,3.997e-15
0.3800,19.391588,0.878243,19.363511,0.741216,1.595199,0.438931,1.835730,-1.247563,1.055538,-3.97167715e-04,-2.31361982e-05,5.84534706e-06,3.29625363e-04,1.47723361e-05,-3.33829584e-06,6.31994491e-01,9.32455873e-02,2.07735178e-02,2.99886861e+00,0.00000000e+00,5.412e-16,3.997e-15
0.3900,19.397152,0.900670,19.367614,0.760744,1.595249,0.438603,1.835759,-1.189424,1.010226,-3.67993276e-04,-1.14586531e-05,5.50686229e-06,3.09013100e-04,7.68987936e-06,-3.18092684e-06,6.31994011e-01,9.32430515e-02,2.07962368e-02,2.99884974e+00,0.00000000e+00,7.373e-16,8.882e-16
0.4000,19.402743,0.923101,19.371705,0.780275,1.595299,0.438274,1.835788,-1.152672,0.976742,-3.37319233e-04,1.99984915e-06,-8.62465555e-07,2.87235571e-04,-5.40939439e-07,4.83792191e-07,6.31993372e-01,9.32404961e-02,2.08193959e-02,2.99883065e+00,0.00000000e+00,1.665e-16,3.997e-15
0.4100,19.408360,0.945534,19.375786,0.799808,1.595342,0.437940,1.835821,-1.107044,0.937476,-3.05265896e-04,1.51790078e-05,-6.27055483e-06,2.64379323e-04,-8.65951648e-06,3.63313182e-06,6.31990468e-01,9.32374282e-02,2.08537873e-02,2.99880365e+00,0.00000000e+00,2.805e-15,2.220e-15
0.4200,19.414003,0.967969,19.379857,0.819344,1.595389,0.437606,1.835852,-1.026012,0.876809,-2.71959275e-04,2.60611659e-05,-4.78058137e-06,2.40535007e-04,-1.54225301e-05,2.81006316e-06,6.31988585e-01,9.32346158e-02,2.08825912e-02,2.99878073e+00,0.00000000e+00,2.776e-16,2.665e-15
0.4300,19.419672,0.990407,19.383917,0.838882,1.595457,0.437282,1.835869,-0.909922,0.794611,-2.37532019e-04,3.29795229e-05,1.97155128e-06,2.15796160e-04,-1.97948449e-05,-1.08211129e-06,6.31992583e-01,9.32331955e-02,2.08809200e-02,2.99877961e+00,0.00000000e+00,3.782e-16,8.882e-16
0.4400,19.425368,1.012848,19.387967,0.858422,1.595548,0.436968,1.835873,-0.780765,0.703418,-2.02122341e-04,3.48736259e-05,6.57315537e-06,1.90259172e-04,-2.11078018e-05,-3.77123753e-06,6.32003005e-01,9.32332938e-02,2.08460275e-02,2.99880225e+00,0.00000000e+00,5.707e-16,7.105e-15
0.4500,19.431090,1.035292,19.392006,0.877964,1.595645,0.436655,1.835873,-0.655154,0.612892,-1.65871439e-04,3.14527632e-05,3.97250052e-06,1.64024103e-04,-1.91608523e-05,-2.30561854e-06,6.32014685e-01,9.32336978e-02,2.08044994e-02,2.99882969e+00,0.00000000e+00,6.297e-16,2.665e-15
0.4600,19.436839,1.057739,19.396035,0.897509,1.595724,0.436333,1.835884,-0.525670,0.518944,-1.28921598e-04,2.32411476e-05,-2.97534614e-06,1.37195074e-04,-1.42517765e-05,1.70605480e-06,6.32021487e-01,9.32329657e-02,2.07878661e-02,2.99883941e+00,0.00000000e+00,3.175e-16,8.882e-16
0.4700,19.442613,1.080189,19.400053,0.917055,1.595781,0.436001,1.835908,-0.371222,0.409560,-9.14164412e-05,1.14972431e-05,-6.64285659e-06,1.09879361e-04,-7.13139211e-06,3.86046366e-06,6.32022129e-01,9.32307926e-02,2.08027677e-02,2.99882662e+00,0.00000000e+00,6.228e-16,4.441e-15
0.4800,19.448414,1.102641,19.404061,0.936604,1.595832,0.435665,1.835937,-0.184756,0.280790,-5.35024635e-05,-1.97998144e-06,-3.00364066e-06,8.21857311e-05,1.11063379e-06,1.79294068e-06,6.32020842e-01,9.32281661e-02,2.08276096e-02,2.99880672e+00,0.00000000e+00,1.422e-16,2.220e-15
0.4900,19.454241,1.125096,19.408058,0.956156,1.595891,0.435335,1.835960,0.012689,0.144970,-1.53296123e-05,-1.51270831e-05,3.94731876e-06,5.42233412e-05,9.21220970e-06,-2.22696808e-06,6.32022245e-01,9.32261684e-02,2.08387234e-02,2.99879660e+00,0.00000000e+00,4.441e-16,9.992e-16
0.5000,19.460094,1.147553,19.412045,0.975710,1.595960,0.435009,1.835977,0.187925,0.021627,2.29502562e-05,-2.59316106e-05,6.57937128e-06,2.61018911e-05,1.59324259e-05,-3.78668000e-06,6.32026151e-01,9.32247581e-02,2.08370143e-02,2.99879563e+00,0.00000000e+00,4.857e-16,2.220e-15
0.5100,19.465973,1.170013,19.416021,0.995266,1.596021,0.434679,1.835998,0.325044,-0.079573,6.11858764e-05,-3.27392868e-05,2.00317262e-06,-2.06767244e-06,2.02422620e-05,-1.17406271e-06,6.32028018e-01,9.32228735e-02,2.08457028e-02,2.99878726e+00,0.00000000e+00,3.331e-16,8.882e-16
0.5200,19.471878,1.192476,19.419987,1.014824,1.596063,0.434339,1.836031,0.437027,-0.165735,9.92278181e-05,-3.45069806e-05,-4.75739572e-06,-3.01732139e-05,2.14823836e-05,2.74321832e-06,6.32024513e-01,9.32197352e-02,2.08818298e-02,2.99875933e+00,0.00000000e+00,5.655e-16,2.665e-15
0.5300,19.477809,1.214941,19.423942,1.034385,1.596095,0.433994,1.836071,0.547601,-0.250406,1.36927667e-04,-3.09631340e-05,-6.28051517e-06,-5.81026910e-05,1.94635754e-05,3.66536815e-06,6.32017992e-01,9.32158977e-02,2.09332821e-02,2.99872053e+00,0.00000000e+00,8.171e-16,8.882e-16
0.5400,19.483766,1.237409,19.427886,1.053948,1.596139,0.433654,1.836103,0.663764,-0.337690,1.74136637e-04,-2.26503343e-05,-8.94179674e-07,-8.57457627e-05,1.44949868e-05,5.80125646e-07,6.32014855e-01,9.32128646e-02,2.09671490e-02,2.99869434e+00,0.00000000e+00,5.482e-16,1.776e-15
0.5500,19.489749,1.259879,19.431820,1.073513,1.596211,0.433326,1.836117,0.769291,-0.418323,2.10705769e-04,-1.08424273e-05,5.48827524e-06,-1.12994443e-04,7.33665917e-06,-3.12611145e-06,6.32019432e-01,9.32116559e-02,2.09610689e-02,2.99869669e+00,0.00000000e+00,1.782e-15,2.220e-15
0.5600,19.495758,1.282352,19.435744,1.093081,1.596305,0.433007,1.836119,0.846073,-0.481870,2.46488184e-04,2.65136373e-06,5.85991746e-06,-1.39742535e-04,-9.16233609e-07,-3.38533749e-06,6.32029980e-01,9.32118673e-02,2.09239131e-02,2.99872130e+00,0.00000000e+00,1.277e-15,1.332e-15
0.5700,19.501793,1.304828,19.439656,1.112651,1.596402,0.432688,1.836118,0.899247,-0.531294,2.81341622e-04,1.57644417e-05,-1.87474121e-07,-1.65884906e-04,-9.00035656e-06,8.68376978e-08,6.32041061e-01,9.32122248e-02,2.08835921e-02,2.99874827e+00,0.00000000e+00,1.665e-16,1.332e-15
0.5800,19.507853,1.327307,19.443559,1.132222,1.596491,0.432363,1.836123,0.957646,-0.583351,3.15129214e-04,2.64893683e-05,-6.01523442e-06,-1.91317793e-04,-1.56775819e-05,3.47903972e-06,6.32049623e-01,9.32120102e-02,2.08558163e-02,2.99876641e+00,0.00000000e+00,1.018e-15,2.220e-16
0.5900,19.513940,1.349788,19.447451,1.151796,1.596580,0.432037,1.836128,1.048061,-0.653783,3.47718374e-04,3.31844042e-05,-5.22577797e-06,-2.15940213e-04,-1.99251817e-05,3.06769428e-06,6.32058082e-01,9.32117869e-02,2.08282581e-02,2.99878446e+00,0.00000000e+00,1.041e-16,3.109e-15
0.6000,19.520053,1.372273,19.451332,1.171372,1.596685,0.431718,1.836122,1.170591,-0.742935,3.78979736e-04,3.48240888e-05,1.31409608e-06,-2.39655301e-04,-2.10930096e-05,-6.95773435e-07,6.32071073e-01,9.32126384e-02,2.07772356e-02,2.99881933e+00,0.00000000e+00,8.153e-17,5.551e-16
0.6100,19.526192,1.394761,19.455203,1.190949,1.596810,0.431408,1.836105,1.301338,-0.837098,4.08787980e-04,3.11564128e-05,6.42480757e-06,-2.62370498e-04,-1.90029289e-05,-3.68042193e-06,6.32089513e-01,9.32147775e-02,2.06981494e-02,2.99887429e+00,0.00000000e+00,2.394e-16,3.553e-15
0.6200,19.532356,1.417251,19.459064,1.210529,1.596938,0.431099,1.836086,1.418988,-0.923786,4.37024249e-04,2.27423716e-05,4.49581697e-06,-2.83996779e-04,-1.39753783e-05,-2.61010791e-06,6.32108630e-01,9.32170821e-02,2.06155569e-02,2.99893183e+00,0.00000000e+00,2.550e-16,4.885e-15
0.6300,19.538547,1.439745,19.462914,1.230110,1.597046,0.430780,1.836078,1.525975,-1.004079,4.63578056e-04,1.08707874e-05,-2.35508193e-06,-3.04448156e-04,-6.77978176e-06,1.34044501e-06,6.32122263e-01,9.32181027e-02,2.05610705e-02,2.99896930e+00,0.00000000e+00,1.051e-15,1.776e-15
0.6400,19.544764,1.462242,19.466754,1.249693,1.597128,0.430449,1.836086,1.641274,-1.088661,4.88347050e-04,-2.63936442e-06,-6.60672556e-06,-3.23642421e-04,1.48301313e-06,3.83505238e-06,6.32128850e-01,9.32174681e-02,2.05427296e-02,2.99898091e+00,0.00000000e+00,3.244e-16,1.332e-15
0.6500,19.551006,1.484741,19.470583,1.269278,1.597201,0.430114,1.836101,1.773363,-1.182267,5.11235316e-04,-1.57185289e-05,-3.59142072e-06,-3.41502723e-04,9.54851610e-06,2.13565092e-06,6.32132650e-01,9.32161748e-02,2.05387929e-02,2.99898218e+00,0.00000000e+00,3.886e-16,1.332e-15
0.6600,19.557274,1.507243,19.474402,1.288866,1.597281,0.429783,1.836110,1.903935,-1.274150,5.32152406e-04,-2.63641257e-05,3.38078736e-06,-3.57958643e-04,1.61817207e-05,-1.89228405e-06,6.32138924e-01,9.32154582e-02,2.05223183e-02,2.99899239e+00,0.00000000e+00,3.799e-16,2.220e-15
0.6700,19.563568,1.529747,19.478210,1.308455,1.597374,0.429458,1.836112,2.001249,-1.345670,5.51014476e-04,-3.29467818e-05,6.65589181e-06,-3.72945988e-04,2.03665007e-05,-3.82738498e-06,6.32148392e-01,9.32154906e-02,2.04895558e-02,2.99901424e+00,0.00000000e+00,1.665e-16,2.665e-15
0.6800,19.569887,1.552255,19.482008,1.328047,1.597463,0.429132,1.836116,2.049455,-1.387257,5.67746553e-04,-3.44588432e-05,2.63854552e-06,-3.86405892e-04,2.14619115e-05,-1.54551578e-06,6.32156999e-01,9.32153244e-02,2.04611624e-02,2.99903299e+00,0.00000000e+00,1.232e-16,3.997e-15
0.6900,19.576232,1.574765,19.485795,1.347640,1.597536,0.428797,1.836129,2.062491,-1.406650,5.82283698e-04,-3.06682245e-05,-4.26095211e-06,-3.98284535e-04,1.93006484e-05,2.44865196e-06,6.32161171e-01,9.32141229e-02,2.04553639e-02,2.99903559e+00,0.00000000e+00,1.665e-16,2.220e-15
0.7000,19.582603,1.597278,19.489571,1.367236,1.597600,0.428458,1.836148,2.067794,-1.419664,5.94570064e-04,-2.21545495e-05,-6.46833559e-06,-4.08534078e-04,1.42142162e-05,3.77087492e-06,6.32162648e-01,9.32122959e-02,2.04632259e-02,2.99902845e+00,0.00000000e+00,8.188e-16,8.882e-16
0.7100,19.588999,1.619793,19.493337,1.386833,1.597676,0.428123,1.836160,2.077830,-1.433721,6.04557153e-04,-1.02213887e-05,-1.56046766e-06,-4.17114015e-04,6.98144608e-06,9.69704521e-07,6.32167454e-01,9.32112599e-02,2.04538714e-02,2.99903368e+00,0.00000000e+00,4.163e-16,7.772e-16
0.7200,19.595421,1.642312,19.497092,1.406433,1.597780,0.427802,1.836154,2.080395,-1.442040,6.12203468e-04,3.30306938e-06,5.07454457e-06,-4.23991645e-04,-1.29095002e-06,-2.88030497e-06,6.32179994e-01,9.32120523e-02,2.04046933e-02,2.99906748e+00,0.00000000e+00,6.939e-17,4.885e-15
0.7300,19.601868,1.664833,19.500837,1.426034,1.597907,0.427489,1.836135,2.057716,-1.434505,6.17476237e-04,1.63467264e-05,6.15250336e-06,-4.29141272e-04,-9.33725768e-06,-3.55334510e-06,6.32198641e-01,9.32142939e-02,2.03240116e-02,2.99912392e+00,0.00000000e+00,3.105e-16,1.776e-15
0.7400,19.608341,1.687357,19.504572,1.445637,1.598035,0.427177,1.836115,2.012480,-1.412720,6.20353591e-04,2.69118729e-05,4.89816881e-07,-4.32543104e-04,-1.59258112e-05,-3.10785308e-07,6.32217593e-01,9.32166218e-02,2.02415564e-02,2.99918174e+00,0.00000000e+00,8.882e-16,3.109e-15
0.7500,19.614840,1.709884,19.508296,1.465242,1.598151,0.426857,1.836103,1.971192,-1.392117,6.20825058e-04,3.33812716e-05,-5.69711802e-06,-4.34183115e-04,-2.00474410e-05,3.28807896e-06,6.32232939e-01,9.32181132e-02,2.01773864e-02,2.99922655e+00,0.00000000e+00,6.661e-16,1.332e-15
0.7600,19.621364,1.732414,19.512009,1.484849,1.598259,0.426534,1.836095,1.960221,-1.388197,6.18890041e-04,3.47649933e-05,-5.61631917e-06,-4.34054046e-04,-2.10705795e-05,3.29289021e-06,6.32246318e-01,9.32191478e-02,2.01232217e-02,2.99926421e+00,0.00000000e+00,6.540e-16,2.220e-15
0.7700,19.627914,1.754948,19.515712,1.504457,1.598377,0.426215,1.836081,1.980008,-1.401510,6.14556084e-04,3.08511213e-05,6.43492538e-07,-4.32156461e-04,-1.88386018e-05,-3.01651533e-07,6.32262248e-01,9.32207822e-02,2.00561028e-02,2.99931119e+00,0.00000000e+00,5.534e-16,3.109e-15
0.7800,19.634490,1.777484,19.519405,1.524067,1.598509,0.425904,1.836058,2.005294,-1.417555,6.07838908e-04,2.22382308e-05,6.21030228e-06,-4.28498695e-04,-1.36937803e-05,-3.54995587e-06,6.32282184e-01,9.32233554e-02,1.99687099e-02,2.99937274e+00,0.00000000e+00,4.614e-16,1.776e-15
0.7900,19.641091,1.800023,19.523087,1.543679,1.598640,0.425593,1.836036,2.010992,-1.421632,5.98764140e-04,1.02446393e-05,4.97296221e-06,-4.23095750e-04,-6.42421164e-06,-2.88641399e-06,6.32301972e-01,9.32258894e-02,1.98822973e-02,2.99943361e+00,0.00000000e+00,3.296e-16,1.332e-15
0.8000,19.647718,1.822565,19.526759,1.563293,1.598748,0.425271,1.836028,1.995605,-1.412507,5.87368730e-04,-3.29268473e-06,-1.70995498e-06,-4.15968339e-04,1.85741231e-06,9.60792926e-07,6.32315638e-01,9.32269777e-02,1.98273252e-02,2.99947184e+00,0.00000000e+00,7.581e-16,4.885e-15
