root,path,size_bytes,mtime,ext,ephemeral,sha256
A,__pycache__/F3R2_V5_NATIVE_LOOP1_IMPORT_ATTACH_ONLY.cpython-313.pyc,68151,1786468980,.pyc,True,DFF1C6CB0D06836F41AF57A741D0C89CFDD56E4136EDDEBA08554A1089C79029
A,__pycache__/F3R2_V5_NATIVE_LOOP2_MOTION_ROBOTICS_ATTACH_ONLY.cpython-313.pyc,182951,1786302076,.pyc,True,
A,__pycache__/F3R2_V5_NATIVE_LOOP3_RELEASE_EVIDENCE_ATTACH_ONLY.cpython-313.pyc,110929,1786303175,.pyc,True,
A,structure/ASSEMBLY_GROUND.md,7393,1786115253,.md,False,7CC23ECC8072C86756038A9E5BBB4E531CBADE434FF43F3A7421D18D0579AC23
A,structure/ASSEMBLY_ONORBIT.md,7226,1786115253,.md,False,5F7C23136AA54F7E5390517B05D619F034FAF461B8C7B6F99E3D90CA0FA036A4
A,structure/BOM_12U.yaml,14652,1786115253,.yaml,False,
A,structure/DOC_ACQUISITION.md,6989,1786115253,.md,False,
A,structure/INTERFACE_ARM_BUS.yaml,6542,1786115253,.yaml,False,6CB7C4A3FF4F898F702A87B5E0C5142E02A2791A9DD254513FDBEEE60EC6BDA8
A,structure/LOAD_PATH.md,5766,1786115253,.md,False,
A,structure/MASS_BUDGET.md,4574,1786115253,.md,False,9DF4B5836C6ED70C5432C761B628AFC3FB510786D50063993DECC12D30687393
A,structure/STRUCTURE_DELTA.md,18971,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/01_PROJECT_OVERVIEW.md,11815,1786115253,.md,False,A373F13A9D47A433F0B670140CDE4AAB621A70E07D5207E36890A70DF5CF9F28
A,PROJECT_ONBOARDING_PACKAGE/02_SPACECRAFT_ARCHITECTURE.md,15411,1786115253,.md,False,998C06E67ADAAAB1E43952B7E0BB7D8CA3E499936F34E87A3C885D2C915DA672
A,PROJECT_ONBOARDING_PACKAGE/03_B601_MANIPULATOR.md,12448,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/04_B51_STATUS.md,10863,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/05_NEXT_PHASE_PLAN.md,17981,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/06_TEAM_TASK_ASSIGNMENT.md,14809,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/07_ENGINEERING_RULES.md,13775,1786115253,.md,False,62634585CCC3A47C31A18003FA1E01ED2710B73BB1BD8E273F2C773F9E84071E
A,PROJECT_ONBOARDING_PACKAGE/NEW_MEMBER_BRIEFING.md,7187,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/PROJECT_ARCHITECTURE.svg,15292,1786115253,.svg,False,
A,PROJECT_ONBOARDING_PACKAGE/PROJECT_ROADMAP.svg,12183,1786115253,.svg,False,
A,PROJECT_ONBOARDING_PACKAGE/PROJECT_TIMELINE.md,16843,1786115253,.md,False,
A,PROJECT_ONBOARDING_PACKAGE/PROJECT_TRUTH_INDEX.json,29465,1786115253,.json,False,E348749B952527E9FD220A9D28C7C4BC3B2EB4BA8B39AF170FC34E820EE0836B
A,PROJECT_ONBOARDING_PACKAGE/README_NEW_MEMBER.md,5628,1786115253,.md,False,AA9FF833C3E9DB04AC7B9B66A27BBB9102935570EBE57E68C38414C513385D13
A,knowledge/B_assets_and_conventions.md,7682,1786115253,.md,False,
A,knowledge/B_cubesat_structure_practice.md,9968,1786115253,.md,False,E812555A9C487B3EB05C095634C4D3962CDD0A52B262F28EE28CA8AAB520770B
A,B51R1_PHASE1_START_PACKAGE/B51R1_PHASE1_AUTHORIZATION.yaml,1593,1786115253,.yaml,False,378B4F01D14C4E532C0C248D6BA345DD497DD520436F27D1C3F584D13A272112
A,B51R1_PHASE1_START_PACKAGE/CODEX_B51R1_PHASE1_EXECUTION_PROMPT.md,12612,1786115253,.md,False,
A,B51R1_PHASE1_START_PACKAGE/README.md,367,1786115253,.md,False,18CEE0A52F8C1C97863EB67121CBE36A3C3E946CEAC623E0394AADD080CA7B4F
A,90_competition_closeout/20260827_current_state_audit,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/00_READ_FIRST.md,6846,1787770585,.md,False,B5BAF9A6B08CEC99627AFA60BD31AEC21F30FCC5CDF1F758500ED83A927BB971
A,90_competition_closeout/20260827_current_state_audit/01_REPOSITORY_AND_SECURITY_SNAPSHOT.json,6604,1787770020,.json,False,924739F14E0C5CA766A708D49EA61AF843605CFA4D8A6E980CC1A5B0A29EB0F7
A,90_competition_closeout/20260827_current_state_audit/02_CURRENT_AUTHORITY_SELECTION.json,24272,1787770182,.json,False,B2FADF0BC501F43F4B2177E6FB2BD0CE083184E081D285B0EBAB2FBE49B86213
A,90_competition_closeout/20260827_current_state_audit/03_CURRENT_GATE_MATRIX.csv,159108,1787769952,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/04_COMPETITION_REQUIREMENTS_MATRIX.csv,6603,1787770663,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/05_RESEARCH_GAP_MATRIX.csv,50023,1787770860,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/06_CLAIM_EVIDENCE_MATRIX.csv,21878,1787771007,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/07_NEGATIVE_RESULT_REGISTER.csv,46295,1787769952,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/08_FORMAL_RELEASE_BLOCKERS.csv,19893,1787769952,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/09_COMPETITION_DECISION_MEMO.md,30712,1787770152,.md,False,DA179BF726FED1152FAFA56719B997E870E9BCF3A04B3948A4F190043921B491
A,90_competition_closeout/20260827_current_state_audit/10_FIVE_DAY_CLOSEOUT_PLAN.md,10666,1787770223,.md,False,
A,90_competition_closeout/20260827_current_state_audit/11_OWNER_ACTIONS_REQUIRED.md,4963,1787770258,.md,False,BF515A11259B8FECD73C4B0F12EA92558AC528384154B1A2918BC87B63DB666D
A,90_competition_closeout/20260827_current_state_audit/12_SUBMISSION_PACKAGE_CHECKLIST.md,5533,1787770308,.md,False,5F51F23AE2860286E2C2F68D7F4F4D0B1E39F6F7DA7CCDA9E48288CCA6C27A78
A,90_competition_closeout/20260827_current_state_audit/13_TITLE_AND_CLAIM_CEILING.md,5944,1787770349,.md,False,7EAAF566CDCCEC869D9889D593C236F937DCADFA4F1F4F389EDDF660F86D75FF
A,90_competition_closeout/20260827_current_state_audit/14_CURRENT_STATE_DELTA_20260827.md,10954,1787770425,.md,False,8E42B97C325D6FED92BED8C6AC0FDB65584E3E29530B98E3B1D18921D00CE0EE
A,90_competition_closeout/20260827_current_state_audit/15_SOURCE_AND_HASH_MANIFEST.csv,49457,1787769952,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/DELIVERABLE_SHA256.csv,1557,1787771137,.csv,False,4740917EAE46D89B12601A9A04A69051B11E2377C4C73818B317B49B6E4AAA05
A,90_competition_closeout/20260827_current_state_audit/fragments,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/compdeliv,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/ctrl,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/dyn,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/embodied,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/mech,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/memory,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/sim13,-1,,(dir),False,
A,90_competition_closeout/20260827_current_state_audit/fragments/syn_a_selfcheck.txt,3367,1787770092,.txt,False,6D026C9ECBFA3719B01C81B01C1B67770902076011266DC0E0082624635140B7
A,90_competition_closeout/20260827_current_state_audit/fragments/syn_b_selfcheck.txt,4701,1787771077,.txt,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/syn_c_selfcheck.txt,5289,1787770595,.txt,False,B85971FDB4BFA7EF30FFF5FBAC6AFEC6A35689A33613529AF69D4C30E96389C7
A,90_competition_closeout/20260827_current_state_audit/fragments/sim13/blockers.csv,5650,1787768637,.csv,False,F330211E889F2A6530DCF8F1826EA0107071928B83C0DAD05AAA2D83DEB20F85
A,90_competition_closeout/20260827_current_state_audit/fragments/sim13/findings.md,17040,1787769096,.md,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/sim13/gate_rows.csv,29292,1787768417,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/sim13/hashes.csv,14513,1787768919,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/sim13/negatives.csv,7387,1787768555,.csv,False,A29E8B4E128A649425BAABAF5D7BC8C254EF98B9317A0EAA88690DADF83E7D06
A,90_competition_closeout/20260827_current_state_audit/fragments/memory/blockers.csv,5778,1787767924,.csv,False,AE369B2E7C7E010215549D9AAA8611B97048686D3A4785258084989A867CA572
A,90_competition_closeout/20260827_current_state_audit/fragments/memory/findings.md,14594,1787768189,.md,False,E6D48A6F5C39D00A8C75804FD6ADB56552424CA6EBC4F63F12C57CE65EFCAEF5
A,90_competition_closeout/20260827_current_state_audit/fragments/memory/gate_rows.csv,24522,1787767787,.csv,False,820090815F5619476B9D9F15DB0733D1F5235541EF5A58806CCD3773716E4355
A,90_competition_closeout/20260827_current_state_audit/fragments/memory/hashes.csv,7180,1787768042,.csv,False,2EE5FE3707A99AB1660ABB9DE557CFB826C780D2ED0EDE6020B52112F06D5E20
A,90_competition_closeout/20260827_current_state_audit/fragments/memory/negatives.csv,5028,1787767924,.csv,False,479441AF204D9C0AB0C6889498EE2BFBFCFA276AE785C30E7B1CF344A7D6D867
A,90_competition_closeout/20260827_current_state_audit/fragments/mech/blockers.csv,7002,1787768398,.csv,False,3DBC89A45FFB10D0D92A04E400C80A80DD13D295B957A25B43930294F4DFC48F
A,90_competition_closeout/20260827_current_state_audit/fragments/mech/findings.md,11614,1787768549,.md,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/mech/gate_rows.csv,35541,1787768238,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/mech/hashes.csv,13192,1787767960,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/mech/negatives.csv,10352,1787768398,.csv,False,7EC9B409DA3B3D34A7CC73EB793A97919645A4138DDF57966E4054D2CEEB1A51
A,90_competition_closeout/20260827_current_state_audit/fragments/embodied/blockers.csv,5791,1787768499,.csv,False,F6C1B92AD66FB06CA699743BEA98D996A09A336F4339DFDD48A92CBCBCB2A9D7
A,90_competition_closeout/20260827_current_state_audit/fragments/embodied/findings.md,15210,1787768810,.md,False,948C49E9B4EABA5BC5870FD0AFCE7188DE4A950163920C4FEFA701A4ACC1FA37
A,90_competition_closeout/20260827_current_state_audit/fragments/embodied/gate_rows.csv,19349,1787768289,.csv,False,BD50AA429311B38CBF3D6682051604F1544EBEEC5E1BAF7CAA10AF96F220E74E
A,90_competition_closeout/20260827_current_state_audit/fragments/embodied/hashes.csv,8365,1787768639,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/embodied/negatives.csv,5337,1787768400,.csv,False,3B4876EB7EC5EBB59F377184A75CE249A611D486FED26DD043480FE8B83C544D
A,90_competition_closeout/20260827_current_state_audit/fragments/dyn/blockers.csv,5139,1787769299,.csv,False,3E5FCC8122C13CE0D127E0F297D99119DEA04FC66B9EFA8DE92BDB3F4F5F41DB
A,90_competition_closeout/20260827_current_state_audit/fragments/dyn/findings.md,13942,1787769479,.md,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/dyn/gate_rows.csv,23436,1787769122,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/dyn/hashes.csv,9638,1787769396,.csv,False,0D6E4E492E15B0A3AC559C5A0BBDCD134C3E7F2BEF050E7E666D273A8A428056
A,90_competition_closeout/20260827_current_state_audit/fragments/dyn/negatives.csv,6511,1787769206,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/ctrl/blockers.csv,6157,1787767625,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/ctrl/findings.md,14888,1787767864,.md,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/ctrl/gate_rows.csv,21403,1787767367,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/ctrl/hashes.csv,6982,1787767720,.csv,False,FE9BAE1D395EDA242DC543CA63B9E0DF7700C9979F0DD9AAE3C8784DCBE82A36
A,90_competition_closeout/20260827_current_state_audit/fragments/ctrl/negatives.csv,10116,1787767523,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/compdeliv/blockers.csv,3643,1787769156,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/compdeliv/findings.md,15629,1787769292,.md,False,6AE1BA74EEFB121ECA6A240EF7CA45B43293A65CD50B3755E934FF2A0E70EA7E
A,90_competition_closeout/20260827_current_state_audit/fragments/compdeliv/gate_rows.csv,13867,1787769050,.csv,False,
A,90_competition_closeout/20260827_current_state_audit/fragments/compdeliv/hashes.csv,5735,1787768946,.csv,False,9E0340915B4B87C490F58A38EFA6A7FA4FCD7DF9E9DEE9EEC49D92A5FFB16B28
A,90_competition_closeout/20260827_current_state_audit/fragments/compdeliv/negatives.csv,3758,1787769156,.csv,False,610D56EC0254E0949A7ED06DE3B984AB2892F9DEB8681190D834354728E49E0E
A,80_third_party/external,-1,,(dir),False,
A,80_third_party/README.md,486,1786115253,.md,False,C7749E1254BC60A7977CA05F407BD3C380AA78646E6A6BB5DC95B460A48F0E92
A,80_third_party/vendor,-1,,(dir),False,
A,80_third_party/vendor/astrobee,-1,,(dir),False,
A,80_third_party/vendor/basilisk,-1,,(dir),False,
A,80_third_party/vendor/chrono,-1,,(dir),False,
A,80_third_party/vendor/EXUDYN,-1,,(dir),False,
A,80_third_party/vendor/openpi,-1,,(dir),False,
A,80_third_party/vendor/openvla,-1,,(dir),False,
A,80_third_party/vendor/reBot-DevArm,-1,,(dir),False,
A,80_third_party/vendor/SpaceDyn,-1,,(dir),False,
A,80_third_party/vendor/space_robotics_bench,-1,,(dir),False,
A,80_third_party/vendor/SPART,-1,,(dir),False,
A,80_third_party/vendor/SPART/.git,-1,,(dir),False,
A,80_third_party/vendor/SPART/AUTHORS.md,149,1784566012,.md,False,4DBB300C825239CF904947ABEF946D9C69562CDF9A693F232B0326B146226E37
A,80_third_party/vendor/SPART/docs,-1,,(dir),False,
A,80_third_party/vendor/SPART/examples,-1,,(dir),False,
A,80_third_party/vendor/SPART/LICENSE.md,7799,1784566012,.md,False,1FC50BFB435349B98981B8C37FD539DBFD44BA17F8BF7030C1E7F3D378682261
A,80_third_party/vendor/SPART/README.md,2022,1784566012,.md,False,66EE7560E6EC6ECC213A1C8AE1B575D3AED5888D951191C5AB4DA054E03F1A72
A,80_third_party/vendor/SPART/SPART2path.m,494,1784566012,.m,False,89DD55ADFA2BB1CD33B4C6D7ED3B0AC2464A6DAA645AA0C5199C5EF847D3F46C
A,80_third_party/vendor/SPART/src,-1,,(dir),False,
A,80_third_party/vendor/SPART/tests,-1,,(dir),False,
A,80_third_party/vendor/SPART/URDF_models,-1,,(dir),False,
A,80_third_party/vendor/SPART/URDF_models/kuka_iiwa.urdf,11589,1784566012,.urdf,False,90A2D7DFCD0DF2915BA53911F66EE780CA1DF70B3998813F5E1BA492269074E6
A,80_third_party/vendor/SPART/URDF_models/kuka_lwr.urdf,10874,1784566012,.urdf,False,62F17199FF17256DC472DC7957E1F930D488F2C4433E9F69C416F2ADEDE033CE
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa,-1,,(dir),False,
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr,-1,,(dir),False,
A,80_third_party/vendor/SPART/URDF_models/README.md,578,1784566012,.md,False,CF38AE38F02DA6B8D179902C699DDBECBEF0572F756B2EEB1C99872DE5E45F23
A,80_third_party/vendor/SPART/URDF_models/SC_3DoF.urdf,4572,1784566012,.urdf,False,C3CE918E83DEF7847DCC48AE416F4EF4331C9BC323C462857F8B6CDD2F3F4B53
A,80_third_party/vendor/SPART/URDF_models/Simple_Spacecraft.urdf,2769,1784566012,.urdf,False,0C4FFE1FD3A28FC408150917EBF2C58EDA934BB658D58174108E3E9401E64F07
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_base.dae,66816,1784566012,.dae,False,2227BA313C25EEC52A27C76ABB21C92FA066CDA60487A7323D56476355987AD9
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_base.stl,28884,1784566012,.stl,False,E27AD52EDF2CEA4D19D7B0BE8BF0AE592BD364674359C9F1BC005F756F1D7ED0
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_flanche.dae,21220,1784566012,.dae,False,CB3BD91B88E9B1BAD0CF309ECD42066EB3B292698CDD83EC6449C0142452A596
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_flanche.stl,4784,1784566012,.stl,False,4E4739C0103A65165E604A0EF2BDDBB1123298C8279CE292968F6A3D060911A1
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_flanche_angle.dae,13051,1784566012,.dae,False,E030E24ADAEDAB6E9B2D6104C2B1E1751AD89EF6B5D3595B79717226ED3C1637
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_flanche_angle.stl,7084,1784566012,.stl,False,6D52070D18A43B8796D65729E3E1E7924BD9CCA6FFB84693B98DFBB279DE35B9
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_segment_a.dae,180525,1784566012,.dae,False,821B658109FF8AB834E3ADDD5F347823578A45F0A631908745A6215ADA5D90CA
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_segment_a.stl,76884,1784566012,.stl,False,A43AD2A1DFFF92CE97E15CE0F9DE7B2899B87D9BBEFAC7B31C2DF5445CFA6AA9
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_segment_b.dae,180396,1784566012,.dae,False,ED138F51B50FA02931A0C86396D93C988A90145A0E0A5F77A8AF1ECABE69B909
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_segment_b.stl,76884,1784566012,.stl,False,4ABE8590D07EC7BD9BBCDB79CD704AB50F3CFD0455403093DD852D405AC9F94C
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_segment_last.dae,121316,1784566012,.dae,False,18A0D615678C736B070D99422A5B610070B3DE7AB338302FE2132146D8513E8D
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_segment_last.stl,51284,1784566012,.stl,False,4457BEC526BE3B3A10337E76178DB8B9709A7A26913D2BCD93527BE7A2D6EEB5
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_wrist.dae,129888,1784566012,.dae,False,1F73E42C420D2FBF84C1A58CAB098656E9ACCB8047B6018E007A48C65039EF06
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/arm_wrist.stl,55284,1784566012,.stl,False,B2942CB2EE7C52AB28B256A6D0AD807A808A204020CC60FCD55BDAFDA47B3CB9
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex,-1,,(dir),False,
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/COPYRIGHT,489,1784566012,,False,E3222A82A00CBBECFBBB1141E6D05087A869E9244A632C7B64051F7B68D1B7DA
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_base_convex.stl,2284,1784566012,.stl,False,F65031A86DBC524B2B28B8969B4C0679672D917C8AAD8D9B9C86967053E7BC98
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_flanche_angle_convex.stl,4184,1784566012,.stl,False,1A6E9A18E29906E6DDA4F183FE04567EFAA07061D24C9C0D7FBF193E77742A5A
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_flanche_convex.stl,2284,1784566012,.stl,False,E4A59D7560C1E92F2CCE4069F37E286FAECD3089922E47C8642642010ED5896C
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_segment_a_convex.stl,4884,1784566012,.stl,False,8B0FD0E93DED1B3F92662A0BD64A33AC2AAB066AE96ADC58512C6A9745D90359
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_segment_b_convex.stl,4484,1784566012,.stl,False,1D05362B263DD262DA0B87108E5DF58CD1843FFDB4AAE854307EEB43215B1BF4
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_segment_last_convex.stl,5984,1784566012,.stl,False,3A4DCFF783B8513D29E0C777CA82FEAB45315048A2CBCD557E078296EEF316C0
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/arm_wrist_convex.stl,4784,1784566012,.stl,False,3B9EA0F6F48451567E5C85D19DCF39AF41A997FB7C4DEC8FF6556832AAEB2300
A,80_third_party/vendor/SPART/URDF_models/meshes_kuka_lwr/convex/README,174,1784566012,,False,3C70862F2FD8B15FF2116B0325F614C3BD4F1EA0934282C849FAA5479CB5B01B
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_0.stl,151984,1784566012,.stl,False,541E131185C398BA4562F94DDF988EC349CF50B78C07DDEF0BCE22B55F0292D3
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_1.stl,138034,1784566012,.stl,False,9539F9491E1ABF7C01E8ABAE5EABA878771E4A3ADA41E76EBEB39CCE922D2818
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_2.stl,72534,1784566012,.stl,False,75D61826AA89DE769935EAFCA2DA207D51F5B0E72DBD52758E46BA6835E9206E
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_3.stl,96984,1784566012,.stl,False,88AA914D0396E8EC0B744C98F71264062E5A3D8C5EEDCD0F6C124C7C5CE2545B
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_4.stl,77434,1784566012,.stl,False,505815A8EE3175103E748566AD3257E77ABD9823055898147493D4D20946FAF8
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_5.stl,67984,1784566012,.stl,False,E26C3CBEFA46E24ED02CC0DFE86BC7C89E53675623F8FEE007D7860A48D2FA80
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_6.stl,57934,1784566012,.stl,False,F29869219BDF92A0BAC2004AAAB5EC22E645FEDFB0FC5D4776B663FAB1B22F37
A,80_third_party/vendor/SPART/URDF_models/meshes_iiwa/link_7.stl,75684,1784566012,.stl,False,13A2C25BA8A1AE6B6D5D1C13B6F58BB8CE76CE5B61403698DDC9281EDC139645
A,80_third_party/vendor/SPART/tests/CompareTest.m,2078,1784566012,.m,False,42EF970E1793E600AAC8D786D1F51BE47DDAFC84F4B847C3715B30C751478E92
