native_path,native_sha256,quantity,instance_ids,representation_role,purchasing_ready
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\RB_pillar_tierod_0_38847f34_service_solid.SLDPRT,3e2ffecc885fb395c6d899ce0c9e35ed0ffbe7285a0bb93ec396924de0634cf6,4,RB_pillar_tierod_0;RB_pillar_tierod_1;RB_pillar_tierod_2;RB_pillar_tierod_3,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\RB_pillar_top_washer_0_77701d87_service_solid.SLDPRT,df9a70cbdfa195f474fc120b610186affd1d08180424e7f8bb8b2a3c50961ec7,8,RB_pillar_top_washer_0;RB_pillar_bottom_washer_0;RB_pillar_top_washer_1;RB_pillar_bottom_washer_1;RB_pillar_top_washer_2;RB_pillar_bottom_washer_2;RB_pillar_top_washer_3;RB_pillar_bottom_washer_3,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\RB_pillar_nut_0_eb2715d1_service_solid.SLDPRT,6dfe0e5a0f82d24166b5a6e0246bd637db383237cfd8ab761fdf98e68ed82c26,4,RB_pillar_nut_0;RB_pillar_nut_1;RB_pillar_nut_2;RB_pillar_nut_3,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\RB_lower_spacer_1_ae9035a4_service_solid.SLDPRT,3e078d63aa839e100042a99c9b0e1a356323bf53f6403561f71053639f1d4a98,1,RB_lower_spacer_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\RB_lower_spacer_2_5571bd20_service_solid.SLDPRT,994983b22cbcc161ee39cc9a4fcf7ab01358b435805ea3facca14c390c3832e0,1,RB_lower_spacer_2,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\RB_lower_spacer_3_39c65c11_service_solid.SLDPRT,a7fabea49a8bc85c02ff6c0adf42a1f932b491dcbb053745c1c251612a982e2c,1,RB_lower_spacer_3,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\WP01-MT-M3RA-REUSED_d558d304_service_solid.SLDPRT,3f6652a8bc7a78f7b5edf45efce59ba195e756fa8de43488a09a2da190c2438c,1,WP01-MT-M3RA-REUSED,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\WP01-MT-M3RB-REUSED_ea12cf19_service_solid.SLDPRT,fc291d92aa4876b9087056841ef774c4f91cb43d6582a9cad3e3e495b6723f27,1,WP01-MT-M3RB-REUSED,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\M6_top_washer_-70_-70_cbcae58a_service_solid.SLDPRT,dcad5515b6293a7b1e92230ac30a2c2cba5dfa6653a308c5fb610f749c910005,8,M6_top_washer_-70_-70;M6_bottom_washer_-70_-70;M6_top_washer_70_-70;M6_bottom_washer_70_-70;M6_top_washer_-70_70;M6_bottom_washer_-70_70;M6_top_washer_70_70;M6_bottom_washer_70_70,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\M6_root_bolt_-70_-70_f3e95990_service_solid.SLDPRT,61714eb3db9588d24d470d294bfb3d4f08e17ef6c486bee11c279c3007973f8c,4,M6_root_bolt_-70_-70;M6_root_bolt_70_-70;M6_root_bolt_-70_70;M6_root_bolt_70_70,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\M6_root_nut_-70_-70_4a3604da_service_solid.SLDPRT,dcbdd152872c82000835dbd14da4d2fbc90009ed8af9fc07e2ea424116f1c5fb,4,M6_root_nut_-70_-70;M6_root_nut_70_-70;M6_root_nut_-70_70;M6_root_nut_70_70,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\M5_interstage_bolt_0_ba0b4e21_service_solid.SLDPRT,533ddf5e6b104fdb74656aba2bda3a02f02226dc9a8e87c908eff81699c401f2,8,M5_interstage_bolt_0;M5_interstage_bolt_1;M5_interstage_bolt_2;M5_interstage_bolt_3;M5_interstage_bolt_4;M5_interstage_bolt_5;M5_interstage_bolt_6;M5_interstage_bolt_7,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\M5_top_washer_0_0fdce4bc_service_solid.SLDPRT,2e86ab0a9570c4143e5bc8ae6ec5663b59344b00a63494eec4819380d3a0a612,16,M5_top_washer_0;M5_bottom_washer_0;M5_top_washer_1;M5_bottom_washer_1;M5_top_washer_2;M5_bottom_washer_2;M5_top_washer_3;M5_bottom_washer_3;M5_top_washer_4;M5_bottom_washer_4;M5_top_washer_5;M5_bottom_washer_5;M5_top_washer_6;M5_bottom_washer_6;M5_top_washer_7;M5_bottom_washer_7,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\M5_interstage_nut_0_c1648ed0_service_solid.SLDPRT,07ba6770c57bdf6bffc4e8ef75bac81df26a22442885ac5d53a1e7f32bb77c32,8,M5_interstage_nut_0;M5_interstage_nut_1;M5_interstage_nut_2;M5_interstage_nut_3;M5_interstage_nut_4;M5_interstage_nut_5;M5_interstage_nut_6;M5_interstage_nut_7,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\shear_web_-1.SLDPRT,51afccdc539e6494d1c5287e23b607925e54c101589064c8d643cd17093073e7,1,shear_web_-1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_clip_-1_-150_-94_9d0ea8d9_service_solid.SLDPRT,a692c29d7674f98908b4039e6869d21a771f426d1d0320c064cff1a349c9ae4f,20,shear_clip_-1_-150_-94;shear_clip_-1_-150_94;shear_clip_-1_-90_-94;shear_clip_-1_-90_94;shear_clip_-1_-30_-94;shear_clip_-1_-30_94;shear_clip_-1_30_-94;shear_clip_-1_30_94;shear_clip_-1_90_-94;shear_clip_-1_90_94;shear_clip_1_-150_-94;shear_clip_1_-150_94;shear_clip_1_-90_-94;shear_clip_1_-90_94;shear_clip_1_-30_-94;shear_clip_1_-30_94;shear_clip_1_30_-94;shear_clip_1_30_94;shear_clip_1_90_-94;shear_clip_1_90_94,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_-150_-94_f3ffb386_service_solid.SLDPRT,b8b32d84e4b4549b1c68606297a57085ea020219bac40e3bc7942729020aca70,1,shear_rail_screw_-1_-150_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_-150_-94_4d2c9ef1_service_solid.SLDPRT,2684a40dfcdca7455003ca9e7ec2916edabcb81e4aab00f7d658c1a916612f27,1,shear_web_screw_-1_-150_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_-150_94_fd9c1344_service_solid.SLDPRT,ce314ddbe716535730d79c6f4e9d79d31e5712a94899d75731ab0c8eb21f0f6c,1,shear_rail_screw_-1_-150_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_-150_94_1df655c5_service_solid.SLDPRT,be8e9159f7f9c412f1ba99db33427fc18012e065c8bb7037b4b74c6efedf9fbf,1,shear_web_screw_-1_-150_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_-90_-94_09f64b48_service_solid.SLDPRT,bbd8c7e5ea4ea628f646bf822bc9a48b6e03fa6e9c73c6e0658e1af7ecd46280,1,shear_rail_screw_-1_-90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_-90_-94_533dc239_service_solid.SLDPRT,2ae73740ac513bd518049eafd59dffa434fb694c2171f6502600144d87524ed6,1,shear_web_screw_-1_-90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_-90_94_c53cc374_service_solid.SLDPRT,9bd2db9d4d9a98b5b497e3d1daeabdae1918ee14ead28a43143da0d91cb60a2f,1,shear_rail_screw_-1_-90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_-90_94_5247c511_service_solid.SLDPRT,b61b1174fcbfa8ad59f64846e5192c68e1b0759fe8f2e731ecf3dd6a540ea864,1,shear_web_screw_-1_-90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_-30_-94_78a4a296_service_solid.SLDPRT,dba0249d8c452d2be68b210c0b8eaa986ac6c0b2d006ffd62b1311d0cdb3d638,1,shear_rail_screw_-1_-30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_-30_-94_f2b7336c_service_solid.SLDPRT,f8a4737183a512714f4eb9e6102e59f01355a3be211706a89d7d7d99e54c6d14,1,shear_web_screw_-1_-30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_-30_94_4cb25040_service_solid.SLDPRT,384e5e42550f2c89cf702a05f5b697d51b80a38a8b68440812c32cce355b52ae,1,shear_rail_screw_-1_-30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_-30_94_510e3547_service_solid.SLDPRT,d820f7766db9b7fe03b055271dac6fe6fb322753bfc700e54320597c5e689716,1,shear_web_screw_-1_-30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_30_-94_66a00963_service_solid.SLDPRT,77431d2a2e6d4077be570ea0ca32c39e8cd56ae41b0d5590dac3c57e6dd7013a,1,shear_rail_screw_-1_30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_30_-94_cd6cfbb3_service_solid.SLDPRT,68c3326d9c01be788f33b004bd92696603763575bd90ea92e748d4d167d11ea2,1,shear_web_screw_-1_30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_30_94_31c1f0b4_service_solid.SLDPRT,d60cf0784a02a1184e56efcf0492b07679f90807c62ad8a3775c0b8f4aea3d05,1,shear_rail_screw_-1_30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_30_94_a3168afa_service_solid.SLDPRT,98ff732659e511e9866ffa542b0516719494dac2c255700d965227c9bc1c547c,1,shear_web_screw_-1_30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_90_-94_06927696_service_solid.SLDPRT,c0bc898676b5b9606c73c65694ed8ea8fe0f0577d7705f533afc0df0b0e9d5b5,1,shear_rail_screw_-1_90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_90_-94_3f81af5c_service_solid.SLDPRT,7437bd66b50db681ff8d243977087b3b98fef7e7396ec68e73402f9d003dfb27,1,shear_web_screw_-1_90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_90_94_9b86d0e3_service_solid.SLDPRT,7d9e63c6833bb907b1f395c8ad748c4b4c6142f75a95e94ef0b35a9fa172eb93,1,shear_rail_screw_-1_90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_-1_90_94_7b118ce5_service_solid.SLDPRT,18b39df9b096a00d72f450a1e460ef665020420cdb695ea06e51d164f3f2fd09,1,shear_web_screw_-1_90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\shear_clip_-1_150_-94.SLDPRT,a5baef332aef7ca9e2b88c30aab7f1d1f4a1ae693c9cb2314d3e8a5771b7b78a,1,shear_clip_-1_150_-94,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_150_-94_2bce4db3_service_solid.SLDPRT,b82170c63afd7ca8b9c0ffc4da9c135ee18be53ce4762ec9e4b036e2087c506a,1,shear_rail_screw_-1_150_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\shear_clip_-1_150_94.SLDPRT,477fe1c7504410a6abfade057bd09becb256b11d1f887dbc04e1bf799bbd30d0,1,shear_clip_-1_150_94,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_-1_150_94_0eca1974_service_solid.SLDPRT,fbb4c3f4fc5fa1f5697e78c64954caca23fa4c29f835c9db404231d6f12f371d,1,shear_rail_screw_-1_150_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\access_cover_-1_a077b3da_service_solid.SLDPRT,e6874642e8f7dca563c4cdcaf73f0cbbbbb08fd032221d6687f3ec693771e0fc,2,access_cover_-1;access_cover_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\cover_mount_-1_-150_-75_6e535d57_service_solid.SLDPRT,edf3553d7d9f9b90dfcd7aeaf298744ddc0a3dc39c7c8e5ae7460f96b155c315,12,cover_mount_-1_-150_-75;cover_mount_-1_-150_75;cover_mount_-1_0_-75;cover_mount_-1_0_75;cover_mount_-1_150_-75;cover_mount_-1_150_75;cover_mount_1_-150_-75;cover_mount_1_-150_75;cover_mount_1_0_-75;cover_mount_1_0_75;cover_mount_1_150_-75;cover_mount_1_150_75,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp06_side_joint_20260907_0233\native\parts\shear_web_1.SLDPRT,7650f973cc9179fd7d16a7498be5f472ff27cdb84efbb185abc069dafd8e949f,1,shear_web_1,PHYSICAL_GEOMETRY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_-150_-94_6cf9bd33_service_solid.SLDPRT,28ae98a7201dcba7c596eb2b53163c827033fe64cefda0d6c5cf97ca57127876,1,shear_rail_screw_1_-150_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_-150_-94_bc783a39_service_solid.SLDPRT,ff066526f3fe4e482c42105079184bc55b390eda5c5e9cf97711e2f905e633c1,1,shear_web_screw_1_-150_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_-150_94_f3a9fc13_service_solid.SLDPRT,ce0f0b0b505d3362eed3bc4913a9ce0596a36b6db6e6425e19cc85d95f0be730,1,shear_rail_screw_1_-150_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_-150_94_f7968efa_service_solid.SLDPRT,c0e94d6d37c37f6bc83cff8da92dab9cc713c3acb79ad4be62705578cfb75caf,1,shear_web_screw_1_-150_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_-90_-94_bba0f9c3_service_solid.SLDPRT,52e7008a081b7e460d324431bfe8a15997183623c78132f2add7737628bd0717,1,shear_rail_screw_1_-90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_-90_-94_4da29135_service_solid.SLDPRT,0b4d0bd00951e88dea10a06f1ca1b1ed0658716e4cccc45342e5369f4677709f,1,shear_web_screw_1_-90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_-90_94_4ae0abd8_service_solid.SLDPRT,3e52ba2b8c9a4d2ded7c1aa356cf6a47adeb3f2502e849f5a07cd29bde60d60a,1,shear_rail_screw_1_-90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_-90_94_cbcfec39_service_solid.SLDPRT,08ec8667fd18dabf68518e2c780a37f4daadba7c12f3b82931770f57b0844de6,1,shear_web_screw_1_-90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_-30_-94_d88abaa7_service_solid.SLDPRT,d46dd88bd1dfcd2762e6008a6d82364a1f315120b866de363c0a05d075a55afc,1,shear_rail_screw_1_-30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_-30_-94_0761ab2f_service_solid.SLDPRT,c0e5b13cb7cd333ac80f1ecc6fab8d5110165e920c3df9a54213eb9e7d2b920e,1,shear_web_screw_1_-30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_-30_94_98128b5c_service_solid.SLDPRT,a3355b849fc3381a0b699fa25c47e58ea1bcfcc61a747da5585112f036931166,1,shear_rail_screw_1_-30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_-30_94_8cd01ca4_service_solid.SLDPRT,8ae411f391335c9614caabb2fce05fe5a4a653674e4f00e19b10c58774048ab0,1,shear_web_screw_1_-30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_30_-94_062a8810_service_solid.SLDPRT,c8b19908c4647440445ad33df788071ac0eb86b4f7fa53ffb6846619187bc2eb,1,shear_rail_screw_1_30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_30_-94_d3dc2868_service_solid.SLDPRT,33f8aad5d1331555dcb1c32aa87b881496540313f4f281149e6d9438a55725ab,1,shear_web_screw_1_30_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_30_94_ef24d1d8_service_solid.SLDPRT,1dd76cea872702b856aee9ea7462bccfc944b5121451d8bd65cd9b682eb780a5,1,shear_rail_screw_1_30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_30_94_536793c9_service_solid.SLDPRT,57be18867ae1ac42d930bbe00aa0315beb4d339ec9c6d9ea49adf0517e25480d,1,shear_web_screw_1_30_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_90_-94_6c2efd28_service_solid.SLDPRT,8cc4c26cc42786432af010a79a14df136d950566e653064a243492ca3121f8e1,1,shear_rail_screw_1_90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_90_-94_07b519d2_service_solid.SLDPRT,fb10989ed9d10a924066410b67e2dc08245c09493e43356de543868100db7834,1,shear_web_screw_1_90_-94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_rail_screw_1_90_94_3ce1dffd_service_solid.SLDPRT,ae0261f0fcf52b84709aa508c642335514f6cc3e30da64e677819a5196322167,1,shear_rail_screw_1_90_94,SIMPLIFIED_PROXY,False
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\parts\shear_web_screw_1_90_94_9c3c7d51_service_solid.SLDPRT,a6f6ccf0bb2cbf17eade8de0afd6fd1ef33f5ee0c3b2da1cfdf145eea83dbb19,1,shear_web_screw_1_90_94,SIMPLIFIED_PROXY,False
