sample_index,t_s,base_x_m,base_y_m,base_z_m,base_q_w,base_q_x,base_q_y,base_q_z,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_attitude_deviation_deg,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,momentum_residual_norm_S,authority_class,attached_target_propagated,released_for_mission_gate
15,0.15,6.95226324821087e-07,-4.701840503626275e-07,-4.793528629119262e-08,0.999999994790245,2.3246049697527514e-05,-9.918010714262672e-05,6.514404856204918e-06,0.002663727077991607,-0.011365220470251559,0.0007462316233369966,0.011697048065921525,1.3728284246057804e-05,-9.235383655900652e-06,-9.462807244885733e-07,0.0009145280889013119,-0.0038994484589946156,0.000258094181502497,1.5533466535371496e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
16,0.16,8.416608594545865e-07,-5.685797952759435e-07,-5.7998474257427606e-08,0.999999992378653,2.8119462848118366e-05,-0.00011995711650255523,7.891777562175755e-06,0.0032221446756660406,-0.013746098452724021,0.0009039445813088726,0.01414762350425609,1.557703464301873e-05,-1.0455788110067745e-05,-1.0730440377465015e-06,0.0010360138122763858,-0.004416302110450626,0.00029323736005594964,1.1432623054525194e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
17,0.17,1.0071591293473713e-06,-6.795212875090131e-07,-6.935797651207778e-08,0.9999999891095988,3.3617871709345054e-05,-0.0001433922124128002,9.450636587334788e-06,0.0038521691611899628,-0.01643157362580577,0.0010824108198060325,0.016911789599979198,1.7540863176250252e-05,-1.1744494008903762e-05,-1.2074819151387633e-06,0.0011645120216548146,-0.004962606095892216,0.00033069511803312683,3.63652463854581e-19,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
18,0.18,1.192875385130931e-06,-8.036843998948013e-07,-8.208792478147975e-08,0.9999999847587584,3.977612033832159e-05,-0.0001696314939607087,1.1202658804941006e-05,0.004557790078157498,-0.01943838849130995,0.0012829570104263871,0.020006807809467342,1.962043579705074e-05,-1.3100119542462445e-05,-1.3495909755201313e-06,0.0012999359813312072,-0.005537899682073247,0.0003705102805611393,2.06338060464679e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
19,0.19,1.3999718277718064e-06,-9.417310098777899e-07,-9.626199727270493e-08,0.999999979061846,4.662862574191431e-05,-0.00019881876131911644,1.3159754695477333e-05,0.005342947419226485,-0.0227830222623923,0.0015069345569575085,0.023449674643460934,2.1816665433630797e-05,-1.4521256903464748e-05,-1.499380668980856e-06,0.001442201687371648,-0.006141724024403232,0.000412733487456613,3.743344406512835e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
20,0.2,1.6296211205559704e-06,-1.0943087287702864e-06,-1.1195349258715936e-07,0.9999999717105323,5.42093916758141e-05,-0.00023109552513271266,1.533410799375833e-05,0.006211533134226219,-0.026481691957165772,0.0017557239281393757,0.027257123032595882,2.4130718954501704e-05,-1.600647135005474e-05,-1.6568739278131173e-06,0.0015912279435774956,-0.006773622141465343,0.00045742341368129483,7.073328658197187e-19,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
21,0.21,1.8830089679412383e-06,-1.2620506215053749e-06,-1.2923540624449526e-07,0.9999999623482486,6.255202280393584e-05,-0.00026660101577113585,1.7738216389896804e-05,0.007167392674500258,-0.030550353478880524,0.0020307391045949084,0.03144562409061637,2.6564023452377086e-05,-1.755430035220735e-05,-1.8221078364389659e-06,0.0017469364332503223,-0.0074331388873928655,0.0005046469674920599,7.022053328771452e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
22,0.22,2.161336754443463e-06,-1.4455749176864121e-06,-1.4818050974525274e-07,0.9999999505658866,7.168973919528265e-05,-0.0003054721924385586,2.038493317229761e-05,0.00821432657052692,-0.03500470268090086,0.0023334321275437424,0.0360313888244126,2.91182718652059e-05,-1.916325281945338e-05,-1.995134324495624e-06,0.0019092517870372423,-0.00811982092189938,0.0005544794667801208,1.069276356779196e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
23,0.23,2.465824236722283e-06,-1.6454847147329753e-06,-1.688614321006502e-07,0.9999999358974044,8.165539113541277e-05,-0.0003478437521295235,2.3287509700846897e-05,0.009356092039824675,-0.03986017641586841,0.0026652977368918315,0.041030370217316696,3.1795427950738726e-05,-2.083180840765967e-05,-2.1760208871346355e-06,0.00207810164712859,-0.008833216677765071,0.0006070047940870927,2.4839604757062454e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
24,0.24,2.797712282032195e-06,-1.8623676739231695e-06,-1.9135074375794218e-07,0.9999999178153509,9.248147422964673e-05,-0.00039384813842079043,2.6459638598465326e-05,0.010596404622115772,-0.045131953567817615,0.003027878086267185,0.04645826441778023,3.459773063082203e-05,-2.255841690267994e-05,-2.364851336482092e-06,0.0022534167280718895,-0.009572876325590174,0.0006623155307785177,6.443995082770204e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
25,0.25,3.1582656462286743e-06,-2.096795710127385e-06,-2.15721042853497e-07,0.999999895726313,0.00010420014477551421,-0.0004436155500883107,2.991549754967079e-05,0.011938939838730898,-0.05083495606632733,0.0034227675226051195,0.05233051330393667,3.7527697721397275e-05,-2.4341497678778132e-05,-2.5617265880301284e-06,0.002435130874457143,-0.010338351735635559,0.0007205130708483282,4.184462096789412e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
26,0.26,3.5487757894611476e-06,-2.3493246752400296e-06,-2.4204504408447104e-07,0.9999998689663027,0.00011684323541587048,-0.0004972739495093302,3.366979367022606e-05,0.013387334877091525,-0.05698384987805247,0.003851617426507613,0.05866230565381516,4.0588129063976986e-05,-2.617943922981009e-05,-2.7667654855662407e-06,0.0026231811157191192,-0.011129196436580946,0.0007817077148207467,1.4466134066987926e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
27,0.27,3.970563722325249e-06,-2.620494036148204e-06,-2.70395670044666e-07,0.9999998367960871,0.00013044227104454288,-0.0005549490708571524,3.773780832472254e-05,0.014945190296546031,-0.06359304597679309,0.004316141099586501,0.06546857910894066,4.3782109074151744e-05,-2.807059877124784e-05,-2.9801056680914743e-06,0.002817507718291941,-0.011944965571042528,0.0008460187442089842,1.0492177116236481e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
28,0.28,4.42498286625905e-06,-2.9108265494448407e-06,-3.0084614445863826e-07,0.9999997983964715,0.00014502848489532705,-0.0006167644280867945,4.213544214749909e-05,0.016616071747115845,-0.07067670129230483,0.004818118671066514,0.07276402220365849,4.711300872247337e-05,-3.001330191122606e-05,-3.201904481926461e-06,0.0030180542353407053,-0.012785215847703158,0.0009135744769830406,9.729015565003874e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
29,0.29,4.9134219393930406e-06,-3.220827930971342e-06,-3.334700883035191e-07,0.9999997528635471,0.00016063283488859038,-0.0006828413226563336,4.6879260418350204e-05,0.01840351170909819,-0.07824871963115845,0.005359402041282521,0.08056307591833568,5.0584486962844264e-05,-3.20058423888945e-05,-3.4323399410813902e-06,0.0032247675542834086,-0.01364950548992185,0.0009845123044917748,5.887726930297401e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
30,0.3,5.437307853853628e-06,-3.5509865220253343e-06,-3.683416183403295e-07,0.9999996992039089,0.00017728602017749848,-0.000753298850988747,5.198653857601027e-05,0.020311011246314348,-0.08632275257098469,0.005941919837469786,0.08887993553448872,5.420049162333419e-05,-3.404648187846643e-05,-3.6716117386619314e-06,0.0034375979423047417,-0.014537394180701543,0.0010589787102773401,3.937703032392772e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
31,0.31,5.9981086186368925e-06,-3.901772952861415e-06,-4.055354480704704e-07,0.99999963632985,0.0001950184978798673,-0.0008282539116544004,5.747530777249952e-05,0.022342041770809295,-0.09491220032563598,0.006567682370989761,0.097728552637302,5.796525977412325e-05,-3.613344985746689e-05,-3.919942311924848e-06,0.0036564990900509785,-0.015448443003908852,0.0011371292712127692,4.7831013791136364e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
32,0.32,6.597336243548895e-06,-4.273639803913499e-06,-4.451269912006702e-07,0.9999995630545476,0.0002138604999876475,-0.0009078212122543216,6.336440039083348e-05,0.024500046817478548,-0.10403021257957311,0.007238786587342032,0.10712263664145022,6.188331758707229e-05,-3.8264943537795724e-05,-4.177577963334744e-06,0.0038814281536826228,-0.01638221438165352,0.0012191286413865254,3.124614419020107e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
33,0.33,7.236549639708694e-06,-4.66702126516728e-06,-4.87192467699663e-07,0.9999994780872374,0.00023384205044604142,-0.00099211327598437,6.967349544859718e-05,0.02678844382708367,-0.1136896892889071,0.007957421000297617,0.11707565691058228,6.59594797011904e-05,-4.0439127858342874e-05,-4.444790039743264e-06,0.004112345795448379,-0.01733827200775023,0.001305150519150403,4.397372177906554e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
34,0.34,7.917357512110362e-06,-5.082332794111401e-06,-5.318090125298772e-07,0.9999993800283943,0.000254992982394259,-0.0010812404478604445,7.642316380988606e-05,0.02921062593610627,-0.12390328144764566,0.008725870601474107,0.1276008443352373,7.019884810807035e-05,-4.265413553801171e-05,-4.7218761715601206e-06,0.004349216222930737,-0.018316180777200652,0.0013953775977400976,1.1075988858232523e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
35,0.35000000000000003,8.641421239740195e-06,-5.519970772695873e-06,-5.790547871374116e-07,0.9999992673649183,0.0002773429555599142,-0.0011753109005848417,8.36349131281145e-05,0.03176996377188229,-0.13468339181670178,0.009546521736659371,0.13871119326614245,7.460681057114013e-05,-4.4908067188131914e-05,-5.009161573535112e-06,0.004592007227099854,-0.01931550671164932,0.0014900014998704219,7.654958745054805e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
36,0.36,9.41045773874535e-06,-5.980312163726313e-06,-6.29009093783576e-07,0.9999991384653371,0.0003009214737990671,-0.001274430640033903,9.133123244219426e-05,0.034469807251452815,-0.1460421756136924,0.010421866940178243,0.15041946332500994,7.918903859237115e-05,-4.7198991483371964e-05,-5.307000408536781e-06,0.004840690219298621,-0.02033581688078274,0.0015892226967000366,1.1680360143947264e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
37,0.37,1.0226242304150192e-05,-6.463714167122563e-06,-6.817524928012762e-07,0.9999989915750298,0.00032575790277391376,-0.0013787035103470682,9.953563634858406e-05,0.03731348738256527,-0.1579915411617716,0.01135450971858454,0.1627381811882671,8.395148493986906e-05,-4.952494539038338e-05,-5.615777215414678e-06,0.0050952402672678095,-0.021376679319657258,0.001693250411553216,7.427427856806098e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
38,0.38,1.1090611425616475e-05,-6.970513876470232e-06,-7.373669228595158e-07,0.9999988248114787,0.00035188148776012885,-0.001488231198597464,0.00010827270867171137,0.040304318065260525,-0.17054315049508104,0.012347169274950451,0.17567964243427886,8.89003807495602e-05,-5.1883934453548704e-05,-5.935908401813524e-06,0.005355636130306036,-0.022437662941957644,0.0018023025087791661,1.253942036546611e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
39,0.39,1.2005465572743704e-05,-7.501027936293749e-06,-7.959358243192978e-07,0.9999986361595555,0.0003793213715758629,-0.0016031132390241548,0.00011756814555526894,0.043445597892485095,-0.1837084199190363,0.013402685165015688,0.18925591328583158,9.404223221397309e-05,-5.427393313732704e-05,-6.2678438025218416e-06,0.0056218602936449905,-0.023518337449204573,0.0019166053681220411,1.1171097484990949e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
40,0.4,1.2972771945405818e-05,-8.055552200479465e-06,-8.575442657642009e-07,0.9999984234668459,0.0004081066126243986,-0.001723447016806178,0.0001274487978968864,0.04674061194817639,-0.1974985205236813,0.014524021876450306,0.2034788324967127,9.938381687091429e-05,-5.6692885224827474e-05,-6.612068303662627e-06,0.0058938990021063275,-0.024618273235945957,0.002036393744968033,7.839501476297217e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
41,0.41000000000000003,1.3994567184620507e-05,-8.634361392277382e-06,-9.222790737889083e-07,0.9999981844390204,0.00043826620304246813,-0.0018493277713584866,0.0001379427130486788,0.05019263360127993,-0.21192437864741315,0.015714273322477892,0.21836001311634506,0.00010493217950460946,-5.9138704272375954e-05,-6.969103532822343e-06,0.00617174229309184,-0.025737041290983746,0.002161910616828662,1.9425078805862134e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
42,0.42,1.5072960040907248e-05,-9.237708766119142e-06,-9.90228966202786e-07,0.9999979166352577,0.00046982908695182384,-0.0019808485991276263,0.00014907917572804568,0.053804926294808104,-0.22699667628963996,0.01697666724360445,0.233910844214268,0.00011069462767169196,-6.160927411996391e-05,-7.33950961486157e-06,0.006455384028944686,-0.0268742130947038,0.0022934070164126524,1.4383567212090422e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
43,0.43,1.6210134008899432e-05,-9.865825770055885e-06,-1.061484689337578e-06,0.9999976174637192,0.000502824178845163,-0.0021181004558699953,0.00016088874825667438,0.05758074533286452,-0.24272585147003084,0.018314569531075745,0.2501424927933662,0.00011667872686419894,-6.410244945760697e-05,-7.723886992974394e-06,0.00674482192870484,-0.028029360512594022,0.0024311418516319897,1.5732516979464565e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
44,0.44,1.7408349898229277e-05,-1.051892171235804e-05,-1.1361391583681605e-06,0.9999972841770889,0.0005372803820202077,-0.0022611721584037538,0.0001734033096693398,0.06152333965526107,-0.25912209853410373,0.01973148841965917,0.26706590547822806,0.0001228922953215402,-6.661605644776985e-05,-8.122878314259179e-06,0.007040057599267865,-0.029202055685051496,0.002575381712881148,2.0580716203081826e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
45,0.45,1.8669948355980657e-05,-1.1197183430181532e-05,-1.2142876016961435e-06,0.9999969138681766,0.000573226607125882,-0.0024101503857825164,0.00018665609391474856,0.0656359536064482,-0.27619536839917125,0.021231078575312548,0.2846918103204924,0.00012934339850319284,-6.914789340413861e-05,-8.537170378767603e-06,0.007341096565942073,-0.030391870913596086,0.0027264006679220167,3.34273789738463e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
46,0.46,1.9997352337100954e-05,-1.190077496089999e-05,-1.2960277093576628e-06,0.9999965034655917,0.0006106917907865247,-0.0025651196799256226,0.00020068172707751527,0.06992182869432302,-0.2939553687450339,0.0228171450697207,0.3030307185468542,0.00013604034323367987,-7.169573152714897e-05,-8.967496150820356e-06,0.007647948302385023,-0.03159837854362441,0.0028844800447007293,2.790894131775229e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
47,0.47000000000000003,2.1393069514508048e-05,-1.2629837216783668e-05,-1.3814597854787584e-06,0.99999604972949,0.0006497049143041786,-0.002726162445653307,0.00021551626349016774,0.07438420533843963,-0.3124115641438997,0.024493647226779585,0.3220929263730586,0.00014299167153118773,-7.425731569681162e-05,-9.414636831040494e-06,0.007960626259886758,-0.03282115084385399,0.0030499082024168,3.2120392848986353e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
48,0.48,2.285969462678155e-05,-1.3384487663182215e-05,-1.4706869049548298e-06,0.999995549247402,0.0006902950224356265,-0.002893358950111502,0.00023119722069250536,0.07902632460677259,-0.3315731761279261,0.026264702336239475,0.34188851667695874,0.00015020615413098307,-7.683036532347817e-05,-9.87942398735429e-06,0.00827914789595348,-0.034059759882622644,0.0032229802911587896,2.35519059582451e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
49,0.49,2.4399911760883456e-05,-1.4164820000443191e-05,-1.563815074498732e-06,0.9999949984301404,0.0007324912422374846,-0.0030667873215746455,0.00024776361318869103,0.08385142993983823,-0.35144918319343116,0.028134589228923736,0.36242736080068255,0.0001576927837145919,-7.94125752573287e-05,-1.0362741742904631e-05,0.008603534702132041,-0.03531377740122501,0.0034039980004155275,1.0682693027214847e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
50,0.5,2.601649656735324e-05,-1.4970903849798185e-05,-1.6609533982020758e-06,0.999994393507796,0.000776322801972673,-0.003246523547614865,0.00026525598495245726,0.08886276886101806,-0.3720483207407303,0.03010775170794195,0.383719120260667,0.00016546076785551794,-8.200161675746062e-05,-1.0865529018627312e-05,0.008933812231002739,-0.036582774684482046,0.00359326929676648,3.1107534530084756e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
51,0.51,2.7712318405422588e-05,-1.5802784443448484e-05,-1.762214247754302e-06,0.9999937305258222,0.0008218190500715862,-0.003432641472625928,0.0002837164406308062,0.09406359467197135,-0.3933790809485042,0.03218880183031822,0.40577324848266366,0.00017351952169208901,-8.459513852157056e-05,-1.1388781827961741e-05,0.009270010122254913,-0.03786632242875532,0.0037911081510500055,2.5347675258459562e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
52,0.52,2.94903424154948e-05,-1.6660482319082154e-05,-1.8677134374640869e-06,0.9999930053412145,0.0008690094741412756,-0.0036252127946903158,0.00030318867539658666,0.09945716813206947,-0.41544971258189695,0.034382523033460115,0.42859899249504085,0.00018187866033782013,-8.719076777733408e-05,-1.1933555620919136e-05,0.009612162127747589,-0.03916399060763214,0.0039978342553034065,2.5007258838934286e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
53,0.53,3.135363151643402e-05,-1.754399301905444e-05,-1.977570404227652e-06,0.999992213618784,0.0009179237200159662,-0.0038243070617778015,0.0003237180034003242,0.10504675912083458,-0.4382682207329446,0.03669387310089676,0.4522053946703905,0.00019054799103953324,-8.978611143666457e-05,-1.25009676744992e-05,0.009960306135445293,-0.0404753483355218,0.004213772729764882,4.1944473831348765e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
54,0.54,3.3305348325109364e-05,-1.8453286794463362e-05,-2.0919083925885348e-06,0.9999913508275331,0.0009685916108422234,-0.004029991667263912,0.00034535138477168986,0.11083564828241764,-0.46184236649258364,0.03912798696172233,0.4766012943911528,0.00019953750509326136,-9.23787573141526e-05,-1.3092199526253644e-05,0.010314484192107358,-0.041799963729417314,0.004439253820223092,3.51149300039464e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
55,0.55,3.5348756995639046e-05,-1.9388308314352423e-05,-2.2108546450333917e-06,0.9999904122371319,0.001021043166192089,-0.004242331844756632,0.0003681374511209829,0.11682712865120683,-0.48617966655319633,0.041690179318185125,0.5017953297614778,0.00020885736952781165,-9.49662754110505e-05,-1.3708499447469027e-05,0.01067474252459784,-0.04313740376909073,0.0046746125859969765,1.2505979504897062e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
56,0.56,3.748722497577966e-05,-2.0348976380272327e-05,-2.334540597668392e-06,0.9999893929145014,0.0010753086211975026,-0.004461390662219738,0.0003921265294910122,0.12302450725771685,-0.5112873927405089,0.044385947095872125,0.527795939267009,0.000218517918565692,-9.754621926625322e-05,-1.4351184952319289e-05,0.01104113155967231,-0.04448723415600236,0.004920188578825178,1.594625153350709e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
57,0.5700000000000001,3.972422467792694e-05,-2.133518364643056e-05,-2.4631020814204888e-06,0.9999882877205044,0.0011314184456993114,-0.004687229015381242,0.000417370664710052,0.12943110671397107,-0.5371725714738648,0.047220971710979665,0.554611363432045,0.00022852964487093684,-0.00010011612737580675,-1.502164533904639e-05,0.011413705942087304,-0.04584901917121777,0.005176325512942125,3.883820420563581e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
