case_id,sample_index,t_s,solver_stimulus_amplitude_N,analytic_cumulative_impulse_N_s,source_impulse_N_s,solver_contact_window_s,stimulus_role,released_for_mission_gate
M06_22_V0P005_TC5MS,38,0.00095,10.616794833731404,0.005198243254359118,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,39,0.0009750000000000001,10.860866963526352,0.005466719547170042,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,40,0.001,11.102259336912688,0.005741264271048361,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,41,0.001025,11.340912393934314,0.006021809686191553,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,42,0.0010500000000000002,11.576767250520453,0.00630828657221633,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,43,0.001075,11.809765713014409,0.006600624245237698,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,44,0.0011,12.039850292531998,0.006898750575309195,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,45,0.0011250000000000001,12.266964219146056,0.00720259200421983,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,46,0.00115,12.49105145589356,0.007512073563643494,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,47,0.001175,12.712056712601937,0.007827118893636275,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,48,0.0012000000000000001,12.929925459531074,0.008147650261477122,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,49,0.001225,13.144603940827693,0.008473588580847232,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,50,0.00125,13.356039187788847,0.008804853431343422,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,51,0.001275,13.564179031931115,0.009141363078320653,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,52,0.0013000000000000002,13.768972117862424,0.009483034493058838,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,53,0.001325,13.9703679159532,0.009829783373248923,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,54,0.00135,14.168316734803819,0.010181524163793238,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,55,0.0013750000000000001,14.362769733505202,0.010538170077914934,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,56,0.0014,14.553678933689577,0.010899633118571301,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,57,0.001425,14.740997231368434,0.011265824100165748,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,58,0.0014500000000000001,14.92467840855473,0.011636652670552996,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,59,0.001475,15.104677144666471,0.012012027333332134,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,60,0.0015,15.280949027708903,0.012391855470421974,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,61,0.001525,15.453450565232494,0.012776043364913173,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,62,0.0015500000000000002,15.62213919506406,0.013164496224191502,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,63,0.001575,15.786973295808329,0.013557118203326462,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,64,0.0016,15.94791219711741,0.01395381242871964,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,65,0.0016250000000000001,16.10491618972559,0.0143544810220068,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,66,0.00165,16.25794653524698,0.014759025124207846,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,67,0.001675,16.40696547573368,0.015167344920118913,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,68,0.0017000000000000001,16.551936242991935,0.015579339662940173,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,69,0.0017250000000000002,16.69282306765417,0.015994907699133636,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,70,0.00175,16.82959118800453,0.016413946493504653,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,71,0.001775,16.962206858555838,0.01683635265450093,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,72,0.0018000000000000002,17.09063735837574,0.01726202195972283,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,73,0.001825,17.214850999160163,0.01769084938163873,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,74,0.00185,17.334817133051885,0.01812272911349895,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,75,0.0018750000000000001,17.450506160202465,0.018557554595441995,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,76,0.0019,17.561889536075544,0.018995218540786646,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,77,0.001925,17.668939778489786,0.019435612962503294,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,78,0.0019500000000000001,17.771630474399714,0.019878629199858132,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,79,0.001975,17.869936286412692,0.0203241579452236,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,80,0.002,17.963832959040598,0.02077208927104836,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,81,0.002025,18.053297324684465,0.021222312656980307,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,82,0.00205,18.138307309350747,0.021674717017135803,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,83,0.002075,18.218841938097768,0.022129190727508446,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,84,0.0021000000000000003,18.29488134021095,0.022585621653510652,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,85,0.002125,18.366406754105615,0.023043897177641118,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,86,0.00215,18.43340053195615,0.02350390422727162,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,87,0.0021750000000000003,18.495846144050322,0.0239655293025459,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,88,0.0022,18.55372818286773,0.024428658504384047,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,89,0.002225,18.607032366881416,0.024893177562585488,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,90,0.0022500000000000003,18.65574554408157,0.025358971864023347,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,91,0.002275,18.699855695220634,0.02582592648092356,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,92,0.0023,18.739351936778856,0.02629392619922163,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,93,0.0023250000000000002,18.774224523649615,0.026762855546989883,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,94,0.00235,18.804464851543916,0.027232598822928476,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,95,0.002375,18.830065459113346,0.027703040124913026,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,96,0.0024000000000000002,18.85102002979106,0.02817406337859162,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,97,0.002425,18.867323393350286,0.02864555236602447,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,98,0.00245,18.878971527180028,0.02911739075435898,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,99,0.002475,18.885961557277547,0.029589462124533106,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,100,0.0025,18.88829175895752,0.030061649999999995,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,101,0.0025250000000000003,18.885961557277547,0.030533837875466895,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,102,0.00255,18.878971527180028,0.031005909245641013,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,103,0.002575,18.867323393350286,0.03147774763397553,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,104,0.0026000000000000003,18.85102002979106,0.03194923662140838,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,105,0.002625,18.830065459113346,0.03242025987508697,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,106,0.00265,18.804464851543916,0.03289070117707151,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,107,0.0026750000000000003,18.774224523649615,0.03336044445301012,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,108,0.0027,18.739351936778856,0.03382937380077836,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,109,0.002725,18.699855695220634,0.03429737351907643,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,110,0.0027500000000000003,18.65574554408157,0.03476432813597665,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,111,0.002775,18.607032366881413,0.03523012243741452,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,112,0.0028,18.553728182867733,0.03569464149561594,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,113,0.0028250000000000003,18.495846144050322,0.0361577706974541,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,114,0.00285,18.433400531956153,0.03661939577272837,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,115,0.002875,18.36640675410562,0.03707940282235887,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,116,0.0029000000000000002,18.29488134021095,0.03753767834648935,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,117,0.002925,18.218841938097768,0.037994109272491555,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,118,0.00295,18.138307309350747,0.038448582982864195,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,119,0.002975,18.053297324684465,0.038900987343019694,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,120,0.003,17.9638329590406,0.03935121072895164,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,121,0.0030250000000000003,17.869936286412692,0.0397991420547764,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,122,0.00305,17.771630474399714,0.04024467080014186,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,123,0.003075,17.66893977848979,0.0406876870374967,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,124,0.0031000000000000003,17.561889536075544,0.04112808145921335,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,125,0.003125,17.450506160202465,0.04156574540455799,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,126,0.00315,17.33481713305189,0.04200057088650105,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,127,0.0031750000000000003,17.214850999160163,0.04243245061836127,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,128,0.0032,17.090637358375744,0.04286127804027716,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,129,0.003225,16.962206858555838,0.04328694734549907,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,130,0.0032500000000000003,16.82959118800453,0.04370935350649536,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,131,0.003275,16.69282306765417,0.04412839230086636,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,132,0.0033,16.551936242991935,0.04454396033705982,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,133,0.0033250000000000003,16.406965475733678,0.04495595507988109,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,134,0.00335,16.25794653524698,0.04536427487579215,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,135,0.003375,16.10491618972559,0.0457688189779932,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,136,0.0034000000000000002,15.94791219711741,0.046169487571280365,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,137,0.003425,15.786973295808332,0.04656618179667353,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,138,0.0034500000000000004,15.622139195064058,0.04695880377580851,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,139,0.0034750000000000002,15.453450565232494,0.04734725663508683,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,140,0.0035,15.280949027708903,0.04773144452957802,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,141,0.0035250000000000004,15.10467714466647,0.04811127266666787,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,142,0.00355,14.92467840855473,0.048486647329447005,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,143,0.003575,14.74099723136844,0.048857475899834246,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,144,0.0036000000000000003,14.553678933689577,0.0492236668814287,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,145,0.003625,14.362769733505202,0.04958512992208506,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,146,0.00365,14.168316734803822,0.04994177583620676,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,147,0.0036750000000000003,13.970367915953199,0.05029351662675108,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,148,0.0037,13.768972117862422,0.050640265506941166,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,149,0.003725,13.56417903193112,0.050981936921679336,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,150,0.0037500000000000003,13.356039187788847,0.05131844656865657,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,151,0.003775,13.144603940827688,0.05164971141915277,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,152,0.0038,12.929925459531075,0.05197564973852287,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,153,0.0038250000000000003,12.712056712601939,0.052296181106363714,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
M06_22_V0P005_TC5MS,154,0.00385,12.49105145589356,0.052611226436356504,0.0601233,0.005,SOLVER_STIMULUS_PROXY_NOT_HARDWARE_CONTACT,false
