case,requested_margin_deg,joint,q_deg,lower_deg,upper_deg,actual_nearest_margin_deg,on_hard_stop_within_1e_minus4_deg
A3.2c:5:CORRIDOR:3.0:THIN:,3.0,2,-176.8798386478451,-179.9087476710785,0.0,3.028909023233382,False
A3.2c:5:CORRIDOR:3.0:THIN:,3.0,3,-3.035749272344394,-179.9087476710785,0.0,3.035749272344394,False
A3.2c:5:CORRIDOR:3.0:THIN:,3.0,4,-104.12855740292247,-107.14310768946395,89.95437383553924,3.0145502865414784,False
A3.2c:5:CORRIDOR:3.0:THIN:,3.0,5,0.00363453718680299,-89.95437383553924,89.95437383553924,89.95073929835245,False
A3.2c:5:CORRIDOR:3.0:THIN:,3.0,6,0.003982209714069126,-179.9087476710785,179.9087476710785,179.9047654613644,False
A3.2c:6:CORRIDOR:5.0:FIT:,5.0,1,-109.6982463704771,-160.42818263663048,160.42818263663048,50.72993626615339,False
A3.2c:6:CORRIDOR:5.0:FIT:,5.0,2,-130.61355235103744,-179.9087476710785,0.0,49.295195320041046,False
A3.2c:6:CORRIDOR:5.0:FIT:,5.0,3,-6.86915356283014,-179.9087476710785,0.0,6.86915356283014,False
A3.2c:6:CORRIDOR:5.0:FIT:,5.0,4,84.95433532453795,-107.14310768946395,89.95437383553924,5.000038511001293,False
A3.2c:6:CORRIDOR:5.0:FIT:,5.0,5,61.404870197921205,-89.95437383553924,89.95437383553924,28.549503637618038,False
A3.2c:6:CORRIDOR:5.0:FIT:,5.0,6,-40.19858797500145,-179.9087476710785,179.9087476710785,139.71015969607703,False
A3.2c:7:CORRIDOR:5.0:THIN:,5.0,1,-0.01128430874318667,-160.42818263663048,160.42818263663048,160.41689832788728,False
A3.2c:7:CORRIDOR:5.0:THIN:,5.0,2,-8.963176486055334,-179.9087476710785,0.0,8.963176486055334,False
A3.2c:7:CORRIDOR:5.0:THIN:,5.0,3,-5.142583321927242,-179.9087476710785,0.0,5.142583321927242,False
A3.2c:7:CORRIDOR:5.0:THIN:,5.0,4,84.62422514218181,-107.14310768946395,89.95437383553924,5.33014869335743,False
A3.2c:7:CORRIDOR:5.0:THIN:,5.0,5,0.04950811366592304,-89.95437383553924,89.95437383553924,89.90486572187332,False
A3.2c:7:CORRIDOR:5.0:THIN:,5.0,6,-0.05651666798698823,-179.9087476710785,179.9087476710785,179.8522310030915,False
A3.2c:8:FULLARM:0.0:FIT:,0.0,1,1.2542839679042037,-160.42818263663048,160.42818263663048,159.17389866872628,False
A3.2c:8:FULLARM:0.0:FIT:,0.0,2,-2.2940972359913873e-08,-179.9087476710785,0.0,2.2940972359913873e-08,True
A3.2c:8:FULLARM:0.0:FIT:,0.0,3,-0.08461915555586193,-179.9087476710785,0.0,0.08461915555586193,False
A3.2c:8:FULLARM:0.0:FIT:,0.0,4,78.73169974000122,-107.14310768946395,89.95437383553924,11.222674095538025,False
A3.2c:8:FULLARM:0.0:FIT:,0.0,5,-51.18238724659993,-89.95437383553924,89.95437383553924,38.77198658893931,False
A3.2c:8:FULLARM:0.0:FIT:,0.0,6,-1.275101105613671,-179.9087476710785,179.9087476710785,178.63364656546483,False
A3.2c:9:FULLARM:0.0:THIN:,0.0,1,-19.625074608791444,-160.42818263663048,160.42818263663048,140.80310802783904,False
A3.2c:9:FULLARM:0.0:THIN:,0.0,2,0.0,-179.9087476710785,0.0,0.0,True
A3.2c:9:FULLARM:0.0:THIN:,0.0,3,0.0,-179.9087476710785,0.0,0.0,True
A3.2c:9:FULLARM:0.0:THIN:,0.0,4,89.30475371590101,-107.14310768946395,89.95437383553924,0.6496201196382287,False
A3.2c:9:FULLARM:0.0:THIN:,0.0,5,-45.561888007936346,-89.95437383553924,89.95437383553924,44.3924858276029,False
A3.2c:9:FULLARM:0.0:THIN:,0.0,6,-14.678491571508925,-179.9087476710785,179.9087476710785,165.23025609956957,False
A3.2c:10:FULLARM:2.0:FIT:,2.0,1,1.0185228771369081,-160.42818263663048,160.42818263663048,159.40965975949356,False
A3.2c:10:FULLARM:2.0:FIT:,2.0,2,-2.0004084648207896,-179.9087476710785,0.0,2.0004084648207896,False
A3.2c:10:FULLARM:2.0:FIT:,2.0,3,-2.159948315459798,-179.9087476710785,0.0,2.159948315459798,False
A3.2c:10:FULLARM:2.0:FIT:,2.0,4,77.54493985366983,-107.14310768946395,89.95437383553924,12.409433981869412,False
A3.2c:10:FULLARM:2.0:FIT:,2.0,5,-51.53725084688294,-89.95437383553924,89.95437383553924,38.4171229886563,False
A3.2c:10:FULLARM:2.0:FIT:,2.0,6,-1.8073389804227247,-179.9087476710785,179.9087476710785,178.10140869065577,False
A3.2c:11:FULLARM:2.0:THIN:,2.0,1,1.8670209659122485,-160.42818263663048,160.42818263663048,158.56116167071823,False
A3.2c:11:FULLARM:2.0:THIN:,2.0,2,-2.086539526310467,-179.9087476710785,0.0,2.086539526310467,False
A3.2c:11:FULLARM:2.0:THIN:,2.0,3,-2.0,-179.9087476710785,0.0,2.0,False
A3.2c:11:FULLARM:2.0:THIN:,2.0,4,87.95437383553924,-107.14310768946395,89.95437383553924,2.0,False
A3.2c:11:FULLARM:2.0:THIN:,2.0,5,-43.2268450097588,-89.95437383553924,89.95437383553924,46.727528825780446,False
A3.2c:11:FULLARM:2.0:THIN:,2.0,6,-1.0665979102288585,-179.9087476710785,179.9087476710785,178.84214976084962,False
A3.2d:0:FULL:0.0:FIT_FULL:False,0.0,1,1.8930273991030735,-160.42818263663048,160.42818263663048,158.53515523752742,False
A3.2d:0:FULL:0.0:FIT_FULL:False,0.0,2,-0.5716649975702689,-179.9087476710785,0.0,0.5716649975702689,False
A3.2d:0:FULL:0.0:FIT_FULL:False,0.0,3,-0.2723875911103006,-179.9087476710785,0.0,0.2723875911103006,False
A3.2d:0:FULL:0.0:FIT_FULL:False,0.0,4,78.43863647189765,-107.14310768946395,89.95437383553924,11.515737363641591,False
A3.2d:0:FULL:0.0:FIT_FULL:False,0.0,5,-51.199323908283304,-89.95437383553924,89.95437383553924,38.75504992725594,False
A3.2d:0:FULL:0.0:FIT_FULL:False,0.0,6,-1.1118077245902431,-179.9087476710785,179.9087476710785,178.79693994648824,False
A3.2d:1:FULL:0.0:FIT_FULL:True,0.0,1,1.7932670078344304,-160.42818263663048,160.42818263663048,158.63491562879605,False
A3.2d:1:FULL:0.0:FIT_FULL:True,0.0,2,-0.5416210052316449,-179.9087476710785,0.0,0.5416210052316449,False
A3.2d:1:FULL:0.0:FIT_FULL:True,0.0,3,-0.2551670313932135,-179.9087476710785,0.0,0.2551670313932135,False
A3.2d:1:FULL:0.0:FIT_FULL:True,0.0,4,89.94735088567455,-107.14310768946395,89.95437383553924,0.007022949864690986,False
A3.2d:1:FULL:0.0:FIT_FULL:True,0.0,5,-52.45315458167094,-89.95437383553924,89.95437383553924,37.50121925386831,False
A3.2d:1:FULL:0.0:FIT_FULL:True,0.0,6,-1.0467482595385,-179.9087476710785,179.9087476710785,178.86199941153998,False
A3.2d:2:FULL:0.0:THIN_FULL:False,0.0,1,1.5076164514694301,-160.42818263663048,160.42818263663048,158.92056618516105,False
A3.2d:2:FULL:0.0:THIN_FULL:False,0.0,2,0.0,-179.9087476710785,0.0,0.0,True
A3.2d:2:FULL:0.0:THIN_FULL:False,0.0,3,-1.2917893185526672e-09,-179.9087476710785,0.0,1.2917893185526672e-09,True
A3.2d:2:FULL:0.0:THIN_FULL:False,0.0,4,89.95437383553924,-107.14310768946395,89.95437383553924,0.0,True
A3.2d:2:FULL:0.0:THIN_FULL:False,0.0,5,-43.08549575615465,-89.95437383553924,89.95437383553924,46.868878079384594,False
A3.2d:2:FULL:0.0:THIN_FULL:False,0.0,6,0.4918362660074529,-179.9087476710785,179.9087476710785,179.41691140507103,False
A3.2d:3:FULL:0.0:THIN_FULL:True,0.0,1,1.5076164514694301,-160.42818263663048,160.42818263663048,158.92056618516105,False
A3.2d:3:FULL:0.0:THIN_FULL:True,0.0,2,0.0,-179.9087476710785,0.0,0.0,True
A3.2d:3:FULL:0.0:THIN_FULL:True,0.0,3,-1.2917893185526672e-09,-179.9087476710785,0.0,1.2917893185526672e-09,True
A3.2d:3:FULL:0.0:THIN_FULL:True,0.0,4,89.95437383553924,-107.14310768946395,89.95437383553924,0.0,True
A3.2d:3:FULL:0.0:THIN_FULL:True,0.0,5,-43.08549575615465,-89.95437383553924,89.95437383553924,46.868878079384594,False
A3.2d:3:FULL:0.0:THIN_FULL:True,0.0,6,0.4918362660074529,-179.9087476710785,179.9087476710785,179.41691140507103,False
A3.2d:4:FULL:2.0:FIT_FULL:False,2.0,1,2.0299866119848513,-160.42818263663048,160.42818263663048,158.39819602464564,False
A3.2d:4:FULL:2.0:FIT_FULL:False,2.0,2,-2.276982850548602,-179.9087476710785,0.0,2.276982850548602,False
A3.2d:4:FULL:2.0:FIT_FULL:False,2.0,3,-2.2423499265930675,-179.9087476710785,0.0,2.2423499265930675,False
A3.2d:4:FULL:2.0:FIT_FULL:False,2.0,4,77.77196815563326,-107.14310768946395,89.95437383553924,12.182405679905983,False
A3.2d:4:FULL:2.0:FIT_FULL:False,2.0,5,-51.40552549824426,-89.95437383553924,89.95437383553924,38.548848337294984,False
A3.2d:4:FULL:2.0:FIT_FULL:False,2.0,6,-1.1521380408889337,-179.9087476710785,179.9087476710785,178.75660963018956,False
A3.2d:5:FULL:2.0:FIT_FULL:True,2.0,1,1.7408189672423842,-160.42818263663048,160.42818263663048,158.6873636693881,False
A3.2d:5:FULL:2.0:FIT_FULL:True,2.0,2,-2.2250533756740882,-179.9087476710785,0.0,2.2250533756740882,False
A3.2d:5:FULL:2.0:FIT_FULL:True,2.0,3,-2.2677733063532894,-179.9087476710785,0.0,2.2677733063532894,False
A3.2d:5:FULL:2.0:FIT_FULL:True,2.0,4,77.77254329442573,-107.14310768946395,89.95437383553924,12.181830541113513,False
A3.2d:5:FULL:2.0:FIT_FULL:True,2.0,5,-51.43811793057871,-89.95437383553924,89.95437383553924,38.51625590496053,False
A3.2d:5:FULL:2.0:FIT_FULL:True,2.0,6,-1.3589877847741882,-179.9087476710785,179.9087476710785,178.5497598863043,False
A3.2d:6:FULL:2.0:THIN_FULL:False,2.0,1,1.775553427029935,-160.42818263663048,160.42818263663048,158.65262920960055,False
A3.2d:6:FULL:2.0:THIN_FULL:False,2.0,2,-2.0880768251180677,-179.9087476710785,0.0,2.0880768251180677,False
A3.2d:6:FULL:2.0:THIN_FULL:False,2.0,3,-2.0,-179.9087476710785,0.0,2.0,False
A3.2d:6:FULL:2.0:THIN_FULL:False,2.0,4,87.9543738346957,-107.14310768946395,89.95437383553924,2.000000000843542,False
A3.2d:6:FULL:2.0:THIN_FULL:False,2.0,5,-43.22762160982268,-89.95437383553924,89.95437383553924,46.72675222571657,False
A3.2d:6:FULL:2.0:THIN_FULL:False,2.0,6,-1.1258577376150616,-179.9087476710785,179.9087476710785,178.78288993346342,False
A3.2d:7:FULL:2.0:THIN_FULL:True,2.0,1,1.775553427029935,-160.42818263663048,160.42818263663048,158.65262920960055,False
A3.2d:7:FULL:2.0:THIN_FULL:True,2.0,2,-2.0880768251180677,-179.9087476710785,0.0,2.0880768251180677,False
A3.2d:7:FULL:2.0:THIN_FULL:True,2.0,3,-2.0,-179.9087476710785,0.0,2.0,False
A3.2d:7:FULL:2.0:THIN_FULL:True,2.0,4,87.9543738346957,-107.14310768946395,89.95437383553924,2.000000000843542,False
A3.2d:7:FULL:2.0:THIN_FULL:True,2.0,5,-43.22762160982268,-89.95437383553924,89.95437383553924,46.72675222571657,False
A3.2d:7:FULL:2.0:THIN_FULL:True,2.0,6,-1.1258577376150616,-179.9087476710785,179.9087476710785,178.78288993346342,False
A3.2d:8:FULL:3.0:FIT_FULL:False,3.0,1,1.7828716295781795,-160.42818263663048,160.42818263663048,158.6453110070523,False
A3.2d:8:FULL:3.0:FIT_FULL:False,3.0,2,-3.002241228947631,-179.9087476710785,0.0,3.002241228947631,False
A3.2d:8:FULL:3.0:FIT_FULL:False,3.0,3,-3.1337599669043366,-179.9087476710785,0.0,3.1337599669043366,False
A3.2d:8:FULL:3.0:FIT_FULL:False,3.0,4,77.38946584321303,-107.14310768946395,89.95437383553924,12.564907992326212,False
A3.2d:8:FULL:3.0:FIT_FULL:False,3.0,5,-51.52534216050979,-89.95437383553924,89.95437383553924,38.42903167502946,False
A3.2d:8:FULL:3.0:FIT_FULL:False,3.0,6,-1.3459494839092632,-179.9087476710785,179.9087476710785,178.56279818716922,False
A3.2d:9:FULL:3.0:FIT_FULL:True,3.0,1,1.848413954210325,-160.42818263663048,160.42818263663048,158.57976868242017,False
A3.2d:9:FULL:3.0:FIT_FULL:True,3.0,2,-3.080639994531249,-179.9087476710785,0.0,3.080639994531249,False
A3.2d:9:FULL:3.0:FIT_FULL:True,3.0,3,-3.2667322308524516,-179.9087476710785,0.0,3.2667322308524516,False
A3.2d:9:FULL:3.0:FIT_FULL:True,3.0,4,77.35244031062098,-107.14310768946395,89.95437383553924,12.601933524918266,False
A3.2d:9:FULL:3.0:FIT_FULL:True,3.0,5,-51.520699693368854,-89.95437383553924,89.95437383553924,38.43367414217039,False
A3.2d:9:FULL:3.0:FIT_FULL:True,3.0,6,-0.9577716114581418,-179.9087476710785,179.9087476710785,178.95097605962036,False
A3.2d:10:FULL:3.0:THIN_FULL:False,3.0,1,1.4074293873960877,-160.42818263663048,160.42818263663048,159.0207532492344,False
A3.2d:10:FULL:3.0:THIN_FULL:False,3.0,2,-3.0000000000000004,-179.9087476710785,0.0,3.0000000000000004,False
A3.2d:10:FULL:3.0:THIN_FULL:False,3.0,3,-3.0000000000000004,-179.9087476710785,0.0,3.0000000000000004,False
A3.2d:10:FULL:3.0:THIN_FULL:False,3.0,4,86.95437383500548,-107.14310768946395,89.95437383553924,3.0000000005337597,False
A3.2d:10:FULL:3.0:THIN_FULL:False,3.0,5,-43.17531819981943,-89.95437383553924,89.95437383553924,46.779055635719814,False
A3.2d:10:FULL:3.0:THIN_FULL:False,3.0,6,-1.012682814769164,-179.9087476710785,179.9087476710785,178.89606485630932,False
A3.2d:11:FULL:3.0:THIN_FULL:True,3.0,1,1.4074293873960877,-160.42818263663048,160.42818263663048,159.0207532492344,False
A3.2d:11:FULL:3.0:THIN_FULL:True,3.0,2,-3.0000000000000004,-179.9087476710785,0.0,3.0000000000000004,False
A3.2d:11:FULL:3.0:THIN_FULL:True,3.0,3,-3.0000000000000004,-179.9087476710785,0.0,3.0000000000000004,False
A3.2d:11:FULL:3.0:THIN_FULL:True,3.0,4,86.95437383500548,-107.14310768946395,89.95437383553924,3.0000000005337597,False
A3.2d:11:FULL:3.0:THIN_FULL:True,3.0,5,-43.17531819981943,-89.95437383553924,89.95437383553924,46.779055635719814,False
A3.2d:11:FULL:3.0:THIN_FULL:True,3.0,6,-1.012682814769164,-179.9087476710785,179.9087476710785,178.89606485630932,False
A3.2d:12:FULL:5.0:FIT_FULL:False,5.0,1,1.8715421903753133,-160.42818263663048,160.42818263663048,158.55664044625516,False
A3.2d:12:FULL:5.0:FIT_FULL:False,5.0,2,-5.000086017041945,-179.9087476710785,0.0,5.000086017041945,False
A3.2d:12:FULL:5.0:FIT_FULL:False,5.0,3,-5.000008973581943,-179.9087476710785,0.0,5.000008973581943,False
A3.2d:12:FULL:5.0:FIT_FULL:False,5.0,4,76.3269423474069,-107.14310768946395,89.95437383553924,13.627431488132345,False
A3.2d:12:FULL:5.0:FIT_FULL:False,5.0,5,-47.75416974537096,-89.95437383553924,89.95437383553924,42.200204090168285,False
A3.2d:12:FULL:5.0:FIT_FULL:False,5.0,6,-1.10372248890695,-179.9087476710785,179.9087476710785,178.80502518217153,False
A3.2d:13:FULL:5.0:FIT_FULL:True,5.0,1,1.7114986462488317,-160.42818263663048,160.42818263663048,158.71668399038165,False
A3.2d:13:FULL:5.0:FIT_FULL:True,5.0,2,-5.039126818482372,-179.9087476710785,0.0,5.039126818482372,False
A3.2d:13:FULL:5.0:FIT_FULL:True,5.0,3,-5.000001059361248,-179.9087476710785,0.0,5.000001059361248,False
A3.2d:13:FULL:5.0:FIT_FULL:True,5.0,4,79.63023512778412,-107.14310768946395,89.95437383553924,10.324138707755125,False
A3.2d:13:FULL:5.0:FIT_FULL:True,5.0,5,-52.04665602903339,-89.95437383553924,89.95437383553924,37.90771780650585,False
A3.2d:13:FULL:5.0:FIT_FULL:True,5.0,6,-1.0290023751762565,-179.9087476710785,179.9087476710785,178.87974529590224,False
A3.2d:14:FULL:5.0:THIN_FULL:False,5.0,1,1.4556999453924526,-160.42818263663048,160.42818263663048,158.97248269123804,False
A3.2d:14:FULL:5.0:THIN_FULL:False,5.0,2,-6.904395746520766,-179.9087476710785,0.0,6.904395746520766,False
A3.2d:14:FULL:5.0:THIN_FULL:False,5.0,3,-5.0,-179.9087476710785,0.0,5.0,False
A3.2d:14:FULL:5.0:THIN_FULL:False,5.0,4,84.95437383553926,-107.14310768946395,89.95437383553924,4.999999999999986,False
A3.2d:14:FULL:5.0:THIN_FULL:False,5.0,5,-29.592590198118053,-89.95437383553924,89.95437383553924,60.36178363742119,False
A3.2d:14:FULL:5.0:THIN_FULL:False,5.0,6,-1.3354875572848286,-179.9087476710785,179.9087476710785,178.57326011379365,False
A3.2d:15:FULL:5.0:THIN_FULL:True,5.0,1,1.4556999453924526,-160.42818263663048,160.42818263663048,158.97248269123804,False
A3.2d:15:FULL:5.0:THIN_FULL:True,5.0,2,-6.904395746520766,-179.9087476710785,0.0,6.904395746520766,False
A3.2d:15:FULL:5.0:THIN_FULL:True,5.0,3,-5.0,-179.9087476710785,0.0,5.0,False
A3.2d:15:FULL:5.0:THIN_FULL:True,5.0,4,84.95437383553926,-107.14310768946395,89.95437383553924,4.999999999999986,False
A3.2d:15:FULL:5.0:THIN_FULL:True,5.0,5,-29.592590198118053,-89.95437383553924,89.95437383553924,60.36178363742119,False
A3.2d:15:FULL:5.0:THIN_FULL:True,5.0,6,-1.3354875572848286,-179.9087476710785,179.9087476710785,178.57326011379365,False
SUBSET:0:BASE+LINKS16 (no gripper),0.0,1,0.0,-160.42818263663048,160.42818263663048,160.42818263663048,False
SUBSET:0:BASE+LINKS16 (no gripper),0.0,2,0.0,-179.9087476710785,0.0,0.0,True
SUBSET:0:BASE+LINKS16 (no gripper),0.0,3,0.0,-179.9087476710785,0.0,0.0,True
SUBSET:0:BASE+LINKS16 (no gripper),0.0,4,89.95437383553924,-107.14310768946395,89.95437383553924,0.0,True
SUBSET:0:BASE+LINKS16 (no gripper),0.0,5,0.0,-89.95437383553924,89.95437383553924,89.95437383553924,False
SUBSET:0:BASE+LINKS16 (no gripper),0.0,6,0.0,-179.9087476710785,179.9087476710785,179.9087476710785,False
SUBSET:1:BASE+LINKS16 (no gripper),2.0,1,1.79,-160.42818263663048,160.42818263663048,158.6381826366305,False
SUBSET:1:BASE+LINKS16 (no gripper),2.0,2,-2.0,-179.9087476710785,0.0,2.0,False
SUBSET:1:BASE+LINKS16 (no gripper),2.0,3,-2.0,-179.9087476710785,0.0,2.0,False
SUBSET:1:BASE+LINKS16 (no gripper),2.0,4,87.95437383553924,-107.14310768946395,89.95437383553924,2.0,False
SUBSET:1:BASE+LINKS16 (no gripper),2.0,5,-45.65,-89.95437383553924,89.95437383553924,44.304373835539245,False
SUBSET:1:BASE+LINKS16 (no gripper),2.0,6,-1.08,-179.9087476710785,179.9087476710785,178.82874767107847,False
SUBSET:2:LINKS16+GRIPPER (no base),0.0,1,-0.655801747280925,-160.42818263663048,160.42818263663048,159.77238088934956,False
SUBSET:2:LINKS16+GRIPPER (no base),0.0,2,-0.5800011701034982,-179.9087476710785,0.0,0.5800011701034982,False
SUBSET:2:LINKS16+GRIPPER (no base),0.0,3,-0.3430776251075228,-179.9087476710785,0.0,0.3430776251075228,False
SUBSET:2:LINKS16+GRIPPER (no base),0.0,4,89.9526818616139,-107.14310768946395,89.95437383553924,0.0016919739253467014,False
SUBSET:2:LINKS16+GRIPPER (no base),0.0,5,-77.76921498922184,-89.95437383553924,89.95437383553924,12.185158846317407,False
SUBSET:2:LINKS16+GRIPPER (no base),0.0,6,-1.5957352521609458,-179.9087476710785,179.9087476710785,178.31301241891754,False
SUBSET:3:LINKS16+GRIPPER (no base),2.0,1,0.6756965694202205,-160.42818263663048,160.42818263663048,159.75248606721027,False
SUBSET:3:LINKS16+GRIPPER (no base),2.0,2,-4.167446963977055,-179.9087476710785,0.0,4.167446963977055,False
SUBSET:3:LINKS16+GRIPPER (no base),2.0,3,-2.3221017387973446,-179.9087476710785,0.0,2.3221017387973446,False
SUBSET:3:LINKS16+GRIPPER (no base),2.0,4,87.95437360550007,-107.14310768946395,89.95437383553924,2.000000230039177,False
SUBSET:3:LINKS16+GRIPPER (no base),2.0,5,-76.54675293041778,-89.95437383553924,89.95437383553924,13.407620905121462,False
SUBSET:3:LINKS16+GRIPPER (no base),2.0,6,0.031737810885882366,-179.9087476710785,179.9087476710785,179.8770098601926,False
SUBSET:4:LINKS16+gripper_link only,0.0,1,0.08466829410717644,-160.42818263663048,160.42818263663048,160.3435143425233,False
SUBSET:4:LINKS16+gripper_link only,0.0,2,-0.9119042483858316,-179.9087476710785,0.0,0.9119042483858316,False
SUBSET:4:LINKS16+gripper_link only,0.0,3,-0.41407250110754573,-179.9087476710785,0.0,0.41407250110754573,False
SUBSET:4:LINKS16+gripper_link only,0.0,4,89.9540716390019,-107.14310768946395,89.95437383553924,0.0003021965373477542,False
SUBSET:4:LINKS16+gripper_link only,0.0,5,-89.95433379786307,-89.95437383553924,89.95437383553924,4.0037676171778e-05,True
SUBSET:4:LINKS16+gripper_link only,0.0,6,-0.989552977886538,-179.9087476710785,179.9087476710785,178.91919469319194,False
SUBSET:5:LINKS16+gripper_link only,2.0,1,-0.047836997271659486,-160.42818263663048,160.42818263663048,160.3803456393588,False
SUBSET:5:LINKS16+gripper_link only,2.0,2,-9.004913347421857,-179.9087476710785,0.0,9.004913347421857,False
SUBSET:5:LINKS16+gripper_link only,2.0,3,-2.7415984237276185,-179.9087476710785,0.0,2.7415984237276185,False
SUBSET:5:LINKS16+gripper_link only,2.0,4,87.944557253706,-107.14310768946395,89.95437383553924,2.009816581833249,False
SUBSET:5:LINKS16+gripper_link only,2.0,5,-87.16670290455738,-89.95437383553924,89.95437383553924,2.787670930981861,False
SUBSET:5:LINKS16+gripper_link only,2.0,6,0.7259846118865819,-179.9087476710785,179.9087476710785,179.1827630591919,False
SUBSET:6:FULL (reference),0.0,1,1.8930273991030735,-160.42818263663048,160.42818263663048,158.53515523752742,False
SUBSET:6:FULL (reference),0.0,2,-0.5716649975702689,-179.9087476710785,0.0,0.5716649975702689,False
SUBSET:6:FULL (reference),0.0,3,-0.2723875911103006,-179.9087476710785,0.0,0.2723875911103006,False
SUBSET:6:FULL (reference),0.0,4,78.43863647189765,-107.14310768946395,89.95437383553924,11.515737363641591,False
SUBSET:6:FULL (reference),0.0,5,-51.199323908283304,-89.95437383553924,89.95437383553924,38.75504992725594,False
SUBSET:6:FULL (reference),0.0,6,-1.1118077245902431,-179.9087476710785,179.9087476710785,178.79693994648824,False
SUBSET:7:FULL (reference),2.0,1,2.0299866119848513,-160.42818263663048,160.42818263663048,158.39819602464564,False
SUBSET:7:FULL (reference),2.0,2,-2.276982850548602,-179.9087476710785,0.0,2.276982850548602,False
SUBSET:7:FULL (reference),2.0,3,-2.2423499265930675,-179.9087476710785,0.0,2.2423499265930675,False
SUBSET:7:FULL (reference),2.0,4,77.77196815563326,-107.14310768946395,89.95437383553924,12.182405679905983,False
