path,bytes,mtime_ns,sha256,exists,git_state
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\F3R1_SPACE_EMBODIED_ROBOT_INTEGRATION_V3_CONFIGURED.SLDASM,29594924,1786183904260863900,19D85E9C703BEC107396AE84DAB7B12DE5722434FC7D5474B3A5A144A1B590D0,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\F3R1_TOP_INTEGRATION_REPORT.json,4277,1786183904263542200,132BC09F285ECE81E69A9AADB43EC078E73A18597DE3A6025A40E23E694A9D26,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\00_Master_Skeleton\00_Master_Skeleton_V2_2.SLDPRT,280052,1786183904888552800,337C930EAB808695045FFE4FE99C45777823C007DE255C2D2C6837B225AFE6CA,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\01_Primary_Structure_V2_2.SLDASM,79927,1786183904892349300,EEFED6D3C76603F65F598FC14D3DA927EB4533E48165A2D0529095022D532423,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Equipment_Decks\Equipment_Decks.SLDASM,54844,1786183904896128500,CB90687BEB120864C48641F9175A965E8BE849938E0365F324CE49395833B0AF,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Equipment_Decks\parts\Deck_Front_Bay.SLDPRT,54374,1786183904900144000,55EF912C12DE55931222E47AD2AF6875E7DA38A4CA47D93950CB03C2BE8859F7,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Equipment_Decks\parts\Deck_Mid_Bay.SLDPRT,56449,1786183904902680000,CCCBCF5C6276BE1D443C80BC2AB5ACADF04162B959DA64DE32CEE1F460485446,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Equipment_Decks\parts\Deck_Rear_Bay.SLDPRT,55926,1786183904905686700,A2306791172EC2A4D5FCA2DC63EA5D74F3B247EF62D5808E0EBA134A171D30CD,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Front_End_Frame.SLDPRT,94167,1786183904909687600,8CCF23330685BC95B45CC59F5CACCFBF71B7359F1CC9E6C8DE3A252F300CA64D,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Front_Transverse_Frame.SLDPRT,94313,1786183904911996300,0E62FDA5248A9C8063B425877DAEF60D82BDF94BBC5C9DFE08DC159F2F3E153D,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Longerons_4X.SLDPRT,95623,1786183904914519800,61AAEFE3F4CD1D489A58D72003C184AE80306B67D6C1094FA900B179FCA2076F,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Mid_Transverse_Frame_1.SLDPRT,93644,1786183904917033500,5AD7E61B1F7F7D05AAE021CEFCBB37C4C6C70D12D3A67CCB47B9A0BE2E804D1F,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Mid_Transverse_Frame_2.SLDPRT,94327,1786183904920036300,EB465FA8FAAA80D5910277DCBD0E55948222627300C21547ECD1BD0129203A07,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Rear_End_Frame.SLDPRT,93817,1786183904923544100,9F2FD03F564267DF389B7C1851AF8481592FF3158987672AEBBCD566DC92A8C3,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Removable_Panels\Removable_Panels.SLDASM,72101,1786183904928558500,A023E19C9E0789A88A62DB7648408DD21ABDE82CAECE81CF75CB47430DC74473,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\02_B601_Mount_and_Load_Path.SLDASM,93262,1786183904953033700,ADCAA1C11944341DBFC9FDD36D9725B824102B3872A8F4E31EF32F62CC567D15,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Adapter_Plate.SLDPRT,103679,1786183904956745800,342385E08C4D00A05796D1A905C13EF7D2070558BAB6BE2B324551D08FEF294D,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Central_Boss.SLDPRT,113402,1786183904959750000,B8CB5D6356005DBBD9ABBC4F54D4290DC538A57141F0B7D38E31D2712801AC32,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Harness_Passage.SLDPRT,72893,1786183904962745400,36E52989EDF21450ED13B9927CC03FC93BE4C00BA9B3F301485C49313073C13B,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Load_Bridge_Left.SLDPRT,78274,1786183904964745500,A1831B35493F7CB326465C527CF0DE4C94B47F84B6C0F6C25C293C74955BA062,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Load_Bridge_Right.SLDPRT,77743,1786183904967745600,334F4BB4E869EC3C3907677E0AD1A68EF5A61DA2F23A7E8C141A8F0B33454D10,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Load_Spreading_Frame.SLDPRT,104059,1786183904970750700,33348456786780EF487DC2FDE6D807F6E2680DDB72C1366E34ADEA8791741C47,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Maintenance_Access_Cover.SLDPRT,54301,1786183904973399100,B4393657D2CA795EF569A856C23F24EC2B60FE2A77B8A0EE66CBAE1A6745D38E,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\02_B601_Mount_and_Load_Path\parts\Spacecraft_Flange.SLDPRT,109310,1786183904976413700,24B0962674CC3CA55352FFF090DD9FD5312403042092DB91B49447E71B90DFDE,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\04_ARM_STOW_SUPPORT\04_ARM_STOW_SUPPORT.SLDASM,58587,1786183904980400600,1B64A0ED745C614BF4F74EE74738EF42E253EC16F6F3811348DF224A9AF18392,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\04_ARM_STOW_SUPPORT\parts\Aft_Saddle.SLDPRT,86142,1786183904985187300,25EC1B9702147EC11D22ADD2F3E8B0E14D7FD4CD2CBB2BBBFCD789F0B3C56108,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\04_ARM_STOW_SUPPORT\parts\Fwd_Saddle.SLDPRT,84258,1786183904987194100,0F0BE9AC604B7D70B6A855EC6AD0A2B4FB14DDF8DA06884C39482278369E29F3,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\04_ARM_STOW_SUPPORT\parts\Launch_Lock_Interface_Reference.SLDPRT,74849,1786183904990195500,1ED6F6C9188833CAE8FDF76E920CEA43D21D8DB8DE45237AECCB78A4D78CFD00,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\04_ARM_STOW_SUPPORT\parts\Mid_Saddle.SLDPRT,85848,1786183904992593700,C5528D2183883D862EB36FB830DE5BDEBEB08786C7199628D051991A541B0EEF,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\04_ARM_STOW_SUPPORT\parts\Release_Clearance_Envelope.SLDPRT,74594,1786183904995591600,A1D4DFDC8D722DD96074ED2F16DEE22B37BD7010BA0759672940D7DF61721C91,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\05_Solar_Array_Root_Left.SLDASM,92479,1786183904999415200,141BC5827601A85347B58765F4A6CE757E75213E08923DD999BF8742CC1F305B,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Hard_Stop_Left.SLDPRT,83555,1786183905003414900,7E85674A08506F771130087EB0E705FCA1B0C2CB529816CE2EAA0932529B4C47,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Harness_Service_Loop_Left.SLDPRT,82003,1786183905007415400,8622257C5DFE7E9DAA9C9A471BB206D2D7257F7A55D9B8FBEA24FE6CD818BAE2,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\HDRM_Base_1_Left.SLDPRT,85096,1786183905009564300,22FD839C311E6B48038F8D298BD97D1E2BB4D9161613EF67DFEB633D85113FD7,True,LOCAL_ONLY_UNTRACKED
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\HDRM_Base_2_Left.SLDPRT,85247,1786183905012563000,A9ECF7CC10DCB8573C48EB2451DB1E1327B37B45D845F9687FDAFDDD8052FF4B,True,LOCAL_ONLY_UNTRACKED
