lane_id,sample_index,t_s,base_x_m,base_y_m,base_z_m,quat_w,quat_x,quat_y,quat_z,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,base_dev_deg,energy_J,joint_work_J,momentum_dP_norm,momentum_dL_norm,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad
WP11_PHYSICAL_GEOMETRY_CONTEXT,10,1.000000000000e-01,-6.3026611038091142e-08,-2.9954942522211357e-07,-2.8019418441436159e-07,9.9999999959172792e-01,3.6022403242305519e-06,-2.6817501996185547e-05,-9.1863899257641233e-06,2.1373232915540975e-04,-1.5909958203673630e-03,-5.4474064111397630e-04,3.2744809494830249e-03,1.7624658321965695e-06,1.7624660122742951e-06,1.7431732262961169e-18,3.5015977325777733e-19,-1.8140432887101481e-04,-1.0483112454157666e+00,-1.3989454859864037e+00,-1.2198806079109423e+00,-5.1888305938605574e-05,1.8393859539868038e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,11,1.100000000000e-01,-8.3488143262033469e-08,-3.9732136125115117e-07,-3.7168459712004697e-07,9.9999999928159711e-01,4.7786347095685453e-06,-3.5574121656817360e-05,-1.2184102649614427e-05,2.5747127669990567e-04,-1.9164478789409280e-03,-6.5596900303423558e-04,4.3436183795565715e-03,2.5570848054321798e-06,2.5570849711840317e-06,2.7641840170916385e-19,1.2088415505362876e-18,-2.3582548201168496e-04,-1.0483474917898694e+00,-1.3989332980799276e+00,-1.2198383395469787e+00,-7.0028999155379934e-05,1.8393222200160620e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,12,1.200000000000e-01,-1.0784310640020318e-07,-5.1403683483900749e-07,-4.8092468308732856e-07,9.9999999879729784e-01,6.1833679375438401e-06,-4.6029598436262888e-05,-1.5762181261694144e-05,3.0505926249561487e-04,-2.2704706526675404e-03,-7.7685801888129221e-04,5.6201340119921396e-03,3.5887670969951789e-06,3.5887672381419494e-06,6.7925071416800722e-19,1.2005322803409052e-18,-3.0080168776450318e-04,-1.0483907681948259e+00,-1.3989187463133228e+00,-1.2197878731794867e+00,-9.1688103142116396e-05,1.8392461247597628e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,13,1.300000000000e-01,-1.3637956124697054e-07,-6.5126529394031849e-07,-6.0939624745861041e-07,9.9999999806898410e-01,7.8355566951769258e-06,-5.8325769351039806e-05,-1.9968490807828234e-05,3.5644508788689692e-04,-2.6526582405026833e-03,-9.0723168352014846e-04,7.1213208154159036e-03,4.8981477049071325e-06,4.8981478159087038e-06,4.4040500438309901e-19,4.3717404650985341e-19,-3.7721267940956564e-04,-1.0484416605634896e+00,-1.3989016336656452e+00,-1.2197285255284487e+00,-1.1715886731794360e-04,1.8391566379403041e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,14,1.400000000000e-01,-1.6936829596511066e-07,-8.1054952890388633e-07,-7.5855996953498758e-07,9.9999999700810960e-01,9.7540644718055901e-06,-7.2602452869631925e-05,-2.4850005286557878e-05,4.1157869212497719e-04,-3.0626091455047784e-03,-1.0469095355856947e-03,8.8642187768254704e-03,6.5283154192776336e-06,6.5283154982937603e-06,2.2351400383409363e-19,1.5947270855400845e-18,-4.6592513557653422e-04,-1.0485007461338651e+00,-1.3988817660396100e+00,-1.2196596234532633e+00,-1.4673018947776106e-04,1.8390527445687110e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,15,1.500000000000e-01,-2.0706095357390145e-07,-9.9340529087745923e-07,-9.2985563152462158e-07,9.9999999550454810e-01,1.1957507365430052e-05,-8.8997471256166118e-05,-3.0452784649868099e-05,4.7041120370416086e-04,-3.4999264018470812e-03,-1.1957063741771991e-03,1.0865614774437319e-02,8.5246576042790057e-06,8.5246576522555380e-06,1.5795527087186122e-18,3.0502821931340584e-18,-5.6779274153407645e-04,-1.0485685934899285e+00,-1.3988589522478638e+00,-1.2195805039051422e+00,-1.8068663622240044e-04,1.8389334448728589e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,16,1.600000000000e-01,-2.4968806156781760e-07,-1.2013208846087086e-06,-1.1247023537138370e-06,9.9999999342356150e-01,1.4464260135327232e-05,-1.0764667352097329e-04,-3.6821950436435350e-05,5.3289498922303954e-04,-3.9642176904483217e-03,-1.3534319952838484e-03,1.3142046753209565e-02,1.0934708856637424e-05,1.0934708876511214e-05,3.5913941254612463e-18,1.3585183283780422e-18,-6.8365625047930368e-04,-1.0486457626024470e+00,-1.3988330039992602e+00,-1.2194905138795074e+00,-2.1930846338878593e-04,1.8387977542256938e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,17,1.700000000000e-01,-2.9745697076118588e-07,-1.4357567374251387e-06,-1.3444988355721893e-06,9.9999999060263167e-01,1.7292462488136539e-05,-1.2868395892126714e-04,-4.4001660134618844e-05,5.9898369995628746e-04,-4.4550954432519404e-03,-1.5198909474141975e-03,1.5709803428101181e-02,1.3808003509352836e-05,1.3808003505368495e-05,1.2643861424099487e-18,3.0401266833946762e-18,-8.1434354482720931e-04,-1.0487328048698019e+00,-1.3988037358851322e+00,-1.2193890103683884e+00,-2.6287163648009489e-04,1.8386447030734566e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,18,1.800000000000e-01,-3.5054971027523741e-07,-1.6981449461234043e-06,-1.5906236023127355e-06,9.9999998684816183e-01,2.0460025585449155e-05,-1.5224130095532257e-04,-5.2035080369786068e-05,6.6863231632173351e-04,-4.9721769361808343e-03,-1.6948823059086541e-03,1.8584926788517121e-02,1.7195931948721865e-05,1.7195931925853924e-05,2.7299513153558807e-18,2.9193036915438558e-18,-9.6066969750010838e-04,-1.0488302631588080e+00,-1.3987709653655669e+00,-1.2192753603128190e+00,-3.1164785109591886e-04,1.8384733368639046e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,19,1.900000000000e-01,-4.0912076540708204e-07,-1.9898888034467573e-06,-1.8644352564386103e-06,9.9999998193205986e-01,2.3984638761755897e-05,-1.7844877179367392e-04,-6.0964359007961808e-05,7.4179719042566242e-04,-5.5150843707930611e-03,-1.8781994654210211e-03,2.1783213503073735e-02,2.1151600712307752e-05,2.1151600675781489e-05,1.4260453102628112e-18,3.2779190121912668e-19,-1.1234370332170744e-03,-1.0489386718455347e+00,-1.3987345127556798e+00,-1.2191489405552351e+00,-3.6590455336242360e-04,1.8382827159745335e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,20,2.000000000000e-01,-4.7329478494532595e-07,-2.3123623057782416e-06,-2.1672727338166838e-06,9.9999997558821085e-01,2.7883776442422378e-05,-2.0743456709098452e-04,-7.0830596265223473e-05,8.1843608686686675e-04,-6.0834449446636723e-03,-2.0696299500623586e-03,2.5320217494909911e-02,2.5729696335262516e-05,2.5729696290167207e-05,2.0370309419355109e-18,1.3100464694813462e-18,-1.3034351897833812e-03,-1.0490585568561273e+00,-1.3986942012118875e+00,-1.2190091377918710e+00,-4.2590496036251099e-04,1.8380719156408019e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,21,2.100000000000e-01,-5.4316421988712720e-07,-2.6669096399442632e-06,-2.5004555615817631e-06,9.9999996750885234e-01,3.2174705229219837e-05,-2.3932503090806951e-04,-8.1673814773722424e-05,8.9850822197681801e-04,-6.6768909105189463e-03,-2.2689552407084376e-03,2.9211250769398241e-02,3.0986352912346276e-05,3.0986353004482637e-05,6.3219307120497437e-19,6.5144814430278292e-18,-1.5014411793799374e-03,-1.0491904357076280e+00,-1.3986498567181822e+00,-1.2188553485251568e+00,-4.9190808056597804e-04,1.8378400258843504e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,22,2.200000000000e-01,-6.1878692903140790e-07,-3.0548446750012421e-06,-2.8652841323122963e-06,9.9999995734085778e-01,3.6874491296826396e-05,-2.7424468210732596e-04,-9.3532929587413310e-05,9.8197430166956632e-04,-7.2950596241514402e-03,-2.4759506189802813e-03,3.3471385266489219e-02,3.6979023343088407e-05,3.6979023342810662e-05,3.5827919714908619e-18,4.2103669073335351e-18,-1.7182194498527310e-03,-1.0493348175487962e+00,-1.3986013080724067e+00,-1.2186869790161154e+00,-5.6416873425968006e-04,1.8375861514412272e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,23,2.300000000000e-01,-7.0018367906101662e-07,-3.4774503947669218e-06,-3.2630399537047436e-06,9.9999994468193665e-01,4.2000007678447014e-05,-3.1231623831792625e-04,-1.0644571578688286e-04,1.0687965580705946e-03,-7.9375935811473383e-03,-2.6903850274161466e-03,3.8115455271305457e-02,4.3766354227779779e-05,4.3766354134512975e-05,1.1727439577597817e-18,3.4711406044596416e-18,-1.9545219460022590e-03,-1.0494922032009293e+00,-1.3985483868725261e+00,-1.2185034452367605e+00,-6.4293757397768754e-04,1.8373094116901086e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,24,2.400000000000e-01,-7.8733564497363026e-07,-3.9359783582032910e-06,-3.6949859266730729e-06,9.9999992907676405e-01,4.7567941986674671e-05,-3.5366064250323215e-04,-1.2044877690675747e-04,1.1589387850889424e-03,-8.6041404424619869e-03,-2.9120209453625890e-03,4.3158058537877741e-02,5.1408064382358880e-05,5.1408064394721001e-05,1.0631817190634495e-17,1.3444352849362379e-18,-2.2110881708729750e-03,-1.0496630851986848e+00,-1.3984909275029034e+00,-1.2183041728224919e+00,-7.2846110493145113e-04,1.8370089405805217e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,25,2.500000000000e-01,-8.8018188046692371e-07,-4.4316481526902864e-06,-4.1623666267642313e-06,9.9999991001304289e-01,5.3594804290609884e-05,-3.9839708971935585e-04,-1.3557751296881739e-04,1.2523663730914481e-03,-9.2943530488842352e-03,-3.1406142801218644e-03,4.8613558490859854e-02,5.9964826940737332e-05,5.9964827015498785e-05,1.9303670873972785e-18,9.6015518278124569e-18,-2.4886452470427251e-03,-1.0498479478309000e+00,-1.3984287671205733e+00,-1.2180885970244946e+00,-8.2098170543995963e-04,1.8366838865610676e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,26,2.600000000000e-01,-9.7861671508586882e-07,-4.9656468072547532e-06,-4.6664085700232276e-06,9.9999988691751074e-01,6.0096934974441160e-05,-4.4664305224906953e-04,-1.5186608688290708e-04,1.3490463428321318e-03,-1.0007889424436287e-02,-3.3759142729030325e-03,5.4496085791123756e-02,6.9498155013690744e-05,6.9498154966333986e-05,5.4253459377803809e-18,1.6955289356804729e-18,-2.7879079779121849e-03,-1.0500472671814127e+00,-1.3983617456415147e+00,-1.2178561626621347e+00,-9.2073764735990193e-04,1.8363334125076426e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,27,2.700000000000e-01,-1.0824870967419049e-06,-5.5391281839157700e-06,-5.2083204755555660e-06,9.9999985915189671e-01,6.7090512721368708e-05,-4.9851430425980358e-04,-1.6934738986659165e-04,1.4489473787833217e-03,-1.0744412768762129e-02,-3.6176634191345844e-03,6.0819540197341808e-02,8.0070290874093052e-05,8.0070290851800337e-05,1.1727439577597816e-17,2.0501529182377938e-18,-3.1095789089942943e-03,-1.0502615111698834e+00,-1.3982897057269266e+00,-1.2176063240753563e+00,-1.0279631165158254e-03,1.8359566956516621e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,28,2.800000000000e-01,-1.1915900124678410e-06,-6.1532124306697737e-06,-5.7892935652308013e-06,9.9999982600883719e-01,7.4591562958016607e-05,-5.5412494982849843e-04,-1.8805300917198767e-04,1.5520398620084603e-03,-1.1503591438565100e-02,-3.8655974027071763e-03,6.7597592305302240e-02,9.1744098638994753e-05,9.1744098693628500e-05,6.2131501254197873e-18,9.7125394029310671e-19,-3.4543483892037086e-03,-1.0504911395926153e+00,-1.3982124927695003e+00,-1.2173385450770802e+00,-1.1428882331303008e-03,1.8355529275082816e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,29,2.900000000000e-01,-1.3056698301509066e-06,-6.8089853834075418e-06,-6.4105018388946319e-06,9.9999978670775547e-01,8.2615966196927175e-05,-6.1358744843578923e-04,-2.0801319382279804e-04,1.6582959027094362e-03,-1.2285098918162759e-02,-4.1194450437262598e-03,7.4843685620226613e-02,1.0458296041980146e-04,1.0458296040658187e-04,3.5031644298526267e-18,5.4210786246397912e-18,-3.8228946321462224e-03,-1.0507366041633748e+00,-1.3981299548796946e+00,-1.2170522989055985e+00,-1.2657390722540785e-03,1.8351213138046198e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,30,3.000000000000e-01,-1.4244155420935710e-06,-7.5074979135634701e-06,-7.0731023282886587e-06,9.9999974039071826e-01,9.1179466364512359e-05,-6.7701263820756942e-04,-2.2925681814835519e-04,1.7676893725738735e-03,-1.3088613779235675e-02,-4.3789282593656833e-03,8.2571037803276209e-02,1.1865067591260389e-04,1.1865067589391980e-04,4.4702800766818727e-18,5.5241138065165332e-18,-4.2158837774082221e-03,-1.0509983485542138e+00,-1.3980419428720088e+00,-1.2167470681769741e+00,-1.3967376841962531e-03,1.8346610744079808e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,31,3.100000000000e-01,-1.5474581565354595e-06,-8.2497653706626861e-06,-7.7782353988964177e-06,9.9999968611826673e-01,1.0029767964743222e-04,-7.4450976350124538e-04,-2.5181134904259930e-04,1.8801959370400891e-03,-1.3913819629855708e-02,-4.6437620374252166e-03,9.0792642919613697e-02,1.3401136540151112e-04,1.3401136541508422e-04,2.8189256484623115e-18,4.9036182182179672e-18,-4.6339699518461114e-03,-1.0512768084362887e+00,-1.3979483102512567e+00,-1.2164223448374367e+00,-1.5361021149544209e-03,1.8341714432540765e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,32,3.200000000000e-01,-1.6743680328164941e-06,-9.0367669852258355e-06,-8.5270250316095161e-06,9.9999962286523558e-01,1.0998610328729635e-04,-8.1618650031535284e-04,-2.7570281171448470e-04,1.9957930875895554e-03,-1.4760405052888526e-02,-4.9136544222067148e-03,9.9521273193619308e-02,1.5072937614864373e-04,1.5072937614820145e-04,2.1245936804851847e-18,1.0784167482127319e-17,-5.0777953308757603e-03,-1.0515724115206830e+00,-1.3978489131988410e+00,-1.2160776301157799e+00,-1.6840464266448421e-03,1.8336516682752496e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,33,3.300000000000e-01,-1.8046520966103818e-06,-9.8694452023561191e-06,-9.3205790754222457e-06,9.9999954951656722e-01,1.2026012432762584e-04,-8.9214897864582025e-04,-3.0095575266065759e-04,2.1144601741683948e-03,-1.5628063533874824e-02,-5.1883065123359698e-03,1.0876948045237084e-01,1.6886919214522498e-04,1.6886919214883947e-04,2.0911334211520100e-18,6.9151363104027574e-18,-5.5479901997619371e-03,-1.0518855775992273e+00,-1.3977436105590271e+00,-1.2157124344757584e+00,-1.8407807179326020e-03,1.8331010113286955e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,34,3.400000000000e-01,-1.9377512158726020e-06,-1.0748705106346463e-05,-1.0159989540199241e-05,9.9999946486312097e-01,1.3113502878021700e-04,-9.7250180838514058e-04,-3.2759320633326562e-04,2.2361784378311642e-03,-1.6516493378504759e-02,-5.4674124701694551e-03,1.1854959810290019e-01,1.8849534719896565e-04,1.8849534719332192e-04,3.2742187586505674e-18,1.1006788202360487e-18,-6.0451730149077530e-03,-1.0522167185853202e+00,-1.3976322638252165e+00,-1.2153262775684848e+00,-2.0065111444617710e-03,1.8325187481246837e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,35,3.500000000000e-01,-2.0730375637523553e-06,-1.1675413829302585e-05,-1.1046332879093614e-05,9.9999936759748675e-01,1.4262601083129991e-04,-1.0573481039239483e-03,-3.5563666127056315e-04,2.3609310436915275e-03,-1.7425397619810268e-02,-5.7506595424379071e-03,1.2887374302199431e-01,2.0967234133365282e-04,2.0967234132285433e-04,1.0453418333370183e-17,1.6515854931196019e-17,-6.5699504651440923e-03,-1.0525662385547496e+00,-1.3975147371262213e+00,-1.2149186881848277e+00,-2.1814399392855641e-03,1.8319041681547826e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,36,3.600000000000e-01,-2.2098118877359306e-06,-1.2650399903224062e-05,-1.1980670246545290e-05,9.9999925630981323e-01,1.5474818205192826e-04,-1.1467895060677466e-03,-3.8510602399444962e-04,2.4887031142557673e-03,-1.8354483915210412e-02,-6.0377280917910210e-03,1.3975381698299155e-01,2.3246456047749638e-04,2.3246456050122246e-04,4.4280069751204952e-18,1.1333186883068968e-17,-7.1229175330190615e-03,-1.0529345337865132e+00,-1.3973908972125375e+00,-1.2144892042078081e+00,-2.3657654332965043e-03,1.8312565746200799e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,37,3.700000000000e-01,-2.3473008611433599e-06,-1.3674452652014011e-05,-1.2964047771017861e-05,9.9999912948364811e-01,1.6751658085080695e-04,-1.2409262050085039e-03,-4.1601958461601814e-04,2.6194817632061809e-03,-1.9303464433556065e-02,-6.3282916389206427e-03,1.5120150852150693e-01,2.5693619941739024e-04,2.5693619942270023e-04,1.6035932906628276e-17,6.9992472277015686e-18,-7.7046575560874193e-03,-1.0533219928036397e+00,-1.3972606134426198e+00,-1.2140373725649960e+00,-2.5596820756565815e-03,1.8305752843594057e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,38,3.800000000000e-01,-2.4846545243734991e-06,-1.4748321620695240e-05,-1.3997496837314525e-05,9.9999898549180066e-01,1.8094618209028713e-04,-1.3398569638554696e-03,-4.4839398411716835e-04,2.7532561296925357e-03,-2.0272055732330402e-02,-6.6220169149522603e-03,1.6322829465626870e-01,2.8315118799673823e-04,2.8315118794281408e-04,3.9271472957846150e-18,6.9931040125315036e-18,-8.3157422882000169e-03,-1.0537289964140093e+00,-1.3971237577691542e+00,-1.2135627491809085e+00,-2.7633804542274119e-03,1.8298596277775541e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,39,3.900000000000e-01,-2.6209436689250563e-06,-1.5872715964543711e-05,-1.5082034349272857e-05,9.9999882259222972e-01,1.9505190674071188e-04,-1.4436791398815287e-03,-4.8224418011843091e-04,2.8900174131806307e-03,-2.1259978625173138e-02,-6.9185639238077221e-03,1.7584544266640131e-01,3.1117312053491569e-04,3.1117312056284891e-04,3.9747508192403134e-18,7.9513959996308820e-18,-8.9567319607932478e-03,-1.0541559177511752e+00,-1.3969802047253335e+00,-1.2130648989294064e+00,-2.9770473160004051e-03,1.8291089487735081e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,40,4.000000000000e-01,-2.7551571644032795e-06,-1.7048303802842861e-05,-1.6218662977714370e-05,9.9999863892396801e-01,2.0984863166192589e-04,-1.5524887039027448e-03,-5.1758341127614016e-04,3.0297589088980328e-03,-2.2266958039907744e-02,-7.2175860142547465e-03,1.8906401147236321e-01,3.4106518844675640e-04,3.4106518848219040e-04,4.4439065127221599e-18,2.1112244946491881e-17,-9.6281753441784679e-03,-1.0546031223151835e+00,-1.3968298314111296e+00,-1.2125433955860916e+00,-3.2008655875269145e-03,1.8283226046686588e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,41,4.100000000000e-01,-2.8861995321617807e-06,-1.8275711684852218e-05,-1.7408371441889098e-05,9.9999843250307652e-01,2.2535119961809261e-04,-1.6663802624920781e-03,-5.5442316654996540e-04,3.1724760439078648e-03,-2.3292722867261337e-02,-7.5187299613718103e-03,2.0289485352501871e-01,3.7289011604066543e-04,3.7289011596417605e-04,3.8055341809173891e-18,5.2804096433425184e-18,-1.0330609808831440e-02,-1.0550709680133954e+00,-1.3966725174795689e+00,-1.2119978217807035e+00,-3.4350143953484056e-03,1.8274999661350302e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,42,4.200000000000e-01,-3.0128884498060847e-06,-1.9555524007781903e-05,-1.8652134767550510e-05,9.9999820121864136e-01,2.4157442933454105e-04,-1.7854470774814209e-03,-5.9277315265794835e-04,3.3181664138323065e-03,-2.4337005800478820e-02,-7.8216360571694444e-03,2.1734861649890772e-01,4.0671009947402555e-04,4.0671009948935720e-04,7.0731209215590646e-18,2.1690818654827680e-18,-1.1064561386681781e-02,-1.0555598052013071e+00,-1.3965081451230046e+00,-1.2114277689495168e+00,-3.6796690864266141e-03,1.8266404171234998e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,43,4.300000000000e-01,-3.1339521421369379e-06,-2.0888282370940399e-05,-1.9950914520706454e-05,9.9999794282882271e-01,2.5853312569757862e-04,-1.9097810825770881e-03,-6.3264125898105175e-04,3.4668298202384924e-03,-2.5399543166043835e-02,-8.1259382101220284e-03,2.3243574457180805e-01,4.4258674884456732e-04,4.4258674891100837e-04,2.0498016995746649e-17,1.2430556400080799e-17,-1.1830544832402409e-02,-1.0560699767233706e+00,-1.3963365990593923e+00,-1.2108328372877388e+00,-3.9350012485737124e-03,1.8257433547920226e-05
WP11_PHYSICAL_GEOMETRY_CONTEXT,44,4.400000000000e-01,-3.2480270601235359e-06,-2.2274485055705814e-05,-2.1305659075017923e-05,9.9999765495694515e-01,2.7624209013252401e-04,-2.0394729028032276e-03,-6.7403352800580020e-04,3.6184683086901274e-03,-2.6480074745730015e-02,-8.4312640533762782e-03,2.4816648025610069e-01,4.8058103339616414e-04,4.8058103333441552e-04,1.4126284755575030e-17,2.2638805996750743e-18,-1.2629063684698943e-02,-1.0566018179538157e+00,-1.3961577665185625e+00,-1.2102126357019058e+00,-4.2011787308824560e-03,1.8248081894338525e-05
