source_rel_path,expected_sha256,actual_sha256,match_expected,snapshot_path,snapshot_hash_match,pre_reorg04_source_rel_path,pre_reorg04_expected_sha256,pre_reorg04_actual_sha256,pre_reorg04_match_expected,pre_reorg04_snapshot_path,pre_reorg04_snapshot_hash_match,refreeze_reason
30_simulation/sim_09_grasp_evaluator/results/e15_gate_check.json,E98272BB347CA647125BAA3D25B541E94477F854C30CFDCC4F0559E0C08C1F15,E98272BB347CA647125BAA3D25B541E94477F854C30CFDCC4F0559E0C08C1F15,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_gate_check.json,True,results/sim_09_grasp_evaluator/e15_gate_check.json,14791C2937EEAD5A93406C02EEB66B20D96F4FBB149DF0E5F367B26C94436E2A,14791C2937EEAD5A93406C02EEB66B20D96F4FBB149DF0E5F367B26C94436E2A,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_gate_check.json,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_geometry_manifest.json,D09F973D7D77EF3E056C633511A16D20A8BF6835A9A7B5D722927C32D403886F,D09F973D7D77EF3E056C633511A16D20A8BF6835A9A7B5D722927C32D403886F,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_geometry_manifest.json,True,results/sim_09_grasp_evaluator/e15_geometry_manifest.json,D09F973D7D77EF3E056C633511A16D20A8BF6835A9A7B5D722927C32D403886F,D09F973D7D77EF3E056C633511A16D20A8BF6835A9A7B5D722927C32D403886F,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_geometry_manifest.json,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_geometry_roll_details.csv,8580332F252A564D8E0BE05B4D1B3CD5E2B25E11CB1EB816781AB66B693479CC,8580332F252A564D8E0BE05B4D1B3CD5E2B25E11CB1EB816781AB66B693479CC,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_geometry_roll_details.csv,True,results/sim_09_grasp_evaluator/e15_geometry_roll_details.csv,8580332F252A564D8E0BE05B4D1B3CD5E2B25E11CB1EB816781AB66B693479CC,8580332F252A564D8E0BE05B4D1B3CD5E2B25E11CB1EB816781AB66B693479CC,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_geometry_roll_details.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_legacy_hash_check.json,7DFD1044FF45E66F0A49D57628B0D5CEF0AA91302F21EFFA8C5B5F6E4BD9BAFF,7DFD1044FF45E66F0A49D57628B0D5CEF0AA91302F21EFFA8C5B5F6E4BD9BAFF,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_legacy_hash_check.json,True,results/sim_09_grasp_evaluator/e15_legacy_hash_check.json,69EFA348DDD9904D6817C09EFD4F20AD357B043CDDD6E6F625FC42AF088629C1,69EFA348DDD9904D6817C09EFD4F20AD357B043CDDD6E6F625FC42AF088629C1,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_legacy_hash_check.json,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_results_72cases.csv,6760FB0473E1DCA3580DDDA20994D71A54E6217B9A6281C55AB515A2D124D5DE,6760FB0473E1DCA3580DDDA20994D71A54E6217B9A6281C55AB515A2D124D5DE,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_results_72cases.csv,True,results/sim_09_grasp_evaluator/e15_results_72cases.csv,876F72274C0E0F9DB8418F3DF9A72298A72278459A751885793A2BCE23ECEE54,876F72274C0E0F9DB8418F3DF9A72298A72278459A751885793A2BCE23ECEE54,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_results_72cases.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_run_manifest.json,B634EE4D6758AEEEE9AD107544266616A71141FB13DF0BBCE559B06BA0B9CEFD,B634EE4D6758AEEEE9AD107544266616A71141FB13DF0BBCE559B06BA0B9CEFD,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_run_manifest.json,True,results/sim_09_grasp_evaluator/e15_run_manifest.json,B634EE4D6758AEEEE9AD107544266616A71141FB13DF0BBCE559B06BA0B9CEFD,B634EE4D6758AEEEE9AD107544266616A71141FB13DF0BBCE559B06BA0B9CEFD,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_run_manifest.json,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_top3_bdf_attempts.csv,9BD7271A1A4AC69F8E33D4FC0C8FE423EC9AC14336BD4B47471D133AE4CE9ED6,9BD7271A1A4AC69F8E33D4FC0C8FE423EC9AC14336BD4B47471D133AE4CE9ED6,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_top3_bdf_attempts.csv,True,results/sim_09_grasp_evaluator/e15_top3_bdf_attempts.csv,9BD7271A1A4AC69F8E33D4FC0C8FE423EC9AC14336BD4B47471D133AE4CE9ED6,9BD7271A1A4AC69F8E33D4FC0C8FE423EC9AC14336BD4B47471D133AE4CE9ED6,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_top3_bdf_attempts.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_top3_bdf_crosschecks.csv,E85A7D4EC921C433E2749966728B4A9681B7E6B3FAD6F195D225BA50CF31F945,E85A7D4EC921C433E2749966728B4A9681B7E6B3FAD6F195D225BA50CF31F945,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_top3_bdf_crosschecks.csv,True,results/sim_09_grasp_evaluator/e15_top3_bdf_crosschecks.csv,E85A7D4EC921C433E2749966728B4A9681B7E6B3FAD6F195D225BA50CF31F945,E85A7D4EC921C433E2749966728B4A9681B7E6B3FAD6F195D225BA50CF31F945,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_top3_bdf_crosschecks.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/tables/e15_mpcs/e15_bottleneck_summary.csv,1D9404795B51680EEC30445BD468817B427F9753D0BF94832A314E6481665043,1D9404795B51680EEC30445BD468817B427F9753D0BF94832A314E6481665043,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_mpcs__e15_bottleneck_summary.csv,True,tables/sim_09_grasp_evaluator/e15_mpcs/e15_bottleneck_summary.csv,1D9404795B51680EEC30445BD468817B427F9753D0BF94832A314E6481665043,1D9404795B51680EEC30445BD468817B427F9753D0BF94832A314E6481665043,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_mpcs__e15_bottleneck_summary.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/tables/e15_mpcs/e15_mpcs_manifest.json,DBD1B74F1DBB9B6403E829CD28ADF4B3F2A16BC6DBA4BB0A4431E1D0B21F1C48,DBD1B74F1DBB9B6403E829CD28ADF4B3F2A16BC6DBA4BB0A4431E1D0B21F1C48,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_mpcs__e15_mpcs_manifest.json,True,tables/sim_09_grasp_evaluator/e15_mpcs/e15_mpcs_manifest.json,DBD1B74F1DBB9B6403E829CD28ADF4B3F2A16BC6DBA4BB0A4431E1D0B21F1C48,DBD1B74F1DBB9B6403E829CD28ADF4B3F2A16BC6DBA4BB0A4431E1D0B21F1C48,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_mpcs__e15_mpcs_manifest.json,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/tables/e15_mpcs/e15_pareto_layers.csv,D73EC27F5E9D9CD999FABA2222F74735AF2AC13093AE08D4816ED442017B7254,D73EC27F5E9D9CD999FABA2222F74735AF2AC13093AE08D4816ED442017B7254,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_mpcs__e15_pareto_layers.csv,True,tables/sim_09_grasp_evaluator/e15_mpcs/e15_pareto_layers.csv,D73EC27F5E9D9CD999FABA2222F74735AF2AC13093AE08D4816ED442017B7254,D73EC27F5E9D9CD999FABA2222F74735AF2AC13093AE08D4816ED442017B7254,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_mpcs__e15_pareto_layers.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/tables/e15_summary_metrics.csv,A34FDF5A3393379C4B580C6A409BA4D455B994432F923B86AA47EFB86B68F8F7,A34FDF5A3393379C4B580C6A409BA4D455B994432F923B86AA47EFB86B68F8F7,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_summary_metrics.csv,True,tables/sim_09_grasp_evaluator/e15_summary_metrics.csv,A34FDF5A3393379C4B580C6A409BA4D455B994432F923B86AA47EFB86B68F8F7,A34FDF5A3393379C4B580C6A409BA4D455B994432F923B86AA47EFB86B68F8F7,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\tables__sim_09_grasp_evaluator__e15_summary_metrics.csv,True,root_namespace_path_refreeze_reorg04
