depth,parent,leaf_name,full_name,path,is_fixed,is_suppressed,referenced_config,solving_option,bbox_xmin,bbox_ymin,bbox_zmin,bbox_xmax,bbox_ymax,bbox_zmax,t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15
2,06_Solar_Array_Root_Right-1,Root_Base_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Root_Base_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Root_Base_Right.SLDPRT,True,False,默认,0,-79.0,-121.15,-40.0,-43.0,-113.15,40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,HDRM_Base_1_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/HDRM_Base_1_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\HDRM_Base_1_Right.SLDPRT,True,False,默认,0,-172.0,-121.15,-112.0,-148.0,-113.15,-88.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,HDRM_Base_2_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/HDRM_Base_2_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\HDRM_Base_2_Right.SLDPRT,True,False,默认,0,28.0,-121.15,-112.0,52.0,-113.15,-88.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Hinge_Ear_1_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Hinge_Ear_1_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Hinge_Ear_1_Right.SLDPRT,True,False,默认,0,-75.0,-151.15,-5.0,-65.0,-121.15,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Root_Node_Spine_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Root_Node_Spine_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Root_Node_Spine_Right.SLDPRT,True,False,默认,0,-67.0,-113.15,-75.0,-55.0,-110.15,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,HDRM_Rod_2_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/HDRM_Rod_2_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\HDRM_Rod_2_Right.SLDPRT,True,False,默认,0,35.0,-141.15,-105.0,45.0,-121.15,-95.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Hard_Stop_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Hard_Stop_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Hard_Stop_Right.SLDPRT,True,False,默认,0,-64.0,-129.15,23.0,-58.0,-121.15,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Harness_Service_Loop_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Harness_Service_Loop_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Harness_Service_Loop_Right.SLDPRT,True,False,默认,0,-110.0,-131.15,-30.0,-90.0,-113.15,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Hinge_Ear_2_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Hinge_Ear_2_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Hinge_Ear_2_Right.SLDPRT,True,False,默认,0,-57.0,-151.15,-5.0,-47.0,-121.15,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Torsion_Spring_2_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Torsion_Spring_2_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Torsion_Spring_2_Right.SLDPRT,True,False,默认,0,-47.0,-151.15,-8.0,-29.0,-135.15,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Torsion_Spring_1_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Torsion_Spring_1_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Torsion_Spring_1_Right.SLDPRT,True,False,默认,0,-93.0,-151.15,-8.0,-75.0,-135.15,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,Hinge_Pin_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/Hinge_Pin_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\Hinge_Pin_Right.SLDPRT,True,False,默认,0,-82.0,-147.15,-4.0,-40.0,-139.15,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,06_Solar_Array_Root_Right-1,HDRM_Rod_1_Right-1,Space_Embodied_Service_Spacecraft_V2_2-1/06_Solar_Array_Root_Right-1/HDRM_Rod_1_Right-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\06_Solar_Array_Root_Right\parts\HDRM_Rod_1_Right.SLDPRT,True,False,默认,0,-165.0,-141.15,-105.0,-155.0,-121.15,-95.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Space_Embodied_Service_Spacecraft_V2_2-1,05_Solar_Array_Root_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\05_Solar_Array_Root_Left.SLDASM,True,False,默认,0,-172.0,110.15,-112.0,52.0,151.15,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Hinge_Ear_2_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Hinge_Ear_2_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Hinge_Ear_2_Left.SLDPRT,True,False,默认,0,-57.0,121.15,-5.0,-47.0,151.15,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,HDRM_Base_1_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/HDRM_Base_1_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\HDRM_Base_1_Left.SLDPRT,True,False,默认,0,-172.0,113.15,-112.0,-148.0,121.15,-88.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Root_Node_Spine_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Root_Node_Spine_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Root_Node_Spine_Left.SLDPRT,True,False,默认,0,-67.0,110.15,-75.0,-55.0,113.15,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Hinge_Pin_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Hinge_Pin_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Hinge_Pin_Left.SLDPRT,True,False,默认,0,-82.0,139.15,-4.0,-40.0,147.15,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Torsion_Spring_1_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Torsion_Spring_1_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Torsion_Spring_1_Left.SLDPRT,True,False,默认,0,-93.0,135.15,-8.0,-75.0,151.15,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Root_Base_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Root_Base_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Root_Base_Left.SLDPRT,True,False,默认,0,-79.0,113.15,-40.0,-43.0,121.15,40.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Hinge_Ear_1_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Hinge_Ear_1_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Hinge_Ear_1_Left.SLDPRT,True,False,默认,0,-75.0,121.15,-5.0,-65.0,151.15,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Torsion_Spring_2_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Torsion_Spring_2_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Torsion_Spring_2_Left.SLDPRT,True,False,默认,0,-47.0,135.15,-8.0,-29.0,151.15,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,HDRM_Rod_1_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/HDRM_Rod_1_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\HDRM_Rod_1_Left.SLDPRT,True,False,默认,0,-165.0,121.15,-105.0,-155.0,141.15,-95.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,HDRM_Base_2_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/HDRM_Base_2_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\HDRM_Base_2_Left.SLDPRT,True,False,默认,0,28.0,113.15,-112.0,52.0,121.15,-88.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,HDRM_Rod_2_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/HDRM_Rod_2_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\HDRM_Rod_2_Left.SLDPRT,True,False,默认,0,35.0,121.15,-105.0,45.0,141.15,-95.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Hard_Stop_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Hard_Stop_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Hard_Stop_Left.SLDPRT,True,False,默认,0,-64.0,121.15,23.0,-58.0,129.15,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,05_Solar_Array_Root_Left-1,Harness_Service_Loop_Left-1,Space_Embodied_Service_Spacecraft_V2_2-1/05_Solar_Array_Root_Left-1/Harness_Service_Loop_Left-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\05_Solar_Array_Root_Left\parts\Harness_Service_Loop_Left.SLDPRT,True,False,默认,0,-110.0,113.15,-30.0,-90.0,131.15,-10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Space_Embodied_Service_Spacecraft_V2_2-1,00_Master_Skeleton_V2_2-1,Space_Embodied_Service_Spacecraft_V2_2-1/00_Master_Skeleton_V2_2-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\00_Master_Skeleton\00_Master_Skeleton_V2_2.SLDPRT,True,False,默认,0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Space_Embodied_Service_Spacecraft_V2_2-1,01_Primary_Structure_V2_2-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\01_Primary_Structure_V2_2.SLDASM,True,False,默认,0,-183.0,-110.15,-110.15,183.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,01_Primary_Structure_V2_2-1,Equipment_Decks-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Equipment_Decks-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\Equipment_Decks\Equipment_Decks.SLDASM,True,False,默认,0,-175.0,-93.15,-40.0,119.0,93.15,-36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,01_Primary_Structure_V2_2-1,Front_Transverse_Frame-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Front_Transverse_Frame-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Front_Transverse_Frame.SLDPRT,True,False,默认,0,119.0,-110.15,-110.15,125.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,01_Primary_Structure_V2_2-1,Mid_Transverse_Frame_1-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Mid_Transverse_Frame_1-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Mid_Transverse_Frame_1.SLDPRT,True,False,默认,0,58.0,-110.15,-110.15,64.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,01_Primary_Structure_V2_2-1,Front_End_Frame-1,Space_Embodied_Service_Spacecraft_V2_2-1/01_Primary_Structure_V2_2-1/Front_End_Frame-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806\03_native_cad\SPACECRAFT_V2_2_NATIVE_COPY\01_Primary_Structure\parts\Front_End_Frame.SLDPRT,True,False,默认,0,175.0,-110.15,-110.15,183.0,110.15,110.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
