owner,access,path,bytes,sha256,os_read_only
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\GUSSET_4.SLDPRT,78366,D2778355344B4388D6CD8BAD8BBBDC43E07A8EF9DBD1B1B62948970705F88C8F,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\LNG_NY_NZ.SLDPRT,72607,E6A0A08495B1F02681B127C83BDAAA6CC1E039E033287F456D4D9FC1F9EBFDEE,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\LNG_NY_PZ.SLDPRT,70506,DE012EAD9C646F4A85D006D5BCB2861034C740938A3EB3D768FBED9CD98AA0F1,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\LNG_PY_NZ.SLDPRT,70642,27D32D268A68B969DAA8B6C7366F017C2CB47EE11CA4BFBA124AB951DFF11CBF,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\LNG_PY_PZ.SLDPRT,71908,4E01F0F00B64F8A20EB90A4E6CA458AE3DF9C837B366C2C84066045DCE3B98D1,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PAD_MID2_NY_ZN.SLDPRT,80705,E94AF6305CC791E1619F0567DA976F31C3A4F8DBCB82B8D6C1039A3436960358,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PAD_MID2_NY_ZP.SLDPRT,81423,A7C31944D58A365AB50F16474D432ACCE83D351C32AAF80C0979C98B4CAD7B3D,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PAD_MID2_PY_ZN.SLDPRT,81500,8D9EEF784698D49E12AF7BFC6686DA7C53F0B5F75656BF48C6B6537204069B53,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PAD_MID2_PY_ZP.SLDPRT,81163,7B81868A41EDE138A267079B1A34F94F6B6A9130303D7238E3BCE6B43C3E490D,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PAD_REAR_NY.SLDPRT,78910,38E455D22161364DA01C258F945AE9B4E27919E0B99C3C70A05EEE9C9975483D,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PAD_REAR_PY.SLDPRT,79180,A89119775AEED0043100BCB69F20A029F50295B86BB254CADBBB728105AAC0AC,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PNL_BOTTOM.SLDPRT,60137,BCDB6ED16CED6712450B3648C09D1B73478A9F996F58B35A07222F6A95E298A9,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PNL_LEFT_AFT.SLDPRT,63701,9869892793F3C58E4ED6574B58D57EBE62D2F837991185570E5930C4C80F6EE0,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PNL_LEFT_FWD.SLDPRT,64125,ABB43EA88CEDF1CFDCD3276B22AF3111C901FC620D17EBD75B09B7BD334FE074,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PNL_RIGHT_AFT.SLDPRT,62929,604D1B07D88C8DD5CBFDCEF1D3ED2BCB1A896444FFB3A8F6223BBF97C9365EBB,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PNL_RIGHT_FWD.SLDPRT,64851,EC01521F799725FCD2D44A8034BB34ACA81BF8576028D4275DCC61CA7D99ADB7,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\parts\PNL_TOP.SLDPRT,60475,99C81495B8C52B9A32F10E120FDE6D76968903829403BE55CBC82D9C441119BB,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\10_Primary_Structure\SV22_Primary_Structure.SLDASM,104946,7F59ADB2E0AEC5529FC45719DC1EC83E4FA9C5467D1FE61478172AAE6D653278,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\20_B601_Interface\parts\ARM_CRADLE_MAIN.SLDPRT,72730,D0AF3C254850AECA61CAC252820A6D5C4EEBD896A5D99359BCBA233F443AB24B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\20_B601_Interface\parts\ARM_CRADLE_TIP.SLDPRT,72841,B71E75F5BEE191475CDDAD47FBADAF1DF2DC16D0DAD670700BEEBB9CFE5F63B3,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\20_B601_Interface\parts\BASE_ADAPTER_RING.SLDPRT,118331,80550308DFBA9FCA926E212B1AC6F4D4C0291B9C0F5F9F58BF3B20CC1F0C340E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\20_B601_Interface\parts\BOSS.SLDPRT,81679,94C3E01A672AFA869E83E1B7D866D7EB272055A0AF7476CE78397641DCDCE393,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\20_B601_Interface\parts\LOAD_SPREADER.SLDPRT,95111,B4E556E58A99109FCEBD67E022E94D70BD5297861FD4309CA101C637F2CC9958,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\20_B601_Interface\SV22_B601_Interface.SLDASM,78584,98BBBCF169B4503FE3413FFE79D1A6C780AADE705B9BC5880232A5376147387B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_base_link.SLDPRT,77089,0B1FE564F22C8233BCD6D142B2509FFB12D1827DF682C153BD4CE6B16937EAD9,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_gripper_left.SLDPRT,79470,169D16F464E05CE0FD82087110941A27F548CEFFBC2576A2FACDF1BD8C5B3A0E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_gripper_link.SLDPRT,73097,EF2CC570A42780B53B7911D11F21F05F1DB0B2EDD851225F7D65C37267BC3AAA,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_gripper_right.SLDPRT,80588,BD43994DEFB42EE3641E2AE068B158EF06680C242E96D21EA41CB98FB69FCC2F,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_link1.SLDPRT,81108,A9776025A3CCFFF15A67EB784A26DB9AFADB960E07C8D108EB41D2B22B52D061,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_link2.SLDPRT,82505,7873163651A33C0931CB6A285F1D786E7A4FCB4CBCF91E2E7383F6F7D67CB6A4,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_link3.SLDPRT,83900,D22EE0C0AC795E0D794960CBD515460652F52CE4A6018D02BC9588A2BB66435F,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_link4.SLDPRT,84832,AEBFA8B517D2159EE0FE50C28B60D13B8B93B3DB13BF291ABF23AFC78659F1B1,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_link5.SLDPRT,80040,B97ADFBE94B760A27F01C170B016A9859E0ED41332754C4C2168EACF5C08C4E0,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\parts\B601V22_link6.SLDPRT,69002,5B11DAF8AB102A843919DE7CD456DFF6418E123FD52CD76B5CC4925E74922521,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\30_B601_Controlled_Subassembly\SV22_B601_Proxy.SLDASM,73615,4EC802C7D637380FBBF7B740776D677E969EF34CDE81AF1530678F7C9FC1A6D8,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\CAM_RING.SLDPRT,84238,E60A841DFEF556B0A639A17E5A35BAB8E185A053FDF6A1E64C17CEA2A741D26B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\COMPLIANT.SLDPRT,85681,B1296D560971A2832ADCC9BC53D20FFE02F33907D6E337CD2E4E29CFB7152211,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\FINGER_1.SLDPRT,73940,E30F33F0B12A08F8ED80064D648CBE8A8F183B5FE5F4C7237A63961414FC6F02,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\FINGER_2.SLDPRT,74840,467AD136F2F72E3A670026BE3EB4FB1FF9C6AF54AE1232C830BC629BA4BD2935,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\FINGER_3.SLDPRT,74900,4112FC902E93BB642AD7D92B69B681B882BEF7D4C38879E39698342F0E6D3F77,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\FT_SENSOR.SLDPRT,85722,6C92D7134D8DF21ED9A6FE9BA262EFA404AF80FE58547D0A61C50F6C14BA41E1,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\parts\WRIST.SLDPRT,82728,F968EDF764AAE118AA0033A3A926E85BFF888B874BBF7392EB16FA87ADE89D20,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\40_End_Effector_Module\SV22_End_Effector.SLDASM,87193,CE617AC7A25584100A0E3494A99E82036285558CBA4525B28455BBDD29D62D1B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HARD_STOP_L.SLDPRT,82147,F56F3E66C3661E92EE6DF58BCF7F1A3688DE5D1156E82C9DA368F7E63B4A18C5,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HDRM_BASE_L_1.SLDPRT,82661,532175B9F1E72D10B48A9A339FABAE53B191351CABB20FED3C4ECF1AB2E11EAF,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HDRM_BASE_L_2.SLDPRT,83966,AA5F8D81737CFE9BE07C1F89DCEBF2D58882B790141B94001AFE7A9C69EBF119,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HINGE_EAR_L_1.SLDPRT,70239,E47C36D2FA3D0A04B53EEAF309A707A02EEAAA08580E9F62617AD321C9DCE62B,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HINGE_EAR_L_2.SLDPRT,70506,5DD8EA692E65FFBBFA7B9CB87B0977DD4B32F0A1656D6534A91D2C90D64B4D40,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HINGE_PIN_L_1.SLDPRT,84561,E233DE9E49225E22CC2B7A0CA7814BCB81EBF64AD1641D0B91086B2754FA551E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\HINGE_PIN_L_2.SLDPRT,84387,0288C481EE11E490813223751CDF4CBF591168BB86B24A2FE9A4E4EC495FE030,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\ROOT_BRACKET_BASE_L.SLDPRT,85550,B1A092DB120A05FA40591E1DE3349C3E2CB843FCABE9A847825C59836B88CAAC,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\TORSION_SPRING_L_1.SLDPRT,88029,1D6C4CA6E6B69AD2C62E46CC414290CED16BCC3409F19B2A62E792226A9496E7,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\TORSION_SPRING_L_2.SLDPRT,87329,B9AFFF0BC7AE60FF8BCA52350C50927DCF886596E1A54E3BED51D7626F9E7110,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\WING_L_DEPLOYED.SLDPRT,59302,E9C4C7E73C5B09CEFCCA2F69CDDAD94734E139D253F88331399530A8E344829E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\parts\WING_L_STOWED.SLDPRT,64297,128BBDA80A9EC947CB56F309DC947E8DDB83CABA2CA2C120530D8A9B4C83A76C,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Left\SV22_Solar_Array_L.SLDASM,75957,27710D272006923BC45D6BF6A1E7473B250E133913A8C4553592EC21D010B37E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HARD_STOP_R.SLDPRT,81731,CDD63120ACC7038A1BA129EE9840B0E9340C1A022E0A1DB53E4A594F9E1C56FF,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HDRM_BASE_R_1.SLDPRT,83654,F833B2CC4C77C630BA2F13DC34E42565D54F9AF3DB9178297719C95AB8269FE7,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HDRM_BASE_R_2.SLDPRT,84364,75478C14AEEC6B32EDBDD0C474E8BFCA3EC0A25C510A0DF3AD832EC0AF06F03A,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HINGE_EAR_R_1.SLDPRT,69752,FA11563F85DFC023446A0D65B7FC97EF127451DB5AC1F1805A22465118AE7609,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HINGE_EAR_R_2.SLDPRT,69269,2B483B89295968A28ADF54724ECC9BBB7155E2D72BF976920C3A56443353657E,False
V2_2_NATIVE_TREE,READ_ONLY_DONOR,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\cad\Space_Embodied_Robot_CAD_V2_2\50_Solar_Array_Right\parts\HINGE_PIN_R_1.SLDPRT,84654,741F1B0919D217EEA307D5DBF14E25AC45E8F0C062F3ADDEC1FB85FC6A556D9E,False
