id,responsibility_owner,representation_role,physical_mass_applicable,mass_kg,mass_identity,COM_local_m,inertia_COM_local_kg_m2,source_step_service,source_step_sha256_service,native_service,native_sha256_service
CLAMP_DUAL_0_BN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_DUAL_0_BW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_DUAL_0_TN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_TN.step,b150b9e4fa34972cfa015977c2f2b68f99f28021e64f28be2714d5d32b6dc061,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_DUAL_0_TW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_TW.step,5e2b37db8b6a5a2b68dc48c00e12618f6a07c2c1a5a5ddcbed9e2ad08a414898,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_DUAL_1_BN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_BN.step,4c4b9ab96260afdf08d7f8f558eeea5b22201498325c0b89d8ed68f82e4eb918,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_DUAL_1_BW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_BW.step,1025ae3caaab80d15e395d2af1cafd0ef8df09bed228b91007d066508a97be31,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_DUAL_1_TN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_TN.step,c807ea6478393d58db5d764146796b81e1e8bbbf5bb0fd4ecf67973ec3446b77,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_DUAL_1_TW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_TW.step,f8c54d0edcae0dc5a1e1e2da673d8a7ba00a63089ed6df1b34cd49368f0bf777,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_DUAL_BASE,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_BASE.step,66d2d2dd214a18392969e7b8cbb7e05ded587232b44fc3f4a14d101c208d9485,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_75dab0dbc5b129d40321.SLDPRT,75dab0dbc5b129d40321baa756805e6eb86dcf3cbff52c075070cec8474cf805
CLAMP_DUAL_LID,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_LID.step,bc38f4c23c452d80fcfcdc0589ea6adfe304d7b581a4d8ad5f9174142e6b445a,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_b9baadc9c4483febf1e9.SLDPRT,b9baadc9c4483febf1e9b6cc157a5274ea0249c9906e91ff23bacb74f4d246d4
CLAMP_PWR_0_BN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_BN.step,7ccd4bbc009a5d31d2da72eb9b9d862321906ebd7f827c9f15d8b257ced8583b,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_PWR_0_BW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_BW.step,c082202e935935bf405f83d6401c6aa361e4e1381fd21dc69cd1aad9fe33a6b9,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_PWR_0_TN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_TN.step,83aeefa8d5d23028c3559db7cefbf30cbcb736fa585f70148e94f1a5a659e9a2,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_PWR_0_TW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_TW.step,3b7e0ce4f175ce8c8acd8cfba9391187a9a51e91e83d236e71886c6c58f80958,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_PWR_1_BN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_BN.step,933582ed369d49316169e1ba8144ae8d4c60ed817de4b7e66e3a0db1f73e7b65,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_PWR_1_BW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_BW.step,bfb19da50874898bb7a236f10bac6ca0a5efcee3de203903d69bcaf33272fd61,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_PWR_1_TN,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_TN.step,fef1d652bc97718dc02c65ad97bd8025610a9785efee561982bb298c384fefe6,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_cec554fc84a9900dfa2f.SLDPRT,cec554fc84a9900dfa2fd98b241f8ba0292bceaa851db7ee8659a879186c8a76
CLAMP_PWR_1_TW,HARNESS_RESTRAINT_HARDWARE,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_TW.step,44fe16316e9efa15421c7e00233a1ac4090e0064db01d7308a6b75c73b74782a,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_d18a51fe46a47b04db32.SLDPRT,d18a51fe46a47b04db327499d1243b004c36cde5e8142247db556f5b2ab31ff2
CLAMP_PWR_BASE,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_BASE.step,4a03a069023904f0e57a2875826a35d2094d50487ea0137e45ee3098df2938c6,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_ab0861d2a29d11ae672d.SLDPRT,ab0861d2a29d11ae672dbaa2b68ad19df9a1ac0b60d1bfbe71adffc41c9bb51b
CLAMP_PWR_LID,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_LID.step,2b7c96dcf696321ca256687631a0d385a7bcff85750ce172c9dc39af1025d7bd,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_91807f381d58d63c62a5.SLDPRT,91807f381d58d63c62a5284071a9fa5ef78fe23f80a1ec328f92624143fd5c39
GROMMET_0,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\GROMMET_0.step,7922a4defa9ae5679553495520bc7dc6f39aac1d48ca4149a460e3f64369e90c,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_8752d52669fa20446a4b.SLDPRT,8752d52669fa20446a4bf9d6e106b07a985c0ffefcb3b28d47d97b1cf43c64df
GROMMET_1,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\GROMMET_1.step,e510eec16d1410ba0ce06cda39f2293476f70382d756cd900a99f356fe30f4d1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_8752d52669fa20446a4b.SLDPRT,8752d52669fa20446a4bf9d6e106b07a985c0ffefcb3b28d47d97b1cf43c64df
M5_bottom_washer_0,ROOT_FRAME_FASTENER_KIT,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\M5_top_washer_0_0fdce4bc_service_solid.step,76d1fdac720ce762e2449d53e9d15a207086ce5b9feda52926898c8a7d522ba5,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_2e86ab0a9570c4143e5b.SLDPRT,2e86ab0a9570c4143e5bc8ae6ec5663b59344b00a63494eec4819380d3a0a612
M5_bottom_washer_1,ROOT_FRAME_FASTENER_KIT,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\M5_top_washer_0_0fdce4bc_service_solid.step,76d1fdac720ce762e2449d53e9d15a207086ce5b9feda52926898c8a7d522ba5,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_2e86ab0a9570c4143e5b.SLDPRT,2e86ab0a9570c4143e5bc8ae6ec5663b59344b00a63494eec4819380d3a0a612
M5_bottom_washer_2,ROOT_FRAME_FASTENER_KIT,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\M5_top_washer_0_0fdce4bc_service_solid.step,76d1fdac720ce762e2449d53e9d15a207086ce5b9feda52926898c8a7d522ba5,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_2e86ab0a9570c4143e5b.SLDPRT,2e86ab0a9570c4143e5bc8ae6ec5663b59344b00a63494eec4819380d3a0a612
M5_bottom_washer_3,ROOT_FRAME_FASTENER_KIT,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\M5_top_washer_0_0fdce4bc_service_solid.step,76d1fdac720ce762e2449d53e9d15a207086ce5b9feda52926898c8a7d522ba5,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_2e86ab0a9570c4143e5b.SLDPRT,2e86ab0a9570c4143e5bc8ae6ec5663b59344b00a63494eec4819380d3a0a612
M5_bottom_washer_4,ROOT_FRAME_FASTENER_KIT,SIMPLIFIED_PROXY,True,,UNKNOWN,null,null,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\M5_top_washer_0_0fdce4bc_service_solid.step,76d1fdac720ce762e2449d53e9d15a207086ce5b9feda52926898c8a7d522ba5,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\system_completion\cad\P_2e86ab0a9570c4143e5b.SLDPRT,2e86ab0a9570c4143e5bc8ae6ec5663b59344b00a63494eec4819380d3a0a612
