package_relative_path,size_bytes,sha256
interface/CAD_URDF_MASS_COMPARISON.csv,1409,D1F574C4FEE666E8EF1F381B96E246C176324011379111437316BABAED602363
interface/CONFIGURATION_MATRIX.csv,3709,CF988DC104F10E1F3A319F8E427B3A1A894BEEECFE049A65F3E77B2BCBCAF23B
interface/COORDINATE_DATUM_TABLE.csv,1079,270906369D98969233CF8B0D97523FE7A2201D78CF3E2D506377A68BC155624A
interface/INTERFERENCE_CLASSIFICATION.csv,1514,1F343B02F4B3EE3B3E4C43366294C953C97B2F0D9339098386C09D5D9808ACCD
interface/MASS_PROPERTIES_TABLE.csv,1523,85AFD721D28333DA79BB2D3833F3B938C8DBCE2FB0C4AB33F9E5C014D1F506BA
interface/MECH_RL_INTERFACE_V1.yaml,14033,7CEF29AAB68FA2002AB08C3800826F500BDDFC7E668CAF1F87C567D373FA4AD5
interface/OPEN_HOLD_REGISTER.csv,2137,E98FCC794E8E32C2F016B10BDD038A5DEF01DAE989A620DD2959BDDAACFB9DE8
interface/SYSTEM_FRAME_TREE.yaml,6880,71A9FFFAA30A59BB5964949371FB0F9E5E1D61F94E99F38CEAD211AE89AF51CF
interface/TOP_LEVEL_BOM.csv,7799,562E6E2AD8176D61E373E152816435EDBD496E5714A9CC5B230856D7769D6677
mesh/SEI_MECH_B601_V5R_COLLISION_MESH.stl,23352384,7DBD3F2BA19B033243F898C64025CCFD1A7C41BBD5410285188CE0DE7F3F7D80
mesh/SEI_MECH_B601_V5R_VISUAL_MESH.stl,46236784,3147B19B669639EF3915CEB8B577BA0E331EA812FDDB508C3E76DF5C3A253208
PACKAGE_START_HERE.md,1071,090D267F9FF46C9A55FE9BE2784444C3DBDC638E432AA7EF268B46018FF2C1E2
urdf/arm_b601_v1.urdf,11321,1BC2B7483CD8025D08BA6EADFD9E1F3B0477121714E7CF4DDC1794D9E471C164
urdf/meshes_b601_gripper/base_link.STL,3898684,22641C079014FE968702393F61E7F7F1A8F80C6C1DF45A61E31545F6EAFF3B65
urdf/meshes_b601_gripper/gripper_left.STL,2119684,C4E0DE70F776B3573D975A6EAAA746CCCBE57C2D5BB12501DA8889979D3AF268
urdf/meshes_b601_gripper/gripper_link.STL,2676384,A826E164D420A6922E8AD5EE27813F39FA809F6E4FDF39B42FD8A59E7D12E847
urdf/meshes_b601_gripper/gripper_right.STL,2119684,615B119C0BB97A032BADD5882144E4A2A50C905A3E071AF1FA28B83BFE9B1B65
urdf/meshes_b601_gripper/link1.STL,499084,9DB637A63D37BC2C6398EA5B8BA32FB54122C637D5D77DC134C8782839B654CD
urdf/meshes_b601_gripper/link2.STL,5992184,DEF0D9D82343DCCC1EFF0D9D5572ECA49B3C134DB9807CA12302B99D153DF65E
urdf/meshes_b601_gripper/link3.STL,4209984,CA14D73B5D63F352051F440F4CABC3989567F25EE9D19E7DD749F2D6F0D0561D
urdf/meshes_b601_gripper/link4.STL,2579684,061909364F20BB387F9FF82CB80E506AF959142F9FBB4A39DC86FC8244EE768A
urdf/meshes_b601_gripper/link5.STL,2119384,3A32006227C1F9DBC70E77E07055C61E3F195F1054D4D2EB480262F0873BF001
urdf/meshes_b601_gripper/link6.STL,1248184,C586A7D0B8345D2CD32EAB7DFD2E334ABA56E83F582A6298D41BBF718F2EBEF1
