t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.1100,19.251371,0.273656,19.248769,0.214945,1.594230,0.447952,1.834704,-1.398299,1.038042,-3.83497588e-04,3.18197011e-05,2.64525548e-06,2.88772062e-04,-1.91084641e-05,-1.52920276e-06,6.32116004e-01,9.33400764e-02,1.96005660e-02,2.99978363e+00,2.31190273e-07,1.070e-15,1.332e-15
0.1200,19.256217,0.296014,19.253155,0.234402,1.594298,0.447628,1.834724,-1.522998,1.128771,-4.11518313e-04,3.41038633e-05,-3.85161023e-06,3.10265297e-04,-2.06346617e-05,2.22770564e-06,6.32119557e-01,9.33385053e-02,1.96017447e-02,2.99978036e+00,2.45683042e-07,3.556e-16,2.220e-15
0.1300,19.261090,0.318375,19.257532,0.253861,1.594350,0.447296,1.834752,-1.609839,1.196360,-4.37850534e-04,3.11939172e-05,-6.05817838e-06,3.30575608e-04,-1.89723760e-05,3.52692679e-06,6.32118773e-01,9.33359163e-02,1.96250401e-02,2.99976112e+00,2.54504488e-07,1.606e-15,4.441e-16
0.1400,19.265990,0.340738,19.261897,0.273324,1.594400,0.446965,1.834782,-1.652044,1.236730,-4.62390558e-04,2.35553690e-05,-1.61235765e-06,3.49624009e-04,-1.43878827e-05,9.77194529e-07,6.32117648e-01,9.33332383e-02,1.96502921e-02,2.99974042e+00,2.67025012e-07,4.736e-16,8.882e-16
0.1500,19.270917,0.363105,19.266253,0.292789,1.594459,0.446639,1.834807,-1.670001,1.261615,-4.85043310e-04,1.23737512e-05,4.55917228e-06,3.67335649e-04,-7.59352009e-06,-2.59585868e-06,6.32119132e-01,9.33311587e-02,1.96625841e-02,2.99972897e+00,2.84675301e-07,6.817e-16,2.220e-15
0.1600,19.275871,0.385474,19.270597,0.312256,1.594519,0.446315,1.834830,-1.692145,1.287583,-5.05721450e-04,-6.28744383e-07,5.69972771e-06,3.83640854e-04,3.63385799e-07,-3.28046493e-06,6.32121205e-01,9.33292043e-02,1.96721906e-02,2.99971939e+00,2.99005217e-07,3.868e-16,3.997e-15
0.1700,19.280852,0.407845,19.274932,0.331726,1.594563,0.445984,1.834864,-1.728990,1.320979,-5.24344037e-04,-1.34577121e-05,6.19475500e-07,3.98476404e-04,8.26250431e-06,-3.60817208e-07,6.32118686e-01,9.33261637e-02,1.97054080e-02,2.99969273e+00,3.15538562e-07,8.240e-16,4.441e-16
0.1800,19.285859,0.430220,19.279256,0.351199,1.594580,0.445641,1.834914,-1.767903,1.354767,-5.40836680e-04,-2.41522949e-05,-5.06663116e-06,4.11785869e-04,1.48977249e-05,2.93656386e-06,6.32108812e-01,9.33213915e-02,1.97762636e-02,2.99963891e+00,3.29541795e-07,2.671e-16,6.661e-16
0.1900,19.290893,0.452597,19.283569,0.370675,1.594580,0.445291,1.834973,-1.793115,1.379982,-5.55133454e-04,-3.10855147e-05,-5.14380268e-06,4.23518877e-04,1.92608163e-05,3.00816405e-06,6.32094481e-01,9.33155663e-02,1.98700697e-02,2.99956856e+00,3.35043172e-07,3.591e-16,1.332e-15
0.2000,19.295954,0.474976,19.287871,0.390153,1.594585,0.444945,1.835030,-1.807902,1.398555,-5.67178884e-04,-3.32124521e-05,4.10801185e-07,4.33630288e-04,2.06940892e-05,-1.88736073e-07,6.32081600e-01,9.33100723e-02,1.99567525e-02,2.99950335e+00,3.41646097e-07,5.274e-16,8.882e-16
0.2100,19.301041,0.497357,19.292163,0.409635,1.594606,0.444607,1.835077,-1.833904,1.423002,-5.76928194e-04,-3.02276542e-05,5.47104317e-06,4.42080363e-04,1.89895165e-05,-3.12848334e-06,6.32073423e-01,9.33056750e-02,2.00196200e-02,2.99945526e+00,3.47267336e-07,1.003e-15,1.776e-15
0.2200,19.306155,0.519742,19.296444,0.429119,1.594638,0.444273,1.835118,-1.888087,1.463152,-5.84345853e-04,-2.26080911e-05,4.51763075e-06,4.48835890e-04,1.44193555e-05,-2.60484897e-06,6.32067962e-01,9.33019156e-02,2.00686327e-02,2.99941714e+00,3.51804590e-07,2.220e-16,2.665e-15
0.2300,19.311296,0.542128,19.300715,0.448605,1.594664,0.443937,1.835162,-1.962599,1.514448,-5.89404235e-04,-1.15364524e-05,-1.34268017e-06,4.53871177e-04,7.69319676e-06,7.72492587e-07,6.32061140e-01,9.32978444e-02,2.01244701e-02,2.99937418e+00,3.63882918e-07,3.331e-16,1.776e-15
0.2400,19.316463,0.564517,19.304976,0.468095,1.594683,0.443597,1.835210,-2.029736,1.560718,-5.92083971e-04,1.28223207e-06,-5.65808094e-06,4.57167990e-04,-1.52288264e-07,3.28535038e-06,6.32052029e-01,9.32932461e-02,2.01918354e-02,2.99932302e+00,3.75951501e-07,2.120e-15,1.776e-15
0.2500,19.321657,0.586909,19.309225,0.487587,1.594707,0.443258,1.835255,-2.066900,1.588579,-5.92375632e-04,1.38823889e-05,-3.73425714e-06,4.58714654e-04,-7.91365036e-06,2.19997007e-06,6.32044327e-01,9.32889864e-02,2.02518532e-02,2.99927721e+00,3.85661126e-07,6.540e-16,2.665e-15
0.2600,19.326877,0.609303,19.313464,0.507082,1.594752,0.442928,1.835288,-2.074922,1.598146,-5.90280867e-04,2.43387410e-05,2.25976729e-06,4.58505437e-04,-1.44056299e-05,-1.25951575e-06,6.32042438e-01,9.32860955e-02,2.02820293e-02,2.99925283e+00,3.97005626e-07,3.452e-16,1.332e-15
0.2700,19.332124,0.631700,19.317693,0.526579,1.594819,0.442609,1.835307,-2.070780,1.598961,-5.85811666e-04,3.10607204e-05,5.73503530e-06,4.56540994e-04,-1.86419456e-05,-3.29074812e-06,6.32046468e-01,9.32845979e-02,2.02818286e-02,2.99925025e+00,4.01900851e-07,1.006e-15,3.331e-16
0.2800,19.337398,0.654100,19.321911,0.546079,1.594889,0.442291,1.835324,-2.063872,1.596351,-5.78988463e-04,3.30351395e-05,2.92484695e-06,4.52829450e-04,-1.99845542e-05,-1.69212544e-06,6.32051650e-01,9.32833771e-02,2.02756287e-02,2.99925201e+00,4.04212338e-07,1.254e-15,2.220e-15
0.2900,19.342698,0.676503,19.326119,0.565581,1.594946,0.441965,1.835349,-2.042706,1.583665,-5.69839019e-04,2.99792674e-05,-3.03378118e-06,4.47386960e-04,-1.82394101e-05,1.75144555e-06,6.32052864e-01,9.32812316e-02,2.02896275e-02,2.99923932e+00,4.10761239e-07,7.112e-16,8.882e-16
0.3000,19.348025,0.698908,19.330316,0.585086,1.594986,0.441632,1.835385,-1.986894,1.549119,-5.58399149e-04,2.23807389e-05,-5.60076459e-06,4.40237130e-04,-1.36846884e-05,3.26069968e-06,6.32049375e-01,9.32779851e-02,2.03276652e-02,2.99920941e+00,4.16500174e-07,3.886e-16,3.997e-15
0.3100,19.353378,0.721316,19.334503,0.604593,1.595021,0.441297,1.835423,-1.891217,1.489699,-5.44714346e-04,1.14191241e-05,-2.01061303e-06,4.31409874e-04,-7.02706950e-06,1.20939639e-06,6.32044755e-01,9.32744696e-02,2.03716038e-02,2.99917526e+00,4.26907404e-07,1.481e-15,1.776e-15
0.3200,19.358758,0.743727,19.338680,0.624103,1.595064,0.440967,1.835456,-1.775094,1.416722,-5.28840370e-04,-1.21743661e-06,3.74965294e-06,4.20940840e-04,7.07654861e-07,-2.12406431e-06,6.32042254e-01,9.32714444e-02,2.04048733e-02,2.99914871e+00,4.42745634e-07,6.280e-16,4.441e-16
0.3300,19.364165,0.766140,19.342845,0.643615,1.595110,0.440638,1.835488,-1.666697,1.346729,-5.10842047e-04,-1.35917125e-05,5.36748050e-06,4.08871862e-04,8.33295809e-06,-3.08661587e-06,6.32040841e-01,9.32686692e-02,2.04327178e-02,2.99912603e+00,4.54907930e-07,4.545e-16,1.776e-15
0.3400,19.369598,0.788555,19.347001,0.663130,1.595145,0.440305,1.835526,-1.578507,1.287303,-4.90791458e-04,-2.38136216e-05,1.12217904e-06,3.95251714e-04,1.46841029e-05,-6.53383857e-07,6.32036292e-01,9.32651566e-02,2.04766914e-02,2.99909179e+00,4.67235088e-07,7.841e-16,8.882e-16
0.3500,19.375057,0.810973,19.351145,0.682648,1.595159,0.439962,1.835576,-1.500133,1.232777,-4.68767336e-04,-3.03287206e-05,-4.28686925e-06,3.80136100e-04,1.87961598e-05,2.48233797e-06,6.32026093e-01,9.32603199e-02,2.05496121e-02,2.99903685e+00,4.78527044e-07,3.886e-16,3.109e-15
0.3600,19.380542,0.833394,19.355279,0.702168,1.595163,0.439613,1.835634,-1.415141,1.173832,-4.44856112e-04,-3.21551085e-05,-4.94133398e-06,3.63586630e-04,2.00501779e-05,2.88988792e-06,6.32012740e-01,9.32547454e-02,2.06387103e-02,2.99897039e+00,4.84718703e-07,2.411e-16,1.332e-15
0.3700,19.386054,0.855817,19.359403,0.721691,1.595174,0.439268,1.835686,-1.322494,1.109899,-4.19153177e-04,-2.90320331e-05,-1.78832350e-07,3.45669618e-04,1.82658191e-05,1.54293402e-07,6.32001752e-01,9.32497289e-02,2.07156641e-02,2.99891267e+00,4.94991244e-07,3.140e-16,9.992e-16
0.3800,19.391592,0.878242,19.363515,0.741217,1.595207,0.438933,1.835725,-1.238679,1.050489,-3.91762662e-04,-2.14569807e-05,4.74154938e-06,3.26455742e-04,1.37271396e-05,-2.70380471e-06,6.31996519e-01,9.32460691e-02,2.07629661e-02,2.99887619e+00,5.08874776e-07,6.523e-16,3.553e-15
0.3900,19.397156,0.900670,19.367618,0.760745,1.595255,0.438604,1.835755,-1.178296,1.004050,-3.62795578e-04,-1.06059478e-05,4.44596741e-06,3.06020616e-04,7.13789036e-06,-2.56320194e-06,6.31995502e-01,9.32434106e-02,2.07883694e-02,2.99885542e+00,5.23655383e-07,2.862e-16,8.882e-16
0.4000,19.402747,0.923100,19.371709,0.780275,1.595305,0.438275,1.835785,-1.134788,0.966786,-3.32367885e-04,1.84967846e-06,-6.85845743e-07,2.84445368e-04,-4.87133961e-07,3.89605974e-07,6.31994690e-01,9.32408171e-02,2.08123629e-02,2.99883575e+00,5.44756132e-07,2.274e-15,8.882e-16
0.4100,19.408364,0.945533,19.375791,0.799809,1.595350,0.437942,1.835816,-1.082930,0.924001,-3.00600065e-04,1.40004637e-05,-4.99825569e-06,2.61816273e-04,-7.97841066e-06,2.90029346e-06,6.31992466e-01,9.32379099e-02,2.08432321e-02,2.99881126e+00,5.65297872e-07,8.639e-16,1.332e-15
0.4200,19.414007,0.967968,19.379861,0.819344,1.595400,0.437609,1.835845,-1.000939,0.862850,-2.67618034e-04,2.39909513e-05,-3.79226251e-06,2.38223579e-04,-1.41915363e-05,2.23284683e-06,6.31991476e-01,9.32353074e-02,2.08674408e-02,2.99879162e+00,5.81790151e-07,6.106e-16,3.553e-15
0.4300,19.419676,0.990407,19.383921,0.838882,1.595468,0.437285,1.835863,-0.888783,0.783038,-2.33553756e-04,3.03024325e-05,1.55475177e-06,2.13760479e-04,-1.81824213e-05,-8.49408152e-07,6.31995478e-01,9.32338887e-02,2.08657393e-02,2.99879052e+00,5.99360394e-07,9.368e-16,2.665e-15
0.4400,19.425372,1.012848,19.387971,0.858422,1.595555,0.436969,1.835869,-0.763640,0.694346,-1.98544235e-04,3.19839476e-05,5.15949414e-06,1.88523032e-04,-1.93505940e-05,-2.95541760e-06,6.32004709e-01,9.32337080e-02,2.08369611e-02,2.99880880e+00,6.13532655e-07,9.368e-16,1.332e-15
0.4500,19.431094,1.035292,19.392010,0.877964,1.595647,0.436653,1.835872,-0.638443,0.604297,-1.62729348e-04,2.87961869e-05,3.10545309e-06,1.62610738e-04,-1.75290155e-05,-1.79694318e-06,6.32014924e-01,9.32337679e-02,2.08029639e-02,2.99883087e+00,6.27457881e-07,4.319e-16,1.776e-15
0.4600,19.436843,1.057739,19.396039,0.897509,1.595724,0.436331,1.835884,-0.507579,0.509819,-1.26250266e-04,2.12457776e-05,-2.30270821e-06,1.36126746e-04,-1.30075282e-05,1.32564220e-06,6.32021224e-01,9.32329176e-02,2.07889160e-02,2.99883874e+00,6.47661164e-07,1.084e-15,6.661e-16
0.4700,19.442617,1.080188,19.400057,0.917055,1.595784,0.436000,1.835907,-0.355368,0.402021,-8.92495704e-05,1.05045931e-05,-5.12358305e-06,1.09177034e-04,-6.48701904e-06,2.98220597e-06,6.32022594e-01,9.32309145e-02,2.08001007e-02,2.99882859e+00,6.68587792e-07,8.847e-16,1.776e-15
0.4800,19.448418,1.102640,19.404065,0.936605,1.595837,0.435666,1.835933,-0.177570,0.278598,-5.18723339e-05,-1.77276880e-06,-2.30563196e-06,8.18690166e-05,1.02869560e-06,1.38059490e-06,6.32022291e-01,9.32285192e-02,2.08198855e-02,2.99881231e+00,6.91701727e-07,8.743e-16,5.551e-16
0.4900,19.454245,1.125095,19.408063,0.956156,1.595898,0.435336,1.835956,0.008304,0.149864,-1.42664362e-05,-1.37041712e-05,3.01288569e-06,5.43106084e-05,8.38713960e-06,-1.69499119e-06,6.32023830e-01,9.32265549e-02,2.08302697e-02,2.99880272e+00,7.17283761e-07,1.041e-15,4.441e-15
0.5000,19.460098,1.147553,19.412049,0.975710,1.595964,0.435008,1.835974,0.175807,0.031428,2.34187670e-05,-2.34680767e-05,4.99806026e-06,2.66102556e-05,1.44641575e-05,-2.87089798e-06,6.32027047e-01,9.32249849e-02,2.08320526e-02,2.99879927e+00,7.37245903e-07,5.551e-17,4.441e-16
0.5100,19.465977,1.170013,19.416026,0.995266,1.596024,0.434677,1.835997,0.312189,-0.068930,6.10344678e-05,-2.95809466e-05,1.51921084e-06,-1.12263387e-06,1.83361222e-05,-8.84213709e-07,6.32028557e-01,9.32230189e-02,2.08425170e-02,2.99878964e+00,7.55131782e-07,4.788e-16,1.332e-15
0.5200,19.471882,1.192476,19.419991,1.014824,1.596070,0.434339,1.836028,0.426906,-0.156329,9.84334427e-05,-3.11223940e-05,-3.56552831e-06,-2.87778574e-05,1.94204554e-05,2.06173667e-06,6.32026025e-01,9.32201113e-02,2.08735962e-02,2.99876533e+00,7.72816324e-07,5.326e-16,3.109e-15
0.5300,19.477813,1.214941,19.423946,1.034385,1.596108,0.433997,1.836063,0.537592,-0.240806,1.35469535e-04,-2.78741699e-05,-4.68713665e-06,-5.62455058e-05,1.75629085e-05,2.74057671e-06,6.32021447e-01,9.32167323e-02,2.09150113e-02,2.99873370e+00,7.87422492e-07,4.389e-16,8.882e-16
0.5400,19.483770,1.237409,19.427891,1.053948,1.596158,0.433659,1.836091,0.649501,-0.325423,1.71996755e-04,-2.03514944e-05,-6.64619018e-07,-8.34172690e-05,1.30589083e-05,4.36075421e-07,6.32019772e-01,9.32140451e-02,2.09413007e-02,2.99871291e+00,8.06082711e-07,1.362e-15,4.885e-15
0.5500,19.489753,1.259879,19.431825,1.073513,1.596230,0.433331,1.836106,0.751022,-0.403549,2.07869604e-04,-9.72156482e-06,4.05375710e-06,-1.10187001e-04,6.60655622e-06,-2.30351672e-06,6.32024278e-01,9.32128224e-02,2.09355332e-02,2.99871506e+00,8.28148501e-07,2.255e-16,2.220e-15
0.5600,19.495762,1.282352,19.435748,1.093081,1.596320,0.433011,1.836110,0.829737,-0.468048,2.42944926e-04,2.37801047e-06,4.30874438e-06,-1.36450384e-04,-8.01165434e-07,-2.48296258e-06,6.32033670e-01,9.32127639e-02,2.09042977e-02,2.99873545e+00,8.48563923e-07,4.736e-16,3.997e-15
0.5700,19.501797,1.304828,19.439661,1.112650,1.596414,0.432690,1.836111,0.890684,-0.521849,2.77083921e-04,1.40920404e-05,-1.29296860e-07,-1.62104483e-04,-8.02876374e-06,6.54131000e-08,6.32043940e-01,9.32129307e-02,2.08681611e-02,2.99875945e+00,8.70487413e-07,1.783e-15,6.661e-16
0.5800,19.507858,1.327307,19.443563,1.132222,1.596504,0.432366,1.836115,0.956061,-0.577879,3.10152837e-04,2.36321768e-05,-4.36373359e-06,-1.87048085e-04,-1.39722702e-05,2.52971008e-06,6.32052850e-01,9.32127963e-02,2.08386419e-02,2.99877882e+00,8.89062359e-07,1.639e-15,8.882e-16
0.5900,19.513945,1.349789,19.447455,1.151795,1.596595,0.432041,1.836118,1.045997,-0.647978,3.42022292e-04,2.95493324e-05,-3.77389511e-06,-2.11182828e-04,-1.77282690e-05,2.22066310e-06,6.32062100e-01,9.32127563e-02,2.08070850e-02,2.99879972e+00,9.01560297e-07,1.036e-15,2.665e-15
0.6000,19.520057,1.372274,19.451337,1.171371,1.596700,0.431722,1.836113,1.160720,-0.732494,3.72566657e-04,3.09532262e-05,9.43222279e-07,-2.34414252e-04,-1.87315780e-05,-4.94026608e-07,6.32074881e-01,9.32135557e-02,2.07572190e-02,2.99883375e+00,9.14354926e-07,4.372e-16,8.882e-16
0.6100,19.526196,1.394761,19.455208,1.190948,1.596818,0.431409,1.836100,1.282886,-0.821472,4.01664815e-04,2.76463688e-05,4.59226764e-06,-2.56652010e-04,-1.68401878e-05,-2.62458908e-06,6.32091608e-01,9.32152901e-02,2.06869928e-02,2.99888237e+00,9.25607078e-07,6.817e-16,8.882e-16
0.6200,19.532361,1.417252,19.459068,1.210528,1.596938,0.431097,1.836085,1.396872,-0.905741,4.29202037e-04,2.01522190e-05,3.20104981e-06,-2.77809392e-04,-1.23547852e-05,-1.85162394e-06,6.32108647e-01,9.32171035e-02,2.06151286e-02,2.99893223e+00,9.36887782e-07,7.355e-16,6.661e-16
0.6300,19.538552,1.439746,19.462919,1.230109,1.597044,0.430777,1.836080,1.503714,-0.985629,4.55071420e-04,9.63285616e-06,-1.65613448e-06,-2.97803080e-04,-5.97069878e-06,9.49335818e-07,6.32121493e-01,9.32179361e-02,2.05647446e-02,2.99896675e+00,9.53082233e-07,8.448e-16,1.332e-15
0.6400,19.544768,1.462242,19.466758,1.249692,1.597129,0.430448,1.836086,1.615682,-1.067974,4.79173791e-04,-2.29137298e-06,-4.63814219e-06,-3.16553788e-04,1.32971469e-06,2.69858631e-06,6.32129030e-01,9.32175219e-02,2.05416024e-02,2.99898177e+00,9.68204314e-07,2.359e-15,8.882e-16
0.6500,19.551011,1.484742,19.470588,1.269278,1.597207,0.430115,1.836097,1.737231,-1.155164,5.01416570e-04,-1.37920307e-05,-2.50967523e-06,-3.33987466e-04,8.42775963e-06,1.49826850e-06,6.32134289e-01,9.32165698e-02,2.05302297e-02,2.99898836e+00,9.81387866e-07,7.772e-16,5.329e-15
0.6600,19.557279,1.507244,19.474406,1.288865,1.597289,0.429785,1.836105,1.854053,-1.238748,5.21713191e-04,-2.31132899e-05,2.34956255e-06,-3.50036141e-04,1.42395498e-05,-1.30886728e-06,6.32140984e-01,9.32159521e-02,2.05116027e-02,2.99900011e+00,9.93870754e-07,5.430e-16,4.441e-15
0.6700,19.563572,1.529748,19.478215,1.308454,1.597379,0.429459,1.836109,1.943006,-1.305079,5.39983987e-04,-2.88396862e-05,4.60453718e-06,-3.64637826e-04,1.78817162e-05,-2.64078069e-06,6.32149667e-01,9.32158011e-02,2.04828407e-02,2.99901911e+00,1.00024559e-06,5.412e-16,8.882e-16
0.6800,19.569892,1.552256,19.482012,1.328046,1.597466,0.429131,1.836114,1.992687,-1.347235,5.56157833e-04,-3.01104154e-05,1.82195836e-06,-3.77735974e-04,1.88061038e-05,-1.05964535e-06,6.32157659e-01,9.32154913e-02,2.04575805e-02,2.99903562e+00,1.00453726e-06,4.476e-16,8.882e-16
0.6900,19.576237,1.574766,19.485799,1.347639,1.597542,0.428798,1.836125,2.012767,-1.370559,5.70172992e-04,-2.67484123e-05,-2.90495155e-06,-3.89279357e-04,1.68824287e-05,1.67660851e-06,6.32162714e-01,9.32144976e-02,2.04472557e-02,2.99904146e+00,1.01060021e-06,1.868e-15,2.220e-15
0.7000,19.582607,1.597279,19.489576,1.367235,1.597614,0.428462,1.836140,2.022428,-1.386096,5.81976500e-04,-1.92851485e-05,-4.39419064e-06,-3.99222777e-04,1.24162282e-05,2.56831966e-06,6.32166258e-01,9.32131564e-02,2.04445315e-02,2.99904190e+00,1.01579050e-06,8.171e-16,3.109e-15
0.7100,19.589004,1.619795,19.493342,1.386832,1.597695,0.428130,1.836148,2.030822,-1.399295,5.91523038e-04,-8.87729879e-06,-1.05548230e-06,-4.07528034e-04,6.09996717e-06,6.62211123e-07,6.32172548e-01,9.32124690e-02,2.04275848e-02,2.99905256e+00,1.02446780e-06,7.893e-16,2.665e-15
0.7200,19.595425,1.642313,19.497097,1.406432,1.597797,0.427808,1.836144,2.030722,-1.406188,5.98774786e-04,2.87231350e-06,3.41291689e-06,-4.14164251e-04,-1.09441772e-06,-1.93041631e-06,6.32184592e-01,9.32131441e-02,2.03809800e-02,2.99908452e+00,1.03553934e-06,9.766e-16,2.665e-15
0.7300,19.601873,1.664834,19.500842,1.426033,1.597917,0.427492,1.836129,2.011562,-1.400815,6.03702668e-04,1.41619563e-05,4.11992515e-06,-4.19107345e-04,-8.06473711e-06,-2.37199955e-06,6.32201226e-01,9.32149104e-02,2.03106724e-02,2.99913352e+00,1.04320037e-06,1.235e-15,1.332e-15
0.7400,19.608346,1.687359,19.504576,1.445636,1.598038,0.427177,1.836113,1.976641,-1.385167,6.06287854e-04,2.32678011e-05,3.34732474e-07,-4.22339296e-04,-1.37469828e-05,-2.04202088e-07,6.32218468e-01,9.32168320e-02,2.02370691e-02,2.99918498e+00,1.05010445e-06,1.676e-15,1.776e-15
0.7500,19.614845,1.709886,19.508300,1.465241,1.598153,0.426858,1.836101,1.944788,-1.370245,6.06522099e-04,2.88071750e-05,-3.76093249e-06,-4.23848079e-04,-1.72776830e-05,2.17786271e-06,6.32233614e-01,9.32182707e-02,2.01740552e-02,2.99922893e+00,1.05445166e-06,4.302e-16,2.220e-15
0.7600,19.621369,1.732416,19.512014,1.484847,1.598264,0.426536,1.836092,1.933987,-1.366649,6.04406725e-04,2.99479877e-05,-3.69218120e-06,-4.23628335e-04,-1.81254555e-05,2.17147964e-06,6.32247613e-01,9.32194446e-02,2.01168713e-02,2.99926872e+00,1.05498901e-06,1.084e-15,4.441e-16
0.7700,19.627919,1.754949,19.515717,1.504456,1.598380,0.426217,1.836079,1.944396,-1.374678,5.99951485e-04,2.65331591e-05,4.20236525e-07,-4.21682056e-04,-1.61713197e-05,-1.90201125e-07,6.32263228e-01,9.32209990e-02,2.00514996e-02,2.99931442e+00,1.05838710e-06,5.898e-16,3.997e-15
0.7800,19.634495,1.777485,19.519410,1.524066,1.598504,0.425903,1.836061,1.958886,-1.384490,5.93174584e-04,1.91020052e-05,4.04218362e-06,-4.18018531e-04,-1.17252291e-05,-2.30325150e-06,6.32281155e-01,9.32230943e-02,1.99744822e-02,2.99936848e+00,1.06383655e-06,4.562e-16,7.772e-16
0.7900,19.641096,1.800024,19.523092,1.543678,1.598626,0.425587,1.836045,1.960269,-1.385995,5.84103784e-04,8.80567594e-06,3.22480404e-06,-4.12653591e-04,-5.47658418e-06,-1.86365412e-06,6.32298472e-01,9.32250424e-02,1.99007684e-02,2.99942018e+00,1.07067554e-06,5.204e-16,1.332e-15
0.8000,19.647722,1.822566,19.526764,1.563291,1.598731,0.425265,1.836038,1.946493,-1.377728,5.72777241e-04,-2.77068259e-06,-1.09063332e-06,-4.05608986e-04,1.61296136e-06,6.20853965e-07,6.32311221e-01,9.32259103e-02,1.98505571e-02,2.99945494e+00,1.08182139e-06,3.834e-16,1.776e-15
