t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.1800,19.285859,0.430220,19.279256,0.351199,1.594580,0.445641,1.834914,-1.767903,1.354767,-5.40836679e-04,-2.41522954e-05,-5.06664220e-06,4.11785870e-04,1.48977245e-05,2.93655820e-06,6.32108812e-01,9.33213915e-02,1.97762635e-02,2.99963891e+00,3.29541871e-07,1.022e-15,1.776e-15
0.1900,19.290893,0.452597,19.283569,0.370675,1.594580,0.445291,1.834973,-1.793115,1.379982,-5.55133453e-04,-3.10855184e-05,-5.14381421e-06,4.23518878e-04,1.92608128e-05,3.00816853e-06,6.32094481e-01,9.33155663e-02,1.98700697e-02,2.99956856e+00,3.35043251e-07,1.379e-15,8.882e-16
0.2000,19.295954,0.474976,19.287871,0.390153,1.594585,0.444945,1.835030,-1.807902,1.398555,-5.67178883e-04,-3.32124585e-05,4.10802315e-07,4.33630289e-04,2.06940831e-05,-1.88726770e-07,6.32081600e-01,9.33100723e-02,1.99567526e-02,2.99950335e+00,3.41646184e-07,1.143e-15,8.882e-16
0.2100,19.301041,0.497357,19.292163,0.409635,1.594606,0.444607,1.835077,-1.833904,1.423002,-5.76928193e-04,-3.02276623e-05,5.47105563e-06,4.42080364e-04,1.89895088e-05,-3.12847945e-06,6.32073423e-01,9.33056750e-02,2.00196200e-02,2.99945526e+00,3.47267434e-07,5.759e-16,4.441e-16
0.2200,19.306155,0.519742,19.296444,0.429119,1.594638,0.444273,1.835118,-1.888086,1.463152,-5.84345853e-04,-2.26080996e-05,4.51764267e-06,4.48835891e-04,1.44193473e-05,-2.60485576e-06,6.32067962e-01,9.33019156e-02,2.00686327e-02,2.99941714e+00,3.51804687e-07,3.296e-16,4.441e-16
0.2300,19.311296,0.542128,19.300715,0.448605,1.594664,0.443937,1.835162,-1.962599,1.514448,-5.89404235e-04,-1.15364601e-05,-1.34268177e-06,4.53871178e-04,7.69318939e-06,7.72482624e-07,6.32061140e-01,9.32978444e-02,2.01244701e-02,2.99937418e+00,3.63883023e-07,1.736e-15,3.553e-15
0.2400,19.316463,0.564517,19.304976,0.468095,1.594683,0.443597,1.835210,-2.029736,1.560718,-5.92083970e-04,1.28222632e-06,-5.65809506e-06,4.57167991e-04,-1.52293690e-07,3.28534867e-06,6.32052029e-01,9.32932461e-02,2.01918354e-02,2.99932302e+00,3.75951625e-07,2.446e-16,8.882e-16
0.2500,19.321657,0.586909,19.309225,0.487587,1.594707,0.443258,1.835255,-2.066900,1.588579,-5.92375631e-04,1.38823861e-05,-3.73426927e-06,4.58714655e-04,-7.91365303e-06,2.19997900e-06,6.32044327e-01,9.32889864e-02,2.02518533e-02,2.99927721e+00,3.85661248e-07,8.847e-16,1.332e-15
0.2600,19.326877,0.609303,19.313464,0.507082,1.594752,0.442928,1.835288,-2.074922,1.598146,-5.90280866e-04,2.43387414e-05,2.25977013e-06,4.58505438e-04,-1.44056294e-05,-1.25950591e-06,6.32042438e-01,9.32860955e-02,2.02820294e-02,2.99925283e+00,3.97005760e-07,7.702e-16,2.220e-15
0.2700,19.332124,0.631700,19.317693,0.526579,1.594819,0.442609,1.835307,-2.070780,1.598961,-5.85811666e-04,3.10607241e-05,5.73505126e-06,4.56540995e-04,-1.86419420e-05,-3.29074893e-06,6.32046468e-01,9.32845979e-02,2.02818286e-02,2.99925025e+00,4.01901003e-07,3.469e-16,1.776e-15
0.2800,19.337398,0.654100,19.321911,0.546079,1.594889,0.442291,1.835324,-2.063872,1.596351,-5.78988463e-04,3.30351459e-05,2.92485909e-06,4.52829451e-04,-1.99845482e-05,-1.69213628e-06,6.32051650e-01,9.32833771e-02,2.02756287e-02,2.99925201e+00,4.04212487e-07,6.939e-17,2.220e-15
0.2900,19.342698,0.676503,19.326119,0.565581,1.594946,0.441965,1.835349,-2.042706,1.583664,-5.69839018e-04,2.99792755e-05,-3.03378630e-06,4.47386960e-04,-1.82394025e-05,1.75143676e-06,6.32052864e-01,9.32812316e-02,2.02896274e-02,2.99923932e+00,4.10761407e-07,1.218e-15,8.882e-16
0.3000,19.348025,0.698908,19.330316,0.585086,1.594986,0.441632,1.835385,-1.986894,1.549119,-5.58399149e-04,2.23807475e-05,-5.60078254e-06,4.40237130e-04,-1.36846804e-05,3.26070328e-06,6.32049375e-01,9.32779851e-02,2.03276652e-02,2.99920941e+00,4.16500358e-07,1.469e-15,1.776e-15
0.3100,19.353378,0.721316,19.334503,0.604593,1.595021,0.441297,1.835423,-1.891217,1.489699,-5.44714346e-04,1.14191318e-05,-2.01062419e-06,4.31409874e-04,-7.02706235e-06,1.20940841e-06,6.32044755e-01,9.32744696e-02,2.03716038e-02,2.99917526e+00,4.26907588e-07,2.429e-17,7.772e-16
0.3200,19.358758,0.743727,19.338680,0.624103,1.595064,0.440967,1.835456,-1.775094,1.416722,-5.28840369e-04,-1.21743089e-06,3.74966037e-06,4.20940841e-04,7.07660061e-07,-2.12405692e-06,6.32042254e-01,9.32714444e-02,2.04048733e-02,2.99914871e+00,4.42745838e-07,2.758e-16,1.332e-15
0.3300,19.364165,0.766140,19.342845,0.643615,1.595110,0.440638,1.835488,-1.666697,1.346729,-5.10842046e-04,-1.35917097e-05,5.36750020e-06,4.08871863e-04,8.33296059e-06,-3.08662227e-06,6.32040841e-01,9.32686692e-02,2.04327178e-02,2.99912603e+00,4.54908147e-07,6.245e-16,2.220e-15
0.3400,19.369598,0.788555,19.347001,0.663130,1.595145,0.440305,1.835526,-1.578507,1.287303,-4.90791457e-04,-2.38136221e-05,1.12218921e-06,3.95251714e-04,1.46841023e-05,-6.53396826e-07,6.32036292e-01,9.32651566e-02,2.04766913e-02,2.99909179e+00,4.67235308e-07,6.089e-16,8.882e-16
0.3500,19.375057,0.810973,19.351145,0.682648,1.595159,0.439962,1.835576,-1.500133,1.232777,-4.68767336e-04,-3.03287243e-05,-4.28687991e-06,3.80136101e-04,1.87961562e-05,2.48233283e-06,6.32026093e-01,9.32603199e-02,2.05496121e-02,2.99903685e+00,4.78527291e-07,3.331e-16,1.332e-15
0.3600,19.380542,0.833394,19.355279,0.702168,1.595163,0.439613,1.835634,-1.415141,1.173832,-4.44856112e-04,-3.21551149e-05,-4.94135518e-06,3.63586630e-04,2.00501719e-05,2.88989706e-06,6.32012740e-01,9.32547454e-02,2.06387103e-02,2.99897039e+00,4.84718957e-07,6.713e-16,1.332e-15
0.3700,19.386054,0.855817,19.359403,0.721691,1.595174,0.439268,1.835686,-1.322494,1.109899,-4.19153176e-04,-2.90320412e-05,-1.78840371e-07,3.45669618e-04,1.82658116e-05,1.54306423e-07,6.32001752e-01,9.32497289e-02,2.07156641e-02,2.99891267e+00,4.94991506e-07,1.258e-15,2.220e-15
0.3800,19.391592,0.878242,19.363515,0.741217,1.595207,0.438933,1.835725,-1.238679,1.050489,-3.91762662e-04,-2.14569893e-05,4.74156299e-06,3.26455742e-04,1.37271318e-05,-2.70380197e-06,6.31996519e-01,9.32460691e-02,2.07629661e-02,2.99887619e+00,5.08875063e-07,5.152e-16,1.332e-15
0.3900,19.397156,0.900670,19.367618,0.760745,1.595255,0.438604,1.835755,-1.178296,1.004050,-3.62795578e-04,-1.06059555e-05,4.44598985e-06,3.06020617e-04,7.13788345e-06,-2.56321368e-06,6.31995502e-01,9.32434106e-02,2.07883694e-02,2.99885542e+00,5.23655671e-07,4.580e-16,1.776e-15
0.4000,19.402747,0.923100,19.371709,0.780275,1.595305,0.438275,1.835785,-1.134788,0.966786,-3.32367885e-04,1.84967281e-06,-6.85839653e-07,2.84445368e-04,-4.87138964e-07,3.89593050e-07,6.31994690e-01,9.32408171e-02,2.08123629e-02,2.99883575e+00,5.44756435e-07,1.155e-15,6.661e-16
0.4100,19.408364,0.945533,19.375791,0.799809,1.595350,0.437942,1.835816,-1.082930,0.924001,-3.00600065e-04,1.40004609e-05,-4.99827297e-06,2.61816273e-04,-7.97841299e-06,2.90029379e-06,6.31992466e-01,9.32379099e-02,2.08432320e-02,2.99881126e+00,5.65298206e-07,6.991e-16,9.992e-16
0.4200,19.414007,0.967968,19.379861,0.819344,1.595400,0.437609,1.835845,-1.000939,0.862850,-2.67618034e-04,2.39909518e-05,-3.79228509e-06,2.38223579e-04,-1.41915356e-05,2.23286052e-06,6.31991476e-01,9.32353074e-02,2.08674408e-02,2.99879162e+00,5.81790484e-07,2.050e-15,3.109e-15
0.4300,19.419676,0.990407,19.383921,0.838882,1.595468,0.437285,1.835863,-0.888783,0.783038,-2.33553756e-04,3.03024363e-05,1.55474845e-06,2.13760479e-04,-1.81824177e-05,-8.49396096e-07,6.31995477e-01,9.32338887e-02,2.08657394e-02,2.99879052e+00,5.99360745e-07,2.538e-15,3.109e-15
0.4400,19.425372,1.012848,19.387971,0.858422,1.595555,0.436969,1.835869,-0.763640,0.694346,-1.98544234e-04,3.19839540e-05,5.15951449e-06,1.88523032e-04,-1.93505881e-05,-2.95542091e-06,6.32004709e-01,9.32337080e-02,2.08369612e-02,2.99880880e+00,6.13533035e-07,2.465e-15,1.332e-15
0.4500,19.431094,1.035292,19.392010,0.877964,1.595647,0.436653,1.835872,-0.638443,0.604297,-1.62729348e-04,2.87961950e-05,3.10547559e-06,1.62610738e-04,-1.75290082e-05,-1.79695863e-06,6.32014924e-01,9.32337679e-02,2.08029639e-02,2.99883087e+00,6.27458257e-07,4.597e-16,6.661e-16
0.4600,19.436843,1.057739,19.396039,0.897509,1.595724,0.436331,1.835884,-0.507579,0.509819,-1.26250266e-04,2.12457861e-05,-2.30270854e-06,1.36126746e-04,-1.30075206e-05,1.32563182e-06,6.32021224e-01,9.32329176e-02,2.07889159e-02,2.99883874e+00,6.47661566e-07,8.223e-16,2.665e-15
0.4700,19.442617,1.080188,19.400057,0.917055,1.595784,0.436000,1.835907,-0.355368,0.402021,-8.92495704e-05,1.05046007e-05,-5.12360672e-06,1.09177034e-04,-6.48701235e-06,2.98221258e-06,6.32022594e-01,9.32309145e-02,2.08001007e-02,2.99882859e+00,6.68588219e-07,2.585e-16,1.776e-15
0.4800,19.448418,1.102640,19.404065,0.936605,1.595837,0.435666,1.835933,-0.177570,0.278598,-5.18723340e-05,-1.77276323e-06,-2.30565315e-06,8.18690165e-05,1.02870040e-06,1.38061127e-06,6.32022291e-01,9.32285192e-02,2.08198856e-02,2.99881231e+00,6.91702153e-07,8.066e-16,1.332e-15
0.4900,19.454245,1.125095,19.408063,0.956156,1.595898,0.435336,1.835956,0.008304,0.149864,-1.42664363e-05,-1.37041685e-05,3.01289039e-06,5.43106083e-05,8.38714178e-06,-1.69498322e-06,6.32023830e-01,9.32265549e-02,2.08302698e-02,2.99880272e+00,7.17284220e-07,9.766e-16,8.882e-16
0.5000,19.460098,1.147553,19.412049,0.975710,1.595964,0.435008,1.835974,0.175807,0.031428,2.34187668e-05,-2.34680773e-05,4.99808654e-06,2.66102554e-05,1.44641567e-05,-2.87090765e-06,6.32027047e-01,9.32249849e-02,2.08320526e-02,2.99879927e+00,7.37246382e-07,1.154e-15,1.776e-15
0.5100,19.465977,1.170013,19.416026,0.995266,1.596024,0.434677,1.835997,0.312189,-0.068930,6.10344676e-05,-2.95809504e-05,1.51922991e-06,-1.12263412e-06,1.83361186e-05,-8.84230366e-07,6.32028557e-01,9.32230189e-02,2.08425170e-02,2.99878964e+00,7.55132263e-07,8.153e-16,2.220e-15
0.5200,19.471882,1.192476,19.419991,1.014824,1.596070,0.434339,1.836028,0.426906,-0.156329,9.84334425e-05,-3.11224004e-05,-3.56553725e-06,-2.87778577e-05,1.94204496e-05,2.06173133e-06,6.32026025e-01,9.32201113e-02,2.08735961e-02,2.99876533e+00,7.72816839e-07,9.905e-16,8.882e-16
0.5300,19.477813,1.214941,19.423946,1.034385,1.596108,0.433997,1.836063,0.537592,-0.240806,1.35469535e-04,-2.78741779e-05,-4.68716554e-06,-5.62455062e-05,1.75629013e-05,2.74058954e-06,6.32021447e-01,9.32167323e-02,2.09150113e-02,2.99873370e+00,7.87423019e-07,4.944e-16,2.665e-15
0.5400,19.483770,1.237409,19.427891,1.053948,1.596158,0.433659,1.836091,0.649501,-0.325423,1.71996754e-04,-2.03515029e-05,-6.64635669e-07,-8.34172694e-05,1.30589009e-05,4.36091991e-07,6.32019772e-01,9.32140450e-02,2.09413008e-02,2.99871291e+00,8.06083245e-07,5.065e-16,6.661e-16
0.5500,19.489753,1.259879,19.431825,1.073513,1.596230,0.433331,1.836106,0.751022,-0.403549,2.07869604e-04,-9.72157239e-06,4.05377059e-06,-1.10187002e-04,6.60654973e-06,-2.30351446e-06,6.32024278e-01,9.32128224e-02,2.09355334e-02,2.99871506e+00,8.28149071e-07,1.849e-15,5.551e-16
0.5600,19.495762,1.282352,19.435748,1.093081,1.596320,0.433011,1.836110,0.829738,-0.468048,2.42944926e-04,2.37800495e-06,4.30877494e-06,-1.36450385e-04,-8.01170037e-07,-2.48297809e-06,6.32033670e-01,9.32127639e-02,2.09042977e-02,2.99873545e+00,8.48564499e-07,7.407e-16,2.665e-15
0.5700,19.501797,1.304828,19.439661,1.112650,1.596414,0.432690,1.836111,0.890685,-0.521849,2.77083920e-04,1.40920377e-05,-1.29283461e-07,-1.62104483e-04,-8.02876578e-06,6.53973295e-08,6.32043940e-01,9.32129307e-02,2.08681610e-02,2.99875945e+00,8.70488005e-07,4.181e-16,8.882e-16
0.5800,19.507858,1.327307,19.443563,1.132222,1.596504,0.432366,1.836115,0.956061,-0.577879,3.10152837e-04,2.36321774e-05,-4.36375201e-06,-1.87048086e-04,-1.39722694e-05,2.52971140e-06,6.32052850e-01,9.32127963e-02,2.08386418e-02,2.99877882e+00,8.89062990e-07,1.821e-16,8.882e-16
0.5900,19.513945,1.349789,19.447455,1.151795,1.596595,0.432041,1.836118,1.045997,-0.647978,3.42022291e-04,2.95493362e-05,-3.77392645e-06,-2.11182829e-04,-1.77282654e-05,2.22068079e-06,6.32062100e-01,9.32127563e-02,2.08070850e-02,2.99879972e+00,9.01560928e-07,8.830e-16,8.882e-16
0.6000,19.520057,1.372274,19.451337,1.171371,1.596700,0.431722,1.836113,1.160720,-0.732494,3.72566656e-04,3.09532326e-05,9.43212779e-07,-2.34414253e-04,-1.87315723e-05,-4.94012263e-07,6.32074880e-01,9.32135557e-02,2.07572191e-02,2.99883375e+00,9.14355579e-07,1.667e-15,1.110e-15
0.6100,19.526196,1.394761,19.455208,1.190948,1.596818,0.431409,1.836100,1.282886,-0.821472,4.01664815e-04,2.76463769e-05,4.59229074e-06,-2.56652011e-04,-1.68401808e-05,-2.62459407e-06,6.32091608e-01,9.32152901e-02,2.06869929e-02,2.99888237e+00,9.25607767e-07,8.517e-16,1.776e-15
0.6200,19.532361,1.417252,19.459068,1.210528,1.596938,0.431097,1.836085,1.396872,-0.905741,4.29202037e-04,2.01522274e-05,3.20108097e-06,-2.77809393e-04,-1.23547780e-05,-1.85164321e-06,6.32108647e-01,9.32171035e-02,2.06151286e-02,2.99893223e+00,9.36888467e-07,1.391e-15,1.332e-15
0.6300,19.538552,1.439746,19.462919,1.230109,1.597044,0.430777,1.836080,1.503714,-0.985629,4.55071419e-04,9.63286370e-06,-1.65612919e-06,-2.97803081e-04,-5.97069250e-06,9.49323343e-07,6.32121493e-01,9.32179361e-02,2.05647444e-02,2.99896675e+00,9.53082945e-07,3.227e-16,1.776e-15
0.6400,19.544768,1.462242,19.466758,1.249692,1.597129,0.430448,1.836086,1.615682,-1.067974,4.79173790e-04,-2.29136750e-06,-4.63816939e-06,-3.16553788e-04,1.32971910e-06,2.69859483e-06,6.32129030e-01,9.32175219e-02,2.05416023e-02,2.99898177e+00,9.68205059e-07,1.298e-15,8.882e-16
0.6500,19.551011,1.484742,19.470588,1.269278,1.597207,0.430115,1.836097,1.737231,-1.155164,5.01416570e-04,-1.37920281e-05,-2.50970561e-06,-3.33987467e-04,8.42776151e-06,1.49828891e-06,6.32134289e-01,9.32165698e-02,2.05302297e-02,2.99898836e+00,9.81388609e-07,1.665e-16,2.665e-15
0.6600,19.557279,1.507244,19.474406,1.288865,1.597289,0.429785,1.836105,1.854053,-1.238748,5.21713191e-04,-2.31132906e-05,2.34956210e-06,-3.50036141e-04,1.42395489e-05,-1.30885732e-06,6.32140984e-01,9.32159521e-02,2.05116029e-02,2.99900011e+00,9.93871530e-07,1.874e-16,1.332e-15
0.6700,19.563572,1.529748,19.478215,1.308454,1.597379,0.429459,1.836109,1.943006,-1.305079,5.39983986e-04,-2.88396900e-05,4.60456824e-06,-3.64637827e-04,1.78817126e-05,-2.64079276e-06,6.32149667e-01,9.32158011e-02,2.04828408e-02,2.99901911e+00,1.00024639e-06,7.772e-16,3.553e-15
0.6800,19.569892,1.552256,19.482012,1.328046,1.597466,0.429131,1.836114,1.992687,-1.347235,5.56157832e-04,-3.01104218e-05,1.82198699e-06,-3.77735975e-04,1.88060982e-05,-1.05966621e-06,6.32157659e-01,9.32154913e-02,2.04575804e-02,2.99903562e+00,1.00453806e-06,1.856e-16,8.882e-16
0.6900,19.576237,1.574766,19.485799,1.347639,1.597542,0.428798,1.836125,2.012767,-1.370559,5.70172991e-04,-2.67484204e-05,-2.90495668e-06,-3.89279358e-04,1.68824219e-05,1.67660176e-06,6.32162714e-01,9.32144976e-02,2.04472556e-02,2.99904146e+00,1.01060105e-06,1.310e-15,1.221e-15
0.7000,19.582607,1.597279,19.489576,1.367235,1.597614,0.428462,1.836140,2.022428,-1.386096,5.81976499e-04,-1.92851570e-05,-4.39422532e-06,-3.99222778e-04,1.24162212e-05,2.56833528e-06,6.32166258e-01,9.32131564e-02,2.04445314e-02,2.99904190e+00,1.01579136e-06,4.424e-16,8.882e-16
0.7100,19.589004,1.619795,19.493342,1.386832,1.597695,0.428130,1.836148,2.030822,-1.399295,5.91523037e-04,-8.87730628e-06,-1.05550824e-06,-4.07528035e-04,6.09996109e-06,6.62231747e-07,6.32172548e-01,9.32124690e-02,2.04275849e-02,2.99905256e+00,1.02446866e-06,7.095e-16,2.220e-15
0.7200,19.595425,1.642313,19.497097,1.406432,1.597797,0.427808,1.836144,2.030722,-1.406188,5.98774786e-04,2.87230804e-06,3.41292795e-06,-4.14164252e-04,-1.09442192e-06,-1.93041326e-06,6.32184592e-01,9.32131441e-02,2.03809801e-02,2.99908452e+00,1.03554025e-06,1.665e-16,9.992e-16
0.7300,19.601873,1.664834,19.500842,1.426033,1.597917,0.427492,1.836129,2.011562,-1.400815,6.03702667e-04,1.41619537e-05,4.11996288e-06,-4.19107345e-04,-8.06473883e-06,-2.37201845e-06,6.32201226e-01,9.32149104e-02,2.03106725e-02,2.99913352e+00,1.04320129e-06,1.232e-16,8.882e-16
0.7400,19.608346,1.687359,19.504576,1.445636,1.598038,0.427177,1.836113,1.976641,-1.385168,6.06287853e-04,2.32678018e-05,3.34754759e-07,-4.22339297e-04,-1.37469818e-05,-2.04221722e-07,6.32218468e-01,9.32168320e-02,2.02370690e-02,2.99918498e+00,1.05010538e-06,7.511e-16,1.332e-15
0.7500,19.614845,1.709886,19.508300,1.465241,1.598153,0.426858,1.836101,1.944788,-1.370245,6.06522098e-04,2.88071788e-05,-3.76094959e-06,-4.23848080e-04,-1.72776794e-05,2.17786365e-06,6.32233614e-01,9.32182707e-02,2.01740551e-02,2.99922893e+00,1.05445263e-06,2.307e-16,1.332e-15
0.7600,19.621369,1.732416,19.512014,1.484847,1.598264,0.426536,1.836092,1.933987,-1.366649,6.04406724e-04,2.99479941e-05,-3.69222071e-06,-4.23628335e-04,-1.81254499e-05,2.17150114e-06,6.32247613e-01,9.32194446e-02,2.01168713e-02,2.99926872e+00,1.05498999e-06,1.372e-15,1.332e-15
0.7700,19.627919,1.754949,19.515717,1.504456,1.598380,0.426217,1.836079,1.944396,-1.374678,5.99951484e-04,2.65331672e-05,4.20218615e-07,-4.21682057e-04,-1.61713130e-05,-1.90183122e-07,6.32263228e-01,9.32209990e-02,2.00514997e-02,2.99931442e+00,1.05838810e-06,1.023e-15,8.882e-16
0.7800,19.634495,1.777485,19.519410,1.524066,1.598504,0.425903,1.836061,1.958886,-1.384490,5.93174583e-04,1.91020136e-05,4.04220670e-06,-4.18018532e-04,-1.17252223e-05,-2.30325664e-06,6.32281155e-01,9.32230943e-02,1.99744824e-02,2.99936848e+00,1.06383759e-06,1.665e-16,3.109e-15
0.7900,19.641096,1.800024,19.523092,1.543678,1.598626,0.425587,1.836045,1.960269,-1.385995,5.84103784e-04,8.80568343e-06,3.22484442e-06,-4.12653592e-04,-5.47657833e-06,-1.86367768e-06,6.32298472e-01,9.32250424e-02,1.99007684e-02,2.99942018e+00,1.07067658e-06,1.284e-15,2.220e-15
0.8000,19.647722,1.822566,19.526764,1.563291,1.598731,0.425265,1.836038,1.946493,-1.377729,5.72777241e-04,-2.77067719e-06,-1.09062098e-06,-4.05608987e-04,1.61296538e-06,6.20838516e-07,6.32311222e-01,9.32259104e-02,1.98505570e-02,2.99945494e+00,1.08182246e-06,4.666e-16,2.220e-15
