t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
0.2200,0.01197,-0.00798,0.000003,0.002482,-0.000001,0.002482,-0.0000018,0.0000000,0.0000007,-0.004376,-0.004340,-1.34453059e-06,-5.77964123e-08,-4.83213062e-09,-1.33363446e-06,-5.75192719e-08,-4.81141238e-09,7.73227679e-07,1.77659389e-12,7.230e-17,3.360e-17
0.2400,0.01548,-0.01032,0.000004,0.003209,-0.000002,0.003209,-0.0000024,0.0000000,0.0000010,-0.005564,-0.005518,-1.70550628e-06,-6.83986208e-08,-4.88608780e-09,-1.69170622e-06,-6.80711531e-08,-4.86527724e-09,1.08390877e-06,2.59456776e-12,6.782e-15,3.107e-15
0.2600,0.01961,-0.01307,0.000005,0.004065,-0.000002,0.004065,-0.0000030,0.0000000,0.0000012,-0.006919,-0.006862,-2.11500267e-06,-7.85618355e-08,-5.51506284e-09,-2.09791790e-06,-7.81869927e-08,-5.49162628e-09,1.47761606e-06,3.64529190e-12,2.166e-15,9.854e-16
0.2800,0.02439,-0.01626,0.000006,0.005057,-0.000003,0.005057,-0.0000037,0.0000000,0.0000015,-0.008446,-0.008377,-2.57204786e-06,-8.52343562e-08,-5.89239378e-09,-2.55130886e-06,-8.48299465e-08,-5.86748543e-09,1.96702128e-06,4.95057265e-12,2.846e-16,1.285e-16
0.3000,0.02989,-0.01993,0.000007,0.006196,-0.000004,0.006196,-0.0000046,0.0000000,0.0000019,-0.010143,-0.010060,-3.07483846e-06,-8.73929052e-08,-5.98471551e-09,-3.05009367e-06,-8.69813072e-08,-5.95956168e-09,2.56541249e-06,6.52794450e-12,4.728e-16,2.129e-16
0.3200,0.03613,-0.02409,0.000009,0.007490,-0.000004,0.007490,-0.0000055,0.0000000,0.0000022,-0.011998,-0.011900,-3.62077796e-06,-8.66316630e-08,-6.64156359e-09,-3.59170000e-06,-8.62268937e-08,-6.61368272e-09,3.28665142e-06,8.38719910e-12,4.018e-17,1.798e-17
0.3400,0.04317,-0.02878,0.000010,0.008950,-0.000005,0.008950,-0.0000066,0.0000000,0.0000027,-0.013985,-0.013872,-4.20649072e-06,-8.61919793e-08,-6.89393933e-09,-4.17278264e-06,-8.57918744e-08,-6.86516227e-09,4.14512267e-06,1.05269472e-11,1.092e-15,4.877e-16
0.3600,0.05105,-0.03403,0.000012,0.010583,-0.000006,0.010583,-0.0000078,0.0000000,0.0000031,-0.016081,-0.015951,-4.82787694e-06,-8.90479750e-08,-7.04693203e-09,-4.78927795e-06,-8.86359293e-08,-7.01766371e-09,5.15568373e-06,1.29354514e-11,1.853e-15,8.257e-16
0.3800,0.05981,-0.03987,0.000014,0.012399,-0.000007,0.012399,-0.0000092,0.0000000,0.0000037,-0.018269,-0.018123,-5.48015336e-06,-9.61507294e-08,-7.68560166e-09,-5.43644426e-06,-9.57059912e-08,-7.65373377e-09,6.33362715e-06,1.55908916e-11,5.271e-15,2.342e-15
0.4000,0.06949,-0.04632,0.000016,0.014406,-0.000008,0.014406,-0.0000106,0.0000000,0.0000043,-0.020533,-0.020369,-6.15791299e-06,-1.05877636e-07,-7.82227474e-09,-6.10892114e-06,-1.05387998e-07,-7.79005471e-09,7.69462199e-06,1.84592840e-11,3.282e-16,1.452e-16
0.4200,0.08013,-0.05342,0.000019,0.016612,-0.000009,0.016612,-0.0000123,0.0000000,0.0000049,-0.022866,-0.022683,-6.85524669e-06,-1.15022993e-07,-8.04983535e-09,-6.80084968e-06,-1.14492201e-07,-8.01680384e-09,9.25466260e-06,2.14951107e-11,2.299e-17,9.965e-18
0.4400,0.09177,-0.06118,0.000022,0.019027,-0.000011,0.019027,-0.0000141,0.0000000,0.0000056,-0.025256,-0.025055,-7.56584895e-06,-1.20697574e-07,-8.64187451e-09,-7.50597714e-06,-1.20143231e-07,-8.60645257e-09,1.10300320e-05,2.46455493e-11,2.429e-14,1.075e-14
0.4600,0.10445,-0.06964,0.000025,0.021657,-0.000012,0.021657,-0.0000160,0.0000000,0.0000064,-0.027683,-0.027463,-8.28313469e-06,-1.22030099e-07,-8.70120851e-09,-8.21777267e-06,-1.21473347e-07,-8.66573983e-09,1.30372458e-05,2.78543743e-11,8.765e-16,3.882e-16
0.4800,0.11822,-0.07881,0.000028,0.024513,-0.000014,0.024513,-0.0000181,0.0000000,0.0000072,-0.030119,-0.029880,-9.00037179e-06,-1.20677346e-07,-9.01781746e-09,-8.92955850e-06,-1.20130428e-07,-8.98109723e-09,1.52930197e-05,3.10629068e-11,1.472e-15,6.517e-16
0.5000,0.13309,-0.08873,0.000031,0.027600,-0.000016,0.027600,-0.0000204,0.0000000,0.0000081,-0.032530,-0.032274,-9.71076171e-06,-1.19818854e-07,-9.53789582e-09,-9.63459000e-06,-1.19278078e-07,-9.49907300e-09,1.78142461e-05,3.42106852e-11,1.727e-14,7.650e-15
0.5200,0.14913,-0.09942,0.000035,0.030928,-0.000018,0.030928,-0.0000228,0.0000000,0.0000090,-0.034883,-0.034609,-1.04075293e-05,-1.22270402e-07,-9.54823184e-09,-1.03261449e-05,-1.21718580e-07,-9.50953361e-09,2.06179403e-05,3.72394021e-11,2.688e-15,1.192e-15
0.5400,0.16635,-0.11090,0.000039,0.034504,-0.000020,0.034504,-0.0000255,0.0000000,0.0000100,-0.037154,-0.036863,-1.10840288e-05,-1.28834411e-07,-9.93737354e-09,-1.09976283e-05,-1.28251185e-07,-9.89707210e-09,2.37212126e-05,4.00962926e-11,2.653e-15,1.178e-15
0.5600,0.18480,-0.12320,0.000043,0.038335,-0.000022,0.038335,-0.0000283,0.0000000,0.0000111,-0.039327,-0.039020,-1.17338271e-05,-1.37833768e-07,-1.03569123e-08,-1.16426557e-05,-1.37207781e-07,-1.03149251e-08,2.71412287e-05,4.27340832e-11,3.859e-15,1.715e-15
0.5800,0.20450,-0.13634,0.000048,0.042429,-0.000024,0.042429,-0.0000313,0.0000000,0.0000123,-0.041390,-0.041068,-1.23508273e-05,-1.46126952e-07,-1.03507522e-08,-1.22551747e-05,-1.45462518e-07,-1.03088932e-08,3.08951446e-05,4.51125756e-11,6.866e-15,3.060e-15
0.6000,0.22550,-0.15034,0.000052,0.046794,-0.000027,0.046794,-0.0000345,0.0000000,0.0000135,-0.043335,-0.042999,-1.29293986e-05,-1.50980565e-07,-1.08015006e-08,-1.28295945e-05,-1.50294924e-07,-1.07576919e-08,3.50000852e-05,4.72031108e-11,6.699e-16,2.994e-16
0.6200,0.24783,-0.16522,0.000057,0.051437,-0.000029,0.051437,-0.0000379,0.0000000,0.0000148,-0.045147,-0.044798,-1.34644671e-05,-1.51671145e-07,-1.11211105e-08,-1.33608751e-05,-1.50984112e-07,-1.10759661e-08,3.94731123e-05,4.89908210e-11,1.742e-15,7.810e-16
0.6400,0.27152,-0.18101,0.000063,0.056364,-0.000032,0.056364,-0.0000415,0.0000000,0.0000162,-0.046804,-0.046443,-1.39516149e-05,-1.49904307e-07,-1.11397728e-08,-1.38446265e-05,-1.49226406e-07,-1.10945266e-08,4.43311809e-05,5.04732654e-11,2.324e-15,1.047e-15
0.6600,0.29659,-0.19773,0.000068,0.061584,-0.000035,0.061584,-0.0000453,0.0000000,0.0000176,-0.048285,-0.047914,-1.43871433e-05,-1.48791837e-07,-1.16305064e-08,-1.42771707e-05,-1.48118008e-07,-1.15830431e-08,4.95911459e-05,5.16587597e-11,9.488e-16,4.287e-16
0.6800,0.32309,-0.21539,0.000074,0.067103,-0.000038,0.067103,-0.0000494,0.0000000,0.0000192,-0.049569,-0.049190,-1.47680939e-05,-1.50996183e-07,-1.18457738e-08,-1.46555635e-05,-1.50308826e-07,-1.17973492e-08,5.52697258e-05,5.25665520e-11,9.104e-16,4.139e-16
0.7000,0.35104,-0.23403,0.000081,0.072927,-0.000042,0.072927,-0.0000536,0.0000000,0.0000208,-0.050647,-0.050260,-1.50922942e-05,-1.57171793e-07,-1.19057461e-08,-1.49776397e-05,-1.56451154e-07,-1.18569429e-08,6.13834535e-05,5.32260322e-11,3.263e-16,1.479e-16
0.7200,0.38048,-0.25365,0.000087,0.079065,-0.000045,0.079065,-0.0000581,0.0000001,0.0000225,-0.051521,-0.051130,-1.53583857e-05,-1.65594064e-07,-1.23996473e-08,-1.52420412e-05,-1.64829819e-07,-1.23485452e-08,6.79486673e-05,5.36727746e-11,3.226e-15,1.481e-15
0.7400,0.41142,-0.27428,0.000094,0.085522,-0.000049,0.085522,-0.0000628,0.0000001,0.0000242,-0.052199,-0.051803,-1.55658446e-05,-1.73190253e-07,-1.25193429e-08,-1.54482377e-05,-1.72387444e-07,-1.24676055e-08,7.49814476e-05,5.39456829e-11,1.703e-15,7.853e-16
0.7600,0.44391,-0.29594,0.000102,0.092305,-0.000053,0.092305,-0.0000677,0.0000001,0.0000261,-0.052691,-0.052292,-1.57150290e-05,-1.77373525e-07,-1.26440510e-08,-1.55965732e-05,-1.76549265e-07,-1.25915296e-08,8.24975780e-05,5.40872411e-11,8.187e-16,3.806e-16
0.7800,0.47796,-0.31864,0.000109,0.099420,-0.000057,0.099420,-0.0000729,0.0000001,0.0000280,-0.053004,-0.052604,-1.58071822e-05,-1.77562149e-07,-1.31217904e-08,-1.56882696e-05,-1.76735229e-07,-1.30669394e-08,9.05125583e-05,5.41420524e-11,3.885e-15,1.818e-15
0.8000,0.51360,-0.34240,0.000117,0.106875,-0.000061,0.106875,-0.0000783,0.0000001,0.0000300,-0.053137,-0.052737,-1.58444084e-05,-1.75503419e-07,-1.31729745e-08,-1.57254028e-05,-1.74683029e-07,-1.31176656e-08,9.90415628e-05,5.41524060e-11,2.448e-15,1.157e-15
0.8200,0.55086,-0.36724,0.000126,0.114676,-0.000065,0.114676,-0.0000839,0.0000001,0.0000321,-0.053092,-0.052692,-1.58296438e-05,-1.74232659e-07,-1.33720685e-08,-1.57108744e-05,-1.73412845e-07,-1.33155384e-08,1.08099439e-04,5.41551587e-11,2.618e-15,1.248e-15
0.8400,0.58977,-0.39318,0.000135,0.122828,-0.000070,0.122828,-0.0000898,0.0000001,0.0000343,-0.052873,-0.052475,-1.57665751e-05,-1.76264777e-07,-1.38012553e-08,-1.56483311e-05,-1.75427987e-07,-1.37425438e-08,1.17700722e-04,5.41812974e-11,9.517e-16,4.584e-16
0.8600,0.63035,-0.42024,0.000144,0.131338,-0.000074,0.131338,-0.0000959,0.0000001,0.0000366,-0.052491,-0.052095,-1.56595616e-05,-1.82112792e-07,-1.37982904e-08,-1.55420876e-05,-1.81240293e-07,-1.37392792e-08,1.27859561e-04,5.42550257e-11,5.272e-17,2.523e-17
0.8800,0.67263,-0.44842,0.000153,0.140213,-0.000079,0.140213,-0.0001023,0.0000001,0.0000390,-0.051970,-0.051578,-1.55135756e-05,-1.90007883e-07,-1.40612633e-08,-1.53970681e-05,-1.89090760e-07,-1.40006862e-08,1.38589706e-04,5.43912166e-11,1.734e-15,8.570e-16
0.9000,0.71662,-0.47775,0.000163,0.149458,-0.000085,0.149458,-0.0001089,0.0000001,0.0000414,-0.051340,-0.050952,-1.53341200e-05,-1.96953214e-07,-1.44188464e-08,-1.52187241e-05,-1.95997543e-07,-1.43563518e-08,1.49904487e-04,5.45947664e-11,1.049e-15,5.257e-16
0.9200,0.76236,-0.50824,0.000174,0.159080,-0.000090,0.159080,-0.0001158,0.0000001,0.0000440,-0.050626,-0.050242,-1.51271638e-05,-2.00504069e-07,-1.43938800e-08,-1.50129708e-05,-1.99527152e-07,-1.43310903e-08,1.61816747e-04,5.48632343e-11,1.059e-16,5.525e-17
0.9400,0.80985,-0.53990,0.000184,0.169084,-0.000096,0.169084,-0.0001230,0.0000001,0.0000466,-0.049856,-0.049476,-1.48990733e-05,-2.00211254e-07,-1.47186349e-08,-1.47861191e-05,-1.99231217e-07,-1.46539343e-08,1.74338866e-04,5.51886345e-11,2.280e-15,1.184e-15
0.9600,0.85913,-0.57276,0.000196,0.179476,-0.000101,0.179476,-0.0001304,0.0000001,0.0000493,-0.049043,-0.048667,-1.46564971e-05,-1.97861585e-07,-1.49984575e-08,-1.45447611e-05,-1.96886651e-07,-1.49321230e-08,1.87482772e-04,5.55568750e-11,1.372e-15,7.320e-16
0.9800,0.91022,-0.60681,0.000207,0.190263,-0.000107,0.190263,-0.0001380,0.0000001,0.0000521,-0.048199,-0.047828,-1.44062556e-05,-1.96409224e-07,-1.49786218e-08,-1.42956612e-05,-1.95432941e-07,-1.49118996e-08,2.01259907e-04,5.59487342e-11,4.445e-18,3.971e-18
1.0000,0.96313,-0.64209,0.000220,0.201449,-0.000113,0.201449,-0.0001459,0.0000001,0.0000550,-0.047344,-0.046976,-1.41552167e-05,-1.98224717e-07,-1.53403750e-08,-1.40456326e-05,-1.97229931e-07,-1.52715608e-08,2.15681264e-04,5.63433911e-11,4.587e-15,2.567e-15
1.0200,1.01789,-0.67860,0.000232,0.213041,-0.000120,0.213041,-0.0001541,0.0000001,0.0000581,-0.046496,-0.046130,-1.39101550e-05,-2.03691863e-07,-1.55275738e-08,-1.38013983e-05,-2.02661095e-07,-1.54575263e-08,2.30757349e-04,5.67207861e-11,1.934e-16,1.121e-16
1.0400,1.07452,-0.71635,0.000245,0.225045,-0.000126,0.225045,-0.0001626,0.0000001,0.0000611,-0.045683,-0.045320,-1.36776537e-05,-2.11002408e-07,-1.55275036e-08,-1.35694933e-05,-2.09928313e-07,-1.54569556e-08,2.46498111e-04,5.70618574e-11,4.371e-15,2.626e-15
1.0600,1.13302,-0.75535,0.000259,0.237465,-0.000133,0.237465,-0.0001713,0.0000002,0.0000643,-0.044939,-0.044577,-1.34640118e-05,-2.17240060e-07,-1.59014135e-08,-1.33561728e-05,-2.16129815e-07,-1.58287234e-08,2.62912964e-04,5.73500750e-11,1.940e-15,1.224e-15
1.0800,1.19343,-0.79562,0.000273,0.250308,-0.000140,0.250308,-0.0001803,0.0000002,0.0000676,-0.044290,-0.043928,-1.32751524e-05,-2.20103727e-07,-1.60051698e-08,-1.31673208e-05,-2.18974837e-07,-1.59315907e-08,2.80010733e-04,5.75749902e-11,1.125e-15,7.417e-16
1.1000,1.25576,-0.83717,0.000287,0.263579,-0.000148,0.263579,-0.0001896,0.0000002,0.0000710,-0.043756,-0.043393,-1.31165579e-05,-2.19267606e-07,-1.60507695e-08,-1.30083855e-05,-2.18137573e-07,-1.59764477e-08,2.97799646e-04,5.77340190e-11,1.400e-15,9.072e-16
1.1200,1.32002,-0.88001,0.000302,0.277283,-0.000155,0.277283,-0.0001991,0.0000002,0.0000745,-0.043348,-0.042983,-1.29931804e-05,-2.16554888e-07,-1.64189986e-08,-1.28842909e-05,-2.15431006e-07,-1.63425591e-08,3.16287399e-04,5.78312734e-11,2.685e-15,1.614e-15
1.1400,1.38623,-0.92415,0.000318,0.291425,-0.000163,0.291426,-0.0002089,0.0000002,0.0000780,-0.043070,-0.042701,-1.29093427e-05,-2.14839924e-07,-1.64515928e-08,-1.27993379e-05,-2.13715244e-07,-1.63745646e-08,3.35481136e-04,5.78770659e-11,3.203e-15,1.796e-15
1.1600,1.45440,-0.96960,0.000334,0.306012,-0.000171,0.306012,-0.0002190,0.0000002,0.0000817,-0.042927,-0.042553,-1.28686648e-05,-2.16350244e-07,-1.65464648e-08,-1.27571317e-05,-2.15207985e-07,-1.64684788e-08,3.55387436e-04,5.78890394e-11,5.661e-16,2.925e-16
1.1800,1.52456,-1.01637,0.000350,0.321048,-0.000179,0.321048,-0.0002293,0.0000002,0.0000855,-0.042929,-0.042549,-1.28739830e-05,-2.21352095e-07,-1.68760181e-08,-1.27605013e-05,-2.20175885e-07,-1.67961263e-08,3.76012349e-04,5.78913366e-11,2.918e-15,1.385e-15
1.2000,1.59671,-1.06447,0.000368,0.336538,-0.000187,0.336539,-0.0002400,0.0000002,0.0000893,-0.043087,-0.042699,-1.29273012e-05,-2.28006764e-07,-1.68477990e-08,-1.28114511e-05,-2.26790573e-07,-1.67675915e-08,3.97361295e-04,5.79113949e-11,6.031e-16,2.504e-16
1.2200,1.67087,-1.11391,0.000385,0.352488,-0.000196,0.352488,-0.0002509,0.0000002,0.0000933,-0.043417,-0.043019,-1.30297858e-05,-2.33479244e-07,-1.69930034e-08,-1.29111552e-05,-2.32231055e-07,-1.69116201e-08,4.19439048e-04,5.79781045e-11,3.864e-15,1.472e-15
1.2400,1.74705,-1.16470,0.000403,0.368903,-0.000204,0.368903,-0.0002620,0.0000002,0.0000973,-0.043925,-0.043517,-1.31817564e-05,-2.35613757e-07,-1.72701578e-08,-1.30599479e-05,-2.34350932e-07,-1.71871091e-08,4.42249767e-04,5.81217446e-11,2.713e-16,9.872e-17
1.2600,1.82527,-1.21684,0.000422,0.385787,-0.000213,0.385787,-0.0002735,0.0000002,0.0001014,-0.044611,-0.044190,-1.33826987e-05,-2.34201788e-07,-1.72116630e-08,-1.32573362e-05,-2.32940888e-07,-1.71283940e-08,4.65796943e-04,5.83723772e-11,2.308e-15,6.724e-16
1.2800,1.90552,-1.27035,0.000441,0.403146,-0.000223,0.403146,-0.0002852,0.0000003,0.0001056,-0.045464,-0.045030,-1.36312856e-05,-2.31095433e-07,-1.74087654e-08,-1.35020202e-05,-2.29842553e-07,-1.73240766e-08,4.90083469e-04,5.87561999e-11,1.107e-15,2.781e-16
1.3000,1.98784,-1.32523,0.000461,0.420984,-0.000232,0.420985,-0.0002972,0.0000003,0.0001099,-0.046468,-0.046020,-1.39253745e-05,-2.29091869e-07,-1.76206655e-08,-1.37918904e-05,-2.27839285e-07,-1.75346008e-08,5.15111686e-04,5.92931906e-11,4.769e-15,9.383e-16
1.3200,2.07222,-1.38148,0.000482,0.439307,-0.000242,0.439308,-0.0003095,0.0000003,0.0001143,-0.047605,-0.047141,-1.42620297e-05,-2.30278221e-07,-1.75487422e-08,-1.41240500e-05,-2.29009221e-07,-1.74624926e-08,5.40883323e-04,5.99969720e-11,2.331e-17,3.503e-18
1.3400,2.15868,-1.43912,0.000503,0.458119,-0.000251,0.458120,-0.0003220,0.0000003,0.0001188,-0.048863,-0.048383,-1.46375636e-05,-2.34809419e-07,-1.77773349e-08,-1.44948551e-05,-2.33508393e-07,-1.76895363e-08,5.67399534e-04,6.08736931e-11,1.027e-15,8.958e-17
1.3600,2.24723,-1.49815,0.000524,0.477426,-0.000262,0.477426,-0.0003348,0.0000003,0.0001234,-0.050232,-0.049736,-1.50475844e-05,-2.40826416e-07,-1.79111546e-08,-1.48999618e-05,-2.39488227e-07,-1.78223210e-08,5.94660851e-04,6.19195902e-11,3.461e-15,1.340e-16
1.3800,2.33787,-1.55858,0.000546,0.497231,-0.000272,0.497231,-0.0003479,0.0000003,0.0001280,-0.051705,-0.051192,-1.54870893e-05,-2.45575090e-07,-1.78469176e-08,-1.53344188e-05,-2.44208104e-07,-1.77578148e-08,6.22667098e-04,6.31209439e-11,2.179e-16,1.162e-18
1.4000,2.43061,-1.62041,0.000569,0.517540,-0.000282,0.517540,-0.0003612,0.0000003,0.0001328,-0.053271,-0.052741,-1.59505685e-05,-2.47041343e-07,-1.80972151e-08,-1.57927691e-05,-2.45662387e-07,-1.80064343e-08,6.51417460e-04,6.44564412e-11,1.792e-15,1.084e-16
1.4200,2.52547,-1.68364,0.000593,0.538356,-0.000293,0.538357,-0.0003748,0.0000003,0.0001376,-0.054910,-0.054362,-1.64320969e-05,-2.45129745e-07,-1.81632493e-08,-1.62691421e-05,-2.43754103e-07,-1.80716688e-08,6.80910475e-04,6.58983888e-11,2.060e-15,1.777e-16
1.4400,2.62244,-1.74829,0.000617,0.559686,-0.000304,0.559686,-0.0003887,0.0000004,0.0001425,-0.056593,-0.056027,-1.69254430e-05,-2.41711672e-07,-1.81312264e-08,-1.67573602e-05,-2.40344003e-07,-1.80391499e-08,7.11144044e-04,6.74126508e-11,4.391e-15,4.684e-16
1.4600,2.72154,-1.81436,0.000641,0.581533,-0.000315,0.581533,-0.0004028,0.0000004,0.0001475,-0.058291,-0.057709,-1.74241543e-05,-2.39505582e-07,-1.83854776e-08,-1.72510246e-05,-2.38137197e-07,-1.82916641e-08,7.42115538e-04,6.89601630e-11,1.799e-15,2.474e-16
1.4800,2.82277,-1.88185,0.000666,0.603901,-0.000327,0.603902,-0.0004172,0.0000004,0.0001525,-0.059973,-0.059374,-1.79216361e-05,-2.40462801e-07,-1.83861449e-08,-1.77435923e-05,-2.39076881e-07,-1.82917574e-08,7.73821756e-04,7.05002955e-11,7.411e-17,1.246e-17
1.5000,2.92614,-1.95076,0.000692,0.626796,-0.000338,0.626797,-0.0004318,0.0000004,0.0001576,-0.061618,-0.061003,-1.84112560e-05,-2.44629318e-07,-1.83904240e-08,-1.82284813e-05,-2.43210845e-07,-1.82953125e-08,8.06258886e-04,7.19931344e-11,6.480e-16,1.074e-16
1.5200,3.03165,-2.02110,0.000719,0.650222,-0.000350,0.650223,-0.0004467,0.0000004,0.0001628,-0.063210,-0.062580,-1.88864464e-05,-2.50132216e-07,-1.86242748e-08,-1.86991705e-05,-2.48676757e-07,-1.85274719e-08,8.39422540e-04,7.34001782e-11,5.408e-15,9.604e-16
1.5400,3.13931,-2.09287,0.000746,0.674183,-0.000362,0.674183,-0.0004618,0.0000004,0.0001681,-0.064736,-0.064092,-1.93408183e-05,-2.54299350e-07,-1.85735168e-08,-1.91493142e-05,-2.52815481e-07,-1.84762697e-08,8.73307646e-04,7.46866108e-11,2.186e-15,4.136e-16
1.5600,3.24912,-2.16608,0.000774,0.698683,-0.000374,0.698684,-0.0004772,0.0000004,0.0001735,-0.066181,-0.065524,-1.97682944e-05,-2.55250146e-07,-1.86265504e-08,-1.95728727e-05,-2.53754081e-07,-1.85282581e-08,9.07908470e-04,7.58250715e-11,2.625e-15,5.139e-16
1.5800,3.36108,-2.24072,0.000802,0.723727,-0.000387,0.723727,-0.0004929,0.0000005,0.0001789,-0.067528,-0.066858,-2.01632112e-05,-2.52996380e-07,-1.88324450e-08,-1.99642149e-05,-2.51502123e-07,-1.87324947e-08,9.43218708e-04,7.67972310e-11,8.918e-15,1.833e-15
1.6000,3.47520,-2.31680,0.000831,0.749319,-0.000400,0.749319,-0.0005088,0.0000005,0.0001843,-0.068750,-0.068069,-2.05204093e-05,-2.49421068e-07,-1.87540135e-08,-2.03182068e-05,-2.47931948e-07,-1.86536144e-08,9.79231455e-04,7.75932432e-11,1.188e-14,2.506e-15
1.6200,3.59148,-2.39432,0.000861,0.775463,-0.000412,0.775463,-0.0005249,0.0000005,0.0001899,-0.069825,-0.069135,-2.08353123e-05,-2.47158205e-07,-1.88554733e-08,-2.06302911e-05,-2.45664758e-07,-1.87537201e-08,1.01593930e-03,7.82121300e-11,5.483e-15,1.193e-15
1.6400,3.70992,-2.47328,0.000892,0.802163,-0.000425,0.802164,-0.0005412,0.0000005,0.0001955,-0.070733,-0.070035,-2.11039722e-05,-2.48027900e-07,-1.90148827e-08,-2.08965327e-05,-2.46513395e-07,-1.89116075e-08,1.05333435e-03,7.86629358e-11,1.941e-14,4.360e-15
1.6600,3.83053,-2.55369,0.000923,0.829424,-0.000439,0.829425,-0.0005578,0.0000005,0.0002012,-0.071462,-0.070757,-2.13231233e-05,-2.51970819e-07,-1.89194811e-08,-2.11136716e-05,-2.50421036e-07,-1.88157306e-08,1.09140817e-03,7.89639761e-11,6.513e-15,1.490e-15
1.6800,3.95330,-2.63553,0.000955,0.857250,-0.000452,0.857250,-0.0005746,0.0000005,0.0002069,-0.072011,-0.071301,-2.14902414e-05,-2.57102290e-07,-1.90570524e-08,-2.12791827e-05,-2.55513702e-07,-1.89517145e-08,1.13015174e-03,7.91403073e-11,3.535e-15,8.320e-16
