t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
0.2000,0.00903,-0.00602,0.000002,0.001872,-0.000001,0.001872,-0.0000014,0.0000000,0.0000006,-0.003343,-0.003315,-1.03216008e-06,-5.00258203e-08,-4.32038650e-09,-1.02378328e-06,-4.97856995e-08,-4.30178170e-09,5.33575049e-07,1.16463727e-12,7.030e-20,2.055e-19
0.2200,0.01197,-0.00798,0.000003,0.002482,-0.000001,0.002482,-0.0000018,0.0000000,0.0000007,-0.004376,-0.004340,-1.34453109e-06,-5.77962756e-08,-4.83124439e-09,-1.33363495e-06,-5.75191359e-08,-4.81053008e-09,7.73227715e-07,1.77659256e-12,3.693e-19,1.417e-19
0.2400,0.01548,-0.01032,0.000004,0.003209,-0.000002,0.003209,-0.0000024,0.0000000,0.0000010,-0.005564,-0.005518,-1.70550672e-06,-6.83983700e-08,-4.88668767e-09,-1.69170665e-06,-6.80709036e-08,-4.86587440e-09,1.08390881e-06,2.59456612e-12,2.304e-19,2.142e-19
0.2600,0.01961,-0.01307,0.000005,0.004065,-0.000002,0.004065,-0.0000030,0.0000000,0.0000012,-0.006919,-0.006862,-2.11500302e-06,-7.85616027e-08,-5.51534699e-09,-2.09791826e-06,-7.81867610e-08,-5.49190924e-09,1.47761609e-06,3.64528977e-12,2.168e-19,1.991e-20
0.2800,0.02439,-0.01626,0.000006,0.005057,-0.000003,0.005057,-0.0000037,0.0000000,0.0000015,-0.008446,-0.008377,-2.57204812e-06,-8.52342686e-08,-5.89127693e-09,-2.55130912e-06,-8.48298593e-08,-5.86637350e-09,1.96702132e-06,4.95056984e-12,3.422e-19,1.091e-19
0.3000,0.02989,-0.01993,0.000007,0.006196,-0.000004,0.006196,-0.0000046,0.0000000,0.0000019,-0.010143,-0.010060,-3.07483865e-06,-8.73929981e-08,-5.98571147e-09,-3.05009386e-06,-8.69813997e-08,-5.96055317e-09,2.56541252e-06,6.52794134e-12,6.166e-19,3.174e-19
0.3200,0.03613,-0.02409,0.000009,0.007490,-0.000004,0.007490,-0.0000055,0.0000000,0.0000022,-0.011998,-0.011900,-3.62077805e-06,-8.66318689e-08,-6.64158166e-09,-3.59170009e-06,-8.62270985e-08,-6.61370082e-09,3.28665146e-06,8.38719517e-12,1.016e-18,5.476e-19
0.3400,0.04317,-0.02878,0.000010,0.008950,-0.000005,0.008950,-0.0000066,0.0000000,0.0000027,-0.013985,-0.013872,-4.20649071e-06,-8.61921713e-08,-6.89272846e-09,-4.17278263e-06,-8.57920655e-08,-6.86395670e-09,4.14512271e-06,1.05269424e-11,3.727e-20,1.287e-19
0.3600,0.05105,-0.03403,0.000012,0.010583,-0.000006,0.010583,-0.0000078,0.0000000,0.0000031,-0.016081,-0.015951,-4.82787686e-06,-8.90480892e-08,-7.04835644e-09,-4.78927786e-06,-8.86360428e-08,-7.01908176e-09,5.15568376e-06,1.29354461e-11,4.981e-19,5.989e-19
0.3800,0.05981,-0.03987,0.000014,0.012399,-0.000007,0.012399,-0.0000092,0.0000000,0.0000037,-0.018269,-0.018123,-5.48015318e-06,-9.61506998e-08,-7.68517751e-09,-5.43644408e-06,-9.57059619e-08,-7.65331166e-09,6.33362719e-06,1.55908851e-11,5.692e-19,7.215e-19
0.4000,0.06949,-0.04632,0.000016,0.014406,-0.000008,0.014406,-0.0000106,0.0000000,0.0000043,-0.020533,-0.020369,-6.15791271e-06,-1.05877500e-07,-7.82110861e-09,-6.10892087e-06,-1.05387862e-07,-7.78889360e-09,7.69462202e-06,1.84592766e-11,2.168e-19,9.847e-20
0.4200,0.08013,-0.05342,0.000019,0.016612,-0.000009,0.016612,-0.0000123,0.0000000,0.0000049,-0.022866,-0.022683,-6.85524635e-06,-1.15022812e-07,-8.05170649e-09,-6.80084934e-06,-1.14492021e-07,-8.01866669e-09,9.25466263e-06,2.14951028e-11,3.015e-19,1.220e-19
0.4400,0.09177,-0.06118,0.000022,0.019027,-0.000011,0.019027,-0.0000141,0.0000000,0.0000056,-0.025256,-0.025055,-7.56584851e-06,-1.20697417e-07,-8.64083709e-09,-7.50597671e-06,-1.20143074e-07,-8.60541994e-09,1.10300321e-05,2.46455402e-11,1.409e-18,2.300e-19
0.4600,0.10445,-0.06964,0.000025,0.021657,-0.000012,0.021657,-0.0000160,0.0000000,0.0000064,-0.027683,-0.027463,-8.28313418e-06,-1.22030060e-07,-8.70045061e-09,-8.21777217e-06,-1.21473308e-07,-8.66498506e-09,1.30372458e-05,2.78543646e-11,4.066e-19,1.432e-18
0.4800,0.11822,-0.07881,0.000028,0.024513,-0.000014,0.024513,-0.0000181,0.0000000,0.0000072,-0.030119,-0.029880,-9.00037124e-06,-1.20677453e-07,-9.01985031e-09,-8.92955795e-06,-1.20130534e-07,-8.98312115e-09,1.52930197e-05,3.10628968e-11,1.362e-18,5.349e-19
0.5000,0.13309,-0.08873,0.000031,0.027600,-0.000016,0.027600,-0.0000204,0.0000000,0.0000081,-0.032530,-0.032274,-9.71076109e-06,-1.19818996e-07,-9.53622724e-09,-9.63458939e-06,-1.19278220e-07,-9.49741199e-09,1.78142461e-05,3.42106742e-11,1.003e-18,8.949e-19
0.5200,0.14913,-0.09942,0.000035,0.030928,-0.000018,0.030928,-0.0000228,0.0000000,0.0000090,-0.034883,-0.034609,-1.04075286e-05,-1.22270570e-07,-9.54807996e-09,-1.03261442e-05,-1.21718747e-07,-9.50938209e-09,2.06179403e-05,3.72393908e-11,1.044e-18,5.108e-19
0.5400,0.16635,-0.11090,0.000039,0.034504,-0.000020,0.034504,-0.0000255,0.0000000,0.0000100,-0.037154,-0.036863,-1.10840281e-05,-1.28834510e-07,-9.93935742e-09,-1.09976277e-05,-1.28251283e-07,-9.89904739e-09,2.37212126e-05,4.00962811e-11,1.166e-18,2.736e-19
0.5600,0.18480,-0.12320,0.000043,0.038335,-0.000022,0.038335,-0.0000283,0.0000000,0.0000111,-0.039327,-0.039020,-1.17338264e-05,-1.37833748e-07,-1.03545704e-08,-1.16426550e-05,-1.37207761e-07,-1.03125937e-08,2.71412288e-05,4.27340710e-11,6.099e-19,7.115e-19
0.5800,0.20450,-0.13634,0.000048,0.042429,-0.000024,0.042429,-0.0000313,0.0000000,0.0000123,-0.041390,-0.041068,-1.23508266e-05,-1.46126806e-07,-1.03514165e-08,-1.22551740e-05,-1.45462374e-07,-1.03095542e-08,3.08951446e-05,4.51125634e-11,8.809e-19,2.050e-19
0.6000,0.22550,-0.15034,0.000052,0.046794,-0.000027,0.046794,-0.0000345,0.0000000,0.0000135,-0.043335,-0.042999,-1.29293979e-05,-1.50980359e-07,-1.08032046e-08,-1.28295938e-05,-1.50294719e-07,-1.07593887e-08,3.50000853e-05,4.72030986e-11,1.409e-18,2.025e-18
0.6200,0.24783,-0.16522,0.000057,0.051437,-0.000029,0.051437,-0.0000379,0.0000000,0.0000148,-0.045147,-0.044798,-1.34644664e-05,-1.51670977e-07,-1.11183233e-08,-1.33608744e-05,-1.50983944e-07,-1.10731913e-08,3.94731123e-05,4.89908082e-11,8.809e-19,3.642e-20
0.6400,0.27152,-0.18101,0.000063,0.056364,-0.000032,0.056364,-0.0000415,0.0000000,0.0000162,-0.046804,-0.046443,-1.39516143e-05,-1.49904280e-07,-1.11413671e-08,-1.38446258e-05,-1.49226379e-07,-1.10961134e-08,4.43311809e-05,5.04732531e-11,1.274e-18,2.078e-18
0.6600,0.29659,-0.19773,0.000068,0.061584,-0.000035,0.061584,-0.0000453,0.0000000,0.0000176,-0.048285,-0.047914,-1.43871427e-05,-1.48791979e-07,-1.16315477e-08,-1.42771701e-05,-1.48118149e-07,-1.15840803e-08,4.95911460e-05,5.16587475e-11,2.101e-18,1.741e-18
0.6800,0.32309,-0.21539,0.000074,0.067103,-0.000038,0.067103,-0.0000494,0.0000000,0.0000192,-0.049569,-0.049190,-1.47680933e-05,-1.50996421e-07,-1.18428490e-08,-1.46555629e-05,-1.50309063e-07,-1.17944372e-08,5.52697258e-05,5.25665395e-11,1.125e-18,1.467e-18
0.7000,0.35104,-0.23403,0.000081,0.072927,-0.000042,0.072927,-0.0000536,0.0000000,0.0000208,-0.050647,-0.050260,-1.50922937e-05,-1.57172047e-07,-1.19082147e-08,-1.49776392e-05,-1.56451407e-07,-1.18594002e-08,6.13834535e-05,5.32260201e-11,3.795e-19,1.470e-18
0.7200,0.38048,-0.25365,0.000087,0.079065,-0.000045,0.079065,-0.0000581,0.0000001,0.0000225,-0.051521,-0.051130,-1.53583852e-05,-1.65594166e-07,-1.23997738e-08,-1.52420408e-05,-1.64829921e-07,-1.23486718e-08,6.79486674e-05,5.36727623e-11,1.328e-18,8.885e-19
0.7400,0.41142,-0.27428,0.000094,0.085522,-0.000049,0.085522,-0.0000628,0.0000001,0.0000242,-0.052199,-0.051803,-1.55658442e-05,-1.73190140e-07,-1.25165662e-08,-1.54482373e-05,-1.72387332e-07,-1.24648408e-08,7.49814476e-05,5.39456704e-11,2.182e-18,1.348e-18
0.7600,0.44391,-0.29594,0.000102,0.092305,-0.000053,0.092305,-0.0000677,0.0000001,0.0000261,-0.052691,-0.052292,-1.57150287e-05,-1.77373257e-07,-1.26472103e-08,-1.55965729e-05,-1.76548999e-07,-1.25946746e-08,8.24975780e-05,5.40872287e-11,8.132e-19,5.997e-19
0.7800,0.47796,-0.31864,0.000109,0.099420,-0.000057,0.099420,-0.0000729,0.0000001,0.0000280,-0.053004,-0.052604,-1.58071819e-05,-1.77561812e-07,-1.31208998e-08,-1.56882693e-05,-1.76734893e-07,-1.30660534e-08,9.05125584e-05,5.41420397e-11,2.182e-18,2.958e-18
0.8000,0.51360,-0.34240,0.000117,0.106875,-0.000061,0.106875,-0.0000783,0.0000001,0.0000300,-0.053137,-0.052737,-1.58444082e-05,-1.75503233e-07,-1.31707976e-08,-1.57254027e-05,-1.74682843e-07,-1.31154977e-08,9.90415628e-05,5.41523932e-11,8.945e-19,1.731e-18
0.8200,0.55086,-0.36724,0.000126,0.114676,-0.000065,0.114676,-0.0000839,0.0000001,0.0000321,-0.053092,-0.052692,-1.58296437e-05,-1.74232737e-07,-1.33757091e-08,-1.57108744e-05,-1.73412923e-07,-1.33191628e-08,1.08099439e-04,5.41551461e-11,1.952e-18,1.792e-18
0.8400,0.58977,-0.39318,0.000135,0.122828,-0.000070,0.122828,-0.0000898,0.0000001,0.0000343,-0.052873,-0.052475,-1.57665751e-05,-1.76265090e-07,-1.37992668e-08,-1.56483311e-05,-1.75428299e-07,-1.37405648e-08,1.17700722e-04,5.41812842e-11,1.437e-18,3.083e-18
0.8600,0.63035,-0.42024,0.000144,0.131338,-0.000074,0.131338,-0.0000959,0.0000001,0.0000366,-0.052491,-0.052095,-1.56595617e-05,-1.82113214e-07,-1.37969016e-08,-1.55420877e-05,-1.81240713e-07,-1.37378957e-08,1.27859561e-04,5.42550124e-11,7.860e-19,3.019e-18
0.8800,0.67263,-0.44842,0.000153,0.140213,-0.000079,0.140213,-0.0001023,0.0000001,0.0000390,-0.051970,-0.051578,-1.55135759e-05,-1.90008168e-07,-1.40649747e-08,-1.53970683e-05,-1.89091044e-07,-1.40043815e-08,1.38589706e-04,5.43912032e-11,6.519e-18,1.513e-18
0.9000,0.71662,-0.47775,0.000163,0.149458,-0.000085,0.149458,-0.0001089,0.0000001,0.0000414,-0.051340,-0.050952,-1.53341203e-05,-1.96953166e-07,-1.44157654e-08,-1.52187243e-05,-1.95997496e-07,-1.43532850e-08,1.49904487e-04,5.45947523e-11,4.283e-18,6.404e-19
0.9200,0.76236,-0.50824,0.000174,0.159080,-0.000090,0.159080,-0.0001158,0.0000001,0.0000440,-0.050626,-0.050242,-1.51271641e-05,-2.00503702e-07,-1.43937303e-08,-1.50129711e-05,-1.99526786e-07,-1.43309404e-08,1.61816747e-04,5.48632198e-11,4.391e-18,1.552e-18
0.9400,0.80985,-0.53990,0.000184,0.169084,-0.000096,0.169084,-0.0001230,0.0000001,0.0000466,-0.049856,-0.049476,-1.48990737e-05,-2.00210783e-07,-1.47219407e-08,-1.47861195e-05,-1.99230748e-07,-1.46572260e-08,1.74338866e-04,5.51886198e-11,2.548e-18,1.413e-18
0.9600,0.85913,-0.57276,0.000196,0.179476,-0.000101,0.179476,-0.0001304,0.0000001,0.0000493,-0.049042,-0.048667,-1.46564976e-05,-1.97861217e-07,-1.49946067e-08,-1.45447616e-05,-1.96886285e-07,-1.49282896e-08,1.87482772e-04,5.55568599e-11,2.900e-18,2.848e-18
0.9800,0.91022,-0.60681,0.000207,0.190263,-0.000107,0.190263,-0.0001380,0.0000001,0.0000521,-0.048199,-0.047828,-1.44062562e-05,-1.96409263e-07,-1.49798418e-08,-1.42956617e-05,-1.95432979e-07,-1.49131131e-08,2.01259907e-04,5.59487187e-11,7.047e-19,2.904e-18
1.0000,0.96313,-0.64209,0.000220,0.201449,-0.000113,0.201449,-0.0001459,0.0000001,0.0000550,-0.047344,-0.046976,-1.41552173e-05,-1.98225130e-07,-1.53428179e-08,-1.40456332e-05,-1.97230342e-07,-1.52739937e-08,2.15681264e-04,5.63433755e-11,7.237e-18,1.286e-18
1.0200,1.01789,-0.67860,0.000232,0.213041,-0.000120,0.213041,-0.0001541,0.0000001,0.0000581,-0.046496,-0.046130,-1.39101556e-05,-2.03692419e-07,-1.55232487e-08,-1.38013989e-05,-2.02661649e-07,-1.54532204e-08,2.30757349e-04,5.67207701e-11,6.668e-18,5.074e-18
1.0400,1.07452,-0.71635,0.000245,0.225045,-0.000126,0.225045,-0.0001626,0.0000001,0.0000611,-0.045683,-0.045320,-1.36776544e-05,-2.11002807e-07,-1.55301954e-08,-1.35694940e-05,-2.09928709e-07,-1.54596346e-08,2.46498111e-04,5.70618413e-11,2.819e-18,1.477e-18
1.0600,1.13302,-0.75535,0.000259,0.237465,-0.000133,0.237465,-0.0001713,0.0000002,0.0000643,-0.044939,-0.044577,-1.34640125e-05,-2.17240017e-07,-1.59026544e-08,-1.33561735e-05,-2.16129773e-07,-1.58299600e-08,2.62912964e-04,5.73500584e-11,4.716e-18,3.693e-19
1.0800,1.19343,-0.79562,0.000273,0.250308,-0.000140,0.250308,-0.0001803,0.0000002,0.0000676,-0.044290,-0.043928,-1.32751531e-05,-2.20103240e-07,-1.60008657e-08,-1.31673214e-05,-2.18974353e-07,-1.59273052e-08,2.80010733e-04,5.75749733e-11,4.879e-18,3.595e-18
1.1000,1.25576,-0.83717,0.000287,0.263579,-0.000148,0.263579,-0.0001896,0.0000002,0.0000710,-0.043756,-0.043393,-1.31165586e-05,-2.19266956e-07,-1.60545919e-08,-1.30083862e-05,-2.18136926e-07,-1.59802524e-08,2.97799646e-04,5.77340021e-11,6.451e-18,2.863e-18
1.1200,1.32002,-0.88001,0.000302,0.277283,-0.000155,0.277283,-0.0001991,0.0000002,0.0000745,-0.043348,-0.042983,-1.29931811e-05,-2.16554421e-07,-1.64188198e-08,-1.28842916e-05,-2.15430540e-07,-1.63423825e-08,3.16287400e-04,5.78312562e-11,1.225e-17,2.402e-18
1.1400,1.38623,-0.92415,0.000318,0.291425,-0.000163,0.291426,-0.0002089,0.0000002,0.0000780,-0.043070,-0.042701,-1.29093433e-05,-2.14839936e-07,-1.64479030e-08,-1.27993385e-05,-2.13715257e-07,-1.63708902e-08,3.35481135e-04,5.78770485e-11,2.277e-18,9.317e-19
1.1600,1.45440,-0.96960,0.000334,0.306012,-0.000171,0.306012,-0.0002190,0.0000002,0.0000817,-0.042927,-0.042553,-1.28686654e-05,-2.16350784e-07,-1.65511138e-08,-1.27571323e-05,-2.15208522e-07,-1.64731069e-08,3.55387436e-04,5.78890222e-11,1.897e-18,1.809e-18
1.1800,1.52456,-1.01637,0.000350,0.321048,-0.000179,0.321048,-0.0002293,0.0000002,0.0000855,-0.042929,-0.042549,-1.28739836e-05,-2.21352811e-07,-1.68741719e-08,-1.27605019e-05,-2.20176598e-07,-1.67942896e-08,3.76012350e-04,5.78913190e-11,2.575e-18,5.089e-18
1.2000,1.59671,-1.06447,0.000368,0.336538,-0.000187,0.336539,-0.0002400,0.0000002,0.0000893,-0.043087,-0.042699,-1.29273017e-05,-2.28007253e-07,-1.68452196e-08,-1.28114516e-05,-2.26791060e-07,-1.67650222e-08,3.97361294e-04,5.79113771e-11,1.843e-18,7.525e-18
1.2200,1.67087,-1.11391,0.000385,0.352488,-0.000196,0.352488,-0.0002509,0.0000002,0.0000933,-0.043417,-0.043019,-1.30297862e-05,-2.33479209e-07,-1.69979858e-08,-1.29111557e-05,-2.32231021e-07,-1.69165807e-08,4.19439048e-04,5.79780866e-11,2.494e-18,9.453e-19
1.2400,1.74705,-1.16470,0.000403,0.368903,-0.000204,0.368903,-0.0002620,0.0000002,0.0000973,-0.043925,-0.043517,-1.31817567e-05,-2.35613159e-07,-1.72667960e-08,-1.30599483e-05,-2.34350337e-07,-1.71837633e-08,4.42249768e-04,5.81217258e-11,3.876e-18,1.752e-18
1.2600,1.82527,-1.21684,0.000422,0.385787,-0.000213,0.385787,-0.0002735,0.0000002,0.0001014,-0.044611,-0.044190,-1.33826990e-05,-2.34200976e-07,-1.72105964e-08,-1.32573365e-05,-2.32940080e-07,-1.71273305e-08,4.65796943e-04,5.83723581e-11,5.936e-18,4.574e-19
1.2800,1.90552,-1.27035,0.000441,0.403146,-0.000223,0.403146,-0.0002852,0.0000003,0.0001056,-0.045464,-0.045030,-1.36312859e-05,-2.31094914e-07,-1.74134209e-08,-1.35020204e-05,-2.29842037e-07,-1.73287122e-08,4.90083469e-04,5.87561808e-11,7.644e-18,4.235e-19
1.3000,1.98784,-1.32523,0.000461,0.420984,-0.000232,0.420985,-0.0002972,0.0000003,0.0001099,-0.046468,-0.046020,-1.39253746e-05,-2.29091867e-07,-1.76161429e-08,-1.37918905e-05,-2.27839283e-07,-1.75300991e-08,5.15111686e-04,5.92931704e-11,4.391e-18,5.096e-18
1.3200,2.07222,-1.38148,0.000482,0.439307,-0.000242,0.439308,-0.0003095,0.0000003,0.0001143,-0.047605,-0.047141,-1.42620298e-05,-2.30278865e-07,-1.75493982e-08,-1.41240501e-05,-2.29009862e-07,-1.74631439e-08,5.40883323e-04,5.99969516e-11,1.301e-18,4.350e-18
1.3400,2.15868,-1.43912,0.000503,0.458119,-0.000251,0.458120,-0.0003220,0.0000003,0.0001188,-0.048863,-0.048383,-1.46375637e-05,-2.34810314e-07,-1.77811646e-08,-1.44948552e-05,-2.33509284e-07,-1.76933503e-08,5.67399535e-04,6.08736726e-11,1.044e-17,1.908e-18
1.3600,2.24723,-1.49815,0.000524,0.477426,-0.000262,0.477426,-0.0003348,0.0000003,0.0001234,-0.050232,-0.049736,-1.50475843e-05,-2.40827026e-07,-1.79058533e-08,-1.48999617e-05,-2.39488835e-07,-1.78170434e-08,5.94660851e-04,6.19195685e-11,6.017e-18,9.859e-19
1.3800,2.33787,-1.55858,0.000546,0.497231,-0.000272,0.497231,-0.0003479,0.0000003,0.0001280,-0.051705,-0.051192,-1.54870892e-05,-2.45575061e-07,-1.78493427e-08,-1.53344186e-05,-2.44208076e-07,-1.77602275e-08,6.22667098e-04,6.31209217e-11,1.843e-18,7.349e-18
1.4000,2.43061,-1.62041,0.000569,0.517540,-0.000282,0.517540,-0.0003612,0.0000003,0.0001328,-0.053271,-0.052741,-1.59505682e-05,-2.47040659e-07,-1.80996546e-08,-1.57927688e-05,-2.45661707e-07,-1.80088647e-08,6.51417460e-04,6.44564184e-11,9.785e-18,2.267e-18
1.4200,2.52547,-1.68364,0.000593,0.538356,-0.000293,0.538357,-0.0003748,0.0000003,0.0001376,-0.054910,-0.054362,-1.64320966e-05,-2.45128784e-07,-1.81578652e-08,-1.62691417e-05,-2.43753148e-07,-1.80663081e-08,6.80910475e-04,6.58983650e-11,1.076e-17,7.877e-18
1.4400,2.62244,-1.74829,0.000617,0.559686,-0.000304,0.559686,-0.0003887,0.0000004,0.0001425,-0.056593,-0.056027,-1.69254426e-05,-2.41711053e-07,-1.81352560e-08,-1.67573598e-05,-2.40343387e-07,-1.80431604e-08,7.11144044e-04,6.74126270e-11,3.713e-18,3.720e-18
1.4600,2.72154,-1.81436,0.000641,0.581533,-0.000315,0.581533,-0.0004028,0.0000004,0.0001475,-0.058291,-0.057709,-1.74241539e-05,-2.39505656e-07,-1.83861330e-08,-1.72510241e-05,-2.38137269e-07,-1.82923187e-08,7.42115539e-04,6.89601384e-11,1.111e-17,4.398e-18
1.4800,2.82277,-1.88185,0.000666,0.603901,-0.000327,0.603902,-0.0004172,0.0000004,0.0001525,-0.059973,-0.059374,-1.79216355e-05,-2.40463547e-07,-1.83812388e-08,-1.77435918e-05,-2.39077622e-07,-1.82868719e-08,7.73821756e-04,7.05002702e-11,2.982e-18,7.576e-18
1.5000,2.92614,-1.95076,0.000692,0.626796,-0.000338,0.626797,-0.0004318,0.0000004,0.0001576,-0.061618,-0.061003,-1.84112555e-05,-2.44630379e-07,-1.83956733e-08,-1.82284807e-05,-2.43211900e-07,-1.83005377e-08,8.06258886e-04,7.19931094e-11,5.692e-18,1.423e-19
1.5200,3.03165,-2.02110,0.000719,0.650222,-0.000350,0.650223,-0.0004467,0.0000004,0.0001628,-0.063210,-0.062580,-1.88864458e-05,-2.50132896e-07,-1.86229873e-08,-1.86991699e-05,-2.48677434e-07,-1.85261923e-08,8.39422540e-04,7.34001523e-11,1.225e-17,2.619e-18
1.5400,3.13931,-2.09287,0.000746,0.674183,-0.000362,0.674183,-0.0004618,0.0000004,0.0001681,-0.064736,-0.064092,-1.93408176e-05,-2.54299235e-07,-1.85697490e-08,-1.91493135e-05,-2.52815368e-07,-1.84725168e-08,8.73307646e-04,7.46865842e-11,1.095e-17,7.057e-18
1.5600,3.24912,-2.16608,0.000774,0.698683,-0.000374,0.698684,-0.0004772,0.0000004,0.0001735,-0.066181,-0.065524,-1.97682937e-05,-2.55249333e-07,-1.86324325e-08,-1.95728721e-05,-2.53753272e-07,-1.85341140e-08,9.07908470e-04,7.58250450e-11,1.941e-17,2.067e-18
1.5800,3.36108,-2.24072,0.000802,0.723727,-0.000387,0.723727,-0.0004929,0.0000005,0.0001789,-0.067528,-0.066858,-2.01632105e-05,-2.52995252e-07,-1.88292533e-08,-1.99642142e-05,-2.51501001e-07,-1.87293191e-08,9.43218708e-04,7.67972039e-11,1.626e-18,2.365e-18
1.6000,3.47520,-2.31680,0.000831,0.749319,-0.000400,0.749319,-0.0005088,0.0000005,0.0001843,-0.068750,-0.068069,-2.05204086e-05,-2.49420338e-07,-1.87518658e-08,-2.03182061e-05,-2.47931221e-07,-1.86514738e-08,9.79231455e-04,7.75932160e-11,1.171e-17,3.093e-18
1.6200,3.59148,-2.39432,0.000861,0.775463,-0.000412,0.775463,-0.0005249,0.0000005,0.0001899,-0.069825,-0.069135,-2.08353117e-05,-2.47158315e-07,-1.88613669e-08,-2.06302906e-05,-2.45664866e-07,-1.87595884e-08,1.01593930e-03,7.82121030e-11,6.668e-18,1.762e-19
1.6400,3.70992,-2.47328,0.000892,0.802163,-0.000425,0.802164,-0.0005412,0.0000005,0.0001955,-0.070733,-0.070035,-2.11039716e-05,-2.48028804e-07,-1.90100806e-08,-2.08965321e-05,-2.46514294e-07,-1.89068281e-08,1.05333435e-03,7.86629083e-11,1.041e-17,1.979e-18
1.6600,3.83053,-2.55369,0.000923,0.829424,-0.000439,0.829425,-0.0005578,0.0000005,0.0002012,-0.071462,-0.070757,-2.13231227e-05,-2.51972035e-07,-1.89192602e-08,-2.11136710e-05,-2.50422246e-07,-1.88155081e-08,1.09140817e-03,7.89639488e-11,2.168e-18,4.506e-18
1.6800,3.95330,-2.63553,0.000955,0.857250,-0.000452,0.857250,-0.0005746,0.0000005,0.0002069,-0.072011,-0.071301,-2.14902409e-05,-2.57103129e-07,-1.90622539e-08,-2.12791822e-05,-2.55514538e-07,-1.89568945e-08,1.13015174e-03,7.91402801e-11,4.987e-18,3.930e-19
