rail_gap_candidate_mm,stroke_mm,neutral_overlap_upper_bound_mm3,margin_mm,verdict
0.05,31.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,31.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,32.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,32.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,33.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,33.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,34.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,34.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,35.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,35.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,36.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,36.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,37.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,37.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,38.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,38.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,39.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,39.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,40.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,40.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,41.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,41.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,42.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,42.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,43.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,43.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,44.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,44.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,45.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,45.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,46.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,46.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,47.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,47.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,48.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,48.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,49.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,49.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,50.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,50.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,51.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,51.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,52.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,52.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,53.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,53.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,54.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,54.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,55.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,55.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,56.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,56.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,57.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,57.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,58.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,58.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,59.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,59.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,60.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,60.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,61.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,61.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,62.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,62.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,63.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,63.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,64.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,64.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,65.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,65.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,66.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,66.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,67.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,67.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,68.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,68.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,69.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,69.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,70.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,70.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,71.000000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.05,71.500000,0.000000,0.050000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,0.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,0.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,1.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,1.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,2.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,2.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,3.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,3.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,4.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,4.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,5.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,5.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,6.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,6.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,7.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,7.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,8.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,8.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,9.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,9.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,10.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,10.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,11.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,11.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,12.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,12.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,13.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,13.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,14.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,14.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,15.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,15.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,16.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,16.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,17.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,17.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,18.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,18.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,19.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,19.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,20.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,20.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,21.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,21.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,22.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,22.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,23.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,23.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,24.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,24.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,25.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,25.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,26.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,26.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,27.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,27.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,28.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,28.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,29.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,29.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,30.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,30.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,31.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,31.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,32.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,32.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,33.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,33.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,34.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,34.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,35.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,35.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,36.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,36.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,37.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,37.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,38.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,38.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,39.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,39.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,40.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,40.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,41.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,41.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,42.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,42.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,43.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,43.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,44.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,44.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,45.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,45.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,46.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,46.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,47.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,47.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,48.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,48.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,49.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,49.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,50.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,50.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,51.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,51.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,52.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,52.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,53.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,53.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,54.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,54.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,55.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,55.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,56.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,56.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,57.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,57.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,58.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,58.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,59.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,59.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,60.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,60.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,61.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,61.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,62.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,62.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,63.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,63.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,64.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,64.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,65.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,65.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,66.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,66.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,67.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,67.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,68.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,68.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,69.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,69.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,70.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,70.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,71.000000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.10,71.500000,0.000000,0.100000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,0.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,0.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,1.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,1.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,2.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,2.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,3.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,3.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,4.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,4.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,5.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,5.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,6.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,6.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,7.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,7.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,8.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,8.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,9.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,9.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,10.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,10.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,11.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,11.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,12.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,12.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,13.000000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
0.15,13.500000,0.000000,0.150000,PASS_NEUTRAL_GEOMETRY_ONLY
