id,owner,legacy_mass_kg,readback_default_mass_kg,readback_default_minus_legacy_kg,primary_mass_kg,primary_minus_legacy_kg,primary_method,comparison_integral_mass_kg,comparison_integral_minus_default_kg,default_vs_comparison_volume_relative_difference,source_index
R01_D_lower_1_-150_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.743050148661496e-18,2.1949997801680596e-14,32
R01_D_lower_1_-150_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,33
R01_D_lower_1_-50_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506335,0.00036038442528506335,0.0,0.00036038442528506335,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506844,5.0757620329022756e-18,1.408429908947171e-14,34
R01_D_lower_1_-50_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033216,0.0011606105161033218,2.168404344971009e-19,0.0011606105161033218,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032828,-3.882121291098883e-17,3.344895843381634e-14,35
R01_D_lower_1_-50_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478914e-05,-1.7848833522293715e-18,2.2476797748920936e-14,36
R01_D_lower_1_-50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7569945498507876e-18,2.212559778409404e-14,37
R01_D_lower_1_140_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506877,5.187317242416611e-18,1.4393844124405143e-14,38
R01_D_lower_1_140_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033218,0.001160610516103322,2.168404344971009e-19,0.001160610516103322,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032826,-3.949054416807485e-17,3.402566461370973e-14,39
R01_D_lower_1_140_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.743050148661496e-18,2.1949997801680596e-14,40
R01_D_lower_1_140_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,41
R01_D_lower_1_50_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506335,0.00036038442528506335,0.0,0.00036038442528506335,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506844,5.0757620329022756e-18,1.408429908947171e-14,42
R01_D_lower_1_50_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033216,0.0011606105161033218,2.168404344971009e-19,0.0011606105161033218,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032828,-3.882121291098883e-17,3.344895843381634e-14,43
R01_D_lower_1_50_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478914e-05,-1.7848833522293715e-18,2.2476797748920936e-14,44
R01_D_lower_1_50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7709389510400796e-18,2.2301197766507486e-14,45
R01_D_upper_-1_-150_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850632,0.0003603844252850632,0.0,0.0003603844252850632,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506834,5.1315396376594435e-18,1.4239071606938437e-14,46
R01_D_upper_-1_-150_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033218,0.001160610516103322,2.168404344971009e-19,0.001160610516103322,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032826,-3.949054416807485e-17,3.402566461370973e-14,47
R01_D_upper_-1_-150_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,48
R01_D_upper_-1_-150_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,49
R01_D_upper_-1_-50_nut,R01_EQUIPMENT_FASTENER_KIT,0.000360384425285063,0.000360384425285063,0.0,0.000360384425285063,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850681,5.0757620329022756e-18,1.4084299089471724e-14,50
R01_D_upper_-1_-50_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033216,0.0011606105161033218,2.168404344971009e-19,0.0011606105161033218,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.001160610516103283,-3.8598102491960155e-17,3.325672304051853e-14,51
R01_D_upper_-1_-50_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7709389510400796e-18,2.2301197766507486e-14,52
R01_D_upper_-1_-50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7709389510400796e-18,2.2301197766507486e-14,53
R01_D_upper_-1_140_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506324,0.00036038442528506324,0.0,0.00036038442528506324,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850684,5.1315396376594435e-18,1.4239071606938437e-14,54
R01_D_upper_-1_140_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033218,0.001160610516103322,2.168404344971009e-19,0.001160610516103322,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032826,-3.949054416807485e-17,3.402566461370973e-14,55
R01_D_upper_-1_140_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,56
R01_D_upper_-1_140_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,57
R01_D_upper_-1_50_nut,R01_EQUIPMENT_FASTENER_KIT,0.000360384425285063,0.000360384425285063,0.0,0.000360384425285063,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850681,5.0757620329022756e-18,1.4084299089471724e-14,58
R01_D_upper_-1_50_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033216,0.0011606105161033218,2.168404344971009e-19,0.0011606105161033218,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032826,-3.9044323330017504e-17,3.3641193827114136e-14,59
R01_D_upper_-1_50_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7709389510400796e-18,2.2301197766507483e-14,60
R01_D_upper_-1_50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7709389510400796e-18,2.2301197766507483e-14,61
R01_D_upper_1_-150_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850632,0.0003603844252850632,0.0,0.0003603844252850632,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506834,5.1315396376594435e-18,1.4239071606938437e-14,62
R01_D_upper_1_-150_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033218,0.001160610516103322,2.168404344971009e-19,0.001160610516103322,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032826,-3.949054416807485e-17,3.402566461370973e-14,63
R01_D_upper_1_-150_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,64
R01_D_upper_1_-150_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,65
R01_D_upper_1_-50_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506297,0.00036038442528506297,0.0,0.00036038442528506297,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850681,5.1315396376594435e-18,1.4239071606938446e-14,66
R01_D_upper_1_-50_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033216,0.0011606105161033218,2.168404344971009e-19,0.0011606105161033218,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032828,-3.882121291098883e-17,3.344895843381634e-14,67
R01_D_upper_1_-50_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7569945498507876e-18,2.212559778409404e-14,68
R01_D_upper_1_-50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7569945498507876e-18,2.212559778409404e-14,69
R01_D_upper_1_140_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506313,0.00036038442528506313,0.0,0.00036038442528506313,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850684,5.243094847173779e-18,1.454861664187188e-14,70
R01_D_upper_1_140_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033218,0.001160610516103322,2.168404344971009e-19,0.001160610516103322,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032826,-3.949054416807485e-17,3.402566461370973e-14,71
R01_D_upper_1_140_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,72
R01_D_upper_1_140_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.94100375047909e-05,7.94100375047909e-05,0.0,7.94100375047909e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7291057474722037e-18,2.177439781926715e-14,73
R01_D_upper_1_50_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506297,0.00036038442528506297,0.0,0.00036038442528506297,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0003603844252850681,5.1315396376594435e-18,1.4239071606938446e-14,74
R01_D_upper_1_50_screw,R01_EQUIPMENT_FASTENER_KIT,0.0011606105161033216,0.0011606105161033218,2.168404344971009e-19,0.0011606105161033218,2.168404344971009e-19,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0011606105161032828,-3.882121291098883e-17,3.344895843381634e-14,75
R01_D_upper_1_50_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7709389510400796e-18,2.2301197766507486e-14,76
R01_D_upper_1_50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479093e-05,7.941003750479093e-05,0.0,7.941003750479093e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478915e-05,-1.7709389510400796e-18,2.2301197766507486e-14,77
R01_W_lower_-1_-130_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850636,0.0003603844252850636,0.0,0.0003603844252850636,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506855,4.96420682338794e-18,1.3774754054538262e-14,78
R01_W_lower_-1_-130_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152229,-3.6366998301673447e-17,3.4647321608247653e-14,79
R01_W_lower_-1_-130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479102e-05,7.941003750479102e-05,0.0,7.941003750479102e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.94100375047892e-05,-1.8127721546079555e-18,2.2827997713747804e-14,80
R01_W_lower_-1_-130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479102e-05,7.941003750479102e-05,0.0,7.941003750479102e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.8267165557972474e-18,2.3003597696161253e-14,81
R01_W_lower_-1_-70_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506844,4.908429218630772e-18,1.3619981537071545e-14,82
R01_W_lower_-1_-70_screw,R01_EQUIPMENT_FASTENER_KIT,0.001049633755615259,0.001049633755615259,0.0,0.001049633755615259,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152235,-3.547455662555876e-17,3.379708058718634e-14,83
R01_W_lower_-1_-70_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478918e-05,-1.7569945498507876e-18,2.2125597784094034e-14,84
R01_W_lower_-1_-70_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479094e-05,7.941003750479094e-05,0.0,7.941003750479094e-05,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478916e-05,-1.7709389510400796e-18,2.2301197766507483e-14,85
R01_W_lower_-1_130_nut,R01_EQUIPMENT_FASTENER_KIT,0.0003603844252850636,0.0003603844252850636,0.0,0.0003603844252850636,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506855,4.96420682338794e-18,1.3774754054538262e-14,86
R01_W_lower_-1_130_screw,R01_EQUIPMENT_FASTENER_KIT,0.001049633755615259,0.001049633755615259,0.0,0.001049633755615259,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.0010496337556152226,-3.6366998301673447e-17,3.464732160824766e-14,87
R01_W_lower_-1_130_washer_head,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478922e-05,-1.743050148661496e-18,2.1949997801680578e-14,88
R01_W_lower_-1_130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,7.941003750479097e-05,7.941003750479095e-05,-1.3552527156068805e-20,7.941003750479095e-05,-1.3552527156068805e-20,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,7.941003750478919e-05,-1.7709389510400796e-18,2.2301197766507474e-14,89
R01_W_lower_-1_60_nut,R01_EQUIPMENT_FASTENER_KIT,0.00036038442528506356,0.00036038442528506356,0.0,0.00036038442528506356,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.00036038442528506844,4.908429218630772e-18,1.3619981537071545e-14,90
R01_W_lower_-1_60_screw,R01_EQUIPMENT_FASTENER_KIT,0.0010496337556152593,0.0010496337556152593,0.0,0.0010496337556152593,0.0,OCCT_DEFAULT_FACE_GAUSS_QUADRATURE,0.001049633755615224,-3.547455662555876e-17,3.379708058718633e-14,91
