path,size_bytes,sha256
results/BATCH_235_237.json,342,9effa3ccb90140e34a943f87ddcc91a4e5ec98989f11bf391030dcf79b275632
results/G000.json,6282,c6f98d95b74da1aca7ebc4d74cfc0e7bb49631cb8b686f5a00860968a479755f
results/G001.json,6240,3ba637732a5fe994c842f2039e00ca82082e60614289444452a57ed5fef36afe
results/G002.json,6295,e0bb283b229830cf47c93a6520e771e03a7afcdfac5c9ea123af92e7870def39
results/G003.json,6279,d39f6d3c14268ac0d79504f4e6db7c4fad3d0456c0412afdd6527dec1c26d0cf
results/G004.json,6133,5680c8e17d6c89cc074c7039d6afc2b369d1948090d01a289e72dfe51e3b5a57
results/G005.json,6052,9d3103ea48c7d4f523461edfd509e009c6e69210e06ba5786d694758e3301b27
results/G006.json,6124,e5f202ec4395472d1d93a04deeb4b1fef62093b9aeafe606173f613eb2df2d55
results/G007.json,6129,bc94d093cbb22998bee041f3daff1b991c3ff05fcc9c617b53659334b7b5c283
results/G008.json,6135,0e816b11ac5323f18d9b46fda73a25782f0f6161cc053e7d7814199a54c975ed
results/G009.json,6229,a26e3c8f24a926262dd1e6696a3fe851372e5ce594aa8a710e0839b92b744642
results/G010.json,5997,6e0a02e269a411c0c740ebecbcf4fa8e52157a35d38828e12d6807b30bda6b14
results/G011.json,6095,cbd481a855950dce04870e7660d213458c601fba9df3173d41f5d623726fbef5
results/G012.json,6250,c4d845aa26a301e35e08c82f15f0b01decb880a938de00e31cfcd4eac1098a7c
results/G013.json,6114,2d344080efe80f483d98082995d4d01712de96568991bac0eed21225447c372c
results/G014.json,6597,265fd854a7f298a0d4fba98853983aa4e8bc3133ad01c8710ad62dfc0b61db27
results/G015.json,6863,6ccf2ad109a6fb7d73c0109ac3e93926df7d75e4bbf14737977a55c6adebcc3f
results/G016.json,6885,295e68108de0b72b584be51b775788eb7992553c5b3db9929c9a073d6d0af38c
results/G017.json,6853,32b3f9c759a1664d1bfc896eb413cd7d69efaf4ca3e2da6f294bdc9504620295
results/G018.json,6905,7ade4bc05af0cf149273f7116cbdd765fc7fd9c224b7c5a43d429a744655f04a
results/G019.json,6870,8270ce30e44f157bd4d3e554855f49492a62295919ddc77559d3ac7ee4b80c86
results/G020.json,6825,f3fd4a6ce4ec907a61044ede0a504b31a7d0348eec798a05b9afbc38f64867f9
results/G021.json,6684,f3f403aaae65373e9d3097a68dfa0b6102f077267bec72ca66887b189dac4abe
results/G022.json,6817,2030e2de6314b26817a528a90dc64d6ba5f572737cc0cc31b09bbce05b76e75f
results/G023.json,6850,793e4cefccb97223edca096a29d5832d275c51d72fe56adc6ba308fcf407f3a4
results/G024.json,6735,69b2fb36fa969f11a8fe62a9289383c126a51ace1c8193e88083f21c5ea666c5
results/G025.json,6886,2ecdcbdb59f9f0dcc099d5cb3f6f270863381f8dfbe3fef8ee4afc62567b363e
results/G026.json,7054,95e46af4885620126fcb6c7e701fd275663732e0c8c6db7682d1de2abe217df2
results/G027.json,6819,fa8d80bdf8647ae9a7bd6908ee4c1875ba7cc447b270e762242b103d19f53433
results/G028.json,6924,70a0d6d535f724d3b5dce403d9078be05a2c5992e9538c57fc19df09ab5e6d8a
results/G029.json,6732,1ae892908a954181799c85aa57f195e670f3b31cd80e214e0a21a9ac992069c4
results/G030.json,6860,5e5d5421226f2d9632cda495c2ba4c5e372d3faf684baa6420e4202847a02260
results/G031.json,6922,26303c598f546b5a17f788691cb0907e133c65fb76aa468d96b95bf97b1f0a7a
results/G032.json,6980,a0c3aa2aac0dd8609dc7334d6c21410a5aafff33a8ea7682139cf6f102b1b3b6
results/G033.json,6799,7402e6f0e29e5a7c37dd7ef57112bdc1558622e23d78a2a20add45236c0eadf9
results/G034.json,6831,47f2aa7f44a99d3ca8260e61f236cd2ea9a7e98a2a5db5afe823dcf964a28e1e
results/G035.json,6819,0c663c537d82e2049c9cd0b4db4fba78c5f33988b9eec9c1db9d5bd447699073
results/G036.json,6981,889bde53bfd94818c70127ef3985b89085e1070f02281b3ba53ec9f3557b8821
results/G037.json,6807,74e1c1b62868b77168daf3904913b68721b707495a6e3a3a9483edbf73ffbf00
results/G038.json,6843,8822fb97a904f1339025a1b439701390482ba698ac0bb4a5b343b6bb4e477f55
results/G039.json,6667,3179a66dd865d17541d898dde85264624b38f7a3fa58ca1e280d536a9297747e
results/G040.json,6751,b9c87be6b0848307a3f89a6314926107869c225feb9d389a0abb79679bdb19f9
results/G041.json,6894,46ff687630210d50b878e14490e65b4b29e99daab83e7a77e913dac2b6979698
results/G042.json,6699,2658bb0896850906b3d8578ec1eea503a664663818b1ea591a54822c0f066db8
results/G043.json,6848,dde9078501f9fb65dc97835e01203b0b3922442950165051b9cf3f07d49fcb44
results/G044.json,6936,7008625fe550d92f7c092150d1a0fd1e2c15a7942ef2d82f83eb9a0a26cb506e
results/G045.json,6709,a2d49bd316443cff9f88a9a5b6123a4716733d154adb16674e6614a09a134df1
results/G046.json,6887,324aab6c0d9907b2fbe3f87468c1ed76d3d893f7e8084d9beb005ab6df30d29b
results/G047.json,6881,d893a80ee22636f095122c13c02dd7a445a4cfbd543456f1c058c2bb9b84b3bc
results/G048.json,6830,2a3c8d8e97b9a41f9c427fb663eaab0b284b6b91deb655a6b564fd53852d5dc0
results/G049.json,6802,b8bb3d24ad9e541c0e0065bdc52ab2f986433a5fa6a1184eab48c749fe25f41b
results/G050.json,7021,46cb918f99a8167edf3448be402ad43b54075518692bfc20c269e210ed83b120
results/G051.json,7020,c4cff3dacb50277d1b0e79b7e9a9271a47ef4dbf3ffa5df2ed303dff30a4f9e3
results/G052.json,6781,1d6c258fc008fd750e0d1eace55c7b46572467dba09657224e7f168c55936ced
results/G053.json,6845,a741b51e30415ba3c72668aca41bc449789546c0539a25eec3e9feb7abde3c95
results/G054.json,6811,5f5bdd971d0bc6f764e7a89a17e2526c1e7353458564466a0e16f8f135697783
results/G055.json,6967,0cc1a7a3f68378783a44f4e01f8dee3f11ddce5198a3ab0c2b5e0e8e5201035b
results/G056.json,6845,36eaba98062e084b580515a31a06d9eb04046ba52c24ef00f9f064346aca5c98
results/G057.json,6774,0f053ebae11f13b3922690eef82b1f617849da26fb5339de9e9f4220d1efe7cb
results/G058.json,6980,08dabb451be4a5dfef73ca6c8daf65de51faa4ab741a68ddadfabf5b0ef4bd8c
results/G059.json,6889,7031f12346ea9e225ffe2b4f1069fa51db756dbfcdd290fae66984b2c520429f
results/G060.json,6960,b24acb0fb0fd8cb4414625de3a08d8a48db5e9b931971dae6e2ede3b137354de
results/G061.json,6931,2f23fd35a2aac579671dcacc7a7af2dfe8b3d7d6c784e3c7a30febaf6f994e86
results/G062.json,6931,2cda1aa681e1ec82f8815381ec92c3173a2d6b1cfee6a5e7907bf717731c2b56
results/G063.json,6811,835c9fbebfc09d32d4f1006ecdee82a3f39fa70b94f59f7f4b199444891b6d2c
results/G064.json,6854,b32f9fc18ea18837d13b563d7dbef374f15e0afbcd27830cd44144549214e61d
results/G065.json,6835,a09a5b45b9ec4767036f8fc3fb3068bc2bedacb1cd3a429c436ee98decbe2b64
results/G066.json,6890,1e9c699614ed9e0e823b6f8e9476008f0030c8c572f17a1063c25ca02e98dc04
results/G067.json,7012,793aad7eea9091f85bd5836770af338aa398da723db3d23c3e3ef9088cd2f049
results/G068.json,6903,433f7a199021d8f7b368c1a5f871b3fbb77eeaec352415e13df62360f50ca558
results/G069.json,6927,fdfd98663f9f44692addf54f832c7491440c8a9736532a1701cdddda1f2131e6
results/G070.json,6911,bb23995e41e228614baeed0d6e4fa5bb0e0453c73c7d8825b52b452aea22a06d
results/G071.json,6979,05d68216f03d913f087fad13a62e244fdcd85e0b054bd0112b6fff6ba3d159de
results/G072.json,6758,0e51205db6416b05da26fd0ddb32afbc2fb116e4513ba66134770429239ae32d
results/G073.json,6772,67a88733061725d6a11e72527667cbcf3821a72fe1635241134aa8dfec97d370
results/G074.json,6943,a0da2a14dac84498ab6230c4aabdd0fce473b017d996f4148a2825a701d4e829
results/G075.json,7012,28696229845c2de01532793422878fbc9549ce6d0916a7e8a8f0a5cfe6c93705
results/G076.json,6929,c3f64d1ccb9fd913fd9503aad0e57a4b9ff081da99bd37c60fbe93c1a217adbb
results/G077.json,6975,f827533e8d25e218bcdafabeeee4b2d94fd40aee277d2b1ca13b7ad73ac3e648
results/G078.json,6828,1e3f2dfb6f662f31d64e3903b28aa568539f355a4528903b772f5ab7ed8ba00d
results/G079.json,6889,6b1828acd0032d274f4ca17b183f3eadabbdf5bc1769b5b693ae0b81b1fa1ee0
results/G080.json,6856,5682ba93654d33971d44e6a93c38cf29f7afbc0dfc68f7befc33a6932ea988f4
results/G081.json,6820,b85b328af31d10b3e479e19c4d0deb3a9ce9c987b0d173831d82aefb2dab45a2
results/G082.json,6821,a21df2ac42f00ef284491f75d9e676c55b9c5f9d5bd1cb9d39bce5be30810658
results/G083.json,7049,e586141c2f06ebac98b0750ab3e734bf77532af431dc0da4fe41e9953afede1d
results/G084.json,6777,02450056b04c553cb9aaa3a54feeb8e847d6a521869478b31ade6a57d2ae25ac
results/G085.json,6891,55ccb9e735799b511db6e0ebef7e2ab18ddfb398bc85f4a4ff266b78c7b91af8
results/G086.json,6829,bfe43b5ced99cfb1657b430d05e0829cdce60f072aab78ff217429f12df30771
results/G087.json,6942,9c2c3de8177add9578d8dbc3fcf6b4c17c7b96b13cf90bf3f2f2f15027ab26f0
results/G088.json,6914,ff655bba600ece71614458edacc7b24d2b751fa4109c7652fe3135d837151d4e
results/G089.json,6772,b7e677af99916f1eb95e4182b02af4fb33dd1c687d53e88a15916ce837e91a84
results/G090.json,6815,94066440a72543164dab057d49b0ef8e6e204f4513ff223028f685ad602982af
results/G091.json,7020,6ace93f9b7f54b9002f36ef9dbfaba1bb35658be5116e58020c7571d18c86358
results/G092.json,6642,0172c1e918c3c6d3bea667e2ea2710358a7887430fcf6fc1547ade3f225a0178
results/G093.json,6837,83fdf0f33890d5f6f2ff48d59695f35c4a1301c667502f1d6dac164b8b0bbc86
results/G094.json,6941,50ec0b7b5803f0897d8e0e99c6f67845b5f0bcb774ef379d30297b90f10b96a6
results/G095.json,6773,b3c5d59472a2181b25b9fe2ffb0c804ce9b12f0116d0efb635a9e05ec6616772
results/G096.json,6906,d46146794c5b048e70941db62641ee92ce3b1c388da86601b190904115f30955
results/G097.json,6840,e11f178e75fd0ce5dd72813091c1878db9bc1f2449fa85fe7d66f2d09f043c1b
results/G098.json,6837,35a493c2d3a0ba3c96bd01664fa5987c0d8aa90a7ae81f5e98219344aea2fde6
results/G099.json,7004,3b1c8b000d18525aae8c663b0b57265acde01c88a8aae25fbe8b84863fb64340
results/G100.json,6998,8bf610ffd304fbe74ad93696c7c248feaa4b06e00c2839688ce65ae276197b9c
results/G101.json,6802,d2089ad441ffdbdde98db876dee8c48e9e393f879a0d7234f10d554525bf0edf
results/G102.json,6847,35a343e051781dae72b2a01b211c53e5f8b5f756e73debdb5ea29074b8dd6783
results/G103.json,6996,90346c733410e7a604332978bf993780464624ade280fe7441cb272b0dcc72d1
results/G104.json,6845,cb78e6cebf528124489a9f4828c5ce7c22b66d582e019016e367335289c123c2
results/G105.json,6696,b88fb912252e298840ea0f0c90d854fd849d3281769bf66b545ec7a3804dca78
results/G106.json,6992,1bb0113e8afa56a871204e40cb60e452d22d67ba2e2f2d6f53f8dfefc187e668
results/G107.json,6889,b97604c0af4ffd121ea773dd42dcbd4bc584d830d12e002de0ebf058ae829497
results/G108.json,6820,384638a917a703cc4ad42675a25436224dd8bd59044f53d46d4b03f26031cda4
results/G109.json,6863,598c10f5ba9e806c9e0cfdcf4676dba5b29e58db5635a7badf7c17cf3a3e2569
results/G110.json,6879,823b1457a26b336221481b6357f0f173ad22df6535b14cf7fcf74da5553e29ff
results/G111.json,6964,2d13527d6eaa4299fcaff52920342ef4c84f3f5c03fa985bbc4eaf797f99406b
results/G112.json,6833,ee1ed3cd08585d603ae3bb04431efb1c0bad420f21bc23211afde952cada44c1
results/G113.json,6980,5e7b182b562474a1dc68855cdd4cc7e024f06d93a2f0720a6b12a0ee1cca7187
results/G114.json,6804,35b1b85f4a4ba1186754a694ff0be5f78d6f154bf692122d93d50471370836f8
results/G115.json,6894,5d4266627df867d84bd5e3cab495c7e303252c371b02f12099561fc80ba9c684
results/G116.json,6900,401048333425989813b4622777df3700f128c58b6cc326be7a25e1390b257e52
results/G117.json,6895,1cd9c774da8dfa08fbaa3903ecd4adc1d1967b84063e9ce6c4fc2f574cfc4255
results/G118.json,6795,bbe62fb6f8c2d2dd7186e3630e80ddabca4c782db26db86b38d55a6c96d788d9
results/G119.json,6981,c4917e6152229f3bc336e44ca71fe688a4b1f5c4ccd71d5963b8b7cf2f93aa0e
results/G120.json,6887,8f36800ffa111de033030d195f6642de5957eea717dfcf2349d252923190184e
results/G121.json,6904,d13ab8bd565371864daf8314f8af34a7194f14f5c97d89b2c80a1b2348e3ae14
results/G122.json,6972,d06ebe271a4db88248fadfb591515d4aeaffa63ad7b0f82f18ffcd471c10759e
results/G123.json,6985,77a83600c4bb7ade29cea648e9669a339a522cb48d2e927d74ee1bbf041dd513
results/G124.json,6943,d2ce311b6a13d5cc0490ac21e9f5ec0ab50effae42d4861eac101a5d357eafcc
results/G125.json,6930,bd2b532861db4f19c949c3252643f018321399b4a489af35bd8b2fc5a7b9a64c
results/G126.json,6678,300f0a9b504c02a01cd4f1ed5a3b30af51ce296b6318a88f5aa6a7263880a719
results/G127.json,6996,58864a6e15c94b53bfe252128a6df722483ec603739215f87c6fc790c73a74fb
results/G128.json,6734,84a2d585b83fff4f3b8dff27399fd946d167104c82e2a75d15166dda6afb0372
results/G129.json,6973,e8f3154bc28987fc8b9b7bf5cb8fa717084cd13964ca3441f8d1b04d663ffd05
results/G130.json,6829,ed781f1aaf121d32532bd16d0c2a48741ed1b7371721882c59587b4ed2e8823e
results/G131.json,6873,af8bdc029a1219c2faf18888b73581600fff5ef6a328e47fe1484feed1d75f25
results/G132.json,6888,7ddacde65d4310caef905e47cfe24dd0835ecc041718f48a984ae74be63c4115
results/G133.json,6877,cc90ce6f824321d0f35a9e899783c9171aff642219dd44435a1fc62c0632c145
results/G134.json,6861,2f8e657b39a22744ea442a37007ea8b91ac290219363212247a4a15352df5300
results/G135.json,6979,a7c5151f6d23703338fc276abe720915bd31cfb4e52ad15046d6328a6690b1d8
results/G136.json,6883,a4b739f66e39e73ce8ca792bf87514688224df96a300fa55b985d4744571fea1
results/G137.json,6920,f5bcd08f946b0eeb040a1092287f58ada9e4dd72b09306f25872c9822e7a3919
results/G138.json,7003,50c7ca8bbe28a58aee85ee9c02dbec2c1e228bf908c5698ae3b014e0384b1acb
results/G139.json,6791,abfb73bd0a45956eaeee29eb4e03a3c62ed344ab67e9d214a948105eff1e226f
results/G140.json,6902,6a220e6dba72d41ba50f429892c58174ddc15e9525d0a76321e54c482f6348c9
results/G141.json,7009,61d4e21246820a9fb4349e6782d071c5a783d1c67d73a6c42a06e744c304301d
results/G142.json,6733,6102631724b30e7417e5b2d5b89df62430b413ff1183db1e96e1fc7329c7a513
results/G143.json,6689,5d9d8b51bd4e41094d9e3cdf4dc978f94495fe8d1cf56e6bf00aafb3e141b811
results/G144.json,6728,ccdfb043e6ed2efa891373bf5fdf33f9b4695775336a7face1ba3903fac13346
results/G145.json,6892,4025d29e54cf1553d238e33ab4add1e200e34b653e6d32949dfceb58a49e8dad
results/G146.json,6906,7a7f751f6cd24e5977cd0a97b00ab10247c8eb3a4f41f6b143a9a1caadd4d5b0
results/G147.json,7216,d9101de3179dbd93e1e0ef49df5afeb5a99933dadbd6948a67d2f140ee381c93
results/G148.json,7258,2589982925ded5a9a6110d57a9a3c2e9d84436d513c7cbb94c6cfb91321ebcc1
results/G149.json,7128,89f23d1e7b3dc71aac3dadca891d7ae857e21226fa012f3c67503ff0b12440a0
results/G150.json,7065,b5b11c301b95cc2bc24593c95e5cb78b8bdb12cb84d59badfc4f4f044115be7d
results/G151.json,7136,3b5f666dd50c67b0c1cbb0577faab6ab9efa4b28b1372e644e69ba933741a626
results/G152.json,6981,c93cce78e15ec03086287d93cd156732dd9784d6af1d8543e54ada96bd5faa16
results/G153.json,7023,b71dfc0fd1261f318d9134382fedc4c4d0a08772a47288dbed5b802f36b97b15
results/G154.json,7136,bd222bb4077be065f7cbd3143ecb9153fa99dd327c3cc0c08f22202f808d274c
results/G155.json,6896,22af8ad6905e96058dab86641755240e27528796422aac4398b2c2bdbe3f18d1
results/G156.json,6969,f84a031e951539b8840cc0c3df8a290fa9977b87972a73b6c09de1c4adda3966
results/G157.json,7032,eeb3d2e770391635d482b2cc2d6bd7e7df92323e1b6f0d80241f59641b53c02a
results/G158.json,6938,1e3c46a2aa016d759acff62a02bcd4b7882019f36ab4660e385eafe79f0c9f6f
results/G159.json,7140,d2fa629b7bf08f102ff370d2f336c737faac1c1108e47f360893d495f38cbddf
results/G160.json,6981,9e4b0ebdd26fbbaf582c80b9ed42c9e51e840652758bff2304b13a8f163b6e9d
results/G161.json,6947,13c6f3643b3bf3760f68f82ec911f19bb841957ca6b70bdfe6c162760c6b7551
results/G162.json,7118,f51bbb1bd129dc8a8cb55ea850a5654195b2559878a2a82b9134948166318a68
results/G163.json,6941,309c7aa9d9213a7298eecc6bee7a43b39ef062cc39e786aae6b9fb94d80a32a8
results/G164.json,6918,72ab0f28e9093f993779cf7682ae8696d3e7b03c4231b2c2454ca4fc18447470
results/G165.json,7176,b5f2cffcdf0a69f9dad397f5a329b4428a5a6e3061c7fb10b9855bb7eae03dbb
results/G166.json,7062,40ab40ca01cd7605a91e0c4f7059e12e799c5b1e96e58cf82b1251f55e3a1399
results/G167.json,6864,2ab55e0a487c86e6bc31f275c6866ac58e9d4bc093eee48176e7c6ef8c7fcde3
results/G168.json,7080,98010c9475b0fc01afa7528206f3865c3e8930eb688bd73098e46d16c708b561
results/G169.json,7121,3290f6364eb0a8033b13870741f04e55608732c682f25c3ba6cb5d72716cfbcf
results/G170.json,7199,5a0c040d450cfb75efc13c3f3d07623f302bfe7de4ded3ebb17a1fb500514e47
results/G171.json,7008,9c1df2b908689f229f554f3b2661d21b253f71ef4089676690eb68b434ece1eb
results/G172.json,7272,5414ffab83ed3f3b77ce655fff18758fecd555e05e4e5f11cf25ee4c82cb5b5d
results/G173.json,7103,3538312d9aadd0c84326a460399a2a0049a1235931a84719c0ccb98923a5731f
results/G174.json,7117,132265713add97f8ed07e6ddf151baffb1393cf12d7175ac752b48c12fbc6b7e
results/G175.json,6781,05d536ee1cc8b72fff65b30b5aaf87a4ac264fff7c80cfe1ec1ed36a8c3668ef
results/G176.json,6842,aba81dedb7dde06e83004c008a0905c047faabdb9d7f720487bdd419ea28c953
results/G177.json,7138,a0f5242d4f0c6478f17cb0886f411e7aadb40dd076801afa5918dc8453a3be22
results/G178.json,7082,59f8f91b3b58fa94ccb70a3c452e28bca530e1de54a0d77986831f039e7515aa
results/G179.json,7072,5334065996a93ba831c6a6172d216489e1fbab0b4eb0b93893a8c844de0fb57d
results/G180.json,7098,4e199fedcba78de5c26a0f21c569c8bf9d8ffec70b884f2496a73e53a5c8fe7d
results/G181.json,7102,a4012ddf1f2e0267e8bd07329558ac8107676bc9086b0df8090a9e8a30ee9b65
results/G182.json,6949,11d8074c37de3417b59dd577d73b99069067dba59b77285c370f1208fde5c0d0
results/G183.json,7047,b35cee2e29ac822c74207aad179859dcb8c076666b8ad88dfe0facde98a988ad
results/G184.json,7044,875a48ce42c24f16defbe9c3f898509a2b57a9b603ce54b58178e23ea68d603c
results/G185.json,7005,f5890c01c8230ca3cf5ebb5e00a93251218bf725feea5bc8868ed8b30f9bcd39
results/G186.json,6911,c43a963876c98701d7f3bd084eb9b3f2272d449ff3a548d2c6bbde7648f13695
results/G187.json,7025,bf2688f6c877cd62c3efa5f613bf93ddd3bbd14e790b41ce221dbb369762c880
results/G188.json,7143,4c9827eea81e1b75564ae277ce305df65dd7c1d9715a1f3a52dbac0d90db892b
results/G189.json,6899,680d490bf43cb2e7e2cc4dab42320adad27a9522facbff908536e3b8aa2aa9f7
results/G190.json,6899,7a29724cfe3002660ca59d518714a230bf51ca3b48a7772bb59694ae61f003f2
results/G191.json,7037,8e8345d4142a575e0d85fb433c981098889a3b523e4c2c0be6b4acbe5f3e01ea
results/G192.json,6798,121d50747adaecb0506eabf90999b0fd99f62822eeb3bbf704462d9618fae081
results/G193.json,6982,316b64ee565c155171bb5bd9293db085ff727b276823399faabec7a7641d1ce9
results/G194.json,6927,5a6da0727425deba37d44bb461e6cf5deaaa0c76087a413d1d9c5c000fd344cc
results/G195.json,7035,766adbe48290c506bd139126486a7e96dd566170b581fac6e88a8732ffb7ab4a
results/G196.json,7014,619ae880ab8f9bbce6531fcdf66c98d4d71632383b471ea6e026ede82a7aa215
results/G197.json,6858,48b72aead9d6e02fcca854cca79775b9df088470ca81cea08cc0bc0dafc83ae9
results/G198.json,6846,8ff8f29b31ac372345e47508ec911391cb62746b430413af5ec216bf57fa02bd
results/G199.json,6906,e036d57cec07e3466e7f5aaae7167d8b5aac86c95a35a2ae1c383bc4f8b9f4ce
results/G200.json,6841,276d4baef66bac92425a31e61df6e86fab1b2cf6d2e9efb90bff65c1689350c9
results/G201.json,6958,7d405c89f2ae156b8962d70f177f93a4dd08e8ea1d0ff57b6c818ec3ff117ded
results/G202.json,6980,086ade9a733acd4b9dde62d2d126db323c01357f0a3fd198401630d4879b8911
results/G203.json,7063,73609541e3ffaab397906c5e314fb309634415e37bd272652a3a3a66cd0516bc
results/G204.json,6761,54e595137aa18a6ccc77fc4be2b391a9b4ce8e017a93ab716b8d9ab53bce2dab
results/G205.json,6896,2bd597c72e12295e1d8b7e05ec9a8345e6b0d7d68236403a8ac5df0fd66cade2
results/G206.json,6790,c4e5fab4a2485595c925000e00cf2b66487f0148f76bb0731aa63453484de9e6
results/G207.json,7700,e9d6097051fe81ff5a99599797e10383a72835eeb53d278b53c1a0410d1324e3
results/G208.json,6746,ccc9f00f8247d6c8b71a40ea3a99e03b5e6ce8423fb7530067de8c78907c38ab
results/G209.json,6801,6f64d512e8960b26fb5762e631c41eb6f5a290f1acdc01755839c792cc818f6f
results/G210.json,6777,a896b3146fb8c32a51710ea1c43951a2f494303c6048bbfaeda1a3c5d6c442ce
results/G211.json,6805,f61bf9eb49e4656daa28ed78cd74d82baf2eb9005f5ea928635de18e984769fc
results/G212.json,6916,8badca35ebdfeb7387e6540e5f9b3b2f415a5be19535027409a692181644bf7f
results/G213.json,6906,76e652032088a2a582c2af10644fcba50cb60d9d77ddfdb435114dfbede9f452
results/G214.json,6989,a61e05a036f8d28c6cac906430b6922470ec47848cdd691cb19b6a587fe9f58e
results/G215.json,7140,32cd62bf66fefeeabb956147a52396f948e5feaf3c6b9545a29b3abc7967773f
results/G216.json,6986,95f4b53762dee7ac0d5cb43812196da516016209bc43fe689ee967cf1f46bb60
results/G217.json,6886,fdec4ffe462521c2ec51a04ce746398d31171027afa301a1f500a8b45f963318
results/G218.json,6934,1dc89ed64ca79517069eefc3dc70e1a00e1e52060fc2e3d48cd79b2b7882f28e
results/G219.json,6962,e62db6e09e8f3933afb8d6e536afb5a1ca3c3be756852e00798777d344d6854d
results/G220.json,7153,56dc3dff28ae21f333a463e1d4e8975752bb239a91e147380821618a845e5cd3
results/G221.json,7119,b10902a7c800f21d7cc6ad7c9a7f62bf6074a0ff93ee0a51349f318252889846
results/G222.json,7125,1eef78e3638033982d004b5e2bd7eba5560ff8e455449c68ca264a6f0d09245a
results/G223.json,7163,a14cf22530131909835f9b49eb657e44d39ea2787d5b230879c06da9393aac10
results/G224.json,7157,8253abb71557f4d41cc41ee72215b9d8fe6afbecd6f0a5b8903518f838c166bd
results/G225.json,7069,43b5290cb0ecdec2298ec5cf4665e45cb83ee7a37f3394af253496cd66fb84a7
results/G226.json,7011,7a6793831274dc49601960c4dc055e27e010779f2b836c9ea68325866e158b82
results/G227.json,7092,cb25e2c6fab262f94fa0ac5bee6bd4ee55f7001838c30a0c43f30a00c0da6120
