source,destination,role,bytes,source_sha256,destination_sha256,copy_operation,redistribution_status
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/thermal/ACTIVE_HEAT_LOADS_V19.json,03_power_thermal/thermal/ACTIVE_HEAT_LOADS_V19.json,THERMAL_GEOMETRY_OR_BUDGET_INPUT,707,c0a3a271beb305cd845d1395788a1598aea8a75d551a48bfb1bfa28df307d9cc,c0a3a271beb305cd845d1395788a1598aea8a75d551a48bfb1bfa28df307d9cc,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/thermal/SPATIAL_RADIATOR_NETWORK_SCREEN.json,03_power_thermal/thermal/SPATIAL_RADIATOR_NETWORK_SCREEN.json,THERMAL_GEOMETRY_OR_BUDGET_INPUT,95958,6442ecf4a037e9bddcb6de816f063ff52f89e892eb9e51e39653f2937a9624f1,6442ecf4a037e9bddcb6de816f063ff52f89e892eb9e51e39653f2937a9624f1,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/sources/COLD_TIM_SELECTION.json,03_power_thermal/sources/COLD_TIM_SELECTION.json,PUBLIC_SOURCE_METADATA_ONLY,2180,4cb3d8b61e04d3e4553aea22c0da00f1c8ff92c08c99a65282c4e45459a9b2f5,4cb3d8b61e04d3e4553aea22c0da00f1c8ff92c08c99a65282c4e45459a9b2f5,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/sources/FIXED_HEAT_PATH_SOURCE_MANIFEST.json,03_power_thermal/sources/FIXED_HEAT_PATH_SOURCE_MANIFEST.json,PUBLIC_SOURCE_METADATA_ONLY,3440,65b1647290c85fe709f18d2f5cd69e4b8ea002caf8f47abc69fea3a985343253,65b1647290c85fe709f18d2f5cd69e4b8ea002caf8f47abc69fea3a985343253,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/sources/SOURCE_MANIFEST.json,03_power_thermal/sources/SOURCE_MANIFEST.json,PUBLIC_SOURCE_METADATA_ONLY,2470,e36096767fe436e6d7d3313986ded30c8ee771c2b81dbebe2d0ba7792ba7213f,e36096767fe436e6d7d3313986ded30c8ee771c2b81dbebe2d0ba7792ba7213f,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/results/thermal_architecture_20260917/THERMAL_ARCHITECTURE_B_SCREEN_20260917.json,03_power_thermal/architecture_b/results/thermal_architecture_20260917/THERMAL_ARCHITECTURE_B_SCREEN_20260917.json,UNIMPLEMENTED_B2_THERMAL_CANDIDATE,12161,88024bc964a15eeb5491fdb0d9f6498f880974260ddcf10df067f6773ff33d84,88024bc964a15eeb5491fdb0d9f6498f880974260ddcf10df067f6773ff33d84,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/results/thermal_architecture_20260917/THERMAL_ARCHITECTURE_B_DESIGN_TARGETS_20260917.json,03_power_thermal/architecture_b/results/thermal_architecture_20260917/THERMAL_ARCHITECTURE_B_DESIGN_TARGETS_20260917.json,UNIMPLEMENTED_B2_THERMAL_CANDIDATE,10395,829f4b94e44fada03aaf57de20096208a6548b40220a65a4e75c48145d696f00,829f4b94e44fada03aaf57de20096208a6548b40220a65a4e75c48145d696f00,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/tools/thermal_architecture_b_screen_20260917.py,03_power_thermal/architecture_b/tools/thermal_architecture_b_screen_20260917.py,EDITABLE_THERMAL_SIZING_CALCULATION,22910,c71edd346ac48d6c93601907cb9e6ef8daf644e4dfdf2bea9cec28ab678ad906,c71edd346ac48d6c93601907cb9e6ef8daf644e4dfdf2bea9cec28ab678ad906,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/tools/thermal_architecture_b_design_targets_20260917.py,03_power_thermal/architecture_b/tools/thermal_architecture_b_design_targets_20260917.py,EDITABLE_THERMAL_SIZING_CALCULATION,21385,89258b0e59815b3745a7c1f664e669a1e381d58df499988409b79dbe74556340,89258b0e59815b3745a7c1f664e669a1e381d58df499988409b79dbe74556340,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
20_engineering/SERVICE_STAR_ELECTRICAL_UPDATE_R5E_20260920/results/ELECTROTHERMAL_INPUT_UPDATE.json,03_power_thermal/electrothermal/ELECTROTHERMAL_INPUT_UPDATE_R5E.json,CURRENT_ELECTRICAL_HEAT_INPUT_OVERLAY,2084,e1d3e29f59382bdc562ebd118a745a060a205f03f9700efe062acd8d66b75e92,e1d3e29f59382bdc562ebd118a745a060a205f03f9700efe062acd8d66b75e92,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
20_engineering/SERVICE_STAR_ELECTRICAL_UPDATE_R5E_20260920/results/SHUNT_LOSS_SCENARIOS.csv,03_power_thermal/electrothermal/SHUNT_LOSS_SCENARIOS_R5E.csv,SHUNT_LOSS_SCENARIOS,301,048b4f4bde0eb920d19e3b41202017c466db9fe1d9c180cdf06a0061bf306d05,048b4f4bde0eb920d19e3b41202017c466db9fe1d9c180cdf06a0061bf306d05,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
