case_id,node,heat_W,condition,mechanical_sink_node,thermal_contact_R_K_W,qualification
SBP008,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,main_before_sense,10.407338807928864,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,main_after_sense,20.809203203189668,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,controller_allocation,0.05863130683298732,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,main_before_sense,10.407338807928864,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,main_after_sense,20.809203203189668,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,controller_allocation,0.05863130683298732,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,main_before_sense,9.203075443355656,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,main_after_sense,18.401002959882,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,controller_allocation,0.05871292829267208,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,main_before_sense,9.203075443355656,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,main_after_sense,18.401002959882,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,controller_allocation,0.05871292829267208,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,main_before_sense,10.407338807928864,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,main_after_sense,20.809203203189668,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,auxiliary_branch,0.04428619815900253,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,controller_allocation,0.05863130683298732,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,main_before_sense,10.407338807928864,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,main_after_sense,20.809203203189668,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,auxiliary_branch,0.03497514062883832,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,controller_allocation,0.05863130683298732,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP013,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,main_before_sense,9.203075443355656,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,main_after_sense,18.401002959882,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,auxiliary_branch,0.04428619815900253,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,controller_allocation,0.05871292829267208,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP014,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,main_before_sense,9.203075443355656,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,main_after_sense,18.401002959882,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,auxiliary_branch,0.03497514062883832,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,controller_allocation,0.05871292829267208,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP015,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,shared_contact_loop,5.566862879285717,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,main_before_sense,2.538379744935197,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,main_after_sense,17.763926879797054,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,controller_allocation,0.058954199008821116,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP016,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,shared_contact_loop,5.510560714786344,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,main_before_sense,2.538041736605026,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,main_after_sense,17.761561136527426,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,controller_allocation,0.05895781001524796,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP017,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,shared_contact_loop,4.9586978172853735,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,main_before_sense,2.2485382098775117,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,main_after_sense,15.735314458754614,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,controller_allocation,0.05901386131624335,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP018,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,shared_contact_loop,4.905647336520149,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,main_before_sense,2.2482412191841554,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,main_after_sense,15.733235818012174,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,controller_allocation,0.05901746545793762,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP019,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,shared_contact_loop,5.5679601668516145,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,main_before_sense,2.5383863161368043,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,main_after_sense,17.7639728720838,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,auxiliary_branch,0.04535459247710394,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,controller_allocation,0.05895412881479693,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP020,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,shared_contact_loop,5.511422677254766,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,main_before_sense,2.5380469238245684,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,main_after_sense,17.7615974422293,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,auxiliary_branch,0.03581413170722776,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,controller_allocation,0.058957754593599004,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP021,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,shared_contact_loop,4.959730494712036,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,main_before_sense,2.2485439758765624,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,main_after_sense,15.735354815038072,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,auxiliary_branch,0.04529352926779228,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,controller_allocation,0.059013791350004896,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP022,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,shared_contact_loop,4.906458306194631,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,main_before_sense,2.2482457708030217,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,main_after_sense,15.733267674836602,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,auxiliary_branch,0.03576594599989149,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,controller_allocation,0.05901741021606056,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP023,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,shared_contact_loop,5.855944634199864,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,main_before_sense,10.705674116651208,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,main_after_sense,21.40579590553378,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,controller_allocation,0.05788585628354269,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP024,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,shared_contact_loop,5.798114699423122,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,main_before_sense,10.70416420435459,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,main_after_sense,21.402776472525748,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,controller_allocation,0.05788954771322684,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP025,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,shared_contact_loop,5.197443287568829,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,main_before_sense,9.448895638170766,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,main_after_sense,18.892575045554636,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,controller_allocation,0.058011915247779454,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP026,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,shared_contact_loop,5.14306145833685,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,main_before_sense,9.44757934170805,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,main_after_sense,18.88994281599543,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,controller_allocation,0.05801559357935214,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP027,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,shared_contact_loop,5.8570723213592935,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,main_before_sense,10.70570348908525,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,main_after_sense,21.4058546427846,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,auxiliary_branch,0.04538248639676922,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,controller_allocation,0.0578857844819101,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP028,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
