arm_path_W,pack_V,shared_R_ohm,eta_main,equilibrium_found,input_power_W,battery_A,main_fused_V,protection_class,CHB_loss_W,known_nonarm_heat_W,Q201_heat_W,battery_margin_A
240,22,0.01,0.85,True,319.39009503096713,14.517731592316688,21.83177893005368,BLOCKED_BY_UVLO_SCREEN,42.52941176470589,79.39009503096715,7.713751670015631,15.482268407683312
240,22,0.01,0.9,True,302.02057868142936,13.728208121883153,21.84101576162353,BLOCKED_BY_UVLO_SCREEN,26.77777777777779,62.02057868142944,6.84152807981982,16.271791878116847
240,22,0.1,0.85,True,343.63285227548846,15.619675103431293,20.413229312272595,BLOCKED_BY_UVLO_SCREEN,42.52941176470589,103.6328522754884,8.93691175161663,14.380324896568707
240,22,0.1,0.9,True,323.34394811517757,14.697452187053525,20.507011489023032,BLOCKED_BY_UVLO_SCREEN,26.77777777777779,83.34394811517764,7.847948222219059,15.302547812946475
240,25.2,0.01,0.85,True,315.6989895355924,12.527737679983824,25.05485112093173,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,42.52941176470589,75.6989895355923,5.735745827621963,17.472262320016178
240,25.2,0.01,0.9,True,298.75886622592793,11.85551056452095,25.062715795058065,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,26.77777777777779,58.758866225927946,5.095052694075647,18.144489435479052
240,25.2,0.1,0.85,True,332.549917203454,13.19642528585135,23.85942070947486,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,42.52941176470589,92.54991720345402,6.367352181996345,16.803574714148652
240,25.2,0.1,0.9,True,313.6820257117223,12.447699433004853,23.9355614355189,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,26.77777777777779,73.68202571172229,5.619194027425612,17.552300566995147
240,29.4,0.01,0.85,True,312.71007765682907,10.636397199211874,29.276774042810516,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,42.52941176470589,72.71007765682913,4.129582110520058,19.363602800788126
240,29.4,0.01,0.9,True,296.1111027155354,10.07180621481413,29.28337952179629,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,26.77777777777779,56.11110271553546,3.6728150956275307,19.92819378518587
240,29.4,0.1,0.85,True,324.2341650841616,11.028372962046314,28.279677406613644,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,42.52941176470589,84.23416508416165,4.4406250268191565,18.971627037953688
240,29.4,0.1,0.9,True,306.3667055313668,10.420636242563496,28.34148151871669,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,26.77777777777779,66.36670553136685,3.9325153156855177,19.579363757436504
360,20,0.01,0.85,True,488.77814824157616,24.43890741207881,19.71587577100231,BLOCKED_BY_UVLO_SCREEN,63.70588235294119,128.77814824157622,22.93980793837487,5.561092587921191
360,20,0.01,0.9,True,460.15002147533147,23.007501073766573,19.732621908272346,BLOCKED_BY_UVLO_SCREEN,40.11111111111113,100.15002147533161,20.217250591366348,6.992498926233427
360,20,0.1,0.85,True,583.8230518808534,29.19115259404267,17.03335588926178,BLOCKED_BY_UVLO_SCREEN,63.70588235294119,223.82305188085357,32.822592219986014,0.8088474059573301
360,20,0.1,0.9,True,540.1138081917883,27.005690409589413,17.255590762097913,BLOCKED_BY_UVLO_SCREEN,40.11111111111113,180.11380819178834,27.92514200991028,2.9943095904105874
360,22,0.01,0.85,True,480.0950269850576,21.822501226593527,21.746318632657488,BLOCKED_BY_UVLO_SCREEN,63.70588235294119,120.09502698505773,18.264789769273197,8.177498773406473
360,22,0.01,0.9,True,452.5716440523472,20.571438366015784,21.760955122271668,BLOCKED_BY_UVLO_SCREEN,40.11111111111113,92.57164405234728,16.139944419225838,9.428561633984216
360,22,0.1,0.85,True,545.2995756939171,24.786344349723503,19.481061594047922,BLOCKED_BY_UVLO_SCREEN,63.70588235294119,185.2995756939171,23.601369582736954,5.213655650276497
360,22,0.1,0.9,True,508.6234683386478,23.119248560847627,19.650589648350355,BLOCKED_BY_UVLO_SCREEN,40.11111111111113,148.62346833864797,20.415488640629484,6.880751439152373
360,25.2,0.01,0.85,True,471.0224618909206,18.691367535353994,24.982740174120583,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,63.70588235294119,111.0224618909206,13.37866179050994,11.308632464646006
360,25.2,0.01,0.9,True,444.60829993774473,17.643186505466062,24.99500329190832,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,40.11111111111113,84.6082999377449,11.853866691458403,12.356813494533938
360,25.2,0.1,0.85,True,512.9564299126037,20.35541388542078,23.131397982096374,PROTECTION_CORNER_DEPENDENT,63.70588235294119,152.95642991260377,15.879604462850885,9.64458611457922
360,25.2,0.1,0.9,True,481.2232623242034,19.096161203341406,23.259455608105487,PROTECTION_CORNER_DEPENDENT,40.11111111111113,121.22326232420359,13.896950398892567,10.903838796658594
360,29.4,0.01,0.85,True,463.86578090975144,15.777747649991547,29.216622391562478,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,63.70588235294119,103.86578090975144,9.520566683479109,14.222252350008453
360,29.4,0.01,0.9,True,438.2963358336949,14.908038633799148,29.226797622990993,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,40.11111111111113,78.29633583369503,8.452673168435552,15.091961366200852
360,29.4,0.1,0.85,True,491.123654664819,16.704886213089083,27.702401918687176,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,63.70588235294119,131.12365466481913,10.676521076581592,13.295113786910917
360,29.4,0.1,0.9,True,462.32427153912033,15.725315358473482,27.802019727765455,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,40.11111111111113,102.32427153912042,9.408270785246684,14.274684641526518
