lane_id,sample_index,t_s,base_x_m,base_y_m,base_z_m,quat_w,quat_x,quat_y,quat_z,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,base_dev_deg,tip_L_mm,tip_R_mm,energy_J,joint_work_J,damping_energy_J,momentum_dP_norm,momentum_dL_norm,eta_1,eta_2,eta_3,eta_4,eta_5,eta_6
M3R_B__M01,10,1.000000000000e+00,-1.0800402176698424e-04,-3.8411477290588861e-04,-5.7377768467722754e-05,9.9998378857676384e-01,5.5309468953060248e-03,-1.1771077045673031e-03,-6.6755341013188959e-04,3.1454294202869160e-02,-6.8424030933312320e-03,-3.7792512959730321e-03,6.5249739883329416e-01,-5.2191754688441749e-01,5.9396385136711116e-01,3.4928529174845625e-04,3.4929216725734135e-04,6.8755064397466964e-09,1.1758096331298119e-17,6.6996243244828911e-18,-1.5523330433323435e-04,-1.2906134475427715e-06,-8.7835523646433744e-08,1.7677414683159355e-04,1.5921403367008058e-06,1.1113174185398298e-07
M3R_B__M01,11,1.100000000000e+00,-1.4221618686608591e-04,-5.0485897911638894e-04,-7.3855503035996826e-05,9.9997211676855247e-01,7.2522961504911544e-03,-1.5520623157969928e-03,-8.7234656775412841e-04,3.7478386654238596e-02,-8.1727965481065302e-03,-4.4119695582265197e-03,8.5573675691098028e-01,-5.0769153984730808e-01,5.7493605465064146e-01,4.9174040833835397e-04,4.9174731929164071e-04,6.9109560168616755e-09,8.0862150147327737e-18,7.5220921001975148e-18,-1.5119308648214763e-04,-1.4553287646535080e-06,-9.4328984826039201e-08,1.7134565401885832e-04,1.7867250132667749e-06,1.1864492958407414e-07
M3R_B__M01,12,1.200000000000e+00,-1.8274107334457804e-04,-6.4680697524841185e-04,-9.2802960797518121e-05,9.9995427668295067e-01,9.2860180024550744e-03,-1.9961917778170074e-03,-1.1088875152048228e-03,4.3943501373415614e-02,-9.6083206185065793e-03,-5.0471617029171686e-03,1.0958172819156586e+00,-5.2776151694740181e-01,5.9417065011052073e-01,6.6981609816926997e-04,6.6982307050862569e-04,6.9723382135500148e-09,1.7936911769311352e-17,1.0884400661805352e-17,-1.5720414319668485e-04,-1.5501670049206187e-06,-1.0124751984946013e-07,1.7712077655277473e-04,1.8931576555988893e-06,1.2655066434299620e-07
M3R_B__M01,13,1.300000000000e+00,-2.3006230588469448e-04,-8.1114954222866881e-04,-1.1413835840466659e-04,9.9992799292306078e-01,1.1652814407668619e-02,-2.5148517679788387e-03,-1.3771005138021935e-03,5.0796338554683240e-02,-1.1152061289054192e-02,-5.6765431454370548e-03,1.3751745383873590e+00,-5.8976033614197343e-01,6.6070175541280007e-01,8.8809839354321292e-04,8.8810583691969125e-04,7.4433777955417212e-09,8.3174984990541887e-18,3.2116058157078719e-18,-1.7553972563313087e-04,-1.5951084850786336e-06,-1.0796179582785719e-07,1.9678941470679907e-04,1.9343544697953821e-06,1.3405211093707233e-07
M3R_B__M01,14,1.400000000000e+00,-2.8466488422117405e-04,-9.9902469076850234e-04,-1.3765023998299697e-04,9.9989048111155288e-01,1.4370836131511577e-02,-3.1135694859589168e-03,-1.6764654618281298e-03,5.7990037577677761e-02,-1.2807258765020948e-02,-6.2900380220197050e-03,1.6959619457374819e+00,-6.8317070062177954e-01,7.6282731018238747e-01,1.1511505391869248e-03,1.1511590472956976e-03,8.5080950597355921e-09,9.9854078320629194e-18,4.7736456377342573e-18,-2.0324809218621835e-04,-1.7410094692594776e-06,-1.1316031256459411e-07,2.2708868006105469e-04,2.0992643456003563e-06,1.3942474645385542e-07
M3R_B__M01,15,1.500000000000e+00,-3.4703856722200470e-04,-1.2115038297678699e-03,-1.6300210717147060e-04,9.9983840522259504e-01,1.7456077662900690e-02,-3.7980367287398760e-03,-2.0059191339252404e-03,6.5491000196744170e-02,-1.4576270164051709e-02,-6.8747292011075651e-03,2.0600944624163620e+00,-7.8525563902439344e-01,8.7489389997695177e-01,1.4632516915162371e-03,1.4632614596559888e-03,9.7681656940550497e-09,1.1880798022302218e-17,2.8531208140287961e-18,-2.3340273679506616e-04,-1.7724287392956854e-06,-1.1767621273782040e-07,2.6017752391911225e-04,2.1187888393074431e-06,1.4367403676832944e-07
M3R_B__M01,16,1.600000000000e+00,-4.1768034157828429e-04,-1.4495525588821786e-03,-1.8976250816508713e-04,9.9976782481786197e-01,2.0923379030148383e-02,-4.5740320903333055e-03,-2.3636622766905558e-03,7.3285367160643392e-02,-1.6459525749874394e-02,-7.4139129450486113e-03,2.4693572564792925e+00,-8.6832188090422324e-01,9.6519286463418497e-01,1.8280366133987189e-03,1.8280472203745584e-03,1.0606996936818258e-08,1.7558720293166857e-17,3.0937068285778013e-17,-2.5798874788403070e-04,-1.8489246589977945e-06,-1.2302366875724234e-07,2.8689279691110955e-04,2.1896716141001093e-06,1.4869835525098731e-07
M3R_B__M01,17,1.700000000000e+00,-4.9709625889932910e-04,-1.7139919341218352e-03,-2.1743579366136721e-04,9.9967413000452965e-01,2.4787387632762253e-02,-5.4473262065646965e-03,-2.7469712829994788e-03,8.1381427220693359e-02,-1.8454874906864600e-02,-7.8868305587663137e-03,2.9255101385500830e+00,-9.1259863389767648e-01,1.0108049065552425e+00,2.2481141617022742e-03,2.2481250149289905e-03,1.0853222598307414e-08,3.0529292750135625e-17,4.9979985633194088e-18,-2.7117839173954034e-04,-1.9775877403293416e-06,-1.2918656888096914e-07,3.0048144568164801e-04,2.3228863469668284e-06,1.5448413983820001e-07
M3R_B__M01,18,1.800000000000e+00,-5.8580237087073588e-04,-2.0054682711535478e-03,-2.4548967705769847e-04,9.9955196367929666e-01,2.9063275043826317e-02,-6.4235930086704975e-03,-3.1520471836591164e-03,8.9793767203154740e-02,-2.0558694313012757e-02,-8.2710845266506308e-03,3.4303659532266009e+00,-9.1427806697980718e-01,1.0069188486861158e+00,2.7252884394524681e-03,2.7252993105356493e-03,1.0871111492369936e-08,2.5589238521799653e-17,2.2747600926601915e-17,-2.7169659668271613e-04,-2.0061092505188132e-06,-1.3514457055045250e-07,2.9933348382425913e-04,2.3270500269671345e-06,1.5973974956948851e-07
M3R_B__M01,19,1.900000000000e+00,-6.8432493302638504e-04,-2.3244427207340925e-03,-2.7336923454436720e-04,9.9939514014970698e-01,3.3766926186470446e-02,-7.5083584894153205e-03,-3.5739465384300464e-03,9.8534500318093104e-02,-2.2766584574461138e-02,-8.5440042259342115e-03,3.9858128022224766e+00,-8.8547489876401786e-01,9.6679656290796334e-01,3.2607666002501252e-03,3.2607776062843221e-03,1.1006081456593273e-08,1.5580196474392724e-17,1.8937512176641996e-17,-2.6331941779285687e-04,-2.1350446040170913e-06,-1.4074529598013588e-07,2.8761310594805083e-04,2.4522546288966275e-06,1.6426258898358578e-07
M3R_B__M01,20,2.000000000000e+00,-7.9320062070237772e-04,-2.6712101408545553e-03,-3.0048376576968794e-04,9.9919658068096406e-01,3.8914366922818029e-02,-8.7070150102673514e-03,-4.0066310133210856e-03,1.0760251656378411e-01,-2.5074416529664009e-02,-8.6842541519155710e-03,4.5937551381568102e+00,-8.5114986032693762e-01,9.1872076215378151e-01,3.8556032795136652e-03,3.8556144748990552e-03,1.1195365240091644e-08,3.3896883457845401e-17,1.1550824540014738e-17,-2.5328097158937600e-04,-2.2328093609330145e-06,-1.4680491150350602e-07,2.7350493538952852e-04,2.5372973970296762e-06,1.6914110696658586e-07
M3R_B__M01,21,2.100000000000e+00,-9.1297654931942385e-04,-3.0459285644631475e-03,-3.2618460886352880e-04,9.9894827249621643e-01,4.4520895473297704e-02,-1.0024864594557472e-02,-4.4430657142825458e-03,1.1697400765847409e-01,-2.7479354061321244e-02,-8.6731580508477169e-03,5.2560236680336718e+00,-8.3757564865069556e-01,8.9283857963267688e-01,4.5113320587721502e-03,4.5113433109131053e-03,1.1252129130048271e-08,3.5130367244318531e-17,1.5038225140185762e-17,-2.4930670471093037e-04,-2.2708092630520038e-06,-1.5299260435664673e-07,2.6586832944233739e-04,2.5440307251975773e-06,1.7402058700630098e-07
M3R_B__M01,22,2.200000000000e+00,-1.0442104395061212e-03,-3.4486512463623646e-03,-3.4973775350110122e-04,9.9864125818628502e-01,5.0600124119231607e-02,-1.1467170592346402e-02,-4.8753344334544297e-03,1.2661119288898767e-01,-2.9978968169501300e-02,-8.4934232057865978e-03,5.9742760086495874e+00,-8.6139523771280913e-01,9.0859829105052714e-01,5.2298418339395561e-03,5.2298531504721343e-03,1.1316544741022926e-08,6.5777595088156754e-17,2.3249501549111128e-17,-2.5646057279381571e-04,-2.4000324155144982e-06,-1.5808611440812093e-07,2.7063487050556640e-04,2.6628347001674722e-06,1.7735656621064259e-07
M3R_B__M01,23,2.300000000000e+00,-1.1874707896818721e-03,-3.8793476118293242e-03,-3.7030339022064800e-04,9.9826564848731913e-01,5.7163282445477685e-02,-1.3039177844781242e-02,-5.2947173090808998e-03,1.3646854017695254e-01,-3.2570350781677727e-02,-8.1282501468217527e-03,6.7499254438709864e+00,-9.2439912467896324e-01,9.6882359063149504e-01,6.0132247687376171e-03,6.0132365140255018e-03,1.1745289020685203e-08,4.2566949572689321e-17,2.7729305161865754e-17,-2.7508536931810111e-04,-2.4348829211444093e-06,-1.6211520381753496e-07,2.8840741277652381e-04,2.6632588762845246e-06,1.7918505161611668e-07
M3R_B__M01,24,2.400000000000e+00,-1.3433360068498650e-03,-4.3378966971913471e-03,-3.8694318798076236e-04,9.9781063012718285e-01,6.4219197799899416e-02,-1.4746049221144714e-02,-5.6916668471754008e-03,1.4650375508714300e-01,-3.5248424267585718e-02,-7.5598689534149147e-03,7.5841421161004776e+00,-1.0110524842312387e+00,1.0564227779197417e+00,6.8632099725560022e-03,6.8632225522211286e-03,1.2579680264245753e-08,8.1716429943644160e-17,1.7143512951797988e-17,-3.0069967927939795e-04,-2.4795685593377247e-06,-1.6599893126914235e-07,3.1426759821283644e-04,2.6722989043480222e-06,1.8068439843380273e-07
M3R_B__M01,25,2.500000000000e+00,-1.5123924724774998e-03,-4.8240633620339878e-03,-3.9864578790173099e-04,9.9726445839396749e-01,7.1774714243275792e-02,-1.6592730045765617e-02,-6.0557187113767881e-03,1.5669140933335560e-01,-3.8003661807610965e-02,-6.7679335883538642e-03,8.4779009920091930e+00,-1.0958812356289307e+00,1.1426680430328311e+00,7.7801257695416549e-03,7.7801391582428504e-03,1.3388635325532990e-08,9.7169835371063667e-17,1.8875571380661581e-17,-3.2582930719825601e-04,-2.5782373419151263e-06,-1.7006172600434580e-07,3.3979564790526600e-04,2.7489076345570262e-06,1.8231292004891748e-07
M3R_B__M01,26,2.600000000000e+00,-1.6952309081028822e-03,-5.3374620220013620e-03,-4.0437051703215519e-04,9.9661441970797571e-01,7.9835441266318058e-02,-1.8583745223287089e-02,-6.3753557879618183e-03,1.6702069639867528e-01,-4.0821585138092129e-02,-5.7301962078776828e-03,9.4320650921453559e+00,-1.1541860101731547e+00,1.1993940824381386e+00,8.7626654661977707e-03,8.7626792301779433e-03,1.3764100463346948e-08,3.9687020225083270e-17,3.7781451203388525e-17,-3.4303620219874143e-04,-2.5817883513095370e-06,-1.7387079737471791e-07,3.5649249832819937e-04,2.7057887621889312e-06,1.8357365787257517e-07
M3R_B__M01,27,2.700000000000e+00,-1.8924409073713820e-03,-5.8775207764709151e-03,-4.0309923090825278e-04,9.9584676808369321e-01,8.8406514695864288e-02,-2.0722963996654489e-02,-6.6378776567696781e-03,1.7749328334069708e-01,-4.3682433810719047e-02,-4.4232689865263243e-03,1.0447470231219985e+01,-1.1704621050273785e+00,1.2084653113720478e+00,9.8076793182328321e-03,9.8076931225664753e-03,1.3804455089287972e-08,2.7047313254568231e-17,4.4155065252879668e-17,-3.4791326267336899e-04,-2.6587771437032132e-06,-1.7726945878040604e-07,3.5921567916206873e-04,2.7525402497135017e-06,1.8428397891475067e-07
M3R_B__M01,28,2.800000000000e+00,-2.1046048792508890e-03,-6.4434668463592068e-03,-3.9387105710530704e-04,9.9494667520227520e-01,9.7492854755087052e-02,-2.3013401333595911e-02,-6.8293582934810526e-03,1.8811449477464368e-01,-4.6562036035002786e-02,-2.8242758236145652e-03,1.1524956318094659e+01,-1.1461257000824701e+00,1.1709906070440970e+00,1.0910543342806030e-02,1.0910557268334174e-02,1.3925562684492934e-08,6.9768220253350381e-17,3.4891449010561018e-17,-3.4079719494939527e-04,-2.7285474746524846e-06,-1.8084417162573570e-07,3.4819597099348503e-04,2.7935005344297020e-06,1.8525829254471554e-07
M3R_B__M01,29,2.900000000000e+00,-2.3322916537209851e-03,-7.0343316713581171e-03,-3.7580093965819189e-04,9.9389821525520161e-01,1.0709895093953321e-01,-2.5457071228263399e-02,-6.9346913886469252e-03,1.9887775613680764e-01,-4.9434080701118696e-02,-9.1315703407743591e-04,1.2665348539586780e+01,-1.0978771780258143e+00,1.1056829622569104e+00,1.2066393581078990e-02,1.2066407870322074e-02,1.4289246249375505e-08,8.1160064460482124e-17,1.9111581395148289e-17,-3.2655931894713479e-04,-2.7336929980760305e-06,-1.8455664318241895e-07,3.2888109468000564e-04,2.7537912453622943e-06,1.8655540173005909e-07
M3R_B__M01,30,3.000000000000e+00,-2.5760508404395039e-03,-7.6489769533285932e-03,-3.4807531321177920e-04,9.9268441810128716e-01,1.1722813528889812e-01,-2.8054914763219141e-02,-6.9377311295039301e-03,2.0976089949812418e-01,-5.2271117298457306e-02,1.3266425936578549e-03,1.3869384229702137e+01,-1.0501704734497115e+00,1.0403822318149418e+00,1.3270678523489177e-02,1.3270693169887965e-02,1.4646397910088945e-08,9.0417326029187132e-17,4.8724756123736711e-17,-3.1256106496249056e-04,-2.8177351108750827e-06,-1.8744716597611710e-07,3.0967015277693998e-04,2.8151386149292850e-06,1.8701535010707718e-07
M3R_B__M01,31,3.100000000000e+00,-2.8364086565837760e-03,-8.2861337721075404e-03,-3.0992845327046706e-04,9.9128740509232005e-01,1.2788154399330245e-01,-3.0806791250602320e-02,-6.8214972011581632e-03,2.2072273437298826e-01,-5.5045641518909130e-02,3.9076693139417076e-03,1.5137606481437738e+01,-1.0265916233070256e+00,1.0024923785515669e+00,1.4519816968324826e-02,1.4519831735304708e-02,1.4766982390957252e-08,1.1127391699776866e-16,4.5977398419532347e-17,-3.0560988707898051e-04,-2.8268898478934581e-06,-1.8908923991315181e-07,2.9846225504335567e-04,2.7885774925674608e-06,1.8613730200389850e-07
M3R_B__M01,32,3.200000000000e+00,-3.1138640757545667e-03,-8.9444341959432367e-03,-2.6062390899669603e-04,9.8968856993442067e-01,1.3905728420813607e-01,-3.3711464728134403e-02,-6.5683632438275682e-03,2.3170680809008620e-01,-5.7729957993686333e-02,6.8388606385081790e-03,1.6470279409672393e+01,-1.0387538286844409e+00,1.0060491034827435e+00,1.5811236943875928e-02,1.5811251734082293e-02,1.4790213151131229e-08,1.5686123724939862e-17,2.9600953157606429e-17,-3.0918949009387095e-04,-2.8178130136517991e-06,-1.8977117362329418e-07,2.9946562509107488e-04,2.7404552741664920e-06,1.8432082607832175e-07
M3R_B__M01,33,3.300000000000e+00,-3.4088850485500285e-03,-9.6224316593664667e-03,-1.9944520596324190e-04,9.8786878232741515e-01,1.5074992886786973e-01,-3.6766556626841286e-02,-6.1602080393089332e-03,2.4265515801200130e-01,-6.0294042175165700e-02,1.0126781209668513e-02,1.7867337738298534e+01,-1.0821935820070847e+00,1.0468040924259354e+00,1.7142162396161946e-02,1.7142177388271465e-02,1.4992055923577376e-08,7.9150323011472074e-17,1.1280205629494940e-17,-3.2204608975378599e-04,-2.8542069246717550e-06,-1.8969019600823276e-07,3.1151097811214930e-04,2.7555734210517706e-06,1.8187163987798942e-07
M3R_B__M01,34,3.400000000000e+00,-3.7219033503804954e-03,-1.0318603510090488e-02,-1.2570816892278582e-04,9.8580856600040700e-01,1.6295053580901431e-01,-3.9968417775753398e-02,-5.5784998233852929e-03,2.5351491770744855e-01,-6.2704183652972381e-02,1.3775812111670709e-02,1.9328391486488858e+01,-1.1388207347043906e+00,1.1048573021038877e+00,1.8508846473068122e-02,1.8508861822129165e-02,1.5349046775895122e-08,8.4367371614262793e-17,3.2921038428315260e-17,-3.3870054245856704e-04,-2.7955747960989288e-06,-1.8865152990009252e-07,3.2854911931467134e-04,2.6575380132000248e-06,1.7860519860206944e-07
M3R_B__M01,35,3.500000000000e+00,-4.0533066785227887e-03,-1.1031337189498556e-02,-3.8799099250586041e-05,9.8348821463920189e-01,1.7564717251564163e-01,-4.3311903112393059e-02,-4.8043211630919855e-03,2.6424627763464759e-01,-6.4921182269460462e-02,1.7788094603327181e-02,2.0852783864158944e+01,-1.1828318720268338e+00,1.1509976024452280e+00,1.9905429267536186e-02,1.9905444844306189e-02,1.5576756680621118e-08,6.3908729071959238e-17,1.7066479570512357e-17,-3.5167300612854515e-04,-2.7771982440010506e-06,-1.8656535550295709e-07,3.4212554703171234e-04,2.6126476414344027e-06,1.7440880399199441e-07
M3R_B__M01,36,3.600000000000e+00,-4.4034289318379003e-03,-1.1758916949836818e-02,6.1781480991579231e-05,9.8088787451891601e-01,1.8882553657577097e-01,-4.6790107464164239e-02,-3.8184030860385350e-03,2.7482479179869412e-01,-6.6899660863794314e-02,2.2162596982332871e-02,2.2439658707877292e+01,-1.1923815496028052e+00,1.1600849192803040e+00,2.1323276923921965e-02,2.1323292527777985e-02,1.5603976289721102e-08,6.9487802058963519e-17,3.1374542357052168e-17,-3.5447702339521682e-04,-2.7602739302781861e-06,-1.8396524081894975e-07,3.4477796595855489e-04,2.5787504711761907e-06,1.6998030410042670e-07
M3R_B__M01,37,3.700000000000e+00,-4.7725388614945742e-03,-1.2499516781263997e-02,1.7637582302258489e-04,9.7798761144905944e-01,2.0246950450873422e-01,-5.0394100343101648e-02,-2.6012010227075295e-03,2.8523231979339880e-01,-6.8590017684529950e-02,2.6893329871122432e-02,2.4088019856830989e+01,-1.1578410917957673e+00,1.1206072706512396e+00,2.2751876867481147e-02,2.2751892644598194e-02,1.5777284597401602e-08,4.2791799213598471e-17,3.7972623631191970e-17,-3.4420061411733952e-04,-2.6747969057878528e-06,-1.8117066858578275e-07,3.3301625021198394e-04,2.4636498925119371e-06,1.6578389068215512e-07
M3R_B__M01,38,3.800000000000e+00,-5.1608289874033111e-03,-1.3251209247871666e-02,3.0514333174368408e-04,9.7476752236955344e-01,2.1656132022583555e-01,-5.4112735014437294e-02,-1.1330599377894119e-03,2.9545105898195412e-01,-6.9940422037475428e-02,3.1968085399536238e-02,2.5796751622290536e+01,-1.0848188160589465e+00,1.0382327164359106e+00,2.4179606211976991e-02,2.4179622663325403e-02,1.6451309327975921e-08,4.2180899106166693e-17,5.8707320127995514e-18,-3.2263379145172269e-04,-2.6551899675608126e-06,-1.7774178076164851e-07,3.0868289703422480e-04,2.4365219717087485e-06,1.6128032799268981e-07
M3R_B__M01,39,3.900000000000e+00,-5.5684072397591726e-03,-1.4011994536320911e-02,4.4806516690307056e-04,9.7120795503065505e-01,2.3108127555590174e-01,-5.7932594682279986e-02,6.0551301334002636e-04,3.0545391907346903e-01,-7.0900161189734245e-02,3.7367490122553693e-02,2.7564584163340037e+01,-9.9308271509358803e-01,9.3503634643675615e-01,2.5595296203094045e-02,2.5595313703892796e-02,1.7500790234526378e-08,1.2053831894611663e-16,4.3321034104904589e-17,-2.9549238928179236e-04,-2.5829078905406801e-06,-1.7331355788084885e-07,2.7814924960647123e-04,2.3533488703561799e-06,1.5600299517087667e-07
M3R_B__M01,40,4.000000000000e+00,-5.9952913075738117e-03,-1.4779837994251753e-02,6.0496676022187218e-04,9.6728982584037915e-01,2.4600713880096128e-01,-6.1838055314236709e-02,2.6335146870656817e-03,3.1519773549505986e-01,-7.1422714021432673e-02,4.3064961040594395e-02,2.9390030631948761e+01,-9.0736369762185887e-01,8.3911365127138582e-01,2.6989715169973179e-02,2.6989733587255964e-02,1.8417288757485049e-08,1.7837521366705993e-16,1.9713705570626658e-17,-2.7009781951032490e-04,-2.4806877525787406e-06,-1.6790214985990769e-07,2.4972876558643762e-04,2.2359313586688080e-06,1.4995569976818341e-07
M3R_B__M01,41,4.100000000000e+00,-6.4414063884283279e-03,-1.5552711026567257e-02,7.7555465357880904e-04,9.6299503339402959e-01,2.6131346436078012e-01,-6.5811451988375638e-02,4.9690833542038954e-03,3.2462732484742401e-01,-7.1466336765378807e-02,4.9027457209880318e-02,3.1271309525397424e+01,-8.4769211365625663e-01,7.7356165239248487e-01,2.8355466269007059e-02,2.8355485130461038e-02,1.8861441478715712e-08,4.0950130904663085e-17,2.9428051212028899e-17,-2.5243495940855065e-04,-2.4220026991349506e-06,-1.6154552557700229e-07,2.3033477699621016e-04,2.1811541565683160e-06,1.4318235376337076e-07
