candidate,travel_mm,minimum_clearance_mm,component,deployer_zone,collision
CAND_0_THIN,228.0,14.591,link1,NY_PZ,False
CAND_0_THIN,230.0,14.591,link1,NY_PZ,False
CAND_0_THIN,232.0,14.591,link1,NY_PZ,False
CAND_0_THIN,234.0,14.591,link1,NY_PZ,False
CAND_0_THIN,236.0,14.591,link1,NY_PZ,False
CAND_0_THIN,238.0,14.591,link1,NY_PZ,False
CAND_0_THIN,240.0,14.591,link1,NY_PZ,False
CAND_0_THIN,242.0,14.591,link1,NY_PZ,False
CAND_0_THIN,244.0,14.591,link1,NY_PZ,False
CAND_0_THIN,246.0,14.591,link1,NY_PZ,False
CAND_0_THIN,248.0,14.591,link1,NY_PZ,False
CAND_0_THIN,250.0,14.591,link1,NY_PZ,False
CAND_0_THIN,252.0,14.591,link1,NY_PZ,False
CAND_0_THIN,254.0,14.591,link1,NY_PZ,False
CAND_0_THIN,256.0,14.591,link1,NY_PZ,False
CAND_0_THIN,258.0,14.591,link1,NY_PZ,False
CAND_0_THIN,260.0,14.591,link1,NY_PZ,False
CAND_0_THIN,262.0,14.591,link1,NY_PZ,False
CAND_0_THIN,264.0,14.591,link1,NY_PZ,False
CAND_0_THIN,266.0,14.591,link1,NY_PZ,False
CAND_0_THIN,268.0,14.591,link1,NY_PZ,False
CAND_0_THIN,270.0,14.591,link1,NY_PZ,False
CAND_0_THIN,272.0,14.591,link1,NY_PZ,False
CAND_0_THIN,274.0,14.591,link1,NY_PZ,False
CAND_0_THIN,276.0,14.591,link1,NY_PZ,False
CAND_0_THIN,278.0,14.591,link1,NY_PZ,False
CAND_0_THIN,280.0,14.591,link1,NY_PZ,False
CAND_0_THIN,282.0,14.591,link1,NY_PZ,False
CAND_0_THIN,284.0,14.591,link1,NY_PZ,False
CAND_0_THIN,286.0,14.591,link1,NY_PZ,False
CAND_0_THIN,288.0,14.591,link1,NY_PZ,False
CAND_0_THIN,290.0,14.591,link1,NY_PZ,False
CAND_0_THIN,292.0,14.591,link1,NY_PZ,False
CAND_0_THIN,294.0,14.591,link1,NY_PZ,False
CAND_0_THIN,296.0,14.591,link1,NY_PZ,False
CAND_0_THIN,298.0,14.591,link1,NY_PZ,False
CAND_0_THIN,300.0,14.591,link1,NY_PZ,False
CAND_0_THIN,302.0,14.591,link1,NY_PZ,False
CAND_0_THIN,304.0,14.591,link1,NY_PZ,False
CAND_0_THIN,306.0,14.591,link1,NY_PZ,False
CAND_0_THIN,308.0,14.591,link1,NY_PZ,False
CAND_0_THIN,310.0,14.591,link1,NY_PZ,False
CAND_0_THIN,312.0,14.591,link1,NY_PZ,False
CAND_0_THIN,314.0,14.591,link1,NY_PZ,False
CAND_0_THIN,316.0,14.591,link1,NY_PZ,False
CAND_0_THIN,318.0,14.591,link1,NY_PZ,False
CAND_0_THIN,320.0,14.591,link1,NY_PZ,False
CAND_0_THIN,322.0,14.591,link1,NY_PZ,False
CAND_0_THIN,324.0,14.591,link1,NY_PZ,False
CAND_0_THIN,326.0,14.591,link1,NY_PZ,False
CAND_0_THIN,328.0,14.591,link1,NY_PZ,False
CAND_0_THIN,330.0,14.591,link1,NY_PZ,False
CAND_0_THIN,332.0,14.591,link1,NY_PZ,False
CAND_0_THIN,334.0,14.591,link1,NY_PZ,False
CAND_0_THIN,336.0,14.591,link1,NY_PZ,False
CAND_0_THIN,338.0,14.591,link1,NY_PZ,False
CAND_0_THIN,340.0,14.591,link1,NY_PZ,False
CAND_0_THIN,342.0,14.591,link1,NY_PZ,False
CAND_0_THIN,344.0,14.591,link1,NY_PZ,False
CAND_0_THIN,346.0,14.591,link1,NY_PZ,False
CAND_0_THIN,348.0,14.591,link1,NY_PZ,False
CAND_0_THIN,350.0,14.591,link1,NY_PZ,False
CAND_0_THIN,352.0,14.591,link1,NY_PZ,False
CAND_0_THIN,354.0,14.591,link1,NY_PZ,False
CAND_0_THIN,356.0,14.591,link1,NY_PZ,False
CAND_0_THIN,358.0,14.591,link1,NY_PZ,False
CAND_0_THIN,360.0,14.591,link1,NY_PZ,False
CAND_0_THIN,362.0,14.591,link1,NY_PZ,False
CAND_0_THIN,364.0,14.591,link1,NY_PZ,False
CAND_0_THIN,366.0,14.591,link1,NY_PZ,False
CAND_0_THIN,368.0,14.591,link1,NY_PZ,False
CAND_0_THIN,370.0,14.591,link1,NY_PZ,False
CAND_0_THIN,372.0,14.591,link1,NY_PZ,False
CAND_0_THIN,374.0,14.591,link1,NY_PZ,False
CAND_0_THIN,376.0,14.591,link1,NY_PZ,False
CAND_0_THIN,378.0,14.591,link1,NY_PZ,False
CAND_0_THIN,380.0,14.591,link1,NY_PZ,False
CAND_0_THIN,382.0,14.591,link1,NY_PZ,False
CAND_0_THIN,384.0,14.591,link1,NY_PZ,False
CAND_0_THIN,386.0,14.591,link1,NY_PZ,False
CAND_0_THIN,388.0,14.591,link1,NY_PZ,False
CAND_0_THIN,390.0,14.591,link1,NY_PZ,False
CAND_0_THIN,392.0,14.591,link1,NY_PZ,False
CAND_0_THIN,394.0,14.591,link1,NY_PZ,False
CAND_0_THIN,396.0,14.591,link1,NY_PZ,False
CAND_0_THIN,398.0,14.591,link1,NY_PZ,False
CAND_0_THIN,400.0,14.591,link1,NY_PZ,False
CAND_0_THIN,402.0,14.591,link1,NY_PZ,False
CAND_0_THIN,404.0,14.591,link1,NY_PZ,False
CAND_0_THIN,406.0,14.591,link1,NY_PZ,False
CAND_0_THIN,408.0,14.591,link1,NY_PZ,False
CAND_0_THIN,410.0,14.591,link1,NY_PZ,False
CAND_0_THIN,412.0,14.591,link1,NY_PZ,False
CAND_0_THIN,414.0,14.591,link1,NY_PZ,False
CAND_0_THIN,416.0,14.591,link1,NY_PZ,False
CAND_0_THIN,418.0,14.591,link1,NY_PZ,False
CAND_0_THIN,420.0,14.591,link1,NY_PZ,False
CAND_0_THIN,422.0,14.591,link1,NY_PZ,False
CAND_0_THIN,424.0,14.591,link1,NY_PZ,False
CAND_0_THIN,426.0,14.591,link1,NY_PZ,False
CAND_0_THIN,428.0,14.591,link1,NY_PZ,False
CAND_0_THIN,430.0,14.591,link1,NY_PZ,False
CAND_0_THIN,432.0,14.591,link1,NY_PZ,False
CAND_0_THIN,434.0,14.591,link1,NY_PZ,False
CAND_0_THIN,436.0,14.591,link1,NY_PZ,False
CAND_0_THIN,438.0,14.591,link1,NY_PZ,False
CAND_0_THIN,440.0,14.591,link1,NY_PZ,False
CAND_0_THIN,442.0,14.591,link1,NY_PZ,False
CAND_0_THIN,444.0,14.591,link1,NY_PZ,False
CAND_0_THIN,446.0,14.591,link1,NY_PZ,False
CAND_0_THIN,448.0,14.591,link1,NY_PZ,False
CAND_0_THIN,450.0,14.591,link1,NY_PZ,False
CAND_0_THIN,452.0,14.591,link1,NY_PZ,False
CAND_0_THIN,454.0,14.591,link1,NY_PZ,False
CAND_0_THIN,456.0,14.591,link1,NY_PZ,False
CAND_0_THIN,458.0,14.591,link1,NY_PZ,False
CAND_0_THIN,460.0,14.591,link1,NY_PZ,False
CAND_0_THIN,462.0,14.591,link1,NY_PZ,False
CAND_0_THIN,464.0,14.591,link1,NY_PZ,False
CAND_0_THIN,466.0,14.591,link1,NY_PZ,False
CAND_0_THIN,468.0,14.591,link1,NY_PZ,False
CAND_0_THIN,470.0,14.591,link1,NY_PZ,False
CAND_0_THIN,472.0,14.591,link1,NY_PZ,False
CAND_0_THIN,474.0,14.591,link1,NY_PZ,False
CAND_0_THIN,476.0,14.591,link1,NY_PZ,False
CAND_0_THIN,478.0,14.591,link1,NY_PZ,False
CAND_0_THIN,480.0,14.591,link1,NY_PZ,False
CAND_0_THIN,482.0,14.591,link1,NY_PZ,False
CAND_0_THIN,484.0,14.591,link1,NY_PZ,False
CAND_0_THIN,486.0,14.591,link1,NY_PZ,False
CAND_0_THIN,488.0,14.591,link1,NY_PZ,False
CAND_0_THIN,490.0,14.591,link1,NY_PZ,False
CAND_0_THIN,492.0,14.591,link1,NY_PZ,False
CAND_0_THIN,494.0,14.591,link1,NY_PZ,False
CAND_0_THIN,496.0,14.591,link1,NY_PZ,False
CAND_0_THIN,498.0,14.591,link1,NY_PZ,False
CAND_0_THIN,500.0,14.591,link1,NY_PZ,False
CAND_0_THIN,502.0,14.591,link1,NY_PZ,False
CAND_0_THIN,504.0,14.591,link1,NY_PZ,False
CAND_0_THIN,506.0,14.591,link1,NY_PZ,False
CAND_0_THIN,508.0,14.591,link1,NY_PZ,False
CAND_0_THIN,510.0,14.591,link1,NY_PZ,False
CAND_0_THIN,512.0,14.591,link1,NY_PZ,False
CAND_0_THIN,514.0,14.591,link1,NY_PZ,False
CAND_0_THIN,516.0,14.591,link1,NY_PZ,False
CAND_0_THIN,518.0,14.591,link1,NY_PZ,False
CAND_0_THIN,520.0,14.591,link1,NY_PZ,False
CAND_0_THIN,522.0,14.591,link1,NY_PZ,False
CAND_0_THIN,524.0,14.591,link1,NY_PZ,False
CAND_0_THIN,526.0,14.591,link1,NY_PZ,False
CAND_0_THIN,528.0,14.591,link1,NY_PZ,False
CAND_0_THIN,530.0,14.591,link1,NY_PZ,False
CAND_0_THIN,532.0,14.591,link1,NY_PZ,False
CAND_0_THIN,534.0,14.591,link1,NY_PZ,False
CAND_0_THIN,536.0,14.591,link1,NY_PZ,False
CAND_0_THIN,538.0,14.591,link1,NY_PZ,False
CAND_0_THIN,540.0,14.591,link1,NY_PZ,False
CAND_0_THIN,542.0,14.591,link1,NY_PZ,False
CAND_0_THIN,544.0,14.591,link1,NY_PZ,False
CAND_0_THIN,546.0,14.591,link1,NY_PZ,False
CAND_0_THIN,548.0,14.591,link1,NY_PZ,False
CAND_0_THIN,550.0,14.591,link1,NY_PZ,False
CAND_0_THIN,552.0,14.591,link1,NY_PZ,False
CAND_0_THIN,554.0,14.591,link1,NY_PZ,False
CAND_0_THIN,556.0,14.591,link1,NY_PZ,False
CAND_0_THIN,558.0,14.591,link1,NY_PZ,False
CAND_0_THIN,560.0,14.591,link1,NY_PZ,False
CAND_0_THIN,562.0,14.591,link1,NY_PZ,False
CAND_0_THIN,564.0,14.591,link1,NY_PZ,False
CAND_0_THIN,566.0,14.591,link1,NY_PZ,False
CAND_0_THIN,568.0,14.591,link1,NY_PZ,False
CAND_0_THIN,570.0,14.591,link1,NY_PZ,False
CAND_0_THIN,572.0,14.591,link1,NY_PZ,False
CAND_0_THIN,574.0,14.591,link1,NY_PZ,False
CAND_0_THIN,576.0,14.591,link1,NY_PZ,False
CAND_0_THIN,578.0,14.591,link1,NY_PZ,False
CAND_0_THIN,580.0,14.591,link1,NY_PZ,False
CAND_0_THIN,582.0,14.591,link1,NY_PZ,False
CAND_0_THIN,584.0,14.591,link1,NY_PZ,False
CAND_0_THIN,586.0,14.591,link1,NY_PZ,False
CAND_0_THIN,588.0,14.591,link1,NY_PZ,False
CAND_0_THIN,590.0,14.591,link1,NY_PZ,False
CAND_0_THIN,592.0,14.591,link1,NY_PZ,False
CAND_0_THIN,594.0,14.591,link1,NY_PZ,False
CAND_0_THIN,596.0,14.591,link1,NY_PZ,False
CAND_0_THIN,598.0,14.591,link1,NY_PZ,False
CAND_0_THIN,600.0,14.591,link1,NY_PZ,False
CAND_0_THIN,602.0,14.591,link1,NY_PZ,False
CAND_0_THIN,604.0,14.591,link1,NY_PZ,False
CAND_0_THIN,606.0,14.591,link1,NY_PZ,False
CAND_0_THIN,608.0,14.591,link1,NY_PZ,False
CAND_0_THIN,610.0,14.591,link1,NY_PZ,False
CAND_0_THIN,612.0,14.591,link1,NY_PZ,False
CAND_0_THIN,614.0,14.591,link1,NY_PZ,False
CAND_0_THIN,616.0,14.591,link1,NY_PZ,False
CAND_0_THIN,618.0,14.591,link1,NY_PZ,False
CAND_0_THIN,620.0,14.591,link1,NY_PZ,False
CAND_0_THIN,622.0,14.591,link1,NY_PZ,False
CAND_0_THIN,624.0,14.591,link1,NY_PZ,False
CAND_0_THIN,626.0,14.591,link1,NY_PZ,False
CAND_0_THIN,628.0,14.591,link1,NY_PZ,False
CAND_0_THIN,630.0,14.591,link1,NY_PZ,False
CAND_0_THIN,632.0,14.591,link1,NY_PZ,False
CAND_0_THIN,634.0,14.591,link1,NY_PZ,False
CAND_0_THIN,636.0,14.591,link1,NY_PZ,False
CAND_0_THIN,638.0,14.591,link1,NY_PZ,False
CAND_0_THIN,640.0,14.591,link1,NY_PZ,False
CAND_0_THIN,642.0,14.591,link1,NY_PZ,False
CAND_0_THIN,644.0,14.591,link1,NY_PZ,False
CAND_0_THIN,646.0,14.591,link1,NY_PZ,False
CAND_0_THIN,648.0,14.591,link1,NY_PZ,False
CAND_0_THIN,650.0,14.591,link1,NY_PZ,False
CAND_0_THIN,652.0,14.591,link1,NY_PZ,False
CAND_0_THIN,654.0,14.591,link1,NY_PZ,False
CAND_0_THIN,656.0,14.591,link1,NY_PZ,False
CAND_0_THIN,658.0,14.591,link1,NY_PZ,False
CAND_0_THIN,660.0,14.591,link1,NY_PZ,False
CAND_0_THIN,662.0,14.591,link1,NY_PZ,False
CAND_0_THIN,664.0,14.591,link1,NY_PZ,False
CAND_0_THIN,666.0,14.591,link1,NY_PZ,False
CAND_0_THIN,668.0,14.591,link1,NY_PZ,False
CAND_0_THIN,670.0,14.591,link1,NY_PZ,False
CAND_0_THIN,672.0,14.591,link1,NY_PZ,False
CAND_0_THIN,674.0,14.591,link1,NY_PZ,False
CAND_0_THIN,676.0,14.591,link1,NY_PZ,False
CAND_0_THIN,678.0,14.591,link1,NY_PZ,False
CAND_0_THIN,680.0,14.591,link1,NY_PZ,False
CAND_0_THIN,682.0,14.591,link1,NY_PZ,False
CAND_0_THIN,684.0,14.591,link1,NY_PZ,False
CAND_0_THIN,686.0,14.591,link1,NY_PZ,False
CAND_0_THIN,688.0,14.591,link1,NY_PZ,False
CAND_0_THIN,690.0,14.591,link1,NY_PZ,False
CAND_0_THIN,692.0,14.591,link1,NY_PZ,False
CAND_0_THIN,694.0,14.591,link1,NY_PZ,False
CAND_0_THIN,696.0,14.591,link1,NY_PZ,False
CAND_0_THIN,698.0,14.591,link1,NY_PZ,False
CAND_0_THIN,700.0,14.591,link1,NY_PZ,False
CAND_0_THIN,702.0,14.591,link1,NY_PZ,False
CAND_0_THIN,704.0,14.591,link1,NY_PZ,False
CAND_0_THIN,706.0,14.591,link1,NY_PZ,False
CAND_0_THIN,708.0,14.591,link1,NY_PZ,False
CAND_0_THIN,710.0,14.591,link1,NY_PZ,False
CAND_0_THIN,712.0,14.591,link1,NY_PZ,False
CAND_0_THIN,714.0,14.591,link1,NY_PZ,False
CAND_0_THIN,716.0,14.591,link1,NY_PZ,False
CAND_0_THIN,718.0,14.591,link1,NY_PZ,False
CAND_2_FIT,0.0,10.617,link1,NY_PZ,False
CAND_2_FIT,2.0,10.617,link1,NY_PZ,False
CAND_2_FIT,4.0,10.617,link1,NY_PZ,False
CAND_2_FIT,6.0,10.617,link1,NY_PZ,False
CAND_2_FIT,8.0,10.617,link1,NY_PZ,False
CAND_2_FIT,10.0,10.617,link1,NY_PZ,False
CAND_2_FIT,12.0,10.617,link1,NY_PZ,False
CAND_2_FIT,14.0,10.617,link1,NY_PZ,False
CAND_2_FIT,16.0,10.617,link1,NY_PZ,False
CAND_2_FIT,18.0,10.617,link1,NY_PZ,False
CAND_2_FIT,20.0,10.617,link1,NY_PZ,False
CAND_2_FIT,22.0,10.617,link1,NY_PZ,False
CAND_2_FIT,24.0,10.617,link1,NY_PZ,False
CAND_2_FIT,26.0,10.617,link1,NY_PZ,False
CAND_2_FIT,28.0,10.617,link1,NY_PZ,False
CAND_2_FIT,30.0,10.617,link1,NY_PZ,False
CAND_2_FIT,32.0,10.617,link1,NY_PZ,False
CAND_2_FIT,34.0,10.617,link1,NY_PZ,False
CAND_2_FIT,36.0,10.617,link1,NY_PZ,False
CAND_2_FIT,38.0,10.617,link1,NY_PZ,False
CAND_2_FIT,40.0,10.617,link1,NY_PZ,False
CAND_2_FIT,42.0,10.617,link1,NY_PZ,False
CAND_2_FIT,44.0,10.617,link1,NY_PZ,False
CAND_2_FIT,46.0,10.617,link1,NY_PZ,False
CAND_2_FIT,48.0,10.617,link1,NY_PZ,False
CAND_2_FIT,50.0,10.617,link1,NY_PZ,False
CAND_2_FIT,52.0,10.617,link1,NY_PZ,False
CAND_2_FIT,54.0,10.617,link1,NY_PZ,False
CAND_2_FIT,56.0,10.617,link1,NY_PZ,False
CAND_2_FIT,58.0,10.617,link1,NY_PZ,False
CAND_2_FIT,60.0,10.617,link1,NY_PZ,False
CAND_2_FIT,62.0,10.617,link1,NY_PZ,False
CAND_2_FIT,64.0,10.617,link1,NY_PZ,False
CAND_2_FIT,66.0,10.617,link1,NY_PZ,False
CAND_2_FIT,68.0,10.617,link1,NY_PZ,False
CAND_2_FIT,70.0,10.617,link1,NY_PZ,False
CAND_2_FIT,72.0,10.617,link1,NY_PZ,False
CAND_2_FIT,74.0,10.617,link1,NY_PZ,False
CAND_2_FIT,76.0,10.617,link1,NY_PZ,False
CAND_2_FIT,78.0,10.617,link1,NY_PZ,False
CAND_2_FIT,80.0,10.617,link1,NY_PZ,False
CAND_2_FIT,82.0,10.617,link1,NY_PZ,False
CAND_2_FIT,84.0,10.617,link1,NY_PZ,False
CAND_2_FIT,86.0,10.617,link1,NY_PZ,False
CAND_2_FIT,88.0,10.617,link1,NY_PZ,False
CAND_2_FIT,90.0,10.617,link1,NY_PZ,False
CAND_2_FIT,92.0,10.617,link1,NY_PZ,False
CAND_2_FIT,94.0,10.617,link1,NY_PZ,False
CAND_2_FIT,96.0,10.617,link1,NY_PZ,False
CAND_2_FIT,98.0,10.617,link1,NY_PZ,False
CAND_2_FIT,100.0,10.617,link1,NY_PZ,False
CAND_2_FIT,102.0,10.617,link1,NY_PZ,False
CAND_2_FIT,104.0,10.617,link1,NY_PZ,False
CAND_2_FIT,106.0,10.617,link1,NY_PZ,False
CAND_2_FIT,108.0,10.617,link1,NY_PZ,False
CAND_2_FIT,110.0,10.617,link1,NY_PZ,False
CAND_2_FIT,112.0,10.617,link1,NY_PZ,False
CAND_2_FIT,114.0,10.617,link1,NY_PZ,False
CAND_2_FIT,116.0,10.617,link1,NY_PZ,False
CAND_2_FIT,118.0,10.617,link1,NY_PZ,False
CAND_2_FIT,120.0,10.617,link1,NY_PZ,False
CAND_2_FIT,122.0,10.617,link1,NY_PZ,False
CAND_2_FIT,124.0,10.617,link1,NY_PZ,False
CAND_2_FIT,126.0,10.617,link1,NY_PZ,False
CAND_2_FIT,128.0,10.617,link1,NY_PZ,False
CAND_2_FIT,130.0,10.617,link1,NY_PZ,False
CAND_2_FIT,132.0,10.617,link1,NY_PZ,False
CAND_2_FIT,134.0,10.617,link1,NY_PZ,False
CAND_2_FIT,136.0,10.617,link1,NY_PZ,False
CAND_2_FIT,138.0,10.617,link1,NY_PZ,False
CAND_2_FIT,140.0,10.617,link1,NY_PZ,False
CAND_2_FIT,142.0,10.617,link1,NY_PZ,False
CAND_2_FIT,144.0,10.617,link1,NY_PZ,False
CAND_2_FIT,146.0,10.617,link1,NY_PZ,False
CAND_2_FIT,148.0,10.617,link1,NY_PZ,False
CAND_2_FIT,150.0,10.617,link1,NY_PZ,False
CAND_2_FIT,152.0,10.617,link1,NY_PZ,False
CAND_2_FIT,154.0,10.617,link1,NY_PZ,False
CAND_2_FIT,156.0,10.617,link1,NY_PZ,False
CAND_2_FIT,158.0,10.617,link1,NY_PZ,False
CAND_2_FIT,160.0,10.617,link1,NY_PZ,False
CAND_2_FIT,162.0,10.617,link1,NY_PZ,False
CAND_2_FIT,164.0,10.617,link1,NY_PZ,False
CAND_2_FIT,166.0,10.617,link1,NY_PZ,False
CAND_2_FIT,168.0,10.617,link1,NY_PZ,False
CAND_2_FIT,170.0,10.617,link1,NY_PZ,False
CAND_2_FIT,172.0,10.617,link1,NY_PZ,False
CAND_2_FIT,174.0,10.617,link1,NY_PZ,False
CAND_2_FIT,176.0,10.617,link1,NY_PZ,False
CAND_2_FIT,178.0,10.617,link1,NY_PZ,False
CAND_2_FIT,180.0,10.617,link1,NY_PZ,False
CAND_2_FIT,182.0,10.617,link1,NY_PZ,False
CAND_2_FIT,184.0,10.617,link1,NY_PZ,False
CAND_2_FIT,186.0,10.617,link1,NY_PZ,False
CAND_2_FIT,188.0,10.617,link1,NY_PZ,False
CAND_2_FIT,190.0,10.617,link1,NY_PZ,False
CAND_2_FIT,192.0,10.617,link1,NY_PZ,False
CAND_2_FIT,194.0,10.617,link1,NY_PZ,False
CAND_2_FIT,196.0,10.617,link1,NY_PZ,False
CAND_2_FIT,198.0,10.617,link1,NY_PZ,False
CAND_2_FIT,200.0,10.617,link1,NY_PZ,False
CAND_2_FIT,202.0,10.617,link1,NY_PZ,False
CAND_2_FIT,204.0,10.617,link1,NY_PZ,False
CAND_2_FIT,206.0,10.617,link1,NY_PZ,False
