id,pn,product_role,representation_role,qualification_status,parent_assembly,mount_interface,mass_source,mass_owner,mass_kg,mass_basis,source_revision,allocated_dynamics_mass_kg,allocated_dynamics_mass_source,allocated_mass_reference
RB_end_plug_1_1_-1,WP01-RB-END-PLUG-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_end_plug_1_1_-1,0.0025849071053240086,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.0025849071053240086,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_end_screw_1_1_-1,WP01-MT-M4X22-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_end_screw_1_1_-1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_end_plug_1_1_1,WP01-RB-END-PLUG-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_end_plug_1_1_1,0.0025849071053240086,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.0025849071053240086,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_end_screw_1_1_1,WP01-MT-M4X22-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_end_screw_1_1_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
WP01-RB-BRIDGE-R2,WP01-RB-BRIDGE-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,WP01-RB-BRIDGE-R2,0.5134199875172443,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.5134199875172443,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_upper_beam_20,WP01-RB-UPPER-BEAM-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_upper_beam_20,0.08733908188009973,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.08733908188009973,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_lower_beam_20,WP01-RB-LOWER-BEAM-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_lower_beam_20,0.04418967558614881,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.04418967558614881,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_upper_beam_160,WP01-RB-UPPER-BEAM-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_upper_beam_160,0.0879274142195228,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.0879274142195228,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_lower_beam_160,WP01-RB-LOWER-BEAM-R2_WP03,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_lower_beam_160,0.04477800792557188,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_WITH_WP03_INTERFACE_CORRECTIONS,0.04477800792557188,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_0,WP01-RB-PILLAR-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_0,0.050103360000000007,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.050103360000000007,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_0_top,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_0_top,0.0035469656866599134,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0035469656866599134,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_0_bottom,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_0_bottom,0.0035469656866599134,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0035469656866599134,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_lower_spacer_0,WP01-RB-LOWER-SPACER-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_lower_spacer_0,0.0014587750662487335,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0014587750662487335,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_tierod_0,WP01-MT-M4-TIEROD228-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_tierod_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_top_washer_0,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_top_washer_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_bottom_washer_0,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_bottom_washer_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_nut_0,WP01-MT-NUT4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_nut_0,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_1,WP01-RB-PILLAR-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_1,0.050103360000000007,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.050103360000000007,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_1_top,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_1_top,0.003546965686659912,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.003546965686659912,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_1_bottom,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_1_bottom,0.003546965686659912,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.003546965686659912,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_lower_spacer_1,WP01-RB-LOWER-SPACER-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_lower_spacer_1,0.001458775066248733,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.001458775066248733,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_tierod_1,WP01-MT-M4-TIEROD228-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_tierod_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_top_washer_1,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_top_washer_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_bottom_washer_1,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_bottom_washer_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_nut_1,WP01-MT-NUT4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_nut_1,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_2,WP01-RB-PILLAR-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_2,0.050103360000000007,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.050103360000000007,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_2_top,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_2_top,0.0035469656866599125,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0035469656866599125,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_2_bottom,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_2_bottom,0.0035469656866599125,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0035469656866599125,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_lower_spacer_2,WP01-RB-LOWER-SPACER-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_lower_spacer_2,0.001458775066248733,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.001458775066248733,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_tierod_2,WP01-MT-M4-TIEROD228-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_tierod_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_top_washer_2,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_top_washer_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_bottom_washer_2,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_bottom_washer_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_nut_2,WP01-MT-NUT4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_nut_2,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_3,WP01-RB-PILLAR-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_3,0.050103360000000007,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.050103360000000007,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_3_top,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_3_top,0.0035469656866599125,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0035469656866599125,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_plug_3_bottom,WP01-RB-PILLAR-PLUG-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_pillar_plug_3_bottom,0.0035469656866599125,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0035469656866599125,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_lower_spacer_3,WP01-RB-LOWER-SPACER-R2,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,CAD_ESTIMATE,RB_lower_spacer_3,0.0014587750662487335,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.0014587750662487335,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
RB_pillar_tierod_3,WP01-MT-M4-TIEROD228-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_tierod_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_top_washer_3,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_top_washer_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_bottom_washer_3,WP01-MT-WASHER4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_bottom_washer_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
RB_pillar_nut_3,WP01-MT-NUT4-ENVELOPE,ONBOARD_CANDIDATE,SIMPLIFIED_PROXY,NOT_EVALUATED,ROOT_STRUCTURE,FRAME_ROOT_JOINTS,UNKNOWN,RB_pillar_nut_3,,THREADLESS_FASTENER_UNSELECTED,WP02_ROOT_GEOMETRY_REBUILT,,UNKNOWN,results/DYNAMICS_HANDOFF.json
WP01-MT-M3RA-REUSED,WP01-MT-M3RA-REUSED,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,M3R_ROOT_CHAIN,CAD_ESTIMATE,WP01-MT-M3RA-REUSED,0.3450189608989673,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.3450189608989673,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
WP01-MT-M3RB-REUSED,WP01-MT-M3RB-REUSED,ONBOARD_CANDIDATE,PHYSICAL_GEOMETRY,NOT_EVALUATED,ROOT_STRUCTURE,M3R_ROOT_CHAIN,CAD_ESTIMATE,WP01-MT-M3RB-REUSED,0.4373082870147079,UNIFORM_GEOMETRY_CANDIDATE_DENSITY,WP02_ROOT_GEOMETRY_REBUILT,0.4373082870147079,CAD_ESTIMATE,results/DYNAMICS_HANDOFF.json
