scenario_id,t_s,evaluation_status,plan_contract_status,static_evaluation_status,target_evaluation_status,combined_evaluation_status,static_margin_m,target_margin_m,combined_margin_m
C0_T3,0.46,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14218350058223472,0.05465000000000002
C0_T3,0.47000000000000003,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14229624798515256,0.05465000000000002
C0_T3,0.48,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14241653846603947,0.05465000000000002
C0_T3,0.49,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14254460820573162,0.05465000000000002
C0_T3,0.5,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14268069531224886,0.05465000000000002
C0_T3,0.51,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1428250372223882,0.05465000000000002
C0_T3,0.52,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14297786862831136,0.05465000000000002
C0_T3,0.53,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1431394222033195,0.05465000000000002
C0_T3,0.54,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14330993125155672,0.05465000000000002
C0_T3,0.55,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1434896312284331,0.05465000000000002
C0_T3,0.56,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1436787582605899,0.05465000000000002
C0_T3,0.5700000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14387754602142805,0.05465000000000002
C0_T3,0.58,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14408622404782284,0.05465000000000002
C0_T3,0.59,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14430501894563974,0.05465000000000002
C0_T3,0.6,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1445341567590081,0.05465000000000002
C0_T3,0.61,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14477386356085292,0.05465000000000002
C0_T3,0.62,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1450243633680967,0.05465000000000002
C0_T3,0.63,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14528587551031702,0.05465000000000002
C0_T3,0.64,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14555861424911531,0.05465000000000002
C0_T3,0.65,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14584279103476921,0.05465000000000002
C0_T3,0.66,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14613861695607744,0.05465000000000002
C0_T3,0.67,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1464463027843153,0.05465000000000002
C0_T3,0.68,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1467660566715666,0.05465000000000002
C0_T3,0.6900000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1470980820971699,0.05465000000000002
C0_T3,0.7000000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1474425782958793,0.05465000000000002
C0_T3,0.71,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14779974258114642,0.05465000000000002
C0_T3,0.72,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1481697718231419,0.05465000000000002
C0_T3,0.73,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1485528612197804,0.05465000000000002
C0_T3,0.74,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14894920142943463,0.05465000000000002
C0_T3,0.75,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1493589768945338,0.05465000000000002
C0_T3,0.76,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1497823668630287,0.05465000000000002
C0_T3,0.77,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15021954768746681,0.05465000000000002
C0_T3,0.78,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15067069366526298,0.05465000000000002
C0_T3,0.79,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15113597539416201,0.05465000000000002
C0_T3,0.8,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15161555743749922,0.05465000000000002
C0_T3,0.81,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1521095979107278,0.05465000000000002
C0_T3,0.8200000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15261825052711525,0.05465000000000002
C0_T3,0.8300000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15314166696817255,0.05465000000000002
C0_T3,0.84,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1536799971029526,0.05465000000000002
C0_T3,0.85,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.15423338692248362,0.05465000000000002
C0_T3,0.86,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1548019764956397,0.05465000000000002
C0_T3,0.87,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13542980656379539,0.05465000000000002
C0_T3,0.88,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13602924035851383,0.05465000000000002
C0_T3,0.89,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1366442653616236,0.05465000000000002
C0_T3,0.9,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13727500653889219,0.05465000000000002
C0_T3,0.91,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13792158301113416,0.05465000000000002
C0_T3,0.92,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13858410644503022,0.05465000000000002
C0_T3,0.93,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13926268195028102,0.05465000000000002
C0_T3,0.9400000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13995741032806358,0.05465000000000002
C0_T3,0.9500000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14066838913110602,0.05465000000000002
C0_T3,0.96,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14139571140822516,0.05465000000000002
C0_T3,0.97,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14213946362812735,0.05465000000000002
C0_T3,0.98,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14289972521351224,0.05465000000000002
C0_T3,0.99,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14367657035016074,0.05465000000000002
C0_T3,1.0,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14447007022549496,0.05465000000000002
C0_T3,1.01,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1452802933564194,0.05465000000000002
C0_T3,1.02,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14610730371643998,0.05465000000000002
C0_T3,1.03,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1469511587067685,0.05465000000000002
C0_T3,1.04,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14781190908755415,0.05465000000000002
C0_T3,1.05,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14868960074994642,0.05465000000000002
C0_T3,1.06,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14958427614975578,0.05465000000000002
C0_T3,1.07,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1504959736011453,0.05465000000000002
C0_T3,1.08,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1514247250090665,0.05465000000000002
C0_T3,1.09,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1324150080418724,0.05465000000000002
C0_T3,1.1,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13337793124423575,0.05465000000000002
C0_T3,1.11,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13435795877749213,0.05465000000000002
C0_T3,1.12,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13535509893799352,0.05465000000000002
C0_T3,1.1300000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13636935541725542,0.05465000000000002
C0_T3,1.1400000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13740072543475296,0.05465000000000002
C0_T3,1.1500000000000001,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1384491991924025,0.05465000000000002
C0_T3,1.16,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13951476142073904,0.05465000000000002
C0_T3,1.17,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14059739344219363,0.05465000000000002
C0_T3,1.18,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14169707355835165,0.05465000000000002
C0_T3,1.19,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14281377534711742,0.05465000000000002
C0_T3,1.2,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14394746567215394,0.05465000000000002
C0_T3,1.21,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1450981044406483,0.05465000000000002
C0_T3,1.22,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14626564616995147,0.05465000000000002
C0_T3,1.23,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1474500414314458,0.05465000000000002
C0_T3,1.24,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1486512364154291,0.05465000000000002
C0_T3,1.25,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.12991329318063904,0.05465000000000002
C0_T3,1.26,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13114785579062688,0.05465000000000002
C0_T3,1.27,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1323990126467947,0.05465000000000002
C0_T3,1.28,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13366668413854493,0.05465000000000002
C0_T3,1.29,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1349507871524307,0.05465000000000002
C0_T3,1.3,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.13625123438830622,0.05465000000000002
