id,change,station,representation_role,native_path,step_path,source_mass_kg,mass_source
WP07_lower_washer_inner_0_-17,ADD_RETENTION_HARDWARE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\WP07_lower_washer_inner_0_-17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\WP07_lower_washer_inner_0_-17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_inner_0_17,ADD_RETENTION_HARDWARE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\WP07_lower_washer_inner_0_17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\WP07_lower_washer_inner_0_17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_outer_0_-17,ADD_RETENTION_HARDWARE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\WP07_lower_washer_outer_0_-17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\WP07_lower_washer_outer_0_-17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_outer_0_17,ADD_RETENTION_HARDWARE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\WP07_lower_washer_outer_0_17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\WP07_lower_washer_outer_0_17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
hold_fold_mast_0,REPLACE_SINGLE_INSTANCE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\hold_fold_mast_0.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\hold_fold_mast_0.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
hold_shoe_guide_0_-10,REPLACE_SINGLE_INSTANCE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\hold_shoe_guide_0_-10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\hold_shoe_guide_0_-10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
hold_shoe_guide_0_10,REPLACE_SINGLE_INSTANCE,0,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S0_c03_v1\parts\hold_shoe_guide_0_10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_0\hold_shoe_guide_0_10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_guide_screw_1_-10,ADD_RETENTION_HARDWARE,1,SIMPLIFIED_PROXY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_guide_screw_1_-10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_guide_screw_1_-10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_guide_screw_1_10,ADD_RETENTION_HARDWARE,1,SIMPLIFIED_PROXY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_guide_screw_1_10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_guide_screw_1_10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_guide_washer_1_-10,ADD_RETENTION_HARDWARE,1,SIMPLIFIED_PROXY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_guide_washer_1_-10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_guide_washer_1_-10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_guide_washer_1_10,ADD_RETENTION_HARDWARE,1,SIMPLIFIED_PROXY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_guide_washer_1_10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_guide_washer_1_10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_collar_1_front,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_collar_1_front.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_collar_1_front.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_collar_1_rear,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_collar_1_rear.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_collar_1_rear.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_nut_1_-17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_nut_1_-17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_nut_1_-17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_nut_1_17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_nut_1_17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_nut_1_17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_screw_1_-17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_screw_1_-17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_screw_1_-17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_screw_1_17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_screw_1_17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_screw_1_17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_inner_1_-17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_washer_inner_1_-17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_washer_inner_1_-17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_inner_1_17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_washer_inner_1_17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_washer_inner_1_17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_outer_1_-17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_washer_outer_1_-17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_washer_outer_1_-17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
WP07_lower_washer_outer_1_17,ADD_RETENTION_HARDWARE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\WP07_lower_washer_outer_1_17.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\WP07_lower_washer_outer_1_17.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
hold_fold_mast_1,REPLACE_SINGLE_INSTANCE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\hold_fold_mast_1.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\hold_fold_mast_1.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
hold_shoe_guide_1_-10,REPLACE_SINGLE_INSTANCE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\hold_shoe_guide_1_-10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\hold_shoe_guide_1_-10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
hold_shoe_guide_1_10,REPLACE_SINGLE_INSTANCE,1,PHYSICAL_GEOMETRY,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\native\RET_S1_c03_v1\parts\hold_shoe_guide_1_10.SLDPRT,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp07_system_20260907_0610\results\retention_detail\station_1\hold_shoe_guide_1_10.step,,UNASSIGNED_AFTER_GEOMETRY_CHANGE
