instance_id,change,quantity,representation,source_step,source_sha256,T_S_step,material_grade_or_liner,fastener_torque_Nm,mass_kg,fabrication_released
TRUNK_0_WASHER_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-195.0],[0.0,1.0,0.0,-36.5],[0.0,0.0,1.0,51.5],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_0_NUT_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-195.0],[0.0,1.0,0.0,-36.5],[0.0,0.0,1.0,51.5],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_LINER_LOW,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_liner_low.step,daba6e6bdc55d91dd76081afad7f21d787718689477fd77f063f7443ac8ad5d8,"[[1.0,-0.0,0.0,-30.0],[0.0,1.0,0.0,1.5],[0.0,0.0,1.0,-2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_LINER_HIGH,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_liner_high.step,bfa1c1370cbdca81cf997f0bebbdc21d1e59a73193af7a79f73a49ba06870ce2,"[[1.0,-0.0,0.0,-30.0],[0.0,1.0,0.0,1.5],[0.0,0.0,1.0,-2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_SCREW_0,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_20.step,6eb9d556a58f71cabff51aaa4ec455323782bbfbd0debbb1b41e1e4bdb3b27be,"[[1.0,0.0,0.0,-30.0],[0.0,1.0,0.0,-6.5],[0.0,0.0,1.0,2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_WASHER_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-130.0],[0.0,1.0,0.0,-52.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_NUT_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-130.0],[0.0,1.0,0.0,-52.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_SCREW_1,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_20.step,6eb9d556a58f71cabff51aaa4ec455323782bbfbd0debbb1b41e1e4bdb3b27be,"[[1.0,0.0,0.0,-30.0],[0.0,1.0,0.0,9.5],[0.0,0.0,1.0,2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_WASHER_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-130.0],[0.0,1.0,0.0,-36.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_1_NUT_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-130.0],[0.0,1.0,0.0,-36.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_LINER_LOW,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_liner_low.step,daba6e6bdc55d91dd76081afad7f21d787718689477fd77f063f7443ac8ad5d8,"[[1.0,-0.0,0.0,25.0],[0.0,1.0,0.0,1.5],[0.0,0.0,1.0,-2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_LINER_HIGH,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_liner_high.step,bfa1c1370cbdca81cf997f0bebbdc21d1e59a73193af7a79f73a49ba06870ce2,"[[1.0,-0.0,0.0,25.0],[0.0,1.0,0.0,1.5],[0.0,0.0,1.0,-2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_SCREW_0,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_20.step,6eb9d556a58f71cabff51aaa4ec455323782bbfbd0debbb1b41e1e4bdb3b27be,"[[1.0,0.0,0.0,25.0],[0.0,1.0,0.0,-6.5],[0.0,0.0,1.0,2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_WASHER_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-75.0],[0.0,1.0,0.0,-52.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_NUT_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-75.0],[0.0,1.0,0.0,-52.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_SCREW_1,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_20.step,6eb9d556a58f71cabff51aaa4ec455323782bbfbd0debbb1b41e1e4bdb3b27be,"[[1.0,0.0,0.0,25.0],[0.0,1.0,0.0,9.5],[0.0,0.0,1.0,2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_WASHER_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-75.0],[0.0,1.0,0.0,-36.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_2_NUT_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-75.0],[0.0,1.0,0.0,-36.5],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_LINER_LOW,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_liner_low.step,daba6e6bdc55d91dd76081afad7f21d787718689477fd77f063f7443ac8ad5d8,"[[6.123233995736766e-17,1.0,0.0,65.0],[-1.0,6.123233995736766e-17,0.0,-40.0],[0.0,0.0,1.0,-2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_LINER_HIGH,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_liner_high.step,bfa1c1370cbdca81cf997f0bebbdc21d1e59a73193af7a79f73a49ba06870ce2,"[[6.123233995736766e-17,1.0,0.0,65.0],[-1.0,6.123233995736766e-17,0.0,-40.0],[0.0,0.0,1.0,-2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_SCREW_0,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_20.step,6eb9d556a58f71cabff51aaa4ec455323782bbfbd0debbb1b41e1e4bdb3b27be,"[[1.0,0.0,0.0,57.0],[0.0,1.0,0.0,-40.0],[0.0,0.0,1.0,2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_WASHER_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-43.0],[0.0,1.0,0.0,-86.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_NUT_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-43.0],[0.0,1.0,0.0,-86.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_SCREW_1,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_20.step,6eb9d556a58f71cabff51aaa4ec455323782bbfbd0debbb1b41e1e4bdb3b27be,"[[1.0,0.0,0.0,73.0],[0.0,1.0,0.0,-40.0],[0.0,0.0,1.0,2.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_WASHER_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-27.0],[0.0,1.0,0.0,-86.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_3_NUT_1,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,25b1753b5dd1e621c9fec850bdeaac1e1754fa19673ef5512bd27a2391496991,"[[1.0,0.0,0.0,-27.0],[0.0,1.0,0.0,-86.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_HIGH_FOOT_SCREW_0,ADDED,1,PROJECT_NOMINAL_SUPPORT_GEOMETRY_UNQUALIFIED_MATERIAL_PRELOAD,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\trunk_screw_12.step,8deca59886401215ddfce40ce1c557a4a5bf2a7348130e0d6421faebe3eb02d2,"[[1.0,0.0,0.0,-105.0],[0.0,1.0,0.0,-11.0],[0.0,0.0,1.0,-5.5],[0.0,0.0,0.0,1.0]]",,,,False
TRUNK_HIGH_FOOT_WASHER_0,ADDED,1,REUSED_NOMINAL_M3_HARDWARE_GEOMETRY_NO_STRENGTH_RELEASE,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,3d31f4721870f352cf97f679b5fa97ba81f32e3f475dd96ef72a8af94940bf06,"[[1.0,0.0,0.0,-205.0],[0.0,1.0,0.0,-57.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",,,,False
