domain,item,current_status,verdict,authority_path,json_key_or_row_locator,sha256,last_verified,what_it_proves,what_it_does_not_prove,open_blocker,blocker_owner,internally_closable,external_input_required,competition_relevance,claim_ceiling,next_minimum_action
"sim13","mpi_bridge_consumer_crossbind_source_freeze","VERIFIED","status=PASS_MPI_BRIDGE_TO_SIM13_CROSSBIND_SOURCE_FREEZE_ONLY; release_credit=false","30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/mpi_bridge_consumer_crossbind_source_freeze_v1/results/MPI_BRIDGE_TO_SIM13_CONSUMER_CROSSBIND_SOURCE_FREEZE_GATE_V1.json","$.status","3605dbb18f452297e5ccb195c57da4c1983c348936b1a60ab334deff87e6bf14","2026-08-27","MPI bridge→Sim13 消费方 crossbind 源冻结门 PASS(仅 source-freeze 层);含负控与独立审计","不证明跨绑定消费已授权;不关闭任何 NC","无(子域闭合)","后端包","true","false","中","source-freeze 级 PASS","无"
"sim13","preexecution_binding_security_source_freeze","VERIFIED","status=PASS_SOURCE_FREEZE_ONLY; next_stage_authorized=false","30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/preexecution_binding_security_source_freeze_v1/results/UNIFIED_R2_SIM13_PREEXECUTION_BINDING_SECURITY_SOURCE_FREEZE_GATE_V1.json","$.status","bbd13022f1462a59ac650efc535c448c2004c113832e6c6acd04c11f3ede1f08","2026-08-27","预执行绑定安全源冻结门 PASS:严格 JSON 接口候选、父基线哈希钉、原子生成事务合同、证据 DAG","不证明绑定安全在运行时已执行;不授权 consumer load","无(子域闭合)","后端包","true","false","中","source-freeze 级 PASS","无"
"sim13","v3_in_memory_dynamics_diagnostic","LIMITED","overall_status=PASS_DIAGNOSTIC_WITH_UNIFIED_R2_EXECUTION_BINDING_HOLD; diagnostic 18/18 PASS; DYN-G01..G04 全 HOLD","30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/results/SIM13_V3_PHASE_A_DYNAMICS_GATE_V2.json","$.diagnostic_checks(pass=18/18); $.gates[DYN-G01..G04].status=HOLD_*; $.authorizations.production_dynamics_ready=false","a657d015ba5ecfb2d79f5fb305191f981ebb74281f7341617090eeac218e603f","2026-08-27","通用合成 8 坐标约化动力学数值诊断 PASS(18 检查); Richardson/Christoffel 仅诊断","DYN-G01 当前 Unified-R2 执行绑定、G02 生产广义力驱动、G03 连续接触、G04 发布全部 HOLD;DO_NOT_TREAT_SYNTHETIC_FIXTURE_AS_UNIFIED_R2","当前系统执行绑定授权缺席","Owner","false","true","中","合成诊断 PASS;非当前系统证据","无"
"sim13","v4_runtime_guard_diagnostic","LIMITED","technical_verdict=PASS_SYNTHETIC_PREBIND_RUNTIME_GUARD_DIAGNOSTIC_ONLY__CURRENT_V2_FORMAL_NC_REMAINS_15_OF_20__NC19_HOLD__NO_PRODUCTION_OR_RELEASE_CREDIT","30_simulation/sim_13_physics_gated_embodied_grasping/v4_runtime_guard_diagnostic/results/SIM13_V4_RUNTIME_GUARD_DIAGNOSTIC_GATE_V1.json","$.diagnostic_gate_passed=true; $.diagnostic_negative_controls(NC15/16/18/20=PASS_DIAGNOSTIC_LOGIC_ONLY,formal_production_nc_credit=false); $.nc19_status=HOLD_AUTHORITATIVE_NARROW_PHASE_CONTACT_AND_RELEASED_GEOMETRY_ABSENT","104d6d25d1c4f05b5447639d1d1ccbe464e622241ec23098e14ff44003d885e0","2026-08-27","运行时守卫诊断逻辑层 PASS(25/25);正式 V2 NC 不被本包改变(unchanged_by_v4=true)","诊断 PASS≠正式 NC credit;NC19 未执行;claim 边界逐条 FORMAL_HOLD","正式 NC19 缺席(后被后端包子域闭合,父未重发)","后端包/Owner","true","true","中","诊断逻辑 PASS;无 production credit","无"
"sim13","v4a_synthetic_full_floating_kernel","LIMITED","overall_status=PASS_PHASE_A_SYNTHETIC_FULL_FLOATING_KERNEL_WITH_CONTACT_AND_CURRENT_SYSTEM_HOLD; validator 21/21+audit 12/12","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/results/SIM13_V4A_PHASE_A_AUDITED_GATE_V3.json","$.gates[V4A-FG01]=PASS_AUDITED; $.gates[V4A-FG02..FG05]=HOLD_*; $.authorizations.current_system_bound=false","82ecf267aa5f0df0b79610ab4fbfd4db4ae564ede530a7f69ab579d1e15f7a40","2026-08-27","合成 6R+2P 全浮动无接触内核经独立审计 PASS(P/H/E 守恒、步长收敛、故障注入、EL 残差)","接触/捕获/当前系统绑定/正式 NC19 关闭/Owner/生产全 false;合成≠当前系统","连续接触后端与当前系统绑定 HOLD","后端研究线+Owner","true","true","中","合成内核诊断;不得外推当前系统","无"
"sim13","v4b1_synthetic_frictionless_single_contact","LIMITED","overall_status=PASS_PHASE_B1_SYNTHETIC_FRICTIONLESS_SINGLE_CONTACT_WITH_FRICTION_LOCK_AND_CURRENT_SYSTEM_HOLD","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b1_frictionless_single_contact/results/SIM13_V4B1_AUDITED_GATE_V1.json","$.authorizations(synthetic_phase_b1_audited_ready=true; formal_contact_backend=false; current_system_bound=false; formal_nc19_closed=false)","91f11fa541a336d9c3e073104cb15c215bcaec4417090d9fa743d7d089604be4","2026-08-27","合成无摩擦单接触诊断经审计 PASS","无摩擦锁定;非正式接触后端;非当前系统","物理摩擦/双接触/软捕获/锁定全 false","后端研究线","true","false","低","合成单接触(无摩擦)诊断","无"
"sim13","v4b2_synthetic_regularized_friction_single_contact","LIMITED","overall_status=PASS_PHASE_B2_SYNTHETIC_REGULARIZED_FRICTION_SINGLE_CONTACT_WITH_PHYSICAL_FRICTION_DUAL_CONTACT_LOCK_AND_CURRENT_SYSTEM_HOLD","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b2_regularized_friction_single_contact/results/SIM13_V4B2_AUDITED_GATE_V1.json","$.authorizations(physical_friction_identified=false; current_system_bound=false; formal_nc19_closed=false)","475fe497f8c302ab163a399362a20d322a4753da557c0116015d21d0e17fd2de","2026-08-27","合成正则化摩擦单接触诊断经审计 PASS","物理摩擦参数未辨识(physical_friction_identified=false);双接触/软捕获/锁定/当前系统全 false","物理摩擦辨识缺席","硬件实测线","true","true","低","合成正则化摩擦诊断","无"
"sim13","v4b3_synthetic_branched_dual_contact","LIMITED","overall_status=PASS_PHASE_B3_SYNTHETIC_BRANCHED_DUAL_HARD_FINGER_CONTACT_TRANSIENT_CANDIDATE_WITH_RANK5_NO_6D_CLOSURE_AND_ALL_PHYSICAL_CURRENT_LOCK_RELEASE_HOLDS","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b3_branched_dual_contact_soft_capture/results/SIM13_V4B3_AUDITED_GATE_V1.json","$.authorizations(physical_dual_contact_identified=false; soft_capture_current_system_passed=false; grasp_success=false)","8d7674711cd27d563539ad1a94a7173707053b5b14a85dd187c1966f3b80a053","2026-08-27","合成分支双硬指接触瞬态候选经审计 PASS","秩 5 无 6D 闭包;无双接触物理辨识;grasp_success=false;当前系统/释放全 HOLD","6D 约束闭包与物理参数缺席","后端研究线+硬件","true","true","低","合成双接触瞬态候选;非抓取成功","无"
"sim13","v4b4_contract_preregistered","PROVISIONAL","overall_status=PASS_PHASE_B4_CONTRACT_FREEZE_ONLY__SYNTHETIC_6DOF_CONSTRAINT_ACQUISITION_RELEASE_PREREGISTERED__IMPLEMENTATION_NOT_STARTED__ALL_PHYSICAL_CURRENT_LOCK_HELD_RELEASE_NC19_HOLDS","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4_synthetic_6d_constraint_acquisition_release/results/SIM13_V4B4_CONTRACT_AUDITED_GATE_V1.json","$.authorizations(b4_contract_freeze_audited=true; b4_dynamics_solver_implemented=false; synthetic_constraint_executed=false; held_capture_passed=false)","55441dff42c92235b14df9c810b013adc2e59d5607d7697a5d85795149431d92","2026-08-27","B4 合成 6DOF 约束捕获合同预注册冻结经审计","实现未开始;求解器未实现;held_capture/grasp_success/target_attached 全 false","实现与 campaign 未执行","后端研究线","true","false","低","合同预注册;无执行 credit","无"
"sim13","v4b4e_synthetic_6d_solver_audit","LIMITED","status=PASS_PHASE_B4E_SOLVER_AUDIT__SYNTHETIC_ACQUISITION_ACTIVE_AND_ALGORITHM_ONLY_NONTRIGGER_HYBRID_BRANCH_VERIFIED__PRIMARY_BRANCH_HORIZON_EXHAUSTED_INCONCLUSIVE__NO_MAIN_REMOVAL__ALL_PHYSICAL_CURRENT_FORMAL_HOLDS","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4_post_freeze_synthetic_6d_solver/results/SIM13_V4B4E_AUDITED_GATE_V1.json","$.status; $.formal_sim13_v2_state_unchanged","8f644e69f626793989488c8d8ff3803f9f1354c6d637e1e237044a55421c896e","2026-08-27","B4E 求解器审计 PASS:合成捕获激活、algorithm-only 非触发混合分支 verified","主分支 horizon 耗尽 INCONCLUSIVE;所有物理/当前/正式 HOLD 保持","主分支结论未达(inconclusive)","后端研究线","true","false","低","求解器审计级;主分支不确定","无"
"sim13","v4b4g_execution_invalidated_and_r1_closure","REPEAT","SIM13_V4B4G_EXECUTION_INVALIDATED_V1(active=true)+R1 closure status=PASS_PHASE_B4G_R1_REGISTERED_FAILURE_CLOSURE_CONTRACT_ONLY; original_b4g_final_credit=false; b4g_scientific_gate_pass=false","30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/phase_b4g_post_freeze_synthetic_jaw_retraction_execution/results/SIM13_V4B4G_EXECUTION_INVALIDATED_V1.json","$.failure=REGISTERED_CAMPAIGN_INTEGRITY_FAILURES(3 例 B4F-G06-ENERGY-MINUS-WORK-IDENTITY); R1 gate $.failure_closure.mechanism=EXPLICIT_MIDPOINT_SECOND_ORDER_TRUNCATION_DEFECT_IN_THE_FROZEN_DISCRETE_FIRST_LAW; $.open_items.a2_executed=false","2743fbd314cca3eaa6fb5f4985df8f65697e5bd968de6deb2ad58f0521fab1d9","2026-08-27","B4G 夹爪回撤执行 campaign 因能量-功恒等式失败被作废并注册;R1 仅闭环失败合同(only_failed_slots=[82,84,88],经验阶 2.011-2.080 证实中点二阶截断缺陷)","不授予任何原 B4G final credit/科学 PASS/物理/当前系统/NC19/Owner/生产/下一阶段权威;新物理 campaign 未执行(a2_executed=false)","G04 runner-validator 合同分歧 open;G12 配对有限谓词 9/9 false;新 campaign 未授权","后端研究线+Owner","true","true","中:合成接触路线存在已注册失败,campaign 级结论不可用","失败合同闭环 PASS;无科学 credit","修复 G04 分歧并获授权后重跑 campaign"
"sim13","mech_to_embodied_handoff_gate_17","HOLD","verdict=MECHANICAL_TO_EMBODIED_HANDOFF_FAIL; current_handoff_gate_v2 checks=11/12 failed=G12 HARNESS_RATED_OPERATIONAL_ENVELOPE","20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/17_MECH_TO_EMBODIED_HANDOFF_GATE.json","$.verdict; $.current_handoff_gate_v2.checks=11/12; $.unified_interface(G12 仍 FAIL 直至 harness mission envelope 通过)","42792057bd9fe08fdeabadec23b5f2cfa06095a33d5a8f363633ce90bc6be982","2026-08-27","机械→具身移交门 FAIL 为当前机器真值:G12 线束额定运行包络未过(0/75 SAFE、11/11 强制 UNSAFE,见 AGENTS.md L38)","不证明 Sim13 侧已消除依赖;20/20 包如实登记 G12 NOT_IN_A3_SCOPE(未伪造)","G12 依赖机械 Route-C 线(A1 工作区)+物理输入 P01-P13","机械 Route-C 线+Owner","false","true","高:联合放行硬阻断","FAIL;不得声称移交通过","机械 Route-C 物理包络线推进后重跑 handoff V2"
"sim13","post_terminal_handoff_addendum_gate","VERIFIED","verdict=SIM13_POST_TERMINAL_BACKEND_SUBSCOPE_20_OF_20_PASS__FULL_TMG6_NOT_REISSUED__ABORT_ONLY__NO_RELEASE_CREDIT","20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/loop_b/sim13_post_terminal_handoff_addendum_v1/SIM13_POST_TERMINAL_HANDOFF_ADDENDUM_GATE_V1.json","$.lineage(historical_15_of_20_superseded=false; full_tmg6_reissue_executed=false); $.backend_subscope(tmg6_backend_subscope=PASS_20_OF_20; backend_work_orders_closed=5/5); $.current_authority(sim13_system_binding_gate_passed=false; next_stage_authorized=false); $.forbidden_inferences","144e09124ce293e8a6598346331df21886861d1a74b770cb9ccf251644ba6e5c","2026-08-27","最新 append-only 权威(2026-08-26 23:04):正式登记后端子域 20/20、5/5 工作单闭合、15/20 历史不被覆盖、最高运行状态更新为 ABORT_ONLY_WITH_VALIDATED_FAIL_CLOSED_BACKENDS_20_OF_20_NC;源钉 24 项与本审计复算哈希全部一致","不证明父 Gate 重发/Owner 接受/Route-C 处置/绑定门通过;forbidden_inferences 明确禁止六类升级推断","remaining_holds 六项(含 FULL_TMG6_REISSUE_NOT_EXECUTED、AS_BUILT_AND_FLIGHT_QUALIFICATION)","Owner","false","true","最高:本分片最高权威文件","append-only 子域 20/20;ABORT_ONLY;无 release credit","Owner 评审;决定 TMG6 重发"
"sim13","r2_dynamics_control_system_joint_closure","HOLD","technical_verdict=R2_DYNAMICS_CONTROL_SYSTEM_HOLD__MECHANICAL_DYNAMICS_CONTROL_SAFE_SIM13_GATES_OPEN__NO_PATH_SEARCH__NO_RELEASE_CREDIT; required_condition_evaluation 4/13","30_simulation/r2_dynamics_control_system_closure/results/R2_DYNAMICS_CONTROL_SYSTEM_GATE_V1.json","$.technical_verdict; $.required_condition_evaluation(pass_count=4,total=13); $.diagnostic_facts_no_credit.sim13_maximum_operational_state=ABORT_ONLY_WITH_VALIDATED_FAIL_CLOSED_BACKENDS_20_OF_20_NC; $.sim13_negative_control_score=20/20","55490805d934a8806e58cda25c398bd15aef49f4624f1f8cc08fcb75f2634b03","2026-08-27","联合系统 Gate(2026-08-27 02:35 重算)已吸收 Sim13 20/20 新状态:source_binding/upstream manifest/owner Option A/red-team-zero-high 四项 PASS;独立复核 high findings=0","ready_for_physics_gated_embodied_intelligence=false;sim13_system_binding_pass=false;sim13_non_abort_operation_authorized=false;机械/动力学/控制/SAFE 各子门全 false","9/13 条件未过(机械 preflight/handoff、运行内存、动力学 DG1/DG2、控制任务空间、SAFE、Sim13 绑定、非 ABORT 授权)","联合流程 Owner","false","true","高:联合 Gate 是 Physics-Gated Embodied Intelligence 入口","HOLD;UNKNOWN 永不自动 ALLOW(unknown_auto_allow_count=0)","各子域闭合后重跑联合 Gate"
