class,id,path,bytes,sha256
INPUT,odr_gpt04_falsifier_controls,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/16_odr_gpt04_frozen_route_b_branch_falsifier/ODR_GPT_04_FROZEN_ROUTE_B_ADVERSARIAL_CONTROLS_V1.json,5121,100F7146774E49EA0FB67E9D314AA11C38898AE9BFD8584500741ABFD512E3CE
INPUT,odr_gpt04_falsifier,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/16_odr_gpt04_frozen_route_b_branch_falsifier/ODR_GPT_04_FROZEN_ROUTE_B_BRANCH_FALSIFIER_V1.json,23203,EFD506A39F69CAB153BEBF2A1C9795C62CCBEFC4E7AA6C14C8F8DBD042B7A2C1
INPUT,odr_gpt04_falsifier_gate,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/16_odr_gpt04_frozen_route_b_branch_falsifier/ODR_GPT_04_FROZEN_ROUTE_B_BRANCH_GATE_V1.json,3537,F6F2DD8F163EB31FA8E24385F1CF8293BEF694AFDC5CD6AE3285008DB1AA0EB6
INPUT,odr_gpt04_falsifier_manifest,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/16_odr_gpt04_frozen_route_b_branch_falsifier/ODR_GPT_04_FROZEN_ROUTE_B_BRANCH_SHA256.csv,7485,B432C9FA230A4318FC86B1E21CEFC156D9C7C137996D706EC13CB70024C3B190
INPUT,checkpoint_b,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/checkpoint_b/ROUTE_C_CHECKPOINT_B_GATE_V1.json,14887,C9E7526D790E1FB7F5522A113EDF41F5913207C15A68E12468FD9EBA157349D1
INPUT,solar_r2_card,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/FLEXIBLE_APPENDAGE_R2.yaml,2707,A04ACFE440C636BB095585C74F71E3563FD35F6678FCFAA39355383A9BF6B3FD
INPUT,solar_r2_build,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_BUILD_REPORT_V2.json,16118,4286EA2BBD84FB8EC33DDADE329534DA29194650AD22429245ECF8757B9AED1C
INPUT,solar_r2_fcstd,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,23733,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB
INPUT,solar_r2_structural_screen,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_R2_STRUCTURAL_IMPACT_SCREEN_V1.yaml,1723,04B6E23AFF16CB6D184249611EB66BE96CBDB9C79401FD5CD591A47656BF5AD7
INPUT,mpi_bridge,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/02_bridge/B601_PHYSICAL_DYNAMICS_BRIDGE_V1.yaml,12145,0ACEB659284CAB862BA65228C5C2DF4BEB06D9EE05B5E2F0B2B5CB38402BF72C
INPUT,bridged_mass,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/06_mass_propagation/SYSTEM_MASS_PROPERTIES_BRIDGED_V1.yaml,232338,E5D13A8D105B78C703EFA963BCF73714586E564F9951228AFBA9AF81ECB71528
INPUT,embodied_r3,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/07_rebind/EMBODIED_MECHANICAL_CONTRACT_R3_CANDIDATE.yaml,11352,F3D6EC1D370FB26215A259391D5026CA4C261C7C4880AE6FD70AE2C0F0DDFC56
INPUT,interface_v6,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/07_rebind/MECH_DYNAMICS_INTERFACE_V6_CANDIDATE.yaml,10208,4C52A68AA6E0749A2425D9E8CDB6C9F4477F5D4047C9D6C0BA6F0D95E97D184D
INPUT,mpi_bridge_gate,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/08_gate/MPI_BRIDGE_GATE_V1.json,23153,60911E3C88387E2ED53601F2B541649BF90D689C57C4E74225226AE6FD10C721
INPUT,route_c_registry,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/route_c_prep/ROUTE_C_C2_01_REGISTRY_SKELETON_V1.yaml,19773,6264A0A45F6A497787F3D96205CEF7799A19A225CD23CEA66D5AD31E335A3E8E
INPUT,checkpoint_a,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/R2_FULL_FLEX_GATE_V1.json,24848,FC8C9D7BEABF58D19B25CF4A238F12AC255F664F756E7950A942E7E6D3FC1C13
INPUT,multicontact,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/decision_support/MULTICONTACT_ROM_DIMENSION_DECISION_SUPPORT_V1.json,44279,3237660693EC9790223559028264E115AEAB45AAA8A37250E0A58A5CAA81341D
INPUT,multicontact_script,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/decision_support/recompute_multicontact_rom_dimension.py,16131,C600C397114B408BDF3470C395208C930476A8CEAB1184C3DCF69AAE1C6BEF3D
INPUT,checkpoint_a_redteam,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/red_team/R2_FULL_FLEX_FINAL_RED_TEAM_AUDIT_V1.json,20156,9326851F7AA3D9586452C6AD3BCC460B9D8BDBCA363C73D3AB5E4EC9C2CC445A
INPUT,rom5_falsifier,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/red_team/ROM5_DIMENSION_FALSIFIER_V1.json,55435,D219E69FE8D3555228BB007774F0B59F4F5BDFAD7711569EB7CD074130104E18
INPUT,rom5_falsifier_script,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/red_team/recompute_rom5_dimension_falsifier.py,40506,2CEEA915A5A4B0D29891DA96FEA21816E855C4D380A2692BB526369E41E5C3EC
INPUT,integration_spec,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round1/03_integration_spec/R2_FLEX_COUPLING_INTEGRATION_SPEC_V1.yaml,41255,62961928D1B42C5D78985B1EF089F5BE62C5210CD2157721E3D9FA2D56C0942D
INPUT,round3_rom5,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_FIVE_MODE_ROM_V2.json,156541,9E4FE903AE7E34584F39F16275EF20FC31831AFB7F78B3B625418B86D0FBC817
INPUT,round3_validity_envelope,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_FLEXIBILITY_VALIDITY_ENVELOPE_V2.json,4578,1C42CA034F231C7161D092ECF327D6D1E337EEFEE1AB7E86A69EBF5A14931AA4
INPUT,round3_gate,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_FULL_FLEX_HF_ROM_GATE_V2.json,8209,F8E5696FF3D9EFAD2737E056CF29C9B9D0940DAB4188AFB095DAE53C01785537
INPUT,round3_npz,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_HF_ROM_NUMERICAL_DATA_V2.npz,25848,8D10E085385EDF2FACE92B9B48D1172939A31FD3B57E55242ED11C9EEEDF50DA
INPUT,m7_assembly,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_BUILD_REPORT_V1.json,29415,105BCB020FAF9F535C3A18F9A37831679F89070A8CA69C5960F959A686F332C1
INPUT,m7_fcstd,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp1_structure_cad/DESIGN_FREEZE_ASSEMBLY_V1.FCStd,579603,013DA84FE9A5C388252DB18516628411C484BB818959FA1A5CF8D950485636E7
INPUT,r2_mass,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp2_design_mass/SYSTEM_DESIGN_MASS_PROPERTIES_V3_R2.yaml,223714,3FD2557318E98748A37927977FA2925C18803668FE16391D824C184F646486BB
INPUT,tolerance_results,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp3_tolerance_alloc/TOLERANCE_ALLOCATION_RESULTS_V1.yaml,50278,BA6B7835F552B411F0E20385E157A1B03330720B6862E72932CDC42796DE5129
INPUT,tolerance,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp3_tolerance_alloc/TOLERANCE_CHAIN_REGISTER_V1.yaml,23782,3E3D596EF65490B68EE875E3ECE0D1F8E6209DB75EBDC31F7E585570C68ED016
INPUT,material,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp6_material_selection/DESIGN_MATERIAL_SELECTION_V1.yaml,25619,B2973F2A0A95CAF21FE551C5E82388FEEEDCAACE79140A5339DACD5884723220
INPUT,process_register,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp6_material_selection/PROCESS_AND_FINISH_REGISTER_V1.csv,5794,2D6609C7F4BBED9A47837363AE9F07AEC20A456FE610B83D3CE0CFA7E4C48624
INPUT,fea1b,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/FEA1B_ELEMENT_FORMULATION_EVIDENCE_V1.json,405706,58E420C0AA966BCE44DCBF249D509551F5987E84E0E6B39DEC7C6C1F1F6B74E7
INPUT,fea1,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp7_fea_operational/FEA1_EVIDENCE_V1.json,119009,2E3FC1297785D3E18ED586EEA8A4534806D6E20C9A7CDAF2B1BCA4F7CE2636E0
INPUT,bom,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/BOM_V3_DESIGN.csv,16491,488902776B4F12C0314BE16B28439B2DA59E6688181B6EB68EE7539145669314
INPUT,drawing_index,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/DRAWING_SET_INDEX_V1.csv,4137,D54C708E37032E0EF96083CD64F0AAB8C8A1EE47D5F280EA946B6D726F2B1CF5
INPUT,wp9_receipt,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/wp9_release_package/receipt.json,15790,ED83A0F78A7C8E1210475EF539AF7141437CE921BCA396E6F76C6D77173CF21C
INPUT,m4_fcstd,20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/02_parameterized_cad/SEI_DIGITAL_PROTOTYPE_V1.FCStd,574172,DEA1BC93AB182C0003B37B8B8D7D7BA2559AFB649769BDE59E52FAC0DB20D481
INPUT,m4_config_library,20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/03_mass_properties/CONFIGURATION_LIBRARY_V1.yaml,26528,DCE40C1DB8A318A077F0DD92A47F236BE55EAF2FD32B4E514D2BB67C9B19B4A2
INPUT,m4_gate,20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_GATE_V1.json,5440,0C0994E3E59EDBB5FD43B1D75FC048C8414A735D28CA4FC36E8FC23E03692577
INPUT,accepted_b601_urdf,20_engineering/cad/spacecraft_layout/arm_b601_v1/arm_b601_v1.urdf,11321,1BC2B7483CD8025D08BA6EADFD9E1F3B0477121714E7CF4DDC1794D9E471C164
INPUT,target_debris_full_tensor,20_engineering/cad/spacecraft_layout/target_debris_v0/target_debris_v0.json,6801,6DA57979AE1B34BF7E18733A256F7264D40CABEC22D99598801F721FF4737270
INPUT,target_satellite_full_tensor,20_engineering/cad/spacecraft_layout/target_satellite_v0/target_satellite_v0.json,7424,EC57C05EFEE44B6A704369874420EE065F9A710A2CD18D7C3FD3CE35CD2EDFDF
INPUT,sim11_model_card,20_engineering/config/coupled_scene/coupled_model_v0.yaml,3396,67A532FB29C7EF66229CB41D6D3882946A8454FF37EDD9CF5933E4C91C2663EB
INPUT,contact_scene,20_engineering/config/coupled_scene/scene_A2_capture.yaml,2784,4B979A1DFD183AD938D79D6EB05A8FB0D4164C0E075A5391B467CC50E173A707
INPUT,r1_flex_card,20_engineering/config/geometry/flexible_appendage_v1.yaml,1843,52FA88084C628CE8845E05DE0C0A892BCA5347B7146C8D1C6B99093927153786
INPUT,r1_frame_tree,20_engineering/config/geometry/frame_tree_v1.yaml,1653,958BFF23BF83434C773854FD0E78DA3B09BE4A3A213EB81A0741514750B3E55B
INPUT,target_ssot,20_engineering/config/geometry/target_models_v1.yaml,864,45666D9D37460FD825F0ED7301BF69113016689FDF00A13DFF8046358A76AE45
INPUT,common_capture_axis_source,30_simulation/common/capture_impulse.py,9590,DB0AEFBD35032268BC38BC8A18C0A8AFE7BDF9208BE6ACFBC8E2F4B58F9AE089
INPUT,e15_gate,30_simulation/e15_ancf_certification/results/gate_summary.json,1585,AAB4D609E219279C2563C8A38743AC1784BBF16DE399D5B8798439B0AC2DCA80
INPUT,e22_config,30_simulation/e22_r2_full_flex_coupled_diagnostics/config/e22_config.yaml,8072,46371C12210067EB295080CBD09A586157FD1837C1553F910014A26864B85BAC
INPUT,e22_gate,30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_R2_FULL_FLEX_COUPLED_GATE_V1.json,9374,472ADA4A7ABF98BBD5F72B0459400704A86FAF2B13DACCD562025C0CC356AA5E
INPUT,e22_authority_audit,30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_SOURCE_AND_AUTHORITY_AUDIT_V1.json,15791,3831B08554A4841DDB78BB3D77C01C59D29606ABD76CF722AF0114077FB3F833
INPUT,e22_hf_rom,30_simulation/e22_r2_full_flex_coupled_diagnostics/results/R2_HF_TO_ROM_DYNAMIC_VALIDATION_V1.json,19758,5035E04DEB63E2F42A548647C8DD057718E8F684C28AC2230DA47986ABFF80D7
INPUT,e22_builder,30_simulation/e22_r2_full_flex_coupled_diagnostics/src/build_e22.py,29634,163D73143E9B87554A87F3E4B1281079A89816127BA825EF34D81D5AF005FE1A
INPUT,e22_model,30_simulation/e22_r2_full_flex_coupled_diagnostics/src/e22_model.py,70964,A7B9BCC42B0F3E8D744D4B32C057135A403F109803589502FB3EA211A5F6BE9B
INPUT,accepted_fk_module,30_simulation/sim_05_free_floating_arm/b601_model.py,13122,3E2B451476F437E482661E275073249AD101705251B78C042851C32AE741052F
INPUT,sim11_config_loader,30_simulation/sim_11_coupled_dynamics/src/config_loader.py,6986,716B92618DADF72D6BC7B7A47DBFAF9B48EA740162A33A5713EF2DA4145F3391
INPUT,contact_window_implementation,30_simulation/sim_11_coupled_dynamics/src/contact_window.py,9435,D6AD26E3F8DAFADA3812689C050EF77AC8A8185F6600118B1F938B4386E98626
INPUT,sim11_ffr_panel,30_simulation/sim_11_coupled_dynamics/src/ffr_panel.py,8827,CCD56EEC234625B180BE5CAEF0F935F5326C663E6754FA09E3CBD020512AFFCF
INPUT,owner_attachment,C:/Users/stude/.codex/attachments/097124c4-bbc4-4459-85c4-748019414866/pasted-text.txt,21600,67821E04869BE8202CF2473980B73AA4CE595B9689CC9D54F340820C0D38F773
OUTPUT,LEGACY_R1_COMPARATOR_SEMANTICS_DECISION_REQUEST_V1.yaml,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/LEGACY_R1_COMPARATOR_SEMANTICS_DECISION_REQUEST_V1.yaml,46441,5ED037AE057F7119678DECF890C9C0E64740C1443E5E9B9682FC09B8610046F6
OUTPUT,M4_TO_M7_INHERITANCE_AND_GAP_MATRIX_V1.csv,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/M4_TO_M7_INHERITANCE_AND_GAP_MATRIX_V1.csv,8127,9721588F53FC65EA2EC275C4C484561DE3D5F4BCFE600E2E44DC1315EDD2B3B6
OUTPUT,P2_ROM_DIMENSION_AND_VALIDITY_DECISION_REQUEST_V1.yaml,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/P2_ROM_DIMENSION_AND_VALIDITY_DECISION_REQUEST_V1.yaml,23043,679DC5D2BA2B814F584379C28E47A9F487D03277F0F1EAA45DFB85D150367D25
OUTPUT,TERMINAL_CLOSURE_DEPENDENCY_GRAPH_V1.yaml,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/TERMINAL_CLOSURE_DEPENDENCY_GRAPH_V1.yaml,12270,5953AE52CA14669E7ED67A10B91DCEA2FE8E6AD6607B8A320204C15C1FEC6288
OUTPUT,TERMINAL_DECISION_PACK_GATE_V1.json,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/TERMINAL_DECISION_PACK_GATE_V1.json,25452,0C9DC0353630A402745B3CE5235DC75A2FC51A65B189E2580A7FA5484A5F3325
OUTPUT,TERMINAL_DECISION_PACK_RECEIPT_V1.md,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/TERMINAL_DECISION_PACK_RECEIPT_V1.md,1813,4D0024DE4EEF5C71B271E361E5E5F59F48D649E376AFA2A596B61548B387F601
OUTPUT,build_terminal_decision_pack.py,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/build_terminal_decision_pack.py,113471,DA572075F01BB83C0C2FB786A5171BCA90755EE813EEF189D456B9018903A6C0
OUTPUT,validate_terminal_decision_pack.py,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/terminal_decision_pack/validate_terminal_decision_pack.py,35450,8463D65BEC02E69FED24A1ED1418F7B29CD819D3CB6CED2CA36DCBBEDAADF402
