group,path,bytes,sha256,category,disposition
DUP-001,20_engineering/service_robot_wp01_20260905/viewer.log,85,d8e7bff2b2be9771074fab1801ddc8a79b1890bf740008b9390c9a93c68b73bc,EXECUTION_DIAGNOSTIC,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_-1_90_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_-1_90_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_-150_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_-150_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_-30_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_-30_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_-90_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_-90_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_150_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_150_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_30_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_30_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_90_-94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-013,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_SHEAR_CLIP_1_90_94.step,22716,800accc204d8465bcd5e1d6e7880f71ea610c1a8b92d0f31b69602d45bd34116,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-014,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_TRUNK_CLIP_STANDOFF_-140.step,22730,215ab8cf28e9e00dff72f287f765f8a9fadf832bd7a7de9e85f2bd95826054f6,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-014,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_TRUNK_CLIP_STANDOFF_-70.step,22730,215ab8cf28e9e00dff72f287f765f8a9fadf832bd7a7de9e85f2bd95826054f6,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-014,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_TRUNK_CLIP_STANDOFF_0.step,22730,215ab8cf28e9e00dff72f287f765f8a9fadf832bd7a7de9e85f2bd95826054f6,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-014,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_TRUNK_CLIP_STANDOFF_65.step,22730,215ab8cf28e9e00dff72f287f765f8a9fadf832bd7a7de9e85f2bd95826054f6,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-015,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_HOLD_CROSSBEAM_0.step,22794,824174153a0d8296af9cfe8e0f7e036d186d5059cd76b61a7f567e0d79726e10,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-015,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_HOLD_CROSSBEAM_1.step,22794,824174153a0d8296af9cfe8e0f7e036d186d5059cd76b61a7f567e0d79726e10,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-016,20_engineering/service_robot_wp01_20260905/inputs/m3r_a.step,35879,359e304879c254be54450aa9bab4c614308ce2c9cd47ce1f79a741722098d36c,SOURCE_OR_REPRODUCTION_DEPENDENCY,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-016,20_engineering/service_robot_wp02_20260905/inputs/m3r_a.step,35879,359e304879c254be54450aa9bab4c614308ce2c9cd47ce1f79a741722098d36c,HISTORICAL_COMPONENT_WORK,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-017,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_HOLD_PIVOT_CLEVIS_0.step,37333,7b8cde320f383faffa9ee8d023c7cb5097aab1c603021e6cd21aed53c5020a51,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-017,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_HOLD_PIVOT_CLEVIS_1.step,37333,7b8cde320f383faffa9ee8d023c7cb5097aab1c603021e6cd21aed53c5020a51,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
DUP-018,20_engineering/service_robot_wp03_spacecraft_body_r1/parts/WP03_ACCESS_COVER_-1.step,37483,d1402d7ea86d416b4f8968361e43682aab116402172aff96581c2c1b56be1f1c,CURRENT_PART_CANDIDATE,KEEP_PATH_UNTIL_CONSUMER_AND_PROVENANCE_MIGRATION; BYTE_EQUAL_ONLY
