domain,item,current_status,verdict,authority_path,json_key_or_row_locator,sha256,last_verified,what_it_proves,what_it_does_not_prove,open_blocker,blocker_owner,internally_closable,external_input_required,competition_relevance,claim_ceiling,next_minimum_action
"embodied","sim13_v2_prebind_source_gate","LIMITED","SOURCE_ONLY_PREBIND_PASS_ABORT_LOCKED","30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/results/SIM13_V2_PREBIND_SOURCE_GATE_V1.json","prebind_source_implementation_passed=true; score 25/25; maximum_current_operational_state=ABORT_ONLY_WITH_SOURCE_ONLY_ANALYTIC_PREBIND_DIAGNOSTICS; formal_negative_controls 15/20, dependency_hold NC15/16/18/19/20; next_stage_authorized=false; owner_accepted=false","dbfff803a656f4ad74934f0c886bc258e219cdc6904647d2855f15d2c3916906","2026-08-27","V2 源级预绑定实现通过（解析 Unified R2 合同、8 个可动坐标、12 个 fail-closed gate、动量级自由漂浮后端）","不证明当前系统绑定、生产动力学、接触抓取或发布信用；source-only PASS≠current-system PASS","Unified R2 URDF 不可用、接口未实例化、Owner 未验收","Owner+机械线","no","yes","embodied 运行链最高实装证据（边界：gate 数值归 sim13 分片裁决）","ABORT_ONLY_WITH_SOURCE_ONLY_ANALYTIC_PREBIND_DIAGNOSTICS","等 V2 系统 URDF/接口实例/Owner 验收落地"
"embodied","sim13_v2_backends_20of20_nc_registry","PENDING_REVIEW","CHILD_RESULT_NEWER__PARENT_GATE_NOT_REISSUED","30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/results/SIM13_20_OF_20_GATE_V1.json","gate_passed=true; nc_score=20/20; per_control_status NC01..NC20=PASS_NEGATIVE_CONTROL_DETECTED; review_status=PENDING_OWNER_REVIEW; next_stage_authorized=false; maximum_operational_state=ABORT_ONLY...; release_credit=false","4a813f2ee3b0585d63fa591415ab3b256f112d056ba89c879e02d7bcd068b6e4","2026-08-27","五个后端工作单完成后负控制注册表达 20/20（2026-08-25 10:56Z），属子模块新结果","不证明正式 V2 Gate 已重发：父 prebind gate（同日 11:09Z）与 AGENTS.md L39 仍记 15/20；不证明生产/接触/发布授权","父 Gate 未重发+Owner review 未完成","Owner","no","yes","高：存在被误引为「20/20 已完成」的升级风险","ABORT_ONLY_WITH_VALIDATED_FAIL_CLOSED_BACKENDS_20_OF_20_NC（且仍 PENDING_OWNER_REVIEW）","交 sim13 分片正式裁决；父 Gate 重发前引用须带 15/20 限定"
"embodied","sim13_v4_runtime_guard_diagnostic","LIMITED","PASS_SYNTHETIC_PREBIND_DIAGNOSTIC_ONLY","30_simulation/sim_13_physics_gated_embodied_grasping/v4_runtime_guard_diagnostic/results/SIM13_V4_RUNTIME_GUARD_DIAGNOSTIC_GATE_V1.json","diagnostic_gate_passed=true; scope=SYNTHETIC_PREBIND_DIAGNOSTIC_ONLY; score 25/25; diagnostic_negative_controls NC15/16/18/20=PASS_DIAGNOSTIC_LOGIC_ONLY; NC19=NOT_EXECUTED; formal_v2_negative_controls passed=15/declared=20 unchanged_by_v4=true","104d6d25d1c4f05b5447639d1d1ccbe464e622241ec23098e14ff44003d885e0","2026-08-27","capability/nonce 单次消费绑定、coordinator 一次性 opaque invocation、合成 6R+2P 动力学经唯一协调器、sim10 四工件 SHA 绑定+预 veto 的防护逻辑在合成夹具上可实现","不证明当前系统运行时、生产、真实接触、跨进程/重载持久性；formal NC 维持 HOLD","NC15-16/18-20 formal HOLD；NC19 缺权威窄相接触后端与发布几何","Owner+机械线","no","yes","typed tool/tool call/token 授权握手侧唯一实跑证据（仅合成诊断）","PASS_DIAGNOSTIC_LOGIC_ONLY（合成预绑定）","formal NC 维持 HOLD；不得累加为 19/20"
"embodied","sim13_current_system_handoff_intake","HOLD","PASS_SOURCE_FREEZE_ONLY__INTAKE_HOLD_INCOMPLETE","30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/current_system_handoff_intake_v1/results/CURRENT_SYSTEM_HANDOFF_INTAKE_SOURCE_FREEZE_GATE_V1.json","overall_status=PASS_SOURCE_FREEZE_ONLY; current_intake_status=HOLD_INCOMPLETE; flags.interface_instantiated=false/current_system_bound=false; preserved_hard_negatives（e15=REPEAT_ANCF_CERTIFICATION, harness G12 FAIL 11/12, route_c_physical_registry 0/13 available）","23903c1af1a6f7382a18e0685ef6a6010926b8c812163900bc3843b7a44be5ce","2026-08-27","当前系统交接 intake 的合同/源冻结工具链与负控制完整（19/19、31/31、审计 21/21）","不证明当前系统绑定完成；MECH_RL_SYSTEM_INTERFACE_V2.yaml 仅为源冻结候选（interface_instantiated=false）","机械 Route-C 物理输入 0/13、harness G12、URDF 未发射","机械线+Owner","no","yes","embodied 链当前系统接口现状","INTAKE HOLD_INCOMPLETE","等 Route-C 物理注册表与 URDF 落地"
"embodied","camera_frame_contract","HOLD","HOLD_CAMERA_SELECTION_AND_CALIBRATION","20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/02_interfaces/SYSTEM_FRAME_TREE.yaml","L87-L90 camera_optical_frame: parent=link6_frame, transform=TBD — MANUFACTURING OR FLIGHT AUTHORITY REQUIRED, status=HOLD_CAMERA_SELECTION_AND_CALIBRATION; L99-L102 CAMERA_KEEP_OUT=KEEP_OUT_ONLY_CAMERA_SELECTION_HOLD","71a9fffaa30a59bb5964949371fb0f9e5e1d61f94e99f38cead211ae89af51cf","2026-08-27","相机光学参考系已在接口树占位但变换为 TBD、选型与标定 HOLD","不证明感知接口可用或相机已选型","相机选型+标定（制造或飞行权威输入）","机械线/Owner","no","yes","感知链缺口的接口层证据","HOLD（无标定相机系）","Route-C 相机选型落地后回填变换"
"embodied","frame_tree_v1_no_camera","VERIFIED","NO_CAMERA_FRAME_IN_COMMITTED_GEOMETRY_SSOT","20_engineering/config/geometry/frame_tree_v1.yaml","全文 grep camera|cam|optical|视觉 零命中（2026-08-27 核实）","958bff23bf83434c773854fd0e78da3b09be4a3a213eb81a0741514750b3e55b","2026-08-27","已提交几何 SSOT（frame_tree_v1）不含任何相机参考系","不证明新版接口树（SYSTEM_FRAME_TREE）状态——其相机系亦为 HOLD","—","—","n/a","no","佐证 camera_frame_contract 行","无相机系（committed SSOT）","—"
"embodied","hil_chain_h0_h3","BLOCKED_EXTERNAL","NOT_STARTED_B601_MOTION_PROHIBITED","10_research/competition_convergence/competition_gate_check.json","hardware_component_status: H0=NOT_STARTED_BLOCKED_BY_MISSING_HAG_E, H1=NOT_STARTED_BLOCKED_BY_H0, H2=NOT_STARTED_BLOCKED_BY_H1_AND_ESTIMATOR_GATE, B601_MOTION=PROHIBITED; stop_rules.start_hil=false; 另见 hardware_component_plan.md L47-L51（H3/HIL/VLA: NOT_AUTHORIZED）与 L19（HAG-E.yaml 不存在）；2026-08-27 核实 10_research/on_orbit_assembly/approvals/ 目录不存在","8b3cdbdaa09e9048262888f596bacc5a7ec543af55542256e8bce66de15a6200","2026-08-27","HIL 与 H0-H3 地面资格链完全未启动，B601 运动被禁止，无 H0/H1/H2 Gate JSON","不证明未来不可做；只证明当前零硬件证据","HAG-E 授权缺失+H0 PREMOTION+设备绑定+人使能","Owner","no","yes","决赛只能离线演示的直接依据","NOT_STARTED（非 PASS/REPEAT/BLOCKED 替身）","赛后按 H0->H3 顺序另立授权"
"embodied","digital_body_method","LIMITED","METHOD_CONTRACT_READY_CANDIDATE_INSTANCE_PARTIAL","10_research/space_embodied_robotics/comp_prot_03_a3_g0_digital_body_method/README.md","L8-L12 状态头（DIGITAL_BODY_METHOD_CONTRACT_ONLY; CAD_URDF_SIMULATION_AUTHORIZED=false; SCIENTIFIC_GATE=false）; 交付物表（方法/合同/schema/示例实例 PARTIAL_WITH_EXPLICIT_UNKNOWNS）","98fed05581e940dd2b5772983b7f77d056e5df2a6f0c506c868adaa92882f312","2026-08-27","数字身体四层构建方法（几何+物理+任务语义+证据链）与示例实例存在","不证明 CAD/URDF/仿真已授权或实例未知量已关闭","CAD-SKELETON-G0 证据未补齐","Owner","no","yes","数字样机方法叙事支撑","方法合同级（非科学 Gate）","维持"
"embodied","isaac_mujoco_ros2_integration","PLANNED","DEFERRED_TOOL_EVALUATION_NO_INTEGRATION","10_research/space_embodied_robotics/physics_gated_agent_plan.md","§5 逐项裁决表「立即搭建 MuJoCo/PyBullet/ROS2/Isaac Sim -> DEFERRED_TOOL_EVALUATION」; 另见 PROJECT_CURRENT_STATUS.md EMBODIED_AI 行「无 Isaac/MuJoCo/ROS2/Basilisk 项目集成」","ecba24564e55ff227aaf785857dff8dd8f380a02322c8c4655b5cf7f550c5d10","2026-08-27","确认仓库无任何 Isaac/MuJoCo/ROS2/Basilisk 项目集成","不证明第三方仓库不存在于 80_third_party（其仅为参考入口）","工具选型由赛后科学问题决定","Owner","no","yes","防止过度声明","无集成","—"
"embodied","physics_agent_kb_entry_missing","UNKNOWN","REFERENCED_BUT_MISSING","AGENTS.md","L13 引用「10_research/knowledge_base/physics_agent/README.md」; .codex/agents/space-embodied-intelligence-research-agent.md Startup #3 同引用; 2026-08-27 find 10_research -iname '*physics_agent*' 零匹配","3d2269562678641108bcf68b8cda2a4e8359039b44c6d76cc0b668cde71abe84","2026-08-27","两处权威文本引用的 physics_agent 薄知识入口文件在仓库中不存在","不证明影响范围（其他导航入口可替代；physics_gated_agent_plan §5 显示该入口系 REJECTED_BY_ROOT_GOVERNANCE 后的替代方案但未落盘）","文件缺失或引用过期","治理","yes","no","低（导航完整性）","UNKNOWN（证据缺口）","补建薄索引 README 或修正两处引用"
"embodied","ecomp05_minimal_perception_interface_readiness","PLANNED","CONTRACT_ASSETS_PRESENT_RUNTIME_ASSETS_ABSENT","20_engineering/config/competition_prototype/target_state_envelope.schema.json","pose.covariance_6x6_row_major/covariance_status/valid_until/perception_branch U0-U4（含 U3_PARTIAL_OBSERVATION_BOUNDED_GEOMETRY）/ood/envelope_quality fail-closed 规则; 另见 servicing_to_assembly_transition.md §4.2 失败语义表（过期->WAIT/ABORT）与 skill_contract.schema.json contractState 含 FAIL_CLOSED_HOLD","d0b436bdfe609e65b1cf9be93a1106f2709bb91a6f20139d8d7a7d912798cb8c","2026-08-27","E-COMP-05（审计自定义编号，仓内无此标识）所需字段的合同载体存在：位姿+6x6 协方差+有效期+OOD+失效 fail-closed+结构化技能词表","不证明运行时资产存在：无记录/合成位姿序列生成器、无遮挡注入、无估计器、无与 SAFE-00 的集成演示、无对应机器 Gate","序列源/遮挡注入/集成演示/Gate 全部缺失","Owner（范围决定）","partial","yes","若比赛标题保留「具身智能」则为 P1 决赛演示缺口","合同级（仅 schema+协议）","Owner 决定标题口径后定 P1/P3（见 blockers.csv BLK-E01）"
"embodied","vla_literature_assets","VERIFIED","READING_CARDS_EXIST_ONLY","10_research/research_questions/Q4_embodied_intelligence.md","L29 阅读卡清单（spacemind2026/kawaharazuka2025vlareview/ma2024vlasurvey/kim2024openvla/rodriguez2024lmspacecraft/park2021speedplus/orsula2025srb/visualservoing2024survey）","c38a6eb31dcaa24b55e074df1ce638646d2dd7c9488de76f5165fbde97deab2a","2026-08-27","VLA/位姿估计/空间机器人文献阅读卡存在，可支撑差异化叙事","不证明复现、集成、数据集下载或任何实验结果","—","—","n/a","no","叙事支撑（baseline/工具层引用）","文献层","—"
