path,sha256,bytes
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\msg\VehicleThrustSetpoint.msg,ad5c599e1ea5a90ea60054ff2c5034d716533e5f5ff00b6dbc741f9f2c9a1eee,526
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\msg\VehicleTorqueSetpoint.msg,78ea10ffdc7bf8932b186785a80fb1db0a1966c0f90656e9a64027084e2b74ca,360
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\msg\versioned\ActuatorMotors.msg,859083aaec29cef2f0d6aaff574962800ae2afe3509f0482413a81f1248fd186,788
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\ROMFS\px4fmu_common\init.d\airframes\70000_atmos,7aa5dfab9280cc709d6a6d8f2041885663415a0167d3598dbd862bba1818a456,4675
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\ROMFS\px4fmu_common\init.d\rc.sc_defaults,2622d5c389c383ac07ef6bbf70b7fcf63122d9e2841085f6869da3d8272adc03,607
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\ROMFS\px4fmu_common\init.d-posix\airframes\70000_gz_atmos,9c9e8e230a408aa3747d7a8b884554cf959e186aa541e27e2efb12c1ecbc821b,4386
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\lib\control_allocation\actuator_effectiveness\ActuatorEffectiveness.hpp,236729d53079da1b3f8c41c060a8f0c8a0f882023ada1fbd3c33013903d5b8c7,8057
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\lib\control_allocation\control_allocation\ControlAllocationPseudoInverse.cpp,3200e76a8a150c0dd514c8e4008d7392729bca53bf42e71151a74d364c803499,5828
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\lib\control_allocation\control_allocation\ControlAllocationSequentialDesaturation.cpp,07e60bc11a9948d41c99950fd99fff06368bb6203f05b79d64386a0a04351d7c,7979
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\control_allocator\ControlAllocator.cpp,f000d3ccd8a7675c5eb3045a013ec9aaa08489f31341f56483e21f3ad5cc8a1b,34110
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\control_allocator\module.yaml,7680fb2026b588e5fa1e46d666ab80734c58be51db3454b4ad0ea75dfc87a912,54817
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\control_allocator\VehicleActuatorEffectiveness\ActuatorEffectivenessRotors.cpp,7b658fb98db375e9018c8fcb4e108067b7bfb4fae71419e1ab40b0d419140f4d,9927
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\control_allocator\VehicleActuatorEffectiveness\ActuatorEffectivenessRotors.hpp,11ab9699d2ce5fd2e876ae380feb8a9894ce3f34ee5521fb4a0ab2599c640303,5951
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\control_allocator\VehicleActuatorEffectiveness\ActuatorEffectivenessSpacecraft.cpp,2f64a85b774410df2da0155129be00799c28bf8be66a49823e4fb86f2b40886e,2733
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\control_allocator\VehicleActuatorEffectiveness\ActuatorEffectivenessSpacecraft.hpp,3bfc6e7b89a7fe88461369f0d111f0fd7954c3d7ad9908f056e2c53bbe5d730f,2946
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\src\modules\uxrce_dds_client\dds_topics.yaml,01b21d9d8a9773dbfcce1ce4127ee2cb72b6cad9aa8cedeefcf76f7c4f242120,6696
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4_msgs\LICENSE,1757308f1a82f6203bc448a11462f22b8466b4bdd59bc3dce97f01a478cd4d2d,1520
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4_msgs\msg\ActuatorMotors.msg,859083aaec29cef2f0d6aaff574962800ae2afe3509f0482413a81f1248fd186,788
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4_msgs\msg\VehicleThrustSetpoint.msg,ad5c599e1ea5a90ea60054ff2c5034d716533e5f5ff00b6dbc741f9f2c9a1eee,526
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4_msgs\msg\VehicleTorqueSetpoint.msg,78ea10ffdc7bf8932b186785a80fb1db0a1966c0f90656e9a64027084e2b74ca,360
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4_msgs_tree.json,30c2f57a2aa365774bdc4c595b9b216a9a44f9fe00c3781ac924d93dbeb24b02,92523
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4_tree.json,511e976be26f26237f7ed32af1932aa260eba5581dfd618fe9b78a29992c0a37,5741078
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\SOURCE_LOCK.json,bc7ef454c46880caab3d284eea27d06eefa47049ff4984b44a3e298f6da1f31c,23273
