file,sha256,bytes
coupled_closure/LUG_RESOLVED_RENDER_PACKET_V30.json,f55c2aa818b8cef4638fa589b48fae5899458bbdf860d9b3d280cf406c16b07d,37187
coupled_closure/LUG_RESUMED_compile_COMMANDS_V30.json,319bf05d9d0eceb8aa0811f335300dcbfd5e6c3bd84ea6dda7f3a02acf4db105,889
coupled_closure/LUG_RESUMED_self_COMMANDS_V30.json,672d104bb7f08812384d7bdc4bc5df6b30557fadb655f94e44a6a7ec33483cda,759
coupled_closure/LUG_RESUMED_validate_COMMANDS_V30.json,5e43a31994ef261f540dca795234b75904cbcf649c17d26437c2b1ca664e1e42,737
coupled_closure/LUG_SNAPSHOT_JOB_V30.json,6f1535d532b4ed4d422c3eb094d934cee55f6084157afd8e2e3569c43a02a9ff,1228
coupled_closure/LUG_SNAPSHOT_JOB_V30_snapshot.json,3829509541e237b3bb0d52852e72b3bdcfb6c23ddef7ee24557207177e7cae42,1257
coupled_closure/LUG_SNAPSHOT_JOB_V30_snapshot_iso.json,64ffa03ca9bec418bc6a8720bcc7c78ae03c51c2514fde89260e14ff3df046e1,448
coupled_closure/LUG_SOURCE_LOCK_V30.json,52de364a88fc4d2dbb700a4b38edc46c47e7f8ceade2476559f1d1fb98f6e734,2994
coupled_closure/LUG_SPLIT_SNAPSHOT_PREPARE_V30.json,0b3fe151c2650d64aca9921d049e9975c582f658a3bcbddeffc706bdf8405f26,342
coupled_closure/LUG_TOPOLOGY_VALIDATION_V30.json,a385d110f16bc707927c83ba0d56023580fb6bc4804865ff51c51f17334c2516,174
coupled_closure/main_input_lugs_v30.step,c69529cb948f57c62dc653341ef94d87a031b5fa1542c25f8a611e8fcea3a07b,7595550
coupled_closure/main_input_lugs_v30.step.py,c0aa11ce5a6f64262f0eda3fad2bdf6b08784627e523f1b99c37184bf267a751,4875
coupled_closure/main_input_terminals_v29.step,f857d3d194ce5214432fea3f198b45bdab4df2cddd17c731588a26af50d055f2,5933563
coupled_closure/main_input_terminals_v29.step.py,5b0e1515e021a5b29df52fdef73fdc36d64ac22a8fec3f41e0510edd50b68bc2,2406
coupled_closure/mechanical_parts.py,45a5aa68ca68b736be22e0da91b5714c0824a8b7f61e50fb564654703a0c2220,4597
coupled_closure/README_V30.md,8a01cbacee14f5c506629306e236de89123a08b7f96611ef617155239342db42,5417
coupled_closure/READONLY_REVIEW_V30.json,2aa571635df5b6a85f36a4fe95b71d106ff727053417a57db37b019d91105e2c,1555
coupled_closure/REVIEW_V30.html,f5cfbd562611fc04ccf893964f5cd5387543bcd17893d017a32d5f2ee79bceff,6733
coupled_closure/SOURCE_ACTIVATION_V29.json,728bba48facdaa46134ed6c452e30503f17a0845b034187d0740c5b3f2692d77,1012
coupled_closure/SOURCE_ACTIVATION_V30.json,d056fdc9298cc0daedf60ba2e806469b8f2d5c5ee49e5b757989640a468ab43c,2024
coupled_closure/SPREADER_INSTANCE_PLAN_V28.json,0c6b5ab5a3b93a86588e9e98b37f4566c3fd598ef06cae02972b6b2dbea8bded,4002467
coupled_closure/spreader_v28.step,6f8a080f7d6cda1ec21a7855e164189bed1fd29be821d3d3a16c31ee6fef796e,311872
coupled_closure/TERMINAL_GEOMETRY_INPUTS_V29.json,81c4007293e43c880ef2f0174df2f5bfa979d76019a833531465d06b03b9e341,1315
coupled_closure/VIEWER_V30.json,963691f514b76363080065193061413af7128b3ab2b67449afc3c32d8a68b084,599
coupled_closure/VISUAL_REVIEW_V30.json,27a8020a49e25017fa0e581d96a60f9f7f283071890e194928ebb667544e4abe,2934
CURRENT_WORKING_CANDIDATE.json,c3f7ab244f24a88bdce7c1ca7abfa153bf1e309b0ea32179284a900ddadac267,263
ecad/wp10_brake_ready.kicad_sch,eaed7fe8c6dd3931565adfe2bde664a241bc6ee9727581e1c2f874d3e07efc4b,22690
ecad/wp10_chb_input.kicad_sch,d620c93f880c5d828363e340560da58d4a303cf8e7623bbaeb1d3f66011f21f6,215
ecad/wp10_converter_reference.kicad_sch,845e86ab1d94f34f51b620dac20744ffeeaec5776e3f74071ce7d95865a03f9d,19016
ecad/wp10_main_input.kicad_pcb,cf1674df8399ebee6364bfcbf727cdecf02128ca040d450c2aeed566f5b349cb,205991
ecad/wp10_power_1.kicad_sch,903f8728f1f5d82d64d6e463ee916f31c3e239d4998f02228149d10b5bb1dd90,40549
ecad/wp10_power_2.kicad_sch,24fb05b146b9b83cfd7b9af2a95bc188c88e6b3bcf51b1afd0f784c604b85d5f,24261
ecad/wp10_power_3.kicad_sch,054035dc8489c990925f918d45ae53e8e002e1c9fcb2a302819b3e4f426721b7,37630
ecad/wp10_power_4.kicad_sch,69c02f34c8e735ce3aafa051dfb6cf596c5aff7b10784cd89958d69cb340de56,29525
ecad/wp10_power_5.kicad_sch,2b417435a6d710f46f423cc9df8246be5eae3201f07094b2f6f0cd7c74b4153e,42865
ecad/wp10_power_6.kicad_sch,91c9bb9365ffc6fedbc2979609a71cd9983f31e46cd8c8ad27b799bbd5f298c8,22571
ecad/wp10_power_7.kicad_sch,d21b545f8be0dabfd65ede5bf261b986406f15d98e14e718eba7228f274ee5fc,23830
ecad/wp10_power_8.kicad_sch,433893b7e84248968a36ca3d7cd8e36799b18bc45ca5ad6e726e5b2f1817449d,23830
ecad/wp10_power_9.kicad_sch,6c2e064e35f2362af2c81fa94deee23c675e1db7267eeb6d36b7fdf79106cc77,12528
ecad/wp10_power_declarations.kicad_sch,654aea8e059c876676b429f001ec218877204feb8d34c6d6cee7747b0bf70422,12837
ecad/wp10_stop_detail.kicad_sch,aa572c225a3b21594fb6cd23eb8e59742c1b5d4322df8c17a3be183280acd75f,208510
ecad/wp10_system.kicad_sch,d9c78f95e8fbc900f3e11090d2af2c6897016f52b8c1b7a2d3f8655bb6cf12ba,73433
ecad/wp10_system.xml,2e87c22f9e2b126a9736936a99d46d1e10974506ae26d7399b7f64dc332308e2,371154
ecad/WP10_TERMINALS.pretty/MP_Wurth_WP-THRSH_74651195R.kicad_mod,a19ca6ff2b1d49bfa65a62aee3c80c31024f5f74fdf661330808e3e926944034,5022
history/20260910_V30_before_lugs/coupled_closure/CANDIDATE_V29.json,a13a323ed6c3b7ceb6abede32d9baf8fdf3f5e26080728c1729af78ca9c3cf71,25492
history/20260910_V30_before_lugs/CURRENT_WORKING_CANDIDATE.json,54dff411d85eac7918a3c5ea57d896d8b39b7d88414360b159b6ec03af336cd2,263
history/20260910_V30_before_lugs/power/SELECTED_BOM.csv,fba46213f216bd80c9ca56fa54728a9963d66beac00c674ff4984418e01ea088,17482
history/20260910_V30_before_lugs/README.md,d112a3098e1724b03afeaa75a41d179f739b9e8c8a1482242cbaaa9d70ea5ae5,2172
history/20260910_V30_before_lugs/SOURCE_SNAPSHOT.json,efc9bd5c9b44681b44e2314495527831bfa45b204fcb4d876d9a80d111b96fe6,538
logs/CAP19_SERIAL_lug30_compile_c.json,ceb1bb64f7712e3d39c293619132a99c5d1462db4382b32e1949d3adc3503050,430
logs/CAP19_SERIAL_lug30_contact_a.json,d84c98f61c4a19ab7495a601e29b17b12bf14a82ba135d1243db1d0040debe8f,408
logs/CAP19_SERIAL_lug30_generate_a.json,aad37887e20e6bef072bde2070d154b3accdaf7a1b6251391e1e77d45e6e2d71,422
logs/CAP19_SERIAL_lug30_geometry_a.json,3677215029116aa204cb83a38886afea14375eede05e93bb928ebc7b164319f0,404
logs/CAP19_SERIAL_lug30_geometry_b.json,08e3b2972a7c41677e41dd27d2e76a393fa8c6d95fb1e0250f7d83f544e2e65c,404
logs/CAP19_SERIAL_lug30_geometry_c.json,0f1f0af205dd3a56172f8b0d5ae73e58216bc92efb96b886cd4a3ed3de92f7c4,404
logs/CAP19_SERIAL_lug30_oem_a.json,43031265202e17db9af7ca211c41b125e9f4da6e4198b242be156eade8178bba,408
logs/CAP19_SERIAL_lug30_prepare_split_e.json,1fbdd01d8c729b49a4c6cb12560e38ec7233d251fdf03763385af1958946c132,433
logs/CAP19_SERIAL_lug30_render_split_e.json,88ce86f19b12234b036812b1e41c8fc1f13533b41860ecd8b76b8bd729a8c28a,431
logs/CAP19_SERIAL_lug30_resume_self_a.json,862f5a8ed668596c67bf0b48d17fb0bc3e54c25b999ad395b155ac02fea4adba,431
logs/CAP19_SERIAL_lug30_resume_snapshot_a.json,8608a6e354cdb0cad93613ccbfcc463f0d2ef67a9ffadb6fda8bf850498a5f65,439
logs/CAP19_SERIAL_lug30_resume_validate_a.json,764d30f8f50f89f8b61a0b2862fae9a91b10bb428415bcf41fc89940b9dc2da1,439
logs/CAP19_SERIAL_lug30_snapshot_iso_b.json,9b9722873d22c829cb94fae922097b660bbd2666414383ec3b12bb9ab3141883,440
logs/CAP19_SERIAL_lug30_snapshot_split_d.json,a960fa99a3ebfd0e39075bd10e380598633c92e959883a459fbb0c0e37ea6547,438
logs/CAP19_SERIAL_lug30_split_render_precleaned_f.json,01d3f33b4ee881dd403212ccd7e8988daf3d735402f99882133a832deb4c9379,578
logs/CAP19_SERIAL_lug30_std_a.json,bd50b11c0d41f1eafd33a54de4054770dce27db8d006fd301d3ca4642c226388,409
logs/native_delta_cap19_lug30_compile_c_a1.run.json,27ad9ae10984f4695bee7d5412dd2ba46b420afcdb4aa3aa7949782e1a855aba,1581
logs/native_delta_cap19_lug30_compile_c_a2.run.json,37f3531ae1d686ef7be21af94e841164a4863f54b8fff94c70cb2d6e67dcdc69,3965
logs/native_delta_cap19_lug30_compile_c_a2.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_compile_c_a2.stdout.log,ade22d528328e56bef9345dea72fa4225ea55d69936fe3745efa4494808e338c,43
logs/native_delta_cap19_lug30_contact_a_a1.run.json,9aa6e4211b02d4c178304f58d71017a04f4b008a2d3d7da87a1afb661a7d1000,10053
logs/native_delta_cap19_lug30_contact_a_a1.stderr.log,fa9de926e9d085614180164860271feec7545d13fd6e904bf9aed44e3250d1ce,84
logs/native_delta_cap19_lug30_contact_a_a1.stdout.log,e1dbde2a3b9fd8635caf28cfe72cf97a9f5b904bcd4682405a7ff40dbb8d6002,1639
logs/native_delta_cap19_lug30_generate_a_a1.run.json,e2820e96584c7468c278b02e1fafc5d16ca9a87da8c47e09d3be62b83e9f4245,44489
logs/native_delta_cap19_lug30_generate_a_a1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_generate_a_a1.stdout.log,c0d1b7a1eb212fa70f0c800ef4da748e2e994e69c5539063b2e3a18aef43b1a8,19
logs/native_delta_cap19_lug30_geometry_a_a1.run.json,0b75829502bfddbb4424ab763db302c9b0c6c50d42d083eeb75b31ce2df2a057,11913
logs/native_delta_cap19_lug30_geometry_a_a1.stderr.log,26d6b1736468da8d40675cdc5d9666649ac323250932ee6dfdfa78362bf32ce2,1132
logs/native_delta_cap19_lug30_geometry_a_a1.stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_geometry_b_a1.run.json,c010532276df0c870339a77ece04ceeaba2eef61026a003e8ffbd954ed4e6d19,91161
logs/native_delta_cap19_lug30_geometry_b_a1.stderr.log,ee11f358f9e22d9980900a657bf6d8b4045e689572098ff7b80dd1d9137c6d54,734
logs/native_delta_cap19_lug30_geometry_b_a1.stdout.log,a148e77af91f7e0e088a5ad7e710818e164fe08ace6641278cff2a64d3063c31,2850
logs/native_delta_cap19_lug30_geometry_c_a1.run.json,d89c6151d514e163e03e46064162fa67be05caa3a4aa7f3bdf5637f31a2b88d5,23944
logs/native_delta_cap19_lug30_geometry_c_a1.stderr.log,fa9de926e9d085614180164860271feec7545d13fd6e904bf9aed44e3250d1ce,84
logs/native_delta_cap19_lug30_geometry_c_a1.stdout.log,315ae7045a5f90bf0ce262934b8fa1f33f513eb500ce4019969d4cf87cb2300b,1931
logs/native_delta_cap19_lug30_oem_a_a1.run.json,23fe47a822e9fe87a0b1ff9267322c4f0d978e15d985a490f63749532c52f97b,10245
logs/native_delta_cap19_lug30_oem_a_a1.stderr.log,fa9de926e9d085614180164860271feec7545d13fd6e904bf9aed44e3250d1ce,84
logs/native_delta_cap19_lug30_oem_a_a1.stdout.log,f70469e69eb78f35379ce1410ba556a7a267c2776394849c8c52fcd049a8fa92,4200
logs/native_delta_cap19_lug30_prepare_split_e_a1.run.json,d76655cb5861f982f0404321e92f481aaace01994a1ad2f2485c5f27b55f982d,3959
logs/native_delta_cap19_lug30_prepare_split_e_a1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_prepare_split_e_a1.stdout.log,80a69be4a0b14437d779bc41572a988c94fc28d524e0a1a14c2d5909f357defb,323
logs/native_delta_cap19_lug30_render_split_e_a1.run.json,4c370aa59727e4059514699b06e80131b92da775ea2b133dcf401a7211d15f78,1593
logs/native_delta_cap19_lug30_render_split_e_a2.run.json,1a1b383d41aaf9e2089a9712c22f9ee34679005b545c0cd66218622e2f4b6f57,1591
logs/native_delta_cap19_lug30_render_split_e_a3.run.json,8e1b8a38f48e4e9711823bf2450e5fdb9880a82c72651321d87955694d4d866f,1594
logs/native_delta_cap19_lug30_resume_self_a_a1.run.json,9ecdf3213a8bf311fd647a904944bce2aeed7708eb48768adb2bb2f1652fb999,1588
logs/native_delta_cap19_lug30_resume_self_a_a2.run.json,062fa8758e1399b5e1a7168efd4265161c4c51709ef65d38510b9049fb7baea3,7413
logs/native_delta_cap19_lug30_resume_self_a_a2.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_resume_self_a_a2.stdout.log,7e32e84709ab0f3ac45d990c8d12708925bbbee707a4783a9ded3776ecf02534,40
logs/native_delta_cap19_lug30_resume_snapshot_a_a1.run.json,44d77b227c100859c03189c95c3306eff9dd24aafd0aef4429817fdef4d76d64,20953
logs/native_delta_cap19_lug30_resume_snapshot_a_a1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_resume_snapshot_a_a1.stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_resume_validate_a_a1.run.json,7c6f60c8a517987aa4147710e325fbb1f9942ba5df870dbda919b3c20a6ae2db,1600
logs/native_delta_cap19_lug30_resume_validate_a_a2.run.json,528665c4cc8a94c97f6b30b5bfc4c774d009f20cb2feb8f7514ff5bf35c51d7e,9276
logs/native_delta_cap19_lug30_resume_validate_a_a2.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_resume_validate_a_a2.stdout.log,b13b11a5720ff5d30d49afd07c7939dad3fb11c3eeb3713985c2a739197f6793,44
logs/native_delta_cap19_lug30_snapshot_iso_b_a1.run.json,83bdadc8dc209cb6018ad1578adf19c236e237ae9ae53c65068484808c242f0b,11836
logs/native_delta_cap19_lug30_snapshot_iso_b_a1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_snapshot_iso_b_a1.stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_snapshot_split_d_a1.run.json,b764425deb54a254a8f581cbcf6dc1d44353771b4ac6c24e055460ba102fbff0,12340
logs/native_delta_cap19_lug30_snapshot_split_d_a1.stderr.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_snapshot_split_d_a1.stdout.log,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
logs/native_delta_cap19_lug30_std_a_a1.run.json,d25e6a473cc5e03c498cab818fc939da50fbcd095ecea26e6c3724e7f3cd8617,8782
logs/native_delta_cap19_lug30_std_a_a1.stderr.log,fa9de926e9d085614180164860271feec7545d13fd6e904bf9aed44e3250d1ce,84
logs/native_delta_cap19_lug30_std_a_a1.stdout.log,9179191ffdf33e9b861cdf91e821b58613f69a9849b45000469fa37f2fe2b165,2208
logs/native_delta_lug30_split_render_precleaned_f.run.json,0722fd17ba0c257a0bbba983fad84a421aded67c7aacc92f530aad0ece3dab10,1598
mechanical/CAP_HARNESS_RETAINED_PLAN_V21.json,6d2832a3dcbac517dbe97ed0e5e8d2a74fafd1f31de66fb4bb472ae6459119b6,4001602
mechanical/MAIN_INPUT_PLACEMENT_BOUNDS_V27.json,30bbe690a90f547b30870e5e7e13b0d823cb188f460617a398c94ebbb2549d56,3285921
mechanical/PARAMETER_PACKET.json,fedff4c97098d9336a58a889aa062423a1feae17fa64fa2b81bae75f192a93b5,15770119
power/INPUT_PASSIVE_SELECTION.json,90f4dde993d38a6dbc215e0bfff72798d56fcffa698d639f2d2b18c47dde1628,6975
power/LOAD_SIDE_BRAKE_DEFINITION.json,cacd632a847a7f713a53b5f358baf24d77e62ffb344f28257113fdadc1c98bc7,1999
power/LUG_HARNESS_SELECTION_V30.json,99b0ea39f781c065ac35932941136bb19b1a9ca732b40920ec292d3631b34c9a,3296
power/MAIN_BOARD_PASSIVE_SELECTION_V25.json,7259ea707e7b00d2df83ea5f4a0a9c07d19b05b7292cdcbebb064aea0e97c25e,14700
power/MAIN_INPUT_BOARD_DEFINITION_V26.json,f0960e3986513a7e36735e5cbf5e09a725a114b283ebd785bd3526009cba5ca5,57037
power/MAIN_INPUT_BOARD_DEFINITION_V29.json,0890deb2a8942f142ea430e48b7a989d6956cf0c9690a51fc76bb29da52d2fcb,72155
power/MAIN_INPUT_COPPER_LOSS_V26.json,ab5a54978742fb727ca836836fe87638f764a50e005a2c3104c5a84aa77d5288,6774
power/MAIN_INPUT_COPPER_LOSS_V29.json,e3971f3554a9f2366d222e8da912f67b62d9cf7213e8151ef19c1ffed4e84e72,5281
power/POWER_CHAIN_SELECTION.json,a964ee70818ccb9d3b0430b33ff13878df5ce3c2b9afd697feceda06ab00ef98,5172
power/POWER_LOOP_CALCULATIONS.json,d5ebd552a74f28a96440042277dc68b53221ed5b0a3e17848b8cad0cced8ac20,70356
power/POWER_LOOP_PARTS.json,2f08c4caebc08ab0fe031bf470f82610b0677cff2ba9bea2324bd2d8534cd9af,34738
power/SELECTED_BOM.csv,facfa1b97d929a6d78621fc14a40889246825d1d8d89c642d7ccb74e908ad251,18682
power/SHARED_BATTERY_PATH_DEFINITION.json,bed7ccbc917d1634eea95ebb0763e2cc58f880dceb4f0ff0ff758e8792f40961,4977
power/TIMER_PASSIVE_SELECTION_V24.json,9812c1acf223141650244e651016e6a7205a1d0b2081e0104d5312c013fa974b,5675
README.md,0f138fa6f3f6048f95f4b61c9d6eb733870e3f0189da2e9c12089d6d06d4d55e,2472
results/BACKGROUND_MEMORY_CLEANUP_lug30_resume_20260911_b.json,488d319d8d9b75e560a624818f988ac6916295e9f361c4061dd6a4f74abeb2fa,4114
results/CAD_POOL_RESIDENT_TRIM_V30_a.json,dfde181648f54b49d73c7768a73d7404cd814059b65bf7a38bbe6a8956995b0d,850
results/CAP_HARNESS_RESOURCE_lug30_compile_c_V19.json,0657b1f13ac6cbfe77848176a81d45b6b4dc3c07467b57de0802ea806a855d67,6876
results/CAP_HARNESS_RESOURCE_lug30_contact_a_V19.json,9d383306ab33b17d21824324c788be7cfc062255a15e77046b11759f6744280a,380
results/CAP_HARNESS_RESOURCE_lug30_generate_a_V19.json,a23a00bb799c170929d35e83a630acd4c08b28aa5fafb1a2c3b5bdea7d859107,377
results/CAP_HARNESS_RESOURCE_lug30_geometry_a_V19.json,2296190664a3828177f82e052d943ecf00d6d16038d195995439e8af9858ad60,383
results/CAP_HARNESS_RESOURCE_lug30_geometry_b_V19.json,f2b97af24d4177c4ed7986f676f80cb80bd8baf0f713c0b029f86a293f8c0106,385
results/CAP_HARNESS_RESOURCE_lug30_geometry_c_V19.json,35a8a7ed3749173f38c157bb3da68b226b401a553e9f0e91fb59453abf9dc389,381
results/CAP_HARNESS_RESOURCE_lug30_oem_a_V19.json,5a176573051628fdc9c946535bb57d4468c02266915773cc24e7dfc061cb092f,371
results/CAP_HARNESS_RESOURCE_lug30_prepare_split_e_V19.json,f0d78147ef96f48b1b709e368d61bf22b723a079189a060e35c62de2f20a6ddd,386
results/CAP_HARNESS_RESOURCE_lug30_render_split_e_V19.json,28115b02737bbd1e9cbde0f1b7fb196db841a8b5a7ce77f09b7a386e516343b4,10617
results/CAP_HARNESS_RESOURCE_lug30_resume_self_a_V19.json,35f4b7eae563e60b79bb5f032685866eddd40b436687e16194be8134ee66a437,5825
results/CAP_HARNESS_RESOURCE_lug30_resume_snapshot_a_V19.json,d0955722c937f0dd9a45165dcb2019d9823bd1e6131feb960a3f3be2e6bfb9f7,405
results/CAP_HARNESS_RESOURCE_lug30_resume_validate_a_V19.json,65823029185b97a364d9799b630955fe572aa9f2f0846d364958a8016878266a,3901
results/CAP_HARNESS_RESOURCE_lug30_snapshot_iso_b_V19.json,6298ec2003cb4c4f0163e0c018ceca1670366c2e4dd2e3d6051b8ae7720d980f,402
results/CAP_HARNESS_RESOURCE_lug30_snapshot_split_d_V19.json,e49d402a08aae9e12eedb08ea6d926dea180fb34edbbd490c64c1f960c0679b5,398
results/CAP_HARNESS_RESOURCE_lug30_std_a_V19.json,45ee7aa2df1469792d744125be9bb98895b77f3140fcee54a6c48fe89329d539,376
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_compile_c_a1.json,4bc782ccadc0b141b3ca3f18aa1b2bd9f0b737ce1b33e96f51fd7936432aa14d,15228
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_compile_c_a2.json,fb9f961acc633c741be45adc963e51c95158f0ce3c9cd0f3387290e1d404fb09,15187
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_render_split_e_a1.json,89c79ca95ec7ca29b294bd6be0c45c4ac23384d639deadf01329e6380267b3c2,15193
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_render_split_e_a2.json,af2a64099f65f7e8fc42f4db5352af62cd69baca2167ad2a8be93d404b8d16f0,15245
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_render_split_e_a3.json,a59ec9a540a55596d55e20654783ce0c5d69cc2dcca573065f4e32a4f25429ec,15255
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_resume_self_a_a1.json,b44176624876d88d3af0c74da4d9512d5abcf5c9730740c625d2b2d83b5a10f6,15253
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_resume_self_a_a2.json,5a1ccf64dea957c6470109dd9e5b1076f0daf418a90005052883a595c3e90e08,15172
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_resume_validate_a_a1.json,14cebc53179b35bc8844c9dd1afe0927965ba57eedff3379049d4f5b9e8eba16,15234
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_CAP19_lug30_resume_validate_a_a2.json,dbb059da8bc89515c1f1bfa36bbd453a82bbf5ef3b023178f58279b57724f6b1,15234
results/CAP_TERMINAL_MEMORY_RECOVERY_V17_lug30_resume_20260911_a.json,64d7c49d2d94b3ecd9dff9c700e3e43e0313738bc04cf6104c417e3befabce47,15233
results/COLD_PATH_GEOMETRY.json,ee320106d1241ec2784461469660d99244630642418c868291eb79885bd42f72,15246
results/FIXED_HEAT_GEOMETRY.json,b36eeb9c1c66de1f082d1cf8c0dfee153941952864657ace86b3dd775703cd9e,10334
results/LEGACY_POOL_ORPHANS_CLOSED_V30_a.json,6696b787cdeaa019afded6022df3b7a3da1c9eb7884f556e27c09d8632eb723b,1227
results/LEGACY_READONLY_CHECK_STOP_V30_a.json,ffac2b03aa22e6b05878674e50672c5c6e68bb5b867ab69d4ded6f7626dcba65,385
results/LIVE_RENDER_POOL_TRIM_V30_a.json,8ea760636f7cfc03a4086af29be0ad8596a47f3b17fae0518233939c30980254,746
results/OBSERVED_WORKER_RECLAIM_V30_a.json,0dcf0d0600aac128013a04c9ee34c36dc88fd28d280d95f1894813b539377cbb,720
results/ORPHAN_WORKERS_CLOSED_V30_a.json,e84cfa004f8b23cad15ef40c35fac30cd286a1917e0226bf8971eca40bb7bb3e,670
