job_name,case_id,mesh_level,series,element_type,material,load_variant,n_xy,kz,grid_pitch_mm,nodes_structural,elements_total,stage_a_layers,applied_Fy_N,applied_Mz_N_mm,peak_von_mises_ip_MPa,peak_von_mises_element_averaged_MPa,peak_von_mises_nodal_averaged_MPa,surface_nodal_collar_12_25_max_MPa,surface_nodal_far_field_max_MPa,surface_nodal_far_field_node_count,peak_mises_element,peak_mises_zone,peak_mises_centroid_x_mm,peak_mises_centroid_y_mm,peak_mises_centroid_z_mm,peak_at_point_constraint,peak_at_stepped_boundary,far_field_peak_element_averaged_MPa,spider_patch_max_MPa,spider_collar_12_25_max_MPa,spider_collar_12_25_vol_mean_MPa,model_volume_weighted_mean_mises_MPa,peak_disp_magnitude_mm,peak_disp_node,rp_U2_mm,rp_UR3_rad,sum_RF1_N,sum_RF2_N,sum_RF3_N,residual_force_norm_N,residual_moment_about_RP_norm_N_mm,reaction_force_rel_residual,reaction_moment_rel_residual,ALLIE,ALLSE,ALLAE,ALLWK,artificial_energy_fraction,utilization_pct_of_candidate_typical_yield_element_averaged,solve_status,dat_bytes,dat_nonzero,odb_bytes,analysis_warnings,numerical_problem_warnings,negative_eigenvalue_warnings,error_messages,total_cpu_time_s,deck_sha256,deck_sha_matches_sidecar,solved_deck_identical_to_decks_dir
fea1b_arm_maneuver_qs_t3_tt_fine_c3d8i,ARM_MANEUVER_QS,T3_TT_FINE,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,3,8.0,8416,6168,6,0.31050820236037147,217.35574165226,0.014416075311601162,0.010808876926509803,0.014629497928576905,0.006954600882352471,0.0016189350029169438,36,6049,ESTAGEA,44.0,-12.0,30.08333396911621,True,True,0.0028891091321014846,0.010808876926509803,0.007118637735399789,0.0016097135696613609,0.0008361518092524109,4.31062351922805e-06,24008017,5.203518753660319e-07,7.423901138281508e-08,-5.646011658200223e-09,-0.3105081956774143,7.801190804457292e-10,8.783390586560048e-09,1.2382885799419271e-06,2.8287145137525765e-08,5.697059440569196e-09,8.148924280249048e-06,8.148924280249048e-06,0.0,8.148924280249048e-06,0.0,0.003916259755981813,COMPLETED_SUCCESSFULLY,51446,True,6703364,0,0,0,0,0.5,CED782942C9BAF69DBD434D0C38EFEAD6D31372FD64968D4BE0D1DB88A8325D5,True,True
fea1b_arm_maneuver_qs_t4_tt_ultra_c3d8i,ARM_MANEUVER_QS,T4_TT_ULTRA,THROUGH_THICKNESS,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,32,4,5.0,27089,21952,8,0.31050820236037147,217.35574165226,0.015310194343328476,0.010619964614194878,0.016059999532328496,0.009438739288002325,0.0027313910450479733,84,21614,ESTAGEA,47.5,-12.5,30.25,True,True,0.0030107492152261443,0.010619964614194878,0.00853806257832228,0.001535103335506437,0.0007537330332555187,3.483785174369313e-06,31012027,4.072552144407382e-07,5.700642446981874e-08,4.874928571929615e-09,-0.3105082027499311,-4.240387596610162e-09,6.472833401080798e-09,9.395576258420901e-07,2.084593370441312e-08,4.322672217903753e-09,6.258565008465666e-06,6.258565008465666e-06,0.0,6.258565008465666e-06,0.0,0.003847813266012637,COMPLETED_SUCCESSFULLY,90134,True,22659948,0,0,0,0,3.1,A35E458CDDBAB1E42E38C20D19F839C4B4D0DC5D4E0BF5474AD275A4D1C7F2B2,True,True
fea1b_arm_maneuver_qs_z2_zr_n20k2_c3d8i,ARM_MANEUVER_QS,Z2_ZR_N20K2,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,2,8.0,5983,4112,4,0.31050820236037147,217.35574165226,0.01319925021380186,0.009628775939115168,0.013416985185441965,0.006896278328956119,0.0014811683405835318,36,3993,ESTAGEA,44.0,-12.0,29.75,True,True,0.002863728952271038,0.009628775939115168,0.006597239299972643,0.0015987244001347584,0.0008307679783193479,4.258443741413905e-06,17008017,5.137971470503544e-07,7.333309071100302e-08,2.0387151966616557e-09,-0.31050819745917124,4.157158173256903e-09,6.7424096108829944e-09,5.925355413664955e-07,2.1714111123730795e-08,2.7261094501679777e-09,8.049452844716143e-06,8.049452844716143e-06,0.0,8.049452844716143e-06,0.0,0.0034886869344620177,COMPLETED_SUCCESSFULLY,51446,True,4626596,0,0,0,0,0.3,0B20EB3A9B2F37BE74D098449493A0B475003D80D0464E45BF0A816D01F4E86C,True,True
fea1b_arm_maneuver_qs_z4_zr_n20k4_c3d8i,ARM_MANEUVER_QS,Z4_ZR_N20K4,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,4,8.0,10849,8224,8,0.31050820236037147,217.35574165226,0.015148123726248741,0.011508685304760539,0.015314860751589787,0.007002378377377318,0.0016963088737980464,36,8105,ESTAGEA,44.0,-12.0,30.25,True,True,0.0029778714038745705,0.011508685304760539,0.007422226932433592,0.0016142928409086132,0.0008386839239433656,4.3347370124717476e-06,31008017,5.234346645011101e-07,7.465673945716844e-08,1.7093015891589403e-09,-0.31050820049625827,-1.6856631646078313e-09,3.03942268185179e-09,1.0716209000484256e-06,9.78854232753658e-09,4.930262674003225e-09,8.194801011995878e-06,8.194801011995878e-06,0.0,8.194801011995878e-06,0.0,0.0041698135162175866,COMPLETED_SUCCESSFULLY,51446,True,8780012,0,0,0,0,0.8,3326ED9AB6520C4F467E1A0A0B27D696F368E3EB2EE18BC60BDE9ACD319F8C61,True,True
fea1b_arm_maneuver_qs_z6_zr_n20k6_c3d8i,ARM_MANEUVER_QS,Z6_ZR_N20K6,Z_REFINEMENT_FIXED_INPLANE,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,6,8.0,15715,12336,12,0.31050820236037147,217.35574165226,0.015993280336260796,0.012327323441641056,0.01605373509136538,0.007060341256508773,0.0017804404754935698,36,12217,ESTAGEA,44.0,-12.0,30.41666603088379,True,True,0.0030418656429700617,0.012327323441641056,0.007763855730750256,0.001617886901705179,0.0008409485774952625,4.358446648683598e-06,45008017,5.265152935862716e-07,7.506574206672667e-08,5.007423364844499e-09,-0.31050820566872517,-3.960536787417368e-09,7.190642851476788e-09,7.57261724560396e-07,2.315765830601611e-08,3.4839738706875897e-09,8.239728231274057e-06,8.239728231274057e-06,0.0,8.239728231274057e-06,0.0,0.0044664215368264695,COMPLETED_SUCCESSFULLY,51447,True,12933428,0,0,0,0,1.6,6B58B1623FD028C1058D780F9987BAEBE35D2740B87528E09B4491EBC9CD26D4,True,True
fea1b_capture_150kg_qs_l1_mm_coarse_c3d8,CAPTURE_150KG_QS,L1_MM_COARSE,MESH_MATCHED,C3D8,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,10,1,16.0,966,468,2,13.55266,19073.267958599998,1.2050114870071411,0.5035832713458709,1.3491261330105107,1.0243579830147889,0.2809931293734753,12,443,ESTAGEA,40.0,-24.0,28.75,True,True,0.0670112888463871,0.5035832713458709,0.49767964907308804,0.19557997133215396,0.07532863058054565,0.0005092866101493987,10004009,3.028680475836154e-05,9.471705197938718e-06,3.5262200981378555e-07,-13.552659258552012,6.925110938027501e-07,1.0740851991068894e-06,7.855853819309234e-05,7.92527222779063e-08,4.118777042487408e-09,0.09053342044353485,0.09053342044353485,0.0,0.09053342044353485,0.0,0.1824577070093735,COMPLETED_SUCCESSFULLY,32675,True,825632,8,8,0,0,0.0,A31FACC75DE06A35FB2B0E76CBF144F295BAAAF31AECED9280891D34AAB2EAFB,True,True
fea1b_capture_150kg_qs_l1_mm_coarse_c3d8i,CAPTURE_150KG_QS,L1_MM_COARSE,MESH_MATCHED,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,10,1,16.0,966,468,2,13.55266,19073.267958599998,1.0457748174667358,0.5502959495686808,1.1086330618000517,1.0184495519763708,0.46816895011734283,12,448,ESTAGEA,56.0,-8.0,28.75,False,True,0.0874269256874687,0.4995217506044607,0.5502959495686808,0.21107842168482277,0.07774544997518036,0.0005467301813326084,10004009,3.386534081073478e-05,1.0164478226215579e-05,-7.198104867711663e-08,-13.552660637215013,-1.5034893294796348e-06,1.6345349210936348e-06,7.803597332709349e-05,1.2060620727544519e-07,4.091379279967995e-09,0.09716439247131348,0.09716439247131348,0.0,0.09716439247131348,0.0,0.19938259042343506,COMPLETED_SUCCESSFULLY,32752,True,825636,8,8,0,0,0.0,01779DD30CFFBDCBCEDB6DFA0DB745C3C4E2CE36B5482B176182D28B9F5C32B6,True,True
fea1b_capture_150kg_qs_l2_mm_medium_c3d8,CAPTURE_150KG_QS,L2_MM_MEDIUM,MESH_MATCHED,C3D8,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,16,1,10.0,2362,1336,2,13.55266,19073.267958599998,0.7598731517791748,0.4956795641410595,0.8254095414069093,0.40042659445006473,0.13011314034442345,16,1258,ESTAGEA,45.0,-15.0,28.75,True,True,0.25963313237923363,0.4956795641410595,0.4392978923755351,0.13671766015732267,0.06765821982991684,0.0003254542555340449,10006014,2.0400877474457957e-05,5.501568921317812e-06,5.559122655540705e-07,-13.552660921415736,-9.047835192177445e-07,1.4059440327742608e-06,7.285097080874616e-05,1.0373934214938328e-07,3.8195327076028515e-09,0.05260469391942024,0.05260469391942024,0.0,0.05260469391942024,0.0,0.17959404497864476,COMPLETED_SUCCESSFULLY,42681,True,1763560,0,0,0,0,0.1,5793A5C512C2CB313B4148F28EEBE37A7ECCA4FA035D234B36081ABFFE37C2D1,True,True
fea1b_capture_150kg_qs_l2_mm_medium_c3d8i,CAPTURE_150KG_QS,L2_MM_MEDIUM,MESH_MATCHED,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,16,1,10.0,2362,1336,2,13.55266,19073.267958599998,0.7350426316261292,0.5376644189334727,0.8046669435390092,0.4410834776255624,0.12310320785351112,16,1258,ESTAGEA,45.0,-15.0,28.75,True,True,0.26477604475061745,0.5376644189334727,0.4528582623594816,0.13776631388050697,0.06883038800018014,0.0003342645394180378,10006014,2.0827479602303356e-05,5.642605174216442e-06,-2.3855022845964413e-07,-13.552660047382233,1.56327587319538e-07,2.8911866436269883e-07,6.444670082250798e-05,2.1332982924584462e-08,3.3789018726310835e-09,0.053952593356370926,0.053952593356370926,0.0,0.053952593356370926,0.0,0.19480594888893937,COMPLETED_SUCCESSFULLY,42750,True,1763564,0,0,0,0,0.1,C9EC8BC628BF385C797FA12F41A999E17B1D6FDC452559C0E0EF56B6199EDEF3,True,True
fea1b_capture_150kg_qs_l3_mm_fine_c3d8,CAPTURE_150KG_QS,L3_MM_FINE,MESH_MATCHED,C3D8,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,1,8.0,3550,2056,2,13.55266,19073.267958599998,0.9206761717796326,0.5976717229630084,0.9475323412359088,0.5103897438842755,0.10617579106302327,36,1938,ESTAGEA,52.0,-12.0,28.75,True,True,0.224089909257594,0.5976717229630084,0.4605863412852454,0.1362215247192047,0.0707574032829571,0.00033323668767101653,10008017,2.1281130102579482e-05,6.098038284108043e-06,9.910064591167611e-08,-13.552660043582364,3.78919139620848e-07,3.9408130490600604e-07,5.821887659584194e-05,2.907778287849072e-08,3.052380783524381e-09,0.05829896777868271,0.05829896777868271,0.0,0.05829896777868271,0.0,0.21654772571123493,COMPLETED_SUCCESSFULLY,51373,True,2549944,0,0,0,0,0.2,BC4268F128573A21BD06DAD8AD29B35B9BD84911BA6424E90688F5F43DC310AE,True,True
fea1b_capture_150kg_qs_l3_mm_fine_c3d8i,CAPTURE_150KG_QS,L3_MM_FINE,MESH_MATCHED,C3D8I,AL6061_T6_CAND,ENVELOPE_COMPONENTWISE_MAX,20,1,8.0,3550,2056,2,13.55266,19073.267958599998,0.8998388648033142,0.5996464945061591,0.8911963489226407,0.5757559889091779,0.10575073344132141,36,1937,ESTAGEA,44.0,-12.0,28.75,True,True,0.22560250275747679,0.5996464945061591,0.455596668506076,0.13602890518837227,0.07120398446305144,0.00033679739968762334,10008017,2.1446441678563133e-05,6.155125902296277e-06,9.628917041482055e-08,-13.55265986343511,-3.30070179188624e-07,3.6995661432678707e-07,7.769365036617236e-05,2.729771235512343e-08,4.073431492432888e-09,0.05884451046586037,0.05884451046586037,0.0,0.05884451046586037,0.0,0.2172632226471591,COMPLETED_SUCCESSFULLY,51442,True,2549948,0,0,0,0,0.1,99ABA081022EB917C40928578A2FCAC97F6A95BCE9E3C68422C93DBE70B37347,True,True
