sha256,bytes,path,role
58CDD8933C08EE93F7C1F12905B339EA41B56A0DFCF8093EEF0DCFE68CD43A57,6966,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/README.md","corrected system binding scope and reproduction"
509127D151BE7C60B74C54A12E629C0CC673126DEC5DF158177AED9E72009634,20629,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/BINDING_INTAKE_GATE_V1.json","mount scene clearance intake schemas PASS; execution pair edge path release HOLD"
9813BF4440F5272640C0A72F2C8016F5177D4C389B6A6D88E00935F1702B8DE9,7967,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/BINDING_INTAKE_SHA256_V1.csv","binding intake source and product manifest"
4BC46D23E366C9AB94D1EB270E1BD95C580F6B943F299555F61332BC0E3199B5,2231,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/URDF_CONTENT_IDENTITY_AUDIT_V1.json","accepted URDF raw CRLF versus LF-normalized identity audit"
664EA6181ECCCA81C05FAFF4D949E90ECF452CB9B8B1CAB89282CD26261DA59A,3539,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/PROVISIONAL_MOUNT_REBIND_CANDIDATE_V1.json","configuration-metadata-only mount candidate; execution fields null"
725EA607DAE3C268945B457CAE68D90134FB4B13F94882BE70912B4A70D36352,5465,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/SYSTEM_SCENE_STATE_INTAKE_V1.json","M01 scene intake 0 of 9 bindings and event partition requirement"
51BF794D0DFFE8B877048EF367B7CCE54EAF3FF37BD1E5F79CB595DCC5AFFAB1,4845,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/CLEARANCE_POLICY_INTAKE_V1.json","clearance policy intake 0 of 11166 numeric rows; no defaults"
9C2F585617CBCBC4D1965AFEC938D986510A446EDDFAC2D42B5CB4582E3C57B1,22815,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/build_binding_intake_gate.py","metadata-only deterministic binding intake builder"
29DCACA1914FFCA6FAD1A19CD8439EA4B26417896013D004738A34305906B1D0,5674,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/test_binding_intake_gate.py","20-test adversarial intake suite"
2F202387400808D747B8292ABC54CA359D4166C6A87B4F14BCA5EC5C7E6B1581,3023,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/README.md","binding intake scope and reproduction"
8B6C877AF2B2397102D87381F35BE8D78151DF1E97B57A1C45FE4C8972D153FC,82437,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/B601_ROUTE_C_BUILD_RECEIPT_V9F.json","V9F motion-class source receipt; no current system authority"
D6E33CB5993BA056E1368F72487B4972E4316E83655FB5AF33035FCC1761AAE2,10277,"20_engineering/F3R2_MECHANICAL_TERMINAL_CLOSURE_20260807/04_configurations/F3R2_ARM_INITIAL_POSE.yaml","legacy mount candidate embedding old URDF 408147; reissue required"
B8570DD43DF1289F7AE0F701CA60D76B17DEC8008307DD99B93EDC0C58032C98,4819,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/ODR60_OPTION_A_PREFLIGHT_SHA256.csv","Option A static preflight manifest"
664E7E8FF98839858D4234730F6BB78496006DF3D33F54FF1425D804D7D8436A,8344,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/ODR60_OPTION_A_PREFLIGHT_GATE_V1.json","Option A static preflight gate; proxy local PASS and pre-search HOLD"
EF5E92A41AAEBF9EC6C3643B85B0ADC9B8E6567A0BEA5A692953FF148FF31EAE,12661,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/ODR60_OPTION_A_PREFLIGHT_INPUTS_V1.json","Option A hash-pinned preflight inputs rebound to V2 proxy"
595900AE2EC33708F81D0154FE094E1C86F0334D226726CC43D0F62DD04B38C9,13604,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/M01_COLLISION_SEMANTICS_DRAFT_V1.yaml","Option A 150-object 11175-pair fail-closed collision semantics"
386C7590787014696915B285CF2C8A040AE1E70312D4247E19992F873EA77919,16512,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/validate_odr60_option_a_preflight.py","Option A read-only validator; no path generation"
FAAA845913CE5C5CAD31DE6CAA30FC14739BDF4EE5CA376D243EDD93AF22F669,3041,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/test_odr60_option_a_preflight.py","Option A validator regression tests"
5A72A393E2521AF4905F5142835E81E1342F46D22E56A24491BDE187AC6307B9,5422,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_PREFLIGHT_V1/README.md","Option A preflight explanation and reproduction"
81D9201F2A7F62C450C45A067E586BAD722688F300F4D3AC816427BF30C0D763,7336,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/ODR60_OPTION_A_COLLISION_AUTHORITY_GATE_V1.json","Option A collision aggregate gate; base proxy local PASS and system HOLD"
CAE2975117CB91C8BB4B6E82734022F60CA6895C2A1E04D0BDE11CBCFFA846A6,3302,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/ODR60_OPTION_A_COLLISION_AUTHORITY_SHA256_V1.csv","Option A collision authority manifest"
AC975D11CC4715277E34FCFF7ABF049BC57334FD8F03AAB223BBED0877B1694F,247325,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/system_registry/M01_SYSTEM_COLLISION_REGISTRY_V1.json","150-object active collision registry"
6B48C382D10E2C89EE56544707248B4D37DB55CB3BDABF5BAE39AF8AC470E47C,6036,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/system_registry/M01_LOCAL_CONTACT_WINDOWS_SOURCE_V1.json","registry-owned normalized candidate windows; no downstream hash cycle"
C1F64FB26D4E563EEF6BF798EE163645FE16766CC3C510552769DB7FDF97306C,1416771,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/system_registry/M01_PAIR_COVERAGE_V1.csv","all 11175 unordered object pairs"
F5E91371648756D43FF7CF6C03028FA95174428D088BAAC08254FAD8D5DCC3FF,2872,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/system_registry/M01_SYSTEM_COLLISION_REGISTRY_GATE_V1.json","system registry structural gate; 11166 unassessed fail closed"
D038C641D196B7B89318F120D64BB3A88C219E26699A4B2C33CFDC7225C3152E,4272720,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/base_link_proxy_v2/B601_BASE_LINK_OPERATIONAL_COLLISION_PROXY_V2.step","STEP-first base_link operational collision proxy V2"
5871D0AF4F9E31BF19240E4C8E885CB4715DA8936FF74BBB34F2367655BBACDA,7325,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/base_link_proxy_v2/BASE_LINK_OPERATIONAL_COLLISION_RECEIPT_V2.json","V2 local geometry receipt; no pair or path authority"
95B8C76F212E1A5F37A729A19AAC89BEC4A7C010A82B4BF3AE79CC65D637124C,3644,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/base_link_proxy_v2/BASE_LINK_OPERATIONAL_COLLISION_VALIDATION_V2.json","independent V2 local geometry validation"
A0C5F9FAB58A748F2F89DC7CE398684B5A8C1205426C153C6752C56226250428,5398490,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/base_link_proxy_v2/BASE_LINK_OPERATIONAL_COLLISION_V2.npz","canonical V2 proxy mesh data"
70C233379398BCC39CE7357076510EB8FC66CD801DB79ECBD59058F620259FA9,10374584,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_COLLISION_AUTHORITY_V1/base_link_proxy_v2/BASE_LINK_OPERATIONAL_COLLISION_V2.stl","binary V2 operational collision mesh"
67374EA72CD6B39912CF1291E67CD9FD2780BAE5E0B50619847C50681A5878EE,3339,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR-58_RECORD.json","consumed prior owner authority"
FE5274C5E588E2BC4E9C32BCC87FEB2E19CE85C876049200305D7C0FC02CC4EF,5636,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR-59_DECISION_REQUEST.json","open TMG-2 decision request"
5C73438C86A6F217E9B5EAC30F875759F265ACF3C33944203151A6906DB3A86A,9780,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_TERMINAL_CURRENT_FRONTIER_V3.json","Route-C terminal frontier"
09611DDB8ADC96D82C7446B5EDD7877C075DCCEBE9166550014282DDD25054D5,6898,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_TERMINAL_RULING.json","Route-C terminal system ruling"
09C3199BD9824DFDBB9782C20BE200F31760F44A89EF68D16F32D0E213F191A0,7653,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_MANDATORY_M01_FALSIFIER_GATE.json","exact negative witness"
1E280DAA5FAE439F61F41C27EED0D263ED9004E956D1FE03BF0ED2646775E213,5076,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_TERMINAL_RED_TEAM.json","independent terminal audit"
D0DC8F15FD779EAE1F888731483FD7870507BB60404D7E57BF0D1EE2367003CC,4018,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_TERMINAL_SHA256.csv","terminal package manifest"
C06A40DE171F0517ACB34CCC14C918A9A4252F7B55A425B2CBAC95229B44A98A,3835,"20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/04_mission/B601_MANDATORY_MISSION_TRAJECTORY_CONTRACT_V1.yaml","mandatory mission trajectory contract"
1BC2B7483CD8025D08BA6EADFD9E1F3B0477121714E7CF4DDC1794D9E471C164,11321,"20_engineering/cad/spacecraft_layout/arm_b601_v1/arm_b601_v1.urdf","accepted B601 URDF"
FE4D5AE61DF208E898532BD9E8F7F1341BAE8E3D476CA45B1E5ABDAC6C4F6DC5,6275681,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/B601_ROUTE_C_GUIDED_DRESS_PACK_V9F.FCStd","rejected V9F source geometry retained"
A90123580F73A7FF2DCE3F7A5BDB31DC31A1741D69A3CBFE837CB4DB53A00F25,86422,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/MANIFEST.json","V9F exact-sweep mesh manifest"
1E70D6F95141C136480EE6F0601DA044C69437EF9AB7066B8A72E8550027CC51,24762,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml","physical capability registry"
9F26AC9A8DE5E2EEB57103F07B769EB43AC30A8FBAFD90FE8DF5D501FA8C8A7F,146951,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_EXACT_SWEEP_V9F.py","current exact evaluator source"
87A0537D1AFD50C04FC441FDE11DD4F2EBBB368FE27F6C10FDA8567BE696D968,35114019,"80_third_party/vendor/reBot-DevArm/hardware/reBot_B601_DM/reBot_B601_DM_v1.1_20260425.step","vendor B601 STEP"
02B00FC7331603C36756BAE539AF4C79D8CC6A2206C33CF3DFE53606D4ECC252,34506,"80_third_party/vendor/reBot-DevArm/hardware/reBot_B601_DM/readme.md","vendor B601 README"
13722965D5C558D3439A7CB1E77ABBF3C2094B88E9D62F80D664D0C4C90D4E21,54345,"20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/07_release/MECHANICAL_TO_EMBODIED_HANDOFF_GATE_V2.json","handoff 11/12 gate"
B105766EC1F19EEC25D4A40F4D4AFAEAB3955AE9E0EDFFCD691754E5A3DBB8E8,6716,"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/interfaces/MECH_RL_SYSTEM_INTERFACE_V2.yaml","current Sim13 system interface instance"
4A813F2EE3B0585D63FA591415AB3B256F112D056BA89C879E02D7BCD068B6E4,1913,"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/results/SIM13_20_OF_20_GATE_V1.json","newer Sim13 20/20 negative-control gate"
A38F82538BF7776B0F7DC7319C851BA0FEE3805C5AB59606B5CBE4776306C5C6,26341,"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/evidence/SIM13_V2_FULL_REGISTRY_20_OF_20_V2.json","newer Sim13 full negative-control evidence"
2C2FFC7A55244A33F03D905814AE101C1BD29E5600E70F1AB120FDB0357F64AF,3525,"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/results/SIM13_V2_BACKENDS_PACKAGE_VALIDATION_V1.json","Sim13 10/10 package validation and 61-test evidence"
144E09124CE293E8A6598346331DF21886861D1A74B770CB9CCF251644BA6E5C,11419,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/loop_b/sim13_post_terminal_handoff_addendum_v1/SIM13_POST_TERMINAL_HANDOFF_ADDENDUM_GATE_V1.json","append-only Sim13 post-terminal backend and handoff lineage gate"
4058636020EDCE7DEFAC0D294BEEBD28726425069EA37DA9AF0341440AC00845,6428,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/loop_b/sim13_post_terminal_handoff_addendum_v1/SIM13_POST_TERMINAL_HANDOFF_ADDENDUM_SHA256_V1.csv","Sim13 post-terminal addendum manifest"
14D30FD40AC60253C0716A71BA46950E1DF6B8E69DCE3F12690319B970A48674,5166,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/00_RELEASE_GATE.json","immutable historical release gate"
