instance_id,quantity,native_part_id,source_step,source_sha256,native_part,status,interface_material,source_doc
WP10_BOTTOM_0_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_0_WASHER,1,C11,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_washer.step,fdb40116a39b833ddaeb002b95012f55a1d61cbb705a4b6e8f5fe66d32dcb7f1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C11.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_0_NUT,1,C12,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_nut.step,a2fea4cd0f4c3e250a90333e714665fc04318696ff1fa5c164f0c236366125ee,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C12.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_1_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_1_WASHER,1,C11,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_washer.step,fdb40116a39b833ddaeb002b95012f55a1d61cbb705a4b6e8f5fe66d32dcb7f1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C11.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_1_NUT,1,C12,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_nut.step,a2fea4cd0f4c3e250a90333e714665fc04318696ff1fa5c164f0c236366125ee,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C12.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_2_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_2_WASHER,1,C11,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_washer.step,fdb40116a39b833ddaeb002b95012f55a1d61cbb705a4b6e8f5fe66d32dcb7f1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C11.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_2_NUT,1,C12,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_nut.step,a2fea4cd0f4c3e250a90333e714665fc04318696ff1fa5c164f0c236366125ee,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C12.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_3_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_3_WASHER,1,C11,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_washer.step,fdb40116a39b833ddaeb002b95012f55a1d61cbb705a4b6e8f5fe66d32dcb7f1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C11.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_3_NUT,1,C12,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_nut.step,a2fea4cd0f4c3e250a90333e714665fc04318696ff1fa5c164f0c236366125ee,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C12.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_4_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_4_WASHER,1,C11,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_washer.step,fdb40116a39b833ddaeb002b95012f55a1d61cbb705a4b6e8f5fe66d32dcb7f1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C11.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_4_NUT,1,C12,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_nut.step,a2fea4cd0f4c3e250a90333e714665fc04318696ff1fa5c164f0c236366125ee,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C12.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_5_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_5_WASHER,1,C11,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_washer.step,fdb40116a39b833ddaeb002b95012f55a1d61cbb705a4b6e8f5fe66d32dcb7f1,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C11.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_BOTTOM_5_NUT,1,C12,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_nut.step,a2fea4cd0f4c3e250a90333e714665fc04318696ff1fa5c164f0c236366125ee,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C12.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_CHB_0_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_CHB_1_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_CHB_2_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_CHB_3_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_COLD_-1_TIM,1,C13,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\cold_finger_tim.step,a92ffb6187e467aa483f8273ea7a2aca5b8243cb88ef6c09cfd271af057771fc,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C13.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,BERGQUIST SIL PAD TSP 1800ST,thermal/COLD_TIM_INTERFACE_CONTRACT.json
WP10_COLD_-1_0_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_COLD_-1_1_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_COLD_1_TIM,1,C13,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\cold_finger_tim.step,a92ffb6187e467aa483f8273ea7a2aca5b8243cb88ef6c09cfd271af057771fc,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C13.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,BERGQUIST SIL PAD TSP 1800ST,thermal/COLD_TIM_INTERFACE_CONTRACT.json
WP10_COLD_1_0_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
WP10_COLD_1_1_SCREW,1,C10,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\bottom_mount_screw.step,a40308db65d8e8166109a2613876828ed96503cdaaf7cd2f5811613cbc989304,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\native\C10.SLDPRT,CURRENT_FIXED_POSE_GEOMETRY_NOT_MANUFACTURING_RELEASE,,mechanical/CHB_BOTTOM_COLD_PATH_BRIEF.md
