relative_path,object_id,property_name,raw_value,resolved_value
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","SINGLE_BOX_REPRESENTATION","FALSE","FALSE"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","SOURCE_REFERENCE","A4_DESIGN_RECORD","A4_DESIGN_RECORD"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","SOURCE_SHA256","A4_DESIGN_RECORD","A4_DESIGN_RECORD"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","STATUS","ENGINEERING_VISUAL","ENGINEERING_VISUAL"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","TARGET_INCLUDED","FALSE","FALSE"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","VENDOR_STEP_USED","FALSE","FALSE"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","主管设计","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","代号","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","共X张","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","图幅","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","审定","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","审核","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","工艺审查","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","批准","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","日期","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","替代","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","材料","""SW-材质@12U_Structured_Bus_Visual.SLDASM""","材质 <未指定>"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","标准审查","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","校对","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","校核","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","版本","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","物料编号","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","第X张","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","设计","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","质量","""SW-质量@12U_Structured_Bus_Visual.SLDASM""","7.33"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","阶段标记A","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","阶段标记B","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","阶段标记S","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","零件名","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","BAY_SEQUENCE","REAR|MIDDLE|FRONT","REAR|MIDDLE|FRONT"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","BLOCKED_CONSUMERS","MASS_BUDGET|THERMAL|POWER|DYNAMICS|FLIGHT","MASS_BUDGET|THERMAL|POWER|DYNAMICS|FLIGHT"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","BOM_INCLUDED","FALSE","FALSE"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","CLAIM_LIMIT","display_placeholder_only","display_placeholder_only"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","CREATED_ON","2026-07-23","2026-07-23"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","DESIGN_CLASS","ENGINEERING_VISUAL_ONLY","ENGINEERING_VISUAL_ONLY"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","EVIDENCE_STATE","DESIGN_PROPOSAL","DESIGN_PROPOSAL"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","EXECUTION_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","FRAME_ID","S","S"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","MANUFACTURING_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","MASS_CONTRIBUTION","FALSE_CAD_VISUAL_ONLY","FALSE_CAD_VISUAL_ONLY"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","MASS_OWNER","NONE_VISUAL_ONLY","NONE_VISUAL_ONLY"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","MATERIAL","UNASSIGNED","UNASSIGNED"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","NO_DYNAMICS_USE","TRUE","TRUE"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","OBJECT_ID","equipment_decks_and_placeholders","equipment_decks_and_placeholders"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","PARENT_ID","primary_structure","primary_structure"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","PLACEHOLDERS","OBC|AI_COMPUTE|EPS_PMAD|BATTERY|REACTION_WHEELS|IMU|COMMUNICATIONS|PROPULSION","OBC|AI_COMPUTE|EPS_PMAD|BATTERY|REACTION_WHEELS|IMU|COMMUNICATIONS|PROPULSION"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","PROFILE","COMPETITION_DISPLAY_V0","COMPETITION_DISPLAY_V0"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","REPRESENTATION_LAYER","VISUAL_SHELL","VISUAL_SHELL"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","SEMANTIC_ROLE","THREE_BAY_EQUIPMENT_DECKS_AND_DISPLAY_PLACEHOLDERS","THREE_BAY_EQUIPMENT_DECKS_AND_DISPLAY_PLACEHOLDERS"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","SOURCE_REFERENCE","A4_DESIGN_RECORD","A4_DESIGN_RECORD"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","SOURCE_SHA256","A4_DESIGN_RECORD","A4_DESIGN_RECORD"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","STATUS","ENGINEERING_VISUAL","ENGINEERING_VISUAL"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","TARGET_INCLUDED","FALSE","FALSE"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","VENDOR_STEP_USED","FALSE","FALSE"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","主管设计","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","主管设计日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","代号","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","审定","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","审定日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","审核","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","审核日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","工艺审查","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","工艺审查日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","批准","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","批准日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","替代","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","材料","""SW-材质@12U_Equipment_Decks_Visual.SLDPRT""","6061-T6 (SS)"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","标准审查","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","标准审查日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","校对","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","校对日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","校核","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","校核日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","版本","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","物料编号","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","设计","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","设计日期","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","质量","""SW-质量@12U_Equipment_Decks_Visual.SLDPRT""","3.99"
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","阶段标记A","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","阶段标记B","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","阶段标记S","",""
"01_Primary_Structure/parts/12U_Equipment_Decks_Visual.SLDPRT","equipment_decks_and_placeholders","零件名","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","BLOCKED_CONSUMERS","THERMAL|STRUCTURAL|MANUFACTURING|FLIGHT","THERMAL|STRUCTURAL|MANUFACTURING|FLIGHT"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","CLAIM_LIMIT","engineering_visual_only","engineering_visual_only"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","CREATED_ON","2026-07-23","2026-07-23"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","DESIGN_CLASS","ENGINEERING_VISUAL_ONLY","ENGINEERING_VISUAL_ONLY"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","EVIDENCE_STATE","DESIGN_PROPOSAL","DESIGN_PROPOSAL"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","EXECUTION_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","FRAME_ID","S","S"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","MANUFACTURING_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","MASS_CONTRIBUTION","FALSE_CAD_VISUAL_ONLY","FALSE_CAD_VISUAL_ONLY"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","MASS_OWNER","NONE_VISUAL_ONLY","NONE_VISUAL_ONLY"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","MATERIAL","UNASSIGNED","UNASSIGNED"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","NO_DYNAMICS_USE","TRUE","TRUE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","OBJECT_ID","removable_external_panels","removable_external_panels"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","PANEL_REMOVABLE_DISPLAY","TRUE","TRUE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","PARENT_ID","primary_structure","primary_structure"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","PROFILE","COMPETITION_DISPLAY_V0","COMPETITION_DISPLAY_V0"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","REPRESENTATION_LAYER","VISUAL_SHELL","VISUAL_SHELL"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","SEMANTIC_ROLE","REMOVABLE_EXTERNAL_PANEL_VISUAL","REMOVABLE_EXTERNAL_PANEL_VISUAL"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","SOURCE_REFERENCE","A4_DESIGN_RECORD","A4_DESIGN_RECORD"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","SOURCE_SHA256","A4_DESIGN_RECORD","A4_DESIGN_RECORD"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","STATUS","ENGINEERING_VISUAL","ENGINEERING_VISUAL"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","TARGET_INCLUDED","FALSE","FALSE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","THERMAL_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","VENDOR_STEP_USED","FALSE","FALSE"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","主管设计","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","主管设计日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","代号","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","审定","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","审定日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","审核","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","审核日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","工艺审查","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","工艺审查日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","批准","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","批准日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","替代","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","材料","""SW-材质@12U_External_Panels_Visual.SLDPRT""","6061-T6 (SS)"
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","标准审查","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","标准审查日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","校对","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","校对日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","校核","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","校核日期","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","版本","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","物料编号","",""
"01_Primary_Structure/parts/12U_External_Panels_Visual.SLDPRT","removable_external_panels","设计","",""
