id,responsibility_owner,representation_role,accounting_basis,candidate_material_mass_kg,vendor_reference_mass_kg,retained_legacy_planning_budget_kg,source_bound_volume_mm3,density_kg_mm3,as_built_mass_kg,note
P60_HOST_0_BW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_0_POST,P60_MOUNTING_KIT,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.006838981742285754,,,2532.9562008465755,2.7e-06,,
P60_HOST_0_ROD,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_0_TN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_0_TW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_1_BN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_1_BW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_1_POST,P60_MOUNTING_KIT,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.006838981742285751,,,2532.9562008465746,2.7e-06,,
P60_HOST_1_ROD,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_1_TN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_1_TW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_2_BN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_2_BW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_2_POST,P60_MOUNTING_KIT,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.006838981742285754,,,2532.9562008465755,2.7e-06,,
P60_HOST_2_ROD,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_2_TN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_2_TW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_3_BN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_3_BW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_3_POST,P60_MOUNTING_KIT,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.00683898174228575,,,2532.956200846574,2.7e-06,,
P60_HOST_3_ROD,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_3_TN,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_HOST_3_TW,P60_MOUNTING_KIT,SIMPLIFIED_PROXY,UNRESOLVED_PHYSICAL_MASS,,,,,,,
P60_REFERENCE_B,P60_MODULE_STACK,FUNCTIONAL_ENVELOPE,NO_DENSITY_FOR_ENVELOPE_REPRESENTED_HARDWARE_UNRESOLVED,,,,,,,
P60_TRAY_B,P60_MOUNTING_KIT,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.06813548922019229,,,25235.366377848997,2.7e-06,,
POST_DUAL_0,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.013059476568062951,,,4836.843173356649,2.7e-06,,
POST_DUAL_1,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.013059476568062948,,,4836.843173356648,2.7e-06,,
POST_PWR_0,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.013059476568062953,,,4836.8431733566495,2.7e-06,,
POST_PWR_1,HARNESS_RESTRAINT_HARDWARE,PHYSICAL_GEOMETRY,EXISTING_EXPLICIT_MATERIAL_ALLOCATION,0.013059476568062951,,,4836.843173356649,2.7e-06,,
PROP_DATA_ROUTE,INTERNAL_AND_ARM_EXTERNAL_HARNESS,FUNCTIONAL_ENVELOPE,NO_DENSITY_FOR_ENVELOPE_REPRESENTED_HARDWARE_UNRESOLVED,,,,,,,
PROP_PWR_ROUTE,INTERNAL_AND_ARM_EXTERNAL_HARNESS,FUNCTIONAL_ENVELOPE,NO_DENSITY_FOR_ENVELOPE_REPRESENTED_HARDWARE_UNRESOLVED,,,,,,,
PV0_S1_C01_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S1_C01_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S1_C02_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S1_C02_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S1_C03_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S1_C03_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S1_C04_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S1_C04_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S1_C05_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S1_C05_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S1_C06_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
PV0_S1_C06_CIC,SOLAR_CIC_WHOLE_VENDOR_REFERENCE,GLASS_FOOTPRINT_CIC_LAYER_PROXY,WHOLE_CIC_VENDOR_AVERAGE_WEIGHT_REFERENCE_NOT_GLASS_MASS,,0.0036,,933.226525,,,"One whole factory CIC reference assigned to this glass-footprint proxy. Covers original cell, coverglass, factory adhesive, bypass diode and factory interconnects; no second coverglass/internal-tab mass. Formed tabs geometry unknown. 3.6g is a datasheet average-weight reference, not measured unit mass or guaranteed as-built bound."
PV0_S1_C07_BOND,SOLAR_PANEL_BONDLINE,BONDLINE_DESIGN_SOLID,POSITIVE_MASS_UNKNOWN_SELECTED_MATERIAL_MISSING,,,,321.8022500000001,,,"External panel mounting adhesive, distinct from factory CIC internal bond. Finite positive volume; no density selected, mass remains null."
