check,relative_path,bytes,sha256,status
V1_0_NATIVE_HASH,03_B601_Visual/links/link1_visual.SLDPRT,178483,a0ae0eaf8c24659751059333a87888873b70a03b016248e416eefb841fc4e48b,MATCH
V1_0_NATIVE_HASH,03_B601_Visual/links/link2_visual.SLDPRT,167499,f9d805826c6c2a40e041c62a3cebcb95914c9bd7d990e3771f1f7bc99b82191f,MATCH
V1_0_NATIVE_HASH,03_B601_Visual/links/link3_visual.SLDPRT,178649,84eb2e449d940a70fe69b9e08d941e59923db05e61ca26e9d6ca775e6eac13b5,MATCH
V1_0_NATIVE_HASH,03_B601_Visual/links/link4_visual.SLDPRT,162357,fb5cd423bf278fdf2bffbf35f588e3df9975b7f687b1479e86e92f9c3d864091,MATCH
V1_0_NATIVE_HASH,03_B601_Visual/links/link5_visual.SLDPRT,175437,66c3df76fc36f0b0d72d1990fe2b670e438400b7aa15d2e2112099302be15c4f,MATCH
V1_0_NATIVE_HASH,03_B601_Visual/links/link6_visual.SLDPRT,135522,4e3ebf2deaa7865be3f23bd59cc2eb7df4465afc3566c7e0b0a8b0cd7c3ba246,MATCH
V1_0_NATIVE_HASH,04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT,79899,3e35bda13dd886fa45dd9ce5235f381ce2294b59ab73b138056aecdc793af08a,MATCH
V1_0_NATIVE_HASH,04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT,83530,1761b5737249e80ecddddedc06bef526c02b68e9c1168eb544270e5355f9aa44,MATCH
V1_0_NATIVE_HASH,05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT,50962,ade0285a19c534a55022b9700b2928a6b8cbd12bbb25db810cf7f1e0f7856718,MATCH
V1_0_NATIVE_HASH,06_End_Effector_Reference/E_Virtual_Reference.SLDPRT,52173,949475088d73f51a6325ee19a46009fbfab43d82a3985e8aeb22117342cd71a3,MATCH
V1_0_NATIVE_HASH,07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT,136140,616dc430019930dc5aaae9bdfdea678802ac79e64c22cef527435f75e7e2372d,MATCH
V1_0_NATIVE_HASH,08_Target_Scene_Reference/Target_Scene_Reference.SLDASM,151302,6a265150ab67a8e8ef4479ef7fbea47cdbbc4b150792086d6964b688afdc4061,MATCH
V1_0_NATIVE_HASH,08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT,153556,793dad0ad7d2414af9d7a89bc872fd481c0b8308cf0d87b5cca6e91c34247bdb,MATCH
V1_0_NATIVE_HASH,10_Review_Overlays/Review_Exploded_V1_0.SLDASM,177054,96e24438f32a21124c383cd48e0bb3fd5c0bc3f99552b63a293c56f11d6f3703,MATCH
V1_0_NATIVE_HASH,10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM,233941,6ddb9380a32c9c66574fd2e895eb0ce32fb00fc40c041daa6b69015e4b89fba4,MATCH
V1_0_NATIVE_HASH,10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM,200008,b9ae24b04122cd03e8bb7b63f4d6a722b88025fd3088446669a70568fef1480f,MATCH
V1_0_NATIVE_HASH,Assembly/Space_Embodied_Robot_V1_0.SLDASM,208275,2a13037bd751602ccffaaae515b3e0be135d2556c35231549b0a528f4f31d7a8,MATCH
V1_0_EVIDENCE_SEAL,01_whole_vehicle_isometric.bmp,5940054,a052aad67277c8fb8f881610f269cc7194004b3854ef6dc70aef0f53446f7671,MATCH
V1_0_EVIDENCE_SEAL,02a_front_orthographic.bmp,5940054,48b141e770e7dbc71a15891cad1da968eea75532aac4ceee0a34120f8a4ebf23,MATCH
V1_0_EVIDENCE_SEAL,02b_top_orthographic.bmp,5940054,0076ba57a99334fd3ef140524473b7cf16745044c60a5b5c4434141650c45a40,MATCH
V1_0_EVIDENCE_SEAL,02c_side_orthographic.bmp,5940054,d2dbdb0a8365ac6622e14422ea07bc415e419cd0c880032e6b83b218f9f12c1c,MATCH
V1_0_EVIDENCE_SEAL,03_exploded_hierarchy_review.bmp,5940054,75e8362e90b5e6e3faae44d3e2d4756e5c4b763b030c573a6b2d0e22970afa1e,MATCH
V1_0_EVIDENCE_SEAL,04_three_bay_cutaway_review.bmp,5940054,1a0aeace0ed6039d8704944363871c03a1e8fc94c27072f6d83306b8f9cbc297,MATCH
V1_0_EVIDENCE_SEAL,05_B601_mount_adapter_local.bmp,5940054,da07c04e8972dd2f94b51ae7d04d3f5e722065f0a87d99e8cdf79df547300daf,MATCH
V1_0_EVIDENCE_SEAL,06_B601_link_joint_frame_q0.bmp,5940054,0fa52f9530558f71389f4ecfa333cb65eecb5412cd2bba78764465acbfc71f48,MATCH
V1_0_EVIDENCE_SEAL,07_solar_wings_deployed_reference.bmp,5940054,0dc1329ae69440def285ecb2adf8a0a4a95ef3a1dae18343ec6196476f4d3661,MATCH
V1_0_EVIDENCE_SEAL,08_safe_display_proposal.bmp,5940054,d079b644740742d7105015161214b4c3900b4ebdbd3ecfe1e3ec83f3fc6a0ce7,MATCH
V1_0_EVIDENCE_SEAL,09_evidence_state_colored_isometric.bmp,5940054,d12c2e0d31ff53d2d7aff8a0f804df79d5f06d94ff33776d2fc9a9e724921bb5,MATCH
V1_0_EVIDENCE_SEAL,10_independent_target_scene.bmp,5940054,5242145ac90635186cc139c8c18b0bc2e501b6d64d35e6317dbeb601a3bf9416,MATCH
V1_0_EVIDENCE_SEAL,annotated/01_whole_vehicle_isometric_annotated.png,375756,40c4d6802d101612fa2bb42f7ee93a5d5281b88d9e73ade413f8c5c11d26913c,MATCH
V1_0_EVIDENCE_SEAL,annotated/02a_front_orthographic_annotated.png,177576,9fe7491047c2f08641c0a8156b44ac781a451603e1296a0efa94cb0764ad467d,MATCH
V1_0_EVIDENCE_SEAL,annotated/02b_top_orthographic_annotated.png,276984,376bfabf98d27e5021a029090821611b43447d3817b426d0c395dc0a29b3cbe4,MATCH
V1_0_EVIDENCE_SEAL,annotated/02c_side_orthographic_annotated.png,195517,03a3b453296c818e1b29dfa1e4a673eb193f78899535094ec5f4879b2a6e5ac1,MATCH
V1_0_EVIDENCE_SEAL,annotated/03_exploded_hierarchy_review_annotated.png,284723,1a1d89b62882c520233c04fc8968cccfc537956372cfaf6754f3309c6d677863,MATCH
V1_0_EVIDENCE_SEAL,annotated/04_three_bay_cutaway_review_annotated.png,372322,b8c816750b564b89fc813927859d0a3bf510c76945ee703ab518d8ca6b9e2a4f,MATCH
V1_0_EVIDENCE_SEAL,annotated/05_B601_mount_adapter_local_annotated.png,214749,d4fc415bae590a0a41081166a1260bdfde4ea1a1f46683be214384586deb9f34,MATCH
V1_0_EVIDENCE_SEAL,annotated/06_B601_link_joint_frame_q0_annotated.png,440233,4558bd71ad44d0aaf85b90b9dc758c15d6de04523881e34860333089497d47bf,MATCH
V1_0_EVIDENCE_SEAL,annotated/07_solar_wings_deployed_reference_annotated.png,295623,e1f7bf9d7f1ed8cc5c45b8afff5a7ed24b674648bfe3589dd4c73a802e098832,MATCH
V1_0_EVIDENCE_SEAL,annotated/08_safe_display_proposal_annotated.png,436512,a673c5c357ad5d4a76a6737040712c75eeeeb04dad12e46809a436b196d42295,MATCH
V1_0_EVIDENCE_SEAL,annotated/09_evidence_state_colored_isometric_annotated.png,347194,2f3c40605c76e46166ec6dc2c464621b28c0f305bc4405cdfc879bd29ceb3e5f,MATCH
V1_0_EVIDENCE_SEAL,annotated/10_independent_target_scene_annotated.png,353807,750f208a31ffe805d5612adc27efa14c705b418e888cc2fcef71b45218e0530a,MATCH
V1_0_EVIDENCE_SEAL,annotated_review_view_manifest.csv,3565,3871c2241fecbafdf2bc3c413dcc9a76332f07151e2e6392ed107954eb0080fb,MATCH
V1_0_EVIDENCE_SEAL,annotated_view_generation.log,107,df0d2d3e05138fbd6b0177095d92eaa17fb44619ba1488f075bb37e30917bb32,MATCH
V1_0_EVIDENCE_SEAL,assembly_component_inventory.csv,23597,a98b6203bc99b6140d4d690830bba079fb27a1c9980288f2a7c9d957cfc0d290,MATCH
V1_0_EVIDENCE_SEAL,builder_failure.log,931,11c0b50642fa50d1f6255513b0639918605dbdc54ab908104ad78e792d6207c7,MATCH
V1_0_EVIDENCE_SEAL,builder_failure_superseded.md,565,f0dc0147c8a74a2b2c96c55cb75ca28e0d666ff9a9b3532c471a84df88d32797,MATCH
V1_0_EVIDENCE_SEAL,inventory_export.log,219,b3b4329bdc25092848e43160e40ad83ac665aee7de589a096fc16f847c055779,MATCH
V1_0_EVIDENCE_SEAL,inventory_validation.json,718,b7b3be5d19827d80b34f077619ca28442af9456ca675949e79e666681409d065,MATCH
V1_0_EVIDENCE_SEAL,native_build.log,524,8fe700dafdd83a19d4044385ce593d1a7af3de32305bb1e72fbbc7703d187e5f,MATCH
V1_0_EVIDENCE_SEAL,native_component_manifest.csv,4212,3dee1fbacc6ac476bd2e9e56ee1bdc62a4c8efa7b2b8375bc6764460ad3fdaa2,MATCH
V1_0_EVIDENCE_SEAL,native_document_inventory.csv,21233,43fcbe22b07b2924fee994183dc3bfdcc599b9c48a0350d7e145e6ccbe6895d5,MATCH
V1_0_EVIDENCE_SEAL,native_feature_inventory.csv,87755,7831772282626b5d2ebacbbe472c9141539dc9f8042794d04d97577881e8047b,MATCH
V1_0_EVIDENCE_SEAL,native_inspection.json,31280,13aaafaffc8e34895432b4be16098936eaa2446ed275ba450fffc01a6a4923d0,MATCH
V1_0_EVIDENCE_SEAL,native_inspection.log,23776,40929fcc51a3c1965c94f7b4c6e5fbf21dec6adac9f322b8d529f6370dde2173,MATCH
V1_0_EVIDENCE_SEAL,native_property_inventory.csv,211012,dab2a366a24abac19f00301cfb8381126084cb93433f3d2cc4e95caa74d5aa35,MATCH
V1_0_EVIDENCE_SEAL,resume_after_tool_timeout.marker,334,d0bc85559ce71c66116ac7a3cb7fafece8b26edfb63df07e8c6297808021c330,MATCH
V1_0_EVIDENCE_SEAL,review_view_hash_manifest.csv,1271,c5dee1796e75080eb9c119d6a4adfe811fb0fb1d05f4f9aa8ed6aced6e066eaa,MATCH
V1_0_EVIDENCE_SEAL,review_view_manifest.csv,1847,763db114797851923b4a8b0d186c49e24141b5f98a0cfa809481e0d21b66734a,MATCH
V1_0_EVIDENCE_SEAL,static_interference_scope_and_limit.md,551,52fb732023ee717c68a495e237559367fb3361a0a5bbaa65f66e20674f721ab4,MATCH
V1_0_EVIDENCE_SEAL,view_refinement.log,675,40e564ced0cbff71259253aafcff6a0cc5acb7382378e9a68ca1d1c2fe9f88d7,MATCH
B2_5_PACKET,.codex/agents/structural-review-agent.md,5056,a631acf9046b51c76399cd07a0c4b9883764907b95d8408579e469c3053137fd,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/cubesat_bus_patterns/README.md,1099,db6b9e2add44de054848e5902565561e7517370d3d7176e424d6b62a821fe57d,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/pattern_register.yaml,3952,f246d3b5f506be90f0e92a6e1c6d7e43793d21b4f5f7376a5ea48ee1d259893d,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/payload_mount_patterns/README.md,1029,8d0422e169a65a7263b31637f07382af1046144340883de81369671f22fcba76,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/README.md,1742,dafb01bc6640bfcb17a782c913eea770cff136270d80cb6b0fc97a04f50708f5,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/robot_mount_patterns/README.md,1324,604a912586056de01a71a6ef5636c8733d87a4df81bea4d269967268be124a80,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/service_vehicle_architecture/README.md,1321,fac8bc06d00bffa6a0e601c2786048c4a308fddb1f0e460ff8f6651c75938fd1,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/smallsat_panel_patterns/README.md,978,d5688316355ad615b619d15e8960dd3bb4dc0b801c6c6389828fd35df8dea1f3,MATCH
B2_5_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/07_CAD_reference_patterns/solar_array_patterns/README.md,986,979449139b22522904f1cf571a45da02347198a3d9c6a2abda0f87667f4dfc0b,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/00_governance/design_input_scope_and_status.md,2342,8a6929e5abd85931eac9119851cf87714dd2c419627f91c1ca28994fba93ff7f,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/01_mission_requirements/V2_system_requirements_baseline.md,4437,2ee7ff52c2d7f22d0bbe18fe0c67c095a93551bfbb393b7090af05f925847800,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/01_mission_requirements/V2_system_requirements_baseline.yaml,2349,80c7083854863bb9527a0b172fedf769d25f606ffa5bf9b059f6cd76b6fe529b,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/02_spacecraft_configuration/V2_configuration_baseline.yaml,2466,4799b23c4920a0c460fdc16f40f5f43356e43221ebcf313e564b711ef34d15d1,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/03_mechanical_interfaces/V2_interface_register.yaml,3744,3bf778fb23843976889efa0909941ebe8ebcde90ba142492ca37ad757082225e,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/03_mechanical_interfaces/V2_mechanical_ICD.md,5686,ac71c75cbc1f2265b25c9a594b169e704dd8d3127a08eafe88510d49b3d2bd59,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/04_subsystem_layout/V2_serviceability_and_keepout_plan.md,2841,824c315a4d0aad68eedc7a4fa71f8225933797e60cecebf68c46918a23c69506,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/04_subsystem_layout/V2_subsystem_volume_owner_register.yaml,3707,4e6b405cb65a6886a594e9c1edcf78589f9c440e108d3df442239e5627381d95,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/05_mass_budget/V2_mass_ownership_notes.md,2272,9c7a8cdbac375c46df480fa3ea78c22cbd089c8c5c2254e2c6f6f38a1c8cff8c,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/05_mass_budget/V2_mass_ownership_table.csv,3105,096144350b1585a96b6981b14c7b94f0d1d483b98f09cf3b5596a26e8cf96880,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/06_unknown_register/V2_unknown_register.yaml,4272,51df9c5607877270fd4920b77000c746ca568218e9146e5d367d0fd3d0987295,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/07_cad_preparation/V2_B3_CAD_construction_plan.md,4618,c165a4e3817ff23fecc748715423e5222f342dbb2597b50d3794f6d8d5b053b9,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/07_cad_preparation/V2_master_skeleton_parameter_contract.yaml,4853,b1b3ef85300a92ed0abe4e2769ef889405d26916ddcc6ab9e21678f38e1cc121,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/07_cad_preparation/V2_review_view_plan.yaml,2802,cc066e1a0ecb062af61f87c5c5a6b6bf8338b31c3a674eb49f53a94bf5b5bb00,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/08_review/B2_5_exit_gate.yaml,3500,06cbda917ddf10c4e888d7c2eb6a32fda0b228f9978203c551cc329ad8eb7880,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/08_review/pre_cad_structural_review_report.md,6343,d7734ec85104f83a52b86f6e24367f20af6657eb1f0046dbdca61797c85abed1,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/08_review/verification_report.md,3529,83933ae27a7ac6c784945a6a449f9cf214174eb81e44484374e3dd7f7bd3036d,MATCH
B2_5_PACKET,20_engineering/design_inputs/v2_system_mechanical/README.md,2975,43f4963ab1f99cf7fea6d17c0e734cd071a352c234913168655b563faa3d8935,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/README.md,438,2a4eea3d5727b011a872995265a6158efcfd797458a3a8c74b40130ba02ea976,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/00_governance/B2_8_scope_and_loop_method.md,2742,c318f2cf7327d1e5355668225bf51a6ea203558183908bc5651fff5ed5b12621,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/01_system/system_mechanical_PDR.md,6211,f473ae4487d31f492c09d02863720b2812b8810285b277a4d76dd0ee17a0ac70,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/02_structure/primary_load_path_contract.yaml,2742,68010efa0b2d5877f32b1f91c030f305aad30f5a1f72d1f7a58791dec399d8af,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/02_structure/structure_design_report.md,4937,60e628edcd383f0e6dbb4714da512a7feccaf6c4cdd69096fe78a5658790fc7f,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/03_interfaces/interface_design_report.md,3919,c272f6add2bad666532cee6ac9ea649c7d0503b0f4f71d03f691c2a829ebe31e,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/03_interfaces/interface_readiness_matrix.yaml,3941,0df985b9d87ad273a0efd0e85e1de5f0299b8c2b78c5b544b3a17464f1934b74,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/04_packaging/packaging_placement_logic.yaml,3930,aa3a6e6fda860c43bc7fd42275c9fbfa2047037082a4b6f857864015eec38e34,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/04_packaging/subsystem_packaging_review.md,3554,b904bd1db800e70635356c7cc29bf600372206c9538afa51b00ac2b7449bb464,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/05_robot_mount/robot_mount_load_interface.yaml,2034,262b4d898ca8da49ab78eee28e5af254f6774dce8416a947bbf79e5f1a76805f,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/05_robot_mount/robot_mount_preliminary_design.md,4601,bbd4f7c0c61652879f8c1dbf1f906a91526265105bf1ed5f145c1fa01f1f0959,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/06_serviceability/serviceability_review.md,4017,90ded5101df84e0a33c5271f406b0bb80e66338a64c972f92398093281a6908d,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/07_master_skeleton/cad_feature_tree_plan.yaml,3510,e9a1e39866b37138e966685b55a2a1dc120640350c2a2f86a6e2d6134c4c1f92,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/07_master_skeleton/master_skeleton_CAD_construction_specification.md,5990,98f16f248a56f20919792097cae0f8a3654789aa673036b8f254e2cdb8d46a7a,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/08_cad_standard/naming_color_property_standard.yaml,2096,d6317eef4113bc328f581ef075ad9c8c0c885337c342246756a9b5c05235c110,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/08_cad_standard/solidworks_v2_modeling_standard.md,5331,8c2cab24d0b241bd91d15001b7edaf8468ecc99814eb4da2ddf00a4bfffdc4d6,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/CAD_ID.yaml,3693,c4feabe956bf6b5e59e01f3a0133e7376252e068d4666af15865e3b40e57e1b9,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/frame_mapping.yaml,2569,ff988b1994d3c6f6f67752d9c1693a7fbb9490f3df35de896ccf50049ad09d40,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/inertia_placeholder.yaml,1481,d7753b794b4406c34b0e700091816de357d2751ce4fede712a59dc127300bd97,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/mass_owner.yaml,2333,51bb0a0442bad64665a029d4c333e376ef935e767b017c01accd625200a9173d,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/README.md,1242,a8046155352e94cd8462bc61770ef909174f3e03641736db00e288d7a81834df,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/simulation_interface.md,2605,13984ee2f4428a433ae64d506b0d35679f7fd983ce8284b734ce775b9d391cba,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/09_digital_thread/URDF_mapping_plan.yaml,1963,642c85d6da85055a6a59897b6f27932d35270a11c48b1a115f25f859d7f8c0b5,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/10_flexible_structure/flexible_structure_candidate_register.yaml,2226,b6116a0e50d3f4dd7e1018295dd63285d199dc19e523470a759464b2000603c0,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/11_loop_review/design_decision_matrix.yaml,3875,e54edecca04310d1afa63edc304f698d89adec3d14270963275e00b1b57dc7dd,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/11_loop_review/loop_engineering_review_log.md,3356,4626d21964a36fc85d2c0bf99338778df7bad88b8de18bbd72e33162b7feadbb,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/12_review/PDR_exit_gate.yaml,3867,7b40dbe0d33be38d4fe473f30e9fb5ad49b163de2ccc85a9dbddb370f4900796,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/12_review/verification_report.md,3400,51ddf2443866c66526aa9904770643f5f5662f742fc32e9155a79f37dfcd1ef8,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/README.md,2795,0ce4820d3a0ed80fc6af9a4900370ac71c76c19ed5dad75e489a83a2d148c147,MATCH
B2_8_PDR_PACKET,20_engineering/design_review/V2_PDR_package/research_execution_plan.md,2862,878ef747b3696d7cbb7de9f6b253bb1354ce38f8d33a236ec8385dee88ae226c,MATCH
A4_B2_PACKET,.codex/agents/spacecraft-mechanical-design-agent.md,4760,d593207dea93492382483f39549e22f105966f6b83c200ac92f3e0a083b845f8,MATCH
A4_B2_PACKET,10_research/knowledge_base/README.md,3321,a01234010fb2f242f51777f477833fcdea305dc9bbbd2a97c662bc2090887397,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/01_CubeSat_standard/cubesat_structure_and_integration_rules.md,4260,7119e11ea4e711f3e63d73e02a0a90b098e1be319e2589f0c59c0e466849b548,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/02_servicing_cases/case_transfer_cards.md,3912,13bed38473acbe73dc0f8bb9f957f487edf26e29c61b5b4576c6a42010585005,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/03_space_structure/structural_and_bay_patterns.md,2896,aafde7eea1dcb08df2f4ac969aeeb10608b0c4c2f712a7b9b492963e136c4631,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/04_robot_interface/robot_mount_load_path_rules.md,2711,59eab9ffea2a4183e49802726524873a6c59d0ebcf933d4a9ad7c704d1c53c83,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/05_cad_rules/top_down_solidworks_rules.md,3010,10a95362b2d1c96a8aab18a46617d22ac69c1e4380033c621d6377ab6df1f50a,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/06_agent_protocol/blocked_unknowns.yaml,3119,a84f55e075f825fce678baeed612766003fc5197d836bc887e50b2b6c56bc354,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/06_agent_protocol/learning_and_review_workflow.md,3118,bf2ec5f1e1f3843c6bf3367e2489e5a3ef6d0028282b7d166a059d5e6ace3c73,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/knowledge_contract.yaml,2085,68aa14117eb150f9779806fbe9148ce332a89d9852d8f5723baaaa41c794b616,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/README.md,3298,90f846ecf3598c80f955e050acaa1f59a486965bb230cceaada1e865478f771e,MATCH
A4_B2_PACKET,10_research/knowledge_base/spacecraft_mechanical_design/source_registry.yaml,6546,8b3eff4319db015ff83a26c78e449b359959f8c866ce33858bda8ce3a8443408,MATCH
A4_B2_PACKET,10_research/space_embodied_robotics/comp_prot_03_a4_b2_v2_mechanical_architecture/12U_autonomous_servicing_spacecraft_v2_mechanical_architecture_taskbook.md,15746,c5977e4f8a62ff70ef36ea108fe5edceb269d7929d444e5e5c7d299a40335120,MATCH
