case_id,state,node,heat_W,condition,mechanical_sink_node,thermal_contact_R_K_W,qualification
SBP004,run,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,main_before_sense,4.5e-08,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,auxiliary_branch,0.04428619815900253,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,controller_allocation,0.059999955,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,THN_conversion,4.2,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,main_before_sense,2.4737338956137114,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,main_after_sense,17.311466574452346,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,auxiliary_branch,0.03497514062883832,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,controller_allocation,0.059666356439740525,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,input_capacitor_leakage,0.057331166517924206,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,main_before_sense,4.5e-08,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,auxiliary_branch,0.03497514062883832,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,controller_allocation,0.059999955,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,THN_conversion,1.8666666666666676,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,main_before_sense,2.1948553179228054,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,main_after_sense,15.359587696836956,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,auxiliary_branch,0.04428619815900253,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,controller_allocation,0.059685725455522524,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,input_capacitor_leakage,0.05748611864418018,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,main_before_sense,4.5e-08,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,auxiliary_branch,0.04428619815900253,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,controller_allocation,0.059999955,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,THN_conversion,4.2,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,main_before_sense,2.1948553179228054,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,main_after_sense,15.359587696836956,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,auxiliary_branch,0.03497514062883832,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,controller_allocation,0.059685725455522524,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,input_capacitor_leakage,0.05748611864418018,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,main_before_sense,4.5e-08,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,auxiliary_branch,0.03497514062883832,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,controller_allocation,0.059999955,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,THN_conversion,1.8666666666666676,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,main_before_sense,10.410293411993045,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,main_after_sense,20.815111634239575,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,auxiliary_branch,0.019882595895535437,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,controller_allocation,0.05863111256337172,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,input_capacitor_leakage,0.055893697690115166,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,main_before_sense,1.8e-07,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,auxiliary_branch,0.019882595895535437,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,controller_allocation,0.059999819999999995,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,THN_conversion,4.2,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP008,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,main_before_sense,10.410293411993045,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,main_after_sense,20.815111634239575,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,auxiliary_branch,0.01570639784947913,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,controller_allocation,0.05863111256337172,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,input_capacitor_leakage,0.055893697690115166,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,main_before_sense,1.8e-07,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,auxiliary_branch,0.01570639784947913,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,controller_allocation,0.059999819999999995,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,THN_conversion,1.8666666666666676,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP009,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,main_before_sense,9.205839892512326,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,main_after_sense,18.406531085023985,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,auxiliary_branch,0.019882595895535437,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,controller_allocation,0.05871273499983406,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,input_capacitor_leakage,0.05613856499950217,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,main_before_sense,1.8e-07,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,auxiliary_branch,0.019882595895535437,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,controller_allocation,0.059999819999999995,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,THN_conversion,4.2,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP010,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,main_before_sense,9.205839892512326,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,main_after_sense,18.406531085023985,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,auxiliary_branch,0.01570639784947913,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,controller_allocation,0.05871273499983406,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,input_capacitor_leakage,0.05613856499950217,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,run,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,shared_contact_loop,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,main_before_sense,1.8e-07,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,main_after_sense,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,auxiliary_branch,0.01570639784947913,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,controller_allocation,0.059999819999999995,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,input_capacitor_leakage,0.0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,THN_conversion,1.8666666666666676,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP011,cold,startup_bias_allocation,0,MAIN_SWITCH_OPEN_AUX_ON_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,run,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,run,main_before_sense,10.410293411993045,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,run,main_after_sense,20.815111634239575,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP012,run,auxiliary_branch,0.04428619815900253,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
