domain,item,current_status,verdict,authority_path,json_key_or_row_locator,sha256,last_verified,what_it_proves,what_it_does_not_prove,open_blocker,blocker_owner,internally_closable,external_input_required,competition_relevance,claim_ceiling,next_minimum_action
"compdeliv","adversarial_review_archive","LIMITED","ROOT_08_REVIEWS_EMPTY__RED_TEAM_INSIDE_GATE_ONLY","08_REVIEWS/","目录为空(ls 无条目); 红队结果在 competition_gate_check.json COMPETITION_TESTS_AND_RED_TEAM red_team=15/15","NA","2026-08-27","根级独立对抗审查目录无任何文件；比赛链红队 15/15 机器 PASS 记录存在","不证明无其他红队材料(framework_convergence/red_team_science.md 等存在)","B-CD10","Owner","true","false","答辩时可引用红队机器记录；独立复审档案缺失","red-team machine record only","决定是否需要独立人工对抗审查归档"
"compdeliv","submission_package_and_restore_rehearsal","UNKNOWN","NOT_FOUND_IN_REPO","NONE","Grep submission package/restore rehearsal/提交包/ZIP manifest/回执 无比赛提交包命中(仓内 zip 均为机械内部包)","NA","2026-08-27","无提交 ZIP、无打包清单、无恢复演练、无提交回执","不证明不需要；证明提交打包流程未建立","B-CD03","Owner","true","false","9-01 前必须完成打包与回执留存","NO_PACKAGE","建立 submission package 清单+哈希+恢复演练+回执登记"
"compdeliv","publication_gate_ruling_text","UNKNOWN","PUBLICATION_HOLD_CLAIM_REFERENCE_AND_RELEASE_IDENTITY_NOT_CLOSED__STRING_NOT_IN_REPO","NONE","bash grep -rl PUBLICATION_HOLD 全仓(除.git)零命中; PAPER_KNOWLEDGE_INTEGRITY 仅见 .codex/skills/paper-knowledge-orchestrator/SKILL.md line 104-109 verdict token 定义","ca0987b1859550d71f8fd90cf4b3cd915cd0c4d340bcd479fda1f50c5e80d889","2026-08-27","指定名称的文档发布门裁决原文不在仓内；仓内只有技能 verdict token 定义","不证明发布门已 PASS 或不存在于仓外；当前分支名 publication/stage3-integrity-closure 暗示相关工作但未落机器裁决","B-CD07","Owner","true","false","无发布门裁决=报告发布合规状态不可证明","UNKNOWN","Owner 提供发布门裁决原文或登记缺失"
"compdeliv","git_repository_snapshot","LIMITED","HEAD_5c5ADDE_2026-08-08__11M_130UNTRACKED__NO_REMOTE","repo root .git","git rev-parse HEAD=5c5addea00ddb70d86a5cc37a88bbcda50350e43; branch=publication/stage3-integrity-closure; git log -1 --format=%ci=2026-08-08 01:24:43 +0800; git status --short 141 条(11 M + 130 ??)","NA","2026-08-27","最后提交早于 08-25 机械终局与 08-26/27 裁决；全部终局证据(MECHANICAL_ENGINEERING_RELEASE_R2,01_project/current/,e17-e23,sim_13-15,r2_* closures,AGENTS.md 本身)未提交","不证明文件内容不可信(哈希已在导航层登记)；证明版本锚定缺失","B-CD05","Owner","true","false","提交包版本锚定与可复现性风险","worktree-only evidence","Owner 决定是否提交；审计只读不操作 git"
"compdeliv","github_mirror_privacy_risk","UNKNOWN","GITHUB_METADATA_NOT_VERIFIABLE_OFFLINE__NO_LOCAL_REMOTE","repo root .git/config","git remote -v 输出为空; .git/config 无 [remote] 节; 仓内文本搜索私有/可见性/forks 未定位继承包原声明","NA","2026-08-27","本地仓无 remote 配置；继承包所称 GitHub README 要求 Private 但元数据 public 且有 forks 的原文未在仓内定位","不证明 GitHub 侧实际状态；离线无法验证","B-CD04","Owner","false","true","若镜像公开且有 forks 则涉密/合规风险","UNKNOWN","Owner 人工登录 GitHub 核对可见性与 fork 列表"
"compdeliv","secret_scan_tracked_text","VERIFIED","NO_CREDENTIAL_LEAK_EVIDENCE_FOR_SCANNED_PATTERNS","git tracked files","1062 tracked 中 845 文本类; AKIA=0 命中; PRIVATE KEY=0; password 赋值=0; api_key 仅 2 个 visualization HTML 内 Stamen 瓦片 URL 占位模板; token/secret 赋值仅安全门代码标识符","NA","2026-08-27","对所扫模式无凭证泄露证据；已避免把任何密钥原文写入输出","不证明覆盖所有密钥形式；未扫 untracked 全部大文件与二进制","NONE","-","true","false","仓库安全底线检查","scanned patterns clean","若提交公开镜像前再跑一次全量扫描"
"compdeliv","root_loose_items_attribution","PROVISIONAL","COARSE_ATTRIBUTION_ONLY","repo root","$out/ 为空目录(RETIREMENT_CANDIDATES R-07 UNKNOWN_NEEDS_OWNER); __pycache__/ 含 F3R2_V5_* 根脚本 pyc 缓存(R-04 CACHE_CANDIDATE_NOT_APPROVED); 根级 F3R2_V5_*.py/.ps1 共 10 文件为 2026-08-09/10 机械 V5 native loop SolidWorks ATTACH_ONLY 会话工具+内存释放脚本+TOOLING_HOLD 记录","NA","2026-08-27","根目录杂项归属粗判完成；均未入库且不在 ACTIVE/RETIREMENT 清单授权动作内","不证明可删除；只读审计不移动","B-CD11","Owner","true","false","影响打包整洁与根目录治理合规(REORG04)","attribution only","Owner 决定是否纳入治理清单"
"compdeliv","current_authority_layer_freshness","VERIFIED","CONTAINS_2026-08-25_TERMINAL_CLOSURE_AND_2026-08-27_RULINGS","01_project/current/CURRENT_GATE_MATRIX_V1.csv","row3 mechanical_release_gate verdict=TERMINAL_CLOSURE_EXECUTED__GATE_A_NOT_PASSED...; row26-27 sim13 20/20 与 post-terminal addendum; 文件 mtime 2026-08-27 02:35:46 晚于两份 0827 裁决 md(02:35:11/01:25:54)","824cdcfd1f53db245587ae1d36952dc5566df2c4db199dd01798d13e43c90bc6","2026-08-27","01_project/current/ 导航层已吸收 8-25 机械终局与 8-27 预开发/闭环裁决，为当前最新导航层且自身声明 NAVIGATION_ONLY 无 gate authority","不证明矩阵内各 gate 为 PASS(多行 HOLD/FAIL)；不证明其已提交 git(整目录 untracked)","NONE","-","true","false","综合裁决可引用该矩阵作导航","navigation only","综合代理逐行回链机器 gate 复核"
"compdeliv","demo_vs_current_state_drift","LIMITED","DEMO_FROZEN_2026-07-20__POST_0825_HOLDS_NOT_REFLECTED","10_research/competition_convergence/competition_execution_report.md","§1 executive verdict 自带限定; §8 claim boundaries; 对照 HOLD_AND_NEGATIVE_RESULTS_V1.csv H-01..H-15(08-27)","dc8f052689559bb02e9f940f6b79d50cad6cdbaa16b2fbc01e305dfc96ebcf15","2026-08-27","演示包措辞冻结于 07-20 状态(SAFE00 PENDING_REVIEW/CTRL02 PROVISIONAL 等当时口径)，08-25 后系统级 HOLD 增多未反映进演示叙事","不证明演示包失效(其自声明仅限 offline replay)；提示答辩引用须带时代限定","B-CD08","Owner+写作线","true","false","防止答辩时把 07-20 口径说成当前系统能力","demo claims frozen at 2026-07-20 scope","报告/答辩引用 demo 时附日期与 scope 限定"
"compdeliv","decision_q17_required_submission_files","UNKNOWN","UNKNOWN_BLOCKING_FORMAT_CONFIRMATION","NONE_FOUND_IN_REPO","唯一仓内描述为归档文件 01_project/competition/archive/项目现状总览_20260715.md line 11(禁作现行依据)","e65cf431ba0024bbb10ff4a75ab686452173dadfbdb6dc424a42c238dec0436b","2026-08-27","决策问题17仓内答案=UNKNOWN；历史快照称报告书+附件(初赛)","不证明 2026 正式清单","B-CD01","Owner","false","true","P0","UNKNOWN","Owner 提供官方文件"
"compdeliv","decision_q18_physical_hardware_required","UNKNOWN","UNKNOWN_BLOCKING_FORMAT_CONFIRMATION","NONE_FOUND_IN_REPO","归档文件 line 11 称决赛现场答辩+可选实物(禁作现行依据); gate hardware_component_status B601_MOTION=PROHIBITED","e65cf431ba0024bbb10ff4a75ab686452173dadfbdb6dc424a42c238dec0436b","2026-08-27","决策问题18仓内答案=UNKNOWN；且当前硬件运动被机器禁止","不证明官方是否要求实物","B-CD01","Owner","false","true","P0","UNKNOWN","Owner 提供官方文件并决定是否启动硬件流程"
