case_id,scenario_hash,grasp_point_id,capture_phase_s,closure_speed_mps,task_mode,alpha,capture_mode,line_A_geometry_group_key,line_A_roll_angle_deg,line_A_realized_roll_angle_deg,geometry_status,ik_feasible,collision_feasible,condition_feasible,joint_limit_feasible,terminal_tracking_feasible,manipulability,condition_number,joint_limit_margin_rad,collision_margin_m,geometry_source_hash,case_terminal_status,dynamics_status,xi_G_I_json,xi_closure_I_json,xi_EE_des_I_json,terminal_qdot_json,terminal_base_velocity_B_json,terminal_joint_speed_max_radps,terminal_base_rate_dps,joint_velocity_limit_radps,joint_velocity_limit_status,joint_torque_limit_status,terminal_generalized_condition,terminal_twist_residual_inf,terminal_momentum_residual_inf,base_attitude_change_deg,base_rate_peak_approach_dps,base_momentum_residual_inf,capture_impulse_linear_I_json,capture_impulse_angular_I_json,capture_impulse_linear_norm_Ns,capture_impulse_angular_norm_Nms,capture_impulse_6d_norm,lock_impulse_linear_norm_Ns,lock_impulse_angular_norm_Nms,net_target_wrench_6d_norm,relative_twist_pre_norm,post_capture_omega_I_json,post_capture_omega_dps,wheel_momentum_required_Nms,thruster_impulse_required_Ns,propellant_required_g,base_capture_dv_norm_mps,base_capture_dw_norm_radps,contact_position_error_m,contact_twist_residual_inf,contact_P_residual_inf,contact_H_residual_inf,two_stage_P_residual_inf,two_stage_H_residual_inf,wrench_closure_inf,energy_closure_J,dT_contact_J,dT_lock_J,contact_delassus_condition,post_capture_rate_margin,wheel_momentum_margin,thruster_impulse_margin,core_margin,post_capture_rate_pass,wheel_momentum_pass,thruster_impulse_pass,actuator_limit_status,flex_status,flex_value,evidence_status,classification,binding_constraint,safe_claim_permitted,pareto_layer,normalized_initial_impulse_objective,core_margin_tie_group,overall_rank,top20_included
P1_tc00_v10mm_approach_5d_a0p8,a8377acc6a48668b,P1,0.0,0.01,approach_5d,0.8,rigid_6dof,P1|tc=0|approach_5d,0.0,-95.5970959322615,FEASIBLE,True,True,True,True,True,0.006559590148781816,19.24490442302627,0.6499899325214797,0.05465000000000002,6e4489b38a64b480,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.01,-0.0,-0.0,0.0,0.0,0.0]","[-0.004103296035703674,-0.029146198817468435,-0.00381193535419015,0.03852015576261147,0.00577802336439172,0.015408062305044587]","[0.3798103658122655,-0.06282735060719873,-0.03689898088516648,-0.013693009105150731,-0.026794534253744617,-0.3851793093622272]","[-0.0005202597719197923,0.00035142957214041816,0.00012605455533892947,-0.033151265691480705,-0.018013876887066422,-0.011386291807751896]",0.3851793093622272,2.258030827553528,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.269772809213347,9.020562075079397e-17,6.938893903907228e-18,1.6291258509881998,0.7666982731944002,1.1102230246251565e-16,"[-0.022602534381113794,0.010919858104132048,-0.0019213189525019653]","[-3.638142020117924e-06,0.00031434472744372823,0.0017501359912546702]",0.025175570062682846,0.0017781456159814352,0.025238286982532845,0.22902727847576815,0.16836129104968497,0.2971121954289684,0.017184905312165728,"[0.04517970943781031,0.0032673500337305574,0.028274104497914843]",3.0594587366443897,3.67768391068272,21.63343476872188,36.7666069601102,0.006468983675300899,0.04398966410780282,2.6513151172049642e-14,8.673617379884035e-17,1.0408340855860843e-17,1.1102230246251565e-16,1.0408340855860843e-17,4.440892098500626e-16,1.3877787807814457e-16,0.0,0.00016496098590934594,0.005586029116919286,7303.130876755916,-0.5297293683221949,0.32827691129082737,0.32827691129082737,-0.5297293683221949,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,2,0.31203757852332614,1948,14,True
P1_tc00_v10mm_approach_5d_a1p0,eb9780ff076d6c89,P1,0.0,0.01,approach_5d,1.0,rigid_6dof,P1|tc=0|approach_5d,0.0,-95.5970959322615,FEASIBLE,True,True,True,True,True,0.006559590148781816,19.24490442302627,0.6499899325214797,0.05465000000000002,6e4489b38a64b480,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.01,-0.0,-0.0,0.0,0.0,0.0]","[-0.002629120044629593,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[0.47477107998837353,-0.07186895151535559,-0.03097972249073693,-0.026113962310758927,-0.03349386614102748,-0.4814790567405801]","[-0.00044709041352826266,0.00043933908815622474,0.0001267933062701185,-0.04144228670831274,-0.021998412064496837,-0.014233570723591327]",0.4814790567405801,2.809239470703116,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.269772809213347,6.938893903907228e-17,6.071532165918825e-18,1.6291258509881998,0.7666982731944002,1.1102230246251565e-16,"[-0.02016603581507906,1.8552166169537953e-05,-0.0044567006862954684]","[-5.49292034850885e-11,0.0008570479178066712,3.4546933550351077e-06]",0.02065263967838367,0.0008570548805782106,0.020670415301910855,0.23969408858681898,0.1699274582324029,0.2971121954289684,0.010000000000000002,"[0.04517970943781031,0.003267350033730556,0.028274104497914843]",3.0594587366443897,3.67768391068272,21.63343476872188,36.7666069601102,0.006470483526792448,0.04660175389614032,2.6513151172049642e-14,3.469446951953614e-17,1.691355389077387e-17,1.1102230246251565e-16,1.691355389077387e-17,4.440892098500626e-16,1.3530843112619095e-16,0.0,0.00010083017907537573,0.006537012415329141,7303.130876755916,-0.5297293683221949,0.32827691129082737,0.32827691129082737,-0.5297293683221949,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,2,0.238298783926504,1948,13,True
P1_tc00_v20mm_pose_6d_a0p0,dfe7a4b3466db8e8,P1,0.0,0.02,pose_6d,0.0,rigid_6dof,P1|tc=0|pose_6d,0.0,1.5293801237166763e-14,FEASIBLE,True,True,True,True,True,0.006559590148938912,27.247243887585434,0.6499899320561242,0.05465000000000002,8159b01064fa4c69,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-6.759975194032668e-05,-0.05332369529568183,-0.1211522861124074,0.07198099621563896,5.941658467779573e-06,4.180871004032321e-05]","[-0.0016258795966873915,-4.441174216056496e-07,0.00024617609697685544,2.5806316361566484e-05,-0.004152405289133733,6.002792640880768e-06]",0.1211522861124074,0.23792014101565018,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.27230168027798,2.42861286636753e-17,4.9873299934333204e-18,1.6293558036945828,0.767591137390891,1.3877787807814457e-16,"[-0.05251521134227954,0.054544912371906666,0.003764625937046015]","[-1.9099022900891386e-05,-0.0009990029616904995,0.008736684094043172]",0.0758100738452954,0.008793635235171467,0.07631838125300085,0.18481697023957686,0.16278136179186914,0.2971126218328813,0.06957565283474028,"[0.04517966935605838,0.003267347012580325,0.028274040529266065]",3.059454842280319,3.6776839106819974,21.63343476871763,36.766606960102976,0.006345085720440521,0.0533235437344698,1.3005243177733473e-10,1.3981871216373065e-15,4.163686716891707e-17,7.09166059209565e-12,4.163686716891707e-17,7.090994458280875e-12,4.532152431124814e-12,1.906391711159472e-13,0.0016412062465577248,0.002925732649478943,7303.110603391029,-0.5297274211401595,0.3282769112909594,0.3282769112909594,-0.5297274211401595,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,1,1.0899924700733115,0,5,True
P1_tc00_v20mm_pose_6d_a0p8,dd21f20941d7da35,P1,0.0,0.02,pose_6d,0.8,rigid_6dof,P1|tc=0|pose_6d,0.0,1.5293801237166763e-14,FEASIBLE,True,True,True,True,True,0.006559590148938912,27.247243887585434,0.6499899320561242,0.05465000000000002,8159b01064fa4c69,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-0.014103296035703674,-0.029146198817468435,-0.00381193535419015,0.03852015576261147,0.00577802336439172,0.015408062305044587]","[0.37978964203455007,-0.08949620807213284,-0.09747605383418476,0.022295003520700202,-0.026793689746647975,-0.385173386193244]","[-0.0013332013729760817,0.000351338323893772,0.00024908731688251545,-0.033136457439810814,-0.02009367401305991,-0.011385416676132654]",0.385173386193244,2.314216367377362,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.27230168027798,4.163336342344337e-17,1.3877787807814457e-17,1.6293558036945828,0.767591137390891,1.3877787807814457e-16,"[-0.04276868093092486,0.010938685373730102,-0.006377806315893074]","[-3.81382248647337e-06,0.0011710338610492897,0.0017524852915964525]",0.04460371419153071,0.002107733272078768,0.04465348652934042,0.22633762690390605,0.16897659241523108,0.2971126218330884,0.02499608950235184,"[0.0451796693560896,0.003267347012572164,0.02827404052934746]",3.0594548422842727,3.6776839106824526,21.633434768720306,36.766606960107524,0.00629851334369879,0.044732949594466165,1.3005243177733473e-10,2.3592239273284576e-16,2.42861286636753e-17,1.422306716847288e-12,2.42861286636753e-17,1.4219736499399005e-12,9.090367347752704e-13,4.098110739647609e-14,0.0004918220354573483,0.005506225743031196,7303.110603391029,-0.5297274211421363,0.3282769112908762,0.3282769112908763,-0.5297274211421363,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,3,0.5208127635795923,0,16,True
P1_tc00_v20mm_pose_6d_a1p0,f59e0c6ef4d4aa99,P1,0.0,0.02,pose_6d,1.0,rigid_6dof,P1|tc=0|pose_6d,0.0,1.5293801237166763e-14,FEASIBLE,True,True,True,True,True,0.006559590148938912,27.247243887585434,0.6499899320561242,0.05465000000000002,8159b01064fa4c69,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-0.012629120044629592,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[0.47475395248117264,-0.09853933626624559,-0.09155699576462908,0.009873505346965506,-0.033493597597926916,-0.481477184919065]","[-0.001260031817048254,0.00043928393422261637,0.00024981512185893003,-0.041427023378853914,-0.024078991194041454,-0.01423327154332604]",0.481477184919065,2.8639764645946366,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.27230168027798,5.551115123125783e-17,2.0383000842727483e-17,1.6293558036945828,0.767591137390891,1.3877787807814457e-16,"[-0.040332048328086186,3.712862418598578e-05,-0.00891341437912789]","[7.477617131107031e-09,0.0017135430667342465,6.435590984776561e-06]",0.04130525943227881,0.0017135551518525,0.0413407877044729,0.23696545254465345,0.17053924224538541,0.29711262183314013,0.02,"[0.04517966935609741,0.0032673470125701236,0.028274040529367807]",3.059454842285261,3.677683910682567,21.63343476872098,36.766606960108675,0.0062913485121357205,0.04747713623431888,1.3005243177733473e-10,2.862293735361732e-17,1.691355389077387e-17,1.0313971898767704e-12,1.691355389077387e-17,1.031508212179233e-12,8.000544671205034e-13,3.552713678800501e-15,0.00040332048328087233,0.006458267335964496,7303.110603391029,-0.5297274211426306,0.32827691129085523,0.32827691129085534,-0.5297274211426306,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,3,0.4765848475430068,0,15,True
P1_tc00_v20mm_approach_5d_a0p0,3db33b503eee7dd7,P1,0.0,0.02,approach_5d,0.0,rigid_6dof,P1|tc=0|approach_5d,0.0,-95.5970959322615,FEASIBLE,True,True,True,True,True,0.006559590148781816,19.24490442302627,0.6499899325214797,0.05465000000000002,6e4489b38a64b480,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-6.498178433354304e-05,-0.05332189394914252,-0.12115202892576936,0.07198160743456414,5.586590773664334e-06,3.9360302369220586e-05]","[-0.001625874410971822,-4.169838456181297e-07,0.0002461991032283562,2.5636751694835117e-05,-0.004151472354689482,5.647711211660984e-06]",0.12115202892576936,0.23786660015845745,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.269772809213347,1.3010426069826053e-17,3.469446951953614e-18,1.6291258509881998,0.7666982731944002,1.1102230246251565e-16,"[-0.05251456446033183,0.054543634022151705,0.0037635072963765168]","[-1.8190545312979156e-05,-0.000999420116201361,0.008740315876208257]",0.07580865042968811,0.008797288961976004,0.07631738840559965,0.18481647632345446,0.1627814525439089,0.2971121954289684,0.06957565283474029,"[0.04517970943781031,0.0032673500337305587,0.02827410449791483]",3.0594587366443893,3.67768391068272,21.63343476872188,36.7666069601102,0.006345066095892971,0.053323640587389844,2.6513151172049642e-14,8.881784197001252e-16,2.081552696758656e-17,1.1102230246251565e-15,2.081552696758656e-17,1.3322676295501878e-15,7.771561172376096e-16,1.3877787807814457e-17,0.001641116102245141,0.0029257315119389643,7303.130876755916,-0.5297293683221946,0.32827691129082737,0.32827691129082737,-0.5297293683221946,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,1,1.090165266570866,1948,10,True
P1_tc00_v20mm_approach_5d_a0p8,32ef873ec1aa6ba9,P1,0.0,0.02,approach_5d,0.8,rigid_6dof,P1|tc=0|approach_5d,0.0,-95.5970959322615,FEASIBLE,True,True,True,True,True,0.006559590148781816,19.24490442302627,0.6499899325214797,0.05465000000000002,6e4489b38a64b480,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-0.014103296035703674,-0.029146198817468435,-0.00381193535419015,0.03852015576261147,0.00577802336439172,0.015408062305044587]","[0.37977787492009873,-0.08948829758176999,-0.09747499534805115,0.022297794612131334,-0.026791740958357783,-0.3851596292110426]","[-0.001333196977405703,0.0003512210802176092,0.00024915410695310893,-0.03313844731563329,-0.020089613064411156,-0.011383467952146066]",0.3851596292110426,2.3141626937001343,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.269772809213347,1.249000902703301e-16,8.023096076392733e-18,1.6291258509881998,0.7666982731944002,1.1102230246251565e-16,"[-0.042768570196192846,0.010938410270301598,-0.006378019638797419]","[-3.6381969493214033e-06,0.0011713926452503963,0.0017535906846097074]",0.04460357104964803,0.002108851406565599,0.04465339633931526,0.2263356257198743,0.16897879227336754,0.2971121954289684,0.02499608950235185,"[0.04517970943781031,0.003267350033730557,0.02827410449791484]",3.0594587366443893,3.67768391068272,21.63343476872188,36.7666069601102,0.006298594924419612,0.044729225117368265,2.6513151172049642e-14,4.85722573273506e-17,1.0408340855860843e-17,4.440892098500626e-16,1.0408340855860843e-17,8.881784197001252e-16,2.3592239273284576e-16,0.0,0.0004918165087958865,0.005505968813058565,7303.130876755916,-0.5297293683221946,0.32827691129082737,0.32827691129082737,-0.5297293683221946,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,3,0.5208396527461483,1948,18,True
P1_tc00_v20mm_approach_5d_a1p0,d5111acfd86d983a,P1,0.0,0.02,approach_5d,1.0,rigid_6dof,P1|tc=0|approach_5d,0.0,-95.5970959322615,FEASIBLE,True,True,True,True,True,0.006559590148781816,19.24490442302627,0.6499899325214797,0.05465000000000002,6e4489b38a64b480,COMPLETE_DYNAMIC_EVALUATED,EVALUATED,"[0.007370879955370407,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[-0.02,-0.0,-0.0,0.0,0.0,0.0]","[-0.012629120044629592,-0.03643274852183554,-0.004764919192737687,0.04815019470326433,0.00722252920548965,0.019260077881305734]","[0.47473858909620664,-0.09852989848992685,-0.09155573695362161,0.009876841406523142,-0.03349107284564064,-0.48145937658939547]","[-0.0012600276190141734,0.0004391305962334161,0.00024989285788429516,-0.0414294683324653,-0.02407414824184159,-0.014230746867985495]",0.48145937658939547,2.863917727479224,UNKNOWN_NOT_FROZEN,UNKNOWN_NO_FROZEN_LIMIT,UNKNOWN_NOT_MODELED_IN_TERMINAL_KINEMATICS,28.269772809213347,4.163336342344337e-17,1.431146867680866e-17,1.6291258509881998,0.7666982731944002,1.1102230246251565e-16,"[-0.04033207163015811,3.710433233910991e-05,-0.008913401372590897]","[-1.0985840691965438e-10,0.0017140958356133345,6.909386710075694e-06]",0.04130527935676732,0.0017141097611564134,0.04134083060382169,0.23696308286758774,0.17054198061578826,0.29711219542896844,0.020000000000000004,"[0.04517970943781031,0.003267350033730556,0.028274104497914843]",3.0594587366443897,3.67768391068272,21.63343476872188,36.7666069601102,0.0062914537131040435,0.047472618946699706,2.6513151172049642e-14,2.0816681711721685e-17,1.5178830414797062e-17,4.440892098500626e-16,1.5178830414797062e-17,4.440892098500626e-16,2.0122792321330962e-16,0.0,0.00040332071630154454,0.006457902802554136,7303.130876755916,-0.5297293683221949,0.32827691129082737,0.32827691129082737,-0.5297293683221949,False,True,True,PARTIAL_PASS_WHEEL_THRUSTER_JOINT_LIMITS_UNKNOWN,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_RIGID_FLEX_UNKNOWN,CORE_UNSAFE,POST_CAPTURE_RATE_EXCEED,False,3,0.4765975678530076,1948,17,True
P1_tc30_v05mm_pose_6d_a0p0,9a922cff972b8d0d,P1,30.0,0.005,pose_6d,0.0,rigid_6dof,P1|tc=30|pose_6d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,ddff6233a140944d,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v05mm_pose_6d_a0p8,e66192fcefde7caa,P1,30.0,0.005,pose_6d,0.8,rigid_6dof,P1|tc=30|pose_6d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,ddff6233a140944d,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v05mm_pose_6d_a1p0,6cfd0bb5e8c5786a,P1,30.0,0.005,pose_6d,1.0,rigid_6dof,P1|tc=30|pose_6d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,ddff6233a140944d,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v05mm_approach_5d_a0p0,7490263548ef5d3d,P1,30.0,0.005,approach_5d,0.0,rigid_6dof,P1|tc=30|approach_5d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,5dcc84a72237d23b,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v05mm_approach_5d_a0p8,7703024e514f70e4,P1,30.0,0.005,approach_5d,0.8,rigid_6dof,P1|tc=30|approach_5d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,5dcc84a72237d23b,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v05mm_approach_5d_a1p0,ebfbde8f9ff1d808,P1,30.0,0.005,approach_5d,1.0,rigid_6dof,P1|tc=30|approach_5d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,5dcc84a72237d23b,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v10mm_pose_6d_a0p0,95b73068ccad121d,P1,30.0,0.01,pose_6d,0.0,rigid_6dof,P1|tc=30|pose_6d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,ddff6233a140944d,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
P1_tc30_v10mm_pose_6d_a0p8,b30603f8acf22f3d,P1,30.0,0.01,pose_6d,0.8,rigid_6dof,P1|tc=30|pose_6d,0.0,N/A,UNREACHABLE,False,False,False,False,False,N/A,N/A,N/A,N/A,ddff6233a140944d,COMPLETE_UPSTREAM_REJECTED,NOT_RUN_DUE_TO_UPSTREAM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_RUN_DUE_TO_UPSTREAM,UNKNOWN_NOT_RUN,UNKNOWN,COMPLETE_FOR_APPLICABLE_STAGES,GEOMETRY_INVALID,IK_FAIL,False,N/A,N/A,N/A,N/A,False
