pair_id,stage,object_a,object_b,geometry_sha_a,geometry_sha_b,frame_a,frame_b,required_clearance_m,clearance_policy_source,oracle_type,exact_or_conservative,configuration_domain,result,minimum_distance_m,witness_configuration,failure_reason
A::base_link||C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,6D846540EB64E8B4CFCB9689D91CF00DB85F0581740BC7A152F3FEA12BB3CDDD,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-01_J1_ANNULAR_SERVICE_LOOP,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-01_J1_ANNULAR_SERVICE_LOOP,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,4222D52E485A4E93266CCC0F4090A49AD0C6B4B043A9F1259E3062EDA50217B0,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-01_J1_ANNULAR_SERVICE_LOOP,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-01_J1_ANNULAR_SERVICE_LOOP,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,4222D52E485A4E93266CCC0F4090A49AD0C6B4B043A9F1259E3062EDA50217B0,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,48D9A93A0D469EBFDB1A367BA6F8FE97A38762B7343400D6A8B2FBDFE9F0CD23,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,48D9A93A0D469EBFDB1A367BA6F8FE97A38762B7343400D6A8B2FBDFE9F0CD23,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-03_J3_CARRIER_HYBRID_WRAP,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-03_J3_CARRIER_HYBRID_WRAP,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,BFBBD3C0E421DFAF1E748BF3D7DF608B7D617AD8FBB29FA86879606C8D7E870C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-03_J3_CARRIER_HYBRID_WRAP,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-03_J3_CARRIER_HYBRID_WRAP,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,BFBBD3C0E421DFAF1E748BF3D7DF608B7D617AD8FBB29FA86879606C8D7E870C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,DEDA0DE468855E9B4C5CA4F0012A54679CC03563BAF1C7BEFCAA2D031BFFE56C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,DEDA0DE468855E9B4C5CA4F0012A54679CC03563BAF1C7BEFCAA2D031BFFE56C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-05_J5_WRIST_WRAP,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-05_J5_WRIST_WRAP,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,CB0F2A17E5A54372A0142A800E10E4F3B6E5E27601F76E3F3EA99F4DB17CDD6C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-05_J5_WRIST_WRAP,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-05_J5_WRIST_WRAP,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,CB0F2A17E5A54372A0142A800E10E4F3B6E5E27601F76E3F3EA99F4DB17CDD6C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,33B7213B36AA88D160B542A5F35E028559D2946A80F12765FF9251DC28FB5BED,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,33B7213B36AA88D160B542A5F35E028559D2946A80F12765FF9251DC28FB5BED,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-07A_WRIST_TAIL_DATA,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-07A_WRIST_TAIL_DATA,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,61395F6B593EB1B0F288D2FFCE90888A7B63D3355D6A1C5D84B05C32FDCBC40C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-07A_WRIST_TAIL_DATA,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-07A_WRIST_TAIL_DATA,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,61395F6B593EB1B0F288D2FFCE90888A7B63D3355D6A1C5D84B05C32FDCBC40C,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-07B_WRIST_TAIL_POWER,PRE_RELEASE@q_start_STOW,A::base_link,C::SEG-07B_WRIST_TAIL_POWER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,D1646EB743B7508386D9DC77861630B902A6B8BF94B0740A7571824D6CB0BCC8,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||C::SEG-07B_WRIST_TAIL_POWER,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,C::SEG-07B_WRIST_TAIL_POWER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,D1646EB743B7508386D9DC77861630B902A6B8BF94B0740A7571824D6CB0BCC8,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::BUS,PRE_RELEASE@q_start_STOW,A::base_link,F::BUS,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,A4B640BD2ABB639D4BFEE8F14A5F4E459C6C7CD98D16272287F7386F311950A8,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::BUS,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,F::BUS,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,A4B640BD2ABB639D4BFEE8F14A5F4E459C6C7CD98D16272287F7386F311950A8,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::LOAD_BRIDGE,PRE_RELEASE@q_start_STOW,A::base_link,F::LOAD_BRIDGE,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,FEF7D077A364B7231FA3BD0ACB5F29E7292163A8CB4B805659BFF2CA4995F43D,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::LOAD_BRIDGE,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,F::LOAD_BRIDGE,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,FEF7D077A364B7231FA3BD0ACB5F29E7292163A8CB4B805659BFF2CA4995F43D,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::M3R_STAGE_A,PRE_RELEASE@q_start_STOW,A::base_link,F::M3R_STAGE_A,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,09F290B21963E691F16709304462DF12EF180E4251640AAFD00962516F27947A,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::M3R_STAGE_A,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,F::M3R_STAGE_A,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,09F290B21963E691F16709304462DF12EF180E4251640AAFD00962516F27947A,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::M3R_STAGE_B,PRE_RELEASE@q_start_STOW,A::base_link,F::M3R_STAGE_B,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,1BDF97A8149F46B1F6146206957CA513B4C849B60FDBA93C62E54BF831F94731,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||F::M3R_STAGE_B,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,F::M3R_STAGE_B,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,1BDF97A8149F46B1F6146206957CA513B4C849B60FDBA93C62E54BF831F94731,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-BASE-COLLAR,PRE_RELEASE@q_start_STOW,A::base_link,R::RC-BRK-BASE-COLLAR,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,AF62B1ABDBA776754B1EFA35F939ECE0C07C50289E3A78D05E7AE19D0883BBDD,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-BASE-COLLAR,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,R::RC-BRK-BASE-COLLAR,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,AF62B1ABDBA776754B1EFA35F939ECE0C07C50289E3A78D05E7AE19D0883BBDD,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-BUS-FLANGE,PRE_RELEASE@q_start_STOW,A::base_link,R::RC-BRK-BUS-FLANGE,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,6504349AC63FAA96D360BF934EAE7D505012EA0FC5CB338F4D025079AF307B76,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-BUS-FLANGE,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,R::RC-BRK-BUS-FLANGE,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,6504349AC63FAA96D360BF934EAE7D505012EA0FC5CB338F4D025079AF307B76,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-J1-RISER,PRE_RELEASE@q_start_STOW,A::base_link,R::RC-BRK-J1-RISER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,AF0229036A69F8773CEC5F6841E4A6E5528976768F29E9856579F23965973DF3,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-J1-RISER,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,R::RC-BRK-J1-RISER,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,AF0229036A69F8773CEC5F6841E4A6E5528976768F29E9856579F23965973DF3,base_link,S,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ALL_Q_RELATIVE_STATIC,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-J4-ANN-MAIN-SPINE,PRE_RELEASE@q_start_STOW,A::base_link,R::RC-BRK-J4-ANN-MAIN-SPINE,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,9E96A7CAF45CBF4F8DA2270083CF7709CE5B6C7063906608296FB5DCA736445E,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-J4-ANN-MAIN-SPINE,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,R::RC-BRK-J4-ANN-MAIN-SPINE,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,9E96A7CAF45CBF4F8DA2270083CF7709CE5B6C7063906608296FB5DCA736445E,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-J4-ANN-ROOT-NECK,PRE_RELEASE@q_start_STOW,A::base_link,R::RC-BRK-J4-ANN-ROOT-NECK,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,6B19F951A23824C8DFA622FAA3EDEDF39CD0C4B8B7AC22BB2D201D0D623FD7F4,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
A::base_link||R::RC-BRK-J4-ANN-ROOT-NECK,POST_RELEASE@q_goal_RELEASE_CLEAR,A::base_link,R::RC-BRK-J4-ANN-ROOT-NECK,40FA476528D5E01F808062CBDB80E2A04513CA9431EC92310915DF3311094D45,6B19F951A23824C8DFA622FAA3EDEDF39CD0C4B8B7AC22BB2D201D0D623FD7F4,base_link,A0_Q0_REFERENCE,0.0,OWNER_TERMINAL_DIRECTIVE_NONPENETRATION_ZERO,,,ENDPOINT_CONFIGURATION,UNKNOWN,,,ORACLE_WORKER_PROCESS_FAILURE:3221225786
