pair_id,object_a,object_b,in_required_universe,exclusion_rule,relative_motion_class
A::base_link||R::RC-CAR-J4-FOLLOWER-TROLLEY,A::base_link,R::RC-CAR-J4-FOLLOWER-TROLLEY,true,,RELATIVE_MOVING
A::base_link||R::RC-CAR-J4-TROMBONE,A::base_link,R::RC-CAR-J4-TROMBONE,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-BUS-FT-BASE,A::base_link,R::RC-CHN-BUS-FT-BASE,true,,RELATIVE_STATIC
A::base_link||R::RC-CHN-BUS-FT-LINER,A::base_link,R::RC-CHN-BUS-FT-LINER,true,,RELATIVE_STATIC
A::base_link||R::RC-CHN-BUS-FT-WALL-A,A::base_link,R::RC-CHN-BUS-FT-WALL-A,true,,RELATIVE_STATIC
A::base_link||R::RC-CHN-BUS-FT-WALL-B,A::base_link,R::RC-CHN-BUS-FT-WALL-B,true,,RELATIVE_STATIC
A::base_link||R::RC-CHN-E210-LINK-00,A::base_link,R::RC-CHN-E210-LINK-00,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-E210-LINK-01,A::base_link,R::RC-CHN-E210-LINK-01,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-E210-LINK-02,A::base_link,R::RC-CHN-E210-LINK-02,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-E210-LINK-03,A::base_link,R::RC-CHN-E210-LINK-03,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-E210-LINK-04,A::base_link,R::RC-CHN-E210-LINK-04,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-E210-LINK-05,A::base_link,R::RC-CHN-E210-LINK-05,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L2-BASE,A::base_link,R::RC-CHN-L2-BASE,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L2-LINER,A::base_link,R::RC-CHN-L2-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L2-WALL-A,A::base_link,R::RC-CHN-L2-WALL-A,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L2-WALL-B,A::base_link,R::RC-CHN-L2-WALL-B,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L3-BASE,A::base_link,R::RC-CHN-L3-BASE,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L3-LINER,A::base_link,R::RC-CHN-L3-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L3-WALL-A,A::base_link,R::RC-CHN-L3-WALL-A,true,,RELATIVE_MOVING
A::base_link||R::RC-CHN-L3-WALL-B,A::base_link,R::RC-CHN-L3-WALL-B,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-BUS-HN01,A::base_link,R::RC-CLP-BUS-HN01,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-BUS-HN02,A::base_link,R::RC-CLP-BUS-HN02,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-BUS-HN03,A::base_link,R::RC-CLP-BUS-HN03,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-BUS-RISER,A::base_link,R::RC-CLP-BUS-RISER,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-J1-MOV,A::base_link,R::RC-CLP-J1-MOV,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J1-RELIEF-A1,A::base_link,R::RC-CLP-J1-RELIEF-A1,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-J1-RELIEF-A2,A::base_link,R::RC-CLP-J1-RELIEF-A2,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-J1-RELIEF-B1,A::base_link,R::RC-CLP-J1-RELIEF-B1,true,,RELATIVE_STATIC
A::base_link||R::RC-CLP-J2-FIX,A::base_link,R::RC-CLP-J2-FIX,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J2-MOV,A::base_link,R::RC-CLP-J2-MOV,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J3-HOST-BOUNDARY,A::base_link,R::RC-CLP-J3-HOST-BOUNDARY,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J3-MOV,A::base_link,R::RC-CLP-J3-MOV,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J4-ANN-ENTRY,A::base_link,R::RC-CLP-J4-ANN-ENTRY,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J4-B,A::base_link,R::RC-CLP-J4-B,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J4-FIX,A::base_link,R::RC-CLP-J4-FIX,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J4-FOLLOWER,A::base_link,R::RC-CLP-J4-FOLLOWER,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J5-FIX,A::base_link,R::RC-CLP-J5-FIX,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J5-MOV,A::base_link,R::RC-CLP-J5-MOV,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J6-FIX,A::base_link,R::RC-CLP-J6-FIX,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-J6-MOV,A::base_link,R::RC-CLP-J6-MOV,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-L1-01,A::base_link,R::RC-CLP-L1-01,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-L2-01,A::base_link,R::RC-CLP-L2-01,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-L2-02,A::base_link,R::RC-CLP-L2-02,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-L3-01,A::base_link,R::RC-CLP-L3-01,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-L3-02,A::base_link,R::RC-CLP-L3-02,true,,RELATIVE_MOVING
A::base_link||R::RC-CLP-L4-01,A::base_link,R::RC-CLP-L4-01,true,,RELATIVE_MOVING
A::base_link||R::RC-CONN-WR-D1,A::base_link,R::RC-CONN-WR-D1,true,,RELATIVE_MOVING
A::base_link||R::RC-CONN-WR-P1,A::base_link,R::RC-CONN-WR-P1,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J1-ANNULUS-LOW,A::base_link,R::RC-GDE-J1-ANNULUS-LOW,true,,RELATIVE_STATIC
A::base_link||R::RC-GDE-J1-ANNULUS-UP,A::base_link,R::RC-GDE-J1-ANNULUS-UP,true,,RELATIVE_STATIC
A::base_link||R::RC-GDE-J1-ANNULUS-WALL,A::base_link,R::RC-GDE-J1-ANNULUS-WALL,true,,RELATIVE_STATIC
A::base_link||R::RC-GDE-J1-LINER,A::base_link,R::RC-GDE-J1-LINER,true,,RELATIVE_STATIC
A::base_link||R::RC-GDE-J2-MANDREL,A::base_link,R::RC-GDE-J2-MANDREL,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J2-MANDREL-LINER,A::base_link,R::RC-GDE-J2-MANDREL-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J3-SADDLE,A::base_link,R::RC-GDE-J3-SADDLE,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J3-SADDLE-LINER,A::base_link,R::RC-GDE-J3-SADDLE-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-ANNULAR-FOLLOWER,A::base_link,R::RC-GDE-J4-ANNULAR-FOLLOWER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,A::base_link,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-B-TO-ANNULUS,A::base_link,R::RC-GDE-J4-B-TO-ANNULUS,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-B-TO-ANNULUS-LINER,A::base_link,R::RC-GDE-J4-B-TO-ANNULUS-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-FIXED-APPROACH,A::base_link,R::RC-GDE-J4-FIXED-APPROACH,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-FIXED-APPROACH-LINER,A::base_link,R::RC-GDE-J4-FIXED-APPROACH-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-TROMBONE-U,A::base_link,R::RC-GDE-J4-TROMBONE-U,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J4-TROMBONE-U-LINER,A::base_link,R::RC-GDE-J4-TROMBONE-U-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J5-HIGH-BYPASS,A::base_link,R::RC-GDE-J5-HIGH-BYPASS,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J5-HIGH-BYPASS-LINER,A::base_link,R::RC-GDE-J5-HIGH-BYPASS-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J5-HIGH-RETURN,A::base_link,R::RC-GDE-J5-HIGH-RETURN,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J5-HIGH-RETURN-LINER,A::base_link,R::RC-GDE-J5-HIGH-RETURN-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J5-WRAP,A::base_link,R::RC-GDE-J5-WRAP,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J5-WRAP-LINER,A::base_link,R::RC-GDE-J5-WRAP-LINER,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J6-RING-0,A::base_link,R::RC-GDE-J6-RING-0,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J6-RING-1,A::base_link,R::RC-GDE-J6-RING-1,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J6-RING-2,A::base_link,R::RC-GDE-J6-RING-2,true,,RELATIVE_MOVING
A::base_link||R::RC-GDE-J6-RING-3,A::base_link,R::RC-GDE-J6-RING-3,true,,RELATIVE_MOVING
A::base_link||R::RC-GSP-J5-HIGH-A6,A::base_link,R::RC-GSP-J5-HIGH-A6,true,,RELATIVE_MOVING
A::base_link||R::RC-GSP-J5-HIGH-W2,A::base_link,R::RC-GSP-J5-HIGH-W2,true,,RELATIVE_MOVING
A::base_link||R::RC-GSP-J5-HIGH-W3,A::base_link,R::RC-GSP-J5-HIGH-W3,true,,RELATIVE_MOVING
A::base_link||R::RC-GSP-L4-HIGH-E1,A::base_link,R::RC-GSP-L4-HIGH-E1,true,,RELATIVE_MOVING
A::base_link||R::RC-GSP-L4-HIGH-E2,A::base_link,R::RC-GSP-L4-HIGH-E2,true,,RELATIVE_MOVING
A::base_link||R::RC-PLT-BASE-CONN,A::base_link,R::RC-PLT-BASE-CONN,true,,RELATIVE_STATIC
A::base_link||R::RC-PLT-BUS-CONN,A::base_link,R::RC-PLT-BUS-CONN,true,,RELATIVE_STATIC
A::base_link||R::RC-PLT-WRIST-SPLIT,A::base_link,R::RC-PLT-WRIST-SPLIT,true,,RELATIVE_MOVING
A::base_link||R::RC-SR-WRIST,A::base_link,R::RC-SR-WRIST,true,,RELATIVE_MOVING
A::base_link||R::RC-SR-WRIST-BOOT,A::base_link,R::RC-SR-WRIST-BOOT,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-A-STAGE-1,A::base_link,R::RC-TEL-J4-A-STAGE-1,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-A-STAGE-2,A::base_link,R::RC-TEL-J4-A-STAGE-2,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-A-STAGE-3,A::base_link,R::RC-TEL-J4-A-STAGE-3,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-A-STAGE-4,A::base_link,R::RC-TEL-J4-A-STAGE-4,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-B-STAGE-1,A::base_link,R::RC-TEL-J4-B-STAGE-1,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-B-STAGE-2,A::base_link,R::RC-TEL-J4-B-STAGE-2,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-B-STAGE-3,A::base_link,R::RC-TEL-J4-B-STAGE-3,true,,RELATIVE_MOVING
A::base_link||R::RC-TEL-J4-B-STAGE-4,A::base_link,R::RC-TEL-J4-B-STAGE-4,true,,RELATIVE_MOVING
A::base_link||R::RC-TRK-J3-RAIL,A::base_link,R::RC-TRK-J3-RAIL,true,,RELATIVE_MOVING
A::base_link||R::RC-TRK-J3-STOP-A,A::base_link,R::RC-TRK-J3-STOP-A,true,,RELATIVE_MOVING
A::base_link||R::RC-TRK-J3-STOP-B,A::base_link,R::RC-TRK-J3-STOP-B,true,,RELATIVE_MOVING
A::base_link||R::RC-TRK-J4-STOP-NEG,A::base_link,R::RC-TRK-J4-STOP-NEG,true,,RELATIVE_MOVING
A::base_link||R::RC-TRK-J4-STOP-POS,A::base_link,R::RC-TRK-J4-STOP-POS,true,,RELATIVE_MOVING
A::base_link||R::RC-TRK-J4-TROMBONE-RAIL,A::base_link,R::RC-TRK-J4-TROMBONE-RAIL,true,,RELATIVE_MOVING
A::base_link||S::LEFT_LEAF_1,A::base_link,S::LEFT_LEAF_1,true,,RELATIVE_STATIC
A::base_link||S::LEFT_LEAF_2,A::base_link,S::LEFT_LEAF_2,true,,RELATIVE_STATIC
A::base_link||S::LEFT_LEAF_3,A::base_link,S::LEFT_LEAF_3,true,,RELATIVE_STATIC
A::base_link||S::RIGHT_LEAF_1,A::base_link,S::RIGHT_LEAF_1,true,,RELATIVE_STATIC
A::base_link||S::RIGHT_LEAF_2,A::base_link,S::RIGHT_LEAF_2,true,,RELATIVE_STATIC
A::base_link||S::RIGHT_LEAF_3,A::base_link,S::RIGHT_LEAF_3,true,,RELATIVE_STATIC
A::gripper_left||A::gripper_link,A::gripper_left,A::gripper_link,false,ADJACENT_JOINT,RELATIVE_STATIC
A::gripper_left||A::gripper_right,A::gripper_left,A::gripper_right,true,,RELATIVE_STATIC
A::gripper_left||A::link1,A::gripper_left,A::link1,true,,RELATIVE_MOVING
A::gripper_left||A::link2,A::gripper_left,A::link2,true,,RELATIVE_MOVING
A::gripper_left||A::link3,A::gripper_left,A::link3,true,,RELATIVE_MOVING
A::gripper_left||A::link4,A::gripper_left,A::link4,true,,RELATIVE_MOVING
A::gripper_left||A::link5,A::gripper_left,A::link5,true,,RELATIVE_MOVING
A::gripper_left||A::link6,A::gripper_left,A::link6,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,A::gripper_left,C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-01_J1_ANNULAR_SERVICE_LOOP,A::gripper_left,C::SEG-01_J1_ANNULAR_SERVICE_LOOP,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,A::gripper_left,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-03_J3_CARRIER_HYBRID_WRAP,A::gripper_left,C::SEG-03_J3_CARRIER_HYBRID_WRAP,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,A::gripper_left,C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-05_J5_WRIST_WRAP,A::gripper_left,C::SEG-05_J5_WRIST_WRAP,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,A::gripper_left,C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-07A_WRIST_TAIL_DATA,A::gripper_left,C::SEG-07A_WRIST_TAIL_DATA,true,,RELATIVE_MOVING
A::gripper_left||C::SEG-07B_WRIST_TAIL_POWER,A::gripper_left,C::SEG-07B_WRIST_TAIL_POWER,true,,RELATIVE_MOVING
A::gripper_left||F::BUS,A::gripper_left,F::BUS,true,,RELATIVE_MOVING
A::gripper_left||F::LOAD_BRIDGE,A::gripper_left,F::LOAD_BRIDGE,true,,RELATIVE_MOVING
A::gripper_left||F::M3R_STAGE_A,A::gripper_left,F::M3R_STAGE_A,true,,RELATIVE_MOVING
A::gripper_left||F::M3R_STAGE_B,A::gripper_left,F::M3R_STAGE_B,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-BASE-COLLAR,A::gripper_left,R::RC-BRK-BASE-COLLAR,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-BUS-FLANGE,A::gripper_left,R::RC-BRK-BUS-FLANGE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J1-RISER,A::gripper_left,R::RC-BRK-J1-RISER,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-MAIN-SPINE,A::gripper_left,R::RC-BRK-J4-ANN-MAIN-SPINE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-ROOT-NECK,A::gripper_left,R::RC-BRK-J4-ANN-ROOT-NECK,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SPINE-HUB,A::gripper_left,R::RC-BRK-J4-ANN-SPINE-HUB,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-MID-POST,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-MID-POST,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,A::gripper_left,R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-RAIL-PAD-1,A::gripper_left,R::RC-BRK-J4-RAIL-PAD-1,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-RAIL-PAD-2,A::gripper_left,R::RC-BRK-J4-RAIL-PAD-2,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-RAIL-PAD-3,A::gripper_left,R::RC-BRK-J4-RAIL-PAD-3,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J4-RAIL-SPINE,A::gripper_left,R::RC-BRK-J4-RAIL-SPINE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J6-GUIDE-A,A::gripper_left,R::RC-BRK-J6-GUIDE-A,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-J6-GUIDE-B,A::gripper_left,R::RC-BRK-J6-GUIDE-B,true,,RELATIVE_MOVING
A::gripper_left||R::RC-BRK-L1-01,A::gripper_left,R::RC-BRK-L1-01,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CAR-J3-CARRIAGE,A::gripper_left,R::RC-CAR-J3-CARRIAGE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CAR-J4-FOLLOWER-TROLLEY,A::gripper_left,R::RC-CAR-J4-FOLLOWER-TROLLEY,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CAR-J4-TROMBONE,A::gripper_left,R::RC-CAR-J4-TROMBONE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-BUS-FT-BASE,A::gripper_left,R::RC-CHN-BUS-FT-BASE,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-BUS-FT-LINER,A::gripper_left,R::RC-CHN-BUS-FT-LINER,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-BUS-FT-WALL-A,A::gripper_left,R::RC-CHN-BUS-FT-WALL-A,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-BUS-FT-WALL-B,A::gripper_left,R::RC-CHN-BUS-FT-WALL-B,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-E210-LINK-00,A::gripper_left,R::RC-CHN-E210-LINK-00,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-E210-LINK-01,A::gripper_left,R::RC-CHN-E210-LINK-01,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-E210-LINK-02,A::gripper_left,R::RC-CHN-E210-LINK-02,true,,RELATIVE_MOVING
A::gripper_left||R::RC-CHN-E210-LINK-03,A::gripper_left,R::RC-CHN-E210-LINK-03,true,,RELATIVE_MOVING
