object_id,logical_role,source_geometry_path,source_sha256,geometry_type,frame_id,frame_transform,unit,operational_authority,candidate_package,missing_reason,allowed_stages
C::SEG-00_BUS_FEEDTHROUGH_AND_RISER,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,base_link,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-01_J1_ANNULAR_SERVICE_LOOP,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link1,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link2,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-03_J3_CARRIER_HYBRID_WRAP,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link3,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link4,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-05_J5_WRIST_WRAP,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link5,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link6,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-07A_WRIST_TAIL_DATA,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link6,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
C::SEG-07B_WRIST_TAIL_POWER,C::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_C9_ANALYTIC_CAPSULE_CANDIDATE_V1/05_results/C9_CAPSULE_INDEX_V1.json,AE82BCBF8D306A3EAFE9B55BD39B11DF4E15C6208FDFE564683BF4B4F936DA6E,ANALYTIC_CAPSULE_CHAIN_EFFECTIVE_RADIUS,link6,CENTERLINE_PLUS_ACCEPTED_URDF_FK_REQUIRES_SIDE_EFFECT_FREE_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,C9_ANALYTIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
F::BUS,F::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/04_MASTER_GEOMETRY.step,8C85585E9C051AEBB849E48F56354B48BF4204F61103B550BD92FC77BA99EA9E,DESIGN_SOURCE_ASSET,S,IDENTITY_IN_S,null,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,BUS_OPERATIONAL_NARROWPHASE_AND_EXTERNAL_PROTRUSIONS_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING,ALWAYS_IN_M01
F::LOAD_BRIDGE,F::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_FIXED_PLATFORM_OPERATIONAL_COLLISION_CANDIDATE_V1/05_results/LOCAL_CANDIDATE_GATE_V1.json,A0130D5CC51887DCA67FD0886958A89E27BBE31C4D917E541031FA6BB4FF35CD,STEP_FIRST_LOCAL_CANDIDATE,S,"{'bytes': 9037, 'path': '20_engineering/F3R2_M6_CANDIDATE_AUTHORITY_CLOSURE_V1/wp1_load_bridge/LOAD_BRIDGE_DATUMS_V1.yaml', 'sha256': '0F9B413E7B6CD451E2724AD25CA4DA41E52E02C86F1D2874460274EADBAA47A2'}",mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,FIXED_PLATFORM,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01
F::M3R_STAGE_A,F::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_FIXED_PLATFORM_OPERATIONAL_COLLISION_CANDIDATE_V1/05_results/LOCAL_CANDIDATE_GATE_V1.json,A0130D5CC51887DCA67FD0886958A89E27BBE31C4D917E541031FA6BB4FF35CD,STEP_FIRST_LOCAL_CANDIDATE,S,"{'bytes': 1246, 'path': '20_engineering/F3R2_MECHANICAL_TERMINAL_CLOSURE_20260807/03_native_cad/M3_interface_authority/M3R_TSM_PHYSICAL_STACK.yaml', 'sha256': '172F3603E458F670323925E644BC68623EE9C85FCA7AF1200FAE2576EB43C68B'}",mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,FIXED_PLATFORM,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01
F::M3R_STAGE_B,F::?,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_FIXED_PLATFORM_OPERATIONAL_COLLISION_CANDIDATE_V1/05_results/LOCAL_CANDIDATE_GATE_V1.json,A0130D5CC51887DCA67FD0886958A89E27BBE31C4D917E541031FA6BB4FF35CD,STEP_FIRST_LOCAL_CANDIDATE,S,"{'bytes': 1246, 'path': '20_engineering/F3R2_MECHANICAL_TERMINAL_CLOSURE_20260807/03_native_cad/M3_interface_authority/M3R_TSM_PHYSICAL_STACK.yaml', 'sha256': '172F3603E458F670323925E644BC68623EE9C85FCA7AF1200FAE2576EB43C68B'}",mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,FIXED_PLATFORM,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01
R::RC-BRK-BASE-COLLAR,R::guide_ring,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_BASE_COLLAR_S_V1.step,647647911AE9F11BCFF4B71667EFCF4AF7D67BE9E367CA788B2CE96A762D2EE0,STEP_BREP_SINGLE_SOLID,base_link,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,R20_ROOT_STATIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-BUS-FLANGE,R::hardware,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_BUS_FLANGE_S_V1.step,5953D42CD8C0E407147547349779C504D98F3A013F249820DA89E87597271E92,STEP_BREP_SINGLE_SOLID,bus,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,R20_ROOT_STATIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J1-RISER,R::bracket,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_BRK_J1_RISER_S_V1.step,B9FDF3DC7FFBF87C21CB7D40F56151ED85CBA8D13EA4D3817E0915B472465C2A,STEP_BREP_SINGLE_SOLID,base_link,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,LOCAL_CANDIDATE_PASS_PENDING_OWNER_BINDING,R20_ROOT_STATIC,OWNER_SYSTEM_REGISTRY_REVISION_NOT_ISSUED,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-MAIN-SPINE,R::mounting_spine,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_MAIN_SPINE_tris.npy,40F7D397ABF5BE2AA024902FF9FA792D7A88EFF5C7351B6F8CA2D146A52A0FC3,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-ROOT-NECK,R::mounting_spine,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_ROOT_NECK_tris.npy,59B444A30CD205729FC9ED706FC7438F085E8D461D767A3DCE434EE6FA7997F3,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SPINE-HUB,R::mounting_hub,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SPINE_HUB_tris.npy,3FA47AEC1B2DA897F650646A7B80179DCAC3EDEDAB0F2A206410F9DEF1FCB0CE,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,R::guide_support_arm,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_ARM_tris.npy,536910A362129F18D8A4B86E4D87A13955A6E63478BBC726E92D858F873DFB96,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,R::guide_support_post,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_POST_tris.npy,74FF1201A3F5862793075143BD7E0D2F0C159734247503DB32BF29AA666AB0A7,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,R::guide_support_saddle,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_LOWER_SADDLE_tris.npy,51978F25010C4573F18538B5B82471D2C1D9DCD06FD0779B85152DAF1370F7D8,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,R::guide_support_arm,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_ARM_tris.npy,74E64467F9523A1780FBAA16F5CC42E99D360BBCEA4923DEB553EB38D4554D1B,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-MID-POST,R::guide_support_post,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_POST_tris.npy,817C1F9B3479E695DF2EB0BFE6206EAC504ECBB31F674D6E7077D12994DC9AAC,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,R::guide_support_saddle,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_MID_SADDLE_tris.npy,7960FE67A52B358E07AD34544324AAD6CC8EF0B69F8C22720A7FF1D7C7399549,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,R::guide_support_arm,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_BRK_J4_ANN_SUPPORT_UPPER_ARM_tris.npy,88C8F4C4EE372714CE10E9F7B0F190C5F06415924CCAADF6B541BE50DB7524DA,DESIGN_SOURCE_ASSET,link3,PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER,mm,DESIGN_ASSET_BOUND_NO_OPERATIONAL_PROMOTION,,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED
