manifest_type,row_index,role,current_path,pre_reorg04_path,pre_reorg04_size_bytes,current_size_bytes,pre_reorg04_sha256,current_sha256,byte_identity,refreeze_reason
viz_gate0_freeze,7,figure,40_evidence/artifacts/visualization/figures/fig_v01_system_assembly_isometric.png,figures/visualization/fig_v01_system_assembly_isometric.png,274961,274961,07EE73F09627C77D529F0547F27E2C8EBF0C9D0FF2A324FCB82F6E241D6874F0,07EE73F09627C77D529F0547F27E2C8EBF0C9D0FF2A324FCB82F6E241D6874F0,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,8,figure,40_evidence/artifacts/visualization/figures/fig_v02_system_assembly_top.png,figures/visualization/fig_v02_system_assembly_top.png,138251,138251,5468D6E9E0DC36EA3A64DC6D242A6CFE49FB983CCC5AD2692E4F0366DEFA5B5C,5468D6E9E0DC36EA3A64DC6D242A6CFE49FB983CCC5AD2692E4F0366DEFA5B5C,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,9,figure,40_evidence/artifacts/visualization/figures/fig_v03_system_assembly_side.png,figures/visualization/fig_v03_system_assembly_side.png,143160,143160,BDCC316BAFF3691E65CD94E462FB606B7CA601165BD9A2D0D72E9962331C7950,BDCC316BAFF3691E65CD94E462FB606B7CA601165BD9A2D0D72E9962331C7950,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,10,figure,40_evidence/artifacts/visualization/figures/fig_v04_mount_and_frames.png,figures/visualization/fig_v04_mount_and_frames.png,294033,294033,17BE547815D9E3FF7735C80BF2D89FB91CA44AB8DA5A3C562AD5AAB65B6A02B9,17BE547815D9E3FF7735C80BF2D89FB91CA44AB8DA5A3C562AD5AAB65B6A02B9,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,11,figure,40_evidence/artifacts/visualization/figures/fig_v05_target_grasp_points.png,figures/visualization/fig_v05_target_grasp_points.png,399005,399005,C55DEBF424C8AE1F4E02F8BA661DEA29323B5BCDE2DBF17F45686B35944F2F23,C55DEBF424C8AE1F4E02F8BA661DEA29323B5BCDE2DBF17F45686B35944F2F23,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,12,figure,40_evidence/artifacts/visualization/figures/fig_v06_workspace_keepout.png,figures/visualization/fig_v06_workspace_keepout.png,417703,417703,52FE862A7E3DA41357B50FF9D519113BDAEEA170136D13853CCFE595262FC8EA,52FE862A7E3DA41357B50FF9D519113BDAEEA170136D13853CCFE595262FC8EA,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,13,figure,40_evidence/artifacts/visualization/figures/fig_v07_gate_reason_breakdown.png,figures/visualization/fig_v07_gate_reason_breakdown.png,206896,206896,C574C882866EFE870D345D158F88616172F36F8E293E5C1D61381B4123BE16DF,C574C882866EFE870D345D158F88616172F36F8E293E5C1D61381B4123BE16DF,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,14,figure,40_evidence/artifacts/visualization/figures/fig_v08_candidate_status_matrix.png,figures/visualization/fig_v08_candidate_status_matrix.png,200094,200094,6BAF613A9996E4CFB80788E4BD7ED287364E6AC342819424F5E73D91D4CCD74E,6BAF613A9996E4CFB80788E4BD7ED287364E6AC342819424F5E73D91D4CCD74E,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,15,figure,40_evidence/artifacts/visualization/figures/fig_v09_ancf_solver_attempt_timeline.png,figures/visualization/fig_v09_ancf_solver_attempt_timeline.png,304053,304053,D8F2406F5B0A506130718B9016CE850D359BA5FDBAC604ABE74ABAB51BC5CD8A,D8F2406F5B0A506130718B9016CE850D359BA5FDBAC604ABE74ABAB51BC5CD8A,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,16,figure,40_evidence/artifacts/visualization/figures/fig_v10_binding_constraint_map.png,figures/visualization/fig_v10_binding_constraint_map.png,264735,264735,0575EB439B0E6600376F899B583FBF92048E57EFC97AC45E5181CE1EE3395145,0575EB439B0E6600376F899B583FBF92048E57EFC97AC45E5181CE1EE3395145,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,17,builder_or_test,70_tools/project_visualization/src/build_visual_dashboard.py,src/visualization/build_visual_dashboard.py,45226,45914,9ED9CFEDF4C42FFC81C589C401C50BA8AAD655FC26AA871404A1478A806985A3,0A81107C2354E53F35BC984D1D4494EE1C193186CE11262ABFA3A8A237858FAE,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,18,table,40_evidence/artifacts/visualization/tables/asset_audit.csv,tables/visualization/asset_audit.csv,16171,16810,72CB31FDCAD3987A4B963013204776AC28A497CFCE6C63E5AD0BE26EC3C62544,7E510AD291888FB3C7A16638A754107841D0BA3975DD95CD5255861554C2D0D9,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,19,table,40_evidence/artifacts/visualization/tables/frame_registry_v1.csv,tables/visualization/frame_registry_v1.csv,2796,2941,7FCCB79256F805DA80A6394D031E5F542CBAD4F07EC68DA158FFA0A9B5BE67F6,637DBDE5FF4EE10C2D86D30BB795DF3EE5BDCF8DA83BF3EF8C670AE207AAEF06,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,20,table,40_evidence/artifacts/visualization/tables/gate_artifact_protection_manifest.csv,tables/visualization/gate_artifact_protection_manifest.csv,7121,15659,0D5B3B1C730AB36D687ACDE0C48437D217D9AA9E91142131BAADEA4AEDBC5778,F4DC5A2BEAD7D13DDE2E12C52CFFA61C7F6B492CB12FFED3F92A626BAE527952,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,21,table,40_evidence/artifacts/visualization/tables/replay_keyframe_check.csv,tables/visualization/replay_keyframe_check.csv,6146,6146,AA0E5E5BA5A0493BFF5C8B7B2B4EF0C50049CA934C5EAFAAC2938FAD0DA2DF2F,AA0E5E5BA5A0493BFF5C8B7B2B4EF0C50049CA934C5EAFAAC2938FAD0DA2DF2F,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,22,builder_or_test,70_tools/project_visualization/tests/run_all.py,tests/visualization/run_all.py,3153,3213,90A4E991220BB6C070BCD008219CB3933ECF0BDBA1B0DE79A199B8489141B830,D184F8058C7B31E344FE0F167859EC001C212DAA4E70320C655CBE4DB6F24B91,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,23,report,70_tools/project_visualization/tests/viz_gate0_test_report.md,tests/visualization/viz_gate0_test_report.md,2650,2666,5E283654E7A031250B2304B36924B6AE435B73E401396DA1BD3084D668700A42,C4CA13BC57FAE6FDF35F5154DC71330402EC16309A9B05C8A3C68642A46E2548,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,24,video,40_evidence/artifacts/visualization/videos/anim_v01_target_tumble.mp4,videos/visualization/anim_v01_target_tumble.mp4,1259546,1259546,AF78FE47C6A24993842D25B5A9FB63C306C9F594168766306FC32F7FAE55CC59,AF78FE47C6A24993842D25B5A9FB63C306C9F594168766306FC32F7FAE55CC59,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,25,video,40_evidence/artifacts/visualization/videos/anim_v02_b601_approach.mp4,videos/visualization/anim_v02_b601_approach.mp4,346585,346585,64C420374D9099B8F95954C2739F4482F3A4FE00B031DE0D84051162DCE017DD,64C420374D9099B8F95954C2739F4482F3A4FE00B031DE0D84051162DCE017DD,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,26,video,40_evidence/artifacts/visualization/videos/anim_v03_base_reaction.mp4,videos/visualization/anim_v03_base_reaction.mp4,675724,675724,A2311C0D20E60824105FC78D0BFD71BC0E9346F95A8551B3F064EDA5D9C43EEE,A2311C0D20E60824105FC78D0BFD71BC0E9346F95A8551B3F064EDA5D9C43EEE,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,27,video,40_evidence/artifacts/visualization/videos/anim_v04_capture_impulse.mp4,videos/visualization/anim_v04_capture_impulse.mp4,623553,623553,E8EE0B8BFFBD183C2630639FED80AE06DE151A27C5DAB7AB09D0DA8C7D3A3F2B,E8EE0B8BFFBD183C2630639FED80AE06DE151A27C5DAB7AB09D0DA8C7D3A3F2B,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,28,video,40_evidence/artifacts/visualization/videos/anim_v05_flex_diagnostic.mp4,videos/visualization/anim_v05_flex_diagnostic.mp4,472971,472971,106248432BD0CB1AC708DB67C2C897EC129DF9DAA3AC6B96D2228EF940E21B17,106248432BD0CB1AC708DB67C2C897EC129DF9DAA3AC6B96D2228EF940E21B17,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,29,video,40_evidence/artifacts/visualization/videos/anim_v06_gate_explanation.mp4,videos/visualization/anim_v06_gate_explanation.mp4,428965,428965,1F635F7BDB4467E1D1D5FA8F7D27EE70F55CC7FF43041AB3C025C4B5BDF0035C,1F635F7BDB4467E1D1D5FA8F7D27EE70F55CC7FF43041AB3C025C4B5BDF0035C,true,root_namespace_path_refreeze_reorg04
