old_path,new_path,bytes_before,bytes_after,sha256_before,sha256_after,byte_identical
pdf/03_contact_capture/mavrakis2021rocketstage.pdf,50_literature/pdf/03_contact_capture/mavrakis2021rocketstage.pdf,3975628,3975628,ee3ba06ab2a762670a5f3eceb35de7203f89503ab95419416a1aa68f70f5295d,ee3ba06ab2a762670a5f3eceb35de7203f89503ab95419416a1aa68f70f5295d,true
pdf/03_contact_capture/palma2022compliantjoint.pdf,50_literature/pdf/03_contact_capture/palma2022compliantjoint.pdf,2067512,2067512,03bb369b268463f0a8b23ef39f76c04e82b615f4e8de566d798b16b1a45f283a,03bb369b268463f0a8b23ef39f76c04e82b615f4e8de566d798b16b1a45f283a,true
pdf/03_contact_capture/uyama2012compliantwrist.pdf,50_literature/pdf/03_contact_capture/uyama2012compliantwrist.pdf,3491039,3491039,78f2719d35183ebd06afb846c3f6b52d32359d81a46a60dd124f060c83b83699,78f2719d35183ebd06afb846c3f6b52d32359d81a46a60dd124f060c83b83699,true
pdf/03_contact_capture/uyama2016hybrid.pdf,50_literature/pdf/03_contact_capture/uyama2016hybrid.pdf,3014657,3014657,14cb4b4f3533ef406b1bdd474ab07f45e33ad601ad411ed66355a5369b922ec4,14cb4b4f3533ef406b1bdd474ab07f45e33ad601ad411ed66355a5369b922ec4,true
pdf/03_contact_capture/vijayan2022detumbling.pdf,50_literature/pdf/03_contact_capture/vijayan2022detumbling.pdf,4196172,4196172,52c2d0a0face6a9754171cf38817cefd1b1e428e7e20ef3e4b1fb8a78d98f499,52c2d0a0face6a9754171cf38817cefd1b1e428e7e20ef3e4b1fb8a78d98f499,true
pdf/03_contact_capture/virgilillop2019convexguidance.pdf,50_literature/pdf/03_contact_capture/virgilillop2019convexguidance.pdf,10662033,10662033,e87f37b31347a0d812faf28a4974d504d594747f84741a4af0945e12c9df8fb7,e87f37b31347a0d812faf28a4974d504d594747f84741a4af0945e12c9df8fb7,true
pdf/03_contact_capture/virgilillop2019simultaneous.pdf,50_literature/pdf/03_contact_capture/virgilillop2019simultaneous.pdf,8676342,8676342,c0aa98259a179ff889a43d9083e673f7888345ce77d1c9d24d3c8a76bcb5fa6b,c0aa98259a179ff889a43d9083e673f7888345ce77d1c9d24d3c8a76bcb5fa6b,true
pdf/03_contact_capture/yoshida2004impedance.pdf,50_literature/pdf/03_contact_capture/yoshida2004impedance.pdf,1006233,1006233,204a685a44429e7218053c17b2f106f61d10a38b2e87f928b4a6f279433063c0,204a685a44429e7218053c17b2f106f61d10a38b2e87f928b4a6f279433063c0,true
pdf/04_flexible_ancf/gerstmayr2008elasticline.pdf,50_literature/pdf/04_flexible_ancf/gerstmayr2008elasticline.pdf,25543410,25543410,30897e9fcbb19720db68c4301a969b81243bb8651da246bf17b39dce50b2d716,30897e9fcbb19720db68c4301a969b81243bb8651da246bf17b39dce50b2d716,true
pdf/04_flexible_ancf/gerstmayr2023exudyn.pdf,50_literature/pdf/04_flexible_ancf/gerstmayr2023exudyn.pdf,8480712,8480712,44ac028665e383f9dcd3366ad61271e548f3fe009f70f747e8bd81c4ba629d0c,44ac028665e383f9dcd3366ad61271e548f3fe009f70f747e8bd81c4ba629d0c,true
pdf/04_flexible_ancf/ma2025latticemeta.pdf,50_literature/pdf/04_flexible_ancf/ma2025latticemeta.pdf,30738983,30738983,bd315c414f9219521344757400596f6beda8cfd28108310197565d7b9d9e4932,bd315c414f9219521344757400596f6beda8cfd28108310197565d7b9d9e4932,true
pdf/04_flexible_ancf/tayebi2025vibrationeditorial.pdf,50_literature/pdf/04_flexible_ancf/tayebi2025vibrationeditorial.pdf,6372256,6372256,b899622796088bab9547e0cedd1c55103c8881e14d40a07e279ff03648d35cd8,b899622796088bab9547e0cedd1c55103c8881e14d40a07e279ff03648d35cd8,true
pdf/05_embodied_vla/kawaharazuka2025vlareview.pdf,50_literature/pdf/05_embodied_vla/kawaharazuka2025vlareview.pdf,7705369,7705369,35b9fad5b156b6ac70d6abc3b8083ca35cd66bdaa96728cc5d6769d86ceb9784,35b9fad5b156b6ac70d6abc3b8083ca35cd66bdaa96728cc5d6769d86ceb9784,true
pdf/05_embodied_vla/kim2024openvla.pdf,50_literature/pdf/05_embodied_vla/kim2024openvla.pdf,13240309,13240309,353c37df34458f12f969b14dfd8b77175b727b9cddea7bb891759beddeefe1be,353c37df34458f12f969b14dfd8b77175b727b9cddea7bb891759beddeefe1be,true
pdf/05_embodied_vla/ma2024vlasurvey.pdf,50_literature/pdf/05_embodied_vla/ma2024vlasurvey.pdf,4047091,4047091,8f8419e0ec4e0dae9a8ec649db463159cb628359194c6a09223f31e873d35a00,8f8419e0ec4e0dae9a8ec649db463159cb628359194c6a09223f31e873d35a00,true
pdf/05_embodied_vla/orsula2025srb.pdf,50_literature/pdf/05_embodied_vla/orsula2025srb.pdf,13786340,13786340,08ce86c86ff41b2986198e41fb7d14da08e38a7cb0122155e8756b1506fe97a6,08ce86c86ff41b2986198e41fb7d14da08e38a7cb0122155e8756b1506fe97a6,true
pdf/05_embodied_vla/park2021speedplus.pdf,50_literature/pdf/05_embodied_vla/park2021speedplus.pdf,23508622,23508622,aaa88692a0be8d4b2d1be21c296b63342ae4235e603863e2776dfdafe75fbd6f,aaa88692a0be8d4b2d1be21c296b63342ae4235e603863e2776dfdafe75fbd6f,true
pdf/05_embodied_vla/park2024poseestimation.pdf,50_literature/pdf/05_embodied_vla/park2024poseestimation.pdf,10403630,10403630,c2e9f3b00682a1ebe5b91055decb5f267cf92b7ca76bfe429b1cc713da9d274e,c2e9f3b00682a1ebe5b91055decb5f267cf92b7ca76bfe429b1cc713da9d274e,true
pdf/05_embodied_vla/rodriguez2024lmspacecraft.pdf,50_literature/pdf/05_embodied_vla/rodriguez2024lmspacecraft.pdf,9143024,9143024,5c4f1fbf7b72a129d51cddc2c22331a04992906b714b1ae4f2bd15beb092fc1e,5c4f1fbf7b72a129d51cddc2c22331a04992906b714b1ae4f2bd15beb092fc1e,true
pdf/05_embodied_vla/spacemind2026.pdf,50_literature/pdf/05_embodied_vla/spacemind2026.pdf,2437679,2437679,2e1a65354f41952509eca939edfa5c1c5b04728c5dae375d16d65f989433559f,2e1a65354f41952509eca939edfa5c1c5b04728c5dae375d16d65f989433559f,true
pdf/05_embodied_vla/visualservoing2024survey.pdf,50_literature/pdf/05_embodied_vla/visualservoing2024survey.pdf,2136604,2136604,a334394e847326bcbbe60e91b82b99e19b1fb63cf44d002ecac3584ee53c0461,a334394e847326bcbbe60e91b82b99e19b1fb63cf44d002ecac3584ee53c0461,true
pdf/06_on_orbit_assembly/hu2025ultralarge.pdf,50_literature/pdf/06_on_orbit_assembly/hu2025ultralarge.pdf,14351248,14351248,11f7199fc1fc8b380592fd019d80bb2f52e147de87b9718737e2b9fe1fd9a217,11f7199fc1fc8b380592fd019d80bb2f52e147de87b9718737e2b9fe1fd9a217,true
pdf/06_on_orbit_assembly/lee2016modulartelescope.pdf,50_literature/pdf/06_on_orbit_assembly/lee2016modulartelescope.pdf,21439059,21439059,a550600017fbbbd120c3887031f7f7e622c0b89a4a2ac14cf8fddc41229e9a77,a550600017fbbbd120c3887031f7f7e622c0b89a4a2ac14cf8fddc41229e9a77,true
pdf/06_on_orbit_assembly/li2022assemblysurvey.pdf,50_literature/pdf/06_on_orbit_assembly/li2022assemblysurvey.pdf,2099990,2099990,8cf93e6c1bea5fd654de34e28aa18bf15bf9d9dcabcbc29f57595759e974087c,8cf93e6c1bea5fd654de34e28aa18bf15bf9d9dcabcbc29f57595759e974087c,true
pdf/07_platform/alali2024hiltestbed.pdf,50_literature/pdf/07_platform/alali2024hiltestbed.pdf,25675219,25675219,4604f10019640e5ead797b55d64235d83589e0540d5cea671881098cf1af1435,4604f10019640e5ead797b55d64235d83589e0540d5cea671881098cf1af1435,true
pdf/07_platform/kenneally2020basilisk.pdf,50_literature/pdf/07_platform/kenneally2020basilisk.pdf,2241511,2241511,a8fb11a942d7dc843e43b135c43c682065bea469c467b5de93ae76438f369a3d,a8fb11a942d7dc843e43b135c43c682065bea469c467b5de93ae76438f369a3d,true
pdf/08_chinese/ding2025spacerobotops.pdf,50_literature/pdf/08_chinese/ding2025spacerobotops.pdf,2342158,2342158,d9049425a2c0aeff397ccbae093999a470ca5b529efdc55ecf11b0ed4957d223,d9049425a2c0aeff397ccbae093999a470ca5b529efdc55ecf11b0ed4957d223,true
pdf/08_chinese/liu2021spacemanipulator.pdf,50_literature/pdf/08_chinese/liu2021spacemanipulator.pdf,9557808,9557808,adac6672f5a3e0065bb520033c59189620f2987f9a9fbb2a440cd96e0ff9e567,adac6672f5a3e0065bb520033c59189620f2987f9a9fbb2a440cd96e0ff9e567,true
pdf/08_chinese/sscae2024strategy.pdf,50_literature/pdf/08_chinese/sscae2024strategy.pdf,5316116,5316116,83981279757fbbd1d71abe5a88f50ddc44e5cd0170bf7b8a3d432424b62f2f28,83981279757fbbd1d71abe5a88f50ddc44e5cd0170bf7b8a3d432424b62f2f28,true
