relpath,size_bytes,sha256,abs_path_len
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_G2_RESOLVE_POST.json,1868,D396CFE407A2ED32E12ABC65F51E69EB24C367451F442FD0BC15C7CB3DE8C8D2,178
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_G2_RESOLVE_PRE.json,1867,DF07DD37B82DED15A1D5CEA7230272EDD9CF9B2D1A14E3BF77B290C40F534FF4,177
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_LEAK_POST.json,1862,00F6D2532F408587B64521B7981DC37573CF4AFE44397679B709B47B24127048,172
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_LEAK_PRE.json,1861,DA057A7BDA6EFF85B9D577AB70D52FD61916775FFBC25131B53E1697E0BA7119,171
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_MECH_REVIEW_POST.json,1869,D5896468F145BAF2EC9EA2F412AF7B990BE4F0A7C36252B56C8BD627D0C0CB96,179
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_MECH_REVIEW_PRE.json,1868,8F56810492930DBA72D0963DE0284EB96400DD752D0339F79A800B2BE33FBC2C,178
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P0A_PRE.json,1860,7802372045A2A330F6F79D37E85F6DA914AB3EE4FF204E87A4931773CEA5C1C9,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P0B_POST.json,1861,638CB57193DC4A3F363DDCF830583E5987471A0026E1E14EF655241A559D6546,171
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P0B_PRE.json,1860,99EA68271A28A7AD20E62F34D0178D6236D395D757C7CC8B4F7B5CCF95BAA332,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P1B_POST.json,1861,04FFFE18A2CF7C011D923ACD05E754FEA95FA4BA93A37DE2B4974B198DCE7049,171
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P1B_PRE.json,1860,24FDC2631DCEC996A921B31297C2848FC23346A666BDFCB649C6E7A91AAC5F00,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P1_POST.json,1860,4BC8E4D4FE67E10B7CEBB01B10D2845559A8734107B7FD0B4AD0D134F61C8881,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P1_PRE.json,1859,58E2580F2CF185DAFF6A14E8680944EA3B468ABC72593276006CF5AF5531AB48,169
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P2_POST.json,1860,F1BABA547AA9371BB6A80B29576588903C51DE16519FFC2570D63CC6267D5DAE,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P2_PRE.json,1859,237854743BC7D1699F4E46E0A4C0834E997AC4FCB08A8B6432187C64CA4C6424,169
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P3_POST.json,1860,EB8D3FD92A0962E8990236CFA6131C3313C1049D00433D53B19818638B744276,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P3_PRE.json,1859,FB47054D37719DC741DB28CA2DB84B47EC8DF5D253A607371EBF48E09E5AE9E6,169
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P4B_PRE.json,1860,0731CF34FD67BCFECB6098523C49BC1E0D8CA114E3ED86404D90475B6B97CCBB,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P4_POST.json,1860,E43F2206D15F04EF1AB55130514620E03AC62F6C1F97CF89402756FAFAA2FBCF,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P4_PRE.json,1859,FF45E7D8823D1DD02E12BB0BCD9D69FD07D7231B7E5B90424C364D549A9D91A9,169
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G0_POST.json,1862,C6175A747E11EC108313EF4E748817C4DD00AD6FB2FB19C7AF40611CB63A3EC4,172
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G0_PRE.json,1861,AC892D675F375F653637D7D6BAEE04846067531C01DE12DBA22A5BD0E3253AEC,171
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_DATUM_POST.json,1868,61494DC4EBF9738B8224ACBA9D870B2A614D77991679DF68D043F13B6B3AF268,178
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_DATUM_PRE.json,1867,1156F17D058C988F1D4D6B31BB55987C6437C649C74BDC01310BD002A0D99CE2,177
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_FACEMATCH_POST.json,1872,353022CDDDD85058374243155D01CB4C0BF3C6A7B78E75B30A790C30482DEA63,182
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_FACEMATCH_PRE.json,1871,EF7709B6ACBE0F1F129FC12CBB049A67F4D26916B6E26663ED9F3A84DD19FB5C,181
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_POST.json,1862,78C4C1ECAE3B1263B966726217FBC60FD9C0198B9EB108E99D4E13CDDF845879,172
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_PRE.json,1861,41DF42245DCA99384C97C1412ACA58EA221E2479A1D6B5F451F9B22ED9A4017D,171
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_PROBE_POST.json,1868,61859E07ED6AAA2B08A334418D7A1A8EBD7B0C45B435E4347F0F63DBF7C52DEA,178
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_PROBE_PRE.json,1867,1913F80287207911104C99C7DDCC78C0FAB80486FDE28D3CC70AEC843DDEE9B4,177
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_VERIFY_POST.json,1869,BEB1BA11B75E38E243F0AE125010FD75E9C5A7CBAD9DC947D5B452D065429EB0,179
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_P5G1_VERIFY_PRE.json,1868,4716C7290A94CB6818021E356DF5E518822E4C57F813385FF6687176C80C64BF,178
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_R2A_POST.json,1861,BA4A87ADFE2CEC1ABC95DEDEF94A48FCCB85B453AEBF816E9C9898843F178AB1,171
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/00_authority/F3R1_PROTECTED_CHECK_R2A_PRE.json,1860,EA38164D857B424A3DDFF19F312F8CDFF660CB15775D9211C5D4F10E3337ABFD,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/01_asset_selection/F3R1_ARM_RECOPY_PROOF.json,4139,765106F76604849788CD31E42EA4737D6D7832D4921E7AD967666616C7426CA3,169
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/01_asset_selection/F3R1_CANDIDATE_ASSEMBLY_REGISTER.csv,3609,047F58AFBCCC21B2ED56C9BCF4FE72BAF51838A9603E6BEBC5F6A7EE7DA8C759,179
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/01_asset_selection/F3R1_DONOR_DOWNSELECT.md,2594,369F98FBE71E8557ABAA552EBE2975D25D2C6BA005E6E5E305BB524C59190CD0,167
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/01_asset_selection/F3R1_PACK_AND_GO_PROOF.json,40730,5D84B2305982FB02CF24B9824B8326A1AEFF2C948D4FE26E656262878F3208F0,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/01_asset_selection/F3R1_REFERENCE_OWNERSHIP.json,3422,7EE73DC964EB3933FB44CEC7C4FF2A5DDA1042AA1A0AE43CA6085A3A151DD62F,172
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ACCEPTED_CHAIN_BINDING.csv,1106,B502659878ABDE05444D6C5C4BD2C461E94561B023406C6A06388A3C58440DF8,169
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ZERO_POSE_COMPARISON.json,25238,E7C23A6EF86E893360D90BAA9993479F051C885AA01765E6829C431A63CA878B,168
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_COMPONENT_OWNERSHIP.csv,35447,9B405C97CA52CE5C4720F7556D218D9F5EFAAAD8A66E8F3C2526FD0D5FC58651,166
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_DATUM_PROBE.json,1955,AA96F45678170339CCBE37ABA7C238D8BC841F3F2CE5FE92B2C86DFDABE08B7E,159
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_FACEMATCH_PROBE.json,3335,0550ED479135AB4FB36AF3D358F873311AD5DB8F4A4D3FD0B97D792880D6F542,163
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_G1_VERIFY.json,2410,67C636199C88FD06DA0B4BFE1D0803A170AC29977318841947860D201FDE94A9,157
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_MATE_ATTEMPT_LOG.json,5433,C90B2B4D982B3DA833CC5A5A1787AB4A774B0136420FFFCF48BBACD5ADE7DB16,164
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_MATE_DOF_AUDIT.json,3479,78A45353F17CFBDDBD083FB368C133D196812B6D7E03166A5A0014A9C7BC08C3,162
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_MATE_ENTITY_PROBE.json,64534,FC3E55747888C3D174D3F1EC4D59C9AB4F86836E02009716DEB2AA4E17CE84C8,165
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_PRE_MATE_TOP_HASH.json,30016,7A6DFB6FDD600C1BC840CE29672A3576449C88A7D813A30BCE019D306A16A8C6,165
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_PRE_MATE_TRANSFORM_REGISTER.csv,40864,9A3BE765F17CA07829DCB262CFE190DB046C4D8A227F6443776F306F4D9178B3,174
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_PRE_POST_MATE_TRANSFORM_COMPARISON.csv,254,47E26F49C659D7C3BBEF9D7B5DD26E863347B5FE1D4BD0BC82D86F2F2309673F,181
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_SPACE_EMBODIED_ROBOT_INTEGRATION.SLDASM,29035333,5F1CB650F1E88ABFC308E13264D2BEEC7E24B9C3755D3395BAC62477C0F9ACF3,182
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_SPACE_EMBODIED_ROBOT_INTEGRATION_STOWED.step,125985516,17F1AF28532BEA196C45ED8EE67466A435926B69FD066C75B9A4F2EDE2233E15,187
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_SPACE_EMBODIED_ROBOT_INTEGRATION_V2_MATED.SLDASM,28892374,E752FFC4CEFAC1D8318F7D21205808558267340202735E26C4ABA564F632C7A9,191
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_SPACE_EMBODIED_ROBOT_INTEGRATION_V3_CONFIGURED.SLDASM,29594924,19D85E9C703BEC107396AE84DAB7B12DE5722434FC7D5474B3A5A144A1B590D0,196
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_TOP_INTEGRATION_REPORT.json,4277,132BC09F285ECE81E69A9AADB43EC078E73A18597DE3A6025A40E23E694A9D26,170
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/F3R1_V2_MATED_STOWED.step,126113421,44F3A5270363B46A1751E42B1B40131C081ABBA282C738E7362883289DA34E38,163
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/assembly/B51_B601_ARTICULATED_ENGINEERING_ARM.SLDASM,25720876,597C297526BC4111C3424535139B8A1C93906E7A799FF5346D030700FEF1A32F,208
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/evidence/execution_trace.jsonl,10337,5E95739134D9C416A38DA70E62D480169DDAF1F07C59EA3DF27C6A6689C58759,186
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_base_link_LINKLOCAL.SLDPRT,7421421,3693A96973CCBFE4C00B202C4D80027E44E0CB13BBEA73C6FAABD8A4D1E995B0,215
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_gripper_detail_LINKLOCAL.SLDPRT,5277750,6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,220
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_link1_LINKLOCAL.SLDPRT,817023,BDC68C8CC26AF2DB318F800384BBDE5659617B911FD2B64A7D10D1416AC4AEFB,211
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_link2_LINKLOCAL.SLDPRT,9475930,DE6FD9A9E878585F0D7AB4476679E6A1F4CC49732D298AF4BA3AD8503381730E,211
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_link3_LINKLOCAL.SLDPRT,7435199,1D8E82786F8F8D06BF75EDBCC1B0E8662D364BE08DE81E1BD3C4442811259F83,211
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_link4_LINKLOCAL.SLDPRT,5720938,3E60226EAE9BBFC460C0B7DC1CF2138ABFD8B579CD962F545E2821A4DDBC0AE4,211
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_link5_LINKLOCAL.SLDPRT,4420332,EE7F882445CD43603902FBA7E66FF7F0A5765BEC09EC962DC39546132274513A,211
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/inputs/vendor_link_parts/B51_REF_link6_LINKLOCAL.SLDPRT,8245526,863AEF31D7DEB964F6AF1B99DAC060EF5ED261340D2BE0F52419B1DEE775E68C,211
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/parts/B51_REV_DATUM_FEMALE.SLDPRT,86310,7AA2A808F289CECA4024FE989CFFF80131D34022B1A3D8C5A2740F6C6D55593C,189
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/B601_ARM_B51_COPY/parts/B51_REV_DATUM_MALE.SLDPRT,73486,1D05F4F1F74037F3D028E1313C221ADBB48875F513CDF343E0BCA419F3D0385F,187
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/CODEX_CONTINUATION_RECONCILIATION.md,8509,B3A476D054A93EA91459C39B4CEE40A816B73E7006D5D85325EBCDD344A3850B,202
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/O11_CLOCKING_ADJUDICATION_REPORT.md,5196,AF7D4125747AD719E3D8222C05ADC96B501CB5EEA9DC7E2332E8C5A04C8379BB,201
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/O13_STOW_VECTOR_V3_REPORT.md,4547,69FDA449F55C9063CE38D08C7DAFCD783A967A3FA1E7B0C3F20DD495343837AD,194
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/SOURCES_AND_LICENSES.md,1889,F4C88D95F875EB28C96364745A1EE707313A981E294F1E51EB37F54E9B24299E,189
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/V22_NATIVE01_PHASE1_REPORT.md,7341,993F2839A0FC029FC121A290A327519B42CF8DFA9DF9E4957CA30EA2686A5559,195
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/00_Master_Skeleton/00_Master_Skeleton_V2_2.SLDPRT,280052,337C930EAB808695045FFE4FE99C45777823C007DE255C2D2C6837B225AFE6CA,215
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/01_Primary_Structure_V2_2.SLDASM,79927,EEFED6D3C76603F65F598FC14D3DA927EB4533E48165A2D0529095022D532423,219
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Equipment_Decks/Equipment_Decks.SLDASM,54844,CB90687BEB120864C48641F9175A965E8BE849938E0365F324CE49395833B0AF,225
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Equipment_Decks/parts/Deck_Front_Bay.SLDPRT,54374,55EF912C12DE55931222E47AD2AF6875E7DA38A4CA47D93950CB03C2BE8859F7,230
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Equipment_Decks/parts/Deck_Mid_Bay.SLDPRT,56449,CCCBCF5C6276BE1D443C80BC2AB5ACADF04162B959DA64DE32CEE1F460485446,228
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Equipment_Decks/parts/Deck_Rear_Bay.SLDPRT,55926,A2306791172EC2A4D5FCA2DC63EA5D74F3B247EF62D5808E0EBA134A171D30CD,229
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/Removable_Panels.SLDASM,72101,A023E19C9E0789A88A62DB7648408DD21ABDE82CAECE81CF75CB47430DC74473,227
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/parts/Panel_NY_Front.SLDPRT,63280,A97F1D79C0D67E72E73B6EB59CBA06391B69C76708C0D10973329EC80BBBE6A1,231
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/parts/Panel_NY_Rear.SLDPRT,73439,1709FCFC78E774D1104DFE86D04D8E4D852E674A86BC7D9C9639C5F7268DC49E,230
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/parts/Panel_NZ.SLDPRT,59233,1314392FEDE549919DDB9DCEE6CDF8E5717C3673A694AF720933017000E4FF7D,225
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/parts/Panel_PY_Front.SLDPRT,63664,59F64637D37AB916E88083284D2314DCF0F7E7E3DEEA2BEF316E0C405EEDC9FB,231
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/parts/Panel_PY_Rear.SLDPRT,73944,7393216A47AA7E97FBC752CEB380306074FCDC44714769CAE278FDCB8C2AC001,230
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/Removable_Panels/parts/Panel_PZ.SLDPRT,58902,200E0E284FE94387D92B28E19214868FA6B146F32FDDA95E71EB77ED9D0CDC2F,225
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/parts/Front_End_Frame.SLDPRT,94167,8CCF23330685BC95B45CC59F5CACCFBF71B7359F1CC9E6C8DE3A252F300CA64D,215
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/parts/Front_Transverse_Frame.SLDPRT,94313,0E62FDA5248A9C8063B425877DAEF60D82BDF94BBC5C9DFE08DC159F2F3E153D,222
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/parts/Longerons_4X.SLDPRT,95623,61AAEFE3F4CD1D489A58D72003C184AE80306B67D6C1094FA900B179FCA2076F,212
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/parts/Mid_Transverse_Frame_1.SLDPRT,93644,5AD7E61B1F7F7D05AAE021CEFCBB37C4C6C70D12D3A67CCB47B9A0BE2E804D1F,222
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/parts/Mid_Transverse_Frame_2.SLDPRT,94327,EB465FA8FAAA80D5910277DCBD0E55948222627300C21547ECD1BD0129203A07,222
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/01_Primary_Structure/parts/Rear_End_Frame.SLDPRT,93817,9F2FD03F564267DF389B7C1851AF8481592FF3158987672AEBBCD566DC92A8C3,214
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/02_B601_Mount_and_Load_Path/02_B601_Mount_and_Load_Path.SLDASM,93262,ADCAA1C11944341DBFC9FDD36D9725B824102B3872A8F4E31EF32F62CC567D15,228
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/02_B601_Mount_and_Load_Path/parts/Adapter_Plate.SLDPRT,103679,342385E08C4D00A05796D1A905C13EF7D2070558BAB6BE2B324551D08FEF294D,220
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/02_B601_Mount_and_Load_Path/parts/Central_Boss.SLDPRT,113402,B8CB5D6356005DBBD9ABBC4F54D4290DC538A57141F0B7D38E31D2712801AC32,219
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/02_B601_Mount_and_Load_Path/parts/Harness_Passage.SLDPRT,72893,36E52989EDF21450ED13B9927CC03FC93BE4C00BA9B3F301485C49313073C13B,222
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/02_B601_Mount_and_Load_Path/parts/Load_Bridge_Left.SLDPRT,78274,A1831B35493F7CB326465C527CF0DE4C94B47F84B6C0F6C25C293C74955BA062,223
F3R1_MECHANICAL_INTEGRATION_RECOVERY_20260806/03_native_cad/SPACECRAFT_V2_2_NATIVE_COPY/02_B601_Mount_and_Load_Path/parts/Load_Bridge_Right.SLDPRT,77743,334F4BB4E869EC3C3907677E0AD1A68EF5A61DA2F23A7E8C141A8F0B33454D10,224
