path,sha256,bytes,role
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/02_bridge/B601_PHYSICAL_DYNAMICS_BRIDGE_V1.yaml,0ACEB659284CAB862BA65228C5C2DF4BEB06D9EE05B5E2F0B2B5CB38402BF72C,12145,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/08_gate/MPI_BRIDGE_GATE_V1.json,60911E3C88387E2ED53601F2B541649BF90D689C57C4E74225226AE6FD10C721,23153,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/00_authority/M7_OWNER_DECISION_ODR45_TO_ODR49_MPI_CONFIRMATION_AND_TERMINAL_PATH_V1.yaml,69473BC19E020C6422B23C1758CFC343874F641781C9782E982036614C0849B5,26885,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/00_authority/MPI_BRIDGE_OWNER_CONFIRMATION_ADDENDUM_V1.yaml,5B681AE184870EA43BACB09668617DC02D4F705117F5F18396ECCAFB7A367103,21198,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_b601_harness_rated_envelope/04_mission/B601_MANDATORY_MISSION_TRAJECTORY_CONTRACT_V1.yaml,C06A40DE171F0517ACB34CCC14C918A9A4252F7B55A425B2CBAC95229B44A98A,3835,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_V5_NATIVE_MECHANICAL_RELEASE_20260810T000300_V5NATIVE/00_authority/V5_SOLAR_STATE_AUTHORITY_R2B.json,BA639C6BF4F0875B6FD9AFFF2E6CA7A5AA3BA1AF77C6BD5FEC07A8EB62D8E6D8,6848,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_HDRM_LATCH_DESIGN_V1.yaml,BF8F76E654C56D31E2B9539B8239ED68CA0D8F513F5ECD1410AA7530ADDC06A5,3445,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_MECHANICAL_TERMINAL_CLOSURE_20260807/07_hdrm/F3R2_ARM_HDRM_DEFINITION.json,90E227F582A4155DD8BAC11B8EC0838EC2195F8D5A36C67475243060911435FD,12159,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_gripper_velocity_unit_authority/01_interface/GRIPPER_ACTUATION_INTERFACE_CANDIDATE_V1.yaml,364D7F2C54B6A77CC80B105EC24F3B7DDEA5FD5648FD7F01E7A2F96BE21A5F51,2126,hash-pinned external metadata/raw-URDF input
20_engineering/config/geometry/target_models_v1.yaml,45666D9D37460FD825F0ED7301BF69113016689FDF00A13DFF8046358A76AE45,864,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M6_CANDIDATE_AUTHORITY_CLOSURE_V1/wp2_mass_properties/CONFIGURATION_TRANSFORM_CANDIDATES_V1.yaml,F43D871FAA6831652441C75916B1E890D760EAE3D5781DDF3650CFB65159DE51,20434,hash-pinned external metadata/raw-URDF input
20_engineering/F3R2_M5_PHYSICAL_GEOMETRY_AND_LOADS_CLOSURE_V1/02_configurations/M5_CONFIGURATION_GEOMETRY_CONTRACT_V1.yaml,DA18F5A6E2F553FC709E90BA1035CDD7770A6FCEECA13EDC1FDB448CAF75838D,16454,hash-pinned external metadata/raw-URDF input
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/16_EMBODIED_MECHANICAL_CONTRACT.yaml,5DDA627794A4B29D087D7489BECC7A98ED632BC6EAC0413CD9F7226C03AE1E7C,95903,hash-pinned external metadata/raw-URDF input
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_EXACT_SWEEP_V9F.py,9F26AC9A8DE5E2EEB57103F07B769EB43AC30A8FBAFD90FE8DF5D501FA8C8A7F,146951,hash-pinned external metadata/raw-URDF input
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_V9F_MANDATORY_M01_FALSIFIER_GATE.json,09C3199BD9824DFDBB9782C20BE200F31760F44A89EF68D16F32D0E213F191A0,7653,hash-pinned external metadata/raw-URDF input
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_PHYSICAL_CAPABILITY_REGISTRY_V2.yaml,1E70D6F95141C136480EE6F0601DA044C69437EF9AB7066B8A72E8550027CC51,24762,hash-pinned external metadata/raw-URDF input
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/URDF_CONTENT_IDENTITY_AUDIT_V1.json,4BC46D23E366C9AB94D1EB270E1BD95C580F6B943F299555F61332BC0E3199B5,2231,dual-EOL digest identity audit
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/PROVISIONAL_MOUNT_REBIND_CANDIDATE_V1.json,664EA6181ECCCA81C05FAFF4D949E90ECF452CB9B8B1CAB89282CD26261DA59A,3539,provisional mount metadata candidate
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/CLEARANCE_POLICY_INTAKE_V1.json,51BF794D0DFFE8B877048EF367B7CCE54EAF3FF37BD1E5F79CB595DCC5AFFAB1,4845,zero-row clearance policy intake
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/SYSTEM_SCENE_STATE_INTAKE_V1.json,725EA607DAE3C268945B457CAE68D90134FB4B13F94882BE70912B4A70D36352,5465,zero-bound-field scene intake
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/build_binding_intake_gate.py,9C2F585617CBCBC4D1965AFEC938D986510A446EDDFAC2D42B5CB4582E3C57B1,22815,metadata-only deterministic builder
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/test_binding_intake_gate.py,29DCACA1914FFCA6FAD1A19CD8439EA4B26417896013D004738A34305906B1D0,5674,positive and adversarial tests
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/README.md,2F202387400808D747B8292ABC54CA359D4166C6A87B4F14BCA5EC5C7E6B1581,3023,scope and reproduction
20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_BINDING_INTAKE_V1/BINDING_INTAKE_GATE_V1.json,509127D151BE7C60B74C54A12E629C0CC673126DEC5DF158177AED9E72009634,20629,generated fail-closed intake gate
