relative_path,bytes,sha256
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_L_IF.SLDPRT,68081,df349393b99d298fa64acd64f80093ed3d3b1335925006f53d08fa059f43353e
07_Solar_Array_Interface_Module/parts/SOLAR_ROOT_R_IF.SLDPRT,68654,aa8ef274524091d00e8c61ca841bab33b7f1f480883417b3ff9965a955f1ff93
07_Solar_Array_Interface_Module/parts/SOLAR_WING_L_DEPLOYED_REF.SLDPRT,59179,9d0d2e38ed348f4f46f3a12706f10bda6d0063b2d992d48dc2e927172e438f92
07_Solar_Array_Interface_Module/parts/SOLAR_WING_R_DEPLOYED_REF.SLDPRT,58976,6618699ee48663e140fe57ee56fcffd6cc1c25def16fd2c1aadc7c788a8c3644
09_Service_Access_and_Harness_References/SV2_SERVICE_ACCESS_REFERENCES.SLDPRT,52521,180bedecb5204298fcc5405f57dbd656073fdcac2a3aec576e7107a613d55bc7
01_Primary_Structure/SV2_Primary_Structure.SLDASM,86980,afa0062c51531c36aea5dd686887e7a322103c2cf90bc841652802b216047d79
02_Front_Mission_Module/SV2_Front_Mission_Module.SLDASM,47445,101638f88ad098cf8c603b0e73bf611ae3f2abcbe709c5fcd74e839c39a8df32
03_Avionics_EPS_ADCS_Bay/SV2_Avionics_EPS_ADCS_Bay.SLDASM,40712,81f3d6aca45b5fc792c7f90c6f89f46918776f544991c8618d8a08d1b294b990
04_Rear_Service_Module/SV2_Rear_Service_Module.SLDASM,51099,a55703b24122e552481f413d5e8927fe694ac0580933c3e59572aa6ca48e15b7
05_Robot_Mount_Module/SV2_Robot_Mount_Module.SLDASM,74709,f15a342c08c4316b85191b4281f918c4ca063d67724d54ffd971617de2d4c125
06_B601_Visual_Arm/SV2_B601_Visual_Arm.SLDASM,74144,3dda7810212ddb78c0345c7470063d6e3b2e2c5ff9da29eca3df7e1cba539844
07_Solar_Array_Interface_Module/SV2_Solar_Array_Interface.SLDASM,52107,a47b0397561ac7c22d208fabe30ade8b8497c13c9d2752e1a7d859686bf3186f
Assembly/Spacecraft_Service_Vehicle_V2_0.SLDASM,559499,89e58a58866ccf171b704c46c32ba3d76b71868c3053a2345c0c35101b5cd35a
