cell_id,case,alpha,mode,provenance,legacy_strategy_label,legacy_feasibility,legacy_binding_gate,m_t_kg,m_composite_kg,impulse_J_Ns,H_captured_Nms,omega_plus_dps,dH_external_Nms,dv_match_mps,h_rw0_Nms,wheel_momentum_demand_Nms,thruster_impulse_Ns,delta_v_mps,fuel_precontact_g,fuel_allocation_g,fuel_total_g,stabilization_time_s,stabilization_time_absent_reason,m_omega,m_Hw,m_tauw,m_dv,m_fuel,m_time,m_clearance,m_flex,M_phys_restricted,binding_gate,absent_components,n_evaluable_components,classification,classification_reason
B_anchor|a1|WHEEL_BIAS,B_anchor,1,WHEEL_BIAS,ALGEBRAIC_RECONSTRUCTION,,NOT_IN_SIM12_PHASE1,N/A,150.0,174.0,0.1938779667977405,4.5243616005669836,2.947001206340386,1.435081014983432,0.037475051582154105,-0.3,4.224361600566984,0.0,0.0,1.6878,2.999165332288024,4.686965332288024,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,-0.47350060317,-13.081205335223,ABSENT,1.0,0.914369502927,ABSENT,ABSENT,ABSENT,-13.081205335223,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
B_anchor|a1|THRUSTER,B_anchor,1,THRUSTER,ALGEBRAIC_RECONSTRUCTION,,NOT_IN_SIM12_PHASE1,N/A,150.0,174.0,0.1938779667977405,4.5243616005669836,2.947001206340386,1.435081014983432,0.037475051582154105,0.0,0.0,26.61389176804108,0.15295340096575333,1.6878,45.23102821051884,46.918828210518846,266.13891768041077,,-0.47350060317,1.0,ABSENT,0.173632584371,0.142796607846,0.926072522867,ABSENT,ABSENT,-0.47350060317,m_omega,m_clearance;m_flex;m_tauw,5,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_omega
C_transition|a0|WHEEL_DIRECT,C_transition,0,WHEEL_DIRECT,SIM12_PHASE1_ROW,S1_passive,INFEASIBLE,WHEEL_MOMENTUM,48.0,72.0,0.15743920825920604,0.36888647094081484,1.9732374251028981,0.0,0.0,0.0,0.36888647094081484,0.0,0.0,0.0,0.0,0.0,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,0.013381287449,-0.229621569803,ABSENT,1.0,1.0,ABSENT,ABSENT,ABSENT,-0.229621569803,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
C_transition|a0|WHEEL_BIAS,C_transition,0,WHEEL_BIAS,SIM12_PHASE1_ROW,S3a_wheel_bias,FEASIBLE,NONE,48.0,72.0,0.15743920825920604,0.36888647094081484,1.9732374251028981,0.0,0.0,-0.3,0.06888647094081485,0.0,0.0,0.0,2.999165332288024,2.999165332288024,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,0.013381287449,0.770378430197,ABSENT,1.0,0.945205479452,ABSENT,ABSENT,ABSENT,0.013381287449,m_omega,m_clearance;m_flex;m_tauw;m_time,4,UNKNOWN,"ABSENT_GATE_COMPONENTS:m_clearance,m_flex,m_tauw,m_time"
C_transition|a0|THRUSTER,C_transition,0,THRUSTER,SIM12_PHASE1_ROW,S4_post_capture_detumble,FEASIBLE,NONE_THRUSTER_PATH,48.0,72.0,0.15743920825920604,0.36888647094081484,1.9732374251028981,0.0,0.0,0.0,0.0,2.169920417298911,0.030137783573595985,0.0,3.687838383985885,3.687838383985885,21.699204172989106,,0.013381287449,1.0,ABSENT,0.932623475627,0.932623475627,0.993972443285,ABSENT,ABSENT,0.013381287449,m_omega,m_clearance;m_flex;m_tauw,5,UNKNOWN,"ABSENT_GATE_COMPONENTS:m_clearance,m_flex,m_tauw"
C_transition|a1|WHEEL_DIRECT,C_transition,1,WHEEL_DIRECT,SIM12_PHASE1_ROW,S2_velocity_matching,INFEASIBLE,WHEEL_MOMENTUM,48.0,72.0,0.12321060036463054,0.6230153291913327,1.902365968810742,0.39257271285430173,0.017088383148253873,0.0,0.6230153291913327,0.0,0.0,0.7696,0.0,0.7696,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,0.048817015595,-1.076717763971,ABSENT,1.0,0.985939467038,ABSENT,ABSENT,ABSENT,-1.076717763971,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
C_transition|a1|WHEEL_BIAS,C_transition,1,WHEEL_BIAS,ALGEBRAIC_RECONSTRUCTION,,NOT_IN_SIM12_PHASE1,N/A,48.0,72.0,0.12321060036463054,0.6230153291913327,1.902365968810742,0.39257271285430173,0.017088383148253873,-0.3,0.32301532919133275,0.0,0.0,0.7696,2.999165332288024,3.768765332288024,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,0.048817015595,-0.076717763971,ABSENT,1.0,0.93114494649,ABSENT,ABSENT,ABSENT,-0.076717763971,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
C_transition|a1|THRUSTER,C_transition,1,THRUSTER,ALGEBRAIC_RECONSTRUCTION,,NOT_IN_SIM12_PHASE1,N/A,48.0,72.0,0.12321060036463054,0.6230153291913327,1.902365968810742,0.39257271285430173,0.017088383148253873,0.0,0.0,3.664796054066663,0.05089994519537032,0.7696,6.228419922648854,6.9980199226488535,36.64796054066663,,0.048817015595,1.0,ABSENT,0.88620724581,0.872146712848,0.989820010961,ABSENT,ABSENT,0.048817015595,m_omega,m_clearance;m_flex;m_tauw,5,UNKNOWN,"ABSENT_GATE_COMPONENTS:m_clearance,m_flex,m_tauw"
D_extreme|a0|WHEEL_DIRECT,D_extreme,0,WHEEL_DIRECT,SIM12_PHASE1_ROW,S1_passive,INFEASIBLE,POST_CAPTURE_RATE,150.0,174.0,0.47693609605288634,6.099934825682697,5.108493441687948,0.0,0.0,0.0,6.099934825682697,0.0,0.0,0.0,0.0,0.0,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,-1.554246720844,-19.333116085609,ABSENT,1.0,1.0,ABSENT,ABSENT,ABSENT,-19.333116085609,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
D_extreme|a0|WHEEL_BIAS,D_extreme,0,WHEEL_BIAS,SIM12_PHASE1_ROW,S3a_wheel_bias,INFEASIBLE,POST_CAPTURE_RATE,150.0,174.0,0.47693609605288634,6.099934825682697,5.108493441687948,0.0,0.0,-0.3,5.799934825682697,0.0,0.0,0.0,2.999165332288024,2.999165332288024,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,-1.554246720844,-18.333116085609,ABSENT,1.0,0.945205479452,ABSENT,ABSENT,ABSENT,-18.333116085609,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
D_extreme|a0|THRUSTER,D_extreme,0,THRUSTER,SIM12_PHASE1_ROW,S4_post_capture_detumble,INFEASIBLE,POST_CAPTURE_RATE,150.0,174.0,0.47693609605288634,6.099934825682697,5.108493441687948,0.0,0.0,0.0,0.0,35.88196956283939,0.2062182158783873,0.0,60.98237686134645,60.98237686134645,358.8196956283939,,-1.554246720844,1.0,ABSENT,-0.114143347157,-0.114143347157,0.900327862325,ABSENT,ABSENT,-1.554246720844,m_omega,m_clearance;m_flex;m_tauw,5,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_omega
D_extreme|a1|WHEEL_DIRECT,D_extreme,1,WHEEL_DIRECT,SIM12_PHASE1_ROW,S2_velocity_matching,INFEASIBLE,POST_CAPTURE_RATE,150.0,174.0,0.2391040416568656,7.563350971745836,4.917437370873017,2.391801691639054,0.062458419303590175,0.0,7.563350971745836,0.0,0.0,2.813,0.0,2.813,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,-1.458718685437,-24.211169905819,ABSENT,1.0,0.948606705792,ABSENT,ABSENT,ABSENT,-24.211169905819,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
D_extreme|a1|WHEEL_BIAS,D_extreme,1,WHEEL_BIAS,ALGEBRAIC_RECONSTRUCTION,,NOT_IN_SIM12_PHASE1,N/A,150.0,174.0,0.2391040416568656,7.563350971745836,4.917437370873017,2.391801691639054,0.062458419303590175,-0.3,7.263350971745836,0.0,0.0,2.813,2.999165332288024,5.812165332288024,,NO_WHEEL_TORQUE_LIMIT_IN_REPOSITORY,-1.458718685437,-23.211169905819,ABSENT,1.0,0.893812185244,ABSENT,ABSENT,ABSENT,-23.211169905819,m_Hw,m_clearance;m_flex;m_tauw;m_time,4,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_Hw
D_extreme|a1|THRUSTER,D_extreme,1,THRUSTER,ALGEBRAIC_RECONSTRUCTION,,NOT_IN_SIM12_PHASE1,N/A,150.0,174.0,0.2391040416568656,7.563350971745836,4.917437370873017,2.391801691639054,0.062458419303590175,0.0,0.0,44.49029983379903,0.2556913783551668,2.813,75.61246676795683,78.42546676795683,444.9029983379903,,-1.458718685437,1.0,ABSENT,-0.381433967442,-0.43282726165,0.876415833795,ABSENT,ABSENT,-1.458718685437,m_omega,m_clearance;m_flex;m_tauw,5,UNSAFE,HARD_MARGIN_VIOLATION_ON_m_omega
